Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Matches,Squad
Samuel Eto'o,cm CMR,FW,23.0,37,37.0,3036,33.7,24.0,3.0,27.0,20.0,4.0,5.0,4.0,0.0,0.71,0.09,0.8,0.59,0.68,Matches,Barcelona
Carles Puyol,es ESP,DF,26.0,36,36.0,3109,34.5,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Barcelona
Xavi,es ESP,MF,24.0,36,36.0,3052,33.9,3.0,6.0,9.0,3.0,0.0,0.0,5.0,0.0,0.09,0.18,0.27,0.09,0.27,Matches,Barcelona
Víctor Valdés,es ESP,GK,22.0,35,35.0,3135,34.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Ronaldinho,br BRA,"FW,MF",24.0,35,35.0,3071,34.1,9.0,9.0,18.0,6.0,3.0,4.0,5.0,0.0,0.26,0.26,0.53,0.18,0.44,Matches,Barcelona
Deco,pt POR,MF,26.0,35,35.0,2947,32.7,8.0,11.0,19.0,8.0,0.0,0.0,13.0,0.0,0.24,0.34,0.58,0.24,0.58,Matches,Barcelona
Oleguer Presas,es ESP,DF,24.0,36,33.0,2926,32.5,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,Barcelona
Rafael Márquez,mx MEX,"DF,MF",25.0,34,33.0,2715,30.2,3.0,4.0,7.0,3.0,0.0,0.0,7.0,1.0,0.1,0.13,0.23,0.1,0.23,Matches,Barcelona
Juliano Belletti,br BRA,"DF,MF",28.0,31,29.0,2536,28.2,0.0,4.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches,Barcelona
Ludovic Giuly,fr FRA,"FW,MF",28.0,29,29.0,2080,23.1,11.0,4.0,15.0,11.0,0.0,0.0,1.0,0.0,0.48,0.17,0.65,0.48,0.65,Matches,Barcelona
Giovanni van Bronckhorst,nl NED,"DF,MF",29.0,29,27.0,2388,26.5,4.0,1.0,5.0,4.0,0.0,0.0,8.0,0.0,0.15,0.04,0.19,0.15,0.19,Matches,Barcelona
Andrés Iniesta,es ESP,MF,20.0,37,12.0,1657,18.4,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,0.11,0.11,0.22,0.11,0.22,Matches,Barcelona
Sylvinho,br BRA,DF,30.0,21,11.0,960,10.7,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,Barcelona
Henrik Larsson,se SWE,FW,32.0,12,6.0,571,6.3,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.47,0.0,0.47,0.47,0.47,Matches,Barcelona
Damià Abella,es ESP,"DF,MF",22.0,9,5.0,458,5.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Edmílson,br BRA,"DF,MF",28.0,6,4.0,362,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Thiago Motta,it ITA,MF,21.0,8,3.0,273,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Gerard López,es ESP,MF,25.0,13,2.0,302,3.4,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.6,0.0,0.6,0.6,0.6,Matches,Barcelona
Maxi López,ar ARG,FW,20.0,8,2.0,237,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Fernando Navarro,es ESP,DF,22.0,5,2.0,217,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Albert Jorquera,es ESP,GK,25.0,2,2.0,180,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Gabri García,es ESP,"DF,MF",25.0,4,2.0,57,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Demetrio Albertini,it ITA,"FW,MF",32.0,5,1.0,259,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Rubén,es ESP,GK,20.0,2,1.0,105,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Lionel Messi,ar ARG,"FW,MF",17.0,7,0.0,70,0.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.29,0.0,1.29,1.29,1.29,Matches,Barcelona
Rodri,es ESP,DF,19.0,1,0.0,3,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,Matches,Barcelona
