Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Matches,Squad
Víctor Valdés,es ESP,GK,30.0,31,31.0,2790,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Cesc Fàbregas,es ESP,"FW,MF",25.0,32,30.0,2296,25.5,11.0,12.0,23.0,11.0,0.0,0.0,7.0,0.0,0.43,0.47,0.9,0.43,0.9,Matches,Barcelona
Lionel Messi,ar ARG,"FW,MF",25.0,32,28.0,2650,29.4,46.0,11.0,57.0,42.0,4.0,4.0,1.0,0.0,1.56,0.37,1.94,1.43,1.8,Matches,Barcelona
Jordi Alba,es ESP,"DF,MF",23.0,29,27.0,2497,27.7,2.0,5.0,7.0,2.0,0.0,0.0,3.0,0.0,0.07,0.18,0.25,0.07,0.25,Matches,Barcelona
Gerard Piqué,es ESP,DF,25.0,28,27.0,2399,26.7,2.0,0.0,2.0,2.0,0.0,0.0,6.0,1.0,0.08,0.0,0.08,0.08,0.08,Matches,Barcelona
Dani Alves,br BRA,"DF,MF",29.0,30,26.0,2265,25.2,0.0,6.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.24,0.24,0.0,0.24,Matches,Barcelona
Sergio Busquets,es ESP,MF,24.0,31,25.0,2250,25.0,1.0,2.0,3.0,1.0,0.0,0.0,9.0,0.0,0.04,0.08,0.12,0.04,0.12,Matches,Barcelona
Xavi,es ESP,MF,32.0,30,24.0,2192,24.4,5.0,7.0,12.0,5.0,0.0,0.0,0.0,0.0,0.21,0.29,0.49,0.21,0.49,Matches,Barcelona
Andrés Iniesta,es ESP,MF,28.0,31,24.0,2091,23.2,3.0,15.0,18.0,3.0,0.0,0.0,4.0,0.0,0.13,0.65,0.77,0.13,0.77,Matches,Barcelona
Pedro,es ESP,"FW,MF",25.0,28,23.0,2066,23.0,7.0,7.0,14.0,7.0,0.0,0.0,3.0,0.0,0.3,0.3,0.61,0.3,0.61,Matches,Barcelona
Javier Mascherano,ar ARG,"DF,MF",28.0,25,21.0,1934,21.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Alexis Sánchez,cl CHI,"FW,MF",23.0,29,18.0,1706,19.0,8.0,9.0,17.0,8.0,0.0,0.0,4.0,0.0,0.42,0.47,0.9,0.42,0.9,Matches,Barcelona
Adriano,br BRA,"DF,MF",27.0,23,18.0,1428,15.9,5.0,1.0,6.0,5.0,0.0,0.0,3.0,0.0,0.32,0.06,0.38,0.32,0.38,Matches,Barcelona
Alexandre Song,cm CMR,"DF,MF",24.0,20,17.0,1539,17.1,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,Barcelona
David Villa,es ESP,"FW,MF",30.0,28,17.0,1414,15.7,10.0,5.0,15.0,10.0,0.0,1.0,1.0,0.0,0.64,0.32,0.95,0.64,0.95,Matches,Barcelona
Thiago Alcántara,es ESP,MF,21.0,27,15.0,1415,15.7,2.0,4.0,6.0,2.0,0.0,0.0,4.0,0.0,0.13,0.25,0.38,0.13,0.38,Matches,Barcelona
Cristian Tello,es ESP,"FW,MF",20.0,22,12.0,1178,13.1,7.0,4.0,11.0,7.0,0.0,0.0,0.0,0.0,0.53,0.31,0.84,0.53,0.84,Matches,Barcelona
Carles Puyol,es ESP,DF,34.0,13,12.0,963,10.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,Barcelona
Martín Montoya,es ESP,DF,21.0,15,11.0,1154,12.8,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.08,0.23,0.31,0.08,0.31,Matches,Barcelona
José Manuel Pinto,es ESP,GK,36.0,7,7.0,630,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Marc Bartra,es ESP,DF,21.0,8,3.0,400,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Éric Abidal,fr FRA,DF,32.0,5,2.0,187,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Jonathan dos Santos,mx MEX,MF,22.0,3,0.0,63,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Gerard Deulofeu,es ESP,"FW,MF",18.0,1,0.0,27,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Sergi Roberto,es ESP,"DF,MF",20.0,1,0.0,11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
