Nombre_Largo_LaLiga
Andrés Iniesta Luján
Lionel Andrés Messi Cuccittini
Rafael Márquez Álvarez
Henrik Larsson
Giovanni van Bronckhorst
Samuel Eto''o Fils
Anderson Luís de Souza
Carles Puyol i Saforcada
Xavier Hernández Creus
Víctor Valdés Arribas
Juliano Haus Belletti
Oleguer Presas Renom
Ronaldo de Assis Moreira
Ángel Morales Cuerva
Alex Fernandez Sanchez
Maximiliano Rubén Rodríguez
José Emilio Amavisca Gárate
Óscar Serrano Rodriguez
Ferrán Corominas Telechea
Fernando Navarro i Corbacho
Ludovic Giuly
Francisco Puñal Martínez
Pierre Achille Webó Kouamo
John Aloisi
Valmiro Lópes Rocha
Raúl García Escudero
Mohamed El Yaagoubi
Ludovic Delporte
José Romero Urtasun
Iñaki Muñoz Oroz
Sylvio Mendes Campos Junior
Juan Jesús Gutiérrez Robles
Antonio Manuel Sánchez Gómez
Sérgio Paulo Barbosa Valente
Alexis Ruano Delgado
Edgar Patricio De Carvalho Pacheco
Francisco Esteban Granados
Juan Antonio Rodríguez Villamuela
Paulo César Wanchope Watson
Damià Abella Pérez
Sergio Rodríguez García
"Antonio Pacheco D""Agosti"
David Sánchez Rodríguez
Mikel Aguirregomezkorta Larrea
Mark Dennis González Hoffmann
Pablo Redondo Martínez
Francisco Javier Rodríguez Vílchez
Iván Díaz Ruiz
Jerónimo Figueroa Cabrera
Rubén Iván Martínez Andrade
Alberto Rivera Pizarro
Vladimir Manchev
Iñaki Descarga Retegi
Jofre González Mateu
José Alejandro Suárez Martín
Sergio García De La Fuente
Ignacio Pérez Santamaría
Diego Camacho Quesada
Pablo Pinillos Caro
Felix Dja Ettien Yohou
Juan Manuel Gómez Sánchez
Thiago Motta
Maximiliano Gastón López
Iván Sánchez Rico Soto
Jorge Gonzalez Diaz
Gheorghe Craioveanu
Jaime Asensio De La Fuente
David Belenguer Reverter
Diego Rivas Gutiérrez
"Daniel Armand N""Gom Komé"
Mario Gutiérrez Cotelo
Jaime Sánchez Fernández
Gaspar Gálvez Burgos
Agustín García Iñiguez
Francisco Peña Romero
Rubén Castro Martín
Walter Horacio Peralta Saracho
Mark van Bommel
Sávio Bortolini Pimentel
Álvaro Luiz Maior de Aquino
Delio Cesar Toledo
Gabriel Alejandro Milito
Diego Alberto Milito
Ewerthon Henrique de Souza
Óscar Javier González Marcos
Rubén Gracia Calmache
Agustín Aranzábal Alkorta
Jose María Movilla Cubero
Albert Celades López
José Edmílson Gomes de Moraes
Rafael Clavero Prados
Savo Milošević
David López Moreno
Salvador Ballesta Vialcho
Pablo González Couñago
Richard Javier Morales Aguirre
Anderson Silva de França
