match_date,season,home_team,away_team,home_score,away_score,goles_favor,xg_favor,xg_contra,tiros_totales,tiros_a_puerta,posesion_pct,pases_intentados,pases_completados,presiones,recuperaciones,intercepciones,faltas_cometidas,match_id,kick_off,competition,match_status,match_status_360,last_updated,last_updated_360,match_week,competition_stage,stadium,referee,home_managers,away_managers,data_version,shot_fidelity_version,xy_fidelity_version
2011-04-09,2010/2011,Barcelona,Almería,3,1,3,2.42,0.39,19,7,72.27,774,674,90,57,6,11,69305,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,31,Regular Season,Spotify Camp Nou,Miguel Ayza,,,1.1.0,2,2.0
2011-01-16,2010/2011,Barcelona,Málaga,4,1,4,2.03,0.21,12,9,70.64,835,749,165,57,9,13,69278,21:00:00.000,Spain - La Liga,available,scheduled,2022-11-30T15:33:05.021926,2021-06-13T16:17:31.694,19,Regular Season,Spotify Camp Nou,José Luis González González,Josep Guardiola i Sala,Manuel Luis Pellegrini Ripamonti,1.1.0,2,2.0
2010-12-18,2010/2011,Espanyol,Barcelona,1,5,5,2.9,0.59,21,11,56.75,563,478,198,58,7,17,69275,20:00:00.000,Spain - La Liga,available,scheduled,2021-11-11T22:57:42.361902,2021-06-13T16:17:31.694,16,Regular Season,RCDE Stadium,Alberto Undiano Mallenco,Mauricio Roberto Pochettino Trossero,Josep Guardiola i Sala,1.1.0,2,2.0
2011-01-22,2010/2011,Barcelona,Racing Santander,3,0,3,3.4,0.37,13,9,72.56,920,832,167,56,10,5,69295,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,20,Regular Season,Spotify Camp Nou,Ignacio Iglesias Villanueva,Josep Guardiola i Sala,Miguel Ángel Portugal Vicario,1.1.0,2,2.0
2010-11-07,2010/2011,Getafe,Barcelona,1,3,3,2.84,1.65,15,8,65.83,709,620,143,39,9,12,69270,19:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,10,Regular Season,Coliseum Alfonso Pérez,Miguel Ayza,José Miguel González Martín del Campo,Josep Guardiola i Sala,1.1.0,2,2.0
2011-03-19,2010/2011,Barcelona,Getafe,2,1,2,0.99,0.61,14,5,67.95,774,672,132,48,7,15,69303,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,29,Regular Season,Spotify Camp Nou,César Muñiz,Josep Guardiola i Sala,José Miguel González Martín del Campo,1.1.0,2,2.0
2011-04-16,2010/2011,Real Madrid,Barcelona,1,1,1,1.48,1.71,10,5,75.86,814,738,74,38,4,17,69245,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,32,Regular Season,Estadio Santiago Bernabéu,César Muñiz,José Mario Felix dos Santos Mourinho,Josep Guardiola i Sala,1.1.0,2,2.0
2010-09-11,2010/2011,Barcelona,Hércules,0,2,0,1.58,1.77,16,8,74.7,797,678,100,70,9,7,69287,18:00:00.000,Spain - La Liga,available,scheduled,2022-11-30T15:29:05.326379,2021-06-13T16:17:31.694,2,Regular Season,Spotify Camp Nou,Carlos Velasco Carballo,Josep Guardiola i Sala,Esteban Vigo Benítez,1.1.0,2,2.0
2011-01-29,2010/2011,Hércules,Barcelona,0,3,3,2.11,0.37,19,8,72.36,869,776,218,56,10,12,69296,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,21,Regular Season,Estadio José Rico Pérez,David Fernández Borbalan,Esteban Vigo Benítez,Josep Guardiola i Sala,1.1.0,2,2.0
2010-10-16,2010/2011,Barcelona,Valencia,2,1,2,1.8,0.5,13,7,54.15,542,443,148,56,8,9,69260,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,7,Regular Season,Spotify Camp Nou,Fernando Teixeira,Josep Guardiola i Sala,Unai Emery Etxegoien,1.1.0,2,2.0
2010-09-19,2010/2011,Atlético Madrid,Barcelona,1,2,2,1.92,0.43,17,9,66.47,662,561,80,58,5,16,69269,19:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,3,Regular Season,Estadio Vicente Calderón,David Fernández Borbalan,Enrique Sánchez Flores,Josep Guardiola i Sala,1.1.0,2,2.0
2011-04-30,2010/2011,Real Sociedad,Barcelona,2,1,1,1.13,1.71,11,7,79.37,827,756,57,44,2,12,69246,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,34,Regular Season,Reale Arena,Fernando Teixeira,Martín Lasarte Arrospide,Josep Guardiola i Sala,1.1.0,2,2.0
2010-12-12,2010/2011,Barcelona,Real Sociedad,5,0,5,2.28,0.07,22,8,75.65,988,893,68,56,7,12,69302,21:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,15,Regular Season,Spotify Camp Nou,David Fernández Borbalan,Josep Guardiola i Sala,Martín Lasarte Arrospide,1.1.0,2,2.0
2011-02-20,2010/2011,Barcelona,Athletic Club,2,1,2,1.91,1.13,21,5,77.12,883,773,102,68,4,15,69282,21:00:00.000,Spain - La Liga,available,scheduled,2022-11-30T15:36:10.380295,2021-06-13T16:17:31.694,24,Regular Season,Spotify Camp Nou,Rafael Ramírez Domínguez,Josep Guardiola i Sala,Joaquín de Jesús Caparrós Camino,1.1.0,2,2.0
2011-03-02,2010/2011,Valencia,Barcelona,0,1,1,2.26,0.2,18,7,55.82,580,458,153,66,8,10,69274,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,26,Regular Season,Estadio de Mestalla,Eduardo Iturralde Gonzalez,Unai Emery Etxegoien,Josep Guardiola i Sala,1.1.0,2,2.0
2011-02-26,2010/2011,Mallorca,Barcelona,0,3,3,1.83,0.42,8,4,74.46,892,808,90,50,5,11,69283,20:00:00.000,Spain - La Liga,available,scheduled,2022-11-30T15:37:07.874009,2021-06-13T16:17:31.694,25,Regular Season,Estadi Mallorca Son Moix,Carlos Velasco Carballo,Michael Laudrup,Josep Guardiola i Sala,1.1.0,2,2.0
2011-01-08,2010/2011,RC Deportivo La Coruña,Barcelona,0,4,4,0.93,0.74,7,5,72.13,854,763,197,50,12,7,69280,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,18,Regular Season,Estadio Abanca-Riazor,Carlos Delgado,Miguel Ángel Lotina Oruecheberría,Josep Guardiola i Sala,1.1.0,2,2.0
2010-08-29,2010/2011,Racing Santander,Barcelona,0,3,3,0.81,1.11,9,5,61.59,672,591,104,39,9,16,69286,19:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,1,Regular Season,Campos de Sport de El Sardinero,Carlos Delgado,Miguel Ángel Portugal Vicario,Josep Guardiola i Sala,1.1.0,2,2.0
2011-03-13,2010/2011,Sevilla,Barcelona,1,1,1,1.92,1.27,13,5,73.51,852,761,96,48,6,14,69291,21:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,28,Regular Season,Estadio Ramón Sánchez Pizjuán,Miguel Pérez,Gregorio Manzano Ballesteros,Josep Guardiola i Sala,1.1.0,2,2.0
2010-10-03,2010/2011,Barcelona,Mallorca,1,1,1,1.57,0.49,25,10,73.14,670,581,90,60,3,7,69236,19:00:00.000,Spain - La Liga,available,scheduled,2022-11-30T15:40:53.042701,2021-06-13T16:17:31.694,6,Regular Season,Spotify Camp Nou,Alberto Undiano Mallenco,Josep Guardiola i Sala,Michael Laudrup,1.1.0,2,2.0
2011-05-08,2010/2011,Barcelona,Espanyol,2,0,2,1.17,0.59,14,6,69.0,819,715,98,56,4,15,69234,19:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,35,Regular Season,Spotify Camp Nou,David Fernández Borbalan,Josep Guardiola i Sala,Mauricio Roberto Pochettino Trossero,1.1.0,2,2.0
2011-05-11,2010/2011,Levante UD,Barcelona,1,1,1,0.86,1.04,10,2,81.65,1090,1015,120,40,3,6,69272,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,36,Regular Season,Estadio Ciudad de Valencia,José Paradas,Luis García Plaza,Josep Guardiola i Sala,1.1.0,2,2.0
2010-11-13,2010/2011,Barcelona,Villarreal,3,1,3,1.91,1.02,14,4,64.33,689,601,167,63,11,26,69308,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,11,Regular Season,Spotify Camp Nou,Carlos Delgado,Josep Guardiola i Sala,Juan Carlos Garrido Fernández,1.1.0,2,2.0
2010-11-29,2010/2011,Barcelona,Real Madrid,5,0,5,2.77,0.13,14,6,66.09,723,637,95,63,8,13,69299,21:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,13,Regular Season,Spotify Camp Nou,Eduardo Iturralde Gonzalez,Josep Guardiola i Sala,José Mario Felix dos Santos Mourinho,1.1.0,2,2.0
2011-03-05,2010/2011,Barcelona,Real Zaragoza,1,0,1,1.93,0.49,25,12,81.05,954,846,83,70,8,9,69300,20:00:00.000,Spain - La Liga,available,scheduled,2022-11-30T15:38:10.426222,2021-06-13T16:17:31.694,27,Regular Season,Spotify Camp Nou,Fernando Teixeira,Josep Guardiola i Sala,Javier Aguirre Onaindía,1.1.0,2,2.0
2010-10-30,2010/2011,Barcelona,Sevilla,5,0,5,1.33,0.13,17,8,70.27,695,611,96,53,6,13,69289,22:00:00.000,Spain - La Liga,available,scheduled,2023-04-19T10:48:44.079830,2021-06-13T16:17:31.694,9,Regular Season,Spotify Camp Nou,Turienzo,Josep Guardiola i Sala,Gregorio Manzano Ballesteros,1.1.0,2,2.0
2010-10-23,2010/2011,Real Zaragoza,Barcelona,0,2,2,2.15,0.39,18,9,74.2,762,679,81,52,2,11,69263,18:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,8,Regular Season,Estadio de la Romareda,Miguel Pérez,José Aurelio Gay López,Josep Guardiola i Sala,1.1.0,2,2.0
2010-11-20,2010/2011,Almería,Barcelona,0,8,7,3.62,0.29,20,13,74.81,873,806,124,38,4,7,69306,20:00:00.000,Spain - La Liga,available,scheduled,2022-11-30T15:30:59.059759,2021-06-13T16:17:31.694,12,Regular Season,Power Horse Stadium – Estadio de los Juegos Mediterráneos,César Muñiz,Juan Manuel Lillo Díez,Josep Guardiola i Sala,1.1.0,2,2.0
2011-02-12,2010/2011,Sporting Gijón,Barcelona,1,1,1,1.19,0.29,15,6,79.19,818,715,72,48,2,10,69248,20:00:00.000,Spain - La Liga,available,scheduled,2022-11-30T15:35:07.375975,2021-06-13T16:17:31.694,23,Regular Season,Estadio Municipal El Molinón,Miguel Pérez,Manuel Preciado Rebolledo,Josep Guardiola i Sala,1.1.0,2,2.0
2012-02-19,2011/2012,Barcelona,Valencia,5,1,5,4.19,0.31,30,14,61.94,669,558,138,67,7,7,69328,21:30:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,24,Regular Season,Spotify Camp Nou,Turienzo,Josep Guardiola i Sala,Unai Emery Etxegoien,1.1.0,2,2.0
2011-10-22,2011/2012,Barcelona,Sevilla,0,0,0,1.85,0.18,20,6,73.0,838,729,78,69,5,9,69329,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,9,Regular Season,Spotify Camp Nou,Eduardo Iturralde Gonzalez,Josep Guardiola i Sala,Marcelino García Toral,1.1.0,2,2.0
2012-04-07,2011/2012,Real Zaragoza,Barcelona,1,4,4,3.06,1.71,15,8,75.17,675,585,98,52,5,14,70219,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,32,Regular Season,Estadio de la Romareda,Turienzo,Manuel Enrique Jiménez Jiménez,Josep Guardiola i Sala,1.1.0,2,2.0
2011-11-19,2011/2012,Barcelona,Real Zaragoza,4,0,4,4.06,0.15,27,11,67.86,682,590,133,51,5,20,69331,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,13,Regular Season,Spotify Camp Nou,Alberto Undiano Mallenco,Josep Guardiola i Sala,Javier Aguirre Onaindía,1.1.0,2,2.0
2012-02-26,2011/2012,Atlético Madrid,Barcelona,1,2,2,0.92,1.24,8,3,72.04,760,665,136,51,11,13,69337,21:30:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,25,Regular Season,Estadio Vicente Calderón,Miguel Pérez,Diego Pablo Simeone,Josep Guardiola i Sala,1.1.0,2,2.0
2012-03-11,2011/2012,Racing Santander,Barcelona,0,2,2,3.19,0.07,22,8,72.57,828,736,100,46,11,15,69322,18:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,27,Regular Season,Campos de Sport de El Sardinero,,Álvaro Cervera Díaz,Josep Guardiola i Sala,1.1.0,2,2.0
2012-02-04,2011/2012,Barcelona,Real Sociedad,2,1,2,2.47,1.07,19,8,69.52,805,704,158,70,16,12,69316,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,22,Regular Season,Spotify Camp Nou,Carlos Clos Gómez,Josep Guardiola i Sala,Philippe Jacques William Montanier,1.1.0,2,2.0
2011-11-29,2011/2012,Barcelona,Rayo Vallecano,4,0,4,1.47,0.61,13,6,60.34,560,452,116,68,10,9,69332,21:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,17,Regular Season,Spotify Camp Nou,Miguel Pérez,Josep Guardiola i Sala,José Ramón Sandoval Huertas,1.1.0,2,2.0
2012-01-22,2011/2012,Málaga,Barcelona,1,4,4,2.17,1.12,15,10,73.09,918,837,161,62,13,14,69335,18:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,1,Regular Season,Estadio La Rosaleda,Alberto Undiano Mallenco,Manuel Luis Pellegrini Ripamonti,Josep Guardiola i Sala,1.1.0,2,2.0
2011-11-06,2011/2012,Athletic Club,Barcelona,2,2,2,1.24,0.41,16,9,62.72,619,508,125,65,6,14,69330,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,12,Regular Season,Estadio San Mamés,José Paradas,Marcelo Alberto Bielsa Caldera,Josep Guardiola i Sala,1.1.0,2,2.0
2011-09-24,2011/2012,Barcelona,Atlético Madrid,5,0,4,2.42,0.6,17,8,67.92,868,788,147,45,8,22,69297,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,6,Regular Season,Spotify Camp Nou,Carlos Delgado,Josep Guardiola i Sala,Gregorio Manzano Ballesteros,1.1.0,2,2.0
2012-03-24,2011/2012,Mallorca,Barcelona,0,2,2,1.27,0.72,16,5,61.51,628,531,106,55,7,7,69325,18:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,30,Regular Season,Estadi Mallorca Son Moix,Miguel Ayza,Joaquín de Jesús Caparrós Camino,Josep Guardiola i Sala,1.1.0,2,2.0
2012-04-21,2011/2012,Barcelona,Real Madrid,1,2,1,2.11,1.61,14,4,71.52,688,597,96,59,9,11,69324,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,35,Regular Season,Spotify Camp Nou,Alberto Undiano Mallenco,Josep Guardiola i Sala,José Mario Felix dos Santos Mourinho,1.1.0,2,2.0
2012-03-20,2011/2012,Barcelona,Granada,5,3,5,1.3,1.84,18,7,73.6,831,744,65,48,5,10,70225,21:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,29,Regular Season,Spotify Camp Nou,José Teixeira,Josep Guardiola i Sala,Abel Resino Gómez,1.1.0,2,2.0
2011-10-15,2011/2012,Barcelona,Racing Santander,3,0,3,2.36,0.13,18,6,81.9,1027,948,97,42,12,5,69293,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,8,Regular Season,Spotify Camp Nou,Miguel Ayza,Josep Guardiola i Sala,Héctor Raúl Cúper,1.1.0,2,2.0
2011-09-21,2011/2012,Valencia,Barcelona,2,2,2,0.89,1.35,10,7,62.2,663,559,177,49,12,8,70223,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,5,Regular Season,Estadio de Mestalla,Carlos Velasco Carballo,Unai Emery Etxegoien,Josep Guardiola i Sala,1.1.0,2,2.0
2011-12-03,2011/2012,Barcelona,Levante UD,5,0,5,3.02,0.38,18,9,72.88,790,701,101,49,3,12,69333,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,15,Regular Season,Spotify Camp Nou,José Teixeira,Josep Guardiola i Sala,Juan Ignacio Martínez Jiménez,1.1.0,2,2.0
2011-09-10,2011/2012,Real Sociedad,Barcelona,2,2,2,2.31,1.68,13,6,73.44,882,783,104,47,5,17,69264,18:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,3,Regular Season,Reale Arena,Antonio Miguel Mateu Lahoz,Philippe Jacques William Montanier,Josep Guardiola i Sala,1.1.0,2,2.0
2012-04-10,2011/2012,Barcelona,Getafe,4,0,4,2.9,0.07,15,6,75.41,834,732,86,46,8,10,69343,21:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,33,Regular Season,Spotify Camp Nou,José Luis González González,Josep Guardiola i Sala,Luis García Plaza,1.1.0,2,2.0
2012-05-02,2011/2012,Barcelona,Málaga,4,1,4,3.04,0.86,11,6,65.51,752,666,121,45,11,19,69340,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,20,Regular Season,Spotify Camp Nou,Turienzo,Josep Guardiola i Sala,Manuel Luis Pellegrini Ripamonti,1.1.0,2,2.0
2011-10-02,2011/2012,Sporting Gijón,Barcelona,0,1,1,0.73,0.23,13,5,76.87,914,823,114,48,6,7,69265,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,7,Regular Season,Estadio Municipal El Molinón,Carlos Clos Gómez,Manuel Preciado Rebolledo,Josep Guardiola i Sala,1.1.0,2,2.0
2012-05-12,2011/2012,Real Betis,Barcelona,2,2,2,0.58,0.81,11,6,59.5,673,587,92,51,3,15,69319,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,38,Regular Season,Estadio Benito Villamarín,Miguel Ayza,José Mel Pérez,Josep Guardiola i Sala,1.1.0,2,2.0
2011-12-10,2011/2012,Real Madrid,Barcelona,1,3,3,0.92,1.32,11,7,60.97,653,555,108,59,9,17,69334,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,16,Regular Season,Estadio Santiago Bernabéu,David Fernández Borbalan,José Mario Felix dos Santos Mourinho,Josep Guardiola i Sala,1.1.0,2,2.0
2012-01-15,2011/2012,Barcelona,Real Betis,4,2,4,3.12,1.37,15,8,66.81,765,676,151,60,7,15,69327,21:30:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,19,Regular Season,Spotify Camp Nou,Ignacio Iglesias Villanueva,Josep Guardiola i Sala,José Mel Pérez,1.1.0,2,2.0
2011-11-26,2011/2012,Getafe,Barcelona,1,0,0,1.46,0.38,20,6,72.26,753,643,156,60,5,6,69315,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,14,Regular Season,Coliseum Alfonso Pérez,Fernando Teixeira,Luis García Plaza,Josep Guardiola i Sala,1.1.0,2,2.0
2012-02-11,2011/2012,Osasuna,Barcelona,3,2,2,1.68,1.1,19,8,68.18,660,497,84,96,10,7,69336,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,23,Regular Season,Estadio El Sadar,José Paradas,José Luis Mendilibar Etxebarria,Josep Guardiola i Sala,1.1.0,2,2.0
2012-03-17,2011/2012,Sevilla,Barcelona,0,2,2,2.68,1.26,17,9,59.0,685,575,85,55,5,12,69326,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,28,Regular Season,Estadio Ramón Sánchez Pizjuán,José Luis González González,José Miguel González Martín del Campo,Josep Guardiola i Sala,1.1.0,2,2.0
2011-08-29,2011/2012,Barcelona,Villarreal,5,0,5,3.11,0.09,18,10,74.91,878,797,77,38,7,16,69268,21:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,2,Regular Season,Spotify Camp Nou,Turienzo,Josep Guardiola i Sala,Juan Carlos Garrido Fernández,1.1.0,2,2.0
2012-05-05,2011/2012,Barcelona,Espanyol,4,0,4,2.42,0.28,14,6,63.73,687,596,143,47,8,14,69320,21:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,37,Regular Season,Spotify Camp Nou,Fernando Teixeira,Josep Guardiola i Sala,Mauricio Roberto Pochettino Trossero,1.1.0,2,2.0
2012-01-08,2011/2012,Espanyol,Barcelona,1,1,1,0.86,1.68,10,3,61.5,671,556,198,68,8,10,69312,21:30:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,18,Regular Season,RCDE Stadium,Turienzo,Mauricio Roberto Pochettino Trossero,Josep Guardiola i Sala,1.1.0,2,2.0
2011-10-29,2011/2012,Barcelona,Mallorca,5,0,5,3.26,0.32,20,8,69.01,766,683,95,38,5,15,69314,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,11,Regular Season,Spotify Camp Nou,Pedro Jesús Pérez Montero,Josep Guardiola i Sala,Joaquín de Jesús Caparrós Camino,1.1.0,2,2.0
2011-10-25,2011/2012,Granada,Barcelona,0,1,1,1.35,0.04,17,6,73.12,854,762,132,49,6,11,69318,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,10,Regular Season,Estadio Nuevo Los Cármenes,César Muñiz,Fabriciano González Penelas,Josep Guardiola i Sala,1.1.0,2,2.0
2012-01-28,2011/2012,Villarreal,Barcelona,0,0,0,1.41,0.3,11,5,65.9,684,558,141,62,6,14,69338,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,21,Regular Season,Estadio de la Cerámica,José Teixeira,José Francisco Molina Jiménez ,Josep Guardiola i Sala,1.1.0,2,2.0
2011-09-17,2011/2012,Barcelona,Osasuna,8,0,7,3.96,0.28,18,14,80.53,889,810,64,45,7,9,70220,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,4,Regular Season,Spotify Camp Nou,César Muñiz,Josep Guardiola i Sala,José Luis Mendilibar Etxebarria,1.1.0,2,2.0
2012-04-29,2011/2012,Rayo Vallecano,Barcelona,0,7,6,2.84,0.77,18,8,74.03,690,589,75,61,8,8,70224,21:30:00.000,Spain - La Liga,available,scheduled,2022-12-01T14:10:17.791769,2021-06-13T16:17:31.694,36,Regular Season,Estadio de Vallecas,Carlos Delgado,José Ramón Sandoval Huertas,Josep Guardiola i Sala,1.1.0,2,2.0
2012-04-14,2011/2012,Levante UD,Barcelona,1,2,2,2.55,1.05,17,8,72.2,779,681,143,46,10,12,70221,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,34,Regular Season,Estadio Ciudad de Valencia,José Teixeira,Juan Ignacio Martínez Jiménez,Josep Guardiola i Sala,1.1.0,2,2.0
2012-03-31,2011/2012,Barcelona,Athletic Club,2,0,2,2.29,0.36,20,13,54.41,605,502,153,72,8,12,69323,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,31,Regular Season,Spotify Camp Nou,Antonio Miguel Mateu Lahoz,Josep Guardiola i Sala,Marcelo Alberto Bielsa Caldera,1.1.0,2,2.0
2012-12-22,2012/2013,Real Valladolid,Barcelona,1,3,3,1.72,1.0,11,5,66.0,819,714,116,60,5,4,266015,18:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,17,Regular Season,Estadio Municipal José Zorrilla,Carlos Clos Gómez,,,1.1.0,2,2.0
2012-09-22,2012/2013,Barcelona,Granada,2,0,1,2.4,0.77,19,11,74.08,803,696,139,71,5,10,70270,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,5,Regular Season,Spotify Camp Nou,,,,1.1.0,2,2.0
2013-05-05,2012/2013,Barcelona,Real Betis,4,2,4,3.09,0.57,18,11,69.35,801,696,161,65,7,14,70281,21:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,34,Regular Season,Spotify Camp Nou,Carlos Clos Gómez,,,1.1.0,2,2.0
2012-11-03,2012/2013,Barcelona,Celta Vigo,3,1,3,2.07,1.28,12,6,69.54,929,857,114,40,8,9,70308,18:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,10,Regular Season,Spotify Camp Nou,David Fernández Borbalan,,,1.1.0,2,2.0
2013-02-03,2012/2013,Valencia,Barcelona,1,1,1,1.42,1.11,10,2,65.15,761,660,163,41,8,14,70282,19:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,22,Regular Season,Estadio de Mestalla,José Luis González González,,,1.1.0,2,2.0
2012-11-11,2012/2013,Mallorca,Barcelona,2,4,4,0.6,1.61,12,5,75.62,915,815,152,70,8,7,266724,17:50:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,11,Regular Season,Estadi Mallorca Son Moix,Ignacio Iglesias Villanueva,,,1.1.0,2,2.0
2013-03-02,2012/2013,Real Madrid,Barcelona,2,1,1,0.34,1.31,5,2,72.45,773,688,125,42,5,24,70272,16:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,26,Regular Season,Estadio Santiago Bernabéu,Miguel Pérez,,,1.1.0,2,2.0
2012-10-20,2012/2013,RC Deportivo La Coruña,Barcelona,4,5,5,1.42,1.4,10,6,67.11,800,731,113,48,6,16,70304,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,8,Regular Season,Estadio Abanca-Riazor,José Paradas,,,1.1.0,2,2.0
2012-11-25,2012/2013,Levante UD,Barcelona,0,4,4,1.2,2.59,13,7,81.89,1085,987,96,48,7,7,70280,21:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,13,Regular Season,Estadio Ciudad de Valencia,Pedro Jesús Pérez Montero,,,1.1.0,2,2.0
2012-12-16,2012/2013,Barcelona,Atlético Madrid,4,1,4,0.9,0.77,9,5,74.75,897,813,107,61,4,16,70296,21:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,16,Regular Season,Spotify Camp Nou,Miguel Pérez,,,1.1.0,2,2.0
