Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Matches
13,Jordi Alba,es ESP,DF,es Barcelona,29,1989,11,11,990,11.0,1,5,6,1,0,0,2,0,0.09,0.45,0.55,0.09,0.55,Matches
19,Carles Aleñá,es ESP,MF,es Barcelona,20,1998,3,1,92,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
91,Sergio Busquets,es ESP,MF,es Barcelona,30,1988,12,11,1033,11.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
117,Jasper Cillessen,nl NED,GK,es Barcelona,29,1989,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
132,Philippe Coutinho,br BRA,"FW,MF",es Barcelona,26,1992,12,11,852,9.5,3,3,6,3,0,0,0,0,0.32,0.32,0.63,0.32,0.63,Matches
152,Ousmane Dembélé,fr FRA,FW,es Barcelona,21,1997,8,5,414,4.6,3,1,4,3,0,0,0,0,0.65,0.22,0.87,0.65,0.87,Matches
248,Munir El Haddadi,ma MAR,FW,es Barcelona,22,1995,2,1,65,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
349,Clément Lenglet,fr FRA,DF,es Barcelona,23,1995,12,11,1001,11.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
374,Malcom,br BRA,"FW,MF",es Barcelona,21,1997,3,0,42,0.5,1,0,1,1,0,0,0,0,2.14,0.00,2.14,2.14,2.14,Matches
413,Arthur Melo,br BRA,MF,es Barcelona,21,1996,9,7,562,6.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
419,Lionel Messi,ar ARG,FW,es Barcelona,31,1987,10,9,838,9.3,12,3,15,11,1,1,0,0,1.29,0.32,1.61,1.18,1.50,Matches
428,Juan Miranda,es ESP,DF,es Barcelona,18,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
508,Gerard Piqué,es ESP,DF,es Barcelona,31,1987,11,11,990,11.0,2,0,2,2,0,0,1,0,0.18,0.00,0.18,0.18,0.18,Matches
524,Rafinha,br BRA,FW,es Barcelona,25,1993,2,1,79,0.9,1,0,1,1,0,0,0,0,1.14,0.00,1.14,1.14,1.14,Matches
527,Ivan Rakitić,hr CRO,MF,es Barcelona,30,1988,12,12,1018,11.3,1,2,3,1,0,0,2,0,0.09,0.18,0.27,0.09,0.27,Matches
539,Sergi Roberto,es ESP,"DF,MF",es Barcelona,26,1992,9,8,706,7.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
585,Nélson Semedo,pt POR,DF,es Barcelona,24,1993,10,5,559,6.2,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
618,Denis Suárez,es ESP,MF,es Barcelona,24,1994,2,0,26,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
619,Luis Suárez,uy URU,FW,es Barcelona,31,1987,10,10,899,10.0,1,4,5,1,0,0,3,0,0.10,0.40,0.50,0.10,0.50,Matches
630,Marc-André ter Stegen,de GER,GK,es Barcelona,26,1992,11,11,990,11.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
644,Samuel Umtiti,fr FRA,DF,es Barcelona,24,1993,1,1,78,0.9,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
658,Thomas Vermaelen,be BEL,DF,es Barcelona,32,1985,2,1,91,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
662,Arturo Vidal,cl CHI,MF,es Barcelona,31,1987,11,3,363,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
