Temporada,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Matches
2011-2012,2,Éric Abidal,fr FRA,DF,Barcelona,31,1979,22,20,1762,19.6,0,1,1,0,0,0,0,0,0.0,0.05,0.05,0.0,0.05,Matches
2011-2012,5,Adriano,br BRA,"DF,MF",Barcelona,26,1984,26,20,1722,19.1,1,4,5,1,0,0,3,0,0.05,0.21,0.26,0.05,0.26,Matches
2011-2012,7,Ibrahim Afellay,nl NED,"FW,MF",Barcelona,25,1986,4,1,116,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2011-2012,14,Thiago Alcántara,es ESP,MF,Barcelona,20,1991,27,20,1825,20.3,2,2,4,2,0,0,4,1,0.1,0.1,0.2,0.1,0.2,Matches
2011-2012,25,Dani Alves,br BRA,"DF,MF",Barcelona,28,1983,33,29,2674,29.7,2,9,11,2,0,0,10,2,0.07,0.3,0.37,0.07,0.37,Matches
2011-2012,68,Marc Bartra,es ESP,DF,Barcelona,20,1991,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2011-2012,87,Sergio Busquets,es ESP,MF,Barcelona,23,1988,31,28,2434,27.0,1,1,2,1,0,0,9,0,0.04,0.04,0.07,0.04,0.07,Matches
2011-2012,143,Isaac Cuenca,es ESP,"FW,MF",Barcelona,20,1991,16,11,1076,12.0,2,3,5,2,0,0,1,0,0.17,0.25,0.42,0.17,0.42,Matches
2011-2012,152,Gerard Deulofeu,es ESP,"FW,MF",Barcelona,17,1994,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2011-2012,161,Jonathan dos Santos,mx MEX,MF,Barcelona,21,1990,3,1,119,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2011-2012,173,Cesc Fàbregas,es ESP,"FW,MF",Barcelona,24,1987,28,23,1931,21.5,9,7,16,9,0,0,6,0,0.42,0.33,0.75,0.42,0.75,Matches
2011-2012,185,Andreu Fontàs,es ESP,DF,Barcelona,21,1989,1,1,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2011-2012,244,Andrés Iniesta,es ESP,MF,Barcelona,27,1984,27,21,1853,20.6,2,9,11,2,0,0,3,0,0.1,0.44,0.53,0.1,0.53,Matches
2011-2012,269,Seydou Keita,ml MLI,MF,Barcelona,31,1980,26,14,1348,15.0,3,2,5,3,0,0,4,0,0.2,0.13,0.33,0.2,0.33,Matches
2011-2012,311,José Manuel Pinto,es ESP,GK,Barcelona,35,1975,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2011-2012,333,Javier Mascherano,ar ARG,"DF,MF",Barcelona,27,1984,31,30,2737,30.4,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,Matches
2011-2012,339,Maxwell,br BRA,DF,Barcelona,29,1981,7,4,426,4.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches
2011-2012,346,Lionel Messi,ar ARG,"FW,MF",Barcelona,24,1987,37,36,3270,36.3,50,16,66,40,10,11,6,0,1.38,0.44,1.82,1.1,1.54,Matches
2011-2012,360,Martín Montoya,es ESP,DF,Barcelona,20,1991,7,3,375,4.2,0,1,1,0,0,0,1,0,0.0,0.24,0.24,0.0,0.24,Matches
2011-2012,366,Marc Muniesa,es ESP,"DF,MF",Barcelona,19,1992,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2011-2012,410,Pedro,es ESP,"FW,MF",Barcelona,24,1987,29,20,1621,18.0,5,3,8,5,0,0,4,0,0.28,0.17,0.44,0.28,0.44,Matches
2011-2012,424,Gerard Piqué,es ESP,DF,Barcelona,24,1987,22,17,1473,16.4,2,0,2,2,0,0,7,1,0.12,0.0,0.12,0.12,0.12,Matches
2011-2012,435,Carles Puyol,es ESP,DF,Barcelona,33,1978,26,23,1912,21.2,3,0,3,3,0,0,3,0,0.14,0.0,0.14,0.14,0.14,Matches
2011-2012,453,Sergi Roberto,es ESP,"DF,MF",Barcelona,19,1992,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches
2011-2012,473,Alexis Sánchez,cl CHI,"FW,MF",Barcelona,22,1988,25,20,1666,18.5,12,4,16,12,0,0,4,0,0.65,0.22,0.86,0.65,0.86,Matches
2011-2012,504,Cristian Tello,es ESP,"FW,MF",Barcelona,19,1991,15,3,456,5.1,3,0,3,3,0,0,1,0,0.59,0.0,0.59,0.59,0.59,Matches
2011-2012,528,Víctor Valdés,es ESP,GK,Barcelona,29,1982,35,35,3150,35.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,Matches
2011-2012,541,David Villa,es ESP,"FW,MF",Barcelona,29,1981,15,8,899,10.0,5,1,6,5,0,0,1,0,0.5,0.1,0.6,0.5,0.6,Matches
2011-2012,544,Xavi,es ESP,MF,Barcelona,31,1980,31,26,2159,24.0,10,6,16,10,0,0,2,0,0.42,0.25,0.67,0.42,0.67,Matches
