Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Matches,Squad
Víctor Valdés,es ESP,GK,26.0,35,35.0,3150,35.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Xavi,es ESP,MF,28.0,35,34.0,2973,33.0,6.0,19.0,25.0,6.0,0.0,0.0,4.0,0.0,0.18,0.58,0.76,0.18,0.76,Matches,Barcelona
Samuel Eto'o,cm CMR,FW,27.0,36,34.0,2929,32.5,30.0,4.0,34.0,28.0,2.0,3.0,9.0,0.0,0.92,0.12,1.04,0.86,0.98,Matches,Barcelona
Dani Alves,br BRA,"DF,MF",25.0,34,32.0,2925,32.5,5.0,9.0,14.0,5.0,0.0,0.0,10.0,0.0,0.15,0.28,0.43,0.15,0.43,Matches,Barcelona
Lionel Messi,ar ARG,"FW,MF",21.0,31,27.0,2516,28.0,23.0,11.0,34.0,20.0,3.0,4.0,2.0,0.0,0.82,0.39,1.22,0.72,1.11,Matches,Barcelona
Carles Puyol,es ESP,DF,30.0,28,26.0,2384,26.5,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.04,0.08,0.11,0.04,0.11,Matches,Barcelona
Gerard Piqué,es ESP,DF,21.0,25,25.0,2205,24.5,1.0,0.0,1.0,1.0,0.0,0.0,8.0,2.0,0.04,0.0,0.04,0.04,0.04,Matches,Barcelona
Éric Abidal,fr FRA,DF,28.0,25,25.0,2116,23.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Thierry Henry,fr FRA,FW,30.0,29,24.0,2112,23.5,19.0,7.0,26.0,19.0,0.0,0.0,3.0,0.0,0.81,0.3,1.11,0.81,1.11,Matches,Barcelona
Rafael Márquez,mx MEX,"DF,MF",29.0,23,23.0,1987,22.1,1.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,0.05,0.0,0.05,0.05,0.05,Matches,Barcelona
Yaya Touré,ci CIV,MF,25.0,25,23.0,1924,21.4,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,Barcelona
Andrés Iniesta,es ESP,MF,24.0,26,22.0,1901,21.1,4.0,5.0,9.0,4.0,0.0,0.0,3.0,0.0,0.19,0.24,0.43,0.19,0.43,Matches,Barcelona
Seydou Keita,ml MLI,MF,28.0,29,17.0,1529,17.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.24,0.0,0.24,0.24,0.24,Matches,Barcelona
Sergio Busquets,es ESP,MF,20.0,24,16.0,1535,17.1,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,Barcelona
