Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Matches
2,Adriano,br BRA,"DF,MF",Barcelona,29,1984,16,10,962,10.7,0,1,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,Matches
6,Jordi Alba,es ESP,"DF,MF",Barcelona,25,1989,27,27,2329,25.9,1,3,4,1,0,0,8,1,0.04,0.12,0.15,0.04,0.15,Matches
15,Dani Alves,br BRA,"DF,MF",Barcelona,31,1983,30,29,2517,28.0,0,6,6,0,0,0,6,1,0.00,0.21,0.21,0.00,0.21,Matches
57,Marc Bartra,es ESP,DF,Barcelona,23,1991,14,11,1036,11.5,1,3,4,1,0,0,1,0,0.09,0.26,0.35,0.09,0.35,Matches
73,Claudio Bravo,cl CHI,GK,Barcelona,31,1983,37,37,3330,37.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
76,Sergio Busquets,es ESP,MF,Barcelona,26,1988,33,29,2475,27.5,0,2,2,0,0,0,7,0,0.00,0.07,0.07,0.00,0.07,Matches
145,Douglas,br BRA,DF,Barcelona,23,1990,2,1,100,1.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
212,Munir El Haddadi,ma MAR,"FW,MF",Barcelona,18,1995,10,7,457,5.1,1,1,2,1,0,0,0,0,0.20,0.20,0.39,0.20,0.39,Matches
232,Andrés Iniesta,es ESP,MF,Barcelona,30,1984,24,19,1574,17.5,0,1,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,Matches
325,Javier Mascherano,ar ARG,"DF,MF",Barcelona,30,1984,28,26,2205,24.5,0,0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,Matches
326,Jordi Masip,es ESP,GK,Barcelona,25,1989,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
328,Jérémy Mathieu,fr FRA,DF,Barcelona,30,1983,28,23,2106,23.4,2,0,2,2,0,0,5,0,0.09,0.00,0.09,0.09,0.09,Matches
336,Lionel Messi,ar ARG,"FW,MF",Barcelona,27,1987,38,37,3375,37.5,43,18,61,38,5,6,4,0,1.15,0.48,1.63,1.01,1.49,Matches
345,Martín Montoya,es ESP,DF,Barcelona,23,1991,8,6,591,6.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
367,Neymar,br BRA,"FW,MF",Barcelona,22,1992,33,29,2562,28.5,22,7,29,21,1,1,6,0,0.77,0.25,1.02,0.74,0.98,Matches
390,Pedro,es ESP,"FW,MF",Barcelona,27,1987,35,15,1555,17.3,6,6,12,6,0,0,3,0,0.35,0.35,0.69,0.35,0.69,Matches
402,Gerard Piqué,es ESP,DF,Barcelona,27,1987,27,26,2385,26.5,5,1,6,5,0,0,6,0,0.19,0.04,0.23,0.19,0.23,Matches
413,Rafinha,br BRA,MF,Barcelona,21,1993,24,13,1157,12.9,1,0,1,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,Matches
414,Ivan Rakitić,hr CRO,MF,Barcelona,26,1988,32,23,2030,22.6,5,8,13,5,0,0,1,0,0.22,0.35,0.58,0.22,0.58,Matches
415,Sandro Ramírez,es ESP,"FW,MF",Barcelona,19,1995,7,0,158,1.8,2,0,2,2,0,0,0,0,1.14,0.00,1.14,1.14,1.14,Matches
427,Sergi Roberto,es ESP,"DF,MF",Barcelona,22,1992,12,4,517,5.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
473,Luis Suárez,uy URU,FW,Barcelona,27,1987,27,25,2159,24.0,16,13,29,16,0,0,4,0,0.67,0.54,1.21,0.67,1.21,Matches
501,Thomas Vermaelen,be BEL,DF,Barcelona,28,1985,1,1,61,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
514,Xavi,es ESP,MF,Barcelona,34,1980,31,19,1785,19.8,2,9,11,2,0,0,1,0,0.10,0.45,0.55,0.10,0.55,Matches
