Temporada,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Matches
2012-2013,7,Adriano,br BRA,"DF,MF",es Barcelona,27,1984,6,5,404,4.5,0,1,1,0,0,0,3,0,0.0,0.22,0.22,0.0,0.22,Matches
2012-2013,16,Jordi Alba,es ESP,"DF,MF",es Barcelona,23,1989,9,9,808,9.0,2,0,2,2,0,0,3,0,0.22,0.0,0.22,0.22,0.22,Matches
2012-2013,20,Thiago Alcántara,es ESP,MF,es Barcelona,21,1991,2,1,115,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2012-2013,27,Dani Alves,br BRA,"DF,MF",es Barcelona,29,1983,10,10,874,9.7,1,1,2,1,0,0,2,0,0.1,0.1,0.21,0.1,0.21,Matches
2012-2013,67,Marc Bartra,es ESP,DF,es Barcelona,21,1991,6,4,373,4.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches
2012-2013,108,Sergio Busquets,es ESP,MF,es Barcelona,24,1988,8,8,718,8.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,Matches
2012-2013,178,Gerard Deulofeu,es ESP,"FW,MF",es Barcelona,18,1994,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2012-2013,208,Cesc Fàbregas,es ESP,"FW,MF",es Barcelona,25,1987,8,6,529,5.9,1,0,1,1,0,0,1,0,0.17,0.0,0.17,0.17,0.17,Matches
2012-2013,288,Andrés Iniesta,es ESP,MF,es Barcelona,28,1984,10,9,803,8.9,1,1,2,1,0,0,1,0,0.11,0.11,0.22,0.11,0.22,Matches
2012-2013,392,José Manuel Pinto,es ESP,GK,es Barcelona,36,1975,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2012-2013,403,Javier Mascherano,ar ARG,"DF,MF",es Barcelona,28,1984,8,7,613,6.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,Matches
2012-2013,426,Lionel Messi,ar ARG,"FW,MF",es Barcelona,25,1987,11,9,826,9.2,8,2,10,8,0,0,0,0,0.87,0.22,1.09,0.87,1.09,Matches
2012-2013,442,Martín Montoya,es ESP,DF,es Barcelona,21,1991,3,1,95,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2012-2013,495,Pedro,es ESP,"FW,MF",es Barcelona,25,1987,10,10,860,9.6,1,1,2,1,0,0,3,0,0.1,0.1,0.21,0.1,0.21,Matches
2012-2013,511,Gerard Piqué,es ESP,DF,es Barcelona,25,1987,10,8,684,7.6,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,Matches
2012-2013,517,Carles Planas,es ESP,DF,es Barcelona,21,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2012-2013,527,Carles Puyol,es ESP,DF,es Barcelona,34,1978,4,3,269,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2012-2013,537,Rafinha,br BRA,MF,es Barcelona,19,1993,1,1,58,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches
2012-2013,551,Sergi Roberto,es ESP,"DF,MF",es Barcelona,20,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2012-2013,582,Alexis Sánchez,cl CHI,"FW,MF",es Barcelona,23,1988,9,5,521,5.8,1,2,3,1,0,0,1,0,0.17,0.35,0.52,0.17,0.52,Matches
2012-2013,617,Alexandre Song,cm CMR,"DF,MF",es Barcelona,24,1987,8,4,445,4.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches
2012-2013,633,Cristian Tello,es ESP,"FW,MF",es Barcelona,20,1991,4,2,175,1.9,1,1,2,1,0,0,0,0,0.51,0.51,1.03,0.51,1.03,Matches
2012-2013,649,Víctor Valdés,es ESP,GK,es Barcelona,30,1982,11,11,990,11.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2012-2013,667,David Villa,es ESP,"FW,MF",es Barcelona,30,1981,10,5,484,5.4,1,1,2,1,0,0,0,0,0.19,0.19,0.37,0.19,0.37,Matches
2012-2013,684,Xavi,es ESP,MF,es Barcelona,32,1980,11,11,947,10.5,1,4,5,0,1,1,0,0,0.1,0.38,0.48,0.0,0.38,Matches
