50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.553519,,,,,,,,,,,,,,2e471163-bba9-452c-bf00-7217dd5c6296,1973,,"[48.6, 27.1]",303731,45,,,,-1.2874883,,Right Foot,,,"[55.5, 3.4]",,Ground Pass,,24.684004,,,,,José Ángel Valdés Díaz,6705.0,,,,,,,2,From Kick Off,Anaitz Arbilla Zabala,6709.0,Left Center Back,87,Eibar,322,['edc98f23-a0bc-4c6a-9da4-b9614ee6e346'],21,,,,,,,,,,,,,,,,,,Eibar,322,00:00:21.249,Pass,
,,,,,,,,,,,,,,,,3.429903,,,,,,,,,,,,,,a2fe7b83-a484-48dc-bc4c-9e48363b1d40,1976,,"[55.5, 3.4]",303731,45,,,,2.7483528,,Left Foot,,,"[9.7, 22.4]",,Ground Pass,,49.584675,,,,,Marko Dmitrović,6698.0,,,,,,,2,From Kick Off,José Ángel Valdés Díaz,6705.0,Left Back,87,Eibar,322,['a7c69c78-b33d-4668-b362-77d1de18e0cc'],26,,,,,,,,,,,,,,,,,,Eibar,322,00:00:26.761,Pass,
,,,,,,,,,,,,,,,,3.112087,,,,,,,,,,,,,,7c0f1435-e84c-4560-98c2-2bae9dc22648,1979,,"[9.7, 22.4]",303731,45,,,,0.16801742,,Left Foot,,,"[77.5, 33.9]",,High Pass,,68.76838,,,Incomplete,,Sergio Enrich Ametller,6700.0,,,,,,,2,From Kick Off,Marko Dmitrović,6698.0,Goalkeeper,87,Eibar,322,"['47453ba2-e6a7-4646-9d72-96e431aad790', 'cb07839a-d60b-4067-82e7-31dc2e1e3744']",35,,,,,,,,,,,,,,,,,,Eibar,322,00:00:35.754,Pass,
,,,,,,,,,,,,,,,,1.016796,,,,,,,,,,,,,,47453ba2-e6a7-4646-9d72-96e431aad790,1982,,"[42.6, 46.2]",303731,45,,,True,0.29544082,,,,,"[49.5, 48.3]",,High Pass,,7.212489,,,,,Sergio Busquets i Burgos,5203.0,,,,,,Recovery,2,Regular Play,Clément Lenglet,6826.0,Left Center Back,88,Barcelona,217,"['111df20b-37c2-4e7c-95f1-957f710256f4', '7c0f1435-e84c-4560-98c2-2bae9dc22648', 'fc05384c-55f9-4d64-9d30-29bd4cd35bef']",38,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.866,Pass,True
,,,,,,,,,,,,,,,,1.104745,,,,,,,,,,,,,,150506e6-34c6-4980-bd97-8cb53957a59b,1985,,"[48.6, 48.3]",303731,45,,,,-1.1799129,,Left Foot,,,"[56.1, 30.1]",,Ground Pass,,19.684765,,,,,Arthur Henrique Ramos de Oliveira Melo,11392.0,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,88,Barcelona,217,['a024b99f-12a9-4141-ad40-7b9ded7c7d7a'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.726,Pass,
,,,,,,,,,,,,,,,,3.436381,,,,,,,,,,,,,,a2c22622-0bfc-40bc-9304-bb250f4b5f71,1988,,"[53.9, 31.6]",303731,45,,,,-1.5772065,,Right Foot,,,"[53.7, 0.4]",,Low Pass,,31.200642,,,Out,,Héctor Junior Firpo Adames,17304.0,,,,,,,2,Regular Play,Arthur Henrique Ramos de Oliveira Melo,11392.0,Left Center Midfield,88,Barcelona,217,['f0fb201d-17eb-4d37-a20e-9c27cd10f3d4'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:43.419,Pass,
,,,,,,,,,,,,,,,,0.834992,,,,,,,,,,,,,,22e6a4c7-9703-459b-847d-524a04f5aa3c,1990,,"[70.2, 80.0]",303731,45,,,,-0.93894196,,,,,"[77.3, 70.3]",,Low Pass,,12.020815,,,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,Throw-in,2,From Throw In,Álvaro Tejero Sacristán,23981.0,Right Back,89,Eibar,322,['5e1d7ae8-e6f7-421d-aafb-39db7cf4f6f9'],56,,,,,,,,,,,,,,,,,,Eibar,322,00:00:56.275,Pass,
,,,,,,,,,,,,,,,,1.683581,,,,,,,,,,,,,,79d3afe9-d4d3-47d1-beb5-82dc2cfd049f,1993,,"[77.3, 70.3]",303731,45,,,,2.512275,,Right Foot,,,"[65.9, 78.6]",,Low Pass,,14.1014185,,,Out,,Álvaro Tejero Sacristán,23981.0,,,,,,,2,From Throw In,Fabián Ariel Orellana Valenzuela,7105.0,Right Wing,89,Eibar,322,['6a6da0dd-650e-4018-b5fe-172dfb1171f8'],57,,,,,,,,,,,,,,,,,,Eibar,322,00:00:57.206,Pass,
,,,,,,,,,,,,,,,,0.89705,,,,,,,,,,,,,,58944c59-aa15-4bb2-a9e0-d7dc864fda47,1996,,"[51.4, 0.1]",303731,46,,,,1.258164,,,,,"[54.6, 10.0]",,Low Pass,,10.404326,,,,,Arthur Henrique Ramos de Oliveira Melo,11392.0,,,,,,Throw-in,2,From Throw In,Héctor Junior Firpo Adames,17304.0,Left Back,90,Barcelona,217,['f803b829-9ffa-4cc4-ac16-bca1053e85a1'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:12.194,Pass,
,,,,,,,,,,,,,,,,0.775518,,,,,,,,,,,,,,dd97e454-8a33-405d-9fa4-4b27f3a1422d,1998,,"[54.6, 10.0]",303731,46,,,,-2.597041,,Right Foot,,,"[47.5, 5.7]",,Ground Pass,,8.300602,,,,,Héctor Junior Firpo Adames,17304.0,,,,,,,2,From Throw In,Arthur Henrique Ramos de Oliveira Melo,11392.0,Left Center Midfield,90,Barcelona,217,['5c552879-ead3-4dc6-882f-f67d8071cac7'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:13.091,Pass,
,,,,,,,,,,,,,,,,1.242302,,,,,,,,,,,,,,40a3e59d-0459-4803-85f7-061a8831d6f4,2002,,"[46.5, 5.9]",303731,46,,,,3.1067808,,Left Foot,,,"[26.4, 6.6]",,Ground Pass,,20.112185,,,,,Clément Lenglet,6826.0,,,,,,,2,From Throw In,Héctor Junior Firpo Adames,17304.0,Left Back,90,Barcelona,217,"['2603a0fa-1a9b-48a7-a475-915495f202d9', '6e5819f4-1691-4450-a678-43036c95bbb2']",14,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.481,Pass,True
,,,,,,,,,,,,,,,,1.948909,,,,,,,,,,,,,,7c259594-3896-412b-9562-3fc04d8ba1e0,2005,,"[26.4, 6.6]",303731,46,,,,2.1748352,,Left Foot,,,"[9.7, 30.8]",,Ground Pass,,29.402891,,,,,Marc-André ter Stegen,20055.0,,,,,,,2,From Throw In,Clément Lenglet,6826.0,Left Center Back,90,Barcelona,217,['57c3b964-6a74-4021-aadd-377dd16a0851'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:16.705,Pass,
,,,,,,,,,,,,,,,,1.122352,,,,,,,,,,,,,,2582417c-d8e6-4f3d-8459-7d8f8e934c7d,2008,,"[9.5, 30.8]",303731,46,,,,1.3389317,,Left Foot,,,"[14.6, 52.4]",,Ground Pass,,22.193918,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,90,Barcelona,217,['c33ac5b7-fdf5-4dd4-96bb-6ed7d7f7c738'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:19.731,Pass,
,,,,,,,,,,,,,,,,1.545671,,,,,,,,,,,,,,4ffd843f-6386-4fad-9130-cf1ff9300138,2011,,"[24.9, 45.7]",303731,46,,,,-1.7111713,,Right Foot,,,"[22.3, 27.3]",,Ground Pass,,18.582788,,,,,Clément Lenglet,6826.0,,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,90,Barcelona,217,['4e832758-15f3-49ac-8d7f-2604ab08e051'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:26.965,Pass,
,,,,,,,,,,,,,,,,0.978245,,,,,,,,,,,,,,4f3246b7-57a5-4449-9a0c-73521f81a11c,2015,,"[23.6, 32.7]",303731,46,,,,2.1007082,,Left Foot,,,"[13.7, 49.6]",,Ground Pass,,19.58622,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,From Throw In,Clément Lenglet,6826.0,Left Center Back,90,Barcelona,217,['455a4c27-8890-4323-b40a-18c66b43fcb0'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:31.532,Pass,
,,,,,,,,,,,,,,,,1.887518,,,,,,,,,,,,,,60aa533b-4525-4920-9f95-5dda76e9892f,2017,,"[13.7, 49.6]",303731,46,,,,-2.3669467,,Right Foot,,,"[4.3, 40.4]",,Ground Pass,,13.152946,,,,,Marc-André ter Stegen,20055.0,,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,90,Barcelona,217,['6b668ca2-ec09-4658-a3a5-27b9b1b864bb'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:32.510,Pass,
,,,,,,,,,,,,,,,,2.774644,,,,,,,,,,,,,,6658ba7e-ddae-4ebc-b61a-de85f3fc295c,2021,,"[3.9, 35.7]",303731,46,,,,-0.67573434,,Left Foot,,,"[40.7, 6.2]",,High Pass,,47.1645,,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,,2,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,90,Barcelona,217,"['040323a9-cd33-4af9-92bc-50e916fa024f', 'f8238c98-ece3-45ba-8ba9-35ea4a0f60a7']",35,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:35.695,Pass,True
,,,,,,,,,,,,,,,,1.874556,,,,,,,,,,,,,,594aee00-33df-48c2-8fce-83ca549427cb,2024,,"[39.6, 5.9]",303731,46,,,,2.7478945,,Right Foot,,,"[26.6, 11.3]",,High Pass,,14.076932,,,,,Héctor Junior Firpo Adames,17304.0,,,,,,,2,From Throw In,Arturo Erasmo Vidal Pardo,8206.0,Left Wing,90,Barcelona,217,['5481ef55-4bb7-45b9-8bb3-75060a7cdc16'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:39.181,Pass,
,,,,,,,,,,,,,,,,0.797542,,,,,,,,,,,,,,6c190155-34c1-47ee-a8c9-2a4d1a309cad,2030,,"[85.0, 67.3]",303731,46,,,,-0.48303577,,Left Foot,,,"[99.3, 59.8]",,Low Pass,,16.147446,,,,,Takashi Inui,5687.0,,,,,,,2,Regular Play,Esteban Rodrigo Burgos,23803.0,Right Center Back,91,Eibar,322,['6f7cbd17-2de8-49fe-8e04-7700b253f2c2'],43,,,,,,,,,,,,,,,,,,Eibar,322,00:01:43.660,Pass,
,,,,,,,,,,,,,,,,0.642825,,,,,,,,,,,,,,c4644b31-46d5-4116-8c0f-c743da90a712,2033,,"[99.3, 59.8]",303731,46,,,,2.5628777,,Left Foot,,,"[91.8, 64.7]",,Ground Pass,,8.958795,,,,,Sergio Enrich Ametller,6700.0,,,,,,,2,Regular Play,Takashi Inui,5687.0,Left Wing,91,Eibar,322,['5446b2f2-3557-4b6a-b3f0-71c66b54339d'],44,,,,,,,,,,,,,,,,,,Eibar,322,00:01:44.502,Pass,
,,,,,,,,,,,,,,,,0.752205,,,,,,,,,,,,,,0522a4a1-d133-4797-9cbb-48502d6684f5,2036,,"[98.5, 61.3]",303731,46,,,,-2.603371,,Right Foot,,,"[91.8, 57.3]",,Low Pass,,7.8032045,,,Incomplete,,Gonzalo Escalante,6712.0,,,,,,,2,Regular Play,Sergio Enrich Ametller,6700.0,Center Forward,91,Eibar,322,"['20389b1d-d84a-4018-a65e-fa98c8619d49', '3bdb2d36-9dfb-4288-b993-5b70b425c80f']",45,,,,,,,,,,,,,,,,,,Eibar,322,00:01:45.929,Pass,
,,,,,,,,,,,True,,,,,1.616425,,,,,,,,,,,,,,20389b1d-d84a-4018-a65e-fa98c8619d49,2038,,"[28.3, 22.8]",303731,46,,,,-1.0062269,,Right Foot,,,"[30.2, 19.8]",,Low Pass,,3.5510561,,,,,Sergio Busquets i Burgos,5203.0,,,,,,Interception,2,Regular Play,Héctor Junior Firpo Adames,17304.0,Left Back,92,Barcelona,217,"['0522a4a1-d133-4797-9cbb-48502d6684f5', 'b55ee27a-7cb1-4025-8345-6e6f88ab151e']",46,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:46.682,Pass,
,,,,,,,,,,,,,,,,1.10568,,,,,,,,,,,,,,9b1d1305-1d8d-4546-8b07-a6af58ec157b,2040,,"[35.5, 19.4]",303731,46,,,,1.5264705,,Left Foot,,,"[36.6, 44.2]",,Ground Pass,,24.824383,,,,,Ivan Rakitić,5470.0,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,92,Barcelona,217,['63cd1d80-4131-4186-a470-2be94e451f93'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:48.298,Pass,
,,,,,,,,,,,,,,,,2.767274,,,,,,,,,,,,,,022127a5-f5f7-48fe-9678-417e9bdebe92,2043,,"[41.5, 50.4]",303731,46,,,,0.9779205,,Right Foot,,,"[57.4, 74.0]",,Ground Pass,,28.456457,,,,,Nélson Cabral Semedo,6374.0,,,,,,,2,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,92,Barcelona,217,['f90eb5d8-ec31-4f12-a640-1135dd758a99'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:52.037,Pass,
,,,,,,,,,,,,,,,,1.697554,,,,,,,,,,,,,,c3ea8bca-cab9-4a5c-be2c-d4e6295d13b4,2046,,"[57.4, 74.0]",303731,46,,,,-2.6624823,,Right Foot,,,"[34.3, 62.0]",,Ground Pass,,26.030943,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,Regular Play,Nélson Cabral Semedo,6374.0,Right Back,92,Barcelona,217,['bc950e9e-71c0-4974-8e88-ca67d888441c'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:55.995,Pass,
,,,,,,,,,,,,,,,,2.57022,,,,,,,,,,,,,,34ea05b6-c1ac-4dc1-b05f-9f07dc545553,2049,,"[31.5, 60.7]",303731,46,,,,-2.3308477,,Right Foot,,,"[14.2, 42.5]",,Ground Pass,,25.110357,,,,,Marc-André ter Stegen,20055.0,,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,92,Barcelona,217,['3947da1a-28ae-4894-aecc-8253c12b7c98'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:59.228,Pass,
,,,,,,,,,,,,,,,,1.007027,,,,,,,,,,,,,,d651a3db-2ccc-4df5-9677-42350ade3d7b,2052,,"[14.2, 42.5]",303731,47,,,,0.02531105,,Right Foot,,,"[30.0, 42.9]",,Ground Pass,,15.805062,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,92,Barcelona,217,['fd4e6b58-61e1-4a45-9b9a-e736b6538d5d'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:02.816,Pass,
,,,,,,,,,,,,,,,,1.211589,,,,,,,,,,,,,,96611421-408d-4545-9251-ce5b673be817,2054,,"[29.6, 42.9]",303731,47,,,,2.0111923,,Right Foot,,,"[21.4, 60.3]",,Ground Pass,,19.235384,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,92,Barcelona,217,['8c2b8a6f-832e-4ff6-86af-56b7bfaa600a'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:03.823,Pass,
,,,,,,,,,,,,,,,,1.410821,,,,,,,,,,,,,,ca18de70-1129-4c77-a362-5adbfe9fd08d,2057,,"[21.4, 60.3]",303731,47,,,,0.8194407,,Right Foot,,,"[37.0, 77.0]",,Low Pass,,22.852789,,,,,Nélson Cabral Semedo,6374.0,,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,92,Barcelona,217,['96d1e726-e942-486c-aa9f-649a3a91642f'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:05.929,Pass,
,,,,,,,,,,,,,,,,1.516119,,,,,,,,,,,,,,5f66b73a-33d5-49f9-8318-60c47594fc01,2061,,"[22.9, 77.4]",303731,47,,,,-2.7331038,,Left Foot,,,"[9.5, 71.6]",,Ground Pass,,14.60137,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,Regular Play,Nélson Cabral Semedo,6374.0,Right Back,92,Barcelona,217,['9dcbb721-fa3b-45f7-8bad-f083bdb79863'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:11.933,Pass,
,,,,,,,,,,,,,,,,3.137123,,,,,,,,,,,,,,fda69314-b2a9-415e-abc4-a4093e72ef15,2064,,"[9.5, 71.6]",303731,47,,,,-1.2153506,,Right Foot,,,"[29.1, 18.8]",,High Pass,,56.32051,,,,,Héctor Junior Firpo Adames,17304.0,,,True,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,92,Barcelona,217,['b8cb0cf3-53fc-43e6-91d9-27b6d8163968'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:14.255,Pass,
,,,,,,,,,,,,,,,,0.284717,,,,,,,,,,,,,,fc0cbc12-e102-46b9-adf0-9348188901c2,2066,,"[29.1, 18.8]",303731,47,,,,0.20039855,,Left Foot,,,"[35.5, 20.1]",,Low Pass,,6.530697,,,Incomplete,,Arthur Henrique Ramos de Oliveira Melo,11392.0,,,,,,,2,Regular Play,Héctor Junior Firpo Adames,17304.0,Left Back,92,Barcelona,217,"['0c969781-1999-427c-acd9-672683dd2481', 'b938830b-ac9f-4c3e-b133-a56d44fbcc80']",17,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:17.392,Pass,
,,,,,,,,,,,,,,,,1.406809,,,,,,,,,,,,,,d5d5f4e5-e7e2-4b37-a78b-6d6aeffe7386,2071,,"[104.9, 69.9]",303731,47,,,,-1.5458794,e4a2e231-1185-4aa8-ba70-6a715e76d6ee,Right Foot,True,,"[105.7, 37.8]",,High Pass,,32.109966,,,,,Gonzalo Escalante,6712.0,True,,,,,,2,Regular Play,Álvaro Tejero Sacristán,23981.0,Right Back,93,Eibar,322,['db7d13d1-7cce-4b7c-89c1-73cf5c5d50e1'],20,,,,,,,,,,,,,,,,,,Eibar,322,00:02:20.833,Pass,
,,,,,,,,,,,,,,,,1.785694,,,,,,,,,,,,,,b54fccbb-fd59-421e-afb9-644b0419432d,2077,,"[120.0, 0.1]",303731,47,,,,1.7058663,,Right Foot,,,"[114.7, 39.1]",,High Pass,True,39.358482,,,Incomplete,,,,,,,Inswinging,,Corner,2,From Corner,Fabián Ariel Orellana Valenzuela,7105.0,Right Wing,94,Eibar,322,['78faa169-7aab-4088-a17f-c774c199cabb'],50,,,,,,,,,,,,,,,,,,Eibar,322,00:02:50.610,Pass,
,,,,,,,,,,,,,,,,1.193621,,,,,,,,,,,,,,d39420be-726e-48a1-8bd6-cb9242f272d9,2080,,"[15.4, 38.0]",303731,47,,,,0.26019818,,Keeper Arm,,,"[30.8, 42.1]",,Ground Pass,,15.936437,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,From Keeper,Marc-André ter Stegen,20055.0,Goalkeeper,95,Barcelona,217,['b2a42d08-a879-4ab2-ba17-9fec9a5305d7'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:55.335,Pass,
,,,,,,,,,,,,,,,,0.76949,,,,,,,,,,,,,,174b21bc-05b5-4ac8-86b5-2a2c16ae31a4,2083,,"[34.3, 41.0]",303731,47,,,,0.037860688,,Right Foot,,,"[47.5, 41.5]",,Low Pass,,13.209466,,,,,Arthur Henrique Ramos de Oliveira Melo,11392.0,,,,,,,2,From Keeper,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,95,Barcelona,217,['d83d1b6d-9423-48c1-b06b-87aba9f856b7'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:56.907,Pass,
,,,,,,,,,,,,,,,,1.788989,,,,,,,,,,,,,,c32909d2-e749-4e52-9cf4-9b564545ac93,2086,,"[64.4, 46.8]",303731,47,,,,1.0503379,,Right Foot,,,"[78.5, 71.4]",,Ground Pass,,28.354364,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Keeper,Arthur Henrique Ramos de Oliveira Melo,11392.0,Left Center Midfield,95,Barcelona,217,['c0fb9c24-e7e7-478c-aada-57b02ff777fa'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:59.961,Pass,
,,,,,,,,,,,,,,,,0.91993,,,,,,,,,,,,,,5345b431-9966-41db-9678-579389717fb9,2089,,"[84.7, 67.8]",303731,48,,,,-1.6565583,,Left Foot,,,"[82.8, 45.7]",,Ground Pass,,22.181524,,,,,Arthur Henrique Ramos de Oliveira Melo,11392.0,,,,,,,2,From Keeper,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,95,Barcelona,217,['c41009ca-5837-46e2-8109-3b3b84ac9554'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:03.576,Pass,
,,,,,,,,,,,,,,,,0.622454,,,,,,,,,,,,,,577924e4-088c-49b7-b577-36cf5aedebec,2092,,"[89.2, 47.7]",303731,48,,,,2.163967,,Right Foot,,,"[83.2, 56.6]",,Ground Pass,,10.733592,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Keeper,Arthur Henrique Ramos de Oliveira Melo,11392.0,Left Center Midfield,95,Barcelona,217,['9fccca7f-3dab-4c2b-98da-1bd773dc5c7e'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:06.507,Pass,
,,,,,,,,,,,,,,,,1.769163,,,,,,,,,,,,,,8810ac42-5895-4029-950e-84b2d6544146,2095,,"[83.9, 48.1]",303731,48,,,,-1.0113574,,Left Foot,,,"[104.0, 16.0]",,High Pass,,37.873737,,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,,2,From Keeper,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,95,Barcelona,217,['f21a92ce-f129-4481-953f-02bcdf447abe'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:08.644,Pass,
,,,,,,,,,,,,,,,,0.405536,,,,,,,,,,,,,,cad26987-1c8b-41e9-80c1-67e8df5e7016,2098,,"[108.5, 24.1]",303731,48,,,,1.9549657,,Left Foot,,,"[106.6, 28.8]",,Ground Pass,,5.0695167,,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Keeper,Arturo Erasmo Vidal Pardo,8206.0,Left Wing,95,Barcelona,217,"['55e0d801-4a39-473c-af28-551a06d7d6f4', '62867b65-d9d4-4675-82f7-925d484f4893']",12,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:12.686,Pass,
,,,,,,,,,,,,,,,,1.724784,,,,,,,,,,,,,,0e5c5653-f0bb-4e57-a93b-9ea81ca6d6dd,2104,,"[63.6, 22.0]",303731,48,,,,-0.5815197,,Left Foot,,,"[77.9, 12.6]",,Ground Pass,,17.11286,,,,,Héctor Junior Firpo Adames,17304.0,,,,,,Recovery,2,From Keeper,Clément Lenglet,6826.0,Left Center Back,95,Barcelona,217,['1c544b82-208c-439d-ac8b-4d929cc8f691'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:17.438,Pass,
,,,,,,,,,,,,,,,,1.209092,,,,,,,,,,,,,,c20d9794-db9b-4eb8-a2d2-3db955bdfe10,2107,,"[77.7, 12.6]",303731,48,,,,2.0647378,,Left Foot,,,"[70.0, 26.9]",,Ground Pass,,16.241306,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,From Keeper,Héctor Junior Firpo Adames,17304.0,Left Back,95,Barcelona,217,['4f57740f-2bf4-4114-b796-15a71c0aa1aa'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:19.718,Pass,
,,,,,,,,,,,,,,,,1.675654,,,,,,,,,,,,,,bdbbea34-a54c-40cf-8041-9bd651dd961b,2109,,"[70.0, 26.9]",303731,48,,,,0.84292626,,Right Foot,,,"[79.0, 37.0]",,Ground Pass,,13.528119,,,,,Ivan Rakitić,5470.0,,,,,,,2,From Keeper,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,95,Barcelona,217,['58410ed9-b8ce-45f0-a3c6-b1378249e7a3'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:20.927,Pass,
,,,,,,,,,,,,,,,,1.313475,,,,,,,,,,,,,,1e4d97e5-7480-4be3-9872-9e863713e1ca,2112,,"[78.1, 44.9]",303731,48,,,,0.83180445,,Right Foot,,,"[93.5, 61.8]",,Ground Pass,,22.864164,,,,,Antoine Griezmann,5487.0,,,,,,,2,From Keeper,Ivan Rakitić,5470.0,Right Center Midfield,95,Barcelona,217,['21312fa6-25e7-4536-a3ae-33238b44c6ef'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:24.056,Pass,
,,,,,,,,,,,,,,,,0.701012,,,,,,,,,,,,,,e997851d-a50d-4fcd-8d45-2a7baa70e7e2,2114,,"[93.3, 62.0]",303731,48,,,,-2.2042222,,Right Foot,,,"[88.6, 55.6]",,Ground Pass,,7.940403,,,,,Arthur Henrique Ramos de Oliveira Melo,11392.0,,,,,,,2,From Keeper,Antoine Griezmann,5487.0,Center Forward,95,Barcelona,217,['c1fa1dce-a2c1-4712-a86e-2ca899d8af4a'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:25.369,Pass,
,,,,,,,,,,,,,,,,3.626546,,,,,,,,,,,,,,81299413-84bf-4764-8548-6424fcb7267c,2116,,"[88.6, 55.6]",303731,48,,,,1.1636921,,Right Foot,,,"[98.0, 77.4]",,Ground Pass,,23.740261,,,,,Nélson Cabral Semedo,6374.0,,,,,,,2,From Keeper,Arthur Henrique Ramos de Oliveira Melo,11392.0,Left Center Midfield,95,Barcelona,217,['137339c4-ec2e-455b-9a46-fe783ee318a0'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:26.070,Pass,
,,,,,,,,,,,,,,,,1.24817,,,,,,,,,,,,,,1ae74850-4cdc-4961-8f53-75b3772283e8,2119,,"[98.4, 78.0]",303731,48,,,,-2.3871124,,Right Foot,,,"[88.4, 68.6]",,Ground Pass,,13.724431,,,,,Arthur Henrique Ramos de Oliveira Melo,11392.0,,,,,,,2,From Keeper,Nélson Cabral Semedo,6374.0,Right Back,95,Barcelona,217,['a2800448-459a-4f03-883f-f707833f5dc7'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:31.759,Pass,
