Fecha,URL_FBref
2023-08-13,https://fbref.com/en/matches/b34ff242/Getafe-Barcelona-August-13-2023-La-Liga
2023-08-20,https://fbref.com/en/matches/312852e3/Barcelona-Cadiz-August-20-2023-La-Liga
2023-08-27,https://fbref.com/en/matches/b10c7abc/Villarreal-Barcelona-August-27-2023-La-Liga
2023-09-03,https://fbref.com/en/matches/de343043/Osasuna-Barcelona-September-3-2023-La-Liga
2023-09-16,https://fbref.com/en/matches/91deddae/Barcelona-Real-Betis-September-16-2023-La-Liga
2023-09-19,https://fbref.com/en/matches/c9d2ec0f/Barcelona-Antwerp-September-19-2023-Champions-League
2023-09-23,https://fbref.com/en/matches/027eed9e/Barcelona-Celta-Vigo-September-23-2023-La-Liga
2023-09-26,https://fbref.com/en/matches/c95852d8/Mallorca-Barcelona-September-26-2023-La-Liga
2023-09-29,https://fbref.com/en/matches/c5fbae8a/Barcelona-Sevilla-September-29-2023-La-Liga
2023-10-04,https://fbref.com/en/matches/7d91e229/Porto-Barcelona-October-4-2023-Champions-League
2023-10-08,https://fbref.com/en/matches/e2ce9278/Granada-Barcelona-October-8-2023-La-Liga
2023-10-22,https://fbref.com/en/matches/5be40f3e/Barcelona-Athletic-Club-October-22-2023-La-Liga
2023-10-25,https://fbref.com/en/matches/0eff6ab7/Barcelona-Shakhtar-Donetsk-October-25-2023-Champions-League
2023-10-28,https://fbref.com/en/matches/59b0e4f0/El-Clasico-Barcelona-Real-Madrid-October-28-2023-La-Liga
2023-11-04,https://fbref.com/en/matches/a81185c4/Real-Sociedad-Barcelona-November-4-2023-La-Liga
2023-11-07,https://fbref.com/en/matches/66e789bc/Shakhtar-Donetsk-Barcelona-November-7-2023-Champions-League
2023-11-12,https://fbref.com/en/matches/3541e819/Barcelona-Alaves-November-12-2023-La-Liga
2023-11-25,https://fbref.com/en/matches/01f34256/Rayo-Vallecano-Barcelona-November-25-2023-La-Liga
2023-11-28,https://fbref.com/en/matches/ed34277e/Barcelona-Porto-November-28-2023-Champions-League
