Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Matches
20,Marcos Alonso,es ESP,DF,Barcelona,32,1990,5,3,252,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
33,Ronald Araújo,uy URU,DF,Barcelona,24,1999,25,21,1997,22.2,1,2,3,1,0,0,6,0,0.05,0.09,0.14,0.05,0.14,Matches
51,Alejandro Balde,es ESP,"DF,MF",Barcelona,19,2003,18,15,1378,15.3,0,1,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,Matches
84,João Cancelo,pt POR,DF,Barcelona,29,1994,32,29,2503,27.8,2,4,6,2,0,0,7,0,0.07,0.14,0.22,0.07,0.22,Matches
97,Marc Casado,es ESP,MF,Barcelona,19,2003,2,0,15,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
103,Andreas Christensen,dk DEN,"DF,MF",Barcelona,27,1996,30,27,1979,22.0,2,2,4,2,0,0,4,0,0.09,0.09,0.18,0.09,0.18,Matches
124,Pau Cubarsí,es ESP,DF,Barcelona,16,2007,19,18,1558,17.3,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
158,Abde Ezzalzouli,ma MAR,"FW,MF",Barcelona,21,2001,2,0,68,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
161,Ansu Fati,es ESP,"FW,MF",Barcelona,20,2002,3,0,50,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
164,João Félix,pt POR,FW,Barcelona,23,1999,30,18,1540,17.1,7,3,10,7,0,0,3,0,0.41,0.18,0.58,0.41,0.58,Matches
176,Héctor Fort,es ESP,DF,Barcelona,16,2006,7,4,318,3.5,0,2,2,0,0,0,0,0,0.00,0.57,0.57,0.00,0.57,Matches
189,Eric García,es ESP,"DF,MF",Barcelona,22,2001,2,0,57,0.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
200,Gavi,es ESP,"MF,FW",Barcelona,18,2004,12,10,944,10.5,1,1,2,1,0,0,5,0,0.10,0.10,0.19,0.10,0.19,Matches
226,Marc Guiu,es ESP,FW,Barcelona,17,2006,3,1,74,0.8,1,0,1,1,0,0,1,0,1.22,0.00,1.22,1.22,1.22,Matches
229,İlkay Gündoğan,de GER,MF,Barcelona,32,1990,36,33,2994,33.3,5,9,14,4,1,2,5,0,0.15,0.27,0.42,0.12,0.39,Matches
258,Frenkie de Jong,nl NED,MF,Barcelona,26,1997,20,20,1634,18.2,2,0,2,2,0,0,7,0,0.11,0.00,0.11,0.11,0.11,Matches
277,Jules Koundé,fr FRA,DF,Barcelona,24,1998,35,32,2899,32.2,1,2,3,1,0,0,4,0,0.03,0.06,0.09,0.03,0.09,Matches
296,Robert Lewandowski,pl POL,FW,Barcelona,34,1988,35,32,2750,30.6,19,8,27,15,4,4,5,0,0.62,0.26,0.88,0.49,0.75,Matches
303,Fermin López,es ESP,"MF,FW",Barcelona,20,2003,31,14,1446,16.1,8,0,8,8,0,0,2,0,0.50,0.00,0.50,0.50,0.50,Matches
339,Iñigo Martínez,es ESP,DF,Barcelona,32,1991,20,13,1296,14.4,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
429,Pedri,es ESP,"MF,FW",Barcelona,20,2002,24,16,1476,16.4,4,2,6,4,0,0,3,0,0.24,0.12,0.37,0.24,0.37,Matches
433,Iñaki Peña,es ESP,GK,Barcelona,24,1999,10,10,900,10.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
466,Raphinha,br BRA,"FW,MF",Barcelona,26,1996,28,17,1368,15.2,6,9,15,5,1,1,4,1,0.39,0.59,0.99,0.33,0.92,Matches
479,Sergi Roberto,es ESP,"MF,DF",Barcelona,31,1992,14,10,860,9.6,3,2,5,3,0,0,4,0,0.31,0.21,0.52,0.31,0.52,Matches
495,Oriol Romeu,es ESP,MF,Barcelona,31,1991,28,11,936,10.4,0,1,1,0,0,0,4,0,0.00,0.10,0.10,0.00,0.10,Matches
497,Vitor Roque,br BRA,FW,Barcelona,18,2005,14,2,328,3.6,2,0,2,2,0,0,4,1,0.55,0.00,0.55,0.55,0.55,Matches
553,Marc-André ter Stegen,de GER,GK,Barcelona,31,1992,28,28,2520,28.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
559,Ferrán Torres,es ESP,FW,Barcelona,23,2000,29,12,1211,13.5,7,2,9,7,0,0,2,0,0.52,0.15,0.67,0.52,0.67,Matches
603,Lamine Yamal,es ESP,"FW,MF",Barcelona,16,2007,37,22,2201,24.5,5,5,10,5,0,0,3,0,0.20,0.20,0.41,0.20,0.41,Matches
