bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8bdccf34-0856-4522-a91c-12fa395558b2,287,,"[57.0, 77.6]",9827,7,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Right Center Back,17,Barcelona,217,['148fe5d4-1c3d-4ade-8ec2-a8ac7dd39766'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:07:01.830,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59326421-029b-4a44-902b-4d766d002984,290,,"[50.0, 51.2]",9827,7,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Thomas Vermaelen,6332.0,Left Center Back,17,Barcelona,217,['3461029f-2872-4cea-9efd-c0cfa6896179'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:07:04.293,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28385287-6346-407e-a673-0c80e143a27e,294,,"[64.3, 37.2]",9827,7,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Midfield,17,Barcelona,217,['dd11a880-c908-4028-8e23-abcf23da2657'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:07:06.797,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22da1b49-04a5-4fef-aeec-ed7e237b159d,301,,"[56.7, 25.0]",9827,7,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Oghenekaro Etebo,5466.0,Right Defensive Midfield,18,Las Palmas,208,['07a7f69b-8365-4072-8e39-9a1107de274e'],11,,,,,,,,,,,,,,,,,,Las Palmas,208,00:07:11.075,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77385574-7f8d-4368-829d-f12c2a6b2bb5,309,,"[56.3, 35.5]",9827,7,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Joaquín Navarro Jiménez,6923.0,Left Center Back,19,Las Palmas,208,"['4d5a2559-3327-42ac-82fe-527c01508b43', 'fc785f8c-82ae-403c-a940-0652809202ff']",28,,,,,,,,,,,,,,,,,,Las Palmas,208,00:07:28.457,Ball Receipt*,True,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a56dbe61-1c46-4dfa-b3f5-6d4d602f11a0,316,,"[107.6, 35.8]",9827,7,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,20,Barcelona,217,['8c351a15-47c1-4e2c-b840-185a31f8b3fa'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:07:35.487,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dad11dd3-fad6-4b69-ac4f-070967d80764,320,,"[114.7, 48.2]",9827,8,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,21,Barcelona,217,['e34068b1-d6d2-4516-8bd8-7fb3a983d85b'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:13.457,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54c41b00-5e65-4d25-9a84-a18f583280fb,324,,"[58.9, 6.9]",9827,8,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Dani Castellano Betancor,6932.0,Left Back,22,Las Palmas,208,['9720bb37-5e31-4b46-bcbc-4dd2e6ea8018'],37,,,,,,,,,,,,,,,,,,Las Palmas,208,00:08:37.433,Ball Receipt*,,2017/2018
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266c186f-ae0d-4a95-984f-0fb000c7a52a,326,,"[63.7, 2.5]",9827,8,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jairo Samperio Bustara,6925.0,Left Wing,22,Las Palmas,208,['ef9fef7d-0190-4c43-ab9a-cc9390707b4e'],38,,,,,,,,,,,,,,,,,,Las Palmas,208,00:08:38.616,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a3ee177d-ee46-4597-9ace-af15ad8862e1,330,,"[49.5, 46.4]",9827,8,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Thomas Vermaelen,6332.0,Left Center Back,23,Barcelona,217,['9dad2bf1-4b7d-4e5b-bfba-a7151cc19fdb'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:42.991,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a86c6b6-06ad-4ca2-893a-82838b9170a4,333,,"[39.5, 10.0]",9827,8,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lucas Digne,6849.0,Left Back,23,Barcelona,217,['d32673d5-6133-4d99-aa28-5f7a20ac77f6'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:46.468,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d37f823d-e504-4670-94c7-f91be77a0b34,336,,"[12.9, 43.2]",9827,8,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,23,Barcelona,217,['9140542a-9dfa-4842-b45c-58b7b7d2c682'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:50.269,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e810bd57-1cf7-4e03-b614-256d7bb80ab7,339,,"[17.6, 25.1]",9827,8,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Thomas Vermaelen,6332.0,Left Center Back,23,Barcelona,217,['83f4e89e-1580-44f8-babf-7f3539e051b0'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:52.886,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7dbe186b-1b15-42bc-922c-69d094436bbb,342,,"[7.3, 41.9]",9827,8,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,23,Barcelona,217,['d478cb06-97a1-45d6-ab5e-242f9b533f6f'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:55.092,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c1bc3eb-2423-4980-8d59-97ad60c7a2d6,346,,"[65.4, 39.4]",9827,9,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aleix Vidal Parreu,6400.0,Right Midfield,23,Barcelona,217,['5c339148-e50b-44ca-b012-b4782ee1e7a9'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:04.201,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279529cd-dc66-40b7-ad9b-c748a89e20c9,350,,"[66.5, 65.5]",9827,9,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,23,Barcelona,217,"['874ac0f1-f185-41dc-b0c8-7212fafb8855', 'd21a66b3-67a2-4ba0-9c46-e8734b7a59a2']",6,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:06.718,Ball Receipt*,True,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1c34458-46f4-441c-b960-b2f29b4670d8,358,,"[106.6, 73.6]",9827,10,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Aleix Vidal Parreu,6400.0,Right Midfield,25,Barcelona,217,['11a24304-fdb2-452e-8784-31f54dffd2bf'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:35.937,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e1b2bfa8-2660-429b-a16c-39de3a53b89d,360,,"[88.1, 70.4]",9827,10,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,25,Barcelona,217,['13fce83b-ceb7-4a22-8da4-d2a2b6548d69'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:38.387,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8ee11ccd-0bda-46e3-925c-35e7af69b03a,362,,"[65.4, 40.0]",9827,10,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Lucas Digne,6849.0,Left Back,25,Barcelona,217,['3d365acc-ac71-494a-9ff5-32b283d67d18'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:41.185,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0c5d31ed-d4eb-46f8-957e-0d4332e75010,365,,"[70.0, 27.5]",9827,10,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Andrés Iniesta Luján,5216.0,Left Midfield,25,Barcelona,217,['e9a7145c-67e8-4f40-810f-81055eaccaa0'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:43.977,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4137e035-029b-4dbb-aa56-48d9086dd367,372,,"[8.4, 19.8]",9827,10,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Joaquín Navarro Jiménez,6923.0,Left Center Back,26,Las Palmas,208,['0524499b-4ecc-459b-8fa3-d67377480b20'],54,,,,,,,,,,,,,,,,,,Las Palmas,208,00:10:54.914,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f4328054-4a0c-494a-9106-dda4492d683d,375,,"[5.4, 8.7]",9827,10,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Oghenekaro Etebo,5466.0,Right Defensive Midfield,26,Las Palmas,208,['171960c4-adb7-4e1f-b53b-cef2b528e06a'],56,,,,,,,,,,,,,,,,,,Las Palmas,208,00:10:56.498,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2fc408ee-de8f-4bc3-9599-23e5f5060d7a,378,,"[40.4, 39.3]",9827,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro Taunausú Domínguez Placeres,6928.0,Center Attacking Midfield,26,Las Palmas,208,['7a191301-c416-46aa-bef6-610464b3e21c'],0,,,,,,,,,,,,,,,,,,Las Palmas,208,00:11:00.186,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d1f7882f-1458-43b8-aafd-9b0f18579d62,381,,"[65.4, 70.7]",9827,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alen Halilović,6926.0,Right Wing,26,Las Palmas,208,['a2c5191e-0f0c-4d8c-8936-1f5d073c5ce8'],3,,,,,,,,,,,,,,,,,,Las Palmas,208,00:11:03.710,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a39ed08b-6802-4b2b-b051-571e83bf81ba,384,,"[79.7, 50.0]",9827,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Vicente Gómez Umpiérrez,6929.0,Left Defensive Midfield,26,Las Palmas,208,['b75b3bbb-4550-48b0-9c40-c219fc81adeb'],11,,,,,,,,,,,,,,,,,,Las Palmas,208,00:11:11.114,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e763882b-1c75-4aca-b321-d4162aaabbc1,387,,"[79.4, 29.6]",9827,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Oghenekaro Etebo,5466.0,Right Defensive Midfield,26,Las Palmas,208,['cbb3efee-385c-4e07-a6fd-9bf42c3c33c6'],13,,,,,,,,,,,,,,,,,,Las Palmas,208,00:11:13.320,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e466f9d7-7403-4b66-ae55-8a86e7979f2d,390,,"[97.3, 4.5]",9827,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dani Castellano Betancor,6932.0,Left Back,26,Las Palmas,208,['0f2c641a-f860-4049-932b-26172ae486d5'],16,,,,,,,,,,,,,,,,,,Las Palmas,208,00:11:16.231,Ball Receipt*,,2017/2018
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b52d7b99-c428-4390-a03a-78dbff9319c2,393,,"[112.4, 43.4]",9827,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alen Halilović,6926.0,Right Wing,26,Las Palmas,208,['9f7895fa-7d25-4d8d-8f25-e01cb08b93f2'],21,,,,,,,,,,,,,,,,,,Las Palmas,208,00:11:21.788,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0f40f91f-ebc0-45b7-9e82-3639b8f2abfa,396,,"[115.3, 74.2]",9827,11,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Pedro Taunausú Domínguez Placeres,6928.0,Center Attacking Midfield,27,Las Palmas,208,['617c434d-272c-476a-81a5-936a0222cf7c'],31,,,,,,,,,,,,,,,,,,Las Palmas,208,00:11:31.683,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59b52b79-f9b9-4044-bb5f-e5ad578c9718,398,,"[105.3, 61.4]",9827,11,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Alen Halilović,6926.0,Right Wing,27,Las Palmas,208,['0c72ff11-1557-4adc-9ec2-8d2fad31dfd2'],36,,,,,,,,,,,,,,,,,,Las Palmas,208,00:11:36.375,Ball Receipt*,,2017/2018
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d1a7db41-9d0e-490d-b6a0-e776404875f6,403,,"[96.9, 58.2]",9827,11,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jonathan Calleri,6930.0,Center Forward,28,Barcelona,217,['d36d13a0-961b-4ade-a3b9-a46a504f5118'],58,,,,,,,,,,,,,,,,,,Las Palmas,208,00:11:58.809,Ball Receipt*,,2017/2018
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a7b86854-7fc2-4437-ad98-82befbe55d65,412,,"[107.7, 71.3]",9827,13,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Alen Halilović,6926.0,Right Wing,29,Las Palmas,208,['a867f058-52c0-44ff-8f95-83298ce2b90d'],8,,,,,,,,,,,,,,,,,,Las Palmas,208,00:13:08.110,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f88debb3-69c0-4e99-a537-fe32d9d92cce,421,,"[38.6, 43.5]",9827,13,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Joaquín Navarro Jiménez,6923.0,Left Center Back,29,Las Palmas,208,['3501e8ee-7f86-4d3a-b96b-881dc4a7a50c'],18,,,,,,,,,,,,,,,,,,Las Palmas,208,00:13:18.796,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4f7ccfe1-59fd-4417-bcd7-3f1d074e901d,424,,"[40.1, 39.7]",9827,13,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,José Vicente Gómez Umpiérrez,6929.0,Left Defensive Midfield,29,Las Palmas,208,['df4568ad-2e1b-4181-afea-b9862f175617'],22,,,,,,,,,,,,,,,,,,Las Palmas,208,00:13:22.463,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ff8627a8-1439-41d1-8503-348c525b9216,427,,"[42.2, 56.4]",9827,13,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Alejandro Gálvez Jimena,6924.0,Right Center Back,29,Las Palmas,208,['925ae035-a174-4bbf-86e6-16aebe4b2463'],24,,,,,,,,,,,,,,,,,,Las Palmas,208,00:13:24.869,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10e801ce-523e-4998-91cd-aee9813797dc,430,,"[50.8, 73.1]",9827,13,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Matías Aguirregaray Guruceaga,6921.0,Right Back,29,Las Palmas,208,['51882e52-946d-4373-befa-4026bd89d4da'],26,,,,,,,,,,,,,,,,,,Las Palmas,208,00:13:26.162,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107f12de-918c-4582-a56c-f2c59baaa62c,433,,"[93.9, 62.0]",9827,13,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jonathan Calleri,6930.0,Center Forward,29,Las Palmas,208,['90c680d7-844e-4adf-b04b-ac65f8fde75a'],30,,,,,,,,,,,,,,,,,,Las Palmas,208,00:13:30.404,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7128f229-6808-47b5-b0ce-cbb0b366fef9,443,,"[27.2, 14.6]",9827,13,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,31,Barcelona,217,['c3f28efd-9a46-4166-a6ac-876f4650c3dc'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:13:59.386,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a890b55-b76b-4ddf-8946-7a3cd50f56e0,445,,"[47.7, 37.0]",9827,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Left Midfield,31,Barcelona,217,['f883a112-c15c-4ea3-bfaa-5c50067e98cb'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:01.321,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34827775-939f-4085-9ef4-97785406b8b2,447,,"[56.4, 38.0]",9827,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,31,Barcelona,217,['131351dd-d798-45b1-8aee-9507cd9b2f44'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:02.254,Ball Receipt*,,2017/2018
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba28fe6c-bce1-4a01-9aaf-fb93dd75d5d3,450,,"[102.0, 17.7]",9827,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,31,Barcelona,217,['3bede2f8-46ff-4c2f-b19d-4a3432750ec6'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:07.354,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bee77382-bbfd-49ef-8786-9546123bb85a,452,,"[3.5, 50.0]",9827,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Leandro Chichizola,6931.0,Goalkeeper,31,Barcelona,217,['0dd1ec39-6bfd-4765-8908-547acd67b92a'],8,,,,,,,,,,,,,,,,,,Las Palmas,208,00:14:08.456,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d6be3d93-345d-4ae1-b336-66b3095d927b,457,,"[16.0, 23.7]",9827,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,32,Barcelona,217,['79d94da5-2ca8-46a5-8908-729c5a438a68'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:18.313,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57b03d6b-8999-48ec-a799-a828fa93bcb7,459,,"[27.6, 18.6]",9827,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Thomas Vermaelen,6332.0,Left Center Back,32,Barcelona,217,['d9878e18-58dc-4280-a4c1-49c9a4c5ee21'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:22.918,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31a8e7fd-7940-4eb5-ad30-c9ff6c260988,461,,"[13.9, 32.0]",9827,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,32,Barcelona,217,['37bec797-d464-458f-a1df-c7e7e3a7e75c'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:27.146,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b030ecb1-7016-4415-82a2-2e4602a7a881,464,,"[52.2, 35.9]",9827,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,32,Barcelona,217,['47ed95b3-3a9c-4f86-8d8e-727084b9a2a1'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:33.767,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9454002b-62a2-489f-a8df-ec16a389c0f3,471,,"[59.6, 67.9]",9827,15,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,José Paulo Bezzera Maciel Júnior,5542.0,Right Defensive Midfield,33,Barcelona,217,['a1d8c8c7-997f-4c14-9d94-ed964442f751'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:00.310,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d4347ae-f715-4004-9e86-5ddf567f7954,474,,"[62.2, 77.0]",9827,15,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Back,33,Barcelona,217,['bba955ae-8e30-4299-aaac-a8bc9bbc9aa1'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:02.286,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e7d19b30-50a6-4f74-8fe0-e043d4f564f4,478,,"[57.4, 62.3]",9827,15,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,33,Barcelona,217,['a3a21eea-f921-4a06-9a74-23fec54dc695'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:05.340,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3c6dc785-26dd-4603-b6ad-2d4a5ca572a5,481,,"[67.6, 75.2]",9827,15,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,José Paulo Bezzera Maciel Júnior,5542.0,Right Defensive Midfield,33,Barcelona,217,['13fe4b68-ae00-4a9f-bc59-030227058e79'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:07.078,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21135915-fe24-4dcd-ab8f-75d2e292e5c6,485,,"[79.0, 76.2]",9827,15,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Aleix Vidal Parreu,6400.0,Right Midfield,33,Barcelona,217,['e9790dff-0e8e-4b53-b5e2-b84577de5b2f'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:09.447,Ball Receipt*,,2017/2018
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95cc7cfd-2128-418c-b9e1-096493667275,488,,"[79.3, 69.1]",9827,15,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,José Paulo Bezzera Maciel Júnior,5542.0,Right Defensive Midfield,33,Barcelona,217,['d3ec543e-9cf2-42e9-9ad1-3055efcbb19d'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:11.146,Ball Receipt*,,2017/2018
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20dbe92f-396f-4fab-a4f0-e6b294d7bb7f,494,,"[61.6, 77.3]",9827,15,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Aleix Vidal Parreu,6400.0,Right Midfield,33,Barcelona,217,['6d37d210-cade-46fe-9812-85e663290ce1'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:19.105,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3cd4a788-4ae6-4341-9fef-84fa71d80628,508,,"[69.3, 49.8]",9827,15,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alen Halilović,6926.0,Right Wing,34,Las Palmas,208,['bb203e9b-a060-4394-a845-abe5d05bfe4a'],28,,,,,,,,,,,,,,,,,,Las Palmas,208,00:15:28.090,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deb58bc5-1bb8-4510-8e71-99fab169bb99,515,,"[87.4, 17.0]",9827,15,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Oghenekaro Etebo,5466.0,Right Defensive Midfield,34,Las Palmas,208,['7c22be36-c710-431e-88f5-8448235c79d4'],37,,,,,,,,,,,,,,,,,,Las Palmas,208,00:15:37.053,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348378a6-b112-40dc-b296-3d8f871d9ce1,518,,"[86.4, 67.2]",9827,15,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Matías Aguirregaray Guruceaga,6921.0,Right Back,34,Las Palmas,208,['b4f9c3b0-9391-471d-92e0-e237de78903e'],41,,,,,,,,,,,,,,,,,,Las Palmas,208,00:15:41.495,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c6113074-4198-47e3-8a15-a0d3606d53f9,523,,"[106.8, 34.1]",9827,16,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Jonathan Calleri,6930.0,Center Forward,35,Las Palmas,208,['1dc949ab-cb83-40c7-a2b9-8527e9bb6abe'],16,,,,,,,,,,,,,,,,,,Las Palmas,208,00:16:16.676,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27872a85-4371-4cd4-84cf-e92875c9257f,526,,"[115.6, 45.9]",9827,16,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Matías Aguirregaray Guruceaga,6921.0,Right Back,35,Las Palmas,208,['5e1e68a5-5d1b-4558-9334-86afcd93fff4'],17,,,,,,,,,,,,,,,,,,Las Palmas,208,00:16:17.976,Ball Receipt*,,2017/2018
