50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,2.154903,,,,,,,,,,,,,,,,05640377-f59d-4c1a-9060-0e077a386058,2721,,"[52.6, 49.5]",69209,69,,,,-1.865778,,Right Foot,,"[44.7, 23.5]",Ground Pass,,27.1737,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,145,Barcelona,217,"['3b246e50-f41a-4d64-b334-a8412fb3a398', 'df97be81-6eda-4cc3-ab27-dd5a2ac53259']",10,,,,,,,,,,,,,,,,,Barcelona,217,00:24:10.056,Pass,True,2008/2009
,,,,,,,,,,,,,,,,1.609327,,,,,,,,,,,,,,,,606bd75f-b48c-4fef-ae06-5ea0630fcf24,2724,,"[44.2, 24.5]",69209,69,,,,1.0327522,,Right Foot,,"[51.6, 36.9]",Ground Pass,,14.440222,,,,Gnégnéri Yaya Touré,3087.0,,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,145,Barcelona,217,['8049969c-a9ca-4966-921b-9d392d16b278'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:24:13.501,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.50361,,,,,,,,,,,,,,,,8ac38573-1ef5-4b4d-ac81-bb3c6702c9ca,2727,,"[51.4, 37.6]",69209,69,,,,-2.0722167,,Right Foot,,"[44.0, 24.1]",Ground Pass,,15.395129,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,Regular Play,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,145,Barcelona,217,['daa20f01-2602-4bdd-b74f-b3d66120e600'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:24:15.242,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.946541,,,,,,,,,,,,,,,,9366b4e4-4c8b-47be-9e1b-bca6fa387fbf,2730,,"[47.4, 23.9]",69209,69,,,,-0.49152884,,Right Foot,,"[57.3, 18.6]",Ground Pass,,11.229425,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,145,Barcelona,217,['0442945b-38d5-4e10-8aed-e2e19012466e'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:24:17.674,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.917637,,,,,,,,,,,,,,,,129479a7-deab-4110-b353-73aa42d37ede,2733,,"[62.5, 19.3]",69209,69,,,,-0.116708584,,Right Foot,,"[77.0, 17.6]",Ground Pass,,14.599315,,,,Thierry Henry,15516.0,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,145,Barcelona,217,['0ee248c5-7f85-4b5a-bf97-246c72df82d7'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:24:19.982,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.997699,,,,,,,,,,,,,,,,08c7131d-3d5f-4530-a21d-9d5dfe0afb5b,2736,,"[75.6, 17.4]",69209,69,,,,-2.645549,,Right Foot,,"[67.1, 12.8]",Ground Pass,,9.664885,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,Regular Play,Thierry Henry,15516.0,Left Wing,145,Barcelona,217,['0988810b-710f-43d7-ae2a-2c66d91065e3'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:24:20.940,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.811677,,,,,,,,,,,,,,,,e0062ca8-2349-43c5-a392-671b41d69f19,2739,,"[65.9, 9.4]",69209,69,,,,-0.65073425,,Right Foot,,"[74.7, 2.7]",Ground Pass,,11.060289,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,145,Barcelona,217,['5b0d1625-e09c-4641-8b15-6e4e548504a6'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:24:22.312,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.119728,,,,,,,,,,,,,,,,1c74a1e7-a7a9-4b85-bc87-87bf8af6732d,2742,,"[72.4, 2.0]",69209,69,,,,2.3590763,,Left Foot,,"[55.0, 19.3]",Ground Pass,,24.536707,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,145,Barcelona,217,['ff662901-0097-4a9b-afcf-ca94ef9ce446'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:24:23.845,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.339035,,,,,,,,,,,,,,,,dedf1d6f-02f2-4b7e-888b-ce94f995aef1,2745,,"[53.5, 21.8]",69209,69,,,,0.811882,,Right Foot,,"[68.2, 37.3]",Ground Pass,,21.362116,,,,Gnégnéri Yaya Touré,3087.0,,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,145,Barcelona,217,['6bd3270e-1c21-4560-9156-046e3a83e0a1'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:24:27.721,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.0669,,,,,,,,,,,,,,,,a5784b6f-5c32-4726-a309-1fbd2f311425,2748,,"[67.4, 35.9]",69209,69,,,,-0.9272952,,Right Foot,,"[70.1, 32.3]",Ground Pass,,4.5,,Incomplete,,Thierry Henry,15516.0,,,,,,,2,Regular Play,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,145,Barcelona,217,"['7b557c99-542d-4fb5-9fd8-6ac9baddc138', 'a9f1dab7-2792-4652-a9d2-dfca022c27d2']",29,,,,,,,,,,,,,,,,,Barcelona,217,00:24:29.134,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.7967,,,,,,,,,,,,,,,,a1e4e915-0c5e-460c-ab59-895495ce8ff4,2751,,"[38.5, 48.6]",69209,69,,,,-0.6340227,,Right Foot,,"[52.1, 38.6]",Ground Pass,,16.880758,,,,Mehdi Lacen,6745.0,,,,,,Recovery,2,Regular Play,César González Navas,26044.0,Right Center Back,146,Racing Santander,1217,['dcb6c13f-2083-43ec-bd3a-59c620856875'],30,,,,,,,,,,,,,,,,,Racing Santander,1217,00:24:30.551,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.9612,,,,,,,,,,,,,,,,b61b776e-4835-4a7d-b9d4-e661388b915c,2754,,"[52.3, 40.2]",69209,69,,,,1.9237868,,Left Foot,,"[50.9, 44.0]",Ground Pass,,4.049691,,,,Gonzalo Colsa Albendea,26073.0,,,,,,,2,Regular Play,Mehdi Lacen,6745.0,Right Center Midfield,146,Racing Santander,1217,['05f4258f-5d48-48ec-9e0d-994bb2ac2718'],31,,,,,,,,,,,,,,,,,Racing Santander,1217,00:24:31.388,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.2184,,,,,,,,,,,,,,,,2cd62e34-db87-4161-86bf-f4cadafd8e38,2757,,"[50.6, 45.1]",69209,69,,,,0.0391956,,Left Foot,,"[71.0, 45.9]",Ground Pass,,20.41568,,Incomplete,,Mohamed Gasana Tchité,26490.0,,,,,,,2,Regular Play,Gonzalo Colsa Albendea,26073.0,Left Defensive Midfield,146,Racing Santander,1217,"['864bb0a8-34b3-4f88-a1e9-0dde1b2353db', 'b263c7d4-7d62-4388-a8d0-02e628618f42']",32,,,,,,,,,,,,,,,,,Racing Santander,1217,00:24:32.469,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.431903,,,,,,,,,,,,,,,,3da3b3c5-627e-4cd6-91db-c8c5b31e7e57,2760,,"[31.8, 42.2]",69209,69,,,,-2.9669204,,Right Foot,,"[14.8, 39.2]",Ground Pass,,17.262676,,,,Víctor Valdés Arribas,20176.0,,,,,,Recovery,2,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,147,Barcelona,217,['a1786e13-fe63-443b-9afb-ef205f36c19b'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:24:36.244,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.269204,,,,,,,,,,,,,,,,471b9ea0-07d6-4572-b253-f1cd06d2f0d6,2763,,"[11.5, 42.0]",69209,69,,,,1.0877606,,Right Foot,,"[19.0, 56.3]",Ground Pass,,16.147446,,,,Rafael Márquez Álvarez,5558.0,,,,,,,2,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,147,Barcelona,217,['feaab27c-e91c-4ce1-8eb1-a4ec178b09d6'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:24:39.834,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.990044,,,,,,,,,,,,,,,,58d9a95f-9fe6-4c56-b3fc-11cb2a69448b,2766,,"[24.3, 57.3]",69209,69,,,,-1.5588208,,Right Foot,,"[24.7, 23.9]",Ground Pass,,33.402393,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,147,Barcelona,217,['b83572f1-8738-470e-a112-6780e8fa8f03'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:24:42.768,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.071531,,,,,,,,,,,,,,,,0f7110d6-8214-44ce-917c-69a2ef855d77,2769,,"[32.7, 22.0]",69209,69,,,,-0.13290179,,Right Foot,,"[51.4, 19.5]",Ground Pass,,18.866373,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,147,Barcelona,217,['9c230b36-e996-463a-b5a6-5066ddd2f191'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:24:47.493,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.994173,,,,,,,,,,,,,,,,873c13ad-a589-4d3e-9f09-618b4fe51786,2772,,"[57.1, 11.5]",69209,69,,,,-1.0774964,,Right Foot,,"[62.1, 2.2]",Ground Pass,,10.558883,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,147,Barcelona,217,['93dc4806-23a7-4867-a192-9b9acf597c6f'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:24:51.592,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.444118,,,,,,,,,,,,,,,,b4377b94-bb31-42d2-95a9-eda0f16d1f77,2775,,"[62.5, 2.5]",69209,69,,,,2.5657697,,Left Foot,,"[43.4, 14.9]",Ground Pass,,22.772133,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,147,Barcelona,217,['15412f89-7d10-4e85-be15-f9dccb9f6055'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:24:52.939,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.598359,,,,,,,,,,,,,,,,302e6261-c112-4378-97c2-609e6cde0b08,2778,,"[43.2, 23.1]",69209,69,,,,1.275605,,Right Foot,,"[52.9, 55.0]",Ground Pass,,33.342167,,,,Xavier Hernández Creus,20131.0,,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,147,Barcelona,217,['56372d38-93b4-4ce3-837b-b6912c45bf3e'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:24:56.653,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.324416,,,,,,,,,,,,,,,,9a7cfd05-224a-4012-80c5-6fbb51bc854d,2781,,"[62.3, 58.8]",69209,70,,,,-0.73892003,,Right Foot,,"[71.3, 50.6]",Ground Pass,,12.175385,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,147,Barcelona,217,['abfae554-930b-428d-94c3-1c5b35e99350'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:25:01.094,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.313847,,,,,,,,,,,,,,,,8ce336e8-5ef6-4688-add4-540bf831497b,2784,,"[73.0, 53.3]",69209,70,,,,-2.4346845,,Left Foot,,"[63.4, 45.1]",Ground Pass,,12.625371,,,,Gnégnéri Yaya Touré,3087.0,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,147,Barcelona,217,['8bd99f61-3fd6-4c7c-bbed-2821f0b852eb'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:25:02.668,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.862136,,,,,,,,,,,,,,,,bd8e033d-9b24-437f-97e6-beb22b6d5770,2787,,"[62.5, 44.3]",69209,70,,,,-1.018212,,Right Foot,,"[69.9, 32.3]",Ground Pass,,14.098227,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,Regular Play,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,147,Barcelona,217,['f81c5ded-48ad-4388-9442-679ecd78e940'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:25:04.022,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.844154,,,,,,,,,,,,,,,,2f04d911-9aa2-4e7e-8076-e1fd49b0ad94,2790,,"[72.6, 31.9]",69209,70,,,,-0.18394345,,Right Foot,,"[89.8, 28.7]",Ground Pass,,17.495142,,,,Thierry Henry,15516.0,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,147,Barcelona,217,['03e8e7ab-49cf-41a4-ba9b-4e37c35bfda9'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:25:06.305,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.119,,,,,,,,,,,,,,,,31476f2d-b7f8-469c-a8e4-675536a230e7,2793,,"[88.4, 28.7]",69209,70,,,,2.6011732,,Right Foot,,"[81.4, 32.9]",Low Pass,,8.163333,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Thierry Henry,15516.0,Left Wing,147,Barcelona,217,['c10d125d-7db1-4d10-949b-48aea7c300da'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:25:07.189,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.2449,,,,,,,,,,,,,,,,fb88ec32-11f6-4175-87c0-3875d5d3ec3d,2796,,"[81.4, 32.9]",69209,70,,,,-0.047357928,2e6b1abd-c56f-49b4-85a2-c3a0e205b8a3,Left Foot,,"[102.5, 31.9]",High Pass,,21.123684,,,,Thierry Henry,15516.0,True,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,147,Barcelona,217,['1d0d2a9a-b222-4d86-8d81-8ae350a2be52'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:25:08.348,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.717,,,,,,,,,,,,,,,,cc08df2c-7bdb-44ea-882e-b2350401569d,2802,,"[120.0, 0.1]",69209,70,,,,1.7781473,,Right Foot,,"[112.7, 34.8]",High Pass,True,35.459553,,Incomplete,,Thierry Henry,15516.0,,,,Inswinging,,Corner,2,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,148,Barcelona,217,"['6649229f-f6a1-4383-b9e6-2205b75835d7', '8d3cebcd-33cf-4df0-a343-7e5ced877385']",45,,,,,,,,,,,,,,,,,Barcelona,217,00:25:45.994,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.972794,,,,,,,,,,,,,,,,f001baad-2de2-4e94-9867-58a06c82c2a8,2809,,"[49.1, 26.4]",69209,70,,,,1.5039668,,Right Foot,,"[50.8, 51.8]",Ground Pass,,25.456825,,,,Daniel Alves da Silva,4324.0,,,,,,,2,From Corner,Eric-Sylvain Bilal Abidal,20177.0,Left Back,148,Barcelona,217,['e09bcdcd-4245-4db1-8245-88b379d89278'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:25:55.056,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.817236,,,,,,,,,,,,,,,,d9d5dcb4-8b6e-47f6-8a66-8ddf55121496,2812,,"[54.3, 54.6]",69209,70,,,,-1.0733227,,Right Foot,,"[72.6, 20.9]",Low Pass,,38.34814,,,,Xavier Hernández Creus,20131.0,,,,,,,2,From Corner,Daniel Alves da Silva,4324.0,Right Back,148,Barcelona,217,['63cac3f4-e7cc-4f65-b8a9-72f1cb897a5e'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:25:58.369,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.057242,,,,,,,,,,,,,,,,203f1ab0-0e3e-4671-b38a-d4a865e89411,2821,,"[43.3, 59.2]",69209,71,,,,0.14731216,,Right Foot,,"[58.8, 61.5]",Ground Pass,,15.669716,,,,Pedro Manuel Munitis Álvarez,19577.0,,,,,,,2,Regular Play,Gonzalo Colsa Albendea,26073.0,Left Defensive Midfield,149,Racing Santander,1217,"['2b81cb11-8635-418c-a3f8-c197a6d65280', 'b3049996-cc24-4c95-a6e5-1beeff747a02']",4,,,,,,,,,,,,,,,,,Racing Santander,1217,00:26:04.363,Pass,True,2008/2009
,,,,,,,,,,,,,,,,0.76259,,,,,,,,,,,,,,,,9983c303-67e3-4fa9-80fe-09de5100438e,2827,,"[63.5, 80.0]",69209,71,,,,-0.8145161,,,,"[68.5, 74.7]",Low Pass,,7.2862883,,,,Gonzalo Colsa Albendea,26073.0,,,,,,Throw-in,2,From Throw In,Juan Valera Espín,26195.0,Right Back,150,Racing Santander,1217,['1410c7d7-b32c-4f1b-8b49-0dd5ed73a692'],18,,,,,,,,,,,,,,,,,Racing Santander,1217,00:26:18.662,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.3696,,,,,,,,,,,,,,,,a13af134-411e-487d-a00f-8b706cedd6bc,2829,,"[68.5, 75.3]",69209,71,,,,2.7610862,,Right Foot,,"[62.0, 77.9]",Low Pass,,7.0007143,,,,Juan Valera Espín,26195.0,,,,,,,2,From Throw In,Gonzalo Colsa Albendea,26073.0,Left Defensive Midfield,150,Racing Santander,1217,['063b287e-717c-428b-ac26-93e8964bbbab'],19,,,,,,,,,,,,,,,,,Racing Santander,1217,00:26:19.424,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.453638,,,,,,,,,,,,,,,,249ac15d-7808-4af0-a61a-1014bfbe3fae,2833,,"[62.6, 78.1]",69209,71,,,,-0.49456558,,Left Foot,,"[81.7, 67.8]",High Pass,,21.70023,,Incomplete,,Nikola Žigić,26074.0,,,,,,,2,From Throw In,Juan Valera Espín,26195.0,Right Back,150,Racing Santander,1217,"['7c62dd90-6b6d-4dc3-afe3-40131fcf991c', '954976bf-9368-4f9e-83af-003be87410d5', 'fc1496a4-1b83-48a1-ba0c-9f481dcc3f0a']",20,,,,,,,,,,,,,,,,,Racing Santander,1217,00:26:20.923,Pass,True,2008/2009
,,,,,,,,,,,,,,,,0.745081,,,,,,,,,,,,,,,,7c62dd90-6b6d-4dc3-afe3-40131fcf991c,2835,,"[38.4, 12.3]",69209,71,,,,-0.04647813,,Right Foot,,"[47.0, 11.9]",Ground Pass,,8.609298,,,,Andrés Iniesta Luján,5216.0,,,,,,Recovery,2,Regular Play,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,151,Barcelona,217,"['00f82e96-fc5d-467b-9068-6a18fcfb2659', '249ac15d-7808-4af0-a61a-1014bfbe3fae']",22,,,,,,,,,,,,,,,,,Barcelona,217,00:26:22.376,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.556945,,,,,,,,,,,,,,,,c0ac4e37-3758-4f64-8ae3-ee94bca593f9,2838,,"[45.3, 17.0]",69209,71,,,,1.059739,,Right Foot,,"[57.3, 38.4]",Ground Pass,,24.534874,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,151,Barcelona,217,['d5968151-f66e-4d86-9aa2-60867bb2c3bd'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:26:23.768,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.48565,,,,,,,,,,,,,,,,ac9bf7d4-c746-48c8-ada8-6122ca551dc1,2842,,"[64.2, 33.1]",69209,71,,,,2.3926747,,Left Foot,,"[57.1, 39.7]",Ground Pass,,9.693812,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,151,Barcelona,217,['ca5eac03-1056-43a2-9cab-d612511dea76'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:26:27.103,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.108062,,,,,,,,,,,,,,,,63f99fd6-26b1-4b8d-a3d5-c08975c99891,2845,,"[55.8, 39.2]",69209,71,,,,1.0586257,,Left Foot,,"[68.0, 60.9]",Ground Pass,,24.894377,,,,Daniel Alves da Silva,4324.0,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,151,Barcelona,217,['5b68818a-5970-4c0b-8fe0-9b46a3fd337b'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:26:28.669,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.0169,,,,,,,,,,,,,,,,2f3f5bb2-4499-4bf6-9b86-a93054c69aaa,2848,,"[78.7, 58.4]",69209,71,,,,-1.2279519,,Right Foot,,"[91.3, 23.1]",High Pass,,37.481327,,,,Xavier Hernández Creus,20131.0,,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,151,Barcelona,217,['56a62778-c39e-44a7-866b-8bafaa86927a'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:26:32.585,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.8137,,,,,,,,,,,,,,,,a755346a-5e73-4606-be63-f0948a7b1990,2851,,"[91.5, 22.2]",69209,71,,,,0.9844801,,Right Foot,,"[100.6, 35.9]",Ground Pass,,16.446884,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,151,Barcelona,217,"['1fc3ebf2-7aa8-4686-9f28-f1a18f88d554', '53f6153b-c3ca-4fea-9cf7-28596397cd6a']",35,,,,,,,,,,,,,,,,,Barcelona,217,00:26:35.868,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.267017,,,,,,,,,,,,,,,,30f6fd1a-6b59-45ec-b079-d8c59e2b0197,2857,,"[27.7, 27.6]",69209,71,,,,0.71883,,Head,,"[30.9, 30.4]",Low Pass,,4.2520585,,,,Mehdi Lacen,6745.0,,,,,,Recovery,2,Regular Play,László Sepsi,26597.0,Left Wing,152,Racing Santander,1217,['0430dfe4-7eab-47bc-8456-19b73f062a4f'],41,,,,,,,,,,,,,,,,,Racing Santander,1217,00:26:41.017,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.962392,,,,,,,,,,,,,,,,6837ea61-dc96-4c6c-b685-8fcd5474261a,2861,,"[34.3, 30.4]",69209,71,,,,-1.0579072,,Left Foot,,"[45.0, 11.4]",Ground Pass,,21.805733,,,,Mohamed Gasana Tchité,26490.0,,,,,,,2,Regular Play,Mehdi Lacen,6745.0,Right Center Midfield,152,Racing Santander,1217,"['66ab5490-c570-4bf7-8b2e-931a703aebe5', '8c3567dc-f9d4-479e-80f9-42f52cec4cb3']",42,,,,,,,,,,,,,,,,,Racing Santander,1217,00:26:42.335,Pass,True,2008/2009
,,,,,,,,,,,,,,,,0.7266,,,,,,,,,,,,,,,,4eefb038-f8e5-48c5-8690-c1af982d8b0a,2864,,"[45.4, 11.9]",69209,71,,,,-2.6571147,,Right Foot,,"[39.7, 8.9]",Ground Pass,,6.441273,,,,László Sepsi,26597.0,,,,,,,2,Regular Play,Mohamed Gasana Tchité,26490.0,Center Attacking Midfield,152,Racing Santander,1217,['94147fb7-1b53-443b-abb5-b7db8aa4d183'],44,,,,,,,,,,,,,,,,,Racing Santander,1217,00:26:44.337,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.481,,,,,,,,,,,,,,,,0dfe08dd-d37f-4e57-b2f9-d46cb2cce5c0,2867,,"[39.7, 8.9]",69209,71,,,,0.92476034,,Left Foot,,"[49.2, 21.5]",Ground Pass,,15.78005,,Incomplete,,Nikola Žigić,26074.0,,,,,,,2,Regular Play,László Sepsi,26597.0,Left Wing,152,Racing Santander,1217,"['9eb641f4-3379-47af-9a69-4b98ae0bbb3f', 'd9209b9a-8766-4398-a786-c584e0aa3515']",45,,,,,,,,,,,,,,,,,Racing Santander,1217,00:26:45.144,Pass,,2008/2009
,,,,,,,,,,,,,,,,3.3929,,,,,,,,,,,,,,,,54935597-e4ac-46c4-b178-1dbbfc64bb6a,2870,,"[76.7, 0.1]",69209,72,True,,,0.24010462,,,,"[105.7, 7.2]",High Pass,,29.85649,,Incomplete,,Nikola Žigić,26074.0,,,,,,Throw-in,2,From Throw In,Ivan Marcano Sierra,13157.0,Left Back,153,Racing Santander,1217,"['6f0f727c-2f4d-45ed-9001-fec9c81bb43a', 'ee0ecc6a-8383-4c7f-a952-280673fdd1c5']",7,,,,,,,,,,,,,,,,,Racing Santander,1217,00:27:07.617,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.2116,,,,,,,,,,,,,,,,32129f2f-6e23-49db-9e72-3eb6bf46dab3,2875,,"[42.8, 80.0]",69209,72,,,,-0.1905181,,,,"[56.8, 77.3]",High Pass,,14.25798,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Throw-in,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,154,Barcelona,217,['a36fa7ce-89bd-4dff-9fd3-086320914c3f'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:27:26.565,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.2495,,,,,,,,,,,,,,,,f6e1191c-40f9-4b21-a627-7bd6cd5691d0,2877,,"[55.8, 77.7]",69209,72,,,,-3.0299892,,Head,,"[44.2, 76.4]",Low Pass,,11.672618,,,,Daniel Alves da Silva,4324.0,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,154,Barcelona,217,['70f90f94-8b24-40c3-9eca-c0546563a550'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:27:27.816,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.991157,,,,,,,,,,,,,,,,604453a7-a2cc-446e-93bc-c8fbd66e0428,2880,,"[42.6, 77.7]",69209,72,,,,0.09275632,,Right Foot,,"[51.2, 78.5]",Ground Pass,,8.637129,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,154,Barcelona,217,['a3affefc-9e1d-430d-93a1-50f7443417cd'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:27:30.392,Pass,,2008/2009
