50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,0.8633,,,,,,,,,,,,,45b70d50-04b1-4f3a-aa93-18d767b9ae29,922,,"[64.8, 27.1]",70293,22,,,,,1.1767085,,Right Foot,,,"[69.0, 37.2]",,Ground Pass,,10.938464,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,40,Barcelona,217,['4f8c843b-eedd-4e3e-b23d-eca1b04a1c29'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:16.705,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,0.5504,,,,,,,,,,,,,c1e41aff-45f4-4412-a2ad-46e10c57cc49,925,,"[67.8, 37.2]",70293,22,,,,,-1.8382071,,Right Foot,,,"[65.8, 29.9]",,Ground Pass,,7.569016,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,40,Barcelona,217,['617ca4bc-6019-451d-acf9-aa0d92b61374'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:17.609,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.0638,,,,,,,,,,,,,7999bbb7-4d39-40a5-8149-6483e4cfa986,928,,"[73.1, 41.4]",70293,22,,,,,2.8797073,,Left Foot,,,"[63.4, 44.0]",,Ground Pass,,10.04241,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,40,Barcelona,217,['e803d570-c635-4ba7-bfea-00c66647e68d'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:20.017,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.1326,,,,,,,,,,,,,ec92f3b2-4898-458e-b86e-4293399edcba,931,,"[63.4, 44.0]",70293,22,,,,,-1.2635375,,Right Foot,,,"[66.7, 33.6]",,Ground Pass,,10.911004,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,40,Barcelona,217,['5c3f8417-f8e3-4ff9-a25a-446ead9d9a80'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:21.121,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,0.8796,,,,,,,,,,,,,4230360d-30c8-4b06-b032-f8279d774e95,934,,"[72.2, 31.3]",70293,22,,,,,-0.3142319,,Right Foot,,,"[92.2, 24.8]",,Ground Pass,,21.029741,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,40,Barcelona,217,['24532862-d603-49f2-8ef6-738e50894472'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:24.538,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,3.908,,,,,,,,,,,,,55b6a387-5450-4456-b375-3c77a1d131b0,939,,"[4.8, 55.3]",70293,22,,True,,,-0.49969757,,Drop Kick,,,"[64.7, 22.6]",,High Pass,,68.244415,,Incomplete,,,,,,,,,,1,Regular Play,Diego López Rodríguez,6768.0,Goalkeeper,40,Barcelona,217,['caeb451f-e3f2-4d74-a9cf-d4d4b0cab689'],47,,,,,,,,,,,,,,,,,,Real Madrid,220,00:22:47.500,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,0.9551,,,,,,,,,,,,,f3333753-e761-49f8-9ea0-70c4e911e777,941,,"[50.6, 59.4]",70293,22,,,,,-1.8096275,,Left Foot,,,"[47.8, 47.9]",,Ground Pass,,11.835962,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,41,Barcelona,217,['1c5841ef-9fe2-411e-bdd7-724f5e0d5c55'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:53.312,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.6416,,,,,,,,,,,,,8d995ef9-0fa3-457f-b6d3-d43a0be162f3,944,,"[47.3, 41.9]",70293,22,,,,,2.2339993,,Right Foot,,,"[42.3, 48.3]",,Ground Pass,,8.121576,,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,41,Barcelona,217,['b4013517-1d62-4e81-bd66-dd1856496df0'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:58.032,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,0.6521,,,,,,,,,,,,,ea18650b-00d9-436a-9399-f4f158c58032,947,,"[42.5, 48.3]",70293,22,,,,,-1.5120405,,Right Foot,,,"[43.0, 39.8]",,Ground Pass,,8.514693,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,41,Barcelona,217,['4d66f037-901e-45e4-9dfa-0b3f58574ecf'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:59.714,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,0.8013,,,,,,,,,,,,,83201f98-54f7-4855-9a09-d20b80b94fcd,950,,"[43.0, 39.8]",70293,23,,,,,1.7429872,,Right Foot,,,"[41.4, 49.0]",,Low Pass,,9.338094,,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,41,Barcelona,217,['314a57ff-0a19-4fa1-9c39-5482896d4b01'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:00.420,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,4.7396,,,,,,,,,,,,,9466277f-8e21-4060-868f-7d827ad6c669,953,,"[49.6, 47.1]",70293,23,,,,,-0.62667274,,Right Foot,,,"[114.1, 0.4]",,High Pass,,79.63128,,Out,,Neymar da Silva Santos Junior,4320.0,,,True,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,41,Barcelona,217,['c706c9f8-ea34-492e-a4a1-443d4dcb1581'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:03.879,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,2.414,,,,,,,,,,,,,f3b260c0-c1eb-43bd-8c40-cc0e6d219bbe,955,,"[13.1, 80.0]",70293,23,,True,,,-0.059998572,,,,,"[41.4, 78.3]",,High Pass,,28.351013,,Incomplete,,,,,,,,,Throw-in,1,From Throw In,Daniel Carvajal Ramos,5721.0,Right Back,42,Real Madrid,220,['4a77927a-e2cd-40e6-baa3-bc262edfc716'],21,,,,,,,,,,,,,,,,,,Real Madrid,220,00:23:21.269,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,0.8308,,,,,,,,,,,,,8039ea00-939b-4a1a-9a13-44b75ff63d49,958,,"[78.2, 3.2]",70293,23,,,,,2.6374266,,Right Foot,,,"[72.4, 6.4]",,Ground Pass,,6.624198,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Back,43,Barcelona,217,"['6f8bd412-71ee-4c2c-99e5-18dd013f0228', '76dfc908-e504-4117-83b2-8770626e8031']",24,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:24.341,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,,,0.6921,,,,,,,,,,,,,0af13bd0-b028-49fc-81a9-612608ad12ab,961,,"[71.8, 6.6]",70293,23,,,,,0.7853982,,Right Foot,,,"[77.3, 12.1]",,Ground Pass,,7.7781744,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,43,Barcelona,217,['c8b7dc2b-46cb-415e-a424-76913977748e'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:25.212,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,0.7934,,,,,,,,,,,,,88344760-0aae-44d1-9675-61a10843e15d,964,,"[77.3, 20.2]",70293,23,,,,,2.3872404,,Right Foot,,,"[69.0, 28.0]",,Ground Pass,,11.389908,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,43,Barcelona,217,['62210434-25a8-4db1-93cf-4f4508695a99'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:27.097,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,0.8649,,,,,,,,,,,,,6744b7c6-60b3-40ca-b143-3eb86c1c60a6,967,,"[61.6, 33.4]",70293,23,,,,,0.71783197,,Right Foot,,,"[68.7, 39.6]",,Ground Pass,,9.426028,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,43,Barcelona,217,['ded55a7f-28e3-404a-b9ac-7d5ff1532e78'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:29.402,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.6882,,,,,,,,,,,,,2fd2ccc8-ba71-4ffa-a30f-c241686643c3,970,,"[71.1, 31.5]",70293,23,,,,,-0.360566,,Left Foot,,,"[95.5, 22.3]",,High Pass,,26.076809,,Incomplete,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,43,Barcelona,217,"['542f0834-bb79-4eb0-aadc-e32cff232cbf', '91c1b97f-3b54-4d6e-b4f6-96bc8e78a8cd']",32,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:32.910,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,2.200363,,,,,,,,,,,,,ca8bfe1f-403c-43b7-8daa-5b93b8a5df4e,983,,"[58.7, 35.4]",70293,23,,,,,-1.2641675,,Left Foot,,,"[68.8, 3.5]",,High Pass,,33.460724,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,,1,Regular Play,Ángel Fabián Di María Hernández,2995.0,Right Wing,44,Real Madrid,220,"['1c56396b-a8d1-4ae5-97f7-1dea64aa7940', '57b903c6-57f8-457e-8b9f-b84baf504f28']",44,,,,,,,,,,,,,,,,,,Real Madrid,220,00:23:44.103,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,,,0.84532,,,,,,,,,,,,,d4bcc502-deed-4733-b87d-93a7870e4b27,986,,"[65.6, 5.1]",70293,23,,,,,1.6070124,,Left Foot,,,"[65.1, 18.9]",,Ground Pass,,13.809055,,,,Ángel Fabián Di María Hernández,2995.0,,,,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,44,Real Madrid,220,['1962bce5-49ed-4870-bdc7-ab173f06bfc2'],48,,,,,,,,,,,,,,,,,,Real Madrid,220,00:23:48.265,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,0.98445,,,,,,,,,,,,,d5174dcc-e396-4f6e-8d84-51f4e89988bc,989,,"[65.1, 18.9]",70293,23,,,,,-2.4353936,,Left Foot,,,"[58.3, 13.1]",,Ground Pass,,8.937561,,,,Luka Modrić,5463.0,,,,,,,1,Regular Play,Ángel Fabián Di María Hernández,2995.0,Right Wing,44,Real Madrid,220,['018152ab-6947-4d2f-a72c-043716226cf7'],49,,,,,,,,,,,,,,,,,,Real Madrid,220,00:23:49.271,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.20734,,,,,,,,,,,,,ff687f59-afda-42cd-97cf-9f3cc0c38c4b,993,,"[58.3, 22.1]",70293,23,,,,,1.6325732,,Right Foot,,,"[57.1, 41.5]",,Ground Pass,,19.437078,,,,Sergio Ramos García,5201.0,,,,,,,1,Regular Play,Luka Modrić,5463.0,Left Center Midfield,44,Real Madrid,220,"['24b244e2-aa98-45bb-baee-18b20bd9bf3c', '3aae7e3e-fd2e-4514-bdfd-aaf9d0b8a3d0']",52,,,,,,,,,,,,,,,,,,Real Madrid,220,00:23:52.465,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,,,1.479263,,,,,,,,,,,,,52fee6bb-9efb-41c1-b176-372a29158910,997,,"[57.1, 46.5]",70293,23,,,,,0.7818646,,Right Foot,,,"[71.3, 60.6]",,Ground Pass,,20.011248,,,,Gareth Frank Bale,6399.0,,,,,,,1,Regular Play,Sergio Ramos García,5201.0,Center Defensive Midfield,44,Real Madrid,220,"['b5bc5afd-f394-4f5a-86b1-f12d6be2c145', 'b7a0e66b-f322-4d9d-9f18-609affeda339']",54,,,,,,,,,,,,,,,,,,Real Madrid,220,00:23:54.981,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,,,1.973374,,,,,,,,,,,,,19088bca-8d56-4a49-b334-1faf7f42479c,1005,,"[71.1, 66.1]",70293,24,,,,,-3.115003,,Right Foot,,,"[52.3, 65.6]",,Ground Pass,,18.806648,,,,Raphaël Varane,5485.0,,,,,,Interception,1,Regular Play,Sergio Ramos García,5201.0,Center Defensive Midfield,44,Real Madrid,220,['fc8421ea-5d30-4e54-93d1-9a4d60cc7125'],3,,,,,,,,,,,,,,,,,,Real Madrid,220,00:24:03.182,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.538328,,,,,,,,,,,,,56e799fd-b14a-488f-afc3-8112165f275b,1008,,"[52.2, 66.8]",70293,24,,,,,-1.3347162,,Right Foot,,,"[57.3, 45.6]",,Ground Pass,,21.804815,,,,Luka Modrić,5463.0,,,,,,,1,Regular Play,Raphaël Varane,5485.0,Right Center Back,44,Real Madrid,220,['f5b78714-4efe-4f30-9a53-9d78644d9af3'],5,,,,,,,,,,,,,,,,,,Real Madrid,220,00:24:05.866,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.77928,,,,,,,,,,,,,aee89713-fbbc-47b1-8018-d7e9d84cc82c,1011,,"[58.2, 46.3]",70293,24,,,,,0.62510854,,Right Foot,,,"[77.6, 60.3]",,High Pass,,23.924046,,,,Gareth Frank Bale,6399.0,,,,,,,1,Regular Play,Luka Modrić,5463.0,Left Center Midfield,44,Real Madrid,220,['b237ea8d-0f30-4812-b56a-221ad0d786c3'],10,,,,,,,,,,,,,,,,,,Real Madrid,220,00:24:10.055,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.112467,,,,,,,,,,,,,0dd7661c-c098-4992-a613-45aefaa35cd4,1014,,"[77.6, 60.3]",70293,24,,,,,2.927532,,Left Foot,,,"[66.1, 62.8]",,Ground Pass,,11.768602,,,,Sergio Ramos García,5201.0,,,,,,,1,Regular Play,Gareth Frank Bale,6399.0,Center Forward,44,Real Madrid,220,['018a8053-296b-4179-959a-318c634ad77c'],12,,,,,,,,,,,,,,,,,,Real Madrid,220,00:24:12.543,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.174305,,,,,,,,,,,,,9fb7e995-a630-427a-a0c3-af668de72684,1017,,"[66.1, 62.8]",70293,24,,,,,-1.8523675,,Right Foot,,,"[62.6, 50.7]",,Ground Pass,,12.596031,,,,Luka Modrić,5463.0,,,,,,,1,Regular Play,Sergio Ramos García,5201.0,Center Defensive Midfield,44,Real Madrid,220,['9ef37227-00eb-47c1-9e8c-a4442c162feb'],15,,,,,,,,,,,,,,,,,,Real Madrid,220,00:24:15.367,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.033402,,,,,,,,,,,,,34a464b8-3a13-4e5e-b880-b721ee9ec3d5,1020,,"[62.6, 50.9]",70293,24,,,,,-0.8288491,,Right Foot,,,"[78.0, 34.1]",,Ground Pass,,22.790348,,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,,1,Regular Play,Luka Modrić,5463.0,Left Center Midfield,44,Real Madrid,220,['446cd1bb-a41e-43e0-ae2d-17bf77103a6f'],17,,,,,,,,,,,,,,,,,,Real Madrid,220,00:24:17.836,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,3.472305,,,,,,,,,,,,,e697612b-3297-433f-a463-8d10e2260604,1024,,"[76.9, 35.9]",70293,24,,,,,3.083964,,Left Foot,,,"[40.5, 38.0]",,Ground Pass,,36.460526,,,,Raphaël Varane,5485.0,,,,,,,1,Regular Play,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Wing,44,Real Madrid,220,"['a8d7544c-6d93-4573-9f91-d4fa3283ac8d', 'f525a3a2-2b50-4447-99b2-29d7155aeaa7']",19,,,,,,,,,,,,,,,,,,Real Madrid,220,00:24:19.265,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,,,1.398482,,,,,,,,,,,,,acad2770-badf-4426-a0b4-b4b7c7cc9242,1027,,"[40.5, 38.2]",70293,24,,,,,-1.0997688,,Left Foot,,,"[51.5, 16.6]",,Ground Pass,,24.239637,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,,1,Regular Play,Raphaël Varane,5485.0,Right Center Back,44,Real Madrid,220,['2870f6b0-5e93-40fb-a0d8-ae32f6414227'],23,,,,,,,,,,,,,,,,,,Real Madrid,220,00:24:23.004,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.356745,,,,,,,,,,,,,80433f28-d2d0-4cf4-8dd6-7268c8fd7d8c,1030,,"[51.5, 18.2]",70293,24,,,,,1.2099595,,Right Foot,,,"[55.5, 28.8]",,Ground Pass,,11.329607,,,,Luka Modrić,5463.0,,,,,,,1,Regular Play,Kléper Laveran Lima Ferreira,20016.0,Left Center Back,44,Real Madrid,220,['7ffb54ed-9d64-41a8-ae41-a2279acfc9f2'],26,,,,,,,,,,,,,,,,,,Real Madrid,220,00:24:26.039,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,2.013,,,,,,,,,,,,,3a8c79ec-7d31-42fc-8232-132d01b6ecbe,1033,,"[54.5, 28.8]",70293,24,,,,,0.73625743,,Right Foot,,,"[76.9, 49.1]",,High Pass,,30.229952,,,,Gareth Frank Bale,6399.0,,,,,,,1,Regular Play,Luka Modrić,5463.0,Left Center Midfield,44,Real Madrid,220,['8a76745c-c291-4832-b211-316ab4321a3c'],29,,,,,,,,,,,,,,,,,,Real Madrid,220,00:24:29.246,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.357198,,,,,,,,,,,,,d9c5500e-3648-4e5d-afec-d8e58b1638e8,1036,,"[76.9, 49.5]",70293,24,,,,,2.3847582,,Right Foot,,,"[67.9, 58.0]",,Low Pass,,12.379418,,,,Sergio Ramos García,5201.0,,,,,,,1,Regular Play,Gareth Frank Bale,6399.0,Center Forward,44,Real Madrid,220,['444f572e-1c6d-4e40-89bb-5baea9a5a00f'],31,,,,,,,,,,,,,,,,,,Real Madrid,220,00:24:31.293,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.738981,,,,,,,,,,,,,4dceec5e-4c6f-426e-904c-97039799ad0c,1040,,"[67.7, 59.4]",70293,24,,,,,0.9691427,,Right Foot,,,"[76.9, 72.8]",,Low Pass,,16.25423,,,,Sami Khedira,5566.0,,,,,,,1,Regular Play,Sergio Ramos García,5201.0,Center Defensive Midfield,44,Real Madrid,220,"['292dd594-7bcd-4d22-9515-3ac460f13c11', '76703fe8-e006-4d6b-bbb9-13523a757052']",32,,,,,,,,,,,,,,,,,,Real Madrid,220,00:24:32.878,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,,,0.2658,,,,,,,,,,,,,231b6f73-e205-4f29-8e40-7d7aab77ff0c,1043,,"[77.3, 75.0]",70293,24,,,,,-1.4352686,,Right Foot,,,"[77.6, 72.8]",,Low Pass,,2.2203603,,Incomplete,,Gareth Frank Bale,6399.0,,,,,,,1,Regular Play,Sami Khedira,5566.0,Right Center Midfield,44,Real Madrid,220,"['21cb0d20-dfdb-459d-bf97-2530ce13bc97', '766da91b-9dac-4d12-8bd6-1a9cabfdebd8']",35,,,,,,,,,,,,,,,,,,Real Madrid,220,00:24:35.139,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,0.661717,,,,,,,,,,,,,5bdcad1a-211e-4caf-9e6e-0722f7dd259d,1047,,"[62.9, 78.7]",70293,24,,,,,-0.38460472,,Head,,,"[71.3, 75.3]",,High Pass,,9.062009,,,,Sami Khedira,5566.0,,,,,,Recovery,1,Regular Play,Daniel Carvajal Ramos,5721.0,Right Back,44,Real Madrid,220,"['c30653ca-eabb-4e68-82ab-48d4d1f39d9b', 'd1286981-0b7f-4683-a82a-8ea77bd81e14']",38,,,,,,,,,,,,,,,,,,Real Madrid,220,00:24:38.123,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,,,0.55654,,,,,,,,,,,,,fa210d09-73f6-4386-a01f-6c80ef7552a8,1049,,"[71.3, 75.3]",70293,24,,,,,-2.4825027,,Head,,,"[64.2, 69.8]",,High Pass,,8.9810915,,,,Sergio Ramos García,5201.0,,,,,,,1,Regular Play,Sami Khedira,5566.0,Right Center Midfield,44,Real Madrid,220,['4d8886c0-85e5-4f58-bc00-37072610c1a8'],39,,,,,,,,,,,,,,,,,,Real Madrid,220,00:24:39.000,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.275838,,,,,,,,,,,,,28744824-24bf-46ec-8342-11f45b311d48,1053,,"[64.2, 67.7]",70293,24,,,,,-2.4301336,,Left Foot,,,"[49.7, 55.2]",,Ground Pass,,19.14419,,,,Raphaël Varane,5485.0,,,,,,,1,Regular Play,Sergio Ramos García,5201.0,Center Defensive Midfield,44,Real Madrid,220,"['2d2b5114-5da1-4494-8e74-0502463ce788', 'e77d40fd-5b49-4c99-9921-6ad05787982a']",40,,,,,,,,,,,,,,,,,,Real Madrid,220,00:24:40.744,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,,,1.208976,,,,,,,,,,,,,e0d11be1-4c19-49ad-ac96-e96c6e44cab4,1056,,"[49.7, 55.2]",70293,24,,,,,-1.5590322,,Right Foot,,,"[50.0, 29.7]",,Ground Pass,,25.501764,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,,1,Regular Play,Raphaël Varane,5485.0,Right Center Back,44,Real Madrid,220,['51babb80-0969-4c9f-8e93-314dcf606d92'],43,,,,,,,,,,,,,,,,,,Real Madrid,220,00:24:43.246,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.448548,,,,,,,,,,,,,b3b1379d-11e6-4405-93dd-279b50345f1f,1059,,"[57.8, 23.0]",70293,24,,,,,-0.6485957,,Right Foot,,,"[79.7, 6.4]",,Ground Pass,,27.480356,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,,1,Regular Play,Kléper Laveran Lima Ferreira,20016.0,Left Center Back,44,Real Madrid,220,['4e2c1101-476c-4cd2-a675-4d53178def3c'],45,,,,,,,,,,,,,,,,,,Real Madrid,220,00:24:45.913,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,0.876331,,,,,,,,,,,,,c249e64d-471e-45b9-af13-1a8bf38208ed,1062,,"[84.7, 9.6]",70293,24,,,,,2.1919725,,Left Foot,,,"[77.4, 19.8]",,Ground Pass,,12.543125,,,,Ángel Fabián Di María Hernández,2995.0,,,,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,44,Real Madrid,220,['3a21f1e7-9bc7-4ace-a522-a0d28710299a'],50,,,,,,,,,,,,,,,,,,Real Madrid,220,00:24:50.452,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,2.756083,,,,,,,,,,,,,59b68ce0-038b-4f42-a339-ec3a76f3ff4d,1068,,"[79.0, 17.7]",70293,24,,,,,-0.18126793,,Left Foot,,,"[110.1, 12.0]",,Ground Pass,,31.618032,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,,1,Regular Play,Ángel Fabián Di María Hernández,2995.0,Right Wing,44,Real Madrid,220,['73d1e8eb-30ba-4e5d-8f62-26643faeef5b'],53,,,,,,,,,,,,,,,,,,Real Madrid,220,00:24:53.192,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.173694,,,,,,,,,,,,,09fb0f13-1774-4275-a84e-d54eb555dd7f,1074,,"[112.8, 1.0]",70293,25,,,,,2.3148956,,,,,"[107.0, 7.3]",,Low Pass,,8.563293,,,,Ángel Fabián Di María Hernández,2995.0,,,,,,Throw-in,1,From Throw In,Marcelo Vieira da Silva Júnior,5552.0,Left Back,45,Real Madrid,220,['49091e78-14a6-4296-99e0-516b94415c36'],4,,,,,,,,,,,,,,,,,,Real Madrid,220,00:25:04.930,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.110491,,,,,,,,,,,,,64762e0c-ad06-4a12-a94a-c3da3eb0d3c1,1078,,"[97.6, 7.8]",70293,25,,,,,2.6487563,,Right Foot,,,"[86.8, 13.6]",,Ground Pass,,12.258874,,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,,1,From Throw In,Ángel Fabián Di María Hernández,2995.0,Right Wing,45,Real Madrid,220,"['47a5990c-40ed-435e-bf64-66074e766bce', 'f998cfb1-98c5-4eac-a138-d94c9cb12cda']",8,,,,,,,,,,,,,,,,,,Real Madrid,220,00:25:08.710,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,,,1.211,,,,,,,,,,,,,350a821c-6e3d-4cc0-aa59-720df6e251f4,1082,,"[87.9, 12.6]",70293,25,,,,,1.6585702,,Right Foot,,,"[86.8, 25.1]",,Ground Pass,,12.548306,,Incomplete,,Sergio Ramos García,5201.0,,,,,,,1,From Throw In,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Wing,45,Real Madrid,220,"['063c0b1e-b494-4668-874d-fa88c16271e3', '39fb4031-a0c8-4a57-b131-27bc57aa4da2', '57ba038e-f694-4c44-992e-ee3cec4ed7c0']",10,,,,,,,,,,,,,,,,,,Real Madrid,220,00:25:10.467,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,,,0.7876,,,,,,,,,,,,,39fb4031-a0c8-4a57-b131-27bc57aa4da2,1084,,"[34.2, 55.9]",70293,25,,,,,0.5380442,,Right Foot,,,"[40.4, 59.6]",,Ground Pass,,7.220111,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Recovery,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,46,Barcelona,217,"['350a821c-6e3d-4cc0-aa59-720df6e251f4', '946b5ff6-8b87-435b-b3ba-c486ad70b4fc']",11,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:11.678,Pass,,2013/2014
