ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bb1e1354-5242-4f5a-b080-f5cc410cb4b4,1,,,303600,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6374, 'name': 'Nélson Cabral Semedo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 8206, 'name': 'Arturo Erasmo Vidal Pardo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 30756, 'name': 'Anssumane Fati'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 31}, {'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2019/2020
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ef2c4361-fc15-4d99-9622-b12e3fe0b951,2,,,303600,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 11302, 'name': 'Jordi Masip López'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 22020, 'name': 'Joaquín Fernández Moreno'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 11304, 'name': 'Francisco José Olivas Alba'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 17520, 'name': 'Federico Barba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 11292, 'name': 'Pedro Antonio Porro Sauceda'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 11298, 'name': 'José Ignacio Martínez García'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 22}, {'player': {'id': 11301, 'name': 'Miguel Alfonso Herrero Javaloyas'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 11303, 'name': 'Anuar Mohamed Tuhami'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 11296, 'name': 'Óscar Plano Pedreño'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 17027, 'name': 'Sergio Guardiola Navarro'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 24777, 'name': 'Waldo Rubio Martín'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 23}]}",Real Valladolid,901,00:00:00.000,Starting XI,,2019/2020
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b95f6181-2899-4a04-b917-24c7d28f20d0,3,,,303600,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['cd5db666-b59b-4f58-86e4-c21d2f2cc8f6'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cd5db666-b59b-4f58-86e4-c21d2f2cc8f6,4,,,303600,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['b95f6181-2899-4a04-b917-24c7d28f20d0'],0,,,,,,,,,,,,,,,,,,Real Valladolid,901,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,38a14d68-dbf8-45e9-84ec-d6b77b7aa200,1805,,,303600,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,82,Barcelona,217,['b3353d10-c5bf-4a5e-a0c5-3061bbda79ad'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b3353d10-c5bf-4a5e-a0c5-3061bbda79ad,1806,,,303600,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,82,Barcelona,217,['38a14d68-dbf8-45e9-84ec-d6b77b7aa200'],0,,,,,,,,,,,,,,,,,,Real Valladolid,901,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,1.075235,,,,,,,,,,,,,ca99845d-a31d-44c3-b966-46767198563e,5,,"[60.0, 40.0]",303600,0,,,,,-3.0852008,,Right Foot,,,,"[47.6, 39.3]",,Ground Pass,,12.419743,,,Sergio Busquets i Burgos,5203.0,,,,,Kick Off,1,From Kick Off,Luis Alberto Suárez Díaz,5246.0,Center Forward,2,Barcelona,217,['587e1b6d-2890-40bb-af70-54fbb1fb4d54'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.727,Pass,,2019/2020
,,,,,,,,,,,,,,,1.557106,,,,,,,,,,,,,68e18978-c49f-4aba-9a7b-1817a1ca0990,8,,"[48.0, 39.5]",303600,0,,,,,-1.5489657,,Right Foot,,,,"[48.5, 16.6]",,Ground Pass,,22.905458,,,Frenkie de Jong,8118.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['be4f5e32-57b2-4825-87eb-68344f5fa4a7'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:02.241,Pass,,2019/2020
,,,,,,,,,,,,,,,0.995859,,,,,,,,,,,,,2c293a0c-0bc4-4f80-a9e3-d4bde1873cfc,11,,"[48.9, 19.6]",303600,0,,,,,1.696346,,Right Foot,,,,"[47.6, 29.9]",,Ground Pass,,10.381715,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Frenkie de Jong,8118.0,Left Center Midfield,2,Barcelona,217,['a1bafb32-3499-4ee2-81c6-529974b66bea'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:05.032,Pass,,2019/2020
,,,,,,,,,,,,,,,1.11625,,,,,,,,,,,,,58760a9a-b1f4-4a03-83bf-f9bf00392daa,14,,"[48.0, 28.4]",303600,0,,,,,-1.6035714,,Right Foot,,,,"[47.2, 4.0]",,Ground Pass,,24.41311,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['a2fac68c-91bd-4882-9662-59ad4a610f4c'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:06.066,Pass,,2019/2020
