ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,1.438621,,,,,,,,,,,,,7e4eb83b-5fba-4595-9e7f-9e29084d09ed,17,,"[48.0, 3.6]",303600,0,,,,,0.23281382,,Left Foot,,,,"[57.7, 5.9]",,Ground Pass,,9.968952,,,Frenkie de Jong,8118.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['2fd85d1f-ceb5-47ca-8a70-c20896fa19c6'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:07.857,Pass,,2019/2020
,,,,,,,,,,,,,,,1.907585,,,,,,,,,,,,,ab827c5a-6513-48be-9be5-845d392ef656,20,,"[58.1, 5.9]",303600,0,,,,,2.613159,,Right Foot,,,,"[40.8, 16.0]",,Ground Pass,,20.032475,,,Clément Lenglet,6826.0,,,,,,1,From Kick Off,Frenkie de Jong,8118.0,Left Center Midfield,2,Barcelona,217,['ad42d0fa-ec71-43dc-bed5-656aca625ced'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:11.711,Pass,,2019/2020
,,,,,,,,,,,,,,,1.699512,,,,,,,,,,,,,986df311-aa45-4b22-84ee-890f2642ffc2,23,,"[41.6, 18.8]",303600,0,,,,,1.6873823,,Left Foot,,,,"[37.7, 52.1]",,Ground Pass,,33.5276,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Clément Lenglet,6826.0,Left Center Back,2,Barcelona,217,['3aa4c2bc-e80e-4573-a4f2-d5560186add4'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:14.751,Pass,,2019/2020
,,,,,,,,,,,,,,,1.086865,,,,,,,,,,,,,dcbc9f67-7833-4c4c-b91d-dad837394f2f,27,,"[50.6, 49.6]",303600,0,,,,,-1.9452503,,Right Foot,,,,"[40.5, 23.9]",,Ground Pass,,27.613403,,,Clément Lenglet,6826.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,"['05a0aac8-5dd4-4d4a-a5d2-eb5300a68dff', '7323ca0d-c352-415d-bb47-60a180564668']",21,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:21.090,Pass,True,2019/2020
,,,,,,,,,,,,,,,1.326214,,,,,,,,,,,,,693c2611-0fce-406f-91ea-b6583f092176,30,,"[42.3, 22.4]",303600,0,,,,,-0.95054686,,Left Foot,,,,"[55.3, 4.2]",,Ground Pass,,22.366045,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Clément Lenglet,6826.0,Left Center Back,2,Barcelona,217,['555e103c-0979-436e-9cf4-0cda77faae04'],23,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:23.333,Pass,,2019/2020
,,,,,,,,,,,,,,,0.658111,,,,,,,,,,,,,3a764315-6d07-40f7-966c-cf24e8783513,34,,"[73.5, 6.4]",303600,0,,,,,-0.5935427,,Left Foot,,,,"[81.8, 0.8]",,Ground Pass,,10.012492,,,Anssumane Fati,30756.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,"['5fe2f0e8-809e-43e9-ab7d-ea9a1fd5b7aa', '8459491c-8a80-4b61-8106-52fa3b228d92']",28,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:28.315,Pass,True,2019/2020
,,,,,,,,,,,,,,,0.512311,,,,,,,,,,,,,3cb64808-47db-498a-af29-38803c5bec31,37,,"[82.5, 0.4]",303600,0,,,,,1.849096,,Right Foot,,,,"[80.5, 7.4]",,Ground Pass,,7.28011,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Anssumane Fati,30756.0,Left Wing,2,Barcelona,217,['237cae81-9035-4334-9967-f0874dfce268'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.079,Pass,,2019/2020
,,,,,,,,,,,,,,,0.698232,,,,,,,,,,,,,d5664aa8-ca6f-43a7-862b-0c5b81d6eab8,40,,"[80.3, 7.2]",303600,0,,,,,-1.4583693,,Left Foot,,,,"[81.0, 1.0]",,Low Pass,,6.239391,,,Anssumane Fati,30756.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['e729220d-1d8d-45b3-aafa-d20831efe0f0'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.632,Pass,,2019/2020
,,,,,,,,,,,,,,,0.812831,,,,,,,,,,,,,0dc1aa05-a0f1-475c-a3f4-4bdaed2b0d3d,44,,"[78.6, 2.3]",303600,0,,,,,-2.886968,,Left Foot,,,,"[71.3, 0.4]",,Ground Pass,,7.543209,,,Frenkie de Jong,8118.0,,,,,,1,From Kick Off,Anssumane Fati,30756.0,Left Wing,2,Barcelona,217,['6e7daa38-3ed6-41c8-89e4-7248b0ff3dd0'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:32.666,Pass,,2019/2020
,,,,,,,,,,,,,,,1.85564,,,,,,,,,,,,,99deac89-14d3-4f58-b74f-9c3eb3f00167,48,,"[69.6, 0.8]",303600,0,,,,,2.9916475,,Right Foot,,,,"[55.7, 2.9]",,Ground Pass,,14.057738,,,Clément Lenglet,6826.0,,,,,,1,From Kick Off,Frenkie de Jong,8118.0,Left Center Midfield,2,Barcelona,217,"['559b4e12-e58a-4634-82a4-164c6b0ad3ef', 'e736a872-c041-4c4d-9066-77e6e6b07286']",33,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:33.965,Pass,True,2019/2020
,,,,,,,,,,,,,,,1.329523,,,,,,,,,,,,,934ff26a-4ee2-4b30-b202-e909edaf9a5c,51,,"[54.9, 4.9]",303600,0,,,,,-0.30472058,,Right Foot,,,,"[67.3, 1.0]",,Ground Pass,,12.998846,,,Frenkie de Jong,8118.0,,,,,,1,From Kick Off,Clément Lenglet,6826.0,Left Center Back,2,Barcelona,217,['6acc499c-fc20-46a4-8dba-218a35c7accd'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.915,Pass,,2019/2020
,,,,,,,,,,,,,,,1.261738,,,,,,,,,,,,,b6bca971-73f5-4763-800b-f23b3e738ab0,54,,"[76.3, 3.4]",303600,0,,,,,-0.3752708,,Right Foot,,,,"[82.9, 0.8]",,Ground Pass,,7.093659,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Frenkie de Jong,8118.0,Left Center Midfield,2,Barcelona,217,['307839d0-4370-4da7-92b9-4f40b2d3fde0'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.138,Pass,,2019/2020
,,,,,,,,,,,,,,,0.6142,,,,,,,,,,,,,0b1b25d6-4acf-4419-9e11-1bab9de85ade,65,,"[85.7, 7.6]",303600,0,,,,,3.0951145,,Left Foot,,,,"[81.4, 7.8]",,Ground Pass,,4.304649,,,Anssumane Fati,30756.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['5142e34c-8f74-44bf-8cde-de6e6fbc3a35'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:45.165,Pass,,2019/2020
,,,,,,,,,,,,,,,0.597274,,,,,,,,,,,,,aeb1eb7c-4111-4302-b9b6-b40258c5d65f,68,,"[81.4, 7.8]",303600,0,,,,,1.3644724,,Right Foot,,,,"[82.3, 12.1]",,Ground Pass,,4.3931766,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Anssumane Fati,30756.0,Left Wing,2,Barcelona,217,['d39263ea-ba81-4019-95ea-381f9ff0f579'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:45.820,Pass,,2019/2020
,,,,,,,,,,,,,,,1.004573,,,,,,,,,,,,,2f9b0d33-f60f-4ab9-88d3-9cf71b89955b,72,,"[87.2, 11.1]",303600,0,,,,,2.6246622,,Left Foot,,,,"[72.6, 19.4]",,Ground Pass,,16.794344,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['565c34d2-3c23-4236-b629-9418d65ef81f'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:46.772,Pass,,2019/2020
,,,,,,,,,,,,,,,1.891349,,,,,,,,,,,,,27ab5076-471b-42f7-b576-06d0c393a40d,75,,"[70.3, 21.1]",303600,0,,,,,1.5271223,,Right Foot,,,,"[72.0, 60.0]",,Low Pass,,38.93713,,,Nélson Cabral Semedo,6374.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['e776c3df-1128-4217-a10a-1243a68a6974'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:49.081,Pass,,2019/2020
,,,,,,,,,,,,,,,1.51597,,,,,,,,,,,,,8b617a2e-bf3a-4dba-9873-7102032d4131,79,,"[72.4, 62.2]",303600,0,,,,,-2.6296928,,Right Foot,,,,"[53.0, 51.3]",,Ground Pass,,22.252415,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Nélson Cabral Semedo,6374.0,Right Back,2,Barcelona,217,"['8398d332-2627-4bfc-b74b-1d0a39618ccc', 'a177efa8-0b81-4b9a-91d1-3003bda349ef']",51,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.943,Pass,True,2019/2020
,,,,,,,,,,,,,,,1.469738,,,,,,,,,,,,,4bbcf012-7c0a-4b70-9cdc-4fb0a937cd40,83,,"[58.3, 41.4]",303600,0,,,,,-1.1805689,,Right Foot,,,,"[69.2, 14.9]",,Ground Pass,,28.654144,,,Frenkie de Jong,8118.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,"['1cb1860e-43f0-4aa5-aea5-60d24eebece5', 'cfd288c7-4003-49fa-8ebe-4258a22739bc']",56,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.140,Pass,True,2019/2020
,,,,,,,,,,,,,,,1.355764,,,,,,,,,,,,,5c1444a7-e3bb-46dc-aaa1-d99ae8408b42,86,,"[72.6, 16.6]",303600,0,,,,,-0.9370629,,Right Foot,,,,"[82.3, 3.4]",,Ground Pass,,16.380781,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Frenkie de Jong,8118.0,Left Center Midfield,2,Barcelona,217,['0d4d0c53-13d9-4746-b80c-1d5ca4e50b2b'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.536,Pass,,2019/2020
,,,,,,,,,,,,,,,1.286513,,,,,,,,,,,,,a4ca5fad-002b-4a47-b6b1-cfc890670e9e,89,,"[85.0, 3.8]",303600,1,,,,,-0.293589,,Right Foot,,,,"[93.6, 1.2]",,Ground Pass,,8.984431,,,Anssumane Fati,30756.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['9b4c62c9-701a-4f11-bba3-009cdb28672e'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:00.610,Pass,,2019/2020
,,,,,,,,,,,,,,,1.202015,,,,,,,,,,,,,4ba8c0d8-b8d3-4036-8688-4fdd6c26090e,92,,"[93.0, 1.6]",303600,1,,,,,2.8049178,,Right Foot,,,,"[85.0, 4.4]",,Ground Pass,,8.475848,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Anssumane Fati,30756.0,Left Wing,2,Barcelona,217,['4cbbde14-a4fd-4a1b-83e0-d5d25883c85b'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:02.939,Pass,,2019/2020
,,,,,,,,,,,,,,,0.674125,,,,,,,,,,,,,5bc93d97-81d1-451f-a060-841869454525,95,,"[85.0, 5.7]",303600,1,,,,,1.1595026,,Left Foot,,,,"[89.1, 15.1]",,Ground Pass,,10.255242,,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['1a7df362-9b4f-4c21-9b5a-1fd0b5bfd0ea'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.387,Pass,,2019/2020
,,,,,,,,,,,,,,,1.254674,,,,,,,,,,,,,7cdddec6-607f-47a9-bba1-83f27fe93093,98,,"[88.0, 14.3]",303600,1,,,,,-2.7744188,,Right Foot,,,,"[75.0, 9.3]",,Ground Pass,,13.928389,,,Frenkie de Jong,8118.0,,,,,,1,From Kick Off,Luis Alberto Suárez Díaz,5246.0,Center Forward,2,Barcelona,217,['3896e6a9-6d2a-48e7-8d5d-b07218669d76'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:05.095,Pass,,2019/2020
,,,,,,,,,,,,,,,1.300805,,,,,,,,,,,,,99eec01e-e78b-4a2a-a942-6094d2b85921,101,,"[81.0, 9.3]",303600,1,,,,,-1.091686,,Right Foot,,,,"[85.0, 1.6]",,Ground Pass,,8.676981,,,Anssumane Fati,30756.0,,,,,,1,From Kick Off,Frenkie de Jong,8118.0,Left Center Midfield,2,Barcelona,217,['36c3e8e7-6525-48d7-8ea9-1ecc86a9ad61'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:09.878,Pass,,2019/2020
,,,,,,,,,,,,,,,1.823555,,,,,,,,,,,,,db3c1b6f-0849-460e-abdc-3e782ead5147,105,,"[83.5, 1.2]",303600,1,,,,,2.7610862,,Right Foot,,,,"[61.5, 10.0]",,Ground Pass,,23.694725,,,Clément Lenglet,6826.0,,,,,,1,From Kick Off,Anssumane Fati,30756.0,Left Wing,2,Barcelona,217,['2fc477b4-ab5b-4239-a479-e850be49c23b'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:11.303,Pass,,2019/2020
,,,,,,,,,,,,,,,1.087664,,,,,,,,,,,,,3510eccd-b9fd-4720-beba-04d3c0e6f1aa,108,,"[62.8, 12.8]",303600,1,,,,,1.3105623,,Left Foot,,,,"[67.3, 29.7]",,Ground Pass,,17.488853,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Clément Lenglet,6826.0,Left Center Back,2,Barcelona,217,['964ff089-db23-4fde-bcfd-0978c5d96f7e'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.760,Pass,,2019/2020
,,,,,,,,,,,,,,,1.413582,,,,,,,,,,,,,e89be0e6-2c32-453e-be8a-0fb0891aded4,111,,"[69.2, 28.2]",303600,1,,,,,-1.1981914,,Right Foot,,,,"[76.9, 8.5]",,Ground Pass,,21.15136,,,Frenkie de Jong,8118.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['3766101a-82cb-4fc1-98c4-781a6d5973bc'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.888,Pass,,2019/2020
,,,,,,,,,,,,,,,0.953659,,,,,,,,,,,,,156e8266-3dbf-4387-bae1-b721f928e3c9,114,,"[77.3, 8.3]",303600,1,,,,,-0.77224106,,Right Foot,,,,"[85.0, 0.8]",,Ground Pass,,10.748954,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Frenkie de Jong,8118.0,Left Center Midfield,2,Barcelona,217,['3b17d603-3d16-4b5c-ae87-1c35b2f44e23'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:18.645,Pass,,2019/2020
,,,,,,,,,,,,,,,1.658809,,,,,,,,,,,,,1244d7d2-bdf1-4484-8103-818a1bd0e2cf,118,,"[84.0, 1.4]",303600,1,,,,,0.376242,,Left Foot,,,,"[100.2, 7.8]",,Ground Pass,,17.41838,,,Frenkie de Jong,8118.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,"['515e9190-fffe-4fd1-973f-01f16fa77496', '7719f7d9-20d4-494b-813d-723f1e820750']",19,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:19.725,Pass,True,2019/2020
,,,,,,,,,,,,,,,1.475217,,,,,,,,,,,,,0c8b2058-2eb5-4b1f-baa8-dddf00d1606e,124,,"[120.0, 0.1]",303600,1,,True,,,2.1471715,,Left Foot,,,,"[116.1, 6.1]",,Ground Pass,,7.1561165,,,Frenkie de Jong,8118.0,,,,,Corner,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,['21f0f136-bd2e-4b9e-8270-385d289e06f0'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:45.848,Pass,,2019/2020
,,,,,,,,,,,,,,,1.588289,,,,,,,,,,,,,581852d8-f4fa-439f-aa8a-334b41bb490c,126,,"[116.1, 6.8]",303600,1,,,,,-2.9159913,,Right Foot,,,,"[103.9, 4.0]",,Ground Pass,,12.517188,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Corner,Frenkie de Jong,8118.0,Left Center Midfield,3,Barcelona,217,['168c67b9-3ab3-4976-a0b7-a1cf046d8d1c'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:48.316,Pass,,2019/2020
,,,,,,,,,,,,,,,1.478079,,,,,,,,,,,,,56f68d73-3ba2-4b33-9b1f-abffddef4e70,128,,"[101.3, 5.7]",303600,1,,,,,2.5398715,,Left Foot,,,,"[86.3, 16.0]",,Ground Pass,,18.195879,,,Jordi Alba Ramos,5211.0,,,,,,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,['eef93ba6-3128-4749-9e19-796a53b9768c'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:49.905,Pass,,2019/2020
