ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,1.108848,,,,,,,,,,,b99e8070-262e-4d98-8c70-4997ec5681e4,1663,,"[62.7, 46.5]",69272,32,,,,-1.4247841,,Right Foot,,,"[65.2, 29.5]",,Ground Pass,17.18284,,,Xavier Hernández Creus,20131.0,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,52,Barcelona,217,"['a8b7ce95-1f9c-4d6f-9d0e-59a191e9403d', 'fa20a9ef-9227-4938-83b0-69747f764b29']",36,,,,,,,,,,,,,,,,,Barcelona,217,00:32:36.109,Pass,True,2010/2011
,,,,,,,,,,,,,1.396047,,,,,,,,,,,7d07efc1-4f26-47d4-8974-4d8bd0fbb70f,1666,,"[64.0, 33.2]",69272,32,,,,1.6928284,,Right Foot,,,"[62.7, 43.8]",,Ground Pass,10.6794195,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,52,Barcelona,217,['13bf8c48-d412-47ef-ac25-1150096a3f31'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:32:39.135,Pass,,2010/2011
,,,,,,,,,,,,,1.718569,,,,,,,,,,,d4ead1f8-8b0f-446b-b70c-333092c43635,1669,,"[63.2, 43.8]",69272,32,,,,0.51467854,,Right Foot,,,"[77.7, 52.0]",,Ground Pass,16.658031,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,52,Barcelona,217,['a153bb09-6a75-48a6-9953-445199aa1d9a'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:32:41.104,Pass,,2010/2011
,,,,,,,,,,,,,1.801318,,,,,,,,,,,a1b048b1-cd16-42bd-a18b-519b5a784a14,1672,,"[86.2, 55.9]",69272,32,,,,1.2460338,,Left Foot,,,"[92.9, 75.8]",,Ground Pass,20.99762,,,Ibrahim Afellay,4891.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,52,Barcelona,217,['4522debe-c80e-42ce-89af-f6abfbbadfc6'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:32:44.408,Pass,,2010/2011
,,,,,,,,,,,,,1.407715,,,,,,,,,,,04cdadbc-239b-46bb-a939-019d7130ae7a,1675,,"[93.3, 76.2]",69272,32,,,,-2.8535373,,Right Foot,,,"[85.2, 73.8]",,Ground Pass,8.448076,,,Daniel Alves da Silva,4324.0,,,,,,1,From Free Kick,Ibrahim Afellay,4891.0,Left Wing,52,Barcelona,217,['12045e0e-e725-4218-a5df-eb5147468e77'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:32:47.374,Pass,,2010/2011
,,,,,,,,,,,,,0.555664,,,,,,,,,,,6f86e7f9-b306-443a-9012-43bfcb28771f,1678,,"[85.2, 73.8]",69272,32,,,,-1.9844855,,Right Foot,,,"[83.4, 69.7]",,Ground Pass,4.4777226,,,Seydou Kéita,20169.0,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,52,Barcelona,217,['15a9efdf-deb2-4746-8373-2b53be9d1789'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:32:49.379,Pass,,2010/2011
,,,,,,,,,,,,,0.804756,,,,,,,,,,,fde5aa06-113e-4ea6-9e7b-975faacd3f75,1681,,"[83.5, 63.9]",69272,32,,,,1.3325516,,Left Foot,,,"[85.2, 70.9]",,Ground Pass,7.203471,,,Daniel Alves da Silva,4324.0,,,,,,1,From Free Kick,Seydou Kéita,20169.0,Left Center Midfield,52,Barcelona,217,['01051f65-ae6f-4724-9a64-ec262ef78977'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:32:52.469,Pass,,2010/2011
,,,,,,,,,,,,,1.052246,,,,,,,,,,,927823b5-b7a8-4be1-b53c-cf0a8d560555,1684,,"[86.4, 71.9]",69272,32,,,,-0.12970254,,Right Foot,,,"[93.3, 71.0]",,Low Pass,6.958448,,,Ibrahim Afellay,4891.0,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,52,Barcelona,217,['cb04280c-8f8e-449e-b70b-fa5adc2adaa1'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:32:53.438,Pass,,2010/2011
,,,,,,,,,,,,,0.908648,,,,,,,,,,,3a69a769-168b-4fe1-8c84-94032abc6460,1687,,"[93.3, 71.2]",69272,32,,,,3.1242032,,Right Foot,,,"[81.8, 71.4]",,Ground Pass,11.501739,,,Daniel Alves da Silva,4324.0,,,,,,1,From Free Kick,Ibrahim Afellay,4891.0,Left Wing,52,Barcelona,217,['e7d28f9f-06c3-4a61-8e5d-b0713981e6ac'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:32:54.715,Pass,,2010/2011
,,,,,,,,,,,,,0.93454,,,,,,,,,,,fa29f6fa-d3d7-42e6-85c3-71aa7fc9dfad,1691,,"[83.6, 71.0]",69272,32,,,,3.1415927,,Right Foot,,,"[71.8, 71.0]",,Ground Pass,11.8,,,Seydou Kéita,20169.0,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,52,Barcelona,217,"['08c062cf-bc25-44ec-85ee-81185583d7fb', '1c0c7de5-87d7-4546-8ec3-1751af1672a3']",55,,,,,,,,,,,,,,,,,Barcelona,217,00:32:55.745,Pass,True,2010/2011
,,,,,,,,,,,,,3.1739,,,,,,,,,,,168465fb-eb17-4ac9-8c73-f21aa030174e,1694,,"[72.1, 56.7]",69272,32,,,,-0.9220413,,Left Foot,,,"[106.6, 11.2]",,High Pass,57.10079,,,David Villa Sánchez,12737.0,,True,,,,1,From Free Kick,Seydou Kéita,20169.0,Left Center Midfield,52,Barcelona,217,['c34266f2-9a59-491b-bd42-d5e4c7bc88b1'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:32:58.598,Pass,,2010/2011
,,,,,,,,,,,,,1.453012,,,,,,,,,,,df141ec9-4fc1-4169-82c4-348261282f93,1699,,"[93.7, 1.0]",69272,33,,,,2.6543505,,,,,"[80.3, 8.1]",,Low Pass,15.164762,,,Xavier Hernández Creus,20131.0,,,,,Throw-in,1,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Back,53,Barcelona,217,['fc9a4d4b-19fb-474f-89c1-116cf89ac5c5'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:33:09.469,Pass,,2010/2011
,,,,,,,,,,,,,1.51295,,,,,,,,,,,ac4eb40b-ea34-44ee-a40c-d0d691f0e418,1702,,"[83.9, 6.0]",69272,33,,,,1.6606438,,Right Foot,,,"[82.9, 17.1]",,Low Pass,11.144954,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,53,Barcelona,217,['64ccedc6-4571-4506-bb15-d00bfddf3365'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:33:11.116,Pass,,2010/2011
,,,,,,,,,,,,,1.489899,,,,,,,,,,,326ea48e-57e8-4e2f-be44-bac41adc6dc7,1705,,"[77.9, 14.3]",69272,33,,,,1.5844629,,Right Foot,,,"[77.3, 58.2]",,Low Pass,43.9041,,,Daniel Alves da Silva,4324.0,,True,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,53,Barcelona,217,['bfd211d5-46e6-4d49-b61e-acecc7cb1063'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:33:14.117,Pass,,2010/2011
,,,,,,,,,,,,,1.223447,,,,,,,,,,,5ff26321-dd6d-4197-afae-7a20e7999840,1709,,"[75.6, 58.3]",69272,33,,,,-1.8729415,,Right Foot,,,"[68.4, 35.2]",,Ground Pass,24.196074,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,53,Barcelona,217,"['35ab6802-1c42-4b83-8ac3-503a461fef9b', '6b2d574d-19ef-4de5-b295-8841ec6a8f7c']",19,,,,,,,,,,,,,,,,,Barcelona,217,00:33:19.757,Pass,True,2010/2011
,,,,,,,,,,,,,1.287057,,,,,,,,,,,3460209c-6665-4e8d-bb45-2f6d2f709e4b,1712,,"[67.5, 36.1]",69272,33,,,,2.4256477,,Right Foot,,,"[55.2, 46.8]",,Ground Pass,16.302761,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,53,Barcelona,217,['c270612c-f42f-4fd7-aa25-ddf5a4b20402'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:33:21.102,Pass,,2010/2011
,,,,,,,,,,,,,2.010304,,,,,,,,,,,333017bc-9a7e-4a77-863c-9e13699d2699,1715,,"[55.5, 46.9]",69272,33,,,,0.8369653,,Right Foot,,,"[84.9, 79.5]",,Low Pass,43.898975,,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Right Center Back,53,Barcelona,217,['b33af65f-276b-4718-a685-3c11b5813646'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:33:23.748,Pass,,2010/2011
,,,,,,,,,,,,,0.585588,,,,,,,,,,,38c2cb1f-fda6-4238-981a-652850e12d37,1718,,"[81.5, 80.4]",69272,33,,,,-1.343653,,Right Foot,,,"[86.4, 59.2]",,Ground Pass,21.758905,,,Seydou Kéita,20169.0,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,53,Barcelona,217,['85cc97b0-f8e0-4c10-b651-53d0bb5eb11b'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:33:26.615,Pass,,2010/2011
,,,,,,,,,,,,,1.62896,,,,,,,,,,,9731886f-a0c1-45e0-b0da-e781538b6433,1723,,"[85.0, 58.8]",69272,33,,,,1.9062446,,Left Foot,,,"[77.4, 80.6]",,Ground Pass,23.086792,Out,,Daniel Alves da Silva,4324.0,,,,,Recovery,1,From Throw In,Seydou Kéita,20169.0,Left Center Midfield,53,Barcelona,217,['21e68052-b560-408f-959f-71f65762e41a'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:33:28.838,Pass,,2010/2011
,,,,,,,,,,,,,1.711,,,,,,,,,,,44b2ec19-5e4b-4583-8a31-6ff65bae700d,1725,,"[41.7, 1.0]",69272,33,,,,0.11685647,,,,,"[87.7, 6.4]",,High Pass,46.315872,Incomplete,,,,,,,,Throw-in,1,From Throw In,Juan Francisco García García,26023.0,Left Back,54,Levante UD,221,['1fec0879-3851-49d0-bee9-df1c9c795ca8'],42,,,,,,,,,,,,,,,,,Levante UD,221,00:33:42.932,Pass,,2010/2011
,,,,,,,,,,,,,0.2456,,,,,,,,,,,722ca2b5-4b13-48a8-a791-af195e0bef66,1728,,"[76.2, 7.7]",69272,33,,,,0.87605804,,Right Foot,,,"[78.2, 10.1]",,Ground Pass,3.1241,Incomplete,,,,,,,,,1,From Throw In,Francisco Sebastián Nadal Martorell,25927.0,Left Wing,54,Levante UD,221,['bdb650ef-1dab-48e2-b7d4-d2f2e7dc4411'],48,,,,,,,,,,,,,,,,,Levante UD,221,00:33:48.762,Pass,,2010/2011
,,,,,,,,,,,,,0.876631,,,,,,,,,,,16ad2f1b-0807-4c5c-90c8-c86b509b92c4,1731,,"[39.1, 68.7]",69272,33,,,,2.8128,,Right Foot,,,"[30.6, 71.6]",,Ground Pass,8.9810915,,,Javier Alejandro Mascherano,5506.0,,,,,Recovery,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,55,Barcelona,217,"['2b76bd28-c145-4355-9f64-1c52c604f0fc', '4c3385f7-65a9-44e3-ba69-6c238e3f2755']",50,,,,,,,,,,,,,,,,,Barcelona,217,00:33:50.387,Pass,True,2010/2011
,,,,,,,,,,,,,1.3936,,,,,,,,,,,9e44488e-5810-4d58-b003-16b7f727a856,1734,,"[31.0, 72.9]",69272,33,,,,-1.217806,,Right Foot,,,"[34.5, 63.4]",,Ground Pass,10.1242285,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,55,Barcelona,217,['90eea75c-d46a-4fa6-a59a-578a6e9bb935'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:33:51.283,Pass,,2010/2011
,,,,,,,,,,,,,0.6343,,,,,,,,,,,27b8dfd2-bea5-4946-b662-85a55367ddc7,1738,,"[35.0, 61.9]",69272,33,,,,0.47359753,,Right Foot,,,"[43.0, 66.0]",,Ground Pass,8.989438,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,55,Barcelona,217,"['24b22197-d1de-4c6e-ae72-0c6b625b512a', 'efd419a9-d3ac-40ee-8366-897b7e29f4b1']",52,,,,,,,,,,,,,,,,,Barcelona,217,00:33:52.806,Pass,True,2010/2011
,,,,,,,,,,,,,0.798548,,,,,,,,,,,a4b58835-5e31-4b2d-938d-ab45c9c21e9a,1742,,"[54.4, 48.8]",69272,33,,,,-1.7668743,,Right Foot,,,"[51.5, 34.2]",,Low Pass,14.885227,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,55,Barcelona,217,"['1b5740b1-0d65-4a0c-a773-1abf4dce1b6a', 'a12f8e94-10c9-43a1-93d5-f52613fdab17']",57,,,,,,,,,,,,,,,,,Barcelona,217,00:33:57.879,Pass,True,2010/2011
,,,,,,,,,,,,,1.179129,,,,,,,,,,,fb6b24e2-d757-493d-bb11-be45c3633c9a,1746,,"[50.0, 46.4]",69272,34,,,,1.5453781,,Right Foot,,,"[50.3, 58.2]",,Ground Pass,11.803813,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,55,Barcelona,217,"['4b7bb890-e441-4267-859f-2d976adb04c7', 'd03b9b22-c9e4-4efc-820d-3e9e3aec0c6e']",3,,,,,,,,,,,,,,,,,Barcelona,217,00:34:03.327,Pass,True,2010/2011
,,,,,,,,,,,,,1.135495,,,,,,,,,,,f0ead969-b767-4c4b-aa60-b94b16880d54,1749,,"[51.8, 59.0]",69272,34,,,,-1.5707964,,Right Foot,,,"[51.8, 42.7]",,Ground Pass,16.3,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,55,Barcelona,217,['c1736a78-e9ab-4c90-82ad-10f47a475715'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:34:06.408,Pass,,2010/2011
,,,,,,,,,,,,,1.328359,,,,,,,,,,,554209d6-413d-449b-87d6-a92ed7b4b452,1752,,"[54.1, 41.3]",69272,34,,,,1.1935472,,Right Foot,,,"[60.4, 57.2]",,Ground Pass,17.10263,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,55,Barcelona,217,['f3825e33-b87e-47e1-91ed-a12bd6e99a8a'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:34:10.543,Pass,,2010/2011
,,,,,,,,,,,,,0.539964,,,,,,,,,,,d0d1ef91-114e-40b4-914b-e2b45e60eeac,1755,,"[64.5, 56.4]",69272,34,,,,0.039978687,,Right Foot,,,"[77.0, 56.9]",,Ground Pass,12.509996,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,55,Barcelona,217,['285da44b-4de8-418e-8c3c-36b3b5bc7d93'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:34:14.323,Pass,,2010/2011
,,,,,,,,,,,,,1.201217,,,,,,,,,,,f774c1bf-4a22-40fc-86a1-fc67f96ae73d,1758,,"[80.0, 57.2]",69272,34,,,,1.2924967,,Right Foot,,,"[86.2, 78.9]",,Ground Pass,22.56834,,,Ibrahim Afellay,4891.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,55,Barcelona,217,['641fe079-da9f-432f-b056-8c156a2e9000'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:34:16.400,Pass,,2010/2011
,,,,,,,,,,,,,0.9044,,,,,,,,,,,752b6fef-cddf-4a44-ad95-16b323482eb9,1762,,"[90.0, 66.8]",69272,34,,,,-1.7454685,,Right Foot,,,"[88.5, 58.3]",,Low Pass,8.631338,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Ibrahim Afellay,4891.0,Left Wing,55,Barcelona,217,"['7d66194f-15f1-4ed0-aeb7-5a9412996637', 'bfa5d2fb-e88a-4fd6-a2e2-0675a7308825']",19,,,,,,,,,,,,,,,,,Barcelona,217,00:34:19.592,Pass,True,2010/2011
,,,,,,,,,,,,,0.677556,,,,,,,,,,,22603be8-5a89-4a5f-8501-9ce0986ddc0b,1765,,"[87.2, 59.0]",69272,34,,,,0.71827227,,Right Foot,,,"[99.9, 70.1]",,Ground Pass,16.867128,,,Ibrahim Afellay,4891.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,55,Barcelona,217,['4b42a490-fc71-4707-96e4-039d4bb8852b'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:34:22.169,Pass,,2010/2011
,,,,,,,,,,,,,1.9101,,,,,,,,,,,43b17fed-e6be-49a3-972a-b0b5b010203e,1771,,"[112.6, 67.6]",69272,34,,,,-1.9446324,,Right Foot,True,,"[100.4, 36.5]",,Ground Pass,33.407333,Incomplete,,,,,,,,,1,Regular Play,Ibrahim Afellay,4891.0,Left Wing,55,Barcelona,217,['b163b60b-29ba-44f0-8604-e8385426f39a'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:34:26.715,Pass,,2010/2011
,,,,,,,,,,,,,1.101938,,,,,,,,,,,775dc859-f2ae-43c5-8a8e-5a551aa25c8a,1782,,"[99.2, 28.2]",69272,34,,,,1.9142826,,Left Foot,,,"[94.3, 41.9]",,Ground Pass,14.549914,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,55,Barcelona,217,['611bc381-ef10-48b7-83c8-1311a6e35419'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:34:35.477,Pass,,2010/2011
,,,,,,,,,,,,,0.6233,,,,,,,,,,,bf154026-0e65-4772-a355-6817a0e52698,1785,,"[94.3, 41.9]",69272,34,,,,-0.33419806,,Right Foot,,,"[101.5, 39.4]",,High Pass,7.62168,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,55,Barcelona,217,"['763f12ae-2394-4a10-a9f7-88db07719efe', 'af9d719a-cc68-4b08-8cc2-b40627e8bb91']",36,,,,,,,,,,,,,,,,,Barcelona,217,00:34:36.930,Pass,,2010/2011
,,,,,,,,,,,,,2.5885,,,,,,,,,,,da202868-7111-4890-a30e-cd7920f05ff4,1790,,"[26.7, 48.3]",69272,35,,,,-0.23195538,,Right Foot,,,"[84.7, 34.6]",,High Pass,59.596058,,,Francisco Sebastián Nadal Martorell,25927.0,,,,,Free Kick,1,From Free Kick,Gustavo Adolfo Munúa Vera,26221.0,Goalkeeper,56,Levante UD,221,['0bbdd91a-adfa-48b0-8551-a0cc8267c44e'],2,,,,,,,,,,,,,,,,,Levante UD,221,00:35:02.918,Pass,,2010/2011
,,,,,,,,,,,,,2.1214,,,,,,,,,,,ac2e6b10-2cc7-4ceb-b039-a14c95d69fd9,1792,,"[85.7, 32.8]",69272,35,,,,0.098966405,,Head,,,"[99.8, 34.2]",,High Pass,14.169333,Incomplete,,Felipe Salvador Caicedo Corozo,7781.0,,,,,,1,From Free Kick,Francisco Sebastián Nadal Martorell,25927.0,Left Wing,56,Levante UD,221,"['a1381ee7-5855-4cd4-91ae-937a6947b884', 'cca363e0-989a-433c-a0cd-3a48e2aa918c']",5,,,,,,,,,,,,,,,,,Levante UD,221,00:35:05.506,Pass,,2010/2011
,,,,,,,,,,,,,1.4941,,,,,,,,,,,cca363e0-989a-433c-a0cd-3a48e2aa918c,1794,,"[21.2, 46.8]",69272,35,,,,0.57811826,,Head,,,"[35.3, 56.0]",,High Pass,16.835974,,,Ibrahim Afellay,4891.0,,,,,Recovery,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,56,Levante UD,221,"['a5a3e3ac-7d62-4683-a357-c440d4cdf99e', 'ac2e6b10-2cc7-4ceb-b039-a14c95d69fd9']",7,,,,,,,,,,,,,,,,,Barcelona,217,00:35:07.628,Pass,,2010/2011
,,,,,,,,,,,,,3.154759,,,,,,,,,,,021f8c5b-4c77-48f0-81bf-0a986d797fd0,1796,,"[34.5, 56.9]",69272,35,,,,-0.15689199,,Head,,,"[52.2, 54.1]",,High Pass,17.920101,Incomplete,,Xavier Hernández Creus,20131.0,,,,,,1,From Free Kick,Ibrahim Afellay,4891.0,Left Wing,56,Levante UD,221,"['2ca6523b-f9c0-418a-b367-3b3d187c3353', 'ce336240-aa9a-4e42-beb9-d514e8788316']",9,,,,,,,,,,,,,,,,,Barcelona,217,00:35:09.150,Pass,,2010/2011
,,,,,,,,,,,,,1.3506,,,,,,,,,,,df1733d3-73cb-43bd-a922-4a6cfab811b2,1801,,"[64.9, 32.6]",69272,35,,,,2.4693456,,Left Foot,,,"[50.2, 44.3]",,Low Pass,18.787762,,,Sergio Martínez Ballesteros,26444.0,,,,,,1,From Free Kick,Vicente Iborra De La Fuente,3497.0,Right Center Midfield,56,Levante UD,221,['0b3f16c2-0d02-4669-b9cc-75e8bb544bbf'],13,,,,,,,,,,,,,,,,,Levante UD,221,00:35:13.200,Pass,,2010/2011
,,,,,,,,,,,,,1.6567,,,,,,,,,,,907ebe9c-0740-4fd9-b9f8-1b1a74429c0a,1805,,"[55.4, 53.5]",69272,35,,,,0.7575573,,Left Foot,,,"[75.7, 72.7]",,Low Pass,27.941545,,,Valmiro Lópes Rocha,25872.0,,,,,,1,From Free Kick,Sergio Martínez Ballesteros,26444.0,Right Center Back,56,Levante UD,221,"['13a17b2d-8c00-4350-8b3e-5653f40c6b1b', '3b5ff40f-86fa-4c74-9b0a-1afb7030c2ca']",17,,,,,,,,,,,,,,,,,Levante UD,221,00:35:17.823,Pass,True,2010/2011
,,,,,,,,,,,,,1.473688,,,,,,,,,,,998a28c1-7c23-4072-a5bc-e28d8ce52ab5,1811,,"[68.2, 80.0]",69272,35,,,,-0.44899663,,,,,"[79.2, 74.7]",,High Pass,12.210241,,,Xavier Torres Buigues,24162.0,,,,,Throw-in,1,From Throw In,Javier Rodríguez Venta,25937.0,Right Back,57,Levante UD,221,['204e7f4a-cee5-49fb-b56d-b7b9a5411b1e'],25,,,,,,,,,,,,,,,,,Levante UD,221,00:35:25.565,Pass,,2010/2011
,,,,,,,,,,,,,0.9774,,,,,,,,,,,71515b86-abdd-4f9a-92b6-8df6f8f93a04,1813,,"[77.3, 74.7]",69272,35,True,,,2.8107789,,Right Foot,,,"[67.4, 78.1]",,Low Pass,10.467569,,,Javier Rodríguez Venta,25937.0,,,,,,1,From Throw In,Xavier Torres Buigues,24162.0,Left Center Midfield,57,Levante UD,221,['150eb442-12c0-49b5-9a56-28b3da3f06a3'],27,,,,,,,,,,,,,,,,,Levante UD,221,00:35:27.039,Pass,,2010/2011
,,,,,,,,,,,,,2.3349,,,,,,,,,,,4d1b6837-7306-4819-b079-6db6fccbc8a8,1817,,"[68.5, 77.6]",69272,35,,,,-1.0787011,,Right Foot,,,"[89.3, 38.8]",,High Pass,44.02363,Incomplete,,Felipe Salvador Caicedo Corozo,7781.0,,,,,,1,From Throw In,Javier Rodríguez Venta,25937.0,Right Back,57,Levante UD,221,"['48d4ff26-005e-4e09-a3bf-fa0751b849fb', 'a2662989-6b30-4564-a87c-73b1c8b0f910', 'f557975a-30dd-47e0-a6ec-5766bd875508']",28,,,,,,,,,,,,,,,,,Levante UD,221,00:35:28.054,Pass,True,2010/2011
,,,,,,,,,,,,,0.7476,,,,,,,,,,,c3d28bea-abd5-409f-ad53-77920154449b,1821,,"[31.6, 44.0]",69272,35,,,,-0.6453808,,Right Foot,,,"[40.1, 37.6]",,Ground Pass,10.640018,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,58,Barcelona,217,['198f1a85-cdb9-4d4e-a6c2-92493df1f211'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:35:31.415,Pass,,2010/2011
,,,,,,,,,,,,,1.058808,,,,,,,,,,,0c4d188b-2c58-446b-b019-70657e5f3c7b,1825,,"[34.0, 37.4]",69272,35,,,,0.5880026,,Right Foot,,,"[41.8, 42.6]",,Ground Pass,9.3744335,,,Ibrahim Afellay,4891.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,58,Barcelona,217,"['5de4a4d5-90e9-4942-993f-95099ce9f7fc', 'fdeb04b9-d58c-4aff-b907-31eb17f244f9']",32,,,,,,,,,,,,,,,,,Barcelona,217,00:35:32.204,Pass,True,2010/2011
,,,,,,,,,,,,,0.47,,,,,,,,,,,2cd696dc-6eba-4c1f-9a40-473b99197bd1,1828,,"[43.8, 39.3]",69272,35,,,,-2.513756,,Right Foot,,,"[37.6, 34.8]",,Ground Pass,7.6609397,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Ibrahim Afellay,4891.0,Left Wing,58,Barcelona,217,['b8bd6863-1254-452f-a8a8-4db50ea48aa9'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:35:34.423,Pass,,2010/2011
,,,,,,,,,,,,,0.991623,,,,,,,,,,,e5aa8ead-d84a-4533-8459-e1c7fa522a25,1832,,"[37.2, 32.8]",69272,35,,,,2.4329665,,Right Foot,,,"[31.6, 37.6]",,Ground Pass,7.3756356,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,58,Barcelona,217,"['4b4e2b83-ffad-48dc-8a67-a4521b333285', 'a459aeec-d838-40c2-bf33-efa8f59ff6cb']",36,,,,,,,,,,,,,,,,,Barcelona,217,00:35:36.370,Pass,True,2010/2011
,,,,,,,,,,,,,1.172108,,,,,,,,,,,47f3b407-0373-4f73-af3e-e563209fca9e,1835,,"[31.4, 37.8]",69272,35,,,,-1.6332152,,Left Foot,,,"[30.7, 26.6]",,Ground Pass,11.221853,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,58,Barcelona,217,['d2667824-32a5-4a48-bb87-3bbe91272cd9'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:35:37.401,Pass,,2010/2011
