bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,2.7605,,,,,,,,,,,,,,71d5f4c7-783a-4bd2-bda4-267a84940d0a,19,,,"[28.9, 65.7]",69234,0,,,,,-0.018865686,,Right Foot,,,"[81.9, 64.7]",,High Pass,,53.009434,,Incomplete,,Iván Daniel Alonso Vallejo,26243.0,,,,,,,1,From Kick Off,Jordi Amat Maas,6652.0,Right Center Back,2,Espanyol,214,"['43cf31b9-52db-4545-b36f-0d753896b3a8', '6f096b90-5a50-468a-b9ae-442eaf424258']",8,,,,,,,,,,,,,,,,,Espanyol,214,00:00:08.974,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.484306,,,,,,,,,,,,,,24f62a84-0d5d-4e15-a894-e535108a5553,23,,,"[76.9, 64.5]",69234,0,,,,,-1.3547114,,Left Foot,,,"[78.7, 56.3]",,Ground Pass,,8.395237,,,,Joan Verdú Fernández,26211.0,,,,,,Recovery,1,From Kick Off,Iván Daniel Alonso Vallejo,26243.0,Right Center Forward,2,Espanyol,214,['65fbbb3c-eb12-44bc-ad3c-b4f0fcbe0c0c'],13,,,,,,,,,,,,,,,,,Espanyol,214,00:00:13.321,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.035684,,,,,,,,,,,,,,cf6d8936-fd6b-4d4f-8493-12429c9e6f84,27,,,"[86.8, 34.8]",69234,0,,,,,-1.4472059,,Left Foot,,,"[88.8, 18.7]",,Ground Pass,,16.223747,,,,José María Callejón Bueno,7029.0,,,,,,,1,From Kick Off,Joan Verdú Fernández,26211.0,Right Midfield,2,Espanyol,214,['71b6c116-dd01-44b6-8cea-03c620e37417'],16,,,,,,,,,,,,,,,,,Espanyol,214,00:00:16.823,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.961902,,,,,,,,,,,,,,1a1a29d9-3b66-476b-a4c7-c985e48e6f84,30,,,"[94.0, 20.5]",69234,0,,,,,1.0349851,,Right Foot,,,"[99.7, 30.1]",,Low Pass,,11.164677,,,,Joan Verdú Fernández,26211.0,,,,,,,1,From Kick Off,José María Callejón Bueno,7029.0,Left Midfield,2,Espanyol,214,['5c7b7a34-b584-480c-b48d-6beadac2b3de'],19,,,,,,,,,,,,,,,,,Espanyol,214,00:00:19.587,Pass,,2010/2011
,,,,,,,,,,,,,,,,,2.473229,,,,,,,,,,,,,,2241ccd9-1059-4f8f-958c-f335a2258adf,37,,,"[6.0, 36.0]",69234,1,,True,,,-1.4829007,,Right Foot,,,"[8.3, 9.9]",,Ground Pass,,26.201145,,,,Gerard Piqué Bernabéu,5213.0,,,,,,Goal Kick,1,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,4,Barcelona,217,['f83a4d5e-c89c-4d58-be5d-ffe85af9c57b'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:01:24.948,Pass,,2010/2011
,,,,,,,,,,,,,,,,,3.3666,,,,,,,,,,,,,,aa249904-0185-4812-8f6e-fa9b2095b799,39,,,"[9.4, 13.9]",69234,1,,,,,1.0191413,,Right Foot,,,"[40.6, 64.6]",,High Pass,,59.53092,,Incomplete,,Daniel Alves da Silva,4324.0,,,True,,,,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Left Center Back,4,Barcelona,217,"['34d093a0-56f2-4cb3-82fb-0646cd6e7494', 'd047d066-8365-44af-8269-549e8a84f6f1']",28,,,,,,,,,,,,,,,,,Barcelona,217,00:01:28.903,Pass,,2010/2011
,,,,,,,,,,,,,,,,,2.136676,,,,,,,,,,,,,,d047d066-8365-44af-8269-549e8a84f6f1,41,,,"[80.4, 16.4]",69234,1,,,,,1.5257449,,Head,,,"[81.5, 40.8]",,High Pass,,24.424782,,,,Javier Márquez Moreno,24783.0,,,,,,Recovery,1,From Goal Kick,José María Callejón Bueno,7029.0,Left Midfield,4,Barcelona,217,"['49b1d14d-7a76-428f-ad42-04d0905818f6', 'aa249904-0185-4812-8f6e-fa9b2095b799']",32,,,,,,,,,,,,,,,,,Espanyol,214,00:01:32.269,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.167,,,,,,,,,,,,,,66e7ea2d-d688-4845-835f-9b4dc193b414,45,,,"[82.2, 40.8]",69234,1,,,,,0.0,,Right Foot,,,"[92.9, 40.8]",,Ground Pass,,10.7,,Incomplete,,José María Callejón Bueno,7029.0,,,,,,,1,From Goal Kick,Javier Márquez Moreno,24783.0,Left Center Midfield,4,Barcelona,217,"['48fd0298-4e64-41c9-83cd-3108ba14f730', '9c5f1bc2-12c6-42ac-ac6d-665bbeb07d25', 'd2b54b57-a4d1-497d-8506-432f794c7ea8']",34,,,,,,,,,,,,,,,,,Espanyol,214,00:01:34.861,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,0.5887,,,,,,,,,,,,,,e33a0496-1dfc-4209-a19f-52438fd858a9,50,,,"[38.8, 25.8]",69234,1,,,,,-1.6865555,,Right Foot,,,"[37.8, 17.2]",,Ground Pass,,8.657945,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Goal Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,4,Barcelona,217,"['6afda278-d634-412b-85f2-318df0721004', 'e981f48e-0a10-4e68-bf03-f3a2dfd21e5f']",39,,,,,,,,,,,,,,,,,Barcelona,217,00:01:39.446,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,0.5183,,,,,,,,,,,,,,a74f5eb2-9699-4586-9235-217f603f347a,53,,,"[44.0, 28.3]",69234,1,,,,,2.161608,,Right Foot,,,"[38.5, 36.5]",,Ground Pass,,9.873702,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Goal Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,4,Barcelona,217,['d5a56a6c-fc13-44c5-a6a1-f114d6b3dec8'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:01:41.938,Pass,,2010/2011
,,,,,,,,,,,True,,,,,,0.518112,,,,,,,,,,,,,,97ad6f81-35e7-4a35-b671-b13475cdbced,58,,,"[81.5, 40.6]",69234,1,,,,,-2.491722,,Right Foot,,,"[71.5, 33.0]",,Ground Pass,,12.560255,,,,Javier Márquez Moreno,24783.0,,,,,,Interception,1,Regular Play,Pablo Daniel Osvaldo,26609.0,Left Center Forward,5,Espanyol,214,['c1f998f6-c26c-4352-9a04-e46340295a22'],44,,,,,,,,,,,,,,,,,Espanyol,214,00:01:44.646,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.836247,,,,,,,,,,,,,,71cddc77-acc5-4c45-9782-5cb53214e868,61,,,"[71.5, 32.7]",69234,1,,,,,1.3884475,,Left Foot,,,"[74.1, 46.8]",,Ground Pass,,14.337712,,,,Iván Daniel Alonso Vallejo,26243.0,,,,,,,1,Regular Play,Javier Márquez Moreno,24783.0,Left Center Midfield,5,Espanyol,214,['c3370a93-1c0f-4f00-abd4-a532eb85c19c'],45,,,,,,,,,,,,,,,,,Espanyol,214,00:01:45.520,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.263031,,,,,,,,,,,,,,27b600b7-8b00-443b-8d03-e020aab78d7b,64,,,"[74.1, 46.8]",69234,1,,,,,1.7075521,,Left Foot,,,"[72.6, 57.7]",,Ground Pass,,11.002727,,,,Joan Verdú Fernández,26211.0,,,,,,,1,Regular Play,Iván Daniel Alonso Vallejo,26243.0,Right Center Forward,5,Espanyol,214,['c91a95ae-8c63-4970-8910-f493059b993c'],47,,,,,,,,,,,,,,,,,Espanyol,214,00:01:47.953,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.876418,,,,,,,,,,,,,,bf42e6ee-a0c3-42d1-a7fc-de1ed6d1211d,68,,,"[78.9, 73.9]",69234,1,,,,,0.7853982,,Right Foot,,,"[84.4, 79.4]",,Ground Pass,,7.7781744,,,,Ernesto Galán Iñigo,24147.0,,,,,,,1,Regular Play,Joan Verdú Fernández,26211.0,Right Midfield,5,Espanyol,214,['5de1d99c-34d1-4e35-b91b-c45623c5e790'],53,,,,,,,,,,,,,,,,,Espanyol,214,00:01:53.884,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.358884,,,,,,,,,,,,,,c244f625-e979-464a-81bd-e76f2c07867a,71,,,"[82.9, 79.8]",69234,1,,,,,-2.410686,,Right Foot,,,"[68.4, 66.8]",,High Pass,,19.474342,,,,Javier López Rodríguez,6791.0,,,,,,,1,Regular Play,Ernesto Galán Iñigo,24147.0,Right Back,5,Espanyol,214,['655eada7-504e-48e4-9381-10f4544f5d4d'],54,,,,,,,,,,,,,,,,,Espanyol,214,00:01:54.800,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.618783,,,,,,,,,,,,,,d6cfcda4-d7c0-40cb-8a6f-7a4b394fa587,74,,,"[68.4, 66.8]",69234,1,,,,,-0.08572687,,Right Foot,,,"[81.2, 65.7]",,Ground Pass,,12.847178,,,,Joan Verdú Fernández,26211.0,,,,,,,1,Regular Play,Javier López Rodríguez,6791.0,Right Center Midfield,5,Espanyol,214,['33f81c1b-0d88-4129-b7c4-55fc652578e2'],56,,,,,,,,,,,,,,,,,Espanyol,214,00:01:56.213,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.891829,,,,,,,,,,,,,,77a09194-d3b5-49a7-a963-b144599347b4,77,,,"[78.3, 65.2]",69234,1,,,,,-1.9765818,,Right Foot,,,"[72.5, 51.7]",,Low Pass,,14.693195,,,,Javier Márquez Moreno,24783.0,,,,,,,1,Regular Play,Joan Verdú Fernández,26211.0,Right Midfield,5,Espanyol,214,['92f26896-c8aa-48c0-ace8-7b50676def6d'],58,,,,,,,,,,,,,,,,,Espanyol,214,00:01:58.056,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.784701,,,,,,,,,,,,,,5228b9eb-8804-46a0-a54c-08dcfe87fffc,80,,,"[72.6, 51.3]",69234,1,,,,,-0.24111767,,Left Foot,,,"[78.7, 49.8]",,Ground Pass,,6.2817197,,,,Iván Daniel Alonso Vallejo,26243.0,,,,,,,1,Regular Play,Javier Márquez Moreno,24783.0,Left Center Midfield,5,Espanyol,214,['660f57c7-9436-4f8c-aea0-b93beb43f8e7'],59,,,,,,,,,,,,,,,,,Espanyol,214,00:01:59.248,Pass,,2010/2011
,,,,,,,,,,,,,,,,,2.320338,,,,,,,,,,,,,,168f2305-935e-46c9-982e-7aedf486e3df,83,,,"[82.8, 47.0]",69234,2,,,,,-1.2771509,,Left Foot,,,"[94.2, 9.3]",,Low Pass,,39.38591,,,,José María Callejón Bueno,7029.0,,,,,,,1,Regular Play,Iván Daniel Alonso Vallejo,26243.0,Right Center Forward,5,Espanyol,214,['d574ed79-506f-4731-8930-d9f46fd8b358'],0,,,,,,,,,,,,,,,,,Espanyol,214,00:02:00.622,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.14814,,,,,,,,,,,,,,df4d4b86-960e-4c1f-87d8-21180a7171a3,87,,,"[117.5, 10.0]",69234,2,,,,,1.7226788,,Right Foot,True,,"[113.0, 39.4]",,High Pass,,29.742393,,,,Iván Daniel Alonso Vallejo,26243.0,,,,,,,1,Regular Play,José María Callejón Bueno,7029.0,Left Midfield,5,Espanyol,214,['7350d9fc-6ec5-4764-9ed1-e991fc0132bf'],11,,,,,,,,,,,,,,,,,Espanyol,214,00:02:11.310,Pass,,2010/2011
,,,,,,,,,,,,,,,,,3.796681,,,,,,,,,,,,,,dd4496b7-a288-4b5d-b135-3422637dc695,92,,,"[77.3, 13.1]",69234,2,,,,,-0.41822433,,Head,,,"[89.0, 7.9]",,High Pass,,12.803515,,Unknown,,,,,,,,,Recovery,1,Regular Play,Raúl Rodríguez Navarro,26667.0,Left Center Back,5,Espanyol,214,,16,,,,,,,,,,,,,,,,,Espanyol,214,00:02:16.365,Pass,,2010/2011
,,,,,,,,,,,,,,,,,5.1919,,,,,,,,,,,,,,7f569ab2-be13-420b-87c9-9846be406635,97,,,"[37.0, 64.6]",69234,3,,True,,,-0.13954826,,Right Foot,,,"[84.7, 57.9]",,High Pass,,48.168247,,Injury Clearance,,,,,,,,,Recovery,1,Other,Xavier Hernández Creus,20131.0,Right Center Midfield,7,Espanyol,214,,9,,,,,,,,,,,,,,,,,Barcelona,217,00:03:09.165,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.108581,,,,,,,,,,,,,,9eaa4249-9c19-44c4-85e8-2aa9481fb053,98,,,"[36.3, 23.1]",69234,3,,,,,0.89894277,,Right Foot,,,"[46.4, 35.8]",,Ground Pass,,16.226522,,,,Javier López Rodríguez,6791.0,,,,,,Recovery,1,Other,Raúl Rodríguez Navarro,26667.0,Left Center Back,7,Espanyol,214,['9c05b570-9910-4322-aa9e-af79a1b95373'],14,,,,,,,,,,,,,,,,,Espanyol,214,00:03:14.357,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.391052,,,,,,,,,,,,,,7c0a6024-cb49-42b8-b42b-b3c8bde9a45c,101,,,"[46.4, 35.8]",69234,3,,,,,1.7299733,,Right Foot,,,"[41.6, 65.7]",,Ground Pass,,30.282833,,,,Jordi Amat Maas,6652.0,,,,,,,1,Other,Javier López Rodríguez,6791.0,Right Center Midfield,7,Espanyol,214,['c23da3bc-0072-410a-9f88-e45e18521f13'],16,,,,,,,,,,,,,,,,,Espanyol,214,00:03:16.787,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.38817,,,,,,,,,,,,,,532fb5d5-4e5b-40b7-8197-e938f7de5ea4,104,,,"[41.6, 65.7]",69234,3,,,,,0.90975314,,Right Foot,,,"[50.0, 76.5]",,Ground Pass,,13.682105,,,,Ernesto Galán Iñigo,24147.0,,,,,,,1,Other,Jordi Amat Maas,6652.0,Right Center Back,7,Espanyol,214,['bcd51f75-b097-44e3-88a4-55fb79f4ca67'],20,,,,,,,,,,,,,,,,,Espanyol,214,00:03:20.133,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.756085,,,,,,,,,,,,,,8983834d-fe26-4310-847a-f49bae97372b,108,,,"[48.2, 77.9]",69234,3,,,,,-1.0619121,,Right Foot,,,"[53.5, 68.4]",,Ground Pass,,10.878419,,,,Javier López Rodríguez,6791.0,,,,,,,1,Other,Ernesto Galán Iñigo,24147.0,Right Back,7,Espanyol,214,"['6ca2c62c-625a-4c6d-91d1-c2c778a82da6', 'fd6e1775-9ed1-4294-a1ed-1fcf5eaf3d65']",22,,,,,,,,,,,,,,,,,Espanyol,214,00:03:22.332,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,1.041746,,,,,,,,,,,,,,664913ad-35df-4af9-a5e6-f4f278ed086d,111,,,"[53.5, 68.4]",69234,3,,,,,0.5827395,,Right Foot,,,"[66.7, 77.1]",,Low Pass,,15.809175,,,,Joan Verdú Fernández,26211.0,,,,,,,1,Other,Javier López Rodríguez,6791.0,Right Center Midfield,7,Espanyol,214,['f426318a-de35-49a8-bae2-6f1fe5112f95'],23,,,,,,,,,,,,,,,,,Espanyol,214,00:03:23.264,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.930022,,,,,,,,,,,,,,705e73b8-1d1d-45f1-857a-c14c185136dc,115,,,"[64.3, 78.2]",69234,3,,,,,-2.5917394,,Right Foot,,,"[55.0, 72.5]",,Ground Pass,,10.907795,,,,Javier López Rodríguez,6791.0,,,,,,,1,Other,Joan Verdú Fernández,26211.0,Right Midfield,7,Espanyol,214,['aa535d50-d3f7-438f-be75-fc26ce59c92a'],25,,,,,,,,,,,,,,,,,Espanyol,214,00:03:25.725,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.662372,,,,,,,,,,,,,,065b4a06-73d4-4c80-8061-c2fbe848720c,118,,,"[55.0, 72.5]",69234,3,,,,,2.1962814,,Right Foot,,,"[49.8, 79.7]",,Low Pass,,8.881441,,,,Ernesto Galán Iñigo,24147.0,,,,,,,1,Other,Javier López Rodríguez,6791.0,Right Center Midfield,7,Espanyol,214,['13ced41f-e751-4974-9564-75fb80235380'],26,,,,,,,,,,,,,,,,,Espanyol,214,00:03:26.695,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.034123,,,,,,,,,,,,,,121b4631-751c-4d79-9199-3e1f7e7f18fb,121,,,"[49.8, 79.7]",69234,3,,,,,0.17137912,,Right Foot,,,"[55.0, 80.6]",,Low Pass,,5.27731,,Out,,,,,,,,,,1,Other,Ernesto Galán Iñigo,24147.0,Right Back,7,Espanyol,214,,27,,,,,,,,,,,,,,,,,Espanyol,214,00:03:27.397,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.0938,,,,,,,,,,,,,,e2fea87a-384d-4907-84c4-4774db67f760,122,,,"[54.3, 1.0]",69234,3,,,,,0.24735396,,,,,"[64.2, 3.5]",,Low Pass,,10.210778,,,,Andrés Iniesta Luján,5216.0,,,,,,Throw-in,1,From Throw In,Andreu Fontàs Prat,6890.0,Left Back,8,Barcelona,217,['8635f50d-7fdd-4de5-9ed0-08b132ef7641'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:03:36.400,Pass,,2010/2011
