50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.4242,,,,,,,,,,,,,,,,dfc740a1-ca4a-4eac-8a93-083e0f8f3c5c,2777,,"[64.8, 67.2]",68335,66,,,,,0.44943056,,Right Foot,,,,"[73.3, 71.3]",,Ground Pass,,9.4371605,,,Ruud van Nistelrooy,19729.0,,,,,,2,Regular Play,Róbson de Souza,25930.0,Right Wing,146,Real Madrid,220,"['a1c348f1-3118-4d53-ad4b-274ea2fd0cd1', 'dd6bb1fb-3336-4528-b32c-53794f29053e']",43,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:21:43.036,Pass,True,2006/2007
,,,,,,,,,,,,,,,,,1.141503,,,,,,,,,,,,,,,,76749c5a-4957-4523-a11c-e4cc3eceea39,2781,,"[72.2, 71.1]",68335,66,,,,,-1.5363272,,Right Foot,,,,"[72.7, 56.6]",,Ground Pass,,14.508618,,,Róbson de Souza,25930.0,,,,,,2,Regular Play,Ruud van Nistelrooy,19729.0,Center Forward,146,Real Madrid,220,"['1beebd01-0ec1-4fdf-8ba4-f04c86efc230', 'b1b81748-1ef3-461a-bc5c-15c3949df817']",43,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:21:43.500,Pass,True,2006/2007
,,,,,,,,,,,,,,,,,2.607528,,,,,,,,,,,,,,,,451c0afe-d8df-4519-baf6-ff92358eb589,2784,,"[74.1, 56.4]",68335,66,,,,,-0.98069876,31c47877-114a-4aba-ad4a-cdd1c9bf109b,Right Foot,,,,"[96.2, 23.4]",,High Pass,,39.71662,,,Ruud van Nistelrooy,19729.0,True,,,,,2,Regular Play,Róbson de Souza,25930.0,Right Wing,146,Real Madrid,220,['5596ad99-0a1f-428e-aab7-529f0687a7b6'],44,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:21:44.654,Pass,,2006/2007
,,,,,,,,,,,,,,,,,2.944105,,,,,,,,,,,,,,,,d7b077ec-f7aa-484e-8021-a2a8e672f06b,2789,,"[11.7, 48.6]",68335,67,,,,,0.27328968,,Keeper Arm,,,,"[24.9, 52.3]",,High Pass,,13.708756,,,Anderson Luís de Souza,19757.0,,,,,,2,From Keeper,Víctor Valdés Arribas,20176.0,Goalkeeper,147,Barcelona,217,['016f904b-3f8e-40d8-a5d0-c9d214577562'],6,,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:06.245,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.4816,,,,,,,,,,,,,,,,5812aef4-63c1-418e-a317-42b2d7594407,2793,,"[66.3, 28.5]",68335,67,,,,,0.560232,,Right Foot,,,,"[77.3, 35.4]",,Ground Pass,,12.984991,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,148,Barcelona,217,"['c0fbbc7e-b109-4d21-b337-4ccc9b9d4d9e', 'fc57151e-eb54-449f-9850-7ad2b23ee248']",10,,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:10.701,Pass,,2006/2007
,,,,,,,,,,,,,,,,,4.326664,,,,,,,,,,,,,,,,e7a3b4a9-d471-4c83-9959-3180e70ee88c,2797,,"[44.8, 44.9]",68335,67,,,,,-0.58482224,bab30c93-aabf-47a8-a954-e45ec9293cb8,Left Foot,,,,"[95.7, 11.2]",,High Pass,,61.045067,,,Ruud van Nistelrooy,19729.0,True,,,,,2,Regular Play,José Maria Gutiérrez Hernández,25924.0,Left Center Midfield,149,Real Madrid,220,['ac684967-101e-4f1b-b7ae-60407ad9bd27'],13,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:22:13.719,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.050089,,,,,,,,,,,,,,,,7ca9655e-b44b-4c50-81b1-14c948519fd5,2802,,"[120.0, 1.0]",68335,67,,,,,2.822845,,Right Foot,,,,"[110.0, 4.3]",,Ground Pass,,10.530432,,,José Maria Gutiérrez Hernández,25924.0,,,,,Corner,2,From Corner,Róbson de Souza,25930.0,Right Wing,150,Real Madrid,220,['cfa40def-754d-4b5b-a805-501e9d8f0dfc'],38,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:22:38.326,Pass,,2006/2007
,,,,,,,,,,,,,,,,,2.139794,,,,,,,,,,,,,,,,5c3e3307-b3f1-441a-adb7-e86de2b08d97,2805,,"[104.2, 11.0]",68335,67,,,,,2.4210386,,Left Foot,,,,"[83.7, 29.0]",,Low Pass,,27.280945,,,Mahamadou Diarra,26021.0,,,,,,2,From Corner,José Maria Gutiérrez Hernández,25924.0,Left Center Midfield,150,Real Madrid,220,['ddc686e7-178e-4e4a-8c4a-1e04eedad5d1'],40,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:22:40.688,Pass,,2006/2007
,,,,,,,,,,,,,,,,,2.579466,,,,,,,,,,,,,,,,d6243d35-42dd-453c-a690-30f0034f67f4,2809,,"[85.1, 35.4]",68335,67,,,,,-0.33459783,,Right Foot,,,,"[113.0, 25.7]",,High Pass,,29.53811,,,José Maria Gutiérrez Hernández,25924.0,,,,,,2,From Corner,Mahamadou Diarra,26021.0,Center Defensive Midfield,150,Real Madrid,220,['84d46f37-315f-4f7e-94f5-cc5ce02573b7'],44,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:22:44.394,Pass,,2006/2007
,,,,,,,,,,,,,,,,,0.4558,,,,,,,,,,,,,,,,8632362a-d440-4ce5-a4b4-edd7599bf33a,2813,,"[118.5, 20.4]",68335,67,,,,,1.4648119,,Left Foot,,,,"[119.0, 25.1]",,High Pass,,4.726521,Incomplete,,,,,,,,,2,From Corner,José Maria Gutiérrez Hernández,25924.0,Left Center Midfield,150,Real Madrid,220,"['48c198cd-7ef1-4b1f-b3c5-908601d88442', 'bc97ba0d-28fd-4607-94db-fe9efe45d439']",49,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:22:49.231,Pass,True,2006/2007
,,,,,,,,,,,,,,,,,1.2596,,,,,,,,,,,,,,,,f4b9012a-527f-4085-b8f9-2b0d2d67fff9,2815,,"[120.0, 1.0]",68335,68,,,,,1.8315896,,Left Foot,,,,"[111.3, 33.6]",,High Pass,,33.740925,Incomplete,True,,,,,Outswinging,,Corner,2,From Corner,José Maria Gutiérrez Hernández,25924.0,Left Center Midfield,151,Real Madrid,220,['4787da49-f21a-403e-a63e-588c9454dfb7'],9,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:23:09.998,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.2846,,,,,,,,,,,,,,,,d54e5d23-f402-4140-97bc-d6137f6510de,2819,,"[24.6, 54.5]",68335,68,,,,,-0.85278064,,Right Foot,,,,"[32.2, 45.8]",,Ground Pass,,11.552056,,,Anderson Luís de Souza,19757.0,,,,,,2,From Corner,Xavier Hernández Creus,20131.0,Center Defensive Midfield,151,Real Madrid,220,['a2275287-3d15-48da-af1d-bdccd78f283b'],13,,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:13.214,Pass,,2006/2007
,,,,,,,,,,,,,,,,,2.091728,,,,,,,,,,,,,,,,387eb402-630f-4c25-ace0-f7c50e647f75,2825,,"[38.7, 35.2]",68335,68,,,,,-0.94967955,,Left Foot,,,,"[54.3, 13.4]",,High Pass,,26.806715,Incomplete,,Rafael Márquez Álvarez,5558.0,,,,,Recovery,2,From Corner,Anderson Luís de Souza,19757.0,Left Center Midfield,151,Real Madrid,220,"['2c221023-9ff5-4ce2-b65c-b91216e866a9', 'c5bfe8fd-0b50-4059-bebd-67045408912f']",17,,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:17.072,Pass,,2006/2007
,,,,,,,,,,,,,,,,,3.213994,,,,,,,,,,,,,,,,55757ead-bb79-42f8-a15f-ef6684c6007f,2829,,"[79.1, 70.2]",68335,68,,,,,-1.1263771,,Right Foot,,,,"[106.1, 13.5]",,High Pass,,62.8004,,,José Maria Gutiérrez Hernández,25924.0,,True,,,,2,From Corner,Miguel Ángel Salgado Fernández,15601.0,Right Back,151,Real Madrid,220,['814bd551-fc1c-4fa3-8fe9-ed02b5128a05'],23,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:23:23.408,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.651209,,,,,,,,,,,,,,,,e9b1d4fa-314e-4ff4-b340-40b427964981,2832,,"[107.0, 11.7]",68335,68,,,,,1.7339299,f5632c2c-d23d-446b-b28d-eb7855b3fc5e,Left Foot,True,,,"[101.7, 43.9]",,Ground Pass,,32.633266,,,Gonzalo Gerardo Higuaín,5497.0,True,,,,,2,From Corner,José Maria Gutiérrez Hernández,25924.0,Left Center Midfield,151,Real Madrid,220,['30e71dd3-4eb4-48fb-b3b6-467d6dd9dac4'],29,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:23:29.036,Pass,,2006/2007
,,,,,,,,,,,,,,,,,4.1286,,,,,,,,,,,,,,,,c078a3ad-c3b3-49df-93da-ef2477a63310,2839,,"[16.1, 39.1]",68335,68,,True,,,0.4942984,,Drop Kick,,,,"[82.9, 75.1]",,High Pass,,75.883064,Incomplete,,Ronaldo de Assis Moreira,25879.0,,,,,,2,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,152,Barcelona,217,"['1a4da2df-3bd1-4797-b301-b39d7e096e58', '25d21ed4-e524-4570-bcbf-1e610d318c7d']",37,,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:37.801,Pass,,2006/2007
,,,,,,,,,,,,,,,,,0.536534,,,,,,,,,,,,,,,,af7a5954-8bd1-42ed-b269-ce021c956ce1,2842,,"[80.6, 64.4]",68335,68,,,,,1.3258177,,Left Foot,,,,"[82.0, 70.0]",,Ground Pass,,5.772348,,,Ronaldo de Assis Moreira,25879.0,,,,,Recovery,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,152,Barcelona,217,['52a30dfb-2c25-48b5-b6f8-c4345bf29c58'],44,,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:44.105,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.376816,,,,,,,,,,,,,,,,65762d47-1b2b-48ab-b606-0ae77704c5fd,2845,,"[85.9, 66.5]",68335,68,,,,,-2.4360244,,Right Foot,,,,"[75.1, 57.3]",,Ground Pass,,14.187318,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Center Forward,152,Barcelona,217,['151556ac-fdf7-4a50-b8cf-975d79a80dda'],47,,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:47.992,Pass,,2006/2007
,,,,,,,,,,,,,,,,,0.711964,,,,,,,,,,,,,,,,9efd8fcd-bf00-4664-9d91-ebb1504d998a,2848,,"[80.6, 51.6]",68335,68,,,,,-1.6222216,,Right Foot,,,,"[79.9, 38.0]",,Ground Pass,,13.618003,,,Anderson Luís de Souza,19757.0,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Center Defensive Midfield,152,Barcelona,217,['80136938-6d14-4b32-93de-f984bd9cd106'],50,,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:50.480,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.3638,,,,,,,,,,,,,,,,4202b33a-2589-4803-8189-238eb17cfd4b,2852,,"[79.0, 39.4]",68335,68,,,,,1.4901634,,Right Foot,,,,"[80.6, 59.2]",,High Pass,,19.864542,,,Ronaldo de Assis Moreira,25879.0,,,,,,2,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,152,Barcelona,217,"['2a3477be-661a-4d59-b5a9-92682d7e9edf', '9175fe9f-a189-4e3b-9f47-9f3921fe1204']",51,,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:51.939,Pass,True,2006/2007
,,,,,,,,,,,,,,,,,2.909699,,,,,,,,,,,,,,,,7b6bf52b-9604-46c1-b9a4-0ad4025fe363,2855,,"[79.4, 59.8]",68335,68,,,,,-0.19083111,,Right Foot,,,,"[114.6, 53.0]",,Low Pass,,35.850803,Incomplete,,Xavier Hernández Creus,20131.0,,,Through Ball,True,,2,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Center Forward,152,Barcelona,217,"['18031fa6-cff6-42e9-be9a-ea3cfb443e2c', 'af503484-bb78-4dd2-895d-f68875c0c769']",54,,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:54.208,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.702022,,,,,,,,,,,,,,,,ce2ff7b1-b45b-44ac-b652-72af1b522a87,2859,,"[13.9, 31.5]",68335,69,,,,,1.1681417,,Keeper Arm,,,,"[23.1, 53.1]",,Ground Pass,,23.47765,,,Miguel Ángel Salgado Fernández,15601.0,,,,,,2,Regular Play,Iker Casillas Fernández,11179.0,Goalkeeper,153,Real Madrid,220,['d0099361-33f8-475e-887c-62ae9c10d29e'],1,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:24:01.069,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.109798,,,,,,,,,,,,,,,,20ee31b3-8831-4a77-bee7-0735b15a423e,2862,,"[47.6, 58.7]",68335,69,,,,,0.8358603,,Right Foot,,,,"[57.0, 69.1]",,Ground Pass,,14.018559,,,José Maria Gutiérrez Hernández,25924.0,,,,,,2,Regular Play,Miguel Ángel Salgado Fernández,15601.0,Right Back,153,Real Madrid,220,['7080063d-2b50-4726-8829-07745dc98e94'],13,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:24:13.807,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.755088,,,,,,,,,,,,,,,,90e30ea9-a9dd-4f3d-a1d3-0d067bbf48a3,2866,,"[55.9, 65.3]",68335,69,,,,,-1.3384752,,Left Foot,,,,"[63.4, 33.6]",,Ground Pass,,32.575146,,,Fernando Rubén Gago,26036.0,,,,,,2,Regular Play,José Maria Gutiérrez Hernández,25924.0,Left Center Midfield,153,Real Madrid,220,"['227dba81-6927-41c0-a8b5-01fc158874c5', '24430e1f-e3e8-4f36-8e85-ccad34feb66b']",20,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:24:20.201,Pass,True,2006/2007
,,,,,,,,,,,,,,,,,1.42346,,,,,,,,,,,,,,,,da947a0a-17c1-4933-991a-2b0dfdf77105,2870,,"[60.7, 35.7]",68335,69,,,,,-2.2298,,Right Foot,,,,"[52.8, 25.5]",,Ground Pass,,12.90155,,,Sergio Ramos García,5201.0,,,,,,2,Regular Play,Fernando Rubén Gago,26036.0,Right Center Midfield,153,Real Madrid,220,"['608c46c8-f4a0-45b3-92d9-bd8721cd4df1', 'd53eceef-01d8-4f5c-b80d-48c09299be4d']",21,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:24:21.996,Pass,True,2006/2007
,,,,,,,,,,,,,,,,,1.684866,,,,,,,,,,,,,,,,ff39f48a-ed36-49c9-a5cd-aa257eb4940c,2873,,"[52.8, 25.5]",68335,69,,,,,-1.1470388,,Right Foot,,,,"[61.1, 7.1]",,Ground Pass,,20.18539,,,Miguel Torres Gómez,6878.0,,,,,,2,Regular Play,Sergio Ramos García,5201.0,Left Center Back,153,Real Madrid,220,['a299dacf-9498-4754-ac9a-79543ee9270a'],23,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:24:23.460,Pass,,2006/2007
,,,,,,,,,,,,,,,,,0.818989,,,,,,,,,,,,,,,,bb821c32-c0df-467e-8180-6fe97c74f33e,2876,,"[62.1, 11.0]",68335,69,,,,,0.6678326,,Right Foot,,,,"[69.2, 16.6]",,Ground Pass,,9.042677,,,Fernando Rubén Gago,26036.0,,,,,,2,Regular Play,Miguel Torres Gómez,6878.0,Left Back,153,Real Madrid,220,['be3f0248-a74a-4f37-a735-7d401fb4e45f'],26,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:24:26.872,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.333447,,,,,,,,,,,,,,,,5cba190e-a00b-4c88-82f8-187fed65a8e7,2880,,"[67.6, 16.3]",68335,69,,,,,0.033803545,,Right Foot,,,,"[88.3, 17.0]",,Ground Pass,,20.711832,Incomplete,,Iván Helguera Bujía,15584.0,,,,,,2,Regular Play,Fernando Rubén Gago,26036.0,Right Center Midfield,153,Real Madrid,220,"['6e58e8b6-01a3-493e-844c-12dae3b11e18', 'd9e6090c-6cf6-4cd5-94a8-9bc92a9b4637', 'ed282014-2558-4a7e-921a-f6bf66057209']",27,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:24:27.729,Pass,True,2006/2007
,,,,,,,,,,,,,,,,,0.9802,,,,,,,,,,,,,,,,8764e3ac-05d3-4294-9dd2-91c669a3b4fc,2885,,"[39.4, 67.9]",68335,69,,,,,0.6365082,,Right Foot,,,,"[50.9, 76.4]",,Ground Pass,,14.300349,,,Andrés Iniesta Luján,5216.0,,,,,,2,Regular Play,Lilian Thuram,15071.0,Right Center Back,154,Barcelona,217,"['0b37fbfd-4c07-4fc1-8447-57e4c97a761d', 'f8e2c267-232d-49a0-95d6-2592dc2491fa']",31,,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:31.899,Pass,True,2006/2007
,,,,,,,,,,,,,,,,,1.250237,,,,,,,,,,,,,,,,b4dcecd5-4ddd-4613-b46d-8e56207cd513,2888,,"[45.8, 76.2]",68335,69,,,,,-1.2691773,,Left Foot,,,,"[48.6, 67.2]",,Ground Pass,,9.425497,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,154,Barcelona,217,['0902a7f3-e640-49fb-89e1-125e3312acc0'],33,,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:33.822,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.136,,,,,,,,,,,,,,,,ee18906c-64b9-4915-a1f7-efe0adc8fc8e,2892,,"[50.0, 64.7]",68335,69,,,,,-0.82384074,,Right Foot,,,,"[57.5, 56.6]",,Ground Pass,,11.0390215,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Center Defensive Midfield,154,Barcelona,217,['59e684bb-d351-43c9-bf71-436f7dd658b2'],35,,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:35.656,Pass,,2006/2007
,,,,,,,,,,,,,,,,,0.412,,,,,,,,,,,,,,,,c23d5f4d-1af2-406d-9daa-93247dfea38a,2896,,"[64.5, 41.5]",68335,69,,,,,-1.1150225,,Left Foot,,,,"[67.0, 36.4]",,Ground Pass,,5.6797886,Unknown,,Anderson Luís de Souza,19757.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,154,Barcelona,217,['2ac4bbec-3047-42a3-b709-f6910327fb12'],39,,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:39.589,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.233838,,,,,,,,,,,,,,,,92dac406-3feb-4c6f-80c3-d9d1bbb7c17f,2907,,"[84.0, 21.0]",68335,69,,,,,1.9421955,,Right Foot,,,,"[76.6, 40.0]",,Ground Pass,,20.390194,,,Anderson Luís de Souza,19757.0,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,154,Barcelona,217,['33544217-d758-4963-bd62-96706e87aeae'],52,,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:52.470,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.1778,,,,,,,,,,,,,,,,029d3866-fee7-4315-955e-0e35f705b73d,2910,,"[79.6, 39.6]",68335,69,,,,,1.960113,,Right Foot,,,,"[76.4, 47.4]",,Ground Pass,,8.430896,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,154,Barcelona,217,['927b690c-071b-4c87-ba4a-c554cfa30039'],53,,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:53.743,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.1233,,,,,,,,,,,,,,,,7b853fed-1124-4f77-8421-e03372554852,2913,,"[80.8, 47.0]",68335,69,,,,,1.5152978,,Right Foot,,,,"[81.5, 59.6]",,Ground Pass,,12.61943,,,Ronaldo de Assis Moreira,25879.0,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Center Defensive Midfield,154,Barcelona,217,['889163ad-d958-46e5-a216-05671ae19f6c'],55,,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:55.678,Pass,,2006/2007
,,,,,,,,,,,,,,,,,0.9026,,,,,,,,,,,,,,,,0210c4a9-aa4b-4499-8589-6ca03f2d2782,2917,,"[82.9, 59.4]",68335,69,,,,,-2.4143813,,Right Foot,,,,"[72.0, 49.7]",,Ground Pass,,14.591093,,,Rafael Márquez Álvarez,5558.0,,,,,,2,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Center Forward,154,Barcelona,217,['49ac4641-f50a-404d-bf93-934deb440c82'],57,,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:57.835,Pass,,2006/2007
,,,,,,,,,,,,,,,,,0.8024,,,,,,,,,,,,,,,,29252cc3-3190-46e0-8bbc-496071212216,2920,,"[75.7, 49.5]",68335,69,,,,,-0.20304522,,Right Foot,,,,"[85.9, 47.4]",,Ground Pass,,10.413933,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Rafael Márquez Álvarez,5558.0,Right Back,154,Barcelona,217,['f590f373-b254-40db-97a8-b962d3953bc0'],58,,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:58.803,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.295693,,,,,,,,,,,,,,,,68a85510-2d76-48f6-8a5a-8cf29d9f9f4e,2923,,"[85.2, 47.4]",68335,70,,,,,2.077895,,Left Foot,,,,"[76.2, 63.6]",,Low Pass,,18.532135,,,Ronaldo de Assis Moreira,25879.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,154,Barcelona,217,['e4de9a0a-152c-474c-a60b-23a725868c36'],1,,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:01.286,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.146798,,,,,,,,,,,,,,,,2b8cc961-c19b-4e15-bf12-b5c2e9ffa2c3,2926,,"[73.7, 61.9]",68335,70,,,,,1.0005584,,Right Foot,,,,"[79.6, 71.1]",,Ground Pass,,10.929318,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Center Forward,154,Barcelona,217,['8401a1b6-e31f-4bd5-a4c2-cbe3f99a564c'],6,,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:06.033,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.289267,,,,,,,,,,,,,,,,08da1f25-ec0a-45fb-ab77-032670336ae8,2929,,"[83.3, 71.4]",68335,70,,,,,-2.1025205,,Right Foot,,,,"[78.3, 62.9]",,Ground Pass,,9.861542,,,Ronaldo de Assis Moreira,25879.0,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Center Defensive Midfield,154,Barcelona,217,['3b338fe0-fc2b-4725-826d-96f3553cee8f'],8,,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:08.830,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.456338,,,,,,,,,,,,,,,,7e3a90f0-57be-46d3-a161-60f05d91564c,2932,,"[80.1, 65.6]",68335,70,,,,,0.7464568,,Right Foot,,,,"[92.1, 76.7]",,Ground Pass,,16.34656,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Center Forward,154,Barcelona,217,['5aae746b-8132-4a9b-9df1-8bcf35aa2438'],11,,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:11.120,Pass,,2006/2007
,,,,,,,,,,,,,,,,,0.9086,,,,,,,,,,,,,,,,ae6c81ab-8a15-4209-967d-3bbe60048fc0,2935,,"[95.3, 77.4]",68335,70,,,,,-1.4147714,,Right Foot,,,,"[98.1, 59.6]",,Ground Pass,,18.018879,Incomplete,,Ronaldo de Assis Moreira,25879.0,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Center Defensive Midfield,154,Barcelona,217,"['2f436923-f416-4fe1-b49d-6fb70dc40bea', '3a6c75cc-f2a3-40e1-94fb-417f2032e4c9']",16,,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:16.295,Pass,,2006/2007
,,,,,,,,,,,,,,,,,3.205127,,,,,,,,,,,,,,,,2f436923-f416-4fe1-b49d-6fb70dc40bea,2937,,"[22.9, 21.4]",68335,70,,,,,-0.22571659,,Left Foot,,,,"[49.9, 15.2]",,Ground Pass,,27.702707,,,Gonzalo Gerardo Higuaín,5497.0,,,,,Recovery,2,Regular Play,Sergio Ramos García,5201.0,Left Center Back,155,Real Madrid,220,"['a01ddee9-4ba7-45d8-ac42-7808c770477b', 'ae6c81ab-8a15-4209-967d-3bbe60048fc0']",17,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:25:17.204,Pass,,2006/2007
,,,,,,,,,,,,,,,,,4.489028,,,,,,,,,,,,,,,,bbe38fe7-f7b2-45c3-a7d3-0ab0618ed26c,2941,,"[76.4, 21.2]",68335,70,,,,,1.4958816,,Right Foot,,,,"[79.8, 66.5]",,Ground Pass,,45.427414,,,Róbson de Souza,25930.0,,True,,,,2,Regular Play,Gonzalo Gerardo Higuaín,5497.0,Left Wing,155,Real Madrid,220,"['394d31b1-5ed4-4969-b4fc-c453ddebd53b', 'b5c2c0d7-d0f9-426c-8bc0-ad79926a50d8']",24,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:25:24.003,Pass,True,2006/2007
,,,,,,,,,,,,,,,,,1.509158,,,,,,,,,,,,,,,,12cc53fb-80b1-4e64-adad-dab53f384d4f,2953,,"[45.8, 4.4]",68335,71,,True,,,1.6124389,,Left Foot,,,,"[45.4, 14.0]",,Ground Pass,,9.60833,,,Xavier Hernández Creus,20131.0,,,,,Free Kick,2,From Free Kick,Sylvio Mendes Campos Junior,25854.0,Left Back,156,Barcelona,217,['e49a7b95-e7c8-423a-90c1-c7963caaf38c'],13,,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:13.774,Pass,,2006/2007
