bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,2.810217,,,,,,,,,,,,,,0ba9401d-1328-4f0d-8ffa-f0bf036e094e,18,,,"[38.4, 71.8]",68361,0,,,,-2.5443153,,Left Foot,,,"[11.2, 53.3]",,Ground Pass,,32.895138,,,,,Iker Casillas Fernández,11179.0,,,,,,1,From Kick Off,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,2,Real Madrid,220,"['070a88ea-609b-40f4-b1ce-31516bbf8ac6', '93871f96-0c47-4bef-a3fa-04e8ee6e7ab0']",19,,,,,,,,,,,,,,,,Real Madrid,220,00:00:19.513,Pass,True,2007/2008
,,,,,,,,,,,,,,,,1.760458,,,,,,,,,,,,,,86c34eb1-2631-49a2-8d57-128437799de2,21,,,"[12.5, 40.3]",68361,0,,,,-1.0874577,,Left Foot,,,"[22.0, 22.2]",,Ground Pass,,20.441624,,,,,Iván Gabriel Heinze,26176.0,,,,,,1,From Kick Off,Iker Casillas Fernández,11179.0,Goalkeeper,2,Real Madrid,220,['f388d5ad-3507-402d-9f55-aabfa002cc1c'],25,,,,,,,,,,,,,,,,Real Madrid,220,00:00:25.688,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.904793,,,,,,,,,,,,,,375d597d-5a83-4976-8dbd-795c33bc2fb4,24,,,"[25.7, 23.7]",68361,0,,,,1.4911928,,Left Foot,,,"[28.5, 58.8]",,Ground Pass,,35.211502,,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,1,From Kick Off,Iván Gabriel Heinze,26176.0,Left Center Back,2,Real Madrid,220,['2b159389-2ee8-43a4-9f97-6ba43cbea41f'],30,,,,,,,,,,,,,,,,Real Madrid,220,00:00:30.168,Pass,,2007/2008
,,,,,,,,,,,,,,,,3.03842,,,,,,,,,,,,,,9b6fb897-8beb-4849-84c6-d80fa2a76aca,27,,,"[32.5, 59.6]",68361,0,,,,-0.8445707,,Right Foot,,,"[72.2, 14.9]",,High Pass,,59.784447,,,Incomplete,,Marcelo Vieira da Silva Júnior,5552.0,,True,,,,1,From Kick Off,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,2,Real Madrid,220,"['cb4e83c9-436e-4766-917e-d78ae8264f19', 'ec68d3d8-4fde-4636-83a9-6ce16a021e40']",34,,,,,,,,,,,,,,,,Real Madrid,220,00:00:34.664,Pass,,2007/2008
,,,,,,,,,,,,,,,,3.0162,,,,,,,,,,,,,,cb4e83c9-436e-4766-917e-d78ae8264f19,29,,,"[48.8, 66.1]",68361,0,,,,0.5169722,,Head,,,"[73.6, 80.2]",,High Pass,,28.528057,,,Out,,,,,,,,Recovery,1,From Kick Off,Gianluca Zambrotta,15774.0,Right Back,2,Real Madrid,220,['9b6fb897-8beb-4849-84c6-d80fa2a76aca'],37,,,,,,,,,,,,,,,,Barcelona,217,00:00:37.702,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.6317,,,,,,,,,,,,,,9d6806ac-1d06-42c5-a28a-9bf182cc566f,30,,,"[47.2, 1.0]",68361,0,,,,0.17395604,,,,,"[71.1, 5.2]",,High Pass,,24.266232,,,,,Arjen Robben,8218.0,,,,,Throw-in,1,From Throw In,Marcelo Vieira da Silva Júnior,5552.0,Left Back,3,Real Madrid,220,['dc0c733e-2c08-4cdc-963d-fe766bdd7a06'],50,,,,,,,,,,,,,,,,Real Madrid,220,00:00:50.903,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.7207,,,,,,,,,,,,,,3fdca9ba-f500-453b-a0c5-a8460a912c5b,33,,,"[71.8, 5.6]",68361,0,,,,2.3211212,,Right Foot,,,"[66.3, 11.5]",,Low Pass,,8.065978,,,,,Wesley Sneijder,4409.0,,,,,,1,From Throw In,Arjen Robben,8218.0,Left Wing,3,Real Madrid,220,['ef63935a-7602-4d7c-b538-f3572acbf2f7'],52,,,,,,,,,,,,,,,,Real Madrid,220,00:00:52.572,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.954691,,,,,,,,,,,,,,6550ad3f-e44e-4a4d-b24e-65f47a138c6d,35,,,"[66.3, 12.5]",68361,0,,,,-1.1393956,,Head,,,"[69.2, 6.2]",,High Pass,,6.935416,,,,,Arjen Robben,8218.0,,,,,,1,From Throw In,Wesley Sneijder,4409.0,Right Wing,3,Real Madrid,220,['bc4a48a4-3bb6-488b-9cbb-2ceec9407266'],53,,,,,,,,,,,,,,,,Real Madrid,220,00:00:53.293,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.393188,,,,,,,,,,,,,,8d23a64d-80f3-4ba3-9906-764b0eb6d4ce,39,,,"[66.1, 10.9]",68361,0,,,,0.7853982,,Left Foot,,,"[75.3, 20.1]",,Ground Pass,,13.010765,,,,,Wesley Sneijder,4409.0,,,,,,1,From Throw In,Arjen Robben,8218.0,Left Wing,3,Real Madrid,220,['43f78aa2-0808-4c06-abef-47394e6f0c8a'],56,,,,,,,,,,,,,,,,Real Madrid,220,00:00:56.267,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.004115,,,,,,,,,,,,,,3589b963-1799-42c1-9aff-840bd5ef4e6d,42,,,"[73.0, 22.8]",68361,0,,,,0.62592477,,Right Foot,,,"[89.6, 34.8]",,Ground Pass,,20.483164,,,,,Raúl González Blanco,15607.0,,,,,,1,From Throw In,Wesley Sneijder,4409.0,Right Wing,3,Real Madrid,220,['e3f61797-8bbb-4737-94a2-ea6d42c4da33'],57,,,,,,,,,,,,,,,,Real Madrid,220,00:00:57.962,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.082,,,,,,,,,,,,,,e58dbd89-38ac-4259-8bd5-ea802b3c0eaa,48,,,"[19.8, 38.6]",68361,1,,,,-0.44384822,,Left Foot,,,"[40.2, 28.9]",,High Pass,,22.588715,,,Incomplete,,,,,,,,,1,From Throw In,Carles Puyol i Saforcada,20125.0,Left Center Back,3,Real Madrid,220,['7f73e8e4-ba98-4289-b8b4-4d5f9ad19120'],1,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.759,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.791107,,,,,,,,,,,,,,7f73e8e4-ba98-4289-b8b4-4d5f9ad19120,49,,,"[80.8, 52.1]",68361,1,,,,-1.434799,,Right Foot,,,"[82.1, 42.6]",,Low Pass,,9.588534,,,,,Wesley Sneijder,4409.0,,,,,Recovery,1,From Throw In,Mahamadou Diarra,26021.0,Right Center Midfield,3,Real Madrid,220,"['e58dbd89-38ac-4259-8bd5-ea802b3c0eaa', 'f95773f8-5f43-4474-b923-a2b376f2dbff']",2,,,,,,,,,,,,,,,,Real Madrid,220,00:01:02.841,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.33959,,,,,,,,,,,,,,3ab8af77-96c5-4857-91e2-daacbecc066a,52,,,"[82.7, 44.7]",68361,1,,,,0.4519294,98311726-1a73-4a08-bc46-dda45a20ccdd,Right Foot,,,"[93.0, 49.7]",,Ground Pass,,11.449454,,,,,Arjen Robben,8218.0,True,,,,,1,From Throw In,Wesley Sneijder,4409.0,Right Wing,3,Real Madrid,220,['a578db5e-9b0d-4eae-a698-688803d6f093'],6,,,,,,,,,,,,,,,,Real Madrid,220,00:01:06.271,Pass,,2007/2008
,,,,,,,,,,,,,,,,2.076898,,,,,,,,,,,,,,2a7ad7b5-8190-4a6d-bd27-a0ff92f767e5,57,,,"[16.7, 40.7]",68361,1,,,,0.89528644,,Keeper Arm,,,"[42.1, 72.4]",,Low Pass,,40.620808,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Keeper,Víctor Valdés Arribas,20176.0,Goalkeeper,5,Barcelona,217,['5d71af44-3f14-43c8-9214-1c3aeb479228'],12,,,,,,,,,,,,,,,,Barcelona,217,00:01:12.661,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.711335,,,,,,,,,,,,,,7056927a-771b-4dd6-bc95-6af99a349395,60,,,"[48.4, 71.4]",68361,1,,,,-1.5571917,,Left Foot,,,"[48.6, 56.7]",,Ground Pass,,14.701361,,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,6,Barcelona,217,['32d0a118-c315-4667-aa86-f166fc8610f0'],17,,,,,,,,,,,,,,,,Barcelona,217,00:01:17.509,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.3476,,,,,,,,,,,,,,fc061429-5263-4a11-9a72-cb1184c9c081,64,,,"[60.8, 38.4]",68361,1,,,,-1.0642458,,Right Foot,,,"[69.4, 22.9]",,Ground Pass,,17.72597,,,,,Bojan Krkíc Pérez,4913.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,7,Barcelona,217,"['2e913b21-e209-4877-9cf3-338d38915f99', 'a9700cc5-b83a-4d1b-9d57-a7e94b4f2fba']",21,,,,,,,,,,,,,,,,Barcelona,217,00:01:21.736,Pass,True,2007/2008
,,,,,,,,,,,,,,,,0.8614,,,,,,,,,,,,,,900d04ad-e624-4f6b-bfed-35d4394d7130,67,,,"[74.2, 21.8]",68361,1,,,,-0.8641821,,Right Foot,,,"[81.2, 13.6]",,Ground Pass,,10.781466,,,,,Thierry Henry,15516.0,,,,,,1,Regular Play,Bojan Krkíc Pérez,4913.0,Center Forward,8,Barcelona,217,['8d45f7c2-2b47-4e8c-9fc5-4130f92dbe61'],24,,,,,,,,,,,,,,,,Barcelona,217,00:01:24.304,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.972419,,,,,,,,,,,,,,90e17847-ebae-4d4b-ad07-57a9aa3928c0,70,,,"[90.0, 22.0]",68361,1,,,,-0.8010219,,Right Foot,,,"[102.6, 9.0]",,Ground Pass,,18.104143,,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,Regular Play,Thierry Henry,15516.0,Left Wing,9,Barcelona,217,['94aa7fc9-19b3-4587-af7b-fb4beab149e9'],27,,,,,,,,,,,,,,,,Barcelona,217,00:01:27.943,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.1291,,,,,,,,,,,,,,87046d16-795a-4395-b287-2e52be347fa5,73,,,"[113.3, 5.8]",68361,1,,,,1.6879051,,Left Foot,,,"[112.9, 9.2]",,High Pass,,3.4234486,,,Incomplete,,,,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,10,Barcelona,217,['bebd2a40-a226-4be0-9aba-9230d3861b67'],32,,,,,,,,,,,,,,,,Barcelona,217,00:01:32.040,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.057,,,,,,,,,,,,,,65af8b3e-1334-4b3e-97fd-796490e1bde8,75,,,"[120.0, 1.0]",68361,1,,,,2.661642,,Right Foot,,,"[112.7, 4.8]",,Ground Pass,,8.229824,,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,Corner,1,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,11,Barcelona,217,['460f0a47-6a33-48e4-9563-b7b4fa285c1f'],45,,,,,,,,,,,,,,,,Barcelona,217,00:01:45.578,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.900823,,,,,,,,,,,,,,c17e3b60-4433-43ab-abf0-80be542fa98a,78,,,"[117.1, 6.7]",68361,1,,,,-3.1077073,,Left Foot,,,"[111.2, 6.5]",,Ground Pass,,5.903389,,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Corner,Eric-Sylvain Bilal Abidal,20177.0,Left Back,11,Barcelona,217,['3337a854-b0d8-4590-aa35-9cef899b5179'],48,,,,,,,,,,,,,,,,Barcelona,217,00:01:48.421,Pass,,2007/2008
,,,,,,,,,,,,,,,,2.222536,,,,,,,,,,,,,,6d79fece-803e-45be-9c34-d42b547ce736,81,,,"[106.4, 7.1]",68361,1,,,,1.8648616,a4bdf8ef-ac35-4821-8bef-b744932143e3,Right Foot,,,"[91.5, 56.3]",,High Pass,,51.40671,,,,,Eiður Smári Guðjohnsen,11270.0,True,True,,,,1,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,11,Barcelona,217,['db343307-af7c-4324-b9a9-0f306129ac57'],50,,,,,,,,,,,,,,,,Barcelona,217,00:01:50.671,Pass,,2007/2008
,,,,,,,,,,,,,,,,2.5322,,,,,,,,,,,,,,f9a068d2-7d7f-48ff-a54a-4379d395280b,87,,,"[6.0, 36.0]",68361,2,,,,0.68333745,,Left Foot,,,"[53.9, 75.0]",,High Pass,,61.769005,,,,,Sergio Ramos García,5201.0,,,,,Goal Kick,1,From Goal Kick,Iker Casillas Fernández,11179.0,Goalkeeper,12,Real Madrid,220,['59d6c7fa-2436-4775-95a9-ef146a17d2f2'],15,,,,,,,,,,,,,,,,Real Madrid,220,00:02:15.787,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.069228,,,,,,,,,,,,,,02950c18-0ab6-43f6-ae3b-97c4af4188cb,89,,,"[53.3, 74.7]",68361,2,,,,0.27901343,,Head,,,"[71.8, 80.0]",,Low Pass,,19.24422,,,Out,,José Maria Gutiérrez Hernández,25924.0,,,,,,1,From Goal Kick,Sergio Ramos García,5201.0,Right Back,12,Real Madrid,220,['5ca6c561-411b-45fb-b10d-5d2e5679c82f'],18,,,,,,,,,,,,,,,,Real Madrid,220,00:02:18.196,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.4741,,,,,,,,,,,,,,dac4903b-1b1b-4e90-bea5-6b78a76834a4,91,,,"[54.3, 1.0]",68361,2,,,,2.767772,,,,,"[36.2, 8.1]",,Low Pass,,19.442736,,,,,Carles Puyol i Saforcada,20125.0,,,,,Throw-in,1,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Back,13,Barcelona,217,['df849c64-b4de-409b-9b95-168cd1568dcb'],27,,,,,,,,,,,,,,,,Barcelona,217,00:02:27.044,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.533698,,,,,,,,,,,,,,36e7bfa6-eb04-4d38-aec8-bdc14dd2b073,94,,,"[32.6, 10.2]",68361,2,,,,1.7220708,,Right Foot,,,"[27.6, 43.0]",,Ground Pass,,33.17891,,,,,Rafael Márquez Álvarez,5558.0,,,,,,1,From Throw In,Carles Puyol i Saforcada,20125.0,Left Center Back,13,Barcelona,217,['2766be9a-6527-47e4-8cc2-d520b42bbfab'],30,,,,,,,,,,,,,,,,Barcelona,217,00:02:30.523,Pass,,2007/2008
,,,,,,,,,,,,,,,,2.737316,,,,,,,,,,,,,,d84c9f6d-0684-43fa-9504-254a6653bdea,97,,,"[28.0, 41.3]",68361,2,,,,1.042962,,Left Foot,,,"[43.1, 67.2]",,Ground Pass,,29.980328,,,,,Gianluca Zambrotta,15774.0,,,,,,1,From Throw In,Rafael Márquez Álvarez,5558.0,Right Center Back,13,Barcelona,217,['6de1fa53-b80f-48a3-a761-c3c6fc78b2bf'],32,,,,,,,,,,,,,,,,Barcelona,217,00:02:32.862,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.1918,,,,,,,,,,,,,,0b4f4fb0-5324-4ecc-a26e-d5bd369e0ba1,100,,,"[47.6, 69.5]",68361,2,,,,-2.0197392,,Right Foot,,,"[41.0, 55.8]",,Ground Pass,,15.206906,,,,,Rafael Márquez Álvarez,5558.0,,,,,,1,From Throw In,Gianluca Zambrotta,15774.0,Right Back,13,Barcelona,217,['37eee01e-f9f6-46e9-a410-87ba3cb9e69f'],37,,,,,,,,,,,,,,,,Barcelona,217,00:02:37.215,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.999602,,,,,,,,,,,,,,d47f0b5f-0d83-45c0-b620-5fe8ccc2450c,103,,,"[40.0, 54.4]",68361,2,,,,-1.096945,,Right Foot,,,"[44.0, 46.6]",,Ground Pass,,8.765842,,,,,Gnégnéri Yaya Touré,3087.0,,,,,,1,From Throw In,Rafael Márquez Álvarez,5558.0,Right Center Back,13,Barcelona,217,['40970663-2822-4e61-8590-d53735a81bbc'],40,,,,,,,,,,,,,,,,Barcelona,217,00:02:40.672,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.576816,,,,,,,,,,,,,,cbc2ccec-5c2b-4eba-b6d3-858e07fd7447,106,,,"[43.8, 46.6]",68361,2,,,,-2.0726547,,Right Foot,,,"[33.1, 27.1]",,Ground Pass,,22.242752,,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Throw In,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,13,Barcelona,217,['213886f6-8811-4128-b3f5-69012a19eb61'],42,,,,,,,,,,,,,,,,Barcelona,217,00:02:42.082,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.574453,,,,,,,,,,,,,,cd3f54fa-39ab-488d-beca-65fc954e343d,109,,,"[34.9, 27.9]",68361,2,,,,1.2011521,,Right Foot,,,"[45.4, 55.0]",,Ground Pass,,29.063034,,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Throw In,Carles Puyol i Saforcada,20125.0,Left Center Back,13,Barcelona,217,['657aca9e-1702-4552-984b-7e62256f54c1'],44,,,,,,,,,,,,,,,,Barcelona,217,00:02:44.693,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.2638,,,,,,,,,,,,,,62992fe6-f63e-44f2-8389-1307f90610c7,112,,,"[45.0, 51.6]",68361,2,,,,-1.0160666,,Right Foot,,,"[55.1, 35.3]",,Ground Pass,,19.175505,,,,,Eiður Smári Guðjohnsen,11270.0,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,13,Barcelona,217,['f6a0dd32-1fdd-4b1e-95da-6c310616c353'],48,,,,,,,,,,,,,,,,Barcelona,217,00:02:48.221,Pass,,2007/2008
