bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.689906,,,,,,,,,,,,,,a620ee97-32d4-4841-87fb-b2723afc9054,670,,,"[85.4, 41.6]",68361,14,,,,-1.196604,,Right Foot,,,"[94.0, 19.7]",,Ground Pass,,23.528069,,,,,Thierry Henry,15516.0,,,,,,1,From Free Kick,Bojan Krkíc Pérez,4913.0,Center Forward,34,Barcelona,217,"['1ee9a965-17bd-486e-9b04-2e318ae508d4', 'bb7c8cf9-775c-4b22-b719-77b4959479d1']",24,,,,,,,,,,,,,,,,Barcelona,217,00:14:24.857,Pass,True,2007/2008
,,,,,,,,,,,,,,,,1.2854,,,,,,,,,,,,,,90f4468a-f736-40e9-8639-0bd5858b654f,673,,,"[107.9, 28.9]",68361,14,,,,2.2188532,,Right Foot,,,"[102.6, 35.9]",,Ground Pass,,8.780091,,,Incomplete,,Bojan Krkíc Pérez,4913.0,,,,,,1,From Free Kick,Thierry Henry,15516.0,Left Wing,34,Barcelona,217,"['85c181e5-ae1b-482c-ad3f-3c38719569e6', '98522e84-6d71-474f-80b1-761e70663db1']",29,,,,,,,,,,,,,,,,Barcelona,217,00:14:29.230,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.6071,,,,,,,,,,,,,,91351093-99c5-4f42-8974-df8905353179,677,,,"[38.3, 37.6]",68361,14,,,True,0.26481733,,,,,"[44.2, 39.2]",,Low Pass,,6.1131005,,,Incomplete,,,,,,,,Recovery,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,34,Barcelona,217,"['4961a71c-b457-4c7b-bbd8-230999dcb468', 'a5a62be7-5f0a-4835-8344-85e0fec332ca']",34,,,,,,,,,,,,,,,,Barcelona,217,00:14:34.712,Pass,True,2007/2008
,,,,,,,,,,,,,,,,1.047045,,,,,,,,,,,,,,5c7db16d-89e9-48f3-a2f4-7ec69807d6cd,684,,,"[79.3, 43.6]",68361,14,,,,-1.923105,,Left Foot,,,"[74.3, 30.0]",,Ground Pass,,14.489997,,,,,José Maria Gutiérrez Hernández,25924.0,,,,,,1,Regular Play,Raúl González Blanco,15607.0,Center Forward,35,Real Madrid,220,['99cc81dd-ef2c-45fa-aa65-9f14852b3880'],39,,,,,,,,,,,,,,,,Real Madrid,220,00:14:39.715,Pass,,2007/2008
,,,,,,,,,,,,,,,,3.29964,,,,,,,,,,,,,,fb01e751-71b7-49ee-a8eb-3d26eee2cf24,688,,,"[73.4, 32.3]",68361,14,,,,1.0604995,,Right Foot,,,"[100.1, 80.0]",,Low Pass,,54.66425,,,Out,,Mahamadou Diarra,26021.0,,True,,,,1,Regular Play,José Maria Gutiérrez Hernández,25924.0,Center Attacking Midfield,35,Real Madrid,220,['34c62d94-4e40-4492-8df3-4ab30f3f055f'],43,,,,,,,,,,,,,,,,Real Madrid,220,00:14:43.554,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.232335,,,,,,,,,,,,,,2810c9d5-469a-4a75-ba32-c45afc40dae2,690,,,"[17.9, 1.0]",68361,14,,,,2.2157638,,,,,"[9.7, 11.9]",,Low Pass,,13.640015,,,,,Carles Puyol i Saforcada,20125.0,,,,,Throw-in,1,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Back,36,Barcelona,217,['388343d8-b753-4af6-ac13-f3624491ee28'],54,,,,,,,,,,,,,,,,Barcelona,217,00:14:54.169,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.0205,,,,,,,,,,,,,,551a6ebf-1fd6-4b28-b451-0c0759e1e191,693,,,"[9.7, 13.6]",68361,14,,,,-0.7724119,,Left Foot,,,"[17.5, 6.0]",,Ground Pass,,10.890363,,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,From Throw In,Carles Puyol i Saforcada,20125.0,Left Center Back,36,Barcelona,217,['6c0a9a28-786a-4be5-830d-0cb0b5f4cfc7'],56,,,,,,,,,,,,,,,,Barcelona,217,00:14:56.050,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.20492,,,,,,,,,,,,,,c98f184b-0b2d-47de-9dc0-509b99d110d5,696,,,"[19.4, 6.9]",68361,14,,,,2.463222,,Left Foot,,,"[12.7, 12.3]",,Ground Pass,,8.605231,,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Back,36,Barcelona,217,['7fac7c39-511f-48d5-a60f-6a30566b43ab'],57,,,,,,,,,,,,,,,,Barcelona,217,00:14:57.150,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.201788,,,,,,,,,,,,,,1409e7e2-4295-478d-8a5a-bcef77045505,699,,,"[22.1, 19.1]",68361,15,,,,-1.2060615,,Right Foot,,,"[26.3, 8.1]",,Ground Pass,,11.774549,,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,From Throw In,Carles Puyol i Saforcada,20125.0,Left Center Back,36,Barcelona,217,['0f5a4b52-4163-4a93-8593-5e9b4e374bce'],2,,,,,,,,,,,,,,,,Barcelona,217,00:15:02.306,Pass,,2007/2008
,,,,,,,,,,,,,,,,5.003918,,,,,,,,,,,,,,48f3cb64-fe71-4854-895f-c0133e014106,703,,,"[25.3, 6.3]",68361,15,,,,0.09798144,,Left Foot,,,"[101.6, 13.8]",,High Pass,,76.667725,,,Incomplete,,Thierry Henry,15516.0,,,,,,1,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Back,36,Barcelona,217,"['07719b96-e84e-4f07-b7b0-7e201313f935', 'ef415c38-d56d-4cae-a59b-50d03472020a']",4,,,,,,,,,,,,,,,,Barcelona,217,00:15:04.914,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.507411,,,,,,,,,,,,,,997cdeac-9745-4549-98c2-a8e151fdf657,707,,,"[11.7, 64.5]",68361,15,,,,-1.269074,,Left Foot,,,"[17.8, 44.9]",,Ground Pass,,20.527298,,,,,Iván Gabriel Heinze,26176.0,,,,,,1,Regular Play,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,37,Real Madrid,220,['1439b8e4-2684-40e9-92aa-df276b7611c8'],11,,,,,,,,,,,,,,,,Real Madrid,220,00:15:11.353,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.227457,,,,,,,,,,,,,,2ba0f3dc-a5f0-437e-809b-ec620cc07f3d,710,,,"[23.0, 22.6]",68361,15,,,,0.87510383,,Left Foot,,,"[31.6, 32.9]",,Ground Pass,,13.418271,,,,,Fernando Rubén Gago,26036.0,,,,,,1,Regular Play,Iván Gabriel Heinze,26176.0,Left Center Back,37,Real Madrid,220,['a97bd39d-9654-40a6-9efe-204f43cbdff9'],16,,,,,,,,,,,,,,,,Real Madrid,220,00:15:16.385,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.761401,,,,,,,,,,,,,,1642a5b8-50b3-4dde-ae7f-987aa2ec352f,713,,,"[32.5, 30.8]",68361,15,,,,-1.7590178,,Right Foot,,,"[29.3, 14.0]",,Ground Pass,,17.102047,,,,,Iván Gabriel Heinze,26176.0,,,,,,1,Regular Play,Fernando Rubén Gago,26036.0,Left Center Midfield,37,Real Madrid,220,['97122411-c879-4bb4-9fbb-3592e98a113d'],18,,,,,,,,,,,,,,,,Real Madrid,220,00:15:18.432,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.9408,,,,,,,,,,,,,,e8571833-7326-4177-bfd6-8ef6dd407c1d,716,,,"[31.4, 16.1]",68361,15,,,,1.3930061,,Left Foot,,,"[33.7, 28.9]",,Ground Pass,,13.004999,,,,,Fernando Rubén Gago,26036.0,,,,,,1,Regular Play,Iván Gabriel Heinze,26176.0,Left Center Back,37,Real Madrid,220,['f56faced-53ec-48dd-8236-9ec1e35d84c1'],20,,,,,,,,,,,,,,,,Real Madrid,220,00:15:20.234,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.573066,,,,,,,,,,,,,,0f4d9044-714e-4424-9ca6-2160ba43e9fb,718,,,"[34.8, 28.1]",68361,15,,,,-0.76823246,,Right Foot,,,"[58.5, 5.2]",,Ground Pass,,32.95603,,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,Regular Play,Fernando Rubén Gago,26036.0,Left Center Midfield,37,Real Madrid,220,['34b45546-6859-4b54-b295-5dc691daec62'],21,,,,,,,,,,,,,,,,Real Madrid,220,00:15:21.175,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.9649,,,,,,,,,,,,,,6d96a735-4f3f-4fd7-b411-293a3d0c57f7,722,,,"[74.3, 22.6]",68361,15,,,,0.8826514,,Left Foot,,,"[85.4, 36.1]",,Ground Pass,,17.477413,,,,,Arjen Robben,8218.0,,,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,37,Real Madrid,220,['4637f210-18fc-4b04-89c0-f18a75a5700c'],25,,,,,,,,,,,,,,,,Real Madrid,220,00:15:25.975,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.119901,,,,,,,,,,,,,,bf280e07-c656-49de-b98d-48cc0c405817,725,,,"[85.4, 34.8]",68361,15,,,,-0.5857143,,Left Foot,,,"[95.5, 28.1]",,Ground Pass,,12.120231,,,Unknown,,,,,,,,,1,Regular Play,Arjen Robben,8218.0,Left Wing,37,Real Madrid,220,,27,,,,,,,,,,,,,,,,Real Madrid,220,00:15:27.770,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.2902,,,,,,,,,,,,,,163d7bdd-ecd1-4c78-98cf-eb95b6113ff6,732,,,"[120.0, 1.0]",68361,17,,,,1.744777,,Right Foot,,,"[114.2, 34.0]",,High Pass,True,33.50582,,,Incomplete,,,,,,Inswinging,,Corner,1,From Corner,Wesley Sneijder,4409.0,Right Wing,39,Real Madrid,220,['45aa346f-267e-4aed-8319-a075ea4bffba'],15,,,,,,,,,,,,,,,,Real Madrid,220,00:17:15.015,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.6117,,,,,,,,,,,,,,dff89108-4d4c-4081-a0f7-6e0a4d00fcf9,740,,,"[9.9, 39.7]",68361,17,True,,,0.26241434,,Drop Kick,,,"[71.7, 56.3]",,High Pass,,63.990623,,,Incomplete,,,,,,,,,1,From Keeper,Víctor Valdés Arribas,20176.0,Goalkeeper,40,Barcelona,217,['f0cce3df-7291-4f33-a0e0-469ddbbbeb87'],34,,,,,,,,,,,,,,,,Barcelona,217,00:17:34.361,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.821476,,,,,,,,,,,,,,be10ea6d-897b-4fc6-8a66-820da345fa08,742,,,"[52.6, 24.3]",68361,17,,,,1.5051972,,Right Foot,,,"[53.5, 38.0]",,Ground Pass,,13.72953,,,,,Mahamadou Diarra,26021.0,,,,,,1,Regular Play,Fernando Rubén Gago,26036.0,Left Center Midfield,41,Real Madrid,220,['20c8db40-0cec-4f12-969d-09468138576f'],37,,,,,,,,,,,,,,,,Real Madrid,220,00:17:37.908,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.968,,,,,,,,,,,,,,4220e0a9-1d23-4a14-9fc4-7d4947c540b2,745,,,"[53.7, 39.4]",68361,17,,,,0.047583103,,Right Foot,,,"[68.4, 40.1]",,Ground Pass,,14.716658,,,,,Raúl González Blanco,15607.0,,,,,,1,Regular Play,Mahamadou Diarra,26021.0,Right Center Midfield,41,Real Madrid,220,['69bebadd-1c8b-4123-81c2-8ecf388ff97d'],39,,,,,,,,,,,,,,,,Real Madrid,220,00:17:39.804,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.0957,,,,,,,,,,,,,,e36e66a8-de1d-43c2-b70b-5daffbe86227,748,,,"[68.4, 40.1]",68361,17,,,,-1.4594935,,Left Foot,,,"[70.3, 23.1]",,Ground Pass,,17.105846,,,,,Wesley Sneijder,4409.0,,,,,,1,Regular Play,Raúl González Blanco,15607.0,Center Forward,41,Real Madrid,220,['e139e82d-610a-466e-9487-bb823ea10342'],40,,,,,,,,,,,,,,,,Real Madrid,220,00:17:40.812,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.7565,,,,,,,,,,,,,,abbb194f-affd-469d-9db9-4c36ed2d4abb,751,,,"[70.3, 23.7]",68361,17,,,,0.9713438,,Right Foot,,,"[78.5, 35.7]",,Ground Pass,,14.534098,,,,,Raúl González Blanco,15607.0,,,,,,1,Regular Play,Wesley Sneijder,4409.0,Right Wing,41,Real Madrid,220,['d951fe35-c97a-4bd5-a308-2598c143f733'],43,,,,,,,,,,,,,,,,Real Madrid,220,00:17:43.731,Pass,,2007/2008
,,,,,,,,,,,,,,,,2.1812,,,,,,,,,,,,,,246efb8f-94ed-4d27-be3a-38c0bb4d8877,754,,,"[79.5, 36.1]",68361,17,,,,-1.3748417,,Left Foot,,,"[84.8, 9.4]",,Low Pass,,27.220947,,,,,José Maria Gutiérrez Hernández,25924.0,,,,,,1,Regular Play,Raúl González Blanco,15607.0,Center Forward,41,Real Madrid,220,['1eb4943f-e82c-4bbf-8f4d-4b44a480627a'],44,,,,,,,,,,,,,,,,Real Madrid,220,00:17:44.541,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.749497,,,,,,,,,,,,,,0f647736-de8c-41ff-9613-9f8fca0a72f4,756,,,"[83.7, 9.2]",68361,17,,,,2.6934476,,Other,,,"[78.5, 11.7]",,Low Pass,,5.7697487,,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,Regular Play,José Maria Gutiérrez Hernández,25924.0,Center Attacking Midfield,41,Real Madrid,220,['1281dc02-d663-4236-a6cb-795eb001a59c'],46,,,,,,,,,,,,,,,,Real Madrid,220,00:17:46.723,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.111351,,,,,,,,,,,,,,d925edfa-d956-40b7-bf56-ff7522924278,759,,,"[78.5, 11.7]",68361,17,,,,-0.34302393,,Right Foot,,,"[82.7, 10.2]",,Ground Pass,,4.4598207,,,,,José Maria Gutiérrez Hernández,25924.0,,,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,41,Real Madrid,220,['1525aa60-c885-48eb-8460-eb39165cb39f'],48,,,,,,,,,,,,,,,,Real Madrid,220,00:17:48.688,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.418752,,,,,,,,,,,,,,d989f440-5d30-4a94-a5d2-fa3131c45342,762,,,"[82.7, 10.2]",68361,17,,,,1.6259129,,Left Foot,,,"[81.9, 24.7]",,Ground Pass,,14.522052,,,,,Fernando Rubén Gago,26036.0,,,,,,1,Regular Play,José Maria Gutiérrez Hernández,25924.0,Center Attacking Midfield,41,Real Madrid,220,['9de8f7ed-6587-4bf6-b7fb-dd19d7db3d26'],50,,,,,,,,,,,,,,,,Real Madrid,220,00:17:50.559,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.441777,,,,,,,,,,,,,,a8b19ad9-f7d7-462d-9628-3a6467d2e8a3,765,,,"[82.7, 25.2]",68361,17,,,,2.0948684,,Right Foot,,,"[76.4, 36.1]",,Ground Pass,,12.589679,,,,,Mahamadou Diarra,26021.0,,,,,,1,Regular Play,Fernando Rubén Gago,26036.0,Left Center Midfield,41,Real Madrid,220,['4f75c0f3-2a63-40e3-8985-4b501e54b57b'],52,,,,,,,,,,,,,,,,Real Madrid,220,00:17:52.899,Pass,,2007/2008
,,,,,,,,,,,,,,,,2.0903,,,,,,,,,,,,,,0e8eda1a-ba26-489d-a8e7-168f5b8ee0b3,768,,,"[78.3, 38.0]",68361,17,,,,1.3055228,,Right Foot,,,"[87.7, 72.6]",,High Pass,,35.85415,,,,,Sergio Ramos García,5201.0,,,,,,1,Regular Play,Mahamadou Diarra,26021.0,Right Center Midfield,41,Real Madrid,220,['d152c14f-10be-47fb-bcef-ecc6c2c90fdc'],55,,,,,,,,,,,,,,,,Real Madrid,220,00:17:55.487,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.234613,,,,,,,,,,,,,,1e87325b-eb18-4069-b0bf-a9300daf2691,771,,,"[86.5, 73.9]",68361,17,,,,-1.5416075,,Right Foot,,,"[86.9, 60.2]",,Ground Pass,,13.705838,,,,,Raúl González Blanco,15607.0,,,,,,1,Regular Play,Sergio Ramos García,5201.0,Right Back,41,Real Madrid,220,['5cd92468-5cb0-4fb7-aaf0-ae4115b3f2e8'],59,,,,,,,,,,,,,,,,Real Madrid,220,00:17:59.306,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.4703,,,,,,,,,,,,,,acf6239b-1ee5-4dc4-afff-4ebc04d48f3b,774,,,"[88.8, 58.8]",68361,18,,,,-0.635453,,Left Foot,,,"[104.8, 47.0]",,High Pass,,19.880644,,,Incomplete,,Arjen Robben,8218.0,,,,,,1,Regular Play,Raúl González Blanco,15607.0,Center Forward,41,Real Madrid,220,"['21e95761-c605-43f2-bc7b-008e9525ccce', 'b36bc9c1-534d-44de-b5c8-f1a6e3e36b11']",1,,,,,,,,,,,,,,,,Real Madrid,220,00:18:01.557,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.9427,,,,,,,,,,,,,,b36bc9c1-534d-44de-b5c8-f1a6e3e36b11,776,,,"[16.2, 34.0]",68361,18,,,,2.9242992,,Head,,,"[8.5, 35.7]",,Low Pass,,7.8854294,,,,,Víctor Valdés Arribas,20176.0,,,,,Recovery,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,41,Real Madrid,220,"['acf6239b-1ee5-4dc4-afff-4ebc04d48f3b', 'fe9ebfca-367b-4713-97d2-443717459755']",3,,,,,,,,,,,,,,,,Barcelona,217,00:18:03.028,Pass,,2007/2008
,,,,,,,,,,,,,,,,3.988138,,,,,,,,,,,,,,0577d695-4404-43b8-a044-d5b30f5f5f88,779,,,"[16.7, 44.7]",68361,18,,,,-0.2438077,,Drop Kick,,,"[97.1, 24.7]",,High Pass,,82.85023,,,Incomplete,,,,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,41,Real Madrid,220,['bc9a3bfc-8de6-43e8-9fea-ee5923b7bc02'],13,,,,,,,,,,,,,,,,Barcelona,217,00:18:13.431,Pass,,2007/2008
,,,,,,,,,,,,,,,,2.2094,,,,,,,,,,,,,,204c5d82-1771-4b0c-b1dd-c2727b304f55,783,,,"[28.7, 74.7]",68361,18,,,,-0.30122557,,Right Foot,,,"[69.9, 61.9]",,High Pass,,43.142555,,,Incomplete,,,,,,,,,1,Regular Play,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,41,Real Madrid,220,['1ce39949-a888-4230-9d59-73bc7500b85d'],22,,,,,,,,,,,,,,,,Real Madrid,220,00:18:22.196,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.8528,,,,,,,,,,,,,,29c98e2e-e5dd-4aa4-8ec4-eb48bb15e847,786,,,"[57.4, 17.8]",68361,18,,,,-1.5707964,,Right Foot,,,"[57.4, 8.4]",,Ground Pass,,9.4,,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,42,Barcelona,217,['d31e3612-9b08-41e3-b0f5-775909cffe7f'],25,,,,,,,,,,,,,,,,Barcelona,217,00:18:25.318,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.0713,,,,,,,,,,,,,,6cbd91a5-812c-4597-b492-a122be08547b,789,,,"[57.8, 8.6]",68361,18,,,,-0.22768933,,Left Foot,,,"[74.2, 4.8]",,Ground Pass,,16.834488,,,,,Thierry Henry,15516.0,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,42,Barcelona,217,['22428f71-8f04-466e-b20e-60e961d3cb00'],27,,,,,,,,,,,,,,,,Barcelona,217,00:18:27.610,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.8644,,,,,,,,,,,,,,8f1dfb59-4080-49e5-9af8-b1f6c37e071f,792,,,"[74.0, 25.2]",68361,18,,,,0.09966865,,Right Foot,,,"[86.0, 26.4]",,Ground Pass,,12.059851,,,,,Eiður Smári Guðjohnsen,11270.0,,,,,,1,Regular Play,Thierry Henry,15516.0,Left Wing,42,Barcelona,217,['d2b92fa7-32a4-487c-bff8-e1b6a17b571b'],32,,,,,,,,,,,,,,,,Barcelona,217,00:18:32.064,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.8168,,,,,,,,,,,,,,fdca4e6e-bb14-4574-82f0-11d3f450c29b,795,,,"[86.8, 26.4]",68361,18,,,,1.8808515,,Right Foot,,,"[83.5, 36.7]",,Ground Pass,,10.815729,,,,,Thierry Henry,15516.0,,,,,,1,Regular Play,Eiður Smári Guðjohnsen,11270.0,Left Center Midfield,42,Barcelona,217,['9d487394-49a0-4b0b-b8a1-b66d648662d8'],33,,,,,,,,,,,,,,,,Barcelona,217,00:18:33.009,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.4488,,,,,,,,,,,,,,d8af915c-829f-4e8c-a1d7-7e3dd1b6b1c7,798,,,"[83.5, 36.7]",68361,18,,,,-0.6074446,,Left Foot,,,"[91.7, 31.0]",,Ground Pass,,9.986491,,,Incomplete,,Eiður Smári Guðjohnsen,11270.0,,,,,,1,Regular Play,Thierry Henry,15516.0,Left Wing,42,Barcelona,217,"['b42e04a3-815a-4ec2-8d00-4892f890c399', 'f81084a4-bc55-4295-9c84-fcf20fa1f4a2']",33,,,,,,,,,,,,,,,,Barcelona,217,00:18:33.865,Pass,,2007/2008
,,,,,,,,,,,,,,,,2.54009,,,,,,,,,,,,,,a3ad5a1b-bb99-4b7a-91d1-a46ab1973f94,803,,,"[10.8, 39.4]",68361,18,,,,-1.0297841,,Keeper Arm,,,"[25.7, 14.6]",,Low Pass,,28.931816,,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,Regular Play,Iker Casillas Fernández,11179.0,Goalkeeper,43,Real Madrid,220,['5870b3d0-bcb1-470e-b325-1e79ec741e3e'],38,,,,,,,,,,,,,,,,Real Madrid,220,00:18:38.295,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.122962,,,,,,,,,,,,,,7c921ffb-dfd4-4518-9d50-afc8de6c4ffe,806,,,"[39.4, 19.5]",68361,18,,,,1.2206297,,Left Foot,,,"[43.6, 31.0]",,Ground Pass,,12.242957,,,,,Fernando Rubén Gago,26036.0,,,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,43,Real Madrid,220,['27eab41a-e992-4969-84cc-24265dc27f9d'],42,,,,,,,,,,,,,,,,Real Madrid,220,00:18:42.559,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.029899,,,,,,,,,,,,,,1c420054-2465-4492-bc57-8feffec36e94,809,,,"[49.7, 29.8]",68361,18,,,,0.5369108,,Right Foot,,,"[62.3, 37.3]",,Ground Pass,,14.663219,,,,,José Maria Gutiérrez Hernández,25924.0,,,,,,1,Regular Play,Fernando Rubén Gago,26036.0,Left Center Midfield,43,Real Madrid,220,['c16cb0fa-df9e-42b1-9954-37bc4ac04bad'],44,,,,,,,,,,,,,,,,Real Madrid,220,00:18:44.691,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.289746,,,,,,,,,,,,,,32aca825-6270-46dd-abeb-300c88294a23,812,,,"[64.2, 36.5]",68361,18,,,,-1.2147013,,Left Foot,,,"[70.3, 20.1]",,Ground Pass,,17.497715,,,,,Wesley Sneijder,4409.0,,,,,,1,Regular Play,José Maria Gutiérrez Hernández,25924.0,Center Attacking Midfield,43,Real Madrid,220,['955fbdf8-f251-4877-8191-635bd3cd641c'],46,,,,,,,,,,,,,,,,Real Madrid,220,00:18:46.553,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.030993,,,,,,,,,,,,,,2128d012-fee6-42fc-824d-690a10cb8956,816,,,"[74.1, 18.8]",68361,18,,,,-1.169113,,Left Foot,,,"[78.9, 7.5]",,Ground Pass,,12.277215,,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,Regular Play,Wesley Sneijder,4409.0,Right Wing,43,Real Madrid,220,['56cf4e69-c4c1-496f-8743-fad43ad9f853'],49,,,,,,,,,,,,,,,,Real Madrid,220,00:18:49.807,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.400522,,,,,,,,,,,,,,6d1882ff-773f-42ec-bd4b-a8b508e9f377,819,,,"[80.0, 8.8]",68361,18,,,,2.020227,,Left Foot,,,"[71.8, 25.8]",,Ground Pass,,18.874321,,,,,Fernando Rubén Gago,26036.0,,,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,43,Real Madrid,220,['5d6f4256-0018-485e-a47b-5609ca6e15ff'],52,,,,,,,,,,,,,,,,Real Madrid,220,00:18:52.221,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.6108,,,,,,,,,,,,,,fb524c51-a7e6-4b32-921d-fdb0454fb529,822,,,"[73.0, 27.3]",68361,18,,,,0.17636615,,Right Foot,,,"[83.1, 29.1]",,Ground Pass,,10.259142,,,,,José Maria Gutiérrez Hernández,25924.0,,,,,,1,Regular Play,Fernando Rubén Gago,26036.0,Left Center Midfield,43,Real Madrid,220,['8fcbaf3b-211f-4c77-9f04-36c9b602c33d'],54,,,,,,,,,,,,,,,,Real Madrid,220,00:18:54.309,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.873,,,,,,,,,,,,,,251522a1-ce28-4497-b6ba-99fac8f4da1c,824,,,"[84.8, 28.9]",68361,18,,,,3.0737357,,Left Foot,,,"[74.5, 29.6]",,Ground Pass,,10.323759,,,,,Fernando Rubén Gago,26036.0,,,,,,1,Regular Play,José Maria Gutiérrez Hernández,25924.0,Center Attacking Midfield,43,Real Madrid,220,['35db0778-cfaa-4f89-a256-21757c10d9da'],54,,,,,,,,,,,,,,,,Real Madrid,220,00:18:54.919,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.9104,,,,,,,,,,,,,,424fe625-30d3-490c-92ab-f361ec271c71,827,,,"[74.3, 32.5]",68361,18,,,,0.984857,,Right Foot,,,"[96.6, 66.1]",,Ground Pass,,40.32679,,,,,Sergio Ramos García,5201.0,,,,,,1,Regular Play,Fernando Rubén Gago,26036.0,Left Center Midfield,43,Real Madrid,220,['a24553c9-4115-448a-bfde-a5656ea4f8b7'],56,,,,,,,,,,,,,,,,Real Madrid,220,00:18:56.983,Pass,,2007/2008
