ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_out,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.8582,,,,,,,,,,,,,,2069169a-621f-45c0-b677-9abc2b8e6f62,1136,,"[54.6, 41.2]",69143,29,,,,,-0.36301154,,Right Foot,,,"[67.5, 36.3]",,Ground Pass,,13.799275,,,,,Pablo César Aimar Giordano,26024.0,,,,,,1,From Throw In,Francisco Pavón Barahona,26215.0,Left Center Back,53,Barcelona,217,['bf19030b-c639-4512-9b93-702772c905aa'],5,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:29:05.888,Pass,,2007/2008
,,,,,,,,,,,,,,,,,3.348,,,,,,,,,,,,,,d2a5b638-4628-4d19-827c-e3f8dbc6d626,1145,,"[42.0, 50.0]",69143,29,,True,,,1.3453708,,Right Foot,,,"[48.1, 76.6]",,Ground Pass,,27.290474,,,,,Oleguer Presas Renom,25873.0,,,,,Free Kick,1,From Free Kick,Rafael Márquez Álvarez,5558.0,Right Center Back,54,Barcelona,217,['0c6d0f49-98a0-4eb4-8b42-941bb651ea06'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:25.310,Pass,,2007/2008
,,,,,,,,,,,,,,,,,2.055516,,,,,,,,,,,,,,f4f618e5-762e-44e8-8296-dc53877a2c05,1147,,"[51.0, 76.6]",69143,29,,,,,-2.2716508,,Right Foot,,,"[37.5, 60.6]",,Ground Pass,,20.934422,,,,,Rafael Márquez Álvarez,5558.0,,,,,,1,From Free Kick,Oleguer Presas Renom,25873.0,Right Back,54,Barcelona,217,['ce4bc357-e787-40f3-aa28-fe62e248652b'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:29.615,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.7258,,,,,,,,,,,,,,ddd59e0e-1843-42a1-abc4-3835fc85c6eb,1151,,"[53.0, 48.8]",69143,29,,,,,-1.6601104,,Right Foot,,,"[52.4, 42.1]",,Ground Pass,,6.726812,,,,,Gnégnéri Yaya Touré,3087.0,,,,,,1,From Free Kick,Rafael Márquez Álvarez,5558.0,Right Center Back,54,Barcelona,217,['d73d7f7d-1831-4ccf-bf07-4d6116f39555'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:37.979,Pass,,2007/2008
,,,,,,,,,,,,,,,,,3.6555,,,,,,,,,,,,,,9b6f56d4-a637-4364-9849-d591742579a8,1156,,"[54.0, 46.9]",69143,30,,True,,,0.40363392,,Right Foot,,,"[73.2, 55.1]",,Ground Pass,,20.877739,,,Incomplete,,Xavier Hernández Creus,20131.0,,,,,Free Kick,1,From Free Kick,Rafael Márquez Álvarez,5558.0,Right Center Back,55,Barcelona,217,"['287cffa8-dfb1-4a57-b8dd-a53087da761c', 'f17f15de-a2b9-402f-8f3d-7bbc0ae66174']",2,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:02.979,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.092038,,,,,,,,,,,,,,9935696d-24e9-42e6-b5fe-6af4a2875e7e,1160,,"[54.0, 31.6]",69143,30,,,,,0.6759472,,Right Foot,,,"[64.1, 39.7]",,Ground Pass,,12.946815,,,,,Diego Alberto Milito,19294.0,,,,,,1,From Free Kick,Pablo César Aimar Giordano,26024.0,Center Attacking Midfield,55,Barcelona,217,['0d01d2f3-3a07-4a65-9785-11f5344e5f41'],7,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:30:07.078,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.717309,,,,,,,,,,,,,,82e56eb8-104c-4e10-8500-c51adaa18b05,1167,,"[38.9, 17.8]",69143,30,,,,,2.2702003,,Right Foot,,,"[33.6, 24.1]",,Ground Pass,,8.232861,,,,,Gnégnéri Yaya Touré,3087.0,,,,,,1,From Free Kick,Anderson Luís de Souza,19757.0,Left Center Midfield,55,Barcelona,217,['45ee3404-4a4b-4ced-b4ed-d72d15edb30b'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:13.106,Pass,,2007/2008
,,,,,,,,,,,,,,,,,2.189649,,,,,,,,,,,,,,9a842eb0-9e4f-4902-862d-f906a4999108,1170,,"[36.4, 23.9]",69143,30,,,,,-0.048544828,,Right Foot,,,"[61.1, 22.7]",,Ground Pass,,24.729132,,,,,Anderson Luís de Souza,19757.0,,,,,,1,From Free Kick,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,55,Barcelona,217,['4423bdec-2d6b-4384-978e-8568c0dd4e7a'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:15.163,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.011887,,,,,,,,,,,,,,666006c7-9fa7-4d4e-b207-0d4455740aa9,1173,,"[65.5, 23.9]",69143,30,,,,,-1.8255546,,Right Foot,,,"[63.0, 14.3]",,Ground Pass,,9.920181,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Free Kick,Anderson Luís de Souza,19757.0,Left Center Midfield,55,Barcelona,217,['c6c61bf1-d70a-4cdc-a42a-7f389cfbda32'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:17.532,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.977545,,,,,,,,,,,,,,03fd39ab-5ed2-4c74-b4dd-0bea48cbf3d8,1180,,"[80.5, 37.4]",69143,30,,,,,0.932403,,Right Foot,,,"[101.5, 65.7]",,High Pass,,35.24046,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Left Wing,55,Barcelona,217,['2b73f1ba-eadf-4c48-883e-8866b42a91c1'],23,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:23.468,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.5216,,,,,,,,,,,,,,12e9b74d-2891-463a-853e-402ff448756d,1183,,"[109.9, 55.1]",69143,30,,,,,-1.677532,,Left Foot,,,"[108.7, 43.9]",,Ground Pass,,11.264102,,,,,Anderson Luís de Souza,19757.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,55,Barcelona,217,['6a1c8324-e2c5-4e65-aefe-edecdcae00fd'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:27.643,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.4425,,,,,,,,,,,,,,3643b7da-3ef3-440d-91f2-29df00265f09,1186,,"[108.5, 43.9]",69143,30,,,,,-1.994664,,Right Foot,,,"[104.8, 35.7]",,Ground Pass,,8.99611,,,Incomplete,,,,,,,,,1,From Free Kick,Anderson Luís de Souza,19757.0,Left Center Midfield,55,Barcelona,217,['7e8bc593-30e2-4725-8572-cfcc8c51f2fa'],28,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:28.185,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.3493,,,,,,,,,,,,,,628c9222-0195-4424-a787-85b8d1f74078,1191,,"[81.6, 60.6]",69143,30,,,,,1.4488242,,Right Foot,,,"[83.5, 76.1]",,Ground Pass,,15.616017,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,55,Barcelona,217,['777ed3ad-5cce-4365-b455-75c8ea697055'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:36.464,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.444272,,,,,,,,,,,,,,059d7b73-6493-427e-b723-6a449a270393,1194,,"[82.6, 75.5]",69143,30,,,,,-0.93521065,,Left Foot,,,"[96.1, 57.2]",,Low Pass,,22.740713,,,,,Gnégnéri Yaya Touré,3087.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,55,Barcelona,217,['c5af80d7-1ab5-4516-9710-43ee4bf2d379'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:42.592,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.2579,,,,,,,,,,,,,,08d26139-9287-4744-9bc0-264e45696495,1201,,"[113.0, 62.5]",69143,30,,,,,-1.6046816,,Right Foot,,,"[112.8, 56.6]",,Low Pass,,5.903389,,,Incomplete,,Thierry Henry,15516.0,,,,,,1,From Free Kick,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,55,Barcelona,217,"['892d982e-22ea-4ff3-82c0-54debb919e30', 'f12e4708-3487-475a-ad5b-669c99961d5f']",47,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:47.484,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.85,,,,,,,,,,,,,,51d1ad66-6201-4e5d-9e6b-de45f709831d,1204,,"[120.0, 80.0]",69143,31,,,,,-1.8114245,,Right Foot,,,"[110.7, 42.1]",,High Pass,True,39.024353,,,Incomplete,,,,,,Inswinging,,Corner,1,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,56,Barcelona,217,['dcd27a21-97a5-4030-977e-62a78878e702'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:19.551,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.96867,,,,,,,,,,,,,,294cc9e4-0fc2-4e2a-8f0a-58ce5ec1e2b2,1207,,"[10.6, 59.6]",69143,31,,,,,0.034029413,,Right Foot,,,"[34.1, 60.4]",,Low Pass,,23.513613,,,,,Pablo César Aimar Giordano,26024.0,,,,,Recovery,1,Regular Play,Alberto Zapater Arjol,24520.0,Right Center Midfield,57,Real Zaragoza,395,['70b17cde-1552-4edd-9aed-b87f2ed8cbed'],24,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:31:24.246,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.252024,,,,,,,,,,,,,,3e433d92-bfe0-44ef-b93e-3a58fa453ce8,1211,,"[35.5, 62.7]",69143,31,,,,,1.3669988,,Left Foot,,,"[38.6, 77.7]",,Ground Pass,,15.316984,,,,,Alberto Zapater Arjol,24520.0,,,,,,1,Regular Play,Pablo César Aimar Giordano,26024.0,Center Attacking Midfield,57,Real Zaragoza,395,"['38123c52-e915-4613-80f0-52364d517ea2', '9ec9e2be-016e-425e-9aaf-feae71345f60']",26,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:31:26.588,Pass,True,2007/2008
,,,,,,,,,,,,,,,,,2.2296,,,,,,,,,,,,,,17c64d4c-4d0c-4c1d-b558-dcdf35178cc1,1214,,"[66.0, 72.8]",69143,31,,,,,-1.152572,,Right Foot,,,"[78.8, 44.0]",,High Pass,,31.516344,,,,,Diego Alberto Milito,19294.0,,,,,,1,Regular Play,Alberto Zapater Arjol,24520.0,Right Center Midfield,57,Real Zaragoza,395,['dbbe57da-f0e1-4612-a987-3b78663a7b41'],32,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:31:32.079,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.975836,,,,,,,,,,,,,,d75fe510-4930-44b7-bf23-58204cfd3c10,1217,,"[78.1, 43.9]",69143,31,,,,,0.9782379,,Right Foot,,,"[84.9, 54.0]",,Low Pass,,12.175796,,,,,Pablo César Aimar Giordano,26024.0,,,,,,1,Regular Play,Diego Alberto Milito,19294.0,Right Center Forward,57,Real Zaragoza,395,['e03a44f6-bda7-4337-8b6e-260173c5ddf1'],34,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:31:34.329,Pass,,2007/2008
,,,,,,,,,,,,,,,,,3.384519,,,,,,,,,,,,,,bc01a5ec-3d2c-4059-983a-b7e256e1e175,1220,,"[84.0, 52.9]",69143,31,,,,,-1.1420838,,Head,,,"[100.5, 16.8]",,High Pass,,39.692066,,,,,Matuzalém Francelino da Silva,26220.0,,,,,,1,Regular Play,Pablo César Aimar Giordano,26024.0,Center Attacking Midfield,57,Real Zaragoza,395,['a39bfe2e-19a9-4f78-82f2-4a69d17f2739'],35,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:31:35.385,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.2341,,,,,,,,,,,,,,5f49fd7f-bd95-49b6-beb9-200d2f29e7c0,1223,,"[110.1, 14.0]",69143,31,,,,,2.4393358,,Left Foot,,,"[99.7, 22.8]",,Ground Pass,,13.623509,,,,,Pablo César Aimar Giordano,26024.0,,,,,,1,Regular Play,Matuzalém Francelino da Silva,26220.0,Left Center Midfield,57,Real Zaragoza,395,['e161b09b-02b2-4070-8594-6ef857509148'],39,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:31:39.974,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.636135,,,,,,,,,,,,,,147fb3d9-f33c-4f95-bc90-6b5cf238632b,1230,,"[29.9, 53.3]",69143,31,,,,,-1.3721105,,Right Foot,,,"[35.9, 23.5]",,Ground Pass,,30.398026,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,58,Barcelona,217,['294530d4-0a90-4c51-af92-ce6f1b61474f'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:45.864,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.390265,,,,,,,,,,,,,,3eabf11e-58da-4f18-b887-2f72e68838c6,1243,,"[53.1, 44.0]",69143,31,,,,,0.4636476,,Left Foot,,,"[68.3, 51.6]",,Ground Pass,,16.994116,,,,,Alberto Zapater Arjol,24520.0,,,,,,1,Regular Play,Peter Luccin,26123.0,Center Defensive Midfield,59,Real Zaragoza,395,['7c6382f3-4e51-4290-8015-919f123ffe8f'],54,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:31:54.785,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.898394,,,,,,,,,,,,,,24109eb6-e5b3-4380-8661-58908df8c7a4,1247,,"[72.7, 52.1]",69143,32,,,,,-1.3641131,,Right Foot,,,"[75.3, 39.7]",,Ground Pass,,12.669649,,,,,Pablo César Aimar Giordano,26024.0,,,,,,1,Regular Play,Alberto Zapater Arjol,24520.0,Right Center Midfield,59,Real Zaragoza,395,['39010900-0523-4dcb-8869-49ecbba7a2e5'],0,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:32:00.941,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.916718,,,,,,,,,,,,,,8a84c3fe-e99a-4dab-ac82-f79ff83651ff,1253,,"[81.0, 39.1]",69143,32,,,,,-0.28950366,,Right Foot,,,"[85.7, 37.7]",,Ground Pass,,4.90408,,,,,Pablo César Aimar Giordano,26024.0,,,,,Free Kick,1,From Free Kick,Peter Luccin,26123.0,Center Defensive Midfield,60,Real Zaragoza,395,['2b666c0f-56ff-4e00-9445-6687477f70cb'],15,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:32:15.442,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.1336,,,,,,,,,,,,,,6cc1b2c1-9f9f-44ce-88f9-be973ce61f77,1256,,"[85.4, 45.1]",69143,32,,,,,1.6618482,,Right Foot,,,"[83.3, 68.1]",,Ground Pass,,23.09567,,,,,Carlos Andrés Diogo Enseñat,26022.0,,,,,,1,From Free Kick,Pablo César Aimar Giordano,26024.0,Center Attacking Midfield,60,Real Zaragoza,395,['4c1c8ab3-3db6-4797-a3d9-0d552846acde'],20,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:32:20.580,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.8863,,,,,,,,,,,,,,e76ddada-2bd8-4e27-9192-b929856df7a8,1259,,"[81.2, 68.1]",69143,32,,,,,-1.9960014,,Left Foot,,,"[76.4, 57.5]",,Ground Pass,,11.63615,,,,,Peter Luccin,26123.0,,,,,,1,From Free Kick,Carlos Andrés Diogo Enseñat,26022.0,Right Back,60,Real Zaragoza,395,['c008edd7-3dcc-4ac1-b84d-83325e90dd0b'],22,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:32:22.772,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.506932,,,,,,,,,,,,,,2b64a6e6-589c-4552-a1c7-81c6f38cec6a,1262,,"[77.6, 57.5]",69143,32,,,,,-1.5823232,,Right Foot,,,"[77.2, 22.8]",,Ground Pass,,34.702305,,,,,Matuzalém Francelino da Silva,26220.0,,,,,,1,From Free Kick,Peter Luccin,26123.0,Center Defensive Midfield,60,Real Zaragoza,395,['4afeb248-7789-4ba4-9753-9cf6662d1f48'],24,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:32:24.957,Pass,,2007/2008
,,,,,,,,,,,,,,,,,2.4439,,,,,,,,,,,,,,94dd79f2-5ee5-49ea-ad15-494ec45e41bc,1266,,"[69.4, 23.8]",69143,32,,,,,1.5278934,,Right Foot,,,"[71.1, 63.4]",,Ground Pass,,39.636475,,,,,Carlos Andrés Diogo Enseñat,26022.0,,,,,,1,From Free Kick,Matuzalém Francelino da Silva,26220.0,Left Center Midfield,60,Real Zaragoza,395,"['3005f777-647d-4c3a-8421-b2af98ff1a77', '6a31ba57-c621-454d-9075-9418c0895b0f']",32,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:32:32.032,Pass,True,2007/2008
,,,,,,,,,,,,,,,,,0.947699,,,,,,,,,,,,,,cad26ed3-9d42-4e31-9dd7-7da5b2908de7,1270,,"[70.5, 64.2]",69143,32,,,,,-2.7744188,,Right Foot,,,"[54.9, 58.2]",,Ground Pass,,16.714066,,,,,Sergio Fernández González,25969.0,,,,,,1,From Free Kick,Carlos Andrés Diogo Enseñat,26022.0,Right Back,60,Real Zaragoza,395,"['27d0f58e-9b09-40a3-a881-fb6c0848a464', '27f726ab-7cfd-49f7-82a2-7b694dbd3316']",35,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:32:35.442,Pass,True,2007/2008
,,,,,,,,,,,,,,,,,2.3604,,,,,,,,,,,,,,779d0ef0-0728-4f15-8ba8-e7a0b4f090f1,1273,,"[66.6, 57.9]",69143,32,,,,,-0.88198876,,Right Foot,,,"[91.3, 27.9]",,High Pass,,38.859875,,,,,Ricardo de Oliveira,25274.0,,,,,,1,From Free Kick,Sergio Fernández González,25969.0,Right Center Back,60,Real Zaragoza,395,['e2decfd3-7a3c-4f61-a421-e09ab2dca0fb'],38,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:32:38.813,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.514704,,,,,,,,,,,,,,4191c22b-3041-42c9-b140-3a147c20fa32,1281,,"[40.1, 47.6]",69143,32,,,,,1.7105052,,Right Foot,,,"[38.3, 60.4]",,Ground Pass,,12.925943,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,61,Barcelona,217,['e8dcc05b-c7c9-4683-b748-c14115b8045a'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:45.142,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.877072,,,,,,,,,,,,,,0cf91878-1daf-4958-a7a6-0bb299344d82,1284,,"[55.7, 47.6]",69143,32,,,,,-1.7239729,,Left Foot,,,"[51.3, 19.1]",,Low Pass,,28.837648,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,61,Barcelona,217,['4e08c82c-157c-4003-bd90-d9bdb94185d5'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:52.024,Pass,,2007/2008
,,,,,,,,,,,,,,,,,2.102043,,,,,,,,,,,,,,96616e15-e18b-460f-96b7-6590dcb1bbf2,1287,,"[50.4, 18.8]",69143,32,,,,,-0.7499101,,Right Foot,,,"[67.9, 2.5]",,Ground Pass,,23.915268,,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing,61,Barcelona,217,['9c8a354b-ea53-4746-84ee-9fc07b83564a'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:55.180,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.452815,,,,,,,,,,,,,,2a36990a-6d27-4f54-813a-b2e362062fe0,1290,,"[78.7, 1.5]",69143,32,,,,,3.0331094,,Left Foot,,,"[58.5, 3.7]",,Ground Pass,,20.319448,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,61,Barcelona,217,['1509e327-4ea2-45ae-9aa1-dd1844e32baf'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:59.935,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.87621,,,,,,,,,,,,,,25608817-210a-4f41-87da-1c9b91e28337,1293,,"[58.1, 3.3]",69143,33,,,,,2.5934978,,Right Foot,,,"[31.4, 19.6]",,Ground Pass,,31.282263,,,,,Gabriel Alejandro Milito,25919.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing,61,Barcelona,217,['498f209e-2216-45a3-9cba-23364de8c224'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:02.872,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.300619,,,,,,,,,,,,,,a2d8e365-b895-47e6-90ff-f6c3d7a0f7e2,1296,,"[35.3, 19.1]",69143,33,,,,,1.54494,,Left Foot,,,"[35.9, 42.3]",,Ground Pass,,23.207758,,,,,Rafael Márquez Álvarez,5558.0,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,61,Barcelona,217,['9cf5ae87-554d-4f04-9614-80463215699c'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:06.023,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.4447,,,,,,,,,,,,,,fd6872c0-203b-48d0-addc-ca4034210357,1299,,"[35.3, 42.7]",69143,33,,,,,0.3061539,,Right Foot,,,"[52.7, 48.2]",,Ground Pass,,18.248562,,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,61,Barcelona,217,['9e60cf8c-e9f0-422d-9d1c-e241b20a0d57'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:08.724,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.7175,,,,,,,,,,,,,,37fbb8de-0134-4029-add1-7681130eae7c,1302,,"[55.0, 51.1]",69143,33,,,,,0.9550004,,Right Foot,,,"[74.6, 78.8]",,Ground Pass,,33.93302,,,,,Oleguer Presas Renom,25873.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,61,Barcelona,217,['a440be9e-8d39-4d9e-bd40-37887af75c19'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:12.034,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.8636,,,,,,,,,,,,,,312878d7-70a3-4bd1-94ca-f93604511515,1308,,"[78.3, 75.5]",69143,33,,,,,-1.7909456,,Right Foot,,,"[75.1, 61.2]",,Ground Pass,,14.653668,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Oleguer Presas Renom,25873.0,Right Back,61,Barcelona,217,['0c029ce9-1883-45df-a18a-ee4a9da48772'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:16.320,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.577799,,,,,,,,,,,,,,845eb76f-d5c6-4d6a-9356-97d4d471f0af,1311,,"[78.5, 60.9]",69143,33,,,,,-0.6620175,,Left Foot,,,"[99.8, 44.3]",,Ground Pass,,27.00463,,,Incomplete,,Anderson Luís de Souza,19757.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,61,Barcelona,217,"['4796cfe4-fe8f-402b-8323-fb295365c758', 'd9f8bc81-9a79-45e4-8b10-139ac4afaf54']",19,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:19.296,Pass,,2007/2008
,,,,,,,,,,,,,,,,,3.113662,,,,,,,,,,,,,,aaba519d-7e24-4e16-9962-b56e048f493c,1315,,"[78.5, 50.5]",69143,33,,,,True,-1.3828984,,,,,"[86.6, 7.9]",,Low Pass,,43.36323,,,,,Andrés Iniesta Luján,5216.0,,True,,,Recovery,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,61,Barcelona,217,"['ba4ca0bf-3ca7-4162-a131-4c43eb47bc63', 'd6e8eb1c-08c3-499c-ad63-f16796f7e3e9']",22,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:22.374,Pass,True,2007/2008
,,,,,,,,,,,,,,,,,0.926299,,,,,,,,,,,,,,5b0a0c1f-2f7b-49d8-8513-5761769f0ed9,1318,,"[83.8, 16.0]",69143,33,,,,,-1.4056476,,Right Foot,,,"[85.0, 8.8]",,Ground Pass,,7.299315,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing,61,Barcelona,217,['fc15650d-0b85-4f81-9647-4d7238a8999e'],28,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:28.213,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.709801,,,,,,,,,,,,,,f56f74c0-25fe-4a2d-a840-2933f14d61af,1322,,"[88.8, 21.4]",69143,33,,,,,0.11809203,,Left Foot,,,"[94.7, 22.1]",,Ground Pass,,5.9413805,,,,,Anderson Luís de Souza,19757.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,61,Barcelona,217,['38c3b036-fb96-45ba-a676-6f8422c69f16'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:30.742,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.8436,,,,,,,,,,,,,,be1c7002-666b-4981-89d8-bbe2b7303185,1325,,"[95.3, 22.1]",69143,33,,,,,2.362997,f4bdc8a7-1c9a-4e7f-8b41-f3066c26f12b,Right Foot,,,"[87.9, 29.4]",,Ground Pass,,10.394711,,,,,Andrés Iniesta Luján,5216.0,True,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,61,Barcelona,217,['d87f8f1d-097d-4c61-bb16-211bda092bd7'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:32.289,Pass,,2007/2008
