50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,cbd906b1-996d-40d3-aa52-4d6520deedd5,1,,,69246,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4691, 'name': 'Claudio Andrés Bravo Muñoz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8724, 'name': 'Carlos Martínez Díez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 16622, 'name': 'Mikel González de Martín Martínez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 26701, 'name': 'Vadim Demidov'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 26441, 'name': 'Daniel Estrada Agirrezablaga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 26060, 'name': 'Diego Rivas Gutiérrez'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 6633, 'name': 'Markel Bergara Larrañaga'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6690, 'name': 'Xabier Prieto Argarate'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 26449, 'name': 'Mikel Aranburu Eizagirre'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 26109, 'name': 'Raúl Tamudo Montero'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Real Sociedad,210,00:00:00.000,Starting XI,,2010/2011
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,6eea11fd-44da-4ede-9fbb-a729fb77681e,2,,,69246,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 26005, 'name': 'José Manuel Pinto Colorado'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6593, 'name': 'Martín Montoya Torralbo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 40}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 25919, 'name': 'Gabriel Alejandro Milito'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 6890, 'name': 'Andreu Fontàs Prat'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 26}, {'player': {'id': 20169, 'name': 'Seydou Kéita'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 5208, 'name': 'Thiago Alcântara do Nascimento'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 30}, {'player': {'id': 26624, 'name': 'Jeffren Isaac Suárez Bermúdez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Barcelona,217,00:00:00.000,Starting XI,,2010/2011
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,6dbaacb1-8c2a-4a07-8a06-25dace78e551,3,,,69246,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,['f2261573-997c-4809-9a34-6e80fbf8798e'],0,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.000,Half Start,,2010/2011
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,f2261573-997c-4809-9a34-6e80fbf8798e,4,,,69246,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,['6dbaacb1-8c2a-4a07-8a06-25dace78e551'],0,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2010/2011
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,825bcc15-354c-46cf-9048-a06e2555bfd1,2083,,,69246,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,73,Real Sociedad,210,['aec68703-1ba4-4649-abe8-bfb95050b9e4'],0,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.000,Half Start,,2010/2011
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,aec68703-1ba4-4649-abe8-bfb95050b9e4,2084,,,69246,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,73,Real Sociedad,210,['825bcc15-354c-46cf-9048-a06e2555bfd1'],0,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2010/2011
,,,,,,,,,,,,,0.758334,,,,,,,,,,,,,,,5cdee750-cc05-422e-ba4b-73d271c97b04,5,,"[60.0, 40.0]",69246,0,,,,,1.6278771,,Right Foot,,"[59.8, 43.5]",,Ground Pass,,3.5057096,,,Jeffren Isaac Suárez Bermúdez,26624.0,,,,,,Kick Off,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,2,Barcelona,217,['e603cf22-409b-4310-9e01-a2dbd240613e'],0,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.572,Pass,,2010/2011
,,,,,,,,,,,,,0.7736,,,,,,,,,,,,,,,0296e32e-4269-4d8e-a545-61f9563b2011,8,,"[59.5, 43.8]",69246,0,,,,,-3.0965104,,Right Foot,,"[46.2, 43.2]",,Ground Pass,,13.313527,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Kick Off,Jeffren Isaac Suárez Bermúdez,26624.0,Right Wing,2,Barcelona,217,['b3e85eb8-2e0c-438a-9c3b-ec0664fea7da'],1,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.339,Pass,,2010/2011
,,,,,,,,,,,,,0.986467,,,,,,,,,,,,,,,6d65f27b-c032-40f9-acc5-7245f18f59c7,11,,"[45.0, 40.0]",69246,0,,,,,-1.4871927,,Right Foot,,"[46.5, 22.1]",,Ground Pass,,17.96274,,,Seydou Kéita,20169.0,,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Center Midfield,2,Barcelona,217,['82e0abd8-73c7-48fc-bdd8-a19cc6012198'],3,,,,,,,,,,,,,,,,Barcelona,217,00:00:03.235,Pass,,2010/2011
,,,,,,,,,,,,,2.582405,,,,,,,,,,,,,,,bff8c4b8-cc25-4548-a63f-955e6b14762c,13,,"[46.5, 22.5]",69246,0,,True,,,-1.6471503,,Left Foot,,"[45.1, 4.2]",,Ground Pass,,18.353474,,,Thiago Alcântara do Nascimento,5208.0,,,,,,,1,From Kick Off,Seydou Kéita,20169.0,Center Defensive Midfield,2,Barcelona,217,['ecf008be-4508-4261-83c3-08a83c5007c1'],5,,,,,,,,,,,,,,,,Barcelona,217,00:00:05.230,Pass,,2010/2011
