50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,dfef57cd-4417-426a-a82e-8620dcda00f4,1,,,,267400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4691, 'name': 'Claudio Andrés Bravo Muñoz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 7068, 'name': 'Marc Bartra Aregall'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 22102, 'name': 'Adriano Correia Claro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2014/2015
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,46b58f1a-0a81-417c-83dd-d10b33934eee,2,,,,267400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 27460, 'name': 'Julián Cuesta Díaz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 27459, 'name': 'Antonio Marín Molina'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 28}, {'player': {'id': 25824, 'name': 'Ángel Trujillo Canorea'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6923, 'name': 'Joaquín Navarro Jiménez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 26612, 'name': 'José Manuel Casado Bizcocho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 6383, 'name': 'Thomas Teye Partey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 26432, 'name': 'Miguel Ángel García Pérez Roldán'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 25723, 'name': 'Wellington Alves da Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 21445, 'name': 'Javier Espinosa González'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 24}, {'player': {'id': 26387, 'name': 'Edgar Antonio Méndez Ortega'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 26775, 'name': 'Thievy Guivane Bifouma Koulossa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Almería,403,00:00:00.000,Starting XI,,2014/2015
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d5788d73-1fc7-4ec8-a714-11674399f40d,3,,,,267400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['55e0dc89-3866-4ae2-9190-c4d3647572d0'],0,,,,,,,,,,,,,,,,,Almería,403,00:00:00.000,Half Start,,2014/2015
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,55e0dc89-3866-4ae2-9190-c4d3647572d0,4,,,,267400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['d5788d73-1fc7-4ec8-a714-11674399f40d'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2014/2015
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d3fe1975-7b8f-4354-b410-6882896029b2,1661,,,,267400,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,93,Barcelona,217,['2cfd5f56-90e8-4dc6-80f3-bbe3d9dd8698'],0,,,,,,,,,,,,,,,,,Almería,403,00:00:00.000,Half Start,,2014/2015
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2cfd5f56-90e8-4dc6-80f3-bbe3d9dd8698,1662,,,,267400,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,93,Barcelona,217,['d3fe1975-7b8f-4354-b410-6882896029b2'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2014/2015
,,,,,,,,,,,,,,,,,,0.352006,,,,,,,,,,,,0ce2f314-0009-4632-8d50-3e60e27dd8d3,5,,,"[61.0, 40.1]",267400,0,,,,,-2.786887,,Right Foot,,,,"[58.3, 39.1]",,Ground Pass,,2.879236,,,,,Thievy Guivane Bifouma Koulossa,26775.0,,,,,Kick Off,1,From Kick Off,Javier Espinosa González,21445.0,Center Attacking Midfield,2,Almería,403,['7e4ae0ca-efb1-4f28-9c6c-b0b66921d5d1'],0,,,,,,,,,,,,,,,,,Almería,403,00:00:00.800,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,2.100854,,,,,,,,,,,,c14e912e-3924-4b27-9fcd-128787974126,8,,,"[58.2, 39.6]",267400,0,,,,,2.56159,,Right Foot,,,,"[37.9, 52.9]",,Ground Pass,,24.26891,,,,,Joaquín Navarro Jiménez,6923.0,,,,,,1,From Kick Off,Thievy Guivane Bifouma Koulossa,26775.0,Center Forward,2,Almería,403,['f7ba1e33-2dca-41c3-89ca-b19a06e26285'],1,,,,,,,,,,,,,,,,,Almería,403,00:00:01.712,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,2.879041,,,,,,,,,,,,7a03987c-de33-4b0e-b145-29569ed61c14,12,,,"[42.4, 55.0]",267400,0,,,,,-0.5540598,,Right Foot,,,,"[84.1, 29.2]",,High Pass,,49.036007,,,Incomplete,,Edgar Antonio Méndez Ortega,26387.0,,,,,,1,From Kick Off,Joaquín Navarro Jiménez,6923.0,Left Center Back,2,Almería,403,"['7a93aab0-2d1d-4692-90a7-4d768240d656', 'ac18869b-f77d-492d-9ff8-d424f3b0723e', 'e664c7b1-7261-4e1a-b265-46d2e86421e6']",4,,,,,,,,,,,,,,,,,Almería,403,00:00:04.867,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,1.560335,,,,,,,,,,,,996f9e5f-1385-438f-8372-3b6b16472bf6,15,,,"[68.5, 30.2]",267400,0,,,,,-0.9990195,,Right Foot,,,,"[75.9, 18.7]",,Low Pass,,13.67516,,,,,Edgar Antonio Méndez Ortega,26387.0,,,,,Recovery,1,From Kick Off,Thievy Guivane Bifouma Koulossa,26775.0,Center Forward,2,Almería,403,['708512e5-cb41-4e29-8413-e0eb640e33bb'],8,,,,,,,,,,,,,,,,,Almería,403,00:00:08.999,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.02664,,,,,,,,,,,,605c7b37-153e-413d-8119-16b1422080bc,27,,,"[40.1, 76.5]",267400,0,,,,,-2.685819,,Left Foot,,,,"[35.0, 74.0]",,Ground Pass,,5.6797886,,,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,['7fd7e4a3-8f67-4bc3-8d8b-c2482ab3a729'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:00:14.319,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,2.493797,,,,,,,,,,,,d949466e-8658-4b7d-85e1-5509fbfbab62,30,,,"[34.5, 69.3]",267400,0,,,,,-2.1212962,,Right Foot,,,,"[16.7, 40.3]",,Low Pass,,34.027046,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,['f67411d8-5180-4e59-92ed-f8568b345f6c'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:00:16.937,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.898,,,,,,,,,,,,444767dc-1849-41ff-9aca-310796c0ba12,33,,,"[29.1, 32.7]",267400,0,,,,,-1.0870653,,Right Foot,,,,"[43.6, 5.1]",,Ground Pass,,31.177074,,,,,Adriano Correia Claro,22102.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,3,Barcelona,217,['4377f0b0-8584-44e8-95cb-fbb76e5125dd'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:00:21.831,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.7523,,,,,,,,,,,,028a8ce2-7c41-4925-b326-4601a22c25c2,36,,,"[43.6, 5.1]",267400,0,,,,,2.0152156,,Left Foot,,,,"[34.6, 24.0]",,Ground Pass,,20.933466,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Back,3,Barcelona,217,['1bf745bd-c19c-4822-bc53-e6dcb0d3b165'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:00:24.529,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,19900b8a-c9d2-4e9d-ba47-206748bd32a6,39,,,"[33.6, 25.8]",267400,0,,,,,1.1770229,,Right Foot,,,,"[48.1, 60.7]",,Ground Pass,,37.792328,,,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,3,Barcelona,217,['f51ff0bc-84d3-4de4-990e-022d633adb80'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:00:27.955,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.6206,,,,,,,,,,,,e64d867b-dbd1-4471-a37f-d4b4ea1fac01,42,,,"[51.6, 62.4]",267400,0,,,,,0.58916134,,Left Foot,,,,"[71.5, 75.7]",,Ground Pass,,23.93533,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,['21aaf6ee-14ec-42b3-9e85-c656fa38a991'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:00:31.142,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.447399,,,,,,,,,,,,09137993-50e0-4f2d-885c-504e1033c155,45,,,"[76.3, 73.5]",267400,0,,,,,-0.24949841,,Left Foot,,,,"[97.1, 68.2]",,Ground Pass,,21.464622,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,"['5e2f660c-afd4-49c0-8a77-062ca2c5db1a', '9cecbf84-bad6-44c0-b7f1-b9548a20c592']",33,,,,,,,,,,,,,,,,,Barcelona,217,00:00:33.888,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.042876,,,,,,,,,,,,0ff842ff-dc31-4e13-a305-14154ee32483,50,,,"[20.0, 9.4]",267400,0,,,,,-0.7441844,,Left Foot,,,,"[30.1, 0.1]",,Low Pass,,13.72953,,,Out,,,,,,,,,1,Regular Play,José Manuel Casado Bizcocho,26612.0,Left Back,3,Barcelona,217,['b8611882-cffd-4c60-99ba-952aacca009e'],36,,,,,,,,,,,,,,,,,Almería,403,00:00:36.556,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,0.752755,,,,,,,,,,,,7bca45f6-c6ba-4a92-94dd-c5915434bdff,51,,,"[84.2, 80.0]",267400,0,,,,,-1.5405025,,,,,,"[84.4, 73.4]",,Low Pass,,6.6030297,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Throw-in,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,4,Barcelona,217,['bd192936-f3e3-4b8d-9c4b-3525a19456ff'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:00:42.833,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.633,,,,,,,,,,,,297bc66a-3c3a-43b5-b63e-60e27ecdcf53,54,,,"[81.6, 67.4]",267400,0,,,,,-2.046921,,Left Foot,,,,"[70.1, 45.1]",,Ground Pass,,25.090635,,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,4,Barcelona,217,['9a07a4ec-259c-4af4-b5d0-8310dfec042a'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:00:46.043,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.663479,,,,,,,,,,,,503b0b0f-f4c9-442c-a574-b2afa7a9c7fb,57,,,"[66.7, 38.1]",267400,0,,,,,-1.2274185,,Right Foot,,,,"[73.1, 20.2]",,Ground Pass,,19.009735,,,,,Adriano Correia Claro,22102.0,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Center Defensive Midfield,4,Barcelona,217,['cd040e75-1516-4fb2-90b7-410fe900f331'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:00:48.916,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.738678,,,,,,,,,,,,8c4c469d-87e7-4adc-a5d9-9276fc1cfc6b,60,,,"[75.7, 18.6]",267400,0,,,,,-0.8557046,,Left Foot,,,,"[85.6, 7.2]",,Ground Pass,,15.098676,,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,From Throw In,Adriano Correia Claro,22102.0,Left Back,4,Barcelona,217,['c4d5a4a4-fe51-48f3-9ae9-c4ded1fc9066'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:00:52.179,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.0431,,,,,,,,,,,,798dc82d-14b4-4d9d-90b9-ddee351fd125,63,,,"[82.5, 17.8]",267400,0,,,,,2.9713807,,Right Foot,,,,"[69.7, 20.0]",,Ground Pass,,12.987686,,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,4,Barcelona,217,['3fad60c3-b1c3-45bd-985f-3609cdae7dfa'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.914,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,af732cfe-c177-4e63-bc1e-373328ac9024,66,,,"[69.5, 23.4]",267400,0,,,,,1.7662221,,Right Foot,,,,"[63.7, 52.7]",,Ground Pass,,29.868546,,,,,Marc Bartra Aregall,7068.0,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Left Center Midfield,4,Barcelona,217,['15f48d20-1191-452d-8f51-675b17ccef5f'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.558,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.599999,,,,,,,,,,,,ecbac615-2836-449b-b50b-004165989d0c,69,,,"[63.9, 55.6]",267400,1,,,,,1.1685748,,Right Foot,,,,"[71.6, 73.7]",,Ground Pass,,19.669773,,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,Marc Bartra Aregall,7068.0,Right Center Back,4,Barcelona,217,['6eecac59-bc15-4bec-8c1e-5ed0565a36d2'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.187,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.311049,,,,,,,,,,,,acbad1b6-31aa-4460-b429-92425079af6b,72,,,"[75.9, 73.0]",267400,1,,,,,0.216415,,Right Foot,,,,"[90.0, 76.1]",,Ground Pass,,14.436759,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,4,Barcelona,217,['6a7411f8-fab9-47b2-95c0-c22c837052f5'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:01:03.289,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.527681,,,,,,,,,,,,1a934c6b-7243-4cc2-adca-f6fbd53f1140,75,,,"[86.4, 68.6]",267400,1,,,,,-1.1232764,,Left Foot,,,,"[88.8, 63.6]",,Ground Pass,,5.5461698,,,,,Ivan Rakitić,5470.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,4,Barcelona,217,['95f1ccf3-f829-4fba-834c-4e7ffe6ba705'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:01:07.617,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.304677,,,,,,,,,,,,4533f20e-5b00-474d-baf7-a83dadcf981a,78,,,"[88.8, 63.6]",267400,1,,,,,0.6287963,,Right Foot,,,,"[99.8, 71.6]",,Ground Pass,,13.601471,,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Right Center Midfield,4,Barcelona,217,['c4562cf2-25db-476d-adc2-6991642251a4'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:01:08.185,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.7175,,,,,,,,,,,,172bb160-c463-4ba8-a592-b5fa683b4b85,81,,,"[99.8, 71.6]",267400,1,,,,,-1.7405746,,Right Foot,,,,"[97.4, 57.6]",,Ground Pass,,14.204225,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,4,Barcelona,217,"['4704cdc8-91e7-48d5-90ba-88fc2c400daf', '6879dfc6-7a94-4721-b570-42cf5ac90469']",9,,,,,,,,,,,,,,,,,Barcelona,217,00:01:09.649,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.890696,,,,,,,,,,,,4704cdc8-91e7-48d5-90ba-88fc2c400daf,83,,,"[22.7, 22.5]",267400,1,,,,,-1.5083776,,Right Foot,,,,"[23.4, 11.3]",,Ground Pass,,11.221853,,,,,Edgar Antonio Méndez Ortega,26387.0,,,,,Recovery,1,From Throw In,Miguel Ángel García Pérez Roldán,26432.0,Left Defensive Midfield,4,Barcelona,217,"['172bb160-c463-4ba8-a592-b5fa683b4b85', 'f13002a6-b1cf-4f07-8033-b9cefa123db4']",10,,,,,,,,,,,,,,,,,Almería,403,00:01:10.367,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.6559,,,,,,,,,,,,aa93c8e1-92ae-4888-aafc-742c1ce151d3,87,,,"[26.3, 12.6]",267400,1,,,,,0.0069443327,,Left Foot,,,,"[40.7, 12.7]",,Ground Pass,,14.400347,,,Incomplete,,Thievy Guivane Bifouma Koulossa,26775.0,,,,,,1,From Throw In,Edgar Antonio Méndez Ortega,26387.0,Left Wing,4,Barcelona,217,"['5553b5e9-d641-4e52-9675-bc69efd9f6ba', '92d89540-f407-415d-9b04-616e759cf851', 'a4b089c2-6410-4d6b-95ea-08bb7f6c7641']",11,,,,,,,,,,,,,,,,,Almería,403,00:01:11.798,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,0.822129,,,,,,,,,,,,7532c40b-f365-4d9d-a170-8542de3a7f51,93,,,"[85.0, 65.8]",267400,1,,,,,-1.4659194,,Right Foot,,,,"[85.8, 58.2]",,Ground Pass,,7.641989,,,,,Ivan Rakitić,5470.0,,,,,,1,From Throw In,Marc Bartra Aregall,7068.0,Right Center Back,4,Barcelona,217,"['b14803ab-5607-48a9-ad32-1d26bd60c357', 'f57eadad-7259-4373-bc60-59a9ae761092']",14,,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.421,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,0.83636,,,,,,,,,,,,7b069eeb-70d4-4316-878d-0d4fb366d1bb,97,,,"[85.2, 57.8]",267400,1,,,,,-0.25962964,,Right Foot,,,,"[91.6, 56.1]",,Ground Pass,,6.6219335,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Right Center Midfield,4,Barcelona,217,['d8499647-7674-49c5-ae7c-d09e51f7e99b'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.269,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.118914,,,,,,,,,,,,add0c449-7d46-48b2-8a8c-b74add5712cf,103,,,"[22.4, 26.3]",267400,1,,,,,0.36276427,,Right Foot,,,,"[36.1, 31.5]",,Ground Pass,,14.653668,,,,,Javier Espinosa González,21445.0,,,,,Recovery,1,Regular Play,Thomas Teye Partey,6383.0,Right Defensive Midfield,5,Almería,403,['7568491e-2f4b-4d62-ae00-018abff2c62d'],19,,,,,,,,,,,,,,,,,Almería,403,00:01:19.102,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.505173,,,,,,,,,,,,3f399fed-b8f0-4cc5-8795-8fb3eff3916b,107,,,"[34.7, 33.0]",267400,1,,,,,-3.0611217,,Right Foot,,,,"[28.5, 32.5]",,Ground Pass,,6.2201285,,,,,Thomas Teye Partey,6383.0,,,,,,1,Regular Play,Javier Espinosa González,21445.0,Center Attacking Midfield,5,Almería,403,"['060a0339-1f4b-44b4-aabe-31d23275eb36', '48986bfc-9a8e-41c9-8bf3-87d7fb86efd2']",22,,,,,,,,,,,,,,,,,Almería,403,00:01:22.168,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,2.396915,,,,,,,,,,,,fa21cb62-8910-45db-8b98-c4137eafcf89,111,,,"[29.0, 32.0]",267400,1,,,,,2.4782014,,Right Foot,,,,"[8.4, 48.1]",,Ground Pass,,26.145172,,,,,Julián Cuesta Díaz,27460.0,,,,,,1,Regular Play,Thomas Teye Partey,6383.0,Right Defensive Midfield,5,Almería,403,"['18c96908-e1c7-4adc-8a48-07d68000acd7', '45208059-67c0-4df3-9a1f-276c21242ed1']",23,,,,,,,,,,,,,,,,,Almería,403,00:01:23.538,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,1.523905,,,,,,,,,,,,d6094659-2ce7-49e3-b13b-97e48da99080,114,,,"[11.3, 55.6]",267400,1,,,,,0.37454697,,Right Foot,,,,"[25.8, 61.3]",,Ground Pass,,15.580115,,,,,Joaquín Navarro Jiménez,6923.0,,,,,,1,Regular Play,Julián Cuesta Díaz,27460.0,Goalkeeper,5,Almería,403,['25bfcc6c-3559-4843-ab3d-c8024993cab3'],32,,,,,,,,,,,,,,,,,Almería,403,00:01:32.126,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,3.315833,,,,,,,,,,,,f99c98a1-e2f2-4aee-b2bc-bffd7af86b92,117,,,"[40.7, 61.8]",267400,1,,,,,-1.0061753,,Right Foot,,,,"[69.9, 15.7]",,High Pass,,54.56968,,,Incomplete,,Edgar Antonio Méndez Ortega,26387.0,,True,,,,1,Regular Play,Joaquín Navarro Jiménez,6923.0,Left Center Back,5,Almería,403,"['150f7f8d-594b-4d45-bdf9-ae731d174bb0', '55f79c9c-2575-42bf-9709-9fe433116551']",39,,,,,,,,,,,,,,,,,Almería,403,00:01:39.437,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.0014,,,,,,,,,,,,679506c9-8e24-4c18-ae19-40b74297fdd9,121,,,"[54.8, 0.1]",267400,1,,,,,1.5094699,,,,,,"[55.5, 11.5]",,High Pass,,11.421471,,,,,Miguel Ángel García Pérez Roldán,26432.0,,,,,Throw-in,1,From Throw In,José Manuel Casado Bizcocho,26612.0,Left Back,6,Almería,403,['084d8361-d617-4b89-afa5-e4b2b57423fe'],57,,,,,,,,,,,,,,,,,Almería,403,00:01:57.006,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,2.678825,,,,,,,,,,,,2381f19c-c56f-4e97-a148-1ab3e8bcb825,123,,,"[55.5, 11.5]",267400,1,,,,,0.045130625,,Left Foot,,,,"[86.5, 12.9]",,High Pass,,31.031597,,,Incomplete,,Edgar Antonio Méndez Ortega,26387.0,,,,,,1,From Throw In,Miguel Ángel García Pérez Roldán,26432.0,Left Defensive Midfield,6,Almería,403,"['41f9aadc-846d-47ad-a336-eb13f69439e6', 'b1a74921-f1a9-4d17-80bd-48369b360857']",58,,,,,,,,,,,,,,,,,Almería,403,00:01:58.008,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.819503,,,,,,,,,,,,bada370a-de36-4917-be54-3222a2c61cfe,128,,,"[35.0, 71.3]",267400,2,,,,,0.6141594,,Right Foot,,,,"[42.8, 76.8]",,Ground Pass,,9.544108,,,,,Ivan Rakitić,5470.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,7,Barcelona,217,['eb066f12-0629-4963-8104-5bb783966675'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:02:03.109,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,2.571012,,,,,,,,,,,,e3ef1c98-00c6-4b37-8acb-729b764dc5ed,132,,,"[42.2, 77.5]",267400,2,,,,,-1.8964078,,Right Foot,,,,"[29.1, 38.7]",,High Pass,,40.9518,,,,,Adriano Correia Claro,22102.0,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,7,Barcelona,217,['d47408bd-dc83-4b70-aefa-90770bd32d6d'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:02:04.921,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,08ce8d8c-fa48-4ee7-9ad1-e323d3aa4db7,135,,,"[41.6, 26.2]",267400,2,,,,,-0.8061667,,Right Foot,,,,"[58.1, 9.0]",,Ground Pass,,23.834639,,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Back,7,Barcelona,217,['fee5a01f-1c91-443a-b410-1ac211a82cc2'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:02:09.723,Pass,,2014/2015
