bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,b0cc7afa-7fe6-47b9-9541-e73505e1523f,556,,,"[117.8, 41.0]",70307,12,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrija Delibašić,27121.0,Center Forward,34,Rayo Vallecano,360,['60e7547d-878d-403c-bd38-f05b16cf3df1'],33,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:12:33.860,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0ad73747-5c1a-495f-b1a5-b556763697b4,558,,,"[11.0, 65.3]",70307,12,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Left Center Back,35,Barcelona,217,['81c16413-09d6-44b6-a024-3aa5588f883b'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:12:41.489,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b6e501fb-1443-433a-9ac6-4fcf80fe3b3b,560,,,"[29.2, 50.0]",70307,12,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,35,Barcelona,217,['399b7685-1416-46bb-a905-cfd34943ce31'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:12:45.749,Ball Receipt*,,2012/2013
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,cf66cd63-acbc-421a-bf0e-2a29bd3d8b81,563,,,"[39.3, 73.1]",70307,12,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Adriano Correia Claro,22102.0,Right Back,35,Barcelona,217,['5bb2dd74-5843-42f8-b3db-d1c8112aa3fd'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:12:47.282,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3f89a863-0261-4b0f-ad41-cd74991e9966,569,,,"[37.9, 6.2]",70307,12,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jordi Alba Ramos,5211.0,Left Back,35,Barcelona,217,['10fbc2fb-6700-482a-965f-2e9be830928f'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:12:54.620,Ball Receipt*,,2012/2013
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,ccfb7e38-1436-4b8b-8d58-d3b0e367e1ee,572,,,"[69.6, 5.4]",70307,12,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,35,Barcelona,217,['f864554c-d717-4794-bb0f-34e37fddc7bb'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:12:59.489,Ball Receipt*,,2012/2013
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,e34755a5-1030-4afc-a41d-0e2d1a216c9e,574,,,"[58.4, 73.3]",70307,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,José Carlos Fernández Vázquez,26694.0,Right Wing,35,Barcelona,217,['c11fe1aa-0dee-4005-bcf6-8275833f30a8'],0,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:13:00.698,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba7171d5-0691-444c-abf6-fcd4db3b91db,579,,,"[62.4, 26.7]",70307,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Andrés Iniesta Luján,5216.0,Right Center Midfield,35,Barcelona,217,['94190912-ea0d-4d74-88fa-c07d339c5d02'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:13:03.645,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a1cd32b7-2a19-44bf-8ca2-4920dd7cc411,583,,,"[63.9, 10.0]",70307,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,35,Barcelona,217,"['7110b06f-0fd2-4138-b531-730bca27d2d3', '97f9983f-a8e7-4b4d-8a53-10951f61a467']",6,,,,,,,,,,,,,,,,,Barcelona,217,00:13:06.610,Ball Receipt*,True,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6b2a3f5f-8717-4950-97e6-eb1f82411071,586,,,"[56.7, 11.6]",70307,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Andrés Iniesta Luján,5216.0,Right Center Midfield,35,Barcelona,217,['0a4b1e18-d6c3-4a86-be4c-264ec3175d58'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:13:07.733,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,10ea6e21-46dd-46fb-908c-c91ce238992e,589,,,"[46.7, 24.5]",70307,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,35,Barcelona,217,['35dafb53-e18c-44af-bfc8-6eefae65dfb0'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:13:09.907,Ball Receipt*,,2012/2013
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,434ee9f8-41a3-4566-938f-ce3dfabbdab7,592,,,"[62.1, 36.9]",70307,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,35,Barcelona,217,['df61b8d0-6538-4469-95bf-a1ecd34d589f'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:13:11.713,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f80d81ff-50bf-4874-ab97-276e6ec11a2c,597,,,"[94.5, 15.9]",70307,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Alejandro Damián Domínguez,26646.0,Center Attacking Midfield,35,Barcelona,217,['939e449c-acc5-4d89-8b01-d386700e14b1'],17,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:13:17.612,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,227fcc9b-3ee1-4733-ab10-5bfea92e711c,603,,,"[38.6, 76.5]",70307,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,36,Barcelona,217,"['1fd06905-1904-49f4-a600-910c3bff871f', '5ece6aa1-4270-4b43-8b48-8bb740a513df']",38,,,,,,,,,,,,,,,,,Barcelona,217,00:13:38.697,Ball Receipt*,True,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,30c6b381-f51a-4325-95b5-6a69df0fe582,607,,,"[34.3, 62.9]",70307,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,36,Barcelona,217,"['98d070ae-02db-468b-8b9f-c3e6a7dffb58', 'dbd5c19f-d243-4ac8-8312-982f90b0a783']",40,,,,,,,,,,,,,,,,,Barcelona,217,00:13:40.722,Ball Receipt*,True,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1544aa13-727d-49c9-9605-b192dc6f1c0e,613,,,"[42.7, 51.1]",70307,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Right Center Midfield,36,Barcelona,217,['4d4c80ac-9efd-4fcd-b64b-3d32c72530e2'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:13:43.325,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a5ba1124-2ecc-40b9-9252-4f52ff5dc317,616,,,"[55.9, 40.4]",70307,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,36,Barcelona,217,['ff677b5d-ab6a-4f23-9e51-0be8f1ed9d0a'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:13:50.208,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,927fe758-e6fb-4e7d-ba91-b180ee277bcf,620,,,"[44.5, 55.7]",70307,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Left Center Back,36,Barcelona,217,['9864dbed-6d84-4b28-9d14-87c6820f5d7b'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:13:55.614,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e6108ba9-be0f-401a-b4f6-d89a60bbce9a,624,,,"[53.3, 76.2]",70307,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Adriano Correia Claro,22102.0,Right Back,36,Barcelona,217,['69f6c321-6ef8-490c-8e44-dd073c513a3c'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:13:57.825,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1f15d79d-ab11-4c1e-b1b8-11ed05ab4626,628,,,"[20.0, 42.7]",70307,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,José Manuel Pinto Colorado,26005.0,Goalkeeper,36,Barcelona,217,['dcc71ad4-f67d-4120-a2b3-c60b0ac5ab1c'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:14:01.856,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2a78783-a0ca-44e3-ae6a-4719380f9047,631,,,"[26.9, 26.5]",70307,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Right Center Back,36,Barcelona,217,['8a30173c-d550-4471-b4a6-c014f853fe00'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:14:03.333,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e63315b1-623e-49b4-a288-d2a6e6f7718c,634,,,"[82.0, 75.4]",70307,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Adriano Correia Claro,22102.0,Right Back,36,Barcelona,217,['57e5e889-5ff1-413b-beed-035ede0c50ad'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:14:09.626,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,076b835e-5c82-48ad-977d-00f74d06d123,641,,,"[50.6, 10.5]",70307,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francisco Medina Luna,26797.0,Left Wing,37,Rayo Vallecano,360,['60752e7b-5a80-4ebe-bd75-baa69f7bd23b'],12,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:14:12.973,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37576b7f-2a5c-45c3-ab14-9f574214f09b,644,,,"[47.0, 19.1]",70307,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Adrián González Morales,6557.0,Right Defensive Midfield,37,Rayo Vallecano,360,['a1d2afb7-9ed3-4c17-bc90-75e52835a480'],14,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:14:14.564,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,17734ec3-c2b5-4a4f-bc39-918231a41abc,647,,,"[66.3, 21.0]",70307,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrija Delibašić,27121.0,Center Forward,37,Rayo Vallecano,360,['01c7ef7c-54e2-44cd-b868-1c6427f33c24'],15,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:14:15.559,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a587d1d1-6b5e-4892-9963-8736913e887b,651,,,"[54.1, 6.0]",70307,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francisco Medina Luna,26797.0,Left Wing,37,Rayo Vallecano,360,['dcfb994c-3159-4a53-a745-ae21bfc580d2'],18,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:14:18.598,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ae0cf234-bc41-447b-9f11-99bfefdd5ed7,654,,,"[45.0, 15.0]",70307,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anaitz Arbilla Zabala,6709.0,Left Back,37,Rayo Vallecano,360,['4ec2b16d-f1ff-4597-873e-20e6bf8515cd'],20,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:14:20.654,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ffc5c4d7-d857-49df-9aff-5fb082fde406,657,,,"[30.8, 26.8]",70307,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordi Figueras Montel,26801.0,Left Center Back,37,Rayo Vallecano,360,['f2af2ba3-4a36-44b7-a498-99c142feaff7'],23,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:14:23.063,Ball Receipt*,,2012/2013
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,3bdc8c72-e717-4896-ade0-a89d063e519b,660,,,"[45.5, 79.4]",70307,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Roberto Román Triguero,6914.0,Right Back,37,Rayo Vallecano,360,['f1b29961-d77d-4c14-93b1-10a638cf37f9'],27,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:14:27.298,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e24684b9-0907-4c7b-86cc-b16d5877124d,662,,,"[56.1, 3.9]",70307,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,38,Barcelona,217,['ff03bc2c-4a51-4d94-ac30-41811564324b'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:14:35.146,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,aae80037-9905-4c94-bb08-07bc9129b9b4,666,,,"[36.8, 18.7]",70307,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Right Center Back,38,Barcelona,217,['96e8e19d-b0b4-4167-a332-d0645f63bb6b'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:14:38.265,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,57e43553-c5ed-466d-b2c0-4e7f92094519,669,,,"[57.5, 18.4]",70307,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Right Center Midfield,38,Barcelona,217,['41ca607b-0af1-4ee6-b21a-b6b1aa321471'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:14:42.183,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,79ec1df8-3565-48d5-b23f-7ebc52a1f42d,675,,,"[50.5, 27.9]",70307,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,39,Barcelona,217,['112b5df8-9eea-48a6-ae9e-9400dd050d26'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:15:00.756,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9b3d735c-12e1-40ab-8fc0-0397830cebbc,678,,,"[47.6, 56.2]",70307,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Left Center Back,39,Barcelona,217,['0a67e9f8-e165-466f-a4af-d9e84a190dd5'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:15:03.053,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,06e29929-44c7-4a7d-bd57-4cf07d21ff3f,682,,,"[54.4, 76.2]",70307,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Adriano Correia Claro,22102.0,Right Back,39,Barcelona,217,"['13d0d007-ef96-4ab4-9ae3-4250871d3f00', '5e607705-9c1a-48d8-855a-f6f6b59c27a5']",5,,,,,,,,,,,,,,,,,Barcelona,217,00:15:05.589,Ball Receipt*,True,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,db7f535b-f119-4746-88e1-bebcc19c3460,685,,,"[56.8, 64.2]",70307,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,39,Barcelona,217,['1533f3a2-29b9-4446-b582-76a7510e8811'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:15:06.661,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,bb029c98-d3a0-4567-8840-460c1e7af088,688,,,"[56.7, 33.3]",70307,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,39,Barcelona,217,['c699fe0b-eaf0-4648-9d76-b866cbda10cd'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:15:10.060,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1885f3a7-d880-4aab-914a-0d108c076a48,691,,,"[69.0, 20.7]",70307,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Right Center Midfield,39,Barcelona,217,['996f159c-e9e8-4f9a-9556-89ff01e17501'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:15:11.859,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b3b9f6f4-c475-4af8-bf8a-2289897524a7,695,,,"[79.1, 31.3]",70307,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,39,Barcelona,217,"['3056e4ea-fa1f-4fb9-918d-387b7ec3c0d2', 'c6375e51-ff6b-41c3-b641-02438b16be90']",13,,,,,,,,,,,,,,,,,Barcelona,217,00:15:13.895,Ball Receipt*,True,2012/2013
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,f880dee3-83e8-4e56-be09-63b6a43f50b0,698,,,"[91.7, 60.6]",70307,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,39,Barcelona,217,['ab81f1c7-521b-4a1b-9051-196a2ff60f6a'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:15:16.584,Ball Receipt*,,2012/2013
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,a0d63a3b-e985-4a0d-b3a6-646a84cd467c,703,,,"[62.9, 35.6]",70307,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrija Delibašić,27121.0,Center Forward,40,Rayo Vallecano,360,['2230e466-fdca-4a85-8264-b45c7949c193'],19,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:15:19.715,Ball Receipt*,,2012/2013
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,8ad25402-0609-4c1b-9d40-7c1a728facd1,705,,,"[77.5, 68.7]",70307,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,40,Rayo Vallecano,360,['8db1ac61-c14d-47d6-a73c-024d39950b46'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:15:23.120,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9de22d3e-55c8-4184-a1f1-71995000ddcf,707,,,"[40.6, 11.3]",70307,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Adrián González Morales,6557.0,Right Defensive Midfield,41,Rayo Vallecano,360,['5aa10c36-3554-4ce1-a418-2337b8880194'],36,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:15:36.758,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,805c7c95-117a-4f4e-b5cd-b9038dbc76ad,710,,,"[39.0, 4.5]",70307,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Anaitz Arbilla Zabala,6709.0,Left Back,41,Rayo Vallecano,360,['2d09484d-f1af-4b46-86e6-677b8811c3ff'],37,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:15:37.573,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfe65eb6-3344-4176-b899-16cf4f92eaa9,714,,,"[37.8, 11.7]",70307,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Adrián González Morales,6557.0,Right Defensive Midfield,41,Rayo Vallecano,360,['c6fe778f-580e-4da9-b760-b78d802ab707'],40,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:15:40.481,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,da8f10f5-266b-4313-808d-472aa1afd07f,717,,,"[58.0, 4.0]",70307,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Francisco Medina Luna,26797.0,Left Wing,41,Rayo Vallecano,360,['747c5424-42d4-4965-8db8-d6942ff099f7'],42,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:15:42.455,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,fae9aea7-7935-417e-9a8c-e068c202f2e1,720,,,"[52.4, 15.0]",70307,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Roberto Trashorras Gayoso,26848.0,Left Center Midfield,41,Rayo Vallecano,360,['0c425712-9f4e-4c8d-927d-99794318bb52'],43,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:15:43.680,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,80824354-8cec-4f5e-82fb-b7f8d0bdc5a7,723,,,"[52.9, 30.7]",70307,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alejandro Damián Domínguez,26646.0,Center Attacking Midfield,41,Rayo Vallecano,360,['ccc04a24-4da2-4c97-ba41-6d886370653f'],45,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:15:45.573,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,62e5739a-9dcf-4e0b-aaa0-1e99bc91eed2,726,,,"[44.1, 22.8]",70307,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Adrián González Morales,6557.0,Right Defensive Midfield,41,Rayo Vallecano,360,['24faf856-102d-4933-b5e9-b16e19032c04'],46,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:15:46.592,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c0852543-b947-491f-88b1-663391442da8,729,,,"[37.8, 41.3]",70307,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alejandro Gálvez Jimena,6924.0,Right Center Back,41,Rayo Vallecano,360,['861468b7-e951-4e3a-b41d-a8e2e2295890'],48,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:15:48.652,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ce47e43d-29f3-4516-a8b0-10964ec0ef43,732,,,"[57.1, 38.1]",70307,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Roberto Trashorras Gayoso,26848.0,Left Center Midfield,41,Rayo Vallecano,360,['b36b2fbb-ad98-496f-987f-45847b41652b'],52,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:15:52.528,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,052211bb-0438-4f51-929e-6fd7098547d8,735,,,"[55.4, 45.2]",70307,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Adrián González Morales,6557.0,Right Defensive Midfield,41,Rayo Vallecano,360,['470c6334-a3bf-4d74-b7c8-7a4f3e662f04'],53,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:15:53.740,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,52c20037-fab9-4943-ad78-cb63eb48dbd4,738,,,"[65.7, 45.8]",70307,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alejandro Damián Domínguez,26646.0,Center Attacking Midfield,41,Rayo Vallecano,360,['9086e0a4-c990-41e2-af0d-1d8115ef80b6'],54,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:15:54.290,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c3d4f6c2-7a7e-4dc1-a869-1986e4909c19,741,,,"[62.9, 40.6]",70307,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Adrián González Morales,6557.0,Right Defensive Midfield,41,Rayo Vallecano,360,['b589a375-a6a3-4635-9128-d36eb273fc29'],55,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:15:55.037,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,63719cc4-f204-41cb-ae92-14243897bbd5,745,,,"[68.3, 37.0]",70307,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Roberto Trashorras Gayoso,26848.0,Left Center Midfield,41,Rayo Vallecano,360,['a96d3430-9570-4bb8-9957-1daa6e659dae'],56,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:15:56.268,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ac75e532-7832-4fd3-866c-7e45f9826461,748,,,"[50.3, 33.0]",70307,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jordi Figueras Montel,26801.0,Left Center Back,41,Rayo Vallecano,360,['d45192da-c2de-44ea-8f2c-113c6a34e87f'],57,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:15:57.597,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c9b7bfe1-5d69-4e3d-8a19-c3f63bf3bc5e,751,,,"[53.4, 44.9]",70307,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alejandro Gálvez Jimena,6924.0,Right Center Back,41,Rayo Vallecano,360,['4fdc88fd-8e76-4013-add8-c2c212abdfa8'],58,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:15:58.789,Ball Receipt*,,2012/2013
