bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,1.573898,,,,,,,,,,,,,fed6a40b-96c4-44d7-8279-b7a8c353eb2b,1580,,"[85.1, 20.2]",267533,38,,,,0.48467702,,Left Foot,,,,"[105.8, 31.1]",,Ground Pass,,23.394444,,,Incomplete,,Gareth Frank Bale,6399.0,,,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,68,Real Madrid,220,"['1f3842b8-e28a-4bbd-8403-d214ade3b6e4', '71abed81-71af-4ef1-87c5-b3ce426e290b']",20,,,,,,,,,,,,,,,,,,Real Madrid,220,00:38:20.262,Pass,,2015/2016
,,,,,,,,,,,,,,,1.393736,,,,,,,,,,,,,c40f1bba-3839-42c4-8317-35868a3df9be,1585,,"[1.1, 58.2]",267533,38,,,,1.4566162,,Right Foot,,,,"[3.6, 80.0]",,Ground Pass,,21.94288,,,Out,,,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,68,Real Madrid,220,,23,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:23.716,Pass,,2015/2016
,,,,,,,,,,,,,,,1.7523,,,,,,,,,,,,,60eb8202-9d12-4ae6-a800-f35c53f6f5e7,1586,,"[115.4, 0.1]",267533,38,,,,1.5429289,,,,,,"[116.2, 28.8]",,High Pass,,28.711147,,,Incomplete,,,,,,,,Throw-in,1,From Throw In,Gareth Frank Bale,6399.0,Right Wing,69,Real Madrid,220,['36af71a5-fe6d-4ef5-a24d-9ad91d2e0d46'],54,,,,,,,,,,,,,,,,,,Real Madrid,220,00:38:54.326,Pass,,2015/2016
,,,,,,,,,,,,,,,2.444077,,,,,,,,,,,,,28d2306d-b763-4b27-adf1-829d9b7495dd,1591,,"[53.2, 5.7]",267533,39,,,,2.5567667,,Right Foot,,,,"[16.8, 29.8]",,Low Pass,,43.655125,,,,,Keylor Navas Gamboa,5597.0,,,,,Recovery,1,From Throw In,Daniel Carvajal Ramos,5721.0,Right Back,69,Real Madrid,220,['6daec4be-700a-40c4-bcf2-1d4adf1eea41'],4,,,,,,,,,,,,,,,,,,Real Madrid,220,00:39:04.841,Pass,,2015/2016
,,,,,,,,,,,,,,,4.478724,,,,,,,,,,,,,8c190288-dc7a-4d6b-9380-870d9398963f,1595,,"[16.4, 28.8]",267533,39,,,,-0.39971048,,Right Foot,,,,"[84.1, 0.2]",,High Pass,,73.493195,,,Out,,,,,,,,,1,From Throw In,Keylor Navas Gamboa,5597.0,Goalkeeper,69,Real Madrid,220,['9aca5f79-25a1-4d82-9a92-42a39bb3fd97'],9,,,,,,,,,,,,,,,,,,Real Madrid,220,00:39:09.183,Pass,True,2015/2016
,,,,,,,,,,,,,,,3.0458,,,,,,,,,,,,,3f7be481-9396-4da8-8326-8e67d66eb4eb,1596,,"[35.3, 80.0]",267533,39,True,,,-1.4406942,,,,,,"[38.1, 58.6]",,Low Pass,,21.5824,,,,,Gerard Piqué Bernabéu,5213.0,,,,,Throw-in,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,70,Barcelona,217,['bc5ecdd5-1b67-4fc4-87c3-22d978cf0612'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:20.867,Pass,,2015/2016
,,,,,,,,,,,,,,,1.045638,,,,,,,,,,,,,529f4877-9344-4bf7-a02c-58a01f9a7227,1598,,"[51.4, 56.2]",267533,39,,,,-0.42048505,,Right Foot,,,,"[76.0, 45.2]",,Ground Pass,,26.947355,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,70,Barcelona,217,['a23ea8db-829c-42c1-863f-4da6a401d74c'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:29.104,Pass,,2015/2016
,,,,,,,,,,,,,,,1.260156,,,,,,,,,,,,,a2309f31-8a73-4b0b-9530-136f95a2e35b,1601,,"[75.4, 46.9]",267533,39,,,,1.4915973,,Right Foot,,,,"[76.9, 65.8]",,Ground Pass,,18.95943,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Luis Alberto Suárez Díaz,5246.0,Right Wing,70,Barcelona,217,['67c2829e-463c-43a7-a688-19ade6ae6e40'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:30.227,Pass,,2015/2016
,,,,,,,,,,,,,,,0.956476,,,,,,,,,,,,,13bec9b3-77de-4e58-8731-865351632dc9,1604,,"[76.4, 64.8]",267533,39,,,,-2.1066077,,Left Foot,,,,"[70.7, 55.2]",,Ground Pass,,11.164677,,,,,Ivan Rakitić,5470.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,70,Barcelona,217,['cdab40d6-df07-4436-b722-4f33ae0bbc79'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:32.934,Pass,,2015/2016
,,,,,,,,,,,,,,,1.286007,,,,,,,,,,,,,61871f89-c51b-4f6f-a740-f458c4e9aff4,1607,,"[71.1, 52.8]",267533,39,,,,-1.8066344,,Right Foot,,,,"[68.0, 39.9]",,Ground Pass,,13.267253,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Right Center Midfield,70,Barcelona,217,['48e0741f-b42f-451a-b277-2a0292a68872'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:34.305,Pass,,2015/2016
,,,,,,,,,,,,,,,0.5116,,,,,,,,,,,,,3fe61481-b6be-4beb-a49b-3478ef99914a,1610,,"[75.3, 36.9]",267533,39,,,,1.4977558,,Left Foot,,,,"[75.9, 45.1]",,Ground Pass,,8.221922,,,,,Ivan Rakitić,5470.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,70,Barcelona,217,['a4696daa-4535-4d44-91d3-f29d3774af8d'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:38.468,Pass,,2015/2016
,,,,,,,,,,,,,,,0.732501,,,,,,,,,,,,,fa05b89d-c278-4803-8b4f-54bcf9a4f51b,1613,,"[75.9, 44.3]",267533,39,,,,-2.4607074,,Right Foot,,,,"[68.0, 37.9]",,Ground Pass,,10.167104,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Right Center Midfield,70,Barcelona,217,['f63ab519-df79-4bf2-9cdd-472d74294f08'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:39.060,Pass,,2015/2016
,,,,,,,,,,,,,,,1.125512,,,,,,,,,,,,,becafa19-0c30-43bc-9059-a01c0bdac3a3,1616,,"[68.0, 38.9]",267533,39,,,,0.8481177,,Right Foot,,,,"[77.7, 49.9]",,Ground Pass,,14.665947,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,70,Barcelona,217,['a8fd819c-0f41-49b2-a504-a7b760fcc881'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:42.573,Pass,,2015/2016
,,,,,,,,,,,,,,,1.371753,,,,,,,,,,,,,9f753193-d947-4e6b-9ac4-d5d1d5f264bc,1620,,"[74.0, 42.4]",267533,39,,,,-0.4286215,,Left Foot,,,,"[104.2, 28.6]",,High Pass,,33.203613,,,Unknown,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,70,Barcelona,217,,45,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:45.885,Pass,,2015/2016
,,,,,,,,,,,,,,,4.0188,,,,,,,,,,,,,9a6610cf-0168-4a64-aeaa-496267895df1,1624,,"[14.5, 46.7]",267533,40,,,,-0.31276083,,Right Foot,,,,"[71.4, 28.3]",,High Pass,,59.801086,,,Incomplete,,Karim Benzema,19677.0,,,,,Free Kick,1,From Free Kick,Keylor Navas Gamboa,5597.0,Goalkeeper,71,Real Madrid,220,"['2e8987f7-2385-41d2-b5eb-91cab979e0b6', '67a01f37-2ed3-4ce1-8b1c-ae59cab8074d']",16,,,,,,,,,,,,,,,,,,Real Madrid,220,00:40:16.620,Pass,,2015/2016
,,,,,,,,,,,,,,,1.0549,,,,,,,,,,,,,2e8987f7-2385-41d2-b5eb-91cab979e0b6,1627,,"[48.7, 51.8]",267533,40,,,True,1.3768371,,,,,,"[50.9, 63.0]",,High Pass,,11.414026,,,,,Ivan Rakitić,5470.0,,,,,Recovery,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,72,Barcelona,217,"['55d4e77c-27b3-4c2a-80e3-14ed0d6f012a', '9a6610cf-0168-4a64-aeaa-496267895df1', 'a4892ef9-05b2-4d9f-8cbc-26b76b2e472b']",20,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:20.639,Pass,True,2015/2016
,,,,,,,,,,,,,,,0.730913,,,,,,,,,,,,,9aed4d0b-87ea-4df2-8687-89ab0779225d,1630,,"[50.9, 65.5]",267533,40,,,,-2.898626,,Right Foot,,,,"[39.2, 62.6]",,Low Pass,,12.054045,,,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,72,Barcelona,217,['41370c2b-ead3-49f3-a3ee-b28a58ec2a55'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:22.463,Pass,,2015/2016
,,,,,,,,,,,,,,,0.926997,,,,,,,,,,,,,790c724d-8563-4f27-b76e-6a4a4b357b25,1633,,"[45.6, 57.5]",267533,40,,,,-0.96455866,,Right Foot,,,,"[50.8, 50.0]",,Ground Pass,,9.126335,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,72,Barcelona,217,['36b43c92-38f4-4dbe-876b-c704c63db11b'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:27.613,Pass,,2015/2016
,,,,,,,,,,,,,,,1.216197,,,,,,,,,,,,,3ad31972-7d77-4565-ae15-d7d27c23a39f,1636,,"[43.5, 46.5]",267533,40,,,,-1.5423949,,Right Foot,,,,"[44.0, 28.9]",,Ground Pass,,17.607101,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,72,Barcelona,217,['733750c2-6c92-4154-875e-9d8ad76c732c'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:30.492,Pass,,2015/2016
,,,,,,,,,,,,,,,1.093138,,,,,,,,,,,,,5359ee65-f819-4541-a714-34cb336ccc1f,1639,,"[64.3, 30.6]",267533,40,,,,-0.76101273,,Right Foot,,,,"[81.1, 14.6]",,Ground Pass,,23.2,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,72,Barcelona,217,['e3e9f309-13a9-43e9-8868-dd388f7d22b7'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:38.642,Pass,,2015/2016
,,,,,,,,,,,,,,,0.9195,,,,,,,,,,,,,d41f67c4-80bf-48ea-bfab-14b7bc49c4ef,1642,,"[92.9, 24.1]",267533,40,,,,0.6931497,,Right Foot,,,,"[105.3, 34.4]",,High Pass,,16.119864,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,72,Barcelona,217,"['6d636274-60b3-4499-a520-1a17658a847c', 'b0daca9b-750a-4862-87b9-2e351c60e85d']",43,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:43.821,Pass,,2015/2016
,,,,,,,,,,,,,,,1.858122,,,,,,,,,,,,,2f6805cb-7a56-4fa8-b17a-f8c43ad099cd,1645,,"[11.4, 24.0]",267533,40,,,,0.9031307,,Head,,,,"[15.5, 29.2]",,High Pass,,6.6219335,,,,,Carlos Henrique Casimiro,5539.0,,,,,Recovery,1,From Counter,Marcelo Vieira da Silva Júnior,5552.0,Left Back,73,Real Madrid,220,['fe4e8b0d-9879-4c88-979f-dcbdd77b9dde'],47,,,,,,,,,,,,,,,,,,Real Madrid,220,00:40:47.628,Pass,,2015/2016
,,,,,,,,,,,,,,,2.4063,,,,,,,,,,,,,455ad8db-c12d-4430-9462-b5f0e948c3f8,1648,,"[15.4, 29.2]",267533,40,,,,-0.47085038,,Right Foot,,,,"[48.6, 12.3]",,High Pass,,37.25386,,,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,1,From Counter,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,73,Real Madrid,220,['74ef4ac9-7263-42bf-93ca-4e2a773f3373'],49,,,,,,,,,,,,,,,,,,Real Madrid,220,00:40:49.526,Pass,,2015/2016
,,,,,,,,,,,,,,,2.542132,,,,,,,,,,,,,8506016c-d1e0-449d-96de-cde5a84f2af5,1651,,"[70.7, 6.1]",267533,40,,,,1.6216784,,Left Foot,,,,"[69.6, 27.7]",,Ground Pass,,21.62799,,,Incomplete,,Karim Benzema,19677.0,,,,,,1,From Counter,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Wing,73,Real Madrid,220,"['a80377ac-139b-4806-86d7-d5ba568bf106', 'f328426f-54dc-47fc-9fc3-9a25995b4ad3']",54,,,,,,,,,,,,,,,,,,Real Madrid,220,00:40:54.278,Pass,,2015/2016
,,,,,,,,,,,,,,,1.5302,,,,,,,,,,,,,ad06965d-18a5-4568-a10a-89c1e499a879,1655,,"[63.3, 46.2]",267533,41,,,,1.5014632,,Right Foot,,,,"[64.3, 60.6]",,Ground Pass,,14.43468,,,,,Ivan Rakitić,5470.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,74,Barcelona,217,['47fb0d71-2172-445c-9fcd-1ea743b24b19'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:00.432,Pass,,2015/2016
,,,,,,,,,,,,,,,1.541798,,,,,,,,,,,,,34a6e2b9-0e36-4e0a-b03b-ae526674167f,1658,,"[64.3, 62.0]",267533,41,,,,-2.9137356,,Right Foot,,,,"[57.4, 60.4]",,Ground Pass,,7.0830784,,,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,74,Barcelona,217,['78d818a8-49e7-457e-866b-5854a9bf7f7f'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:02.390,Pass,,2015/2016
,,,,,,,,,,,,,,,2.053652,,,,,,,,,,,,,ab2658c7-af3b-46b8-964c-d71b6bd2110a,1661,,"[57.7, 57.5]",267533,41,,,,-1.7512443,,Right Foot,,,,"[52.3, 27.9]",,Low Pass,,30.088535,,,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,74,Barcelona,217,['114091bf-655c-4003-a6d2-0be70c619556'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:04.627,Pass,,2015/2016
,,,,,,,,,,,,,,,0.466618,,,,,,,,,,,,,2ccd2621-62f6-4ea1-9861-03770776ae6f,1664,,"[52.3, 28.3]",267533,41,,,,0.97976345,,Left Foot,,,,"[57.4, 35.9]",,Ground Pass,,9.1525955,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,74,Barcelona,217,['cd427fc2-f629-41ff-ad7a-2bc94f5fcde8'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:06.760,Pass,,2015/2016
,,,,,,,,,,,,,,,0.926484,,,,,,,,,,,,,a510a2dd-e2c4-4346-996d-c98e80c9657b,1667,,"[57.4, 33.4]",267533,41,,,,-1.4903253,,Left Foot,,,,"[58.4, 21.0]",,Ground Pass,,12.440257,,,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,74,Barcelona,217,['5632d3a8-4758-467f-aaa2-492087304c7f'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:09.498,Pass,,2015/2016
,,,,,,,,,,,,,,,0.89089,,,,,,,,,,,,,0fafe047-d9f5-42a7-86ae-022ffa71a576,1670,,"[58.4, 20.2]",267533,41,,,,-1.2211893,,Right Foot,,,,"[61.9, 10.6]",,Ground Pass,,10.218122,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,74,Barcelona,217,['83335295-55ff-4aa0-9919-178cd6f92b55'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:11.357,Pass,,2015/2016
,,,,,,,,,,,,,,,0.916245,,,,,,,,,,,,,261aceb6-030d-4f0b-a304-ffb9046a37e8,1673,,"[62.5, 10.0]",267533,41,,,,1.8595918,,Right Foot,,,,"[58.4, 23.8]",,Ground Pass,,14.39618,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,74,Barcelona,217,['6ffb2076-3f5f-4fd5-96c6-549aeb73559c'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:13.467,Pass,,2015/2016
,,,,,,,,,,,,,,,0.671117,,,,,,,,,,,,,b4974550-6d3c-4d0e-a79c-37fa4cba044e,1676,,"[58.7, 24.0]",267533,41,,,,-0.48447794,,Left Foot,,,,"[70.1, 18.0]",,Low Pass,,12.882546,,,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,74,Barcelona,217,['f3dbba27-eec4-4b81-9b29-3b181ea76ddb'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:14.583,Pass,,2015/2016
,,,,,,,,,,,,,,,0.751065,,,,,,,,,,,,,3f6fdb28-8f81-44e0-8785-2fda308b60fa,1679,,"[70.1, 18.0]",267533,41,,,,-2.158799,,Right Foot,,,,"[67.7, 14.4]",,Ground Pass,,4.3266616,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,74,Barcelona,217,['123509f6-d5dc-4fad-a4ef-8722614152fe'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:15.335,Pass,,2015/2016
,,,,,,,,,,,,,,,0.71253,,,,,,,,,,,,,92834761-ee67-430c-9523-896a74ab8333,1682,,"[68.0, 14.6]",267533,41,,,,0.4636476,,Right Foot,,,,"[72.6, 16.9]",,Ground Pass,,5.1429563,,,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,74,Barcelona,217,['37caf51f-025f-4976-8b2d-0a17c97fdb47'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:16.166,Pass,,2015/2016
,,,,,,,,,,,,,,,0.162184,,,,,,,,,,,,,d7d96fe7-60f5-4657-9727-494c419aca1c,1685,,"[72.6, 16.9]",267533,41,,,,2.616797,,Left Foot,,,,"[70.7, 18.0]",,Ground Pass,,2.1954498,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,74,Barcelona,217,['317d34ba-a193-4873-a5ac-63815073a2b5'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:16.918,Pass,,2015/2016
,,,,,,,,,,,,,,,1.55117,,,,,,,,,,,,,886b1682-7a1b-4825-935d-296d2aa493b2,1694,,"[92.2, 18.6]",267533,41,,,,-0.22952735,,Right Foot,,,,"[102.9, 16.1]",,Ground Pass,,10.988175,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,74,Barcelona,217,"['0562438f-842e-46a8-8072-6711d7b33bde', '4f1b303d-4453-465e-b065-c898c9c95dd0']",20,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:20.466,Pass,True,2015/2016
,,,,,,,,,,,,,,,3.54024,,,,,,,,,,,,,48441fbf-8132-43e4-a247-f9520eab4dbf,1697,,"[107.1, 23.0]",267533,41,,,,1.7398266,33fa3c9a-db7e-4c7f-ba55-e00a9fc9c5db,Left Foot,,,,"[101.4, 56.4]",,High Pass,,33.882885,,,,,Daniel Alves da Silva,4324.0,True,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,74,Barcelona,217,['20aa0bb9-130d-460f-bee8-488291d38d94'],23,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:23.344,Pass,,2015/2016
,,,,,,,,,,,,,,,3.015881,,,,,,,,,,,,,c2be7899-c934-477d-b813-ed288abdbcef,1701,,"[7.0, 44.1]",267533,41,True,,,-0.13485491,,Right Foot,,,,"[46.8, 38.7]",,High Pass,,40.16466,,,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,Goal Kick,1,From Goal Kick,Keylor Navas Gamboa,5597.0,Goalkeeper,75,Real Madrid,220,['55db3799-a815-4df3-80c0-34663521c792'],42,,,,,,,,,,,,,,,,,,Real Madrid,220,00:41:42.712,Pass,,2015/2016
,,,,,,,,,,,,,,,1.169634,,,,,,,,,,,,,841f3700-b214-42e5-b970-bc19c811cbd8,1703,,"[46.8, 38.7]",267533,41,True,,,2.9291606,,Right Foot,,,,"[41.7, 39.8]",,Ground Pass,,5.217279,,,,,Luka Modrić,5463.0,,,,,,1,From Goal Kick,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Wing,75,Real Madrid,220,['c268634c-aeb8-49ea-8b95-54ddf211d69d'],45,,,,,,,,,,,,,,,,,,Real Madrid,220,00:41:45.930,Pass,,2015/2016
,,,,,,,,,,,,,,,0.689449,,,,,,,,,,,,,1474cc95-9a02-430b-8391-34e4d43c28e7,1705,,"[41.4, 39.8]",267533,41,,,,-2.042574,,Right Foot,,,,"[38.9, 34.9]",,Ground Pass,,5.500909,,,,,Carlos Henrique Casimiro,5539.0,,,,,,1,From Goal Kick,Luka Modrić,5463.0,Right Center Midfield,75,Real Madrid,220,['d61d5787-9adf-48dc-9b8e-7a01bf897db0'],47,,,,,,,,,,,,,,,,,,Real Madrid,220,00:41:47.229,Pass,,2015/2016
,,,,,,,,,,,,,,,2.324564,,,,,,,,,,,,,f0b160e2-e69d-4122-beb3-8177f3d93492,1708,,"[38.9, 35.0]",267533,41,,,,1.340457,,Right Foot,,,,"[47.6, 72.1]",,High Pass,,38.10643,,,,,Daniel Carvajal Ramos,5721.0,,,,,,1,From Goal Kick,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,75,Real Madrid,220,['12f1d567-14e7-48df-af21-38bfb5788e53'],47,,,,,,,,,,,,,,,,,,Real Madrid,220,00:41:47.959,Pass,,2015/2016
,,,,,,,,,,,,,,,0.979261,,,,,,,,,,,,,c5a39528-10ad-487d-aef6-ba284b6d882f,1714,,"[65.5, 73.6]",267533,42,,,,-2.816232,,Right Foot,,,,"[57.2, 70.8]",,Ground Pass,,8.759566,,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,Free Kick,1,From Free Kick,Luka Modrić,5463.0,Right Center Midfield,76,Real Madrid,220,['1902f450-43b5-457c-94a9-759da51a39fa'],14,,,,,,,,,,,,,,,,,,Real Madrid,220,00:42:14.476,Pass,,2015/2016
,,,,,,,,,,,,,,,1.640637,,,,,,,,,,,,,a22a2de8-562d-42a5-9be7-f35808f5a826,1717,,"[57.2, 70.8]",267533,42,,,,0.69473827,,Right Foot,,,,"[62.6, 75.3]",,Ground Pass,,7.029225,,,,,Luka Modrić,5463.0,,,,,,1,From Free Kick,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,76,Real Madrid,220,['9688c133-8429-474b-919a-2c31ee8cbb24'],15,,,,,,,,,,,,,,,,,,Real Madrid,220,00:42:15.496,Pass,,2015/2016
,,,,,,,,,,,,,,,2.758582,,,,,,,,,,,,,7c5e8574-bdac-4ad8-8167-d1b72b3701a9,1720,,"[64.0, 69.7]",267533,42,,,,-0.07355129,,Right Foot,,,,"[102.0, 66.9]",,High Pass,,38.10302,,,,,Karim Benzema,19677.0,,,,,,1,From Free Kick,Luka Modrić,5463.0,Right Center Midfield,76,Real Madrid,220,['d7d8e209-222f-4846-bbe8-299a78e3ea41'],21,,,,,,,,,,,,,,,,,,Real Madrid,220,00:42:21.433,Pass,,2015/2016
,,,,,,,,,,,,,,,0.9939,,,,,,,,,,,,,e394c629-b102-4355-8b56-d8e6c17645e3,1723,,"[99.3, 74.4]",267533,42,,,,-1.8583722,,Right Foot,,,,"[97.2, 67.3]",,Ground Pass,,7.4040527,,,,,Gareth Frank Bale,6399.0,,,,,,1,From Free Kick,Karim Benzema,19677.0,Center Forward,76,Real Madrid,220,['b11f518d-8151-43d2-98e0-73945fbd2e19'],26,,,,,,,,,,,,,,,,,,Real Madrid,220,00:42:26.236,Pass,,2015/2016
,,,,,,,,,,,,,,,0.809174,,,,,,,,,,,,,d56ab32c-714c-4221-bbf6-69046b4a0456,1726,,"[100.6, 70.7]",267533,42,,,,0.7538297,,Left Foot,,,,"[105.5, 75.3]",,Ground Pass,,6.720863,,,,,Daniel Carvajal Ramos,5721.0,,,,,,1,From Free Kick,Gareth Frank Bale,6399.0,Right Wing,76,Real Madrid,220,['14aa5714-f7f9-483e-b089-89fa483abba5'],30,,,,,,,,,,,,,,,,,,Real Madrid,220,00:42:30.302,Pass,,2015/2016
,,,,,,,,,,,,,,,1.1249,,,,,,,,,,,,,e79463dd-3dfb-499b-9b55-164be31d46ee,1729,,"[110.6, 69.1]",267533,42,,,,-1.4013346,,Right Foot,True,,,"[115.1, 42.8]",,High Pass,,26.682203,,,Incomplete,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,1,From Free Kick,Daniel Carvajal Ramos,5721.0,Right Back,76,Real Madrid,220,"['3e4f88cb-e71b-4ae6-b6e9-d39c7168bc4f', '3fc40d60-5cfe-4d5b-9fdb-e0c7f775a0f0']",32,,,,,,,,,,,,,,,,,,Real Madrid,220,00:42:32.257,Pass,,2015/2016
,,,,,,,,,,,,,,,1.7397,,,,,,,,,,,,,909ec777-f6ad-4f88-ba56-0dde7a49c5bb,1732,,"[110.9, 62.9]",267533,42,,,,-1.774541,644849ae-5257-453b-95bd-65ecbe282d99,Right Foot,True,,,"[105.9, 38.7]",,Low Pass,,24.71113,,,,,Karim Benzema,19677.0,True,,,,Recovery,1,From Free Kick,Daniel Carvajal Ramos,5721.0,Right Back,76,Real Madrid,220,['d6a9bbb5-48b7-4415-a5ef-98d6fb91a096'],34,,,,,,,,,,,,,,,,,,Real Madrid,220,00:42:34.741,Pass,,2015/2016
