50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6510c179-d5cc-4557-a466-ed98311d9654,1,,,16136,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 6332, 'name': 'Thomas Vermaelen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 13599, 'name': 'Carles Aleña Castillo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 11392, 'name': 'Arthur Henrique Ramos de Oliveira Melo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 3501, 'name': 'Philippe Coutinho Correia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2018/2019
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7014799b-feb4-4463-940d-093225d7d618,2,,,16136,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 6610, 'name': 'Iván Cuéllar Sacristán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 17818, 'name': 'Rodrigo Tarín Higón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 5830, 'name': 'Kenneth Josiah Omeruo'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 24}, {'player': {'id': 6603, 'name': 'Dimitrios Siovas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 12}, {'player': {'id': 11730, 'name': 'Jonathan Cristian Silva'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 5}, {'player': {'id': 6580, 'name': 'José Luis García del Pozo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6667, 'name': 'Mikel Vesga Arruti'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 16212, 'name': 'Óscar Rodríguez Arnaiz'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 27}, {'player': {'id': 6301, 'name': 'Youssef En-Nesyri'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 26}, {'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 25}]}",Leganés,205,00:00:00.000,Starting XI,,2018/2019
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c2c9adb6-5598-4b42-81b1-07d78721b4ef,3,,,16136,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['03258eb9-f6c2-41eb-80af-ad9543883009'],0,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2018/2019
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,03258eb9-f6c2-41eb-80af-ad9543883009,4,,,16136,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['c2c9adb6-5598-4b42-81b1-07d78721b4ef'],0,,,,,,,,,,,,,,,Leganés,205,00:00:00.000,Half Start,,2018/2019
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d38c3d3e-15b8-4abb-b8b9-a6fb909381ad,1931,,,16136,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,95,Barcelona,217,['9010a6c2-c928-428d-82b2-3f2b2e073841'],0,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2018/2019
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,9010a6c2-c928-428d-82b2-3f2b2e073841,1932,,,16136,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,95,Barcelona,217,['d38c3d3e-15b8-4abb-b8b9-a6fb909381ad'],0,,,,,,,,,,,,,,,Leganés,205,00:00:00.000,Half Start,,2018/2019
,,,,,,,,,,,,,,,,1.681788,,,,,,,,,,,,25c7c360-28b5-48ee-a8f2-a52c5229f5ab,5,,"[61.0, 40.1]",16136,0,,,,2.6546934,,Right Foot,,,,"[33.8, 54.5]",,Ground Pass,,30.776615,,,,Rodrigo Tarín Higón,17818.0,,,,,,Kick Off,1,From Kick Off,Óscar Rodríguez Arnaiz,16212.0,Right Wing,2,Leganés,205,['5a77b027-25f8-48cd-b9b9-24f275c06410'],0,,,,,,,,,,,,,,,Leganés,205,00:00:00.369,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.349656,,,,,,,,,,,,ba33c735-9e95-41e4-a961-89407c4e657b,8,,"[34.9, 54.5]",16136,0,,,,-0.27490985,,Right Foot,,,,"[38.8, 53.4]",,Low Pass,,4.05216,,,Incomplete,,,,,,,,,1,From Kick Off,Rodrigo Tarín Higón,17818.0,Right Center Back,2,Leganés,205,['22ecb00b-37aa-47d1-9d26-45376146fdc9'],3,,,,,,,,,,,,,,,Leganés,205,00:00:03.117,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.340294,,,,,,,,,,,,f2afdb53-da68-4eaf-a9da-9090c79e2fbd,10,,"[42.2, 62.0]",16136,0,,,,0.91322404,,Head,,,,"[56.1, 80.0]",,High Pass,,22.742252,,,Out,,,,,,,,Recovery,1,From Kick Off,Allan Romeo Nyom,3991.0,Right Wing Back,2,Leganés,205,,6,,,,,,,,,,,,,,,Leganés,205,00:00:06.531,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.759936,,,,,,,,,,,,c31d6391-cf7a-45a9-a578-acf3075b9583,11,,"[55.7, 0.1]",16136,0,,,,0.27944776,,,,,,"[67.2, 3.4]",,High Pass,,11.964113,,,,Philippe Coutinho Correia,3501.0,,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,['7441a16f-7196-4626-bbc5-b92b1bd03775'],18,,,,,,,,,,,,,,,Barcelona,217,00:00:18.665,Pass,,2018/2019
