bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,0.91392,,,,,,,,,,,,,ad99bf2e-aad4-4487-ad07-cb9647d84791,916,,,"[16.0, 53.0]",16317,19,,,,,1.1722739,,Right Foot,,,"[24.0, 72.0]",,Ground Pass,,20.615528,,,,Nélson Cabral Semedo,6374.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,44,Barcelona,217,['4ece9620-3dc7-4921-9ddf-b41302c04bde'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:19:03.352,Pass,,2018/2019
,,,,,,,,,,,,,,0.924716,,,,,,,,,,,,,a350fe1f-06fe-49b9-a058-969497165a86,920,,,"[28.0, 71.0]",16317,19,,,,,-0.9707461,,Right Foot,,,"[41.0, 52.0]",,Ground Pass,,23.021729,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,44,Barcelona,217,['14f9e2be-e0c4-4733-bd27-238ecc904df7'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:19:05.740,Pass,,2018/2019
,,,,,,,,,,,,,,1.36493,,,,,,,,,,,,,fb885662-cd8e-40a2-bdd6-f0ce0768437c,923,,,"[43.0, 52.0]",16317,19,,,,,-1.2882414,,Right Foot,,,"[52.0, 21.0]",,Ground Pass,,32.280025,,,,Ivan Rakitić,5470.0,,,,,,1,From Throw In,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,44,Barcelona,217,['6055a419-8680-4e6c-b711-9517af50ae7d'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:19:07.845,Pass,,2018/2019
,,,,,,,,,,,,,,2.8191,,,,,,,,,,,,,dc7e2cff-7128-4c2f-97a6-71a75a2959e6,930,,,"[58.0, 48.0]",16317,19,,,,,-2.976444,,Right Foot,,,"[16.0, 41.0]",,Ground Pass,,42.579338,,,,Marko Dmitrović,6698.0,,,,,,1,Regular Play,Fabián Ariel Orellana Valenzuela,7105.0,Right Midfield,45,Eibar,322,['0c6282d9-46ac-4b6b-8b61-12f049336776'],11,,,,,,,,,,,,,,,,,Eibar,322,00:19:11.252,Pass,,2018/2019
,,,,,,,,,,,,,,0.981338,,,,,,,,,,,,,375d467f-fd9a-4abe-b8dc-de9bb9b5fcf9,933,,,"[19.0, 40.0]",16317,19,,,,,0.8224183,,Left Foot,,,"[32.0, 54.0]",,Ground Pass,,19.104973,,,,Paulo André Rodrigues de Oliveira,6708.0,,,,,,1,Regular Play,Marko Dmitrović,6698.0,Goalkeeper,45,Eibar,322,['f6e7e91d-1f0f-491d-b468-651422d51d9b'],15,,,,,,,,,,,,,,,,,Eibar,322,00:19:15.119,Pass,,2018/2019
,,,,,,,,,,,,,,1.27433,,,,,,,,,,,,,dee4a95d-3e26-468f-b9a1-9945344d352b,936,,,"[35.0, 51.0]",16317,19,,,,,-1.5374753,,Right Foot,,,"[36.0, 21.0]",,Ground Pass,,30.016663,,,,Iván Ramis Barrios,6778.0,,,,,,1,Regular Play,Paulo André Rodrigues de Oliveira,6708.0,Right Center Back,45,Eibar,322,['d21254fb-5d09-4298-9441-3af361fe2d77'],18,,,,,,,,,,,,,,,,,Eibar,322,00:19:18.182,Pass,,2018/2019
,,,,,,,,,,,,,,2.5608,,,,,,,,,,,,,663766c3-385b-4f5c-9fb8-6dd0ed47c50c,939,,,"[36.0, 21.0]",16317,19,,,,,2.0131705,,Left Foot,,,"[18.0, 59.0]",,Ground Pass,,42.047592,,,,Paulo André Rodrigues de Oliveira,6708.0,,,,,,1,Regular Play,Iván Ramis Barrios,6778.0,Left Center Back,45,Eibar,322,['af16f018-88cf-418f-b44e-8a5d46b2ea61'],19,,,,,,,,,,,,,,,,,Eibar,322,00:19:19.497,Pass,,2018/2019
,,,,,,,,,,,,,,2.6371,,,,,,,,,,,,,2d72d4b1-6838-436e-a5be-fbdb11394d48,942,,,"[16.0, 64.0]",16317,19,,,,,-0.48017502,,Right Foot,,,"[64.0, 39.0]",,High Pass,,54.120235,,Incomplete,,Charles Días Barbosa de Oliveira,6707.0,,,,,,1,Regular Play,Paulo André Rodrigues de Oliveira,6708.0,Right Center Back,45,Eibar,322,"['0c0284f7-3f13-4243-8066-cf6945ddbc17', '66ab7702-dc47-4c7e-923c-329359958e74']",24,,,,,,,,,,,,,,,,,Eibar,322,00:19:24.358,Pass,,2018/2019
,,,,,,,,,,,,,,0.6701,,,,,,,,,,,,,0c0284f7-3f13-4243-8066-cf6945ddbc17,945,,,"[57.0, 42.0]",16317,19,,,,True,0.0,,,,,"[68.0, 42.0]",,High Pass,,11.0,,Incomplete,,Arturo Erasmo Vidal Pardo,8206.0,,,,,Recovery,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,45,Eibar,322,"['1b86889e-4042-48b3-a856-5cf5f10e6d89', '2d72d4b1-6838-436e-a5be-fbdb11394d48', 'eaccc3d1-d2a9-4067-9ee6-e870490d7c14', 'ee4bb93f-be9c-4c20-a72f-8b711c8befd8']",26,,,,,,,,,,,,,,,,,Barcelona,217,00:19:26.995,Pass,True,2018/2019
,,,,,,,,,,,,,,2.6777,,,,,,,,,,,,,b8fd6baa-c9b4-415d-a6c8-37f97f0c768e,950,,,"[53.0, 38.0]",16317,19,,,,,-1.2014626,,Right Foot,,,"[65.0, 7.0]",,High Pass,,33.24154,,,,Marc Cucurella Saseta,17620.0,,,,,,1,Regular Play,Joan Jordán Moreno,6701.0,Left Defensive Midfield,45,Eibar,322,"['3fa59015-4f5f-49e7-b34c-ea2547682a07', '430fe6bc-2936-4c78-9f66-7cae766104ae']",28,,,,,,,,,,,,,,,,,Eibar,322,00:19:28.330,Pass,True,2018/2019
,,,,,,,,,,,,,,1.2504,,,,,,,,,,,,,686bba27-e31e-4e80-a264-ddf10f98f0d6,953,,,"[66.0, 6.0]",16317,19,,,,,0.08314123,,Left Foot,,,"[78.0, 7.0]",,Ground Pass,,12.0415945,,,,José Ángel Valdés Díaz,6705.0,,,,,,1,Regular Play,Marc Cucurella Saseta,17620.0,Left Midfield,45,Eibar,322,['20716e9b-307e-4ba8-a800-3a0a75536c3a'],32,,,,,,,,,,,,,,,,,Eibar,322,00:19:32.187,Pass,,2018/2019
,,,,,,,,,,,,,,1.3326,,,,,,,,,,,,,f0c76074-5ffa-450f-8abd-d4c2d591a6de,956,,,"[94.0, 4.0]",16317,19,,,,,1.1839206,,Left Foot,True,,"[105.0, 31.0]",,High Pass,,29.15476,,,,Sergio Enrich Ametller,6700.0,,,,,,1,Regular Play,José Ángel Valdés Díaz,6705.0,Left Back,45,Eibar,322,['ea4a31bb-896e-4c95-a32a-44cf3bc9bc40'],37,,,,,,,,,,,,,,,,,Eibar,322,00:19:37.017,Pass,,2018/2019
,,,,,,,,,,,,,,1.4323,,,,,,,,,,,,,27d5dc46-4dc8-43f3-8f11-f8272d899dde,959,,,"[105.0, 31.0]",16317,19,,,,,-0.95054686,dbad4f04-461f-46d8-9d22-21171f9e1fbb,Right Foot,,,"[110.0, 24.0]",True,Low Pass,,8.602325,,,,Marc Cucurella Saseta,17620.0,,,,,,1,Regular Play,Sergio Enrich Ametller,6700.0,Right Center Forward,45,Eibar,322,['a7f063ec-57d1-401d-85aa-fa58907a703d'],38,,,,,,,,,,,,,,,,,Eibar,322,00:19:38.430,Pass,,2018/2019
,,,,,,,,,,,,,,1.395334,,,,,,,,,,,,,d0ccdda3-0d00-48f9-bea0-db85d8ee6c62,964,,,"[60.0, 40.0]",16317,20,,,,,3.050933,,Right Foot,,,"[49.0, 41.0]",,Ground Pass,,11.045361,,,,Sergio Busquets i Burgos,5203.0,,,,,Kick Off,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,46,Barcelona,217,['deacb1a2-7e2e-4542-aa70-ddc883915ce3'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:20:58.991,Pass,,2018/2019
,,,,,,,,,,,,,,0.88404,,,,,,,,,,,,,642591d3-25fe-468e-a81e-526cc39eb7f0,967,,,"[53.0, 37.0]",16317,21,,,,,-1.9513026,,Right Foot,,,"[47.0, 22.0]",,Ground Pass,,16.155495,,,,Ivan Rakitić,5470.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,46,Barcelona,217,['a13dce52-ae57-405a-a2ba-d8751ea40ec1'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:21:01.566,Pass,,2018/2019
,,,,,,,,,,,,,,2.039596,,,,,,,,,,,,,62731c6e-0b5f-437b-9b5c-063f917ba53f,970,,,"[48.0, 19.0]",16317,21,,,,,1.8650309,,Right Foot,,,"[38.0, 52.0]",,Ground Pass,,34.48188,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Ivan Rakitić,5470.0,Left Center Midfield,46,Barcelona,217,['532b725b-0572-416e-b3a0-ffd4f4f9fbdb'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:21:05.829,Pass,,2018/2019
,,,,,,,,,,,,,,0.527651,,,,,,,,,,,,,ec7a13b2-422a-41c0-9fbe-dde939477e4c,973,,,"[42.0, 57.0]",16317,21,,,,,0.6435011,,Right Foot,,,"[50.0, 63.0]",,Ground Pass,,10.0,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,46,Barcelona,217,['ef6f92de-1d1c-40f4-b435-f3070e3659af'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:21:10.520,Pass,,2018/2019
,,,,,,,,,,,,,,2.070637,,,,,,,,,,,,,ecce0b8d-031d-48cc-a308-9222a0f23751,976,,,"[50.0, 62.0]",16317,21,,,,,-1.7561443,,Left Foot,,,"[44.0, 30.0]",,Ground Pass,,32.55764,,,,Clément Lenglet,6826.0,,,,,,1,From Kick Off,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,46,Barcelona,217,['a8c894ad-b79a-4875-91b4-6430d53b844d'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:21:11.522,Pass,,2018/2019
,,,,,,,,,,,,,,0.92926,,,,,,,,,,,,,a4d96a9b-9084-4cc3-a9cf-9905f91dce2b,979,,,"[48.0, 23.0]",16317,21,,,,,-1.1479424,,Left Foot,,,"[57.0, 3.0]",,Ground Pass,,21.931713,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Clément Lenglet,6826.0,Left Center Back,46,Barcelona,217,['c6f9c9d0-ace2-4a93-b7b9-b7c72235117b'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:21:15.074,Pass,,2018/2019
,,,,,,,,,,,,,,0.892126,,,,,,,,,,,,,c0d120af-a3da-4937-a88c-6ba6c1ef30a6,982,,,"[62.0, 4.0]",16317,21,,,,,0.348771,,Left Foot,,,"[73.0, 8.0]",,Ground Pass,,11.7046995,,,,Malcom Filipe Silva de Oliveira,3109.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,46,Barcelona,217,['27bbb3f0-f68a-476f-9460-9114292eabf5'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:21:17.013,Pass,,2018/2019
,,,,,,,,,,,,,,0.640994,,,,,,,,,,,,,12d21397-bfde-49de-8179-a0f88c6d0e3e,985,,,"[69.0, 8.0]",16317,21,,,,,-2.6779451,,Left Foot,,,"[57.0, 2.0]",,Ground Pass,,13.416408,,,,Ivan Rakitić,5470.0,,,,,,1,From Kick Off,Malcom Filipe Silva de Oliveira,3109.0,Left Wing,46,Barcelona,217,['900d364f-59fd-4039-b67e-e18bb5bf443b'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:21:19.635,Pass,,2018/2019
,,,,,,,,,,,,,,1.015927,,,,,,,,,,,,,48470915-87ac-435c-a78a-08ea4ea6cdf3,988,,,"[51.0, 2.0]",16317,21,,,,,2.4468544,,Right Foot,,,"[39.0, 12.0]",,Ground Pass,,15.6205,,,,Clément Lenglet,6826.0,,,,,,1,From Kick Off,Ivan Rakitić,5470.0,Left Center Midfield,46,Barcelona,217,['ec66c8f4-b457-44ae-8faa-ac0c02c24dba'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:21:21.541,Pass,,2018/2019
,,,,,,,,,,,,,,1.458347,,,,,,,,,,,,,e62e6e1f-a144-48e4-9641-d93644b5a413,991,,,"[42.0, 20.0]",16317,21,,,,,1.6373645,,Left Foot,,,"[40.0, 50.0]",,Ground Pass,,30.066593,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Clément Lenglet,6826.0,Left Center Back,46,Barcelona,217,['ce89dc7e-6a47-43f3-990f-823229b12c6f'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:21:24.124,Pass,,2018/2019
,,,,,,,,,,,,,,1.7019,,,,,,,,,,,,,d6ef55fe-aac9-4b56-87da-4b4c70892164,994,,,"[43.0, 54.0]",16317,21,,,,,-0.6478114,,Right Foot,,,"[80.0, 26.0]",,High Pass,,46.400433,,Incomplete,,Malcom Filipe Silva de Oliveira,3109.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,46,Barcelona,217,"['020a3846-83de-40e6-9a91-2aa3e579336a', 'a8f81499-2237-4231-a179-52bdf0acad9d']",28,,,,,,,,,,,,,,,,,Barcelona,217,00:21:28.220,Pass,,2018/2019
,,,,,,,,,,,,,,0.6629,,,,,,,,,,,,,0d9cfcb5-a6ad-43bb-aa71-4ea41367d520,1001,,,"[43.0, 55.0]",16317,21,,,,,-1.7894653,,Right Foot,,,"[41.0, 46.0]",,Low Pass,,9.219544,,,,Paulo André Rodrigues de Oliveira,6708.0,,,,,,1,Regular Play,Fabián Ariel Orellana Valenzuela,7105.0,Right Midfield,47,Eibar,322,"['0849b76c-3fa5-4987-b86d-1c5819272db0', '94bb046d-89ba-4c85-b890-c0d9c407e208']",34,,,,,,,,,,,,,,,,,Eibar,322,00:21:34.344,Pass,True,2018/2019
,,,,,,,,,,,,,,1.0205,,,,,,,,,,,,,603d0e04-e9a8-43d4-84e8-b972c861a487,1005,,,"[42.0, 48.0]",16317,21,,,,,-0.27829966,,Right Foot,,,"[49.0, 46.0]",,Ground Pass,,7.28011,,,,Joan Jordán Moreno,6701.0,,,,,,1,Regular Play,Paulo André Rodrigues de Oliveira,6708.0,Right Center Back,47,Eibar,322,"['c5fe3df0-8583-49a1-bb82-1a4a25385b62', 'e6a0cb3b-856c-4bcb-99da-bbab9c37071b']",35,,,,,,,,,,,,,,,,,Eibar,322,00:21:35.703,Pass,True,2018/2019
,,,,,,,,,,,,,,0.6199,,,,,,,,,,,,,5347fe99-60ae-40d4-9cdf-3a702feb0e95,1009,,,"[48.0, 47.0]",16317,21,,,,,2.819842,,Left Foot,,,"[39.0, 50.0]",,Low Pass,,9.486833,,,,Paulo André Rodrigues de Oliveira,6708.0,,,,,,1,Regular Play,Joan Jordán Moreno,6701.0,Left Defensive Midfield,47,Eibar,322,['f38b1fb5-7446-49ce-9948-11aaa13aed64'],36,,,,,,,,,,,,,,,,,Eibar,322,00:21:36.764,Pass,,2018/2019
,,,,,,,,,,,,,,2.8116,,,,,,,,,,,,,7b3e379d-ee7d-4fd7-87e0-9929ba33c330,1012,,,"[39.0, 50.0]",16317,21,,,,,-0.7419473,,Right Foot,,,"[63.0, 28.0]",,High Pass,,32.55764,,,,Sergio Enrich Ametller,6700.0,,,,,,1,Regular Play,Paulo André Rodrigues de Oliveira,6708.0,Right Center Back,47,Eibar,322,['72def535-435b-4e24-acb4-086d3b757429'],37,,,,,,,,,,,,,,,,,Eibar,322,00:21:37.424,Pass,,2018/2019
,,,,,,,,,,,,,,1.1453,,,,,,,,,,,,,5d65642c-12a0-4a5f-9d8b-8f7ba5c03f2d,1015,,,"[64.0, 28.0]",16317,21,,,,True,-0.98279375,,,,,"[70.0, 19.0]",,High Pass,,10.816654,,Incomplete,,Joan Jordán Moreno,6701.0,,,,,,1,Regular Play,Sergio Enrich Ametller,6700.0,Right Center Forward,47,Eibar,322,"['6b1e9dd0-6238-4719-b692-bec0322bb16f', '97d02c36-43dd-4b2c-a6ff-9cbff6648e60', 'b9069e32-e7be-459c-b907-19b167148f20']",40,,,,,,,,,,,,,,,,,Eibar,322,00:21:40.235,Pass,True,2018/2019
,,,,,,,,,,,,,,1.5449,,,,,,,,,,,,,6b1e9dd0-6238-4719-b692-bec0322bb16f,1017,,,"[51.0, 62.0]",16317,21,,,,,-0.6435011,,Head,,,"[63.0, 53.0]",,High Pass,,15.0,,Incomplete,,Arturo Erasmo Vidal Pardo,8206.0,,,,,Recovery,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,47,Eibar,322,"['44d674cb-59ae-46d8-8cfd-3dcdb5bb0473', '5d65642c-12a0-4a5f-9d8b-8f7ba5c03f2d', 'd03f9dd2-255c-40c0-bf89-468386df230e']",41,,,,,,,,,,,,,,,,,Barcelona,217,00:21:41.381,Pass,,2018/2019
,,,,,,,,,,,,,,1.7648,,,,,,,,,,,,,44d674cb-59ae-46d8-8cfd-3dcdb5bb0473,1019,,,"[58.0, 28.0]",16317,21,,,,,-1.0882831,,Head,,,"[69.0, 7.0]",,High Pass,,23.70654,,,,Marc Cucurella Saseta,17620.0,,,,,Recovery,1,Regular Play,Joan Jordán Moreno,6701.0,Left Defensive Midfield,47,Eibar,322,"['1d9417fc-caa2-402a-bc10-f5f0e14011a5', '6b1e9dd0-6238-4719-b692-bec0322bb16f']",42,,,,,,,,,,,,,,,,,Eibar,322,00:21:42.926,Pass,,2018/2019
,,,,,,,,,,,,,,1.957,,,,,,,,,,,,,a384611f-bf64-437a-9269-3dc04d6630b4,1021,,,"[69.0, 7.0]",16317,21,,,,,-2.782822,,Head,,,"[61.0, 4.0]",,Low Pass,,8.5440035,,,,José Ángel Valdés Díaz,6705.0,,,,,,1,Regular Play,Marc Cucurella Saseta,17620.0,Left Midfield,47,Eibar,322,['84db6393-b0ea-4b8b-aa9d-eece2d4a6978'],44,,,,,,,,,,,,,,,,,Eibar,322,00:21:44.690,Pass,,2018/2019
,,,,,,,,,,,,,,4.102768,,,,,,,,,,,,,8ba7ebb7-27ad-473e-8bcf-583e6b109de7,1023,,,"[60.0, 4.0]",16317,21,,,,,0.1864869,,Left Foot,,,"[113.0, 14.0]",,High Pass,,53.935146,,Incomplete,,Marc Cucurella Saseta,17620.0,,,,,,1,Regular Play,José Ángel Valdés Díaz,6705.0,Left Back,47,Eibar,322,"['0b03a03b-8b98-4a0f-b474-bc5c6dd4e45a', '1d5a4d19-9be3-4b9c-a721-1aeffd1a75ca']",46,,,,,,,,,,,,,,,,,Eibar,322,00:21:46.647,Pass,,2018/2019
,,,,,,,,,,,,,,0.799204,,,,,,,,,,,,,7646d9c0-b07f-4c2f-a0b7-a7cb40f81744,1035,,,"[100.0, 30.0]",16317,22,,,,,-1.5707964,,Right Foot,,,"[100.0, 26.0]",,Ground Pass,,4.0,,Incomplete,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,Recovery,1,Regular Play,Joan Jordán Moreno,6701.0,Left Defensive Midfield,47,Eibar,322,"['0c368ee0-44ca-4f5b-90ea-47c252d7ca26', 'ec30f653-99f9-4610-9e34-2d1ddeeb58d3']",0,,,,,,,,,,,,,,,,,Eibar,322,00:22:00.698,Pass,,2018/2019
,,,,,,,,,,,,,,1.905843,,,,,,,,,,,,,05c37242-963b-4e77-bab3-e0889517af5c,1040,,,"[47.0, 74.0]",16317,22,,,,,-1.5707964,,Left Foot,,,"[47.0, 51.0]",,Ground Pass,,23.0,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Wing,48,Barcelona,217,['6c5244ae-d606-442e-b5f0-2376f950b8da'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:22:07.922,Pass,,2018/2019
,,,,,,,,,,,,,,2.083562,,,,,,,,,,,,,40a5c4ad-9540-480f-b3b3-fac7df629e90,1043,,,"[54.0, 49.0]",16317,22,,,,,-1.1341692,,Right Foot,,,"[75.0, 4.0]",,High Pass,,49.658836,,,,Malcom Filipe Silva de Oliveira,3109.0,,True,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,48,Barcelona,217,['cf19d3b1-de7c-4186-9398-484b99b31da4'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:22:10.732,Pass,,2018/2019
,,,,,,,,,,,,,,1.325404,,,,,,,,,,,,,f4624dc4-a66c-405e-ab97-897d6ff9530b,1046,,,"[79.0, 15.0]",16317,22,,,,,2.3561945,,Left Foot,,,"[72.0, 22.0]",,Ground Pass,,9.899495,,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Malcom Filipe Silva de Oliveira,3109.0,Left Wing,48,Barcelona,217,['f3002a0f-9766-4066-adc3-c9d564e96a8d'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:22:15.968,Pass,,2018/2019
,,,,,,,,,,,,,,0.471541,,,,,,,,,,,,,d76da199-aa0c-4242-938c-d77b11d6368d,1049,,,"[72.0, 23.0]",16317,22,,,,,0.14189705,,Left Foot,,,"[79.0, 24.0]",,Ground Pass,,7.071068,,,,Ivan Rakitić,5470.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,48,Barcelona,217,['266fc8d0-2717-4849-aac2-18653d7b5cc5'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:22:19.518,Pass,,2018/2019
,,,,,,,,,,,,,,0.94399,,,,,,,,,,,,,9ec7dee4-031a-4b1b-b8be-dd189d84c9d3,1052,,,"[79.0, 24.0]",16317,22,,,,,-2.782822,,Right Foot,,,"[71.0, 21.0]",,Ground Pass,,8.5440035,,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Left Center Midfield,48,Barcelona,217,['c8e3a01b-fd90-40ae-a0df-fd6e9414374d'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:22:20.051,Pass,,2018/2019
,,,,,,,,,,,,,,1.20643,,,,,,,,,,,,,e259216a-6c4e-4800-9099-6b5dd952f1af,1055,,,"[70.0, 22.0]",16317,22,,,,,2.6779451,,Left Foot,,,"[56.0, 29.0]",,Ground Pass,,15.652476,,,,Clément Lenglet,6826.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,48,Barcelona,217,['4acafc8d-6033-4036-858b-d831c51aacf9'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:22:22.538,Pass,,2018/2019
,,,,,,,,,,,,,,1.191831,,,,,,,,,,,,,4c3c67e4-efa9-4be4-bea4-a0e30b64afe2,1058,,,"[57.0, 27.0]",16317,22,,,,,1.6295521,,Left Foot,,,"[56.0, 44.0]",,Ground Pass,,17.029387,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,48,Barcelona,217,['6ee8a25f-12cc-4735-a56c-10416fc2bc68'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:22:26.687,Pass,,2018/2019
,,,,,,,,,,,,,,0.61697,,,,,,,,,,,,,d1be7fce-31f4-44a2-9a09-944e93bd834b,1061,,,"[56.0, 51.0]",16317,22,,,,,0.66104317,,Right Foot,,,"[65.0, 58.0]",,Ground Pass,,11.401754,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,48,Barcelona,217,['d6fa8bf5-c36d-4673-812d-3ed77b426c5b'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:22:31.249,Pass,,2018/2019
,,,,,,,,,,,,,,1.546354,,,,,,,,,,,,,ad616019-00db-4e58-b4bd-2d96b507f497,1065,,,"[64.0, 57.0]",16317,22,,,,,1.4994888,,Right Foot,,,"[65.0, 71.0]",,Ground Pass,,14.035668,,,,Nélson Cabral Semedo,6374.0,,,,,,1,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,48,Barcelona,217,"['3039705e-dc4b-4757-b57f-d6d7bf82b8ab', 'b0eebc60-b704-4222-918d-01ea5983a103']",32,,,,,,,,,,,,,,,,,Barcelona,217,00:22:32.324,Pass,True,2018/2019
,,,,,,,,,,,,,,0.994905,,,,,,,,,,,,,926fcd5a-f9d1-4af9-bb8c-c7f0d20d56a8,1068,,,"[65.0, 71.0]",16317,22,,,,,0.22679885,,Right Foot,,,"[78.0, 74.0]",,Ground Pass,,13.341664,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,Nélson Cabral Semedo,6374.0,Right Back,48,Barcelona,217,['405d0ebf-929f-41f3-b47a-5edbed9cd165'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:22:34.391,Pass,,2018/2019
,,,,,,,,,,,,,,0.528704,,,,,,,,,,,,,7fdbf8fc-23b9-475c-816c-9c5330e37772,1071,,,"[77.0, 73.0]",16317,22,,,,,-1.815775,,Right Foot,,,"[74.0, 61.0]",,Ground Pass,,12.369317,,,,Nélson Cabral Semedo,6374.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Wing,48,Barcelona,217,['090a5ecf-dde7-47f2-a0c0-4ba20f6ad110'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:22:36.002,Pass,,2018/2019
,,,,,,,,,,,,,,0.637567,,,,,,,,,,,,,7bebb47e-cf3f-4fd2-9dc0-20aa26d67270,1075,,,"[75.0, 58.0]",16317,22,,,,,-1.8925469,,Right Foot,,,"[73.0, 52.0]",,Ground Pass,,6.3245554,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,1,Regular Play,Nélson Cabral Semedo,6374.0,Right Back,48,Barcelona,217,['5cfab9c8-2a2b-4f41-acc4-34ad2893e512'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:22:37.317,Pass,,2018/2019
,,,,,,,,,,,,,,0.862013,,,,,,,,,,,,,4d744c75-11ba-49a4-a47b-505ce8607d9e,1078,,,"[73.0, 52.0]",16317,22,,,,,1.7004988,,Left Foot,,,"[70.0, 75.0]",,Ground Pass,,23.194826,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,48,Barcelona,217,['9c8b3c52-e6d1-458b-9661-1720b3a56d3c'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:22:38.035,Pass,,2018/2019
