ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,a489b744-478f-436c-b72b-1bfe9ce39b87,1,,,3773571,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Valladolid,901,,0,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 11302, 'name': 'Jordi Masip López'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 12073, 'name': 'Pablo Hervías Ruiz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 22020, 'name': 'Joaquín Fernández Moreno'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 21225, 'name': 'Javier Sánchez de Felipe'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 11298, 'name': 'José Ignacio Martínez García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 23627, 'name': 'João Pedro Neves Filipe'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 40}, {'player': {'id': 11301, 'name': 'Miguel Alfonso Herrero Javaloyas'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 11300, 'name': 'Rubén Alcaraz Jiménez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 11296, 'name': 'Óscar Plano Pedreño'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 29310, 'name': 'Shon Zalman Weissman'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 31235, 'name': 'Marcos André de Sousa Mendonça'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 16}]}",Real Valladolid,901,00:00:00.000,Starting XI,,2020/2021
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,ff9f7a8e-3e22-42e4-a718-1238674343ab,2,,,3773571,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Valladolid,901,,0,,,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 43728, 'name': 'Óscar Mingueza García'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 28}, {'player': {'id': 32480, 'name': 'Ronald Federico Araújo da Silva'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 21881, 'name': 'Sergino Dest'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 18}, {'player': {'id': 6947, 'name': 'Miralem Pjanić'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 30486, 'name': 'Pedro González López'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 16}, {'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2020/2021
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0520c6a0-2dca-4d54-a01e-d700fd719066,3,,,3773571,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Valladolid,901,['e125d167-3eff-4df3-9a84-77d025d627ff'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2020/2021
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,e125d167-3eff-4df3-9a84-77d025d627ff,4,,,3773571,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Valladolid,901,['0520c6a0-2dca-4d54-a01e-d700fd719066'],0,,,,,,,,,,,,,,,,,,,Real Valladolid,901,00:00:00.000,Half Start,,2020/2021
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,68a5c03b-729b-4f9f-a3cb-2bda8861c0ff,2068,,,3773571,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,109,Real Valladolid,901,['60abda1f-f503-4d20-97ab-a4bb5c9a327b'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2020/2021
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,60abda1f-f503-4d20-97ab-a4bb5c9a327b,2069,,,3773571,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,109,Real Valladolid,901,['68a5c03b-729b-4f9f-a3cb-2bda8861c0ff'],0,,,,,,,,,,,,,,,,,,,Real Valladolid,901,00:00:00.000,Half Start,,2020/2021
,,,,,,,,,,,,,,,1.022487,,,,,,,,,,,07c9ef0a-c66a-4690-8492-a50c029d64b1,5,,"[61.0, 40.1]",3773571,0,,,,2.9304993,,Right Foot,,,"[54.0, 41.6]",,Ground Pass,,7.1589108,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Kick Off,1,From Kick Off,Martin Braithwaite Christensen,4447.0,Center Forward,2,Barcelona,217,['7ce519f9-7931-45d8-b610-3d817f1f53ed'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.519,Pass,,2020/2021
,,,,,,,,,,,,,,,1.027709,,,,,,,,,,,68dfe2b9-4af4-4d43-bffb-273e6444921e,8,,"[54.0, 42.5]",3773571,0,,,,-2.1910458,,Right Foot,,,"[47.5, 33.4]",,Ground Pass,,11.1830225,,,,Frenkie de Jong,8118.0,,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Attacking Midfield,2,Barcelona,217,['3f47a1b5-b442-4b34-9d80-afe694cd09de'],1,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.848,Pass,,2020/2021
,,,,,,,,,,,,,,,1.03296,,,,,,,,,,,2097f583-70da-449c-814d-f32b9845df33,11,,"[47.5, 34.0]",3773571,0,,,,-2.3599398,,Right Foot,,,"[34.1, 20.7]",,Ground Pass,,18.879883,,,,Clément Lenglet,6826.0,,,,,,,1,From Kick Off,Frenkie de Jong,8118.0,Left Defensive Midfield,2,Barcelona,217,['b84643c8-5f4f-4d62-abfb-3df76a7e204c'],3,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:03.765,Pass,,2020/2021
,,,,,,,,,,,,,,,1.757864,,,,,,,,,,,027fc805-436e-48a9-85fc-6b064d9ad05a,14,,"[34.1, 20.7]",3773571,0,,,,2.55359,,Left Foot,,,"[12.5, 35.1]",,Ground Pass,,25.959969,,,,Marc-André ter Stegen,20055.0,,,,,,,1,From Kick Off,Clément Lenglet,6826.0,Left Center Back,2,Barcelona,217,['f8cb5aaf-d4d1-4a6a-b7be-4bd45076e364'],5,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:05.576,Pass,,2020/2021
,,,,,,,,,,,,,,,1.647752,,,,,,,,,,,6ae0f3ee-3398-464f-b5b9-d3a4ff0c0c5f,18,,"[9.7, 38.6]",3773571,0,,,,-1.487655,,Right Foot,,,"[11.5, 17.0]",,Ground Pass,,21.67487,,,,Clément Lenglet,6826.0,,,,,,,1,From Kick Off,Marc-André ter Stegen,20055.0,Goalkeeper,2,Barcelona,217,"['069572a0-14e0-4f3c-b817-9a8462d02040', '805b40ff-2174-400c-929e-12b090288970']",8,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:08.913,Pass,True,2020/2021
,,,,,,,,,,,,,,,0.037845,,,,,,,,,,,3a43977d-57e9-44d0-bb0c-ea8c7063aff0,22,,"[11.9, 9.4]",3773571,0,,,,-0.21866895,,Left Foot,,,"[14.6, 8.8]",,Low Pass,,2.7658634,,Incomplete,,Jordi Alba Ramos,5211.0,,,,,,,1,From Kick Off,Clément Lenglet,6826.0,Left Center Back,2,Barcelona,217,"['2b29e861-b418-4fee-b31e-28c5fd0f6e0c', '35dece10-0119-4634-9232-0b0c8a88ff10', '731daad7-4fd7-4664-bec0-11933c29ac6d']",11,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:11.647,Pass,True,2020/2021
,,,,,,,,,,,,,,,1.112688,,,,,,,,,,,6043d807-1673-444e-972b-c4f0990d51ef,25,,"[7.0, 44.1]",3773571,0,,,,0.17585061,,Right Foot,,,"[31.2, 48.4]",,Low Pass,,24.579056,,,,Miralem Pjanić,6947.0,,,,,,Goal Kick,1,From Goal Kick,Marc-André ter Stegen,20055.0,Goalkeeper,3,Barcelona,217,['93643a73-ab46-4dc4-b8c4-9db306ad8239'],30,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.044,Pass,,2020/2021
,,,,,,,,,,,,,,,0.807656,,,,,,,,,,,58ff88cc-e19e-4f55-90b0-7244b773d30a,30,,"[43.8, 47.4]",3773571,0,,,,-2.8477232,,Left Foot,,,"[36.2, 45.1]",,Ground Pass,,7.940403,,,,Miralem Pjanić,6947.0,,,,,,Recovery,1,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Attacking Midfield,3,Barcelona,217,"['a68c4db8-476a-4895-a611-7d4d16c37e7b', 'f819b77f-cf28-4295-8a4d-ca30459fb1ba']",33,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:33.278,Pass,True,2020/2021
,,,,,,,,,,,,,,,1.155071,,,,,,,,,,,f9acc0d9-fef0-4365-899f-7acba1c04e75,33,,"[36.4, 44.5]",3773571,0,,,,-1.4523064,,Right Foot,,,"[37.4, 36.1]",,Ground Pass,,8.459314,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Goal Kick,Miralem Pjanić,6947.0,Right Defensive Midfield,3,Barcelona,217,['338f6742-b4b2-4283-81ab-8b879a3fd086'],34,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:34.925,Pass,,2020/2021
,,,,,,,,,,,,,,,1.743206,,,,,,,,,,,4be4883c-d41f-4cf7-a88a-57d01d049e2e,36,,"[37.4, 35.9]",3773571,0,,,,-1.6181916,,Left Foot,,,"[36.2, 10.6]",,Ground Pass,,25.328442,,,,Frenkie de Jong,8118.0,,,,,,,1,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Attacking Midfield,3,Barcelona,217,['0b2f92b0-3b4b-4656-b606-12162263f081'],36,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.312,Pass,,2020/2021
,,,,,,,,,,,,,,,1.099867,,,,,,,,,,,1eab2c14-e35c-4a00-92f9-9b2c7a407fd1,39,,"[35.8, 19.2]",3773571,0,,,,0.9600704,,Right Foot,,,"[44.2, 31.2]",,Ground Pass,,14.647867,,,,Miralem Pjanić,6947.0,,,,,,,1,From Goal Kick,Frenkie de Jong,8118.0,Left Defensive Midfield,3,Barcelona,217,['05394a1f-e394-43c1-a1ab-6fa9caba6c5c'],40,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:40.517,Pass,,2020/2021
,,,,,,,,,,,,,,,1.160349,,,,,,,,,,,55694840-cc65-44c9-a62e-f93141902e21,42,,"[42.3, 31.8]",3773571,0,,,,2.1124105,,Right Foot,,,"[34.9, 44.1]",,Ground Pass,,14.354442,,,,Ronald Federico Araújo da Silva,32480.0,,,,,,,1,From Goal Kick,Miralem Pjanić,6947.0,Right Defensive Midfield,3,Barcelona,217,['d18de75f-d07b-4a72-96c1-88f4f170a7c5'],41,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.657,Pass,,2020/2021
,,,,,,,,,,,,,,,1.230759,,,,,,,,,,,6822f2fc-03ac-4b0b-b1bb-352cc99734d4,45,,"[37.0, 42.9]",3773571,0,,,,-1.3150538,,Right Foot,,,"[42.7, 21.1]",,Ground Pass,,22.532866,,,,Clément Lenglet,6826.0,,,,,,,1,From Goal Kick,Ronald Federico Araújo da Silva,32480.0,Center Back,3,Barcelona,217,['e79c352e-c21b-4e69-ad91-7a7f8d781174'],45,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:45.184,Pass,,2020/2021
,,,,,,,,,,,,,,,0.588618,,,,,,,,,,,298099f6-701f-4afe-a2ee-a00e94ce3ed7,48,,"[55.1, 12.5]",3773571,0,,,,0.9240379,,Left Foot,,,"[62.5, 22.3]",,Ground Pass,,12.280066,,,,Frenkie de Jong,8118.0,,,,,,,1,From Goal Kick,Clément Lenglet,6826.0,Left Center Back,3,Barcelona,217,['7ab06360-cb7c-4c3d-a389-c50405cedfc3'],48,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:48.712,Pass,,2020/2021
,,,,,,,,,,,,,,,2.198509,,,,,,,,,,,a6b33dcb-d2ca-4ee5-9eed-407cca4938d8,52,,"[55.1, 34.9]",3773571,0,,,,1.3392526,,Right Foot,,,"[58.0, 47.2]",,Ground Pass,,12.637246,,,,Miralem Pjanić,6947.0,,,,,,,1,From Goal Kick,Frenkie de Jong,8118.0,Left Defensive Midfield,3,Barcelona,217,['e587a187-c024-45b5-9df1-d96e9d44055b'],51,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.998,Pass,,2020/2021
,,,,,,,,,,,,,,,2.58051,,,,,,,,,,,7af4a3cd-3e9a-449d-8d3e-1148964e348f,54,,"[61.0, 48.2]",3773571,0,,,,0.96879774,,Right Foot,,,"[81.2, 77.6]",,Low Pass,,35.670715,,,,Sergino Dest,21881.0,,,,,,,1,From Goal Kick,Miralem Pjanić,6947.0,Right Defensive Midfield,3,Barcelona,217,['45fd1751-85aa-4ec9-afa7-4a65d44e1a20'],54,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:54.196,Pass,,2020/2021
,,,,,,,,,,,,,,,1.322605,,,,,,,,,,,4142a35d-4e76-4822-8ee1-96f50c2b51ad,57,,"[82.6, 78.2]",3773571,0,,,,-3.0029528,,Right Foot,,,"[69.7, 76.4]",,Ground Pass,,13.024976,,,,Óscar Mingueza García,43728.0,,,,,,,1,From Goal Kick,Sergino Dest,21881.0,Right Wing Back,3,Barcelona,217,['2fd7d5ad-d875-4e93-b42c-4b44376b9cad'],56,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.995,Pass,,2020/2021
,,,,,,,,,,,,,,,1.000887,,,,,,,,,,,02b153e1-7c55-47bf-a120-7eac5fc6a3bc,60,,"[69.7, 76.4]",3773571,0,,,,-1.9106172,,Right Foot,,,"[66.2, 66.5]",,Ground Pass,,10.500476,,,,Miralem Pjanić,6947.0,,,,,,,1,From Goal Kick,Óscar Mingueza García,43728.0,Right Center Back,3,Barcelona,217,['c406e102-d328-42a3-a75b-05ca3cfe1a5a'],58,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.758,Pass,,2020/2021
,,,,,,,,,,,,,,,1.111809,,,,,,,,,,,0df6f655-2eac-44d3-b55d-a3091ac4e786,63,,"[66.2, 66.5]",3773571,1,,,,-1.6370708,,Right Foot,,,"[64.7, 43.9]",,Ground Pass,,22.649725,,,,Frenkie de Jong,8118.0,,,,,,,1,From Goal Kick,Miralem Pjanić,6947.0,Right Defensive Midfield,3,Barcelona,217,['f8eff085-0e7a-4c1c-b4ce-541eac21d2c8'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:00.435,Pass,,2020/2021
,,,,,,,,,,,,,,,0.866301,,,,,,,,,,,6f8b1792-15a8-4ebc-9b41-f747992ec30e,67,,"[75.2, 40.2]",3773571,1,,,,-1.6532536,,Right Foot,,,"[74.2, 28.1]",,Ground Pass,,12.141252,,,,Pedro González López,30486.0,,,,,,,1,From Goal Kick,Frenkie de Jong,8118.0,Left Defensive Midfield,3,Barcelona,217,"['04854bdc-e95b-4222-aa32-d9664a41e004', '306bc324-0ce3-47fb-9806-8e00915a7779']",4,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.999,Pass,True,2020/2021
,,,,,,,,,,,,,,,1.544323,,,,,,,,,,,e43b14c9-371e-49bd-9b9b-d7366c53af5a,71,,"[74.8, 31.4]",3773571,1,,,,-2.0405788,,Left Foot,,,"[68.2, 18.4]",,Ground Pass,,14.579437,,,,Clément Lenglet,6826.0,,,,,,,1,From Goal Kick,Pedro González López,30486.0,Left Attacking Midfield,3,Barcelona,217,['8f3eeb54-d3a7-4730-8bf0-c17427059ecb'],6,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:06.463,Pass,,2020/2021
,,,,,,,,,,,,,,,1.330456,,,,,,,,,,,3d03ddb9-7bf7-427b-8d7f-e7029af4c162,73,,"[68.2, 18.4]",3773571,1,,,,-0.7439125,,Left Foot,,,"[82.0, 5.7]",,Ground Pass,,18.754467,,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Goal Kick,Clément Lenglet,6826.0,Left Center Back,3,Barcelona,217,['48960c8a-c2e8-4c44-b489-82fbf72db8d3'],8,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:08.007,Pass,,2020/2021
,,,,,,,,,,,,,,,1.009059,,,,,,,,,,,c2fac65a-a68f-45e4-93de-860d6f3398a0,78,,"[32.3, 80.0]",3773571,1,,,,-2.209959,,,,,"[26.8, 72.6]",,Low Pass,,9.220087,,,,Miguel Alfonso Herrero Javaloyas,11301.0,,,,,,Throw-in,1,From Throw In,Pablo Hervías Ruiz,12073.0,Right Back,4,Real Valladolid,901,['0565f68b-81fd-4fe1-a309-2eafbb6bd9b3'],29,,,,,,,,,,,,,,,,,,,Real Valladolid,901,00:01:29.422,Pass,,2020/2021
,,,,,,,,,,,,,,,2.520071,,,,,,,,,,,3a843dcc-afee-4fa6-b38a-38d09783b42e,81,,"[26.8, 71.8]",3773571,1,,,,0.6617715,,Right Foot,,,"[36.3, 79.2]",,High Pass,,12.042009,,Out,,,,,,,,,,1,From Throw In,Miguel Alfonso Herrero Javaloyas,11301.0,Right Center Midfield,4,Real Valladolid,901,['ff08cadc-91cb-4558-b99c-fd087f9de5f7'],30,,,,,,,,,,,,,,,,,,,Real Valladolid,901,00:01:30.431,Pass,True,2020/2021
,,,,,,,,,,,,,,,2.173516,,,,,,,,,,,8a9147d9-32f4-45ca-b6c5-bdff38862d3e,82,,"[84.7, 0.1]",3773571,1,,,,2.8037145,,,,,"[69.9, 5.3]",,Low Pass,,15.686937,,,,Frenkie de Jong,8118.0,,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Wing Back,5,Barcelona,217,['9c3bd43a-6831-4c32-a4f6-51f916ee0775'],41,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:41.069,Pass,,2020/2021
,,,,,,,,,,,,,,,2.426403,,,,,,,,,,,24c94c8a-1be3-4f68-8ff6-9d5338f7b518,84,,"[69.9, 5.3]",3773571,1,,,,2.9070213,,Right Foot,,,"[42.7, 11.8]",,Ground Pass,,27.965872,,,,Clément Lenglet,6826.0,,,,,,,1,From Throw In,Frenkie de Jong,8118.0,Left Defensive Midfield,5,Barcelona,217,['87028c9d-cec3-4ffa-b6a0-8e8f0d24834f'],43,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:43.242,Pass,,2020/2021
,,,,,,,,,,,,,,,1.510345,,,,,,,,,,,fafc44dc-93f4-4cb1-b10c-13532c6943f3,86,,"[42.7, 11.8]",3773571,1,,,,1.5619076,,Left Foot,,,"[42.9, 34.3]",,Ground Pass,,22.500889,,,,Ronald Federico Araújo da Silva,32480.0,,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,5,Barcelona,217,['50142af6-0b27-4483-94e9-5b7c3a13bef9'],45,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:45.669,Pass,,2020/2021
,,,,,,,,,,,,,,,1.700722,,,,,,,,,,,2fcf09e0-7587-4732-b084-c7c24515dfbc,89,,"[43.2, 49.0]",3773571,1,,,,-1.4711276,,Right Foot,,,"[45.6, 25.0]",,Ground Pass,,24.119701,,,,Clément Lenglet,6826.0,,,,,,,1,From Throw In,Ronald Federico Araújo da Silva,32480.0,Center Back,5,Barcelona,217,['ff443db5-28d2-49cf-ba3c-c101639e7221'],50,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:50.442,Pass,,2020/2021
,,,,,,,,,,,,,,,4.258911,,,,,,,,,,,332cac32-4d3b-4f47-a28c-aa80c3a7d493,92,,"[58.6, 17.6]",3773571,1,,,,0.107041635,,Left Foot,,,"[116.3, 23.8]",,High Pass,,58.032146,,Incomplete,,Pedro González López,30486.0,,,,Through Ball,True,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,5,Barcelona,217,"['da23428d-c096-41c2-81ef-2b2618aac808', 'fc91f210-b933-4bd7-b1a5-940faba2a23a']",55,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:55.034,Pass,,2020/2021
,,,,,,,,,,,,,,,1.130331,,,,,,,,,,,da23428d-c096-41c2-81ef-2b2618aac808,95,,"[3.8, 56.3]",3773571,1,,,,1.351412,,Right Foot,,,"[7.1, 71.1]",,Ground Pass,,15.163443,,,,Pablo Hervías Ruiz,12073.0,,,,,,Recovery,1,Regular Play,Joaquín Fernández Moreno,22020.0,Right Center Back,6,Real Valladolid,901,"['0fe22211-f4cb-49d2-ba77-619922c06f09', '332cac32-4d3b-4f47-a28c-aa80c3a7d493', '3e25df22-bbe8-4d3e-92c9-f2289d6f48dc']",59,,,,,,,,,,,,,,,,,,,Real Valladolid,901,00:01:59.293,Pass,True,2020/2021
,,,,,,,,,,,,,,,2.641753,,,,,,,,,,,292c0838-955c-42bc-abd9-b703f8b09074,98,,"[14.5, 74.0]",3773571,2,,,,-0.47212198,,Right Foot,,,"[61.5, 50.0]",,High Pass,,52.773098,,,,Shon Zalman Weissman,29310.0,,,,,,,1,Regular Play,Pablo Hervías Ruiz,12073.0,Right Back,6,Real Valladolid,901,['e8fcaeec-0558-46c0-be32-2083170bcd83'],2,,,,,,,,,,,,,,,,,,,Real Valladolid,901,00:02:02.822,Pass,,2020/2021
,,,,,,,,,,,,,,,0.588342,,,,,,,,,,,2f4679db-728f-4995-9937-b7eb3002d033,100,,"[61.5, 50.0]",3773571,2,,,,1.4415213,,Right Foot,,,"[62.8, 60.0]",,Ground Pass,,10.084146,,,,Marcos André de Sousa Mendonça,31235.0,,,,,,,1,Regular Play,Shon Zalman Weissman,29310.0,Right Center Forward,6,Real Valladolid,901,['3707c583-0105-4e06-b22f-ccc518958f26'],5,,,,,,,,,,,,,,,,,,,Real Valladolid,901,00:02:05.464,Pass,,2020/2021
,,,,,,,,,,,,,,,1.598981,,,,,,,,,,,3c6de66c-8320-4bde-a57f-72f62dc9af77,103,,"[62.8, 60.0]",3773571,2,,,,-1.1582265,,Right Foot,,,"[77.2, 27.1]",,Low Pass,,35.91337,,,,Óscar Plano Pedreño,11296.0,,,,,,,1,Regular Play,Marcos André de Sousa Mendonça,31235.0,Left Center Forward,6,Real Valladolid,901,['1f752705-60de-4ab0-8cca-e9843b45fca4'],6,,,,,,,,,,,,,,,,,,,Real Valladolid,901,00:02:06.789,Pass,,2020/2021
,,,,,,,,,,,,,,,1.996375,,,,,,,,,,,c999daa2-b8ab-4344-bce9-beca7625dfbf,107,,"[28.2, 52.7]",3773571,2,,,,-2.7860627,,Left Foot,,,"[4.5, 43.9]",,Ground Pass,,25.281021,,,,Marc-André ter Stegen,20055.0,,,,,,Recovery,1,Regular Play,Sergino Dest,21881.0,Right Wing Back,7,Barcelona,217,['dd0c8262-2b48-4330-81c2-f98da7fd2e53'],10,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:10.004,Pass,,2020/2021
,,,,,,,,,,,,,,,1.500336,,,,,,,,,,,aa482ec4-92dd-48a5-a376-6b38ace35ada,110,,"[4.5, 43.9]",3773571,2,,,,0.5687742,,Right Foot,,,"[20.3, 54.0]",,Ground Pass,,18.752333,,,,Miralem Pjanić,6947.0,,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,7,Barcelona,217,['97089703-9e3a-419a-832d-f022347d8e80'],13,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:13.276,Pass,,2020/2021
,,,,,,,,,,,,,,,1.426373,,,,,,,,,,,297b76e1-1c42-4a7c-b335-6e589888c4c3,113,,"[18.3, 54.8]",3773571,2,,,,2.2338145,,Right Foot,,,"[10.1, 65.3]",,Ground Pass,,13.322537,,,,Óscar Mingueza García,43728.0,,,,,,,1,Regular Play,Miralem Pjanić,6947.0,Right Defensive Midfield,7,Barcelona,217,['06a83e34-5e10-4887-9733-e0a7c13f21ff'],15,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:15.237,Pass,,2020/2021
,,,,,,,,,,,,,,,1.782091,,,,,,,,,,,0c653b92-107e-425b-b776-1d91059f9993,116,,"[8.2, 72.9]",3773571,2,,,,-0.30190846,,Right Foot,,,"[43.2, 62.0]",,High Pass,,36.658012,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Óscar Mingueza García,43728.0,Right Center Back,7,Barcelona,217,"['6b83d1b1-5dd3-40e1-8ee5-1fe88799cb95', '7929299c-24d2-4b5e-baac-10c54226dd8d']",17,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:17.881,Pass,,2020/2021
,,,,,,,,,,,,,,,1.269892,,,,,,,,,,,7929299c-24d2-4b5e-baac-10c54226dd8d,118,,"[76.9, 18.1]",3773571,2,,,,-0.77933764,,Right Foot,,,"[85.2, 9.9]",,Low Pass,,11.667476,,,,José Ignacio Martínez García,11298.0,,,,,,Recovery,1,Regular Play,Rubén Alcaraz Jiménez,11300.0,Left Center Midfield,8,Real Valladolid,901,"['0c653b92-107e-425b-b776-1d91059f9993', '42222ad8-9b8b-47d2-aa68-d18cc4b92c29']",19,,,,,,,,,,,,,,,,,,,Real Valladolid,901,00:02:19.663,Pass,,2020/2021
