50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,"[88.0, 19.8]",,,,,,,,,,,,,2.152635,,,,,,,,,,,,,df64fe4c-b1a6-447e-a178-9ac3de660ddc,755,,"[97.7, 17.5]",69238,16,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,33,Barcelona,217,"['d777e619-9c46-4fff-8065-29e29bb88989', 'ea7f3d6c-29cb-4958-96ba-3aedad7e4dec']",4,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:04.657,Carry,,2009/2010
,,,,,,"[80.6, 19.4]",,,,,,,,,,,,,0.651596,,,,,,,,,,,,,89c90b12-6e3d-4a1c-8e69-13642fd47122,759,,"[78.6, 18.7]",69238,16,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,33,Barcelona,217,"['31b67bae-463a-4a39-a5ef-260ae751c09f', '761ae976-1b87-4515-809b-d1b440452eaa', 'f7a421e4-f4a3-4a2f-b09d-200f7260aa03']",7,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:07.643,Carry,True,2009/2010
,,,,,,"[63.2, 45.6]",,,,,,,,,,,,,1.49954,,,,,,,,,,,,,8c750dd4-bd34-4e9a-a556-55d215aac538,762,,"[57.2, 39.7]",69238,16,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,33,Barcelona,217,"['3464b83b-d554-4d6f-9b37-8a3d86197d07', 'e1d3bf49-dedb-4aea-be30-41412eac4675']",9,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:09.878,Carry,,2009/2010
,,,,,,"[78.2, 56.9]",,,,,,,,,,,,,1.671149,,,,,,,,,,,,,7238aed1-0dec-40dd-b030-1db8b051b7a3,765,,"[75.9, 52.6]",69238,16,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Left Center Midfield,33,Barcelona,217,"['a5c96e50-926b-42e8-802e-4d0b91a56fd1', 'dca692d6-46a8-4804-a4cd-5845ef4b34cf']",12,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:12.415,Carry,,2009/2010
,,,,,,"[3.5, 23.9]",,,,,,,,,,,,,2.772602,,,,,,,,,,,,,cfe40f7f-0a9a-4eff-9810-f8ee752730b7,769,,"[16.2, 17.9]",69238,16,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sérgio Paulo Barbosa Valente,25859.0,Left Wing,33,Barcelona,217,"['19b3dbd4-f58f-4b61-8cfe-f6c352657b21', '8be68f4b-bb8c-439d-b6b6-c99dfadbba79', 'b4015b1c-a700-4b7a-b98b-d5bdb24f5297']",15,,,,,,,,,,,,,,,,,,Málaga,223,00:16:15.894,Carry,True,2009/2010
,,,,,,"[71.2, 13.9]",,,,,,,,,,,,,0.706272,,,,,,,,,,,,,8fc810a4-d04a-4f85-899b-a6c9aee7fb4b,778,,"[71.2, 13.9]",69238,16,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing,35,Barcelona,217,"['7c73e5db-11d4-4d41-b46d-62504ff8f08a', 'f0a7b15d-ebb3-4822-b8ec-973d577a0d7e']",50,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:50.641,Carry,,2009/2010
,,,,,,"[102.1, 45.9]",,,,,,,,,,,,,1.949726,,,,,,,,,,,,,ae171765-1127-464d-a5d7-d380d9b65d82,787,,"[90.5, 40.3]",69238,16,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,35,Barcelona,217,"['2b54a2cf-ce6d-46e0-9661-eef09c3c58d6', '4d44d333-7d4a-43e9-bb78-0f02e143f132', '730ff518-1298-4404-aade-316c366daa9a']",58,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:58.539,Carry,True,2009/2010
,,,,,,"[15.0, 59.1]",,,,,,,,,,,,,1.119493,,,,,,,,,,,,,324571b9-62b4-4cb3-afbf-e69cc287f7a8,797,,"[14.5, 55.7]",69238,17,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Fernando Miguel Fernández Escribano,26249.0,Right Wing,36,Barcelona,217,"['06839dd3-d55e-4fdc-9355-6ba842c4c5d8', '523ba419-9cd6-4672-be28-197ac6eb2745', 'c11727ac-656e-401a-a62c-5a94db6ab4d1']",28,,,,,,,,,,,,,,,,,,Málaga,223,00:17:28.904,Carry,True,2009/2010
,,,,,,"[14.4, 31.4]",,,,,,,,,,,,,1.453124,,,,,,,,,,,,,1cb64785-9e66-45bf-8ffe-fef0a0284371,802,,"[13.2, 27.4]",69238,17,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Víctor Valdés Arribas,20176.0,Goalkeeper,36,Barcelona,217,"['055f3127-4e2f-4940-ba65-b46488625bbd', '408e9308-23a7-419a-ad74-07d71a512968', 'd3e0f217-7a0a-442c-9a81-d05059fe67f9']",37,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:37.763,Carry,True,2009/2010
,,,,,,"[53.0, 67.1]",,,,,,,,,,,,,3.441495,,,,,,,,,,,,,5f102740-cd34-4275-837b-d8955aad7323,806,,"[35.8, 61.5]",69238,17,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Daniel Alves da Silva,4324.0,Right Back,36,Barcelona,217,"['24c6c642-05a6-475d-b1ee-a21e014639e0', '4db1e6d0-02b3-4488-92a6-60a2a9999f12', '9f035648-9141-4280-94ca-d8f9dcfad28b']",41,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:41.121,Carry,True,2009/2010
,,,,,,"[61.5, 44.4]",,,,,,,,,,,,,5.476071,,,,,,,,,,,,,fe5f20d9-c1ea-48fd-a74c-0b21980a5cf9,810,,"[44.7, 67.0]",69238,17,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,36,Barcelona,217,"['9f035648-9141-4280-94ca-d8f9dcfad28b', 'a29aa1d5-6cd1-4b6a-8ea5-a9c3aee55aa1', 'c727bb3a-55e2-4c21-89bb-31f08948b354']",45,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:45.507,Carry,True,2009/2010
,,,,,,"[57.7, 25.9]",,,,,,,,,,,,,0.752616,,,,,,,,,,,,,8b3e6b99-6077-4a90-918f-3cc2c9d13b6c,813,,"[56.8, 30.0]",69238,17,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Andrés Iniesta Luján,5216.0,Left Wing,36,Barcelona,217,"['098aa7ed-737e-4491-8909-d778b18109ca', '46cdac74-7b16-446c-bf1b-08cd0d8a43ed']",52,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:52.198,Carry,,2009/2010
,,,,,,"[73.3, 29.3]",,,,,,,,,,,,,5.380057,,,,,,,,,,,,,bedca880-a6b4-45cf-9029-0b2e462c82f5,816,,"[76.9, 3.0]",69238,17,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,36,Barcelona,217,"['169ab2f6-283f-426d-97e9-432e98b36e28', '9dccb78d-0cee-46a8-af94-beb6d89e11c8', 'ae23fd21-2399-4c63-a43b-47777f8f4858']",54,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:54.627,Carry,True,2009/2010
,,,,,,"[68.2, 35.0]",,,,,,,,,,,,,0.119999,,,,,,,,,,,,,fcdf1842-f1fd-4436-85b4-65fbf753aabb,820,,"[66.6, 35.9]",69238,18,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,36,Barcelona,217,"['2cff6c24-c80f-4f05-977c-61fec5ada015', '7ac88ceb-3150-4fdc-93a0-efd354f237d4', '9dccb78d-0cee-46a8-af94-beb6d89e11c8']",0,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:00.414,Carry,True,2009/2010
,,,,,,"[47.3, 30.2]",,,,,,,,,,,,,1.810616,,,,,,,,,,,,,ce52d2ba-7973-4733-9d31-4e71ed4c8484,823,,"[50.4, 28.9]",69238,18,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Carles Puyol i Saforcada,20125.0,Left Center Back,36,Barcelona,217,"['48dc9552-db04-4f4d-a9e9-0a466beba34d', 'c2702fb3-75ed-423c-bdca-3fcc3d89cb39']",2,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:02.075,Carry,,2009/2010
,,,,,,"[65.3, 55.6]",,,,,,,,,,,,,1.573331,,,,,,,,,,,,,fceb571b-cb03-4173-b7af-bf07e8c2965e,826,,"[57.4, 54.7]",69238,18,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Sergio Busquets i Burgos,5203.0,Left Center Midfield,36,Barcelona,217,"['123a450a-1988-46e6-a12b-06df277f78c4', 'abe03dd3-bc16-4964-a0a0-c35246fda198']",5,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:05.420,Carry,,2009/2010
,,,,,,"[80.6, 44.6]",,,,,,,,,,,,,1.138269,,,,,,,,,,,,,7520a4ec-d178-40f2-a7d1-787e9ba5f9c8,829,,"[78.4, 48.8]",69238,18,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,36,Barcelona,217,"['08702e22-75e5-41e4-b345-b73f26a98746', '89e28d23-d0e3-4bec-9389-9fd0d97084a6', 'e58ca684-71b7-4741-8721-98f9decb44a1']",7,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:07.921,Carry,True,2009/2010
,,,,,,"[80.5, 41.4]",,,,,,,,,,,,,0.870466,,,,,,,,,,,,,d26da8aa-dbcb-4e0c-ac77-0e4d5f046e7b,832,,"[80.6, 44.6]",69238,18,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,36,Barcelona,217,"['08702e22-75e5-41e4-b345-b73f26a98746', '7c70cf0e-08ec-4f98-9f4c-f19116a364b4', '89e28d23-d0e3-4bec-9389-9fd0d97084a6']",9,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:09.060,Carry,True,2009/2010
,,,,,,"[86.9, 31.6]",,,,,,,,,,,,,0.779031,,,,,,,,,,,,,e5ef0063-1501-4725-a403-e6ca9473ecb9,835,,"[88.2, 34.8]",69238,18,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Zlatan Ibrahimović,3672.0,Center Forward,36,Barcelona,217,"['3be79ab6-f5d1-4117-a5eb-278e683060a2', '8274507c-be12-4880-8494-ed15ba1d1875']",10,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:10.636,Carry,,2009/2010
,,,,,,"[97.1, 5.0]",,,,,,,,,,,,,1.127955,,,,,,,,,,,,,f4b13a57-c6fb-4d3c-b9c8-98603202c144,840,,"[97.1, 4.1]",69238,18,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,36,Barcelona,217,"['1d0a32c3-1789-4b59-807b-ce7379ff6576', 'f5fb74f3-a160-441d-a322-1002c130b6be']",15,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:15.787,Carry,,2009/2010
,,,,,,"[89.0, 10.7]",,,,,,,,,,,,,1.86858,,,,,,,,,,,,,1f355cc4-e372-4fd6-900c-d70c9c39bb79,843,,"[88.6, 13.4]",69238,18,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Zlatan Ibrahimović,3672.0,Center Forward,36,Barcelona,217,"['185a0e3f-93f9-41ef-825b-61c7f51454bd', 'e405b959-5616-4045-a801-481a10a7a018']",18,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:18.051,Carry,,2009/2010
,,,,,,"[102.0, 12.6]",,,,,,,,,,,,,0.079988,,,,,,,,,,,,,29703d92-c38e-4488-9f50-7241a7fbd0f8,849,,"[103.6, 12.1]",69238,18,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Zlatan Ibrahimović,3672.0,Center Forward,36,Barcelona,217,"['53a2eb28-bc47-4589-b842-129eaf6b74ee', '9b50f7bf-9669-48b7-b7a9-9ca85ff88826', 'e293cacc-3fa3-4cc3-ae72-7a7acc2dcf2b']",22,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:22.505,Carry,True,2009/2010
,,,,,,"[92.2, 32.9]",,,,,,,,,,,,,3.780822,,,,,,,,,,,,,4c37b918-b3a5-41ec-9e24-bfc448ca399f,852,,"[92.4, 14.3]",69238,18,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,36,Barcelona,217,"['900d0ced-fcf3-4fa2-bfa0-15c206450139', 'c38a72ef-c237-4c7a-b100-98005981d012', 'f013cd3a-20b5-491f-9423-8f2be28485cf']",23,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:23.888,Carry,True,2009/2010
,,,,,,"[95.0, 57.7]",,,,,,,,,,,,,1.236223,,,,,,,,,,,,,131be11e-4638-49df-97e4-20ec016f570d,856,,"[90.1, 58.6]",69238,18,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Daniel Alves da Silva,4324.0,Right Back,36,Barcelona,217,"['242fbac8-a44f-494c-b5ad-38f5a1a83b28', 'be6b5b50-983f-439e-811b-4fb8d9d54882']",29,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:29.223,Carry,,2009/2010
,,,,,,"[76.9, 63.0]",,,,,,,,,,,,,4.369715,,,,,,,,,,,,,c0bc2a6b-73f3-4450-a75c-59286d9a1fb2,863,,"[88.0, 71.9]",69238,18,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,37,Barcelona,217,"['6a9ef02a-9e47-424c-bdf0-577d3a206946', 'ce4c48d2-caca-489c-9171-7ddfcc22fbf3', 'dcedf85a-5097-49d9-a31f-8b76f43d8fc1', 'e5ffa273-4fe2-47e9-b21f-664ed5452493']",38,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:38.877,Carry,True,2009/2010
,,,,,,"[80.6, 44.8]",,,,,,,,,,,,,3.74045,,,,,,,,,,,,,cd610cd5-fe53-4768-9825-02ba9adbdee6,867,,"[59.8, 52.8]",69238,18,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,37,Barcelona,217,"['72e69e1d-061e-45d0-8453-67fa0cc1633e', '97d8bd3c-ad92-43f2-a6aa-6c89c1240251']",44,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:44.543,Carry,,2009/2010
,,,,,,"[79.9, 35.0]",,,,,,,,,,,,,2.580019,,,,,,,,,,,,,08d0e31b-d980-4e61-9456-02d24af9e0af,870,,"[78.0, 33.3]",69238,18,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,37,Barcelona,217,"['0522cfc5-2cb4-4d3e-9ff5-0f3c0b94fca8', '720bd9ee-a82a-4eaf-80d0-5f9516c1032d']",49,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:49.112,Carry,,2009/2010
,,,,,,"[97.5, 34.6]",,,,,,,,,,,,,0.745169,,,,,,,,,,,,,5294a335-0512-4b0f-b887-36c46f1242b4,873,,"[93.7, 38.4]",69238,18,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Zlatan Ibrahimović,3672.0,Center Forward,37,Barcelona,217,"['4929f979-f471-413a-8c13-2b3d90f2646f', '6ec3584c-8ad2-4992-89a3-dce44dfd67da']",52,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:52.794,Carry,,2009/2010
,,,,,,"[64.8, 47.8]",,,,,,,,,,,,,0.040000003,,,,,,,,,,,,,68530a7f-578e-48fe-9d7b-3f23ba1c13d7,884,,"[66.9, 48.5]",69238,19,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Daniel Toribio Gutiérrez,23792.0,Left Center Midfield,38,Málaga,223,"['247c9a7c-73f5-4477-8d14-bbd26cb648ba', '8dc87a25-f7ce-410e-ba47-da7053cbbd57', 'ef609fe8-97cb-4bb1-85c0-e1035832ed5b']",19,,,,,,,,,,,,,,,,,,Málaga,223,00:19:19.098,Carry,True,2009/2010
,,,,,,"[77.3, 59.7]",,,,,,,,,,,,,0.159994,,,,,,,,,,,,,900728be-be14-4a6c-bbeb-f22f7b23c971,887,,"[77.3, 59.7]",69238,19,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Victor Obinna Nsofor,26678.0,Center Forward,38,Málaga,223,"['448913b5-1bbf-4b16-9e63-676489f07952', 'f15411ab-df69-4fc4-93ca-f72f4de3c33e']",20,,,,,,,,,,,,,,,,,,Málaga,223,00:19:20.039,Carry,,2009/2010
,,,,,,"[69.7, 68.0]",,,,,,,,,,,,,0.08,,,,,,,,,,,,,4b983b49-1312-4588-b0b1-a43511bccb5a,890,,"[69.7, 68.0]",69238,19,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Fernando Miguel Fernández Escribano,26249.0,Right Wing,38,Málaga,223,"['b7985548-bbfa-4158-8209-5be4fe64c4af', 'c417cb9d-120d-44b6-86e7-e5c4c93c18e8']",20,,,,,,,,,,,,,,,,,,Málaga,223,00:19:20.903,Carry,,2009/2010
,,,,,,"[111.8, 68.4]",,,,,,,,,,,,,1.89665,,,,,,,,,,,,,c58f109b-f74f-4046-9384-438a603f3240,894,,"[104.6, 69.0]",69238,19,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Victor Obinna Nsofor,26678.0,Center Forward,38,Málaga,223,"['2b4091de-0eda-4dff-8faf-d7b244626cd2', '9816c712-dbce-4dcf-ac54-4d02aea46ab5', 'a85ed0b9-c9e4-4fb2-bea2-14a534e907ee']",24,,,,,,,,,,,,,,,,,,Málaga,223,00:19:24.297,Carry,True,2009/2010
,,,,,,"[109.9, 13.5]",,,,,,,,,,,,,2.6958,,,,,,,,,,,,,a8bed7ee-f909-4be5-a662-d2bd62e79965,905,,"[110.3, 20.1]",69238,19,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sérgio Paulo Barbosa Valente,25859.0,Left Wing,39,Málaga,223,"['9922e758-4b83-446c-be94-c3dc2676cae9', 'bdc5f11b-3474-4b17-bfd4-7a5bc1b535ff', 'd2e32d20-8c7a-4b9e-b19d-8f3dba940b45']",56,,,,,,,,,,,,,,,,,,Málaga,223,00:19:56.318,Carry,True,2009/2010
,,,,,,"[95.5, 10.5]",,,,,,,,,,,,,0.040049,,,,,,,,,,,,,0aea4b0b-0f22-4070-b177-5b9093f3453c,909,,"[95.5, 11.1]",69238,20,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Manuel Torres Caturla,26679.0,Left Back,39,Málaga,223,"['2886873a-917f-40f5-99b8-4cff0f496cdc', 'caa6b73f-313f-4073-92fe-f28d5a7afe48']",0,,,,,,,,,,,,,,,,,,Málaga,223,00:20:00.411,Carry,,2009/2010
,,,,,,"[38.8, 38.9]",,,,,,,,,,,,,0.801246,,,,,,,,,,,,,897c8c8d-db7d-4fb8-9718-96b84e584955,915,,"[38.8, 39.5]",69238,20,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,40,Barcelona,217,"['6a1b665d-beba-4b5a-9efa-dc682a5c9054', 'd8efb5e1-b8e9-4092-b9c7-69a739037b88']",23,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:23.453,Carry,,2009/2010
,,,,,,"[56.8, 21.0]",,,,,,,,,,,,,1.082198,,,,,,,,,,,,,c7d914ba-b6aa-4cbd-89a1-32f40f2e2369,918,,"[50.7, 23.8]",69238,20,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,40,Barcelona,217,"['3715bdfa-8629-4a5a-afda-1f132c54ec2b', 'b91f631c-6f9e-4c4b-9176-f8bcad4598c5']",25,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:25.409,Carry,,2009/2010
,,,,,,"[66.1, 17.5]",,,,,,,,,,,,,4.084847,,,,,,,,,,,,,65f3be8d-02c6-408e-80e9-ab453c0eec00,922,,"[63.4, 30.8]",69238,20,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,40,Barcelona,217,"['0de66e07-76bd-42c9-a336-1d14d637f685', '9704a355-15bc-4868-9b1d-091e2997cf82', 'c5371bde-58d6-43ce-9a79-171bd3dcf22f']",27,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:27.428,Carry,True,2009/2010
,,,,,,"[74.0, 40.3]",,,,,,,,,,,,,1.77627,,,,,,,,,,,,,7d7b7f24-8360-4c77-bc0b-bf3e7c293b4c,925,,"[69.1, 31.0]",69238,20,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,40,Barcelona,217,"['59d2c90b-1737-410e-b8cc-44d9125238f7', '5b12c558-fd5c-4269-a64d-e3589b287126']",32,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:32.503,Carry,,2009/2010
,,,,,,"[85.8, 70.6]",,,,,,,,,,,,,3.241784,,,,,,,,,,,,,9a0a7e20-3577-4a96-b923-21e5aa415499,928,,"[82.7, 74.0]",69238,20,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Daniel Alves da Silva,4324.0,Right Back,40,Barcelona,217,"['567721b4-9403-4185-87d4-97cc5db00767', '7dc0802c-f279-49f5-a912-fd56b20321fe']",36,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:36.162,Carry,,2009/2010
,,,,,,"[77.8, 48.8]",,,,,,,,,,,,,5.762549,,,,,,,,,,,,,7cb11655-0daa-4754-9a89-16c4564bd2cd,932,,"[80.3, 59.4]",69238,20,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,40,Barcelona,217,"['6a5b2157-b54d-4846-9542-37de34b5bb5b', '9e3b621e-fb2b-4a73-aa13-85db19ccaa3e', 'f6d442db-ec5c-4d83-9d9a-a10cd06bdd1a']",40,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:40.684,Carry,True,2009/2010
,,,,,,"[81.4, 41.0]",,,,,,,,,,,,,1.706509,,,,,,,,,,,,,70567149-30ce-49ea-a1e6-ee00ded39253,935,,"[86.9, 40.8]",69238,20,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,40,Barcelona,217,"['3f1651a6-001d-4de8-88a0-8c52c21d1b82', '7fafbecf-6e23-452f-97a6-41e767a3f397', 'f2648bd4-34d1-45f4-8d7e-bedbcb944203']",47,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:47.074,Carry,True,2009/2010
,,,,,,"[84.8, 59.8]",,,,,,,,,,,,,0.934157,,,,,,,,,,,,,dd361418-5694-4bb9-ba1a-c5caae101179,939,,"[79.5, 55.4]",69238,20,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Andrés Iniesta Luján,5216.0,Left Wing,40,Barcelona,217,"['2359dcb9-cbf6-4a06-a394-31be1a6cf983', '5c5d55f4-dc08-44c9-9e4d-f848f5d53036']",49,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:49.860,Carry,,2009/2010
,,,,,,"[114.2, 72.3]",,,,,,,,,,,,,1.133746,,,,,,,,,,,,,3eb71db8-44a0-4f7f-a74c-2efd81d02c0e,942,,"[106.4, 73.6]",69238,20,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Daniel Alves da Silva,4324.0,Right Back,40,Barcelona,217,"['4963833b-26ad-4abd-bda9-a5815e9c50cc', 'c1607dd1-8b8f-47e0-bc6f-5a9b9564bd15']",52,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:52.628,Carry,,2009/2010
,,,,,,"[82.5, 19.6]",,,,,,,,,,,,,1.318733,,,,,,,,,,,,,73e7037a-19d0-4e51-8c06-d9442bf437cf,949,,"[91.4, 20.0]",69238,21,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Zlatan Ibrahimović,3672.0,Center Forward,41,Barcelona,217,"['4ea1b70d-c1a2-422c-8f3a-dbeed8b6834c', '5879bc9a-6dbd-426b-a4e2-99d3748d59c1', 'c18938a5-0a8b-4a37-9e28-8f53f513cc26']",16,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:16.855,Carry,True,2009/2010
,,,,,,"[79.9, 39.7]",,,,,,,,,,,,,2.068303,,,,,,,,,,,,,e5edf013-6c66-4ae8-9ea8-220d1555287d,952,,"[76.3, 39.3]",69238,21,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Left Center Midfield,41,Barcelona,217,"['9e1a636f-b743-4454-8008-d36b846d208f', 'cf808574-d614-4da6-90a0-23ae95e2abb5']",19,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:19.097,Carry,,2009/2010
,,,,,,"[84.8, 26.6]",,,,,,,,,,,,,3.018058,,,,,,,,,,,,,ba595244-2568-4f27-85ee-79dd68ab19ac,955,,"[86.7, 23.4]",69238,21,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Zlatan Ibrahimović,3672.0,Center Forward,41,Barcelona,217,"['46cf6165-bcb9-465e-92d6-3d391f5057dd', '9817ffa5-3644-4e6f-9822-9691b377f950', '9f606763-792c-4655-b4db-a22d5978c234']",22,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:22.305,Carry,True,2009/2010
,,,,,,"[79.5, 52.0]",,,,,,,,,,,,,1.421031,,,,,,,,,,,,,5ce308a1-727a-43a1-9c9c-694f4bf4778c,959,,"[78.6, 42.3]",69238,21,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Left Center Midfield,41,Barcelona,217,"['649ac3dc-f5f9-4a04-93d7-de2441e3eea3', 'cd58a478-fa53-4104-a7a3-eae85e97ca3d']",26,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:26.477,Carry,,2009/2010
