50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,1.168209,,,,,,,,,,,,,,c1aad006-0ba6-4774-ae98-8a5dd73f7976,1533,,,"[106.0, 75.0]",16157,33,,,,,-1.4994888,,Right Foot,True,,,"[108.0, 47.0]",,High Pass,,28.071337,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,From Kick Off,Nélson Cabral Semedo,6374.0,Right Back,60,Barcelona,217,"['ba9615f5-9825-4816-9a4f-666b01017f40', 'c11b66c3-02a3-494a-95ef-05f7783e54a3']",37,,,,,,,,,,,,,,,,Barcelona,217,00:33:37.667,Pass,,2018/2019
,,,,,,,,,,,,,,1.806598,,,,,,,,,,,,,,b93d0f79-4480-4cde-97de-cf0c6edf4148,1539,,,"[9.0, 15.0]",16157,33,,,,,-0.22679885,,Left Foot,,,,"[35.0, 9.0]",,Low Pass,,26.683329,,,Denis Cheryshev,5186.0,,,,,,,1,From Kick Off,Daniel Parejo Muñoz,6595.0,Left Center Midfield,60,Barcelona,217,['7e1f0471-353a-4cfb-922e-96c8bcc762e6'],43,,,,,,,,,,,,,,,,Valencia,207,00:33:43.157,Pass,,2018/2019
,,,,,,,,,,,,,,1.383835,,,,,,,,,,,,,,b3f869df-379d-44e8-94bd-a90ab7411e1f,1541,,,"[35.0, 9.0]",16157,33,,,,,-0.8519663,,Head,,,,"[42.0, 1.0]",,High Pass,,10.630146,Out,,Kevin Gameiro,6401.0,,,,,,,1,From Kick Off,Denis Cheryshev,5186.0,Left Midfield,60,Barcelona,217,['396a06d6-e97c-45d5-9325-6952015b274b'],45,,,,,,,,,,,,,,,,Valencia,207,00:33:45.215,Pass,,2018/2019
,,,,,,,,,,,,,,1.990377,,,,,,,,,,,,,,1819dc1b-0950-4c66-b92d-8c4414d7a681,1543,,,"[66.0, 80.0]",16157,33,,,,,-2.2531128,,,,,,"[53.0, 64.0]",,Low Pass,,20.615528,,,Gerard Piqué Bernabéu,5213.0,,,,,,Throw-in,1,From Throw In,Ivan Rakitić,5470.0,Center Defensive Midfield,61,Barcelona,217,['95cfb1ed-b9a5-4803-befe-ee9805f2c9e1'],50,,,,,,,,,,,,,,,,Barcelona,217,00:33:50.893,Pass,,2018/2019
,,,,,,,,,,,,,,1.381621,,,,,,,,,,,,,,d567e948-9c53-4e78-9cde-5b0e0e5e6d4c,1546,,,"[54.0, 63.0]",16157,33,,,,,-1.5707964,,Right Foot,,,,"[54.0, 37.0]",,Ground Pass,,26.0,,,Thomas Vermaelen,6332.0,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,61,Barcelona,217,['a40a8977-af2f-4f53-bd52-2f4bee1006d1'],52,,,,,,,,,,,,,,,,Barcelona,217,00:33:52.955,Pass,,2018/2019
,,,,,,,,,,,,,,0.961587,,,,,,,,,,,,,,61073c54-bf10-4731-b0e9-82bc50eb3dab,1549,,,"[54.0, 37.0]",16157,33,,,,,1.0516502,,Left Foot,,,,"[58.0, 44.0]",,Ground Pass,,8.062258,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,,1,From Throw In,Thomas Vermaelen,6332.0,Left Center Back,61,Barcelona,217,['4c68869b-1f31-4110-9190-a87c70094b5a'],56,,,,,,,,,,,,,,,,Barcelona,217,00:33:56.367,Pass,,2018/2019
,,,,,,,,,,,,,,1.298219,,,,,,,,,,,,,,0d1d8f30-12fa-48cd-88a6-24a50e1ba4b5,1552,,,"[57.0, 42.0]",16157,33,,,,,1.012197,,Right Foot,,,,"[67.0, 58.0]",,Ground Pass,,18.867962,,,Ivan Rakitić,5470.0,,,,,,,1,From Throw In,Arturo Erasmo Vidal Pardo,8206.0,Left Center Midfield,61,Barcelona,217,['6018d884-8ca8-4af7-97bb-c8ff6ac90dde'],58,,,,,,,,,,,,,,,,Barcelona,217,00:33:58.459,Pass,,2018/2019
,,,,,,,,,,,,,,2.493125,,,,,,,,,,,,,,a808e4b3-4231-4756-9022-8c8940928b5c,1555,,,"[67.0, 62.0]",16157,34,,,,,0.5144513,,Right Foot,,,,"[90.0, 75.0]",,Ground Pass,,26.41969,,,Nélson Cabral Semedo,6374.0,,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Center Defensive Midfield,61,Barcelona,217,['46b2712a-7192-4105-b5cf-96545db8db80'],1,,,,,,,,,,,,,,,,Barcelona,217,00:34:01.255,Pass,,2018/2019
,,,,,,,,,,,,,,0.3132,,,,,,,,,,,,,,e069c36e-a111-414f-aa2d-981e7721c29d,1561,,,"[96.0, 80.0]",16157,34,,True,,,-2.2655346,,,,,,"[81.0, 62.0]",,Low Pass,,23.43075,,,Ivan Rakitić,5470.0,,,,,,Throw-in,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,62,Barcelona,217,['be909d53-1d08-440a-a46f-6655f3bb50d5'],13,,,,,,,,,,,,,,,,Barcelona,217,00:34:13.657,Pass,,2018/2019
,,,,,,,,,,,,,,0.959477,,,,,,,,,,,,,,14375f29-0677-42a2-948b-8fcf0f51e70b,1563,,,"[81.0, 62.0]",16157,34,,True,,,-2.1293957,,Right Foot,,,,"[76.0, 54.0]",,Ground Pass,,9.433981,,,Carles Aleña Castillo,13599.0,,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Center Defensive Midfield,62,Barcelona,217,['e9921439-3135-4a90-949d-f7b4fdd8402f'],13,,,,,,,,,,,,,,,,Barcelona,217,00:34:13.999,Pass,,2018/2019
,,,,,,,,,,,,,,1.397819,,,,,,,,,,,,,,c5780216-e2ec-4b63-b0d8-f62cce9bb06c,1567,,,"[74.0, 50.0]",16157,34,,,,,-2.3036115,,Left Foot,,,,"[65.0, 40.0]",,Ground Pass,,13.453624,,,Thomas Vermaelen,6332.0,,,,,,,1,From Throw In,Carles Aleña Castillo,13599.0,Right Center Midfield,62,Barcelona,217,"['22f9b363-ae71-42f4-a4c7-a1f8d05e5044', '7d3a829c-8c72-4fe0-a717-8c71f92e3a54']",15,,,,,,,,,,,,,,,,Barcelona,217,00:34:15.172,Pass,True,2018/2019
,,,,,,,,,,,,,,1.732877,,,,,,,,,,,,,,b60b7c9e-9566-4e40-9001-0695b31fd260,1570,,,"[65.0, 35.0]",16157,34,,,,,-1.19029,,Left Foot,,,,"[77.0, 5.0]",,Ground Pass,,32.31099,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,From Throw In,Thomas Vermaelen,6332.0,Left Center Back,62,Barcelona,217,['5d055abb-2289-4e9c-a456-a07c4a8d374c'],17,,,,,,,,,,,,,,,,Barcelona,217,00:34:17.476,Pass,,2018/2019
,,,,,,,,,,,,,,0.89108,,,,,,,,,,,,,,8e9e12f5-7677-4e44-9eaa-d98559208546,1573,,,"[77.0, 6.0]",16157,34,,,,,0.0,,Right Foot,,,,"[90.0, 6.0]",,Ground Pass,,13.0,,,Philippe Coutinho Correia,3501.0,,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Left Back,62,Barcelona,217,['75db48c7-2c6a-44fb-b0c0-27d4dc91b36f'],19,,,,,,,,,,,,,,,,Barcelona,217,00:34:19.784,Pass,,2018/2019
,,,,,,,,,,,,,,1.115502,,,,,,,,,,,,,,a63fb948-535c-4266-a9c7-bbb46c836d5e,1577,,,"[84.0, 14.0]",16157,34,,,,,2.0552742,,Right Foot,,,,"[74.0, 33.0]",,Ground Pass,,21.470911,,,Ivan Rakitić,5470.0,,,,,,,1,From Throw In,Philippe Coutinho Correia,3501.0,Left Wing,62,Barcelona,217,['84c261fb-5fd9-4c04-b6f4-b41e05d0f2d9'],26,,,,,,,,,,,,,,,,Barcelona,217,00:34:26.225,Pass,,2018/2019
,,,,,,,,,,,,,,1.838965,,,,,,,,,,,,,,08094893-39e9-44fb-a984-519412e25c49,1580,,,"[74.0, 35.0]",16157,34,,,,,1.5707964,,Left Foot,,,,"[74.0, 55.0]",,Ground Pass,,20.0,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Center Defensive Midfield,62,Barcelona,217,['cfb54d3f-464a-4b00-be47-473b2254ff3e'],28,,,,,,,,,,,,,,,,Barcelona,217,00:34:28.605,Pass,,2018/2019
,,,,,,,,,,,,,,1.485472,,,,,,,,,,,,,,dd4e0da8-8baa-4695-8a7b-a4ab154c02b3,1583,,,"[74.0, 61.0]",16157,34,,,,,0.6889244,,Right Foot,,,,"[91.0, 75.0]",,Ground Pass,,22.022715,,,Nélson Cabral Semedo,6374.0,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,62,Barcelona,217,['f15946c9-05b6-4451-8fda-fff50cfc9bfb'],31,,,,,,,,,,,,,,,,Barcelona,217,00:34:31.017,Pass,,2018/2019
,,,,,,,,,,,,,,1.162779,,,,,,,,,,,,,,cbf3692a-c469-4c92-987d-a3b27a5156a6,1586,,,"[89.0, 72.0]",16157,34,,,,,-1.8736812,,Right Foot,,,,"[84.0, 56.0]",,Ground Pass,,16.763054,,,Carles Aleña Castillo,13599.0,,,,,,,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,62,Barcelona,217,['e3df7d0f-2508-445a-b244-60abe07cb97e'],33,,,,,,,,,,,,,,,,Barcelona,217,00:34:33.521,Pass,,2018/2019
,,,,,,,,,,,,,,0.3957,,,,,,,,,,,,,,3bf76fd0-2541-4e81-b646-ceb1b1c7b445,1589,,,"[85.0, 59.0]",16157,34,,,,,-0.90975314,,Left Foot,,,,"[92.0, 50.0]",,Low Pass,,11.401754,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Carles Aleña Castillo,13599.0,Right Center Midfield,62,Barcelona,217,"['2dbf2541-6f9a-4557-8f8c-d0d66a5d618d', '73b4a9fa-f8cb-4ad0-97d2-1d069155f041']",34,,,,,,,,,,,,,,,,Barcelona,217,00:34:34.724,Pass,,2018/2019
,,,,,,,,,,,,,,0.049599,,,,,,,,,,,,,,d334e31b-6680-4764-89e8-165fec171849,1594,,,"[35.0, 24.0]",16157,34,,,,,-2.6779451,,Left Foot,,,,"[23.0, 18.0]",,Low Pass,,13.416408,Incomplete,,Daniel Parejo Muñoz,6595.0,,,,,,Recovery,1,From Throw In,Gabriel Armando de Abreu,6746.0,Left Center Back,62,Barcelona,217,"['afce9af7-b7c1-414e-bff9-df6c8ae650d8', 'c635790c-6cb9-4b54-b28a-df30bd122683']",36,,,,,,,,,,,,,,,,Valencia,207,00:34:36.679,Pass,,2018/2019
,,,,,,,,,,,,,,0.877895,,,,,,,,,,,,,,195950f4-4c53-4362-8b06-1b267a91b3da,1601,,,"[23.0, 11.0]",16157,34,,,,,0.6435011,,Left Foot,,,,"[35.0, 20.0]",,Ground Pass,,15.0,,,Daniel Parejo Muñoz,6595.0,,,,,,,1,Regular Play,Antonio Latorre Grueso,6587.0,Left Back,63,Valencia,207,"['5646b34b-7437-4609-b671-e8b48cede3c1', 'a848f072-2682-4658-9cef-ad420911ed73', 'b68c2f2e-2034-4cfc-9a1f-a5a2e521f16c']",39,,,,,,,,,,,,,,,,Valencia,207,00:34:39.029,Pass,True,2018/2019
,,,,,,,,,,,,,,1.24339,,,,,,,,,,,,,,4ef55feb-1b44-4c4a-ad39-c4884aafcd3f,1606,,,"[39.0, 21.0]",16157,34,,,,,-1.849096,,Right Foot,,,,"[35.0, 7.0]",,Ground Pass,,14.56022,,,Antonio Latorre Grueso,6587.0,,,,,,,1,Regular Play,Daniel Parejo Muñoz,6595.0,Left Center Midfield,63,Valencia,207,"['6f7ca0f3-c614-474b-9ad2-99598b85a3dc', 'd0e5438b-09c9-4348-b93d-b4b420b69ba5']",40,,,,,,,,,,,,,,,,Valencia,207,00:34:40.517,Pass,True,2018/2019
,,,,,,,,,,,,,,1.126358,,,,,,,,,,,,,,c95aa700-3890-4c28-b86e-1149aea6ace6,1609,,,"[41.0, 6.0]",16157,34,,,,,-0.058755822,,Left Foot,,,,"[58.0, 5.0]",,Low Pass,,17.029387,Incomplete,,Denis Cheryshev,5186.0,,,,,,,1,Regular Play,Antonio Latorre Grueso,6587.0,Left Back,63,Valencia,207,"['7dd92057-8466-4e66-af6e-b3a7dbb7cfa9', 'e58a6175-8e18-437a-86d4-7bff69b0ad37']",42,,,,,,,,,,,,,,,,Valencia,207,00:34:42.916,Pass,,2018/2019
,,,,,,,,,,,,,,0.54121,,,,,,,,,,,,,,8389d9df-1d8e-4fa0-ae39-2f52b2c37057,1612,,,"[56.0, 1.0]",16157,34,,True,,,2.786887,,,,,,"[29.0, 11.0]",,Low Pass,,28.79236,,,Gabriel Armando de Abreu,6746.0,,,,,,Throw-in,1,From Throw In,Antonio Latorre Grueso,6587.0,Left Back,64,Valencia,207,['9df07a9b-04af-4fae-9782-1080b5389d80'],56,,,,,,,,,,,,,,,,Valencia,207,00:34:56.386,Pass,,2018/2019
,,,,,,,,,,,,,,1.350297,,,,,,,,,,,,,,3db411c0-127b-4c9c-ad50-c7cf4ecff862,1614,,,"[27.0, 12.0]",16157,34,,,,,2.4186132,,Right Foot,,,,"[10.0, 27.0]",,Ground Pass,,22.671568,,,Norberto Murara Neto,6590.0,,,,,,,1,From Throw In,Gabriel Armando de Abreu,6746.0,Left Center Back,64,Valencia,207,['177f5d74-5b6c-4c11-a2b6-c565a47608c4'],57,,,,,,,,,,,,,,,,Valencia,207,00:34:57.100,Pass,,2018/2019
,,,,,,,,,,,,,,2.847013,,,,,,,,,,,,,,5b64e721-7c59-46bb-a8ed-51e6bd1c98b9,1618,,,"[9.0, 28.0]",16157,34,,,,,-0.19739556,,Right Foot,,,,"[64.0, 17.0]",,High Pass,,56.089214,Incomplete,,Kevin Gameiro,6401.0,,,,,,,1,From Throw In,Norberto Murara Neto,6590.0,Goalkeeper,64,Valencia,207,"['ae2bc55a-bf9c-4261-9630-cb6ee2388bd0', 'd6b8bf9f-e2f1-40d8-877d-922aa22b0273', 'e3c58ed6-c053-4da1-a740-0c791659abc7']",58,,,,,,,,,,,,,,,,Valencia,207,00:34:58.546,Pass,True,2018/2019
,,,,,,,,,,,,,,0.524475,,,,,,,,,,,,,,ae2bc55a-bf9c-4261-9630-cb6ee2388bd0,1620,,,"[57.0, 64.0]",16157,35,,,,,0.14189705,,Right Foot,,,,"[64.0, 65.0]",,Low Pass,,7.071068,,,Ivan Rakitić,5470.0,,,,,,Recovery,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,65,Barcelona,217,"['5b64e721-7c59-46bb-a8ed-51e6bd1c98b9', 'ba9a8604-f89c-4aad-a429-6dc179916f74']",1,,,,,,,,,,,,,,,,Barcelona,217,00:35:01.393,Pass,,2018/2019
,,,,,,,,,,,,,,1.090921,,,,,,,,,,,,,,cdb1225e-7265-49e0-8a2a-f8d89aa43ef3,1622,,,"[63.0, 65.0]",16157,35,,,,,-2.6224465,,Head,,,,"[56.0, 61.0]",,Low Pass,,8.062258,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Center Defensive Midfield,65,Barcelona,217,['6e2de4f7-534e-4430-92b0-0083cf82f407'],1,,,,,,,,,,,,,,,,Barcelona,217,00:35:01.998,Pass,,2018/2019
,,,,,,,,,,,,,,1.59964,,,,,,,,,,,,,,d85fbcc0-1360-4809-8625-e9414809ae50,1625,,,"[53.0, 61.0]",16157,35,,,,,0.8288491,,Right Foot,,,,"[64.0, 73.0]",,High Pass,,16.27882,,,Nélson Cabral Semedo,6374.0,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,65,Barcelona,217,['e2ab7b61-027c-4380-b9f4-e580d0b54977'],3,,,,,,,,,,,,,,,,Barcelona,217,00:35:03.175,Pass,,2018/2019
,,,,,,,,,,,,,,1.029378,,,,,,,,,,,,,,d772f456-610e-4ab6-a2e3-893cfda74cc7,1628,,,"[64.0, 73.0]",16157,35,,,,,-1.2036225,,Right Foot,,,,"[69.0, 60.0]",,Ground Pass,,13.928389,,,Carles Aleña Castillo,13599.0,,,,,,,1,Regular Play,Nélson Cabral Semedo,6374.0,Right Back,65,Barcelona,217,['645330d4-a9ab-4cd2-909a-f0c255790ccb'],6,,,,,,,,,,,,,,,,Barcelona,217,00:35:06.659,Pass,,2018/2019
,,,,,,,,,,,,,,0.341948,,,,,,,,,,,,,,2b7e12ad-0a16-456e-aa59-192863d6e3b7,1631,,,"[68.0, 63.0]",16157,35,,,,,-2.9441972,,Left Foot,,,,"[63.0, 62.0]",,Ground Pass,,5.0990195,,,Ivan Rakitić,5470.0,,,,,,,1,Regular Play,Carles Aleña Castillo,13599.0,Right Center Midfield,65,Barcelona,217,['b2a7174b-10ee-4e4a-ba38-f66cbfbc7f97'],7,,,,,,,,,,,,,,,,Barcelona,217,00:35:07.728,Pass,,2018/2019
,,,,,,,,,,,,,,2.24768,,,,,,,,,,,,,,f309a8b2-305b-4b36-aace-b0247a5c5ae0,1633,,,"[66.0, 64.0]",16157,35,,True,True,,1.6951513,,Right Foot,,,,"[64.0, 80.0]",,Ground Pass,,16.124516,Injury Clearance,,,,,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Center Defensive Midfield,65,Barcelona,217,,12,,,,,,,,,,,,,,,,Barcelona,217,00:35:12.261,Pass,,2018/2019
,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,6d4df712-0f54-41ef-9772-888565b7e4d8,1636,,,"[48.0, 1.0]",16157,35,,,,,0.2573237,,,,,,"[67.0, 6.0]",,Low Pass,,19.646883,Injury Clearance,,,,,,,,,Throw-in,1,From Throw In,Antonio Latorre Grueso,6587.0,Left Back,66,Valencia,207,,51,,,,,,,,,,,,,,,,Valencia,207,00:35:51.216,Pass,,2018/2019
,,,,,,,,,,,,,,1.197216,,,,,,,,,,,,,,fd028656-5c86-4465-8723-ead82ac78ded,1637,,,"[67.0, 80.0]",16157,35,,True,,,-1.5707964,,Right Foot,,,,"[67.0, 66.0]",,Ground Pass,,14.0,,,Carles Aleña Castillo,13599.0,,,,,,Recovery,1,Regular Play,Nélson Cabral Semedo,6374.0,Right Back,67,Barcelona,217,['c5c53fb3-a588-4e5a-980e-30c2c6188b09'],52,,,,,,,,,,,,,,,,Barcelona,217,00:35:52.475,Pass,,2018/2019
,,,,,,,,,,,,,,2.064726,,,,,,,,,,,,,,c031ac42-6502-44d3-ade2-c78027e0106f,1639,,,"[67.0, 66.0]",16157,35,,,,,-1.6991196,,Right Foot,,,,"[63.0, 35.0]",,Ground Pass,,31.257,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,,1,Regular Play,Carles Aleña Castillo,13599.0,Right Center Midfield,67,Barcelona,217,['27379a31-3812-4128-9cfe-5c750ffb86d4'],54,,,,,,,,,,,,,,,,Barcelona,217,00:35:54.794,Pass,,2018/2019
,,,,,,,,,,,,,,2.35675,,,,,,,,,,,,,,242ac7ee-35a7-45bb-8c05-8a2a9f48fca5,1643,,,"[68.0, 28.0]",16157,35,,,,,-0.9129077,,Right Foot,,,,"[85.0, 6.0]",,Ground Pass,,27.802877,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Left Center Midfield,67,Barcelona,217,['a56437f8-a100-4d6c-b320-96c81c0dd3ed'],58,,,,,,,,,,,,,,,,Barcelona,217,00:35:58.441,Pass,,2018/2019
,,,,,,,,,,,,,,1.983368,,,,,,,,,,,,,,a52b391e-5fa6-401e-a9a8-e65db550f968,1646,,,"[91.0, 6.0]",16157,36,,,,,2.2142975,,Left Foot,,,,"[82.0, 18.0]",,Ground Pass,,15.0,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Left Back,67,Barcelona,217,['592e6151-a309-44da-b309-fd954452a7c7'],2,,,,,,,,,,,,,,,,Barcelona,217,00:36:02.578,Pass,,2018/2019
,,,,,,,,,,,,,,1.555852,,,,,,,,,,,,,,20d8328b-023c-4fe5-bc2c-c8f3ee10797d,1650,,,"[82.0, 25.0]",16157,36,,,,,1.7607846,,Right Foot,,,,"[77.0, 51.0]",,Ground Pass,,26.476404,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Left Center Midfield,67,Barcelona,217,['42b77d6c-3de3-472f-88a1-ce773b91f986'],4,,,,,,,,,,,,,,,,Barcelona,217,00:36:04.802,Pass,,2018/2019
,,,,,,,,,,,,,,1.797935,,,,,,,,,,,,,,06bbee08-d495-4624-b1df-1a76373c8a6d,1654,,,"[77.0, 41.0]",16157,36,,,,,-0.5404195,,Left Foot,,,,"[102.0, 26.0]",,High Pass,,29.15476,Incomplete,,Sergi Roberto Carnicer,6379.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,67,Barcelona,217,"['acbb6780-7a8e-4f27-920c-b8b087c4eb3f', 'e1bc5f85-d4d0-4b22-ae25-e310b79537e4']",9,,,,,,,,,,,,,,,,Barcelona,217,00:36:09.118,Pass,,2018/2019
,,,,,,,,,,,,,,1.122489,,,,,,,,,,,,,,2968c9ee-e76c-4450-b5b5-ce95beeef77f,1659,,,"[18.0, 57.0]",16157,36,,,,,-0.30288488,,Left Foot,,,,"[34.0, 52.0]",,Low Pass,,16.763054,,,Rodrigo Moreno Machado,5718.0,,,,,,,1,Regular Play,Cristiano Piccini,11634.0,Right Back,68,Valencia,207,"['44535de4-326a-40aa-ac02-e2bb7b04dd36', 'f19b6766-784e-407c-957d-4d9197e0f5ac']",11,,,,,,,,,,,,,,,,Valencia,207,00:36:11.815,Pass,True,2018/2019
,,,,,,,,,,,,,,0.955368,,,,,,,,,,,,,,6187f64d-c1b2-443f-93b9-bd6f0524eb62,1670,,,"[84.0, 19.0]",16157,36,,,,,1.8925469,,Right Foot,,,,"[83.0, 22.0]",,Ground Pass,,3.1622777,Incomplete,,Ivan Rakitić,5470.0,,,,,,,1,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Left Center Midfield,69,Barcelona,217,"['0f700222-865a-4ed5-ab20-ac24a6bad397', 'a880ed50-5817-4238-8a96-f5b8d118c9d1']",15,,,,,,,,,,,,,,,,Barcelona,217,00:36:15.158,Pass,,2018/2019
,,,,,,,,,,,,,,0.664097,,,,,,,,,,,,,,0f700222-865a-4ed5-ab20-ac24a6bad397,1672,,,"[38.0, 59.0]",16157,36,,,,,0.69473827,,Left Foot,,,,"[44.0, 64.0]",,Ground Pass,,7.81025,Incomplete,,Daniel Wass,6797.0,,,,,,Recovery,1,Regular Play,Rodrigo Moreno Machado,5718.0,Right Center Forward,69,Barcelona,217,"['098e3d44-5705-4cbf-aa7b-47afc22bd4cd', '6187f64d-c1b2-443f-93b9-bd6f0524eb62', 'dc50c78a-9ad9-4993-ae95-088a99852eba']",16,,,,,,,,,,,,,,,,Valencia,207,00:36:16.113,Pass,,2018/2019
,,,,,,,,,,True,,,,1.658296,,,,,,,,,,,,,,098e3d44-5705-4cbf-aa7b-47afc22bd4cd,1674,,,"[77.0, 17.0]",16157,36,,,,,2.4980915,,Right Foot,,,,"[65.0, 26.0]",,Ground Pass,,15.0,,,Thomas Vermaelen,6332.0,,,,,,Interception,1,Regular Play,Sergi Roberto Carnicer,6379.0,Left Back,69,Barcelona,217,"['0f700222-865a-4ed5-ab20-ac24a6bad397', 'e06ab678-1ebf-491e-a365-9bd7df6a368d']",16,,,,,,,,,,,,,,,,Barcelona,217,00:36:16.777,Pass,,2018/2019
,,,,,,,,,,,,,,1.853216,,,,,,,,,,,,,,d766aa27-7c02-44a8-bff0-cc1c39926448,1677,,,"[62.0, 28.0]",16157,36,,,,,1.6756732,,Left Foot,,,,"[60.0, 47.0]",,Ground Pass,,19.104973,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,Regular Play,Thomas Vermaelen,6332.0,Left Center Back,69,Barcelona,217,['2d011fbb-6ffd-4bb8-9898-3fdf589694db'],19,,,,,,,,,,,,,,,,Barcelona,217,00:36:19.459,Pass,,2018/2019
,,,,,,,,,,,,,,2.917462,,,,,,,,,,,,,,5e2a5134-149c-48f7-b47f-4d359d3ada6f,1680,,,"[70.0, 52.0]",16157,36,,,,,-1.1861916,,Right Foot,,,,"[87.0, 10.0]",,High Pass,,45.310043,,,Luis Alberto Suárez Díaz,5246.0,,,True,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,69,Barcelona,217,['781b9456-9e8c-49c5-b256-52e84d48f8b9'],23,,,,,,,,,,,,,,,,Barcelona,217,00:36:23.726,Pass,,2018/2019
,,,,,,,,,,,,,,1.073638,,,,,,,,,,,,,,dd405c14-6f19-4db3-bf57-007531bd385c,1683,,,"[92.0, 9.0]",16157,36,,,,,2.2318394,,Left Foot,,,,"[85.0, 18.0]",,Ground Pass,,11.401754,,,Philippe Coutinho Correia,3501.0,,,,,,,1,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,69,Barcelona,217,['7bdde2fd-85ef-4078-909b-de40246aba49'],27,,,,,,,,,,,,,,,,Barcelona,217,00:36:27.968,Pass,,2018/2019
,,,,,,,,,,,,,,0.937186,,,,,,,,,,,,,,533d3407-0c68-4264-85db-445867fb790d,1686,,,"[82.0, 17.0]",16157,36,,,,,-0.6556956,,Right Foot,,,,"[95.0, 7.0]",,Ground Pass,,16.40122,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,69,Barcelona,217,['8b592bf9-f9ad-4134-a86c-c590fac293b9'],29,,,,,,,,,,,,,,,,Barcelona,217,00:36:29.799,Pass,,2018/2019
,,,,,,,,,,,,,,0.713568,,,,,,,,,,,,,,e3dcfcda-98ba-42d6-ae60-5a7b67f73526,1689,,,"[99.0, 10.0]",16157,36,,,,,2.5213432,,Right Foot,,,,"[92.0, 15.0]",,Ground Pass,,8.602325,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Left Back,69,Barcelona,217,['55ee7d1e-b3c5-4ace-8577-d7821fd835f9'],31,,,,,,,,,,,,,,,,Barcelona,217,00:36:31.538,Pass,,2018/2019
