50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,1.845446,,,,,,,,,,,,,,6d8967ba-9e16-4ee8-a531-cf8828735365,17,,,"[79.0, 80.0]",16157,0,,,,,-1.9513026,,,,,,"[69.0, 55.0]",,Low Pass,,26.925823,,,Daniel Parejo Muñoz,6595.0,,,,,,Throw-in,1,From Throw In,Cristiano Piccini,11634.0,Right Back,3,Valencia,207,['d6d6930f-00f5-42a8-a8e9-b65bb2496bb7'],19,,,,,,,,,,,,,,,,Valencia,207,00:00:19.877,Pass,,2018/2019
,,,,,,,,,,,,,,1.602542,,,,,,,,,,,,,,e0216ab5-ab29-409b-86e3-e19367cb7d9d,21,,,"[69.0, 59.0]",16157,0,,,,,-2.7707014,,Left Foot,,,,"[51.0, 52.0]",,Ground Pass,,19.313208,,,Gabriel Armando de Abreu,6746.0,,,,,,,1,From Throw In,Daniel Parejo Muñoz,6595.0,Left Center Midfield,3,Valencia,207,"['8ae85a07-4796-407c-ad2a-b50131ab289f', 'ba527bca-49af-455c-a4b7-b4c7755a5162']",22,,,,,,,,,,,,,,,,Valencia,207,00:00:22.598,Pass,True,2018/2019
,,,,,,,,,,,,,,1.519788,,,,,,,,,,,,,,a3b550fd-5ea4-47c0-8ae9-165afc217177,24,,,"[56.0, 38.0]",16157,0,,,,,-1.5042281,,Right Foot,,,,"[58.0, 8.0]",,Ground Pass,,30.066593,,,Antonio Latorre Grueso,6587.0,,,,,,,1,From Throw In,Gabriel Armando de Abreu,6746.0,Left Center Back,3,Valencia,207,['58905ec5-a7fd-4572-8c2d-7cbc018bc182'],26,,,,,,,,,,,,,,,,Valencia,207,00:00:26.064,Pass,,2018/2019
,,,,,,,,,,,,,,2.448445,,,,,,,,,,,,,,5beddd8a-c9dc-4299-bbf7-b0ecd6644cf3,28,,,"[58.0, 5.0]",16157,0,,,,,0.33029735,,Left Foot,,,,"[93.0, 17.0]",,High Pass,,37.0,Incomplete,,Denis Cheryshev,5186.0,,,,,,,1,From Throw In,Antonio Latorre Grueso,6587.0,Left Back,3,Valencia,207,"['72bb2c6f-92f1-4032-ba8e-12b2c801bae7', 'a7652fc8-4bbb-43a9-866b-2e7b4c16edc3']",29,,,,,,,,,,,,,,,,Valencia,207,00:00:29.696,Pass,,2018/2019
,,,,,,,,,,,,,,3.550129,,,,,,,,,,,,,,21ad88f2-8b59-4bed-a216-03a4793479b4,33,,,"[26.0, 62.0]",16157,0,,,,,0.6857295,,Right Foot,,,,"[48.0, 80.0]",,High Pass,,28.42534,Out,,Carles Aleña Castillo,13599.0,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Valencia,207,"['61dd9dbd-322d-4742-bccc-58bee1d8b6f5', 'ec7d14d4-d3c9-43fe-ad9d-a0e1e73527bd']",32,,,,,,,,,,,,,,,,Barcelona,217,00:00:32.406,Pass,True,2018/2019
,,,,,,,,,,,,,,0.94265,,,,,,,,,,,,,,1d68d7b4-191e-47f4-8163-ba7a6fed6fe1,36,,,"[72.0, 1.0]",16157,0,,,,,0.41822433,,,,,,"[81.0, 5.0]",,Low Pass,,9.848858,Incomplete,,Kevin Gameiro,6401.0,,,,,,Throw-in,1,From Throw In,Antonio Latorre Grueso,6587.0,Left Back,4,Valencia,207,"['5f136ebe-de7e-4aa1-9b0a-563c17433a70', 'a9cce8c8-e630-4c65-af49-0e6fb04b7df2']",49,,,,,,,,,,,,,,,,Valencia,207,00:00:49.301,Pass,,2018/2019
,,,,,,,,,,,,,,1.225751,,,,,,,,,,,,,,785d607e-28ad-4815-aa37-2c75d20728c7,39,,,"[79.0, 1.0]",16157,1,,,,,0.7853982,,,,,,"[90.0, 12.0]",,Low Pass,,15.556349,,,Kevin Gameiro,6401.0,,,,,,Throw-in,1,From Throw In,Antonio Latorre Grueso,6587.0,Left Back,5,Valencia,207,['94b117c2-469f-44b2-a173-c29cd78321bf'],6,,,,,,,,,,,,,,,,Valencia,207,00:01:06.023,Pass,,2018/2019
,,,,,,,,,,,,,,1.222602,,,,,,,,,,,,,,c7562865-acf0-4a30-bbf5-32c41efc0394,43,,,"[90.0, 10.0]",16157,1,,,,,-2.4329665,,Right Foot,,,,"[83.0, 4.0]",,Low Pass,,9.219544,,,Antonio Latorre Grueso,6587.0,,,,,,,1,From Throw In,Kevin Gameiro,6401.0,Left Center Forward,5,Valencia,207,['34a41628-c5e7-40a8-a312-7bedc4e73586'],7,,,,,,,,,,,,,,,,Valencia,207,00:01:07.515,Pass,,2018/2019
,,,,,,,,,,,,,,2.34116,,,,,,,,,,,,,,01f6206e-9d29-4595-bb0e-088f2ee2b538,47,,,"[83.0, 4.0]",16157,1,,,,,0.124354996,,Left Foot,,,,"[99.0, 6.0]",,Low Pass,,16.124516,Incomplete,,Kevin Gameiro,6401.0,,,,,,,1,From Throw In,Antonio Latorre Grueso,6587.0,Left Back,5,Valencia,207,"['64fa888b-4fda-4756-a68e-08d5cc93c712', 'aaf4e09d-4869-4eb3-9dde-d7b820de2b2d']",9,,,,,,,,,,,,,,,,Valencia,207,00:01:09.080,Pass,,2018/2019
,,,,,,,,,,,,,,0.582465,,,,,,,,,,,,,,342893fe-a94e-4d72-b969-31468a655bea,52,,,"[21.0, 75.0]",16157,1,,,,,0.0,,Right Foot,,,,"[24.0, 75.0]",,Ground Pass,,3.0,Incomplete,,Carles Aleña Castillo,13599.0,,,,,,,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,5,Valencia,207,"['1c93c418-01e7-4ca4-8e9e-f5e7aee71c57', 'c2ece674-8690-4e54-a994-dc62bb2cf814']",12,,,,,,,,,,,,,,,,Barcelona,217,00:01:12.501,Pass,,2018/2019
,,,,,,,,,,,,,,0.70075,,,,,,,,,,,,,,51a88fc7-7c02-4f81-a49d-41d8d7ab1da6,57,,,"[24.0, 76.0]",16157,1,,,,,-2.3561945,,Left Foot,,,,"[19.0, 71.0]",,Ground Pass,,7.071068,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,5,Valencia,207,['15985c12-8fef-4579-85b7-29f5089ab5e9'],14,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.443,Pass,,2018/2019
,,,,,,,,,,,,,,0.4682,,,,,,,,,,,,,,12a6d4d3-0f95-4054-b988-5910cc780512,61,,,"[18.0, 71.0]",16157,1,,,,,0.19739556,,Right Foot,,,,"[23.0, 72.0]",,High Pass,,5.0990195,Incomplete,,Carles Aleña Castillo,13599.0,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,5,Valencia,207,"['1c49224b-ce09-406f-aa79-e3c97683a851', '959564fe-7d79-4a1c-98d2-9e9fa3814cce', 'db40900f-9d23-43dd-97d6-f27e3e4a7e0f']",15,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.304,Pass,True,2018/2019
,,,,,,,,,,,,,,0.824656,,,,,,,,,,,,,,87837e63-64ac-40fa-b213-0b9d8c74e4d6,66,,,"[106.0, 21.0]",16157,1,,,,,-1.3258177,,Left Foot,,,,"[108.0, 13.0]",,Ground Pass,,8.246211,,,Kevin Gameiro,6401.0,,,,,,,1,From Throw In,Rodrigo Moreno Machado,5718.0,Right Center Forward,5,Valencia,207,['0fed870c-05b5-4bc6-bc37-7cae6d17764a'],17,,,,,,,,,,,,,,,,Valencia,207,00:01:17.315,Pass,,2018/2019
,,,,,,,,,,,,,,1.074478,,,,,,,,,,,,,,c6c04c2d-4d83-433e-b48d-691701fd4731,70,,,"[108.0, 13.0]",16157,1,,,,,2.0131705,,Right Foot,,,,"[99.0, 32.0]",,Low Pass,,21.023796,,,Denis Cheryshev,5186.0,,,,,,,1,From Throw In,Kevin Gameiro,6401.0,Left Center Forward,5,Valencia,207,['9dca26aa-9bed-4190-a75a-57eabf9a0428'],18,,,,,,,,,,,,,,,,Valencia,207,00:01:18.358,Pass,,2018/2019
,,,,,,,,,,,,,,3.41253,,,,,,,,,,,,,,a27d2329-187e-454d-b63e-c7f682b6159a,74,,,"[97.0, 35.0]",16157,1,,,,,1.2490457,,Right Foot,,,,"[108.0, 68.0]",,Ground Pass,,34.785053,,,Cristiano Piccini,11634.0,,,,,,,1,From Throw In,Denis Cheryshev,5186.0,Left Midfield,5,Valencia,207,"['525bfbf1-41fa-4faa-81cc-3e701c2b8ca1', 'eba86855-70b1-420d-9f43-d2ae583aa398']",20,,,,,,,,,,,,,,,,Valencia,207,00:01:20.617,Pass,True,2018/2019
,,,,,,,,,,,,,,1.256849,,,,,,,,,,,,,,4a080234-e9cb-412b-a053-561db9fc8863,78,,,"[108.0, 70.0]",16157,1,,,,,-2.2794225,53fc97c1-8c2a-43de-bc97-f881c9cfd226,Left Foot,,,,"[96.0, 56.0]",,Ground Pass,,18.439089,,,Daniel Parejo Muñoz,6595.0,True,,,,,,1,From Throw In,Cristiano Piccini,11634.0,Right Back,5,Valencia,207,"['007d6458-f5f5-446d-ba50-1f9635c526e9', '5d27b50c-31ac-4d8d-816f-506658d61574']",25,,,,,,,,,,,,,,,,Valencia,207,00:01:25.594,Pass,True,2018/2019
,,,,,,,,,,,,,,0.550596,,,,,,,,,,,,,,cb3507e3-2a12-4833-9979-ed6110ecf60a,82,,,"[14.0, 36.0]",16157,1,,True,,,-0.5880026,,Keeper Arm,,,,"[35.0, 22.0]",,Ground Pass,,25.23886,,,Ivan Rakitić,5470.0,,,,,,,1,From Keeper,Marc-André ter Stegen,20055.0,Goalkeeper,7,Barcelona,217,['edc047ec-552e-408c-9b34-205db2516165'],35,,,,,,,,,,,,,,,,Barcelona,217,00:01:35.516,Pass,,2018/2019
,,,,,,,,,,,,,,0.980864,,,,,,,,,,,,,,d42c0f6e-bb2f-45b7-a690-d30dc7e8a5d5,84,,,"[35.0, 22.0]",16157,1,,True,,,-0.15264933,,Right Foot,,,,"[48.0, 20.0]",,Ground Pass,,13.152946,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Center Defensive Midfield,8,Barcelona,217,['87fbced4-8d6b-4fd6-be06-6f4f8d73f8ef'],37,,,,,,,,,,,,,,,,Barcelona,217,00:01:37.384,Pass,,2018/2019
,,,,,,,,,,,,,,1.456948,,,,,,,,,,,,,,16c3ea56-81b6-404f-875f-a6627fa4044c,86,,,"[48.0, 20.0]",16157,1,,,,,-1.1341692,,Right Foot,,,,"[55.0, 5.0]",,Ground Pass,,16.552946,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Left Center Midfield,9,Barcelona,217,['8924381c-f9f6-4f69-bf0d-80b2cb5beeeb'],39,,,,,,,,,,,,,,,,Barcelona,217,00:01:39.107,Pass,,2018/2019
,,,,,,,,,,,,,,2.130219,,,,,,,,,,,,,,9871bbb0-d921-430f-bdff-e85b284f3566,89,,,"[54.0, 6.0]",16157,1,,,,,2.4558632,,Left Foot,,,,"[43.0, 15.0]",,Ground Pass,,14.21267,,,Thomas Vermaelen,6332.0,,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Left Back,10,Barcelona,217,['3d5aade6-64c2-4119-8e73-f7eb711133c4'],41,,,,,,,,,,,,,,,,Barcelona,217,00:01:41.499,Pass,,2018/2019
,,,,,,,,,,,,,,1.690392,,,,,,,,,,,,,,61d43863-aae1-4cde-aab0-10ef81499a9a,92,,,"[44.0, 15.0]",16157,1,,,,,1.673878,,Left Foot,,,,"[41.0, 44.0]",,Ground Pass,,29.15476,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,Regular Play,Thomas Vermaelen,6332.0,Left Center Back,11,Barcelona,217,['0f933652-6bf9-4451-bae5-242334b08530'],44,,,,,,,,,,,,,,,,Barcelona,217,00:01:44.260,Pass,,2018/2019
,,,,,,,,,,,,,,2.245419,,,,,,,,,,,,,,d3c0f0fe-0539-4a38-86cf-b71d37a50673,95,,,"[42.0, 51.0]",16157,1,,,,,1.4464413,,Right Foot,,,,"[44.0, 67.0]",,Ground Pass,,16.124516,,,Nélson Cabral Semedo,6374.0,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,12,Barcelona,217,['89561e61-c01c-42f0-aad1-97bf9d05dfc5'],47,,,,,,,,,,,,,,,,Barcelona,217,00:01:47.236,Pass,,2018/2019
,,,,,,,,,,,,,,0.917737,,,,,,,,,,,,,,eb30c5a6-4741-4c31-af76-6b01fba160b8,98,,,"[46.0, 66.0]",16157,1,,,,,0.7378151,,Right Foot,,,,"[57.0, 76.0]",,Ground Pass,,14.866069,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Nélson Cabral Semedo,6374.0,Right Back,13,Barcelona,217,['dbeeb00d-f370-49d3-98eb-504ea9a6e5fb'],50,,,,,,,,,,,,,,,,Barcelona,217,00:01:50.179,Pass,,2018/2019
,,,,,,,,,,,,,,1.323877,,,,,,,,,,,,,,65260f3f-6deb-4961-b343-2f5d459fa70e,102,,,"[55.0, 64.0]",16157,1,,,,,-0.8076167,,Left Foot,,,,"[77.0, 41.0]",,High Pass,,31.827662,Incomplete,,Philippe Coutinho Correia,3501.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,14,Barcelona,217,"['56b7e175-dd50-4d7a-aca5-8fcdd35695ae', 'fab6042e-f815-4630-ad7c-7f59c288f703']",55,,,,,,,,,,,,,,,,Barcelona,217,00:01:55.665,Pass,,2018/2019
,,,,,,,,,,,,,,2.083155,,,,,,,,,,,,,,fab6042e-f815-4630-ad7c-7f59c288f703,104,,,"[44.0, 40.0]",16157,1,,,,,0.30288488,,Head,,,,"[60.0, 45.0]",,Low Pass,,16.763054,,,Rodrigo Moreno Machado,5718.0,,,,,,Recovery,1,Regular Play,Cristiano Piccini,11634.0,Right Back,15,Valencia,207,"['10274e33-71a3-4dbf-b0a7-f9a19e9d3d95', '65260f3f-6deb-4961-b343-2f5d459fa70e']",56,,,,,,,,,,,,,,,,Valencia,207,00:01:56.989,Pass,,2018/2019
,,,,,,,,,,,,,,0.429194,,,,,,,,,,,,,,be055e7e-382d-4fd0-a8f4-0d428e1fbca3,108,,,"[60.0, 44.0]",16157,1,,,,,-1.2490457,,Left Foot,,,,"[62.0, 38.0]",,Low Pass,,6.3245554,,,Daniel Parejo Muñoz,6595.0,,,,,,,1,Regular Play,Rodrigo Moreno Machado,5718.0,Right Center Forward,15,Valencia,207,"['3258908d-7815-48eb-a92e-5fb7a2d8c51b', 'ca940285-0437-4823-b518-440bb771775e']",59,,,,,,,,,,,,,,,,Valencia,207,00:01:59.192,Pass,True,2018/2019
,,,,,,,,,,,,,,2.157522,,,,,,,,,,,,,,ba7d3972-cc48-47fb-b385-35b4b1f0da42,111,,,"[80.0, 43.0]",16157,2,,,,,0.7086263,,Right Foot,,,,"[94.0, 55.0]",,Ground Pass,,18.439089,,,Daniel Wass,6797.0,,,,,,,1,Regular Play,Daniel Parejo Muñoz,6595.0,Left Center Midfield,15,Valencia,207,['de3e3e00-d399-4cd9-9b12-5bb44f725b0c'],2,,,,,,,,,,,,,,,,Valencia,207,00:02:02.175,Pass,,2018/2019
,,,,,,,,,,,,,,1.067956,,,,,,,,,,,,,,21be88d2-611f-4fbc-b1fa-dea3e3f03b7a,114,,,"[105.0, 54.0]",16157,2,,,,,-1.8692952,ac660c63-ce2c-4161-a2b9-8a1759c4acb7,Right Foot,,,,"[101.0, 41.0]",,Ground Pass,,13.601471,,,Daniel Parejo Muñoz,6595.0,True,,,,,,1,Regular Play,Daniel Wass,6797.0,Right Midfield,15,Valencia,207,['9e54d333-20e1-40e0-889e-577e9ab1d0ca'],4,,,,,,,,,,,,,,,,Valencia,207,00:02:04.575,Pass,,2018/2019
,,,,,,,,,,,,,,1.180334,,,,,,,,,,,,,,68e1d4a8-2ef8-4195-b149-2298ae390b96,123,,,"[27.0, 19.0]",16157,2,,,,,1.487655,,Right Foot,,,,"[28.0, 31.0]",,Ground Pass,,12.0415945,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,Recovery,1,From Counter,Philippe Coutinho Correia,3501.0,Left Wing,16,Barcelona,217,['0f1e89db-2200-44ca-9057-493033e50a2b'],11,,,,,,,,,,,,,,,,Barcelona,217,00:02:11.845,Pass,,2018/2019
,,,,,,,,,,,,,,1.110781,,,,,,,,,,,,,,ecb3cd59-459e-4b86-b13e-00fbe960ec4b,126,,,"[26.0, 30.0]",16157,2,,,,,0.5191461,,Right Foot,,,,"[40.0, 38.0]",,Ground Pass,,16.124516,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Counter,Arturo Erasmo Vidal Pardo,8206.0,Left Center Midfield,16,Barcelona,217,['609768be-1929-4177-a707-bb3e9b96fd6c'],13,,,,,,,,,,,,,,,,Barcelona,217,00:02:13.424,Pass,,2018/2019
,,,,,,,,,,,,,,1.851045,,,,,,,,,,,,,,b7a5dac8-c4a7-490a-a03c-29c5219e5679,138,,,"[20.0, 43.0]",16157,2,,,,,1.0516502,,Right Foot,,,,"[28.0, 57.0]",,Ground Pass,,16.124516,,,Daniel Wass,6797.0,,,,,,,1,Regular Play,Gabriel Armando de Abreu,6746.0,Left Center Back,17,Valencia,207,['5e96f411-9bd9-4404-9605-47d8fb14492d'],26,,,,,,,,,,,,,,,,Valencia,207,00:02:26.923,Pass,,2018/2019
