ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,0.6689,,,,,,,,,,,,,bc596de8-6ec7-4d4d-a917-82286d5ae2af,2527,,"[69.1, 80.0]",266015,54,,True,,,-1.6879051,,,,,,"[68.1, 71.5]",,Low Pass,,8.558621,,,,,Xavier Hernández Creus,20131.0,,,,,Throw-in,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,122,Barcelona,217,['d9060d47-fff9-4dd8-bf09-01f6c255affd'],51,,,,,,,,,,,,,,,,Barcelona,217,00:09:51.254,Pass,,2012/2013
,,,,,,,,,,,,,,,,0.880615,,,,,,,,,,,,,ad97a4bb-bf5d-4312-be81-f62577cac44c,2529,,"[68.1, 71.5]",266015,54,,True,,,2.21158,,Right Foot,,,,"[63.7, 77.4]",,Ground Pass,,7.3600273,,,,,Daniel Alves da Silva,4324.0,,,,,,2,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,122,Barcelona,217,['d2338b20-ed87-465e-86fa-a62237767432'],51,,,,,,,,,,,,,,,,Barcelona,217,00:09:51.923,Pass,,2012/2013
,,,,,,,,,,,,,,,,0.871054,,,,,,,,,,,,,ab267acd-49df-4758-8008-551ed15a5ef9,2531,,"[63.7, 77.4]",266015,54,,,,,-0.9690205,,Right Foot,,,,"[69.4, 69.1]",,Ground Pass,,10.068764,,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,122,Barcelona,217,['48f4c7ad-4446-4390-96bf-27eb430fa5a4'],53,,,,,,,,,,,,,,,,Barcelona,217,00:09:53.932,Pass,,2012/2013
,,,,,,,,,,,,,,,,0.630983,,,,,,,,,,,,,5561832b-e6ea-4ee1-8334-b02f01ba1ffb,2537,,"[72.4, 80.0]",266015,55,,True,,,-1.3009472,,,,,,"[75.0, 70.6]",,Low Pass,,9.752948,,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,Throw-in,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,123,Barcelona,217,['8ab9c87e-17c3-4da7-8864-cf322ee699af'],4,,,,,,,,,,,,,,,,Barcelona,217,00:10:04.729,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.061643,,,,,,,,,,,,,eec862ea-7718-4d11-bc17-283d60d66d2b,2539,,"[75.0, 70.6]",266015,55,,True,,,1.9010937,,Right Foot,,,,"[72.6, 77.6]",,Ground Pass,,7.4,,,,,Daniel Alves da Silva,4324.0,,,,,,2,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,123,Barcelona,217,['a1c484e4-e7aa-432e-9fc5-7c44a6c6929b'],5,,,,,,,,,,,,,,,,Barcelona,217,00:10:05.723,Pass,,2012/2013
,,,,,,,,,,,,,,,,0.1871,,,,,,,,,,,,,1369d1ba-e03f-414e-a91f-6c1fa4bc780e,2541,,"[72.6, 77.6]",266015,55,,,,,-1.3068326,,Right Foot,,,,"[74.6, 70.2]",,High Pass,,7.6655073,,,Incomplete,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,123,Barcelona,217,"['7fa248fc-12da-4c2c-a5b2-abc3dd039097', '8a7fea83-a020-47c6-8e7d-d264e47af212']",6,,,,,,,,,,,,,,,,Barcelona,217,00:10:06.901,Pass,,2012/2013
,,,,,,,,,,,,,,,,0.773347,,,,,,,,,,,,,53ab3265-361e-4e39-9d3a-c5326e69f183,2544,,"[79.6, 76.5]",266015,55,,,,,-2.2348425,,Left Foot,,,,"[74.2, 69.6]",,Ground Pass,,8.761849,,,,,Daniel Alves da Silva,4324.0,,,,,Recovery,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,123,Barcelona,217,['f199f345-96c0-49b1-9f5e-f9b6b7c56861'],8,,,,,,,,,,,,,,,,Barcelona,217,00:10:08.024,Pass,,2012/2013
,,,,,,,,,,,,,,,,0.505916,,,,,,,,,,,,,df7fdf9b-6f5b-4873-b0bd-b9ab8fff45e6,2547,,"[74.2, 69.3]",266015,55,,,,,-0.2929124,,Right Foot,,,,"[80.5, 67.4]",,Ground Pass,,6.5802736,,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,123,Barcelona,217,['c9938125-266e-4efe-b07c-ce3736364ee3'],8,,,,,,,,,,,,,,,,Barcelona,217,00:10:08.917,Pass,,2012/2013
,,,,,,,,,,,,,,,,0.7209,,,,,,,,,,,,,69039c32-e514-4df9-8bab-fe295f6db71c,2550,,"[80.5, 67.4]",266015,55,,,,,-2.0970924,,Left Foot,,,,"[74.4, 56.9]",,Ground Pass,,12.143311,,,Incomplete,,Xavier Hernández Creus,20131.0,,,,,,2,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,123,Barcelona,217,"['9634fd73-9029-484e-a6cf-fba4ce52e1cf', 'e05022ac-d5ce-4ab7-99df-6325887db426']",9,,,,,,,,,,,,,,,,Barcelona,217,00:10:09.817,Pass,,2012/2013
,,,,,,,,,,,,,,,,0.738197,,,,,,,,,,,,,06e7b2c9-903a-49fb-b59b-efc11ef0bbaf,2553,,"[52.4, 63.0]",266015,55,,,,,0.68662155,,Right Foot,,,,"[58.5, 68.0]",,Ground Pass,,7.8873315,,,,,Sergio Busquets i Burgos,5203.0,,,,,Recovery,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,123,Barcelona,217,['2e97e0a1-5496-4c76-9ecc-860036957129'],12,,,,,,,,,,,,,,,,Barcelona,217,00:10:12.320,Pass,,2012/2013
,,,,,,,,,,,,,,,,0.454493,,,,,,,,,,,,,39c46ff2-0430-4039-86df-f11203f62f55,2556,,"[58.5, 68.0]",266015,55,,,,,-2.7564352,,Left Foot,,,,"[51.1, 65.0]",,Ground Pass,,7.984986,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,123,Barcelona,217,['cf29af31-70d7-4401-aeeb-348d6954c511'],13,,,,,,,,,,,,,,,,Barcelona,217,00:10:13.265,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.163312,,,,,,,,,,,,,d319236f-93ce-4aae-973f-90ee8ac96334,2559,,"[50.9, 64.8]",266015,55,,,,,-1.2086266,,Right Foot,,,,"[57.0, 48.7]",,Ground Pass,,17.216852,,,,,Xavier Hernández Creus,20131.0,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,123,Barcelona,217,['c7984b6e-1559-4db6-b8b7-2cef1653f18c'],15,,,,,,,,,,,,,,,,Barcelona,217,00:10:15.377,Pass,,2012/2013
,,,,,,,,,,,,,,,,0.964566,,,,,,,,,,,,,04f00710-a3cc-454a-afbb-1df8551138e5,2562,,"[57.0, 48.7]",266015,55,,,,,-0.38248658,,Right Foot,,,,"[65.7, 45.2]",,Ground Pass,,9.377633,,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,123,Barcelona,217,['c555b4c3-7aff-40d0-a932-d2bc9c8cc365'],22,,,,,,,,,,,,,,,,Barcelona,217,00:10:22.698,Pass,,2012/2013
,,,,,,,,,,,,,,,,0.714981,,,,,,,,,,,,,416e739d-3a01-4d14-b24d-083d469759ff,2566,,"[66.5, 45.6]",266015,55,,,,,1.0327522,,Right Foot,,,,"[73.9, 58.0]",,Ground Pass,,14.440222,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,123,Barcelona,217,"['3c76f91a-7513-4eb3-ac43-8c9c4f6f47d0', 'd0110b69-9cf7-479f-a11d-a5df38d74cdb']",24,,,,,,,,,,,,,,,,Barcelona,217,00:10:24.039,Pass,True,2012/2013
,,,,,,,,,,,,,,,,1.100175,,,,,,,,,,,,,63549756-75dc-4ea3-b2b0-e33e56e5805d,2572,,"[73.3, 50.0]",266015,55,,,,,-1.5594974,,Left Foot,,,,"[73.5, 32.3]",,Ground Pass,,17.70113,,,,,Xavier Hernández Creus,20131.0,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,123,Barcelona,217,['7cd3aecb-65c8-4729-92bc-cab759c63522'],28,,,,,,,,,,,,,,,,Barcelona,217,00:10:28.951,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.17053,,,,,,,,,,,,,7e752951-51b2-4a6c-8eff-319c3f981731,2575,,"[73.5, 32.3]",266015,55,,,,,-1.1862868,,Right Foot,,,,"[82.2, 10.8]",,Ground Pass,,23.193533,,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,123,Barcelona,217,['941d7299-d045-4f91-a1a8-0eb1e1f62cd9'],30,,,,,,,,,,,,,,,,Barcelona,217,00:10:30.667,Pass,,2012/2013
,,,,,,,,,,,,,,,,0.817263,,,,,,,,,,,,,bd6d73c4-9761-433e-b544-099f3ed15427,2578,,"[81.6, 7.7]",266015,55,,,,,2.0185723,,Left Foot,,,,"[75.5, 20.4]",,Ground Pass,,14.089003,,,,,Xavier Hernández Creus,20131.0,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,123,Barcelona,217,['5083bb7f-c4b7-4861-a535-d2cc29c8d10a'],33,,,,,,,,,,,,,,,,Barcelona,217,00:10:33.238,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.042301,,,,,,,,,,,,,9c29d87f-e594-428f-abf3-1fb32d189fea,2581,,"[75.5, 20.4]",266015,55,,,,,1.3487145,,Right Foot,,,,"[78.3, 32.8]",,Ground Pass,,12.712199,,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,123,Barcelona,217,['90a3a855-eb1a-4470-b3f2-233581b03ae8'],37,,,,,,,,,,,,,,,,Barcelona,217,00:10:37.195,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.675366,,,,,,,,,,,,,bddfee0b-cd50-4b22-8f47-46865437f63c,2590,,"[27.1, 4.2]",266015,55,,,,,-0.035699114,,Right Foot,,,,"[43.9, 3.6]",,Ground Pass,,16.81071,,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,2,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,123,Barcelona,217,['13b8d868-b494-4f1c-ae9f-7b44cb143676'],51,,,,,,,,,,,,,,,,Barcelona,217,00:10:51.590,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.471675,,,,,,,,,,,,,da2ed540-8adf-4f09-bc7f-c7bb10af254a,2593,,"[43.9, 3.6]",266015,55,,,,,1.5057541,,Right Foot,,,,"[45.6, 29.7]",,Ground Pass,,26.155306,,,,,Xavier Hernández Creus,20131.0,,,,,,2,From Throw In,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,123,Barcelona,217,['4fb4c185-9206-465d-876c-87026952e531'],54,,,,,,,,,,,,,,,,Barcelona,217,00:10:54.259,Pass,,2012/2013
,,,,,,,,,,,,,,,,3.317523,,,,,,,,,,,,,248333ca-2a02-4dad-aade-7d2037c4ade1,2596,,"[46.1, 34.1]",266015,55,,,,,0.76565623,,Right Foot,,,,"[90.0, 76.3]",,High Pass,,60.89376,,,,,Daniel Alves da Silva,4324.0,,True,,,,2,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,123,Barcelona,217,['503c660f-0273-4cbd-b06c-ae719b8c831a'],57,,,,,,,,,,,,,,,,Barcelona,217,00:10:57.257,Pass,,2012/2013
,,,,,,,,,,,,,,,,0.991374,,,,,,,,,,,,,e1a2a542-0dde-4fb2-b605-c753703b9e98,2604,,"[31.4, 29.5]",266015,56,,,,,-0.067566164,,Right Foot,,,,"[44.7, 28.6]",,Low Pass,,13.330417,,,,,Víctor Pérez Alonso,27201.0,,,,,,2,Regular Play,Marc Valiente Hernández,26695.0,Left Center Back,124,Real Valladolid,901,['d94788f2-260c-4b67-b5ec-bf78bb3a06bf'],4,,,,,,,,,,,,,,,,Real Valladolid,901,00:11:04.129,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.837803,,,,,,,,,,,,,d367ad87-b447-49e1-8eb0-861f15f7ea3b,2607,,"[44.7, 28.6]",266015,56,,,,,-0.6889244,,Right Foot,,,,"[63.4, 13.2]",,Ground Pass,,24.224987,,,,,Mikel Balenziaga Oruesagasti,6789.0,,,,,,2,Regular Play,Víctor Pérez Alonso,27201.0,Left Center Midfield,124,Real Valladolid,901,['87773b0d-b3c3-4174-a175-9b0d807f8af2'],5,,,,,,,,,,,,,,,,Real Valladolid,901,00:11:05.816,Pass,,2012/2013
,,,,,,,,,,,,,,,,2.051562,,,,,,,,,,,,,158842cc-6aee-48bf-9470-0e84e0a96ca2,2613,,"[87.3, 1.0]",266015,56,,,,,2.3675575,,,,,,"[78.4, 9.7]",,Low Pass,,12.445883,,,,,Alberto Bueno Calvo,6879.0,,,,,Throw-in,2,From Throw In,Mikel Balenziaga Oruesagasti,6789.0,Left Back,125,Real Valladolid,901,['ca3f88a3-09ea-40ff-aaf4-a130b7563afe'],16,,,,,,,,,,,,,,,,Real Valladolid,901,00:11:16.184,Pass,,2012/2013
,,,,,,,,,,,,,,,,0.796183,,,,,,,,,,,,,15504c26-a68f-45dc-80e2-2454c115f9b0,2616,,"[77.1, 10.1]",266015,56,,,,,1.9855139,,Right Foot,,,,"[70.1, 26.0]",,Ground Pass,,17.372679,,,,,Lluis Sastre Reus,19396.0,,,,,,2,From Throw In,Alberto Bueno Calvo,6879.0,Left Wing,125,Real Valladolid,901,['6d204e06-a166-49c9-8065-de18ad6210cb'],18,,,,,,,,,,,,,,,,Real Valladolid,901,00:11:18.849,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.0028,,,,,,,,,,,,,c73561f7-a36b-4b89-8a3e-3aa81554b63a,2619,,"[70.1, 26.0]",266015,56,,,,,1.8804992,,Right Foot,,,,"[66.9, 36.0]",,Ground Pass,,10.499524,,,,,Óscar Javier González Marcos,25911.0,,,,,,2,From Throw In,Lluis Sastre Reus,19396.0,Right Center Midfield,125,Real Valladolid,901,['cc9ff366-43be-48ae-a769-7b960e6a22d6'],21,,,,,,,,,,,,,,,,Real Valladolid,901,00:11:21.215,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.516204,,,,,,,,,,,,,202f3023-87cd-408c-ba2f-c819093cbc4a,2622,,"[59.5, 37.4]",266015,56,,,,,1.5651467,,Right Foot,,,,"[59.7, 72.8]",,Low Pass,,35.400566,,,,,Antonio Rukavina,5588.0,,,,,,2,From Throw In,Óscar Javier González Marcos,25911.0,Center Attacking Midfield,125,Real Valladolid,901,['875cb917-6c57-4002-a200-ad2f5b06466e'],23,,,,,,,,,,,,,,,,Real Valladolid,901,00:11:23.666,Pass,,2012/2013
,,,,,,,,,,,,,,,,2.87277,,,,,,,,,,,,,5a6ad719-fe3b-41f2-816e-c1ef2a34a10c,2625,,"[74.5, 72.0]",266015,56,,,,,-2.8946702,,Right Foot,,,,"[50.3, 65.9]",,Ground Pass,,24.956963,,,,,Henrique Sereno Fonseca,26692.0,,,,,,2,From Throw In,Antonio Rukavina,5588.0,Right Back,125,Real Valladolid,901,['7f50d480-ead1-4dc7-85c8-922c2e8fbefa'],28,,,,,,,,,,,,,,,,Real Valladolid,901,00:11:28.334,Pass,,2012/2013
,,,,,,,,,,,,,,,,0.484943,,,,,,,,,,,,,c688a38a-c8ca-4f4f-acc0-3f702b21ff93,2629,,"[53.6, 73.9]",266015,56,,,,,0.0,,Right Foot,,,,"[63.8, 73.9]",,Low Pass,,10.2,,,Incomplete,,Antonio Rukavina,5588.0,,,,,,2,From Throw In,Henrique Sereno Fonseca,26692.0,Right Center Back,125,Real Valladolid,901,"['8b004581-f137-460f-9c5c-b1900925760f', 'd8d1ac8c-41af-453e-8cf8-8a45adeb639c']",35,,,,,,,,,,,,,,,,Real Valladolid,901,00:11:35.779,Pass,,2012/2013
,,,,,,,,,,,,,,,,3.143709,,,,,,,,,,,,,ee7e9b01-2e91-4aea-8745-58404071e335,2634,,"[68.9, 11.2]",266015,56,,,,,0.3758848,,Right Foot,,,,"[98.8, 23.0]",,Ground Pass,,32.144207,,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Throw In,Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,125,Real Valladolid,901,"['07854ad9-498d-48a1-86eb-988113b13031', '8d1612f1-ebdd-46fc-b5c9-a4253a028805']",38,,,,,,,,,,,,,,,,Barcelona,217,00:11:38.277,Pass,,2012/2013
,,,,,,,,,,,,,,,,0.745399,,,,,,,,,,,,,1e38dab1-f740-40be-b494-1bcd994497f8,2641,,"[120.0, 1.0]",266015,57,,True,,,2.8353047,,Left Foot,,,,"[108.3, 4.7]",,Ground Pass,,12.271104,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Corner,2,From Corner,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,126,Barcelona,217,['7a8a3062-dd98-4b54-a5b1-aa03964a517c'],1,,,,,,,,,,,,,,,,Barcelona,217,00:12:01.708,Pass,,2012/2013
,,,,,,,,,,,,,,,,2.089223,,,,,,,,,,,,,e090c8b2-5935-47ff-9722-d51875db5493,2643,,"[108.3, 4.7]",266015,57,,True,,,2.8418877,,Left Foot,,,,"[85.0, 11.9]",,Ground Pass,,24.387087,,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,126,Barcelona,217,['354cf04b-e9c9-4afa-a1cd-76aa281f706a'],5,,,,,,,,,,,,,,,,Barcelona,217,00:12:05.159,Pass,,2012/2013
,,,,,,,,,,,,,,,,0.673003,,,,,,,,,,,,,d09d9238-6be3-4402-a8c3-27501169b4a0,2645,,"[86.3, 11.9]",266015,57,,,,,-0.728136,,Left Foot,,,,"[94.6, 4.5]",,Ground Pass,,11.119802,,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,2,From Corner,Jordi Alba Ramos,5211.0,Left Back,126,Barcelona,217,['dc0400a6-6b3b-4135-818c-e132c7d93be8'],9,,,,,,,,,,,,,,,,Barcelona,217,00:12:09.119,Pass,,2012/2013
,,,,,,,,,,,,,,,,0.332862,,,,,,,,,,,,,4095481e-e887-4713-8d71-3bd674481085,2648,,"[93.1, 4.9]",266015,57,,,,,2.2928646,,Right Foot,,,,"[83.5, 15.8]",,Ground Pass,,14.524806,,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Corner,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,126,Barcelona,217,['1cfed1ad-f8ed-46bc-a942-863bb7461564'],10,,,,,,,,,,,,,,,,Barcelona,217,00:12:10.543,Pass,,2012/2013
,,,,,,,,,,,,,,,,4.112685,,,,,,,,,,,,,11081ada-84ce-4ca1-9291-bd509ba68eec,2651,,"[85.0, 15.8]",266015,57,,,,,0.9441558,,Left Foot,True,,,"[117.0, 60.0]",,High Pass,,54.567757,,,Incomplete,,Gerard Piqué Bernabéu,5213.0,,True,,,,2,From Corner,Jordi Alba Ramos,5211.0,Left Back,126,Barcelona,217,"['1f18e739-bf81-4f66-bf26-b9edd467e01b', '42797030-2d58-48e3-9993-b3dbab0f0eeb']",12,,,,,,,,,,,,,,,,Barcelona,217,00:12:12.489,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.479867,,,,,,,,,,,,,491e3a02-20bf-4180-91f7-77e634e26086,2655,,"[9.0, 11.4]",266015,57,,,,,1.1491088,,Left Foot,,,,"[13.8, 22.1]",,Ground Pass,,11.727319,,,,,Marc Valiente Hernández,26695.0,,,,,,2,Regular Play,Mikel Balenziaga Oruesagasti,6789.0,Left Back,127,Real Valladolid,901,['db81ae44-4c6a-4e49-a654-7010706c7fb8'],20,,,,,,,,,,,,,,,,Real Valladolid,901,00:12:20.038,Pass,,2012/2013
,,,,,,,,,,,,,,,,2.560429,,,,,,,,,,,,,b5d66500-d548-4f8c-9270-642fef058893,2657,,"[13.8, 22.3]",266015,57,,True,,,1.0334231,,Drop Kick,,,,"[45.5, 75.5]",,Low Pass,,61.928425,,,,,Antonio Rukavina,5588.0,,True,,,,2,Regular Play,Marc Valiente Hernández,26695.0,Left Center Back,127,Real Valladolid,901,['9aa0ceb3-7ec2-4d4c-adad-2292bf2b1752'],25,,,,,,,,,,,,,,,,Real Valladolid,901,00:12:25.326,Pass,,2012/2013
,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,409c863a-9672-4262-8141-babc5ac9ae55,2659,,"[58.2, 73.3]",266015,57,,,,,-0.19486392,,Right Foot,,,,"[65.8, 71.8]",,Low Pass,,7.746612,,,Incomplete,,Alberto Mateus Contreiras Gonçalves,26690.0,,,,,,2,Regular Play,Antonio Rukavina,5588.0,Right Back,127,Real Valladolid,901,"['5fd36cf8-4cb8-4aa7-a8b0-dc7ba9a50e1a', 'f0ba0bfb-6b75-4000-9d31-181f640cf9e9']",30,,,,,,,,,,,,,,,,Real Valladolid,901,00:12:30.862,Pass,,2012/2013
,,,,,,,,,,,,,,,,2.376124,,,,,,,,,,,,,af942aa0-5e66-41e6-972c-32d148f4a718,2664,,"[11.5, 4.0]",266015,57,,,,,1.6468618,,Left Foot,,,,"[8.2, 47.3]",,Ground Pass,,43.425568,,,,,Javier Alejandro Mascherano,5506.0,,True,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,128,Barcelona,217,['ef6153d8-7c20-4796-bbc9-85db1579a498'],39,,,,,,,,,,,,,,,,Barcelona,217,00:12:39.545,Pass,,2012/2013
,,,,,,,,,,,,,,,,0.779408,,,,,,,,,,,,,cc208fa1-6b13-47fd-b3a1-b8c6668f9388,2668,,"[23.4, 48.2]",266015,57,,,,,0.9585351,,Right Foot,,,,"[32.6, 61.3]",,Ground Pass,,16.00781,,,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,128,Barcelona,217,['0b306354-93b7-465c-bd11-5fa0b7e07eec'],50,,,,,,,,,,,,,,,,Barcelona,217,00:12:50.028,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.48286,,,,,,,,,,,,,ecc8b27b-d643-4e4b-9dc9-27345a331a2d,2672,,"[34.5, 52.8]",266015,57,,,,,0.14189705,,Right Foot,,,,"[47.8, 54.7]",,Ground Pass,,13.435029,,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,128,Barcelona,217,"['0cac0472-9012-4944-93d7-dfd2aa4456a0', 'af31670e-a2fe-4148-ad07-634bb1dbe9e9']",54,,,,,,,,,,,,,,,,Barcelona,217,00:12:54.025,Pass,True,2012/2013
,,,,,,,,,,,,,,,,1.1481,,,,,,,,,,,,,20f542f4-04ff-4cea-be99-8f7b8e0e3e4a,2675,,"[64.8, 53.2]",266015,57,,,,,-0.8096149,,Right Foot,,,,"[78.9, 38.4]",,Ground Pass,,20.44138,,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,128,Barcelona,217,"['aaec955b-f1e3-4da4-853b-5e6f70c57c54', 'dc8ed420-9713-42f2-ac3a-1a655d6eab4a']",58,,,,,,,,,,,,,,,,Barcelona,217,00:12:58.308,Pass,,2012/2013
,,,,,,,,,,,,,,,,0.635464,,,,,,,,,,,,,157a2a64-247c-4b78-8cdc-29183240f08a,2684,,"[7.0, 45.0]",266015,58,,True,,,0.591439,,Right Foot,,,,"[33.8, 63.0]",,Ground Pass,,32.28374,,,,,Antonio Rukavina,5588.0,,,,,Goal Kick,2,From Goal Kick,Daniel Hernández Santos,24264.0,Goalkeeper,129,Real Valladolid,901,['c7876326-a554-4b32-a2dc-bda5744942d1'],24,,,,,,,,,,,,,,,,Real Valladolid,901,00:13:24.305,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.201512,,,,,,,,,,,,,262039e6-fa11-4048-892a-68aff398e1c1,2686,,"[34.2, 62.0]",266015,58,,,,,-1.1341692,,Right Foot,,,,"[40.5, 48.5]",,Ground Pass,,14.897651,,,,,Víctor Pérez Alonso,27201.0,,,,,,2,From Goal Kick,Antonio Rukavina,5588.0,Right Back,129,Real Valladolid,901,['b2e80506-be8f-431e-b319-0ee209e46e8b'],25,,,,,,,,,,,,,,,,Real Valladolid,901,00:13:25.870,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.624676,,,,,,,,,,,,,b328505b-6b9e-44d8-a063-ba10e81ca927,2690,,"[39.4, 48.5]",266015,58,,,,,-3.1258872,,Left Foot,,,,"[20.3, 48.2]",,Ground Pass,,19.102356,,,,,Henrique Sereno Fonseca,26692.0,,,,,,2,From Goal Kick,Víctor Pérez Alonso,27201.0,Left Center Midfield,129,Real Valladolid,901,['a814738f-231c-4d86-bc90-1b8d1fbd97e3'],27,,,,,,,,,,,,,,,,Real Valladolid,901,00:13:27.351,Pass,,2012/2013
,,,,,,,,,,,,,,,,0.9536,,,,,,,,,,,,,198b53bb-fba9-4ec6-b85d-59445f5c3118,2693,,"[20.7, 48.7]",266015,58,,,,,-1.2134374,,Right Foot,,,,"[29.4, 25.4]",,Low Pass,,24.87127,,,,,Marc Valiente Hernández,26695.0,,,,,,2,From Goal Kick,Henrique Sereno Fonseca,26692.0,Right Center Back,129,Real Valladolid,901,['57789878-52f1-494a-9005-7342f2202026'],29,,,,,,,,,,,,,,,,Real Valladolid,901,00:13:29.053,Pass,,2012/2013
,,,,,,,,,,,,,,,,2.326693,,,,,,,,,,,,,4924af7e-5ec7-401e-83c6-8169273df7e2,2697,,"[85.5, 80.0]",266015,58,,True,,,-1.8036101,,,,,,"[80.9, 60.6]",,Low Pass,,19.937904,,,Incomplete,,,,,,,,Throw-in,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,130,Barcelona,217,['31baf82b-e1a9-441f-8750-6ec2212fced9'],39,,,,,,,,,,,,,,,,Barcelona,217,00:13:39.804,Pass,,2012/2013
