ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.428,,,,,,,,,,,80a5a242-3f91-4006-8614-d8c197e5006a,469,,"[39.8, 57.5]",69153,10,,,,,0.7129258,,Right Foot,,"[62.7, 77.3]",,Ground Pass,,30.272924,,,,Damià Abella Pérez,25896.0,,,,,,1,From Throw In,Carles Puyol i Saforcada,20125.0,Right Center Back,23,Barcelona,217,['e2501444-1068-47d5-b1c7-6e330db947a8'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:41.159,Pass,,2004/2005
,,,,,,,,,,,,,,,,1.364616,,,,,,,,,,,0791f19c-63c6-4794-82a6-533b7107bed9,476,,"[43.8, 3.3]",69153,10,,,,,-0.08228799,,Left Foot,,"[53.5, 2.5]",,Ground Pass,,9.732934,,,,Mark Dennis González Hoffmann,25908.0,,,,,,1,Regular Play,Francisco Peña Romero,25900.0,Left Back,24,Albacete,608,['1690fbe8-83d4-44b1-a148-e3fb03087027'],47,,,,,,,,,,,,,,,,,,Albacete,608,00:10:47.116,Pass,,2004/2005
,,,,,,,,,,,,,,,,5.77155,,,,,,,,,,,72db6a22-e981-4433-b6c7-a9672d990b42,481,,"[55.2, 1.8]",69153,11,,,,,0.93920547,,Left Foot,,"[101.8, 65.5]",,High Pass,,78.9256,,,,Pablo Redondo Martínez,26412.0,,True,,,Free Kick,1,From Free Kick,Francisco Peña Romero,25900.0,Left Back,25,Albacete,608,['d28d6a5f-4012-4d13-bdf9-1bf2002c2035'],23,,,,,,,,,,,,,,,,,,Albacete,608,00:11:23.213,Pass,,2004/2005
,,,,,,,,,,,,,,,,1.94546,,,,,,,,,,,e6e94a1e-804a-459a-9174-57c6cf1b4f89,485,,"[105.4, 74.5]",69153,11,,,,,-2.6417491,,Left Foot,,"[91.3, 66.8]",,Ground Pass,,16.06549,,,,Óscar Montiel Marín,26411.0,,,,,,1,From Free Kick,Pablo Redondo Martínez,26412.0,Right Wing,25,Albacete,608,"['b3e749b1-2f3b-4943-b874-ff722b37f4be', 'c71803ae-db8a-4de4-a168-5a36a237fdcd']",29,,,,,,,,,,,,,,,,,,Albacete,608,00:11:29.536,Pass,True,2004/2005
,,,,,,,,,,,,,,,,0.415074,,,,,,,,,,,7f03b576-7e64-4635-9eca-1c50729dc344,488,,"[90.7, 66.6]",69153,11,,,,,-1.00748,,Right Foot,,"[94.3, 60.9]",,High Pass,,6.7416615,,Incomplete,,,,,,,,,1,From Free Kick,Óscar Montiel Marín,26411.0,Right Back,25,Albacete,608,['5ca12005-7f46-46c8-bd0d-057decde5882'],32,,,,,,,,,,,,,,,,,,Albacete,608,00:11:32.265,Pass,,2004/2005
,,,,,,,,,,,,,,,,1.006806,,,,,,,,,,,906b3e23-7e85-4c75-b2c2-2f2c5ae1553a,490,,"[100.3, 80.0]",69153,11,,True,,,-1.8987197,,,,"[97.0, 70.3]",,Low Pass,,10.245975,,,,Pablo Redondo Martínez,26412.0,,,,,Throw-in,1,From Throw In,Óscar Montiel Marín,26411.0,Right Back,26,Albacete,608,['b86c8204-da18-4e37-9cf3-da76c9128993'],39,,,,,,,,,,,,,,,,,,Albacete,608,00:11:39.310,Pass,,2004/2005
,,,,,,,,,,,,,,,,0.871519,,,,,,,,,,,87718db3-9235-4c89-aa39-9ed8b18a47cb,492,,"[97.0, 70.3]",69153,11,,,,,-2.7898784,,Right Foot,,"[86.1, 66.3]",,Ground Pass,,11.610771,,,,Óscar Montiel Marín,26411.0,,,,,,1,From Throw In,Pablo Redondo Martínez,26412.0,Right Wing,26,Albacete,608,['0e6821b8-e56d-49b0-96e1-273872d5c757'],40,,,,,,,,,,,,,,,,,,Albacete,608,00:11:40.357,Pass,,2004/2005
,,,,,,,,,,,,,,,,0.88476,,,,,,,,,,,41cf85f5-b0a4-4233-8b9f-88f88409db14,495,,"[87.5, 64.5]",69153,11,,,,,-0.39852244,,Right Foot,,"[97.0, 60.5]",,Ground Pass,,10.307764,,,,"Antonio Pacheco D""Agosti",25904.0,,,,,,1,From Throw In,Óscar Montiel Marín,26411.0,Right Back,26,Albacete,608,['6c8ca739-a548-4805-a856-b6a6379e9b0a'],41,,,,,,,,,,,,,,,,,,Albacete,608,00:11:41.523,Pass,,2004/2005
,,,,,,,,,,,,,,,,0.9355,,,,,,,,,,,33ba3c2d-c38e-44f6-9987-86a268e0e6d2,499,,"[25.3, 18.4]",69153,11,,,,,0.09966865,,Right Foot,,"[34.3, 19.3]",,Ground Pass,,9.0448885,,,,Ronaldo de Assis Moreira,25879.0,,,,,Recovery,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,27,Barcelona,217,['d419083d-1285-4114-a09c-ac2088f123a1'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:43.708,Pass,,2004/2005
,,,,,,,,,,,,,,,,0.712,,,,,,,,,,,1c31b338-2232-45b4-9130-5d9a95d983f0,502,,"[35.4, 18.4]",69153,11,,,,,1.960113,,Right Foot,,"[32.2, 26.2]",,Ground Pass,,8.430896,,,,Anderson Luís de Souza,19757.0,,,,,,1,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,27,Barcelona,217,['0eb745f9-7f47-4bab-8585-2c46d605924a'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:44.950,Pass,,2004/2005
,,,,,,,,,,,,,,,,1.0639,,,,,,,,,,,8fda5233-f4af-4e04-a9bd-f7ae6c6c4bda,505,,"[31.2, 26.8]",69153,11,,,,,-1.6287957,,Right Foot,,"[30.3, 11.3]",,Low Pass,,15.526107,,,,Giovanni van Bronckhorst,17797.0,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Right Center Midfield,27,Barcelona,217,['affea0a9-5c3f-4bba-8480-aa22888dc4d5'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:45.702,Pass,,2004/2005
,,,,,,,,,,,,,,,,5.167124,,,,,,,,,,,ec4b213c-9dd4-4021-be65-ba4c1520fe30,508,,"[30.3, 10.2]",69153,11,,,,,0.49298325,,Left Foot,,"[98.8, 47.0]",,High Pass,,77.75918,,Incomplete,,,,,,,,,1,Regular Play,Giovanni van Bronckhorst,17797.0,Left Back,27,Barcelona,217,['9854d894-c706-4149-853b-b71d2188aac1'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:47.627,Pass,,2004/2005
,,,,,,,,,,,,,,,,1.019867,,,,,,,,,,,e79114c2-45e7-4dc6-a1f9-2fe43dec586f,512,,"[66.3, 53.3]",69153,11,,,,,2.5319328,,Right Foot,,"[60.0, 57.7]",,Ground Pass,,7.6843996,,,,Pablo Redondo Martínez,26412.0,,,,,,1,Regular Play,"Antonio Pacheco D""Agosti",25904.0,Center Attacking Midfield,28,Albacete,608,['d999992e-e0f5-4758-bfdf-856fcfab6a49'],59,,,,,,,,,,,,,,,,,,Albacete,608,00:11:59.181,Pass,,2004/2005
,,,,,,,,,,,,,,,,0.983808,,,,,,,,,,,07f4b956-cdfd-418d-b4d4-cf017a0e4e46,515,,"[60.0, 57.7]",69153,12,,,,,-0.68052125,,Right Foot,,"[76.8, 44.1]",,High Pass,,21.614809,,,,David Sánchez Rodríguez,26413.0,,,,,,1,Regular Play,Pablo Redondo Martínez,26412.0,Right Wing,28,Albacete,608,['736bcadd-2365-439a-acb0-13699cfb59ed'],0,,,,,,,,,,,,,,,,,,Albacete,608,00:12:00.240,Pass,,2004/2005
,,,,,,,,,,,,,,,,2.190483,,,,,,,,,,,c5aa953c-38a7-44b6-96ee-7279c1428f6a,519,,"[75.6, 43.9]",69153,12,,,,,1.4422948,,Right Foot,,"[77.9, 61.7]",,High Pass,,17.94798,,Incomplete,,,,,,,,,1,Regular Play,David Sánchez Rodríguez,26413.0,Right Center Midfield,28,Albacete,608,['7d9ca24e-6cb6-4a08-8ba2-353f90610494'],1,,,,,,,,,,,,,,,,,,Albacete,608,00:12:01.968,Pass,,2004/2005
,,,,,,,,,,,,,,,,1.567483,,,,,,,,,,,7d9ca24e-6cb6-4a08-8ba2-353f90610494,520,,"[43.1, 19.3]",69153,12,,,,,1.127348,,Left Foot,,"[45.0, 23.3]",,High Pass,,4.428318,,Incomplete,,,,,,,,Recovery,1,Regular Play,Rafael Márquez Álvarez,5558.0,Center Defensive Midfield,28,Albacete,608,"['1d475192-6c18-4269-8581-8b6aea3201fc', 'c5aa953c-38a7-44b6-96ee-7279c1428f6a']",4,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:04.159,Pass,,2004/2005
,,,,,,,,,,,,,,,,1.334509,,,,,,,,,,,1d475192-6c18-4269-8581-8b6aea3201fc,522,,"[76.0, 57.7]",69153,12,,,,True,-0.38050637,,,,"[77.0, 57.3]",,High Pass,,1.0770329,,,,Mikel Aguirregomezkorta Larrea,26415.0,,,,,Recovery,1,Regular Play,Pablo Redondo Martínez,26412.0,Right Wing,28,Albacete,608,"['153a1af9-dfca-4eab-b1b9-abfc833b28c0', '7d9ca24e-6cb6-4a08-8ba2-353f90610494', 'd5aa1899-5f1f-46e8-9169-ff20785fe64e']",5,,,,,,,,,,,,,,,,,,Albacete,608,00:12:05.726,Pass,True,2004/2005
,,,,,,,,,,,,,,,,1.418511,,,,,,,,,,,e8c02157-6aa9-4f26-b632-cf5f44056db8,525,,"[73.7, 49.1]",69153,12,,,,,1.535723,,Right Foot,,"[74.1, 60.5]",,Ground Pass,,11.407016,,,,Pablo Redondo Martínez,26412.0,,,,,,1,Regular Play,Mikel Aguirregomezkorta Larrea,26415.0,Center Forward,28,Albacete,608,['f4342328-48c1-4c3c-bf78-fa9673870dc9'],8,,,,,,,,,,,,,,,,,,Albacete,608,00:12:08.152,Pass,,2004/2005
,,,,,,,,,,,,,,,,1.008474,,,,,,,,,,,7b1bf5fc-2442-4b4b-8560-9ad44733974c,528,,"[74.1, 60.7]",69153,12,,,,,1.1268506,,Right Foot,,"[81.9, 77.1]",,Ground Pass,,18.160397,,,,"Antonio Pacheco D""Agosti",25904.0,,,,,,1,Regular Play,Pablo Redondo Martínez,26412.0,Right Wing,28,Albacete,608,['db6ea7e3-dec5-4d5b-a721-2542e8026618'],10,,,,,,,,,,,,,,,,,,Albacete,608,00:12:10.269,Pass,,2004/2005
,,,,,,,,,,,,,,,,1.01116,,,,,,,,,,,ccd5f5b6-eaf6-4e15-a595-c8d8df1d7577,531,,"[81.9, 77.1]",69153,12,,,,,-1.1474292,,Right Foot,,"[89.2, 60.9]",,Ground Pass,,17.768793,,,,Pablo Redondo Martínez,26412.0,,,,,,1,Regular Play,"Antonio Pacheco D""Agosti",25904.0,Center Attacking Midfield,28,Albacete,608,['774e9ab7-0aa5-49e2-9d6a-c20274302211'],12,,,,,,,,,,,,,,,,,,Albacete,608,00:12:12.617,Pass,,2004/2005
,,,,,,,,,,,,,,,,0.93423,,,,,,,,,,,b7c83e37-f27a-4187-803f-53edae91dc4a,534,,"[89.0, 60.7]",69153,12,,,,,2.2546926,,Right Foot,,"[79.3, 72.6]",,Ground Pass,,15.352524,,,,"Antonio Pacheco D""Agosti",25904.0,,,,,,1,Regular Play,Pablo Redondo Martínez,26412.0,Right Wing,28,Albacete,608,['06988337-bf95-42d5-a237-367fd5da7d08'],13,,,,,,,,,,,,,,,,,,Albacete,608,00:12:13.668,Pass,,2004/2005
,,,,,,,,,,,,,,,,0.868601,,,,,,,,,,,5454551c-e4b0-4f08-a204-ca5cc7606782,538,,"[77.9, 71.0]",69153,12,,,,,-0.840661,,Right Foot,,"[89.0, 58.6]",,Ground Pass,,16.642416,,,,David Sánchez Rodríguez,26413.0,,,,,,1,Regular Play,"Antonio Pacheco D""Agosti",25904.0,Center Attacking Midfield,28,Albacete,608,"['2a3b8f38-08a9-4d29-a2ba-67f33e36cd8e', 'f1c80c94-ea72-4f19-843e-58517848250e']",15,,,,,,,,,,,,,,,,,,Albacete,608,00:12:15.459,Pass,True,2004/2005
,,,,,,,,,,,,,,,,0.0717,,,,,,,,,,,53ec9a7c-77ce-4a32-8e58-7206acad3950,544,,"[113.8, 75.8]",69153,12,,,,,-1.7681919,,Left Foot,,"[113.0, 71.8]",,Ground Pass,,4.0792155,,Incomplete,,,,,,,,,1,Regular Play,David Sánchez Rodríguez,26413.0,Right Center Midfield,28,Albacete,608,['3467c7cd-18bc-4f86-bc06-c95c2aa6fb5e'],21,,,,,,,,,,,,,,,,,,Albacete,608,00:12:21.831,Pass,,2004/2005
,,,,,,,,,,,,,,,,1.46062,,,,,,,,,,,b78fef9b-27da-486e-af99-121b72adaa61,546,,"[120.0, 80.0]",69153,12,,,,,-1.6563952,,Right Foot,,"[117.4, 49.7]",,High Pass,True,30.411346,,Incomplete,,,,,,Inswinging,,Corner,1,From Corner,"Antonio Pacheco D""Agosti",25904.0,Center Attacking Midfield,29,Albacete,608,['68054737-1016-426f-8f8a-0e5ab5b1a3b1'],49,,,,,,,,,,,,,,,,,,Albacete,608,00:12:49.548,Pass,,2004/2005
,,,,,,,,,,,,,,,,2.400383,,,,,,,,,,,c4b37fa3-446d-45bf-a9c2-3247fb0ab419,551,,"[87.3, 65.1]",69153,12,,,,,0.3573087,,Left Foot,,"[109.8, 73.5]",,Ground Pass,,24.016869,,Unknown,,"Antonio Pacheco D""Agosti",25904.0,,,,,,1,From Corner,David Sánchez Rodríguez,26413.0,Right Center Midfield,29,Albacete,608,"['8c98cb13-4b85-4269-9d8a-bc60c4438a3d', 'f758b03c-123f-4f2b-8998-01b30f31b4c1']",58,,,,,,,,,,,,,,,,,,Albacete,608,00:12:58.285,Pass,True,2004/2005
,,,,,,,,,,,,,,,,0.971,,,,,,,,,,,08c03d7f-6aad-4215-84d7-8a50518840cf,558,,"[109.0, 69.5]",69153,14,,,,,-1.665553,,Right Foot,True,"[106.7, 45.3]",,High Pass,,24.309052,,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Pablo Redondo Martínez,26412.0,Right Wing,30,Albacete,608,['483f7471-02d3-4989-8de0-a82363c26b99'],29,,,,,,,,,,,,,,,,,,Albacete,608,00:14:29.130,Pass,,2004/2005
,,,,,,,,,,,,,,,,0.0412,,,,,,,,,,,ce7b06dc-7f9d-443b-90b6-f0d1482e5f94,560,,"[81.6, 53.7]",69153,14,,,,,-0.082570456,,Right Foot,,"[96.1, 52.5]",,Low Pass,,14.54957,,Incomplete,,,,,,,,Recovery,1,From Free Kick,Óscar Montiel Marín,26411.0,Right Back,30,Albacete,608,['1538aa8a-b6ef-449c-9d3f-01416fed4fee'],33,,,,,,,,,,,,,,,,,,Albacete,608,00:14:33.352,Pass,,2004/2005
,,,,,,,,,,,,,,,,1.3141,,,,,,,,,,,1538aa8a-b6ef-449c-9d3f-01416fed4fee,561,,"[24.9, 28.5]",69153,14,,,,,0.0,,Right Foot,,"[38.7, 28.5]",,Ground Pass,,13.8,,,,Oleguer Presas Renom,25873.0,,,,,Recovery,1,From Free Kick,Ronaldo de Assis Moreira,25879.0,Left Wing,30,Albacete,608,"['31858b99-0037-44ec-9cd1-ecfc378eeb5a', 'ce7b06dc-7f9d-443b-90b6-f0d1482e5f94']",33,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:33.394,Pass,,2004/2005
,,,,,,,,,,,,,,,,3.605699,,,,,,,,,,,7530a3ce-9520-4f10-8748-88e6dd59f809,564,,"[26.1, 30.0]",69153,14,,,,,-0.28371897,,Left Foot,,"[77.2, 15.1]",,High Pass,,53.228,,Incomplete,,,,,,,,,1,From Free Kick,Oleguer Presas Renom,25873.0,Left Center Back,30,Albacete,608,['543be6c6-21a0-4e96-9326-558ab82defd3'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:34.745,Pass,,2004/2005
,,,,,,,,,,,,,,,,1.823034,,,,,,,,,,,51a7bca5-441d-4cf4-b727-931e7d7aaca4,567,,"[34.6, 63.6]",69153,14,,,,,-2.5858717,,Left Foot,,"[12.7, 50.0]",,Ground Pass,,25.779255,,,,Ronald Louis Gaspercic,26410.0,,,,,,1,From Free Kick,Rubén González Rocha,26068.0,Right Center Back,30,Albacete,608,['aa5ac87d-60d8-452e-a373-51665b590ebe'],39,,,,,,,,,,,,,,,,,,Albacete,608,00:14:39.278,Pass,,2004/2005
,,,,,,,,,,,,,,,,1.187677,,,,,,,,,,,7201dc2b-9f0e-4fba-860e-9119941a9176,570,,"[12.7, 50.0]",69153,14,,,,,0.23309468,,Left Foot,,"[26.6, 53.3]",,Ground Pass,,14.286357,,,,Rubén González Rocha,26068.0,,,,,,1,From Free Kick,Ronald Louis Gaspercic,26410.0,Goalkeeper,30,Albacete,608,['37e8cb67-de38-4cdd-ad7b-d0a9610fd108'],43,,,,,,,,,,,,,,,,,,Albacete,608,00:14:43.536,Pass,,2004/2005
,,,,,,,,,,,,,,,,2.217363,,,,,,,,,,,9df974b6-c645-4bcf-b9a6-a683e2345370,574,,"[26.2, 53.1]",69153,14,,,,,-0.27070007,,Right Foot,,"[68.0, 41.5]",,High Pass,,43.37972,,Incomplete,,,,,,,,,1,From Free Kick,Rubén González Rocha,26068.0,Right Center Back,30,Albacete,608,"['f389fec7-082f-4cc8-82aa-5287ec1186da', 'ff34e370-9956-412a-91e2-3e1f65ad4fda']",45,,,,,,,,,,,,,,,,,,Albacete,608,00:14:45.554,Pass,True,2004/2005
,,,,,,,,,,,,,,,,1.0319,,,,,,,,,,,ff34e370-9956-412a-91e2-3e1f65ad4fda,575,,"[53.0, 39.5]",69153,14,,,,,-0.40005422,,Left Foot,,"[70.5, 32.1]",,Low Pass,,19.000263,,Incomplete,,,,,,,,Recovery,1,From Free Kick,Rafael Márquez Álvarez,5558.0,Center Defensive Midfield,30,Albacete,608,"['357bbf1a-90f6-48b3-b47a-55ae3a97777d', '9df974b6-c645-4bcf-b9a6-a683e2345370']",47,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:47.771,Pass,,2004/2005
,,,,,,,,,,,,,,,,1.461543,,,,,,,,,,,357bbf1a-90f6-48b3-b47a-55ae3a97777d,577,,"[50.5, 48.9]",69153,14,,,,,-1.1824776,,Right Foot,,"[54.1, 40.1]",,High Pass,,9.507892,,,,David Sánchez Rodríguez,26413.0,,,,,Recovery,1,From Free Kick,Gaspar Gálvez Burgos,25899.0,Left Center Midfield,30,Albacete,608,"['74085b09-eb19-4676-8976-5e13edf0a4d6', 'ff34e370-9956-412a-91e2-3e1f65ad4fda']",48,,,,,,,,,,,,,,,,,,Albacete,608,00:14:48.803,Pass,,2004/2005
,,,,,,,,,,,,,,,,2.808435,,,,,,,,,,,15b0c527-5454-4b7f-bc01-56095419550a,579,,"[54.1, 40.1]",69153,14,,,,,0.014387497,,Head,,"[68.0, 40.3]",,High Pass,,13.901439,,Incomplete,,Mikel Aguirregomezkorta Larrea,26415.0,,,,,,1,From Free Kick,David Sánchez Rodríguez,26413.0,Right Center Midfield,30,Albacete,608,"['5529639d-aea2-4ff5-a660-e6fbb4c21bb6', '6e7ba294-b130-40d5-82a3-c2bc2e9c074f']",50,,,,,,,,,,,,,,,,,,Albacete,608,00:14:50.345,Pass,,2004/2005
,,,,,,,,,,,,,,,,1.225047,,,,,,,,,,,6f4f33c6-870c-44d4-af74-0d1e45526fc0,582,,"[62.9, 71.0]",69153,14,,,,,0.13067958,,Right Foot,,"[80.4, 73.3]",,Ground Pass,,17.650496,,,,"Antonio Pacheco D""Agosti",25904.0,,,,,Recovery,1,From Free Kick,Pablo Redondo Martínez,26412.0,Right Wing,30,Albacete,608,['240313b9-f406-43b5-878a-62925bf9b78d'],55,,,,,,,,,,,,,,,,,,Albacete,608,00:14:55.613,Pass,,2004/2005
,,,,,,,,,,,,,,,,0.8176,,,,,,,,,,,4c58f5e3-05ab-46ca-8ab4-2bd8bc25d036,589,,"[32.2, 3.3]",69153,15,,,,,-0.0109285265,,Left Foot,,"[50.5, 3.1]",,Ground Pass,,18.301092,,,,Ronaldo de Assis Moreira,25879.0,,,,,,1,From Free Kick,Giovanni van Bronckhorst,17797.0,Left Back,30,Albacete,608,"['4bc7147e-1ad1-4649-945c-f4599381ad53', '61d7ebf1-74c0-4350-893b-24cc8b82180a']",0,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:00.652,Pass,True,2004/2005
,,,,,,,,,,,,,,,,0.60471,,,,,,,,,,,0f583aba-ee30-4aa3-b3cc-c69a9e0bc54c,597,,"[80.0, 72.6]",69153,15,,,,,0.9134072,,Right Foot,,"[84.4, 78.3]",,Ground Pass,,7.2006946,,,,"Antonio Pacheco D""Agosti",25904.0,,,,,,1,From Free Kick,Pablo Redondo Martínez,26412.0,Right Wing,30,Albacete,608,['dcdddd25-39e1-403a-a11e-6d0a0b756218'],5,,,,,,,,,,,,,,,,,,Albacete,608,00:15:05.675,Pass,,2004/2005
,,,,,,,,,,,,,,,,0.1895,,,,,,,,,,,02442fe4-79a5-4216-889b-a893b1a3f62f,600,,"[84.6, 76.9]",69153,15,,,,,-0.44610554,,Right Foot,,"[86.9, 75.8]",,Ground Pass,,2.5495098,,Incomplete,,Pablo Redondo Martínez,26412.0,,,,,,1,From Free Kick,"Antonio Pacheco D""Agosti",25904.0,Center Attacking Midfield,30,Albacete,608,"['61dd2e62-9c29-455f-9316-0cd86b2a9262', '7e0c376e-8ed5-4136-a7a1-733666b07961']",6,,,,,,,,,,,,,,,,,,Albacete,608,00:15:06.678,Pass,,2004/2005
,,,,,,,,,,,,,,,,4.601933,,,,,,,,,,,e54cba00-7196-464f-bb3a-a6f03a68b4de,603,,"[85.6, 80.0]",69153,15,,,,,-0.41194883,,,,"[119.7, 65.1]",,High Pass,,37.21317,,Out,,Pablo Redondo Martínez,26412.0,,,,,Throw-in,1,From Throw In,Óscar Montiel Marín,26411.0,Right Back,31,Albacete,608,['4d4a17a5-fc23-4c43-818d-1c767cf18060'],21,,,,,,,,,,,,,,,,,,Albacete,608,00:15:21.036,Pass,,2004/2005
,,,,,,,,,,,,,,,,4.0997,,,,,,,,,,,fc88a404-ac72-4e9e-9e97-fe5a5ab07a4d,605,,"[7.0, 37.0]",69153,15,,,,,-0.5240275,,Right Foot,,"[68.6, 1.4]",,High Pass,,71.14717,,Out,,,,,,,,Goal Kick,1,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,32,Barcelona,217,,47,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:47.031,Pass,,2004/2005
,,,,,,,,,,,,,,,,1.222802,,,,,,,,,,,afaaea66-9c87-4466-9bf6-9565eb4015e3,606,,"[52.4, 80.0]",69153,16,,,,,-0.9540854,,,,"[61.9, 66.6]",,High Pass,,16.425894,,,,Gaspar Gálvez Burgos,25899.0,,,,,Throw-in,1,From Throw In,Óscar Montiel Marín,26411.0,Right Back,33,Albacete,608,['4acaf00a-ebd6-4a73-8eb7-bd65a82269ad'],6,,,,,,,,,,,,,,,,,,Albacete,608,00:16:06.439,Pass,,2004/2005
,,,,,,,,,,,,,,,,0.608647,,,,,,,,,,,f1f6c85d-8191-4660-b9ed-a550213e2433,609,,"[61.9, 66.6]",69153,16,,,,,2.195294,,Right Foot,,"[53.9, 77.7]",,Ground Pass,,13.68247,,,,Óscar Montiel Marín,26411.0,,,,,,1,From Throw In,Gaspar Gálvez Burgos,25899.0,Left Center Midfield,33,Albacete,608,['52672276-7b22-48b5-97b5-9bc0fb4ee3f9'],7,,,,,,,,,,,,,,,,,,Albacete,608,00:16:07.742,Pass,,2004/2005
,,,,,,,,,,,,,,,,2.050354,,,,,,,,,,,aef3084f-364d-4bc9-8b77-20fdb14df39b,612,,"[53.9, 77.7]",69153,16,,,,,-0.18013464,,Left Foot,,"[85.2, 72.0]",,High Pass,,31.814777,,Incomplete,,Pablo Redondo Martínez,26412.0,,,,,,1,From Throw In,Óscar Montiel Marín,26411.0,Right Back,33,Albacete,608,"['280115ea-f543-4b7d-81b1-1ce799ea3c49', '6e85a87b-7708-4505-a82d-f53d917ba5b8']",8,,,,,,,,,,,,,,,,,,Albacete,608,00:16:08.557,Pass,,2004/2005
,,,,,,,,,,,,,,,,1.059141,,,,,,,,,,,280115ea-f543-4b7d-81b1-1ce799ea3c49,614,,"[35.8, 9.0]",69153,16,,,,True,0.36012295,,,,"[52.0, 15.1]",,High Pass,,17.310402,,Incomplete,,,,,,,,Recovery,1,From Throw In,Giovanni van Bronckhorst,17797.0,Left Back,33,Albacete,608,"['045e5c9a-174b-4afa-b42c-aa766de80961', '12f11320-1c19-4384-8f55-c220dd9c84cd', 'aef3084f-364d-4bc9-8b77-20fdb14df39b']",10,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:10.608,Pass,True,2004/2005
,,,,,,,,,,,,,,,,0.8137,,,,,,,,,,,4329b788-38ee-4864-8358-7e6b604f8672,620,,"[49.2, 13.0]",69153,16,,,,,-1.3127891,,Right Foot,,"[51.1, 5.8]",,Ground Pass,,7.4464755,,,,Ronaldo de Assis Moreira,25879.0,,,,,Recovery,1,Regular Play,Anderson Luís de Souza,19757.0,Right Center Midfield,34,Barcelona,217,['c149b4ae-88d6-4eb6-8e5c-4df59be884d6'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:13.496,Pass,,2004/2005
,,,,,,,,,,,,,,,,0.6526,,,,,,,,,,,06ecf1f6-a947-41c1-8255-61c417854b5c,623,,"[51.1, 5.8]",69153,16,,,,,1.4164776,,Right Foot,,"[53.2, 19.3]",,Ground Pass,,13.662357,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,34,Barcelona,217,['9e1e8863-4ccb-407a-80bb-37441775bf03'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:14.604,Pass,,2004/2005
,,,,,,,,,,,,,,,,1.975571,,,,,,,,,,,963473c4-b62c-429a-a647-503f9e854f57,630,,"[50.9, 5.8]",69153,16,,,,,1.5157858,,Right Foot,,"[53.4, 51.2]",,Low Pass,,45.46878,,,,Rafael Márquez Álvarez,5558.0,,True,,,Free Kick,1,From Free Kick,Ronaldo de Assis Moreira,25879.0,Left Wing,35,Barcelona,217,['a3c5ce2f-7b42-4c78-b504-a6ada88341b6'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:27.154,Pass,,2004/2005
