50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f0eb534b-6664-4023-b8a8-8132bc66c8b3,1,,,,266491,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 26005, 'name': 'José Manuel Pinto Colorado'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 7068, 'name': 'Marc Bartra Aregall'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 22102, 'name': 'Adriano Correia Claro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Barcelona,217,00:00:00.000,Starting XI,,2013/2014
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1d107587-4ffe-40ea-b183-46cb3f9df0a6,2,,,,266491,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 26849, 'name': 'Júlio César Jacobi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 26195, 'name': 'Juan Valera Espín'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 24614, 'name': 'Rafael López Gómez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 6614, 'name': 'Alexis Ruano Delgado'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 6718, 'name': 'Sergio Escudero Palomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 6720, 'name': 'Pablo Sarabia García'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 25881, 'name': 'Juan Antonio Rodríguez Villamuela'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 6745, 'name': 'Mehdi Lacen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 26652, 'name': 'Adrián Colunga Pérez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 26020, 'name': 'Ángel Lafita Castillo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 27091, 'name': 'Jorge Sammir Cruz Campos'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Getafe,216,00:00:00.000,Starting XI,,2013/2014
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,58e41e39-6b45-441f-a451-59b621d3da24,3,,,,266491,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['dd26cbbd-561b-47de-9b21-42c2e87cef35'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2013/2014
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,dd26cbbd-561b-47de-9b21-42c2e87cef35,4,,,,266491,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['58e41e39-6b45-441f-a451-59b621d3da24'],0,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,,2013/2014
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,13a250bc-27ca-4933-9d9e-738f4dcdbfd5,1794,,,,266491,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,75,Barcelona,217,['b107d505-8773-4ba2-9b83-50afd8913edd'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2013/2014
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b107d505-8773-4ba2-9b83-50afd8913edd,1795,,,,266491,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,75,Barcelona,217,['13a250bc-27ca-4933-9d9e-738f4dcdbfd5'],0,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,,2013/2014
,,,,,,,,,,,,,,,,,0.28837,,,,,,,,,,,,311664fa-17db-499b-9f76-92a69fe44560,5,,,"[61.0, 41.0]",266491,0,True,,,1.487655,,Left Foot,,,"[61.4, 45.8]",,Ground Pass,,4.816638,,,,Adrián Colunga Pérez,26652.0,,,,,Kick Off,1,From Kick Off,Mehdi Lacen,6745.0,Left Center Midfield,2,Getafe,216,['17e2391d-09b7-46f0-9d6e-937ba58fce04'],0,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.287,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.4579,,,,,,,,,,,,2d9033d0-50b0-4512-9725-dc2f35d45988,7,,,"[61.2, 45.8]",266491,0,True,,,-2.839009,,Right Foot,,,"[42.3, 39.9]",,Ground Pass,,19.799496,,,,Juan Antonio Rodríguez Villamuela,25881.0,,,,,,1,From Kick Off,Adrián Colunga Pérez,26652.0,Left Midfield,2,Getafe,216,['ac4acb32-017a-43dc-862e-4a13f94c9ff2'],1,,,,,,,,,,,,,,,,,Getafe,216,00:00:01.058,Pass,,2013/2014
,,,,,,,,,,,,,,,,,2.3554,,,,,,,,,,,,15628c12-5f11-4f41-915f-cd2c1ba34aad,9,,,"[42.3, 40.1]",266491,0,,,,-0.45881674,,Right Foot,,,"[75.5, 23.7]",,High Pass,,37.029716,,Incomplete,,Ángel Lafita Castillo,26020.0,,,,,,1,From Kick Off,Juan Antonio Rodríguez Villamuela,25881.0,Right Center Midfield,2,Getafe,216,"['cfb0aad7-fec7-4f20-b951-991321f0711e', 'f8e8af6d-77e6-4166-af3e-58c04d191daa']",3,,,,,,,,,,,,,,,,,Getafe,216,00:00:03.902,Pass,,2013/2014
,,,,,,,,,,,,,,,,,2.132233,,,,,,,,,,,,cfb0aad7-fec7-4f20-b951-991321f0711e,11,,,"[45.5, 57.3]",266491,0,,,,-1.3734008,,Right Foot,,,"[47.6, 46.8]",,Low Pass,,10.707941,,,,Xavier Hernández Creus,20131.0,,,,,Recovery,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,"['15628c12-5f11-4f41-915f-cd2c1ba34aad', 'b080caff-d022-44c6-aac9-7ca4a04dcaad']",6,,,,,,,,,,,,,,,,,Barcelona,217,00:00:06.257,Pass,,2013/2014
