50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.9566,,,,,,,,,,,,,,f9209bb3-fe05-4800-9cce-ec0522006a57,660,,"[45.4, 50.8]",68364,15,,,,1.2196425,,Right Foot,,,,"[52.8, 71.0]",,Ground Pass,,21.512787,,,,Oleguer Presas Renom,25873.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,27,Barcelona,217,['93e40358-aa33-4af0-bc1c-17ebd2932bb9'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:15:29.305,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.4787,,,,,,,,,,,,,,68e43576-4f7c-48e3-a026-8678176d169b,662,,"[52.8, 71.0]",68364,15,,,,-1.673878,,Right Foot,,,,"[51.3, 56.5]",,Ground Pass,,14.57738,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Oleguer Presas Renom,25873.0,Right Back,27,Barcelona,217,['df90d27f-99e6-43ed-bf13-b5d4f25b751d'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:15:31.262,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.9219,,,,,,,,,,,,,,a5b390a0-9e1d-4d54-ade4-13178aa60c1b,665,,"[52.0, 56.5]",68364,15,,,,-0.65042144,,Right Foot,,,,"[65.8, 46.0]",,Ground Pass,,17.340416,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,27,Barcelona,217,['a99f9649-644e-4529-8be0-fe62cb75df8f'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:15:33.441,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.3201,,,,,,,,,,,,,,67e7c6f8-fde0-4ce9-b14c-97e05077e136,669,,"[65.8, 48.7]",68364,15,,,,2.1403584,,Left Foot,,,,"[58.5, 60.1]",,Ground Pass,,13.536986,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,27,Barcelona,217,"['168a9775-7824-4727-bbea-2a1e11315e33', '7eab7a33-3592-4fc7-ac8e-fe6c05ecd2c6']",36,,,,,,,,,,,,,,,,,Barcelona,217,00:15:36.097,Pass,True,2007/2008
,,,,,,,,,,,,,,,,2.1183,,,,,,,,,,,,,,e4c4b0a5-c424-49d9-a15f-09fcc6137605,672,,"[58.5, 60.1]",68364,15,,,,0.63590455,,Right Foot,,,,"[81.8, 77.3]",,Ground Pass,,28.960836,,,,Oleguer Presas Renom,25873.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,27,Barcelona,217,['abfa636f-0ab6-4112-9ede-755474c9fe0c'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:15:37.979,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.0334,,,,,,,,,,,,,,25efa51a-47ad-4768-ac92-cf80f84c91f8,675,,"[90.0, 77.7]",68364,15,,,,-2.0713036,,Right Foot,,,,"[80.1, 59.6]",,Ground Pass,,20.63056,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Oleguer Presas Renom,25873.0,Right Back,27,Barcelona,217,['062f8283-492c-4519-8860-c79c6c027752'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:15:40.761,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.6288,,,,,,,,,,,,,,5d731fdb-1c43-446b-89c3-69f4a0ae3251,678,,"[73.0, 55.6]",68364,15,,,,-2.7433429,,Right Foot,,,,"[56.6, 48.7]",,Ground Pass,,17.792414,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Center Defensive Midfield,27,Barcelona,217,['64b04a8f-002a-428e-90be-c23ac9a60d2b'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:15:44.083,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.7499,,,,,,,,,,,,,,daccaa6b-65bb-400d-9a33-956befa3229d,680,,"[56.6, 48.7]",68364,15,,,,-1.4989777,,Right Foot,,,,"[57.6, 34.8]",,Ground Pass,,13.935925,,,,Gabriel Alejandro Milito,25919.0,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,27,Barcelona,217,['c32a1b16-b72f-42f0-ba45-555ac52fe359'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:15:45.712,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.8986,,,,,,,,,,,,,,dc89c7ab-c199-482a-816b-027c1df253e9,683,,"[57.4, 20.3]",68364,15,,,,-0.723366,,Left Foot,,,,"[74.5, 5.2]",,Ground Pass,,22.812716,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,27,Barcelona,217,['5854a2ab-44e5-4a34-b45a-ed40d3f394b1'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:15:48.460,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.2804,,,,,,,,,,,,,,7c3d2e80-77f8-4d7f-9735-d0ed0bb35ce6,686,,"[76.6, 5.6]",68364,15,,,,-0.14932266,,Left Foot,,,,"[87.9, 3.9]",,Ground Pass,,11.42716,,,,Bojan Krkíc Pérez,4913.0,,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,27,Barcelona,217,['af622bc9-521c-440f-9a2c-a76611573a92'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:15:51.147,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.8394,,,,,,,,,,,,,,95de933a-f01e-4ee3-8bae-f18ede28b701,690,,"[87.7, 5.6]",68364,15,,,,3.1415927,,Right Foot,,,,"[74.7, 5.6]",,Ground Pass,,13.0,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,Regular Play,Bojan Krkíc Pérez,4913.0,Center Forward,27,Barcelona,217,['1cc56635-fe99-4dd1-bf52-de4ec46954a5'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:15:53.297,Pass,,2007/2008
,,,,,,,,,,,,,,,,2.5858,,,,,,,,,,,,,,460f4d22-3f05-41a5-b05e-e1621cf445ca,693,,"[74.7, 5.6]",68364,15,,,,2.5866623,,Left Foot,,,,"[52.6, 19.3]",,Ground Pass,,26.001923,,,,Gabriel Alejandro Milito,25919.0,,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,27,Barcelona,217,['a602a9be-be04-4bb0-abb2-a5e2d6feac6d'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:15:54.792,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.8286,,,,,,,,,,,,,,041a558c-7303-444d-a9ad-2510d2227dcc,696,,"[50.5, 23.3]",68364,15,,,,1.6413112,,Left Foot,,,,"[48.6, 50.2]",,Ground Pass,,26.967016,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,27,Barcelona,217,['09bca3d7-502a-4ab0-9a66-8919875afd1a'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:15:58.125,Pass,,2007/2008
,,,,,,,,,,,,,,,,2.3623,,,,,,,,,,,,,,6dbca09c-673d-4240-9033-61390fb4effc,699,,"[50.3, 49.8]",68364,16,,,,-1.4534518,,Right Foot,,,,"[53.2, 25.2]",,Ground Pass,,24.770346,,,,Gabriel Alejandro Milito,25919.0,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,27,Barcelona,217,['a78ac492-33ad-4e3c-a7e1-bc754664b979'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:16:00.609,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.5607,,,,,,,,,,,,,,942232a4-7f60-4e0f-afb2-c72f05692104,702,,"[56.6, 23.9]",68364,16,,,,0.08163634,,Left Foot,,,,"[89.6, 26.6]",,Ground Pass,,33.11027,,,,Thierry Henry,15516.0,,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,27,Barcelona,217,['ee469f42-4a03-40f2-bac9-0e2ce9cb7f56'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:16:04.052,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.1885,,,,,,,,,,,,,,8221b65f-4cb7-4f0a-8105-3c538271f527,706,,"[79.5, 23.7]",68364,16,,,,-0.75032485,,Right Foot,,,,"[85.4, 18.2]",,Ground Pass,,8.065978,,Incomplete,,,,,,,,,,1,Regular Play,Thierry Henry,15516.0,Left Wing,27,Barcelona,217,['b5fdc80e-db1a-4ddb-8c5b-e41f9a186acb'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:16:06.894,Pass,,2007/2008
,,,,,,,,,,,,,,,,2.8759,,,,,,,,,,,,,,33c26caa-7e22-4e8d-8ecd-f8b9c0b2ca30,711,,"[70.5, 15.3]",68364,16,,,,1.0334569,,Right Foot,,,,"[104.7, 72.7]",,High Pass,,66.81616,,,,Lionel Andrés Messi Cuccittini,5503.0,,,True,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,27,Barcelona,217,"['77b9e1f6-5aa7-41e2-86bb-89079ba5b202', '8e6656e4-1d63-449c-881b-38219a11db1c']",9,,,,,,,,,,,,,,,,,Barcelona,217,00:16:09.727,Pass,True,2007/2008
,,,,,,,,,,,,,,,,0.0721,,,,,,,,,,,,,,922c56c3-04ca-4eb8-b8f0-f0b6ad1034d8,715,,"[118.6, 54.0]",68364,16,,,,-1.3843094,,Right Foot,True,,,"[119.6, 48.7]",,High Pass,,5.3935146,,Incomplete,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,27,Barcelona,217,['7901503e-f35a-4d68-8eee-d5859348ffce'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:16:17.843,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.307,,,,,,,,,,,,,,30c9f78f-6870-4735-82a2-cf22cc3e65ee,717,,"[120.0, 80.0]",68364,16,,,,-1.6897966,,Right Foot,,,,"[115.6, 43.2]",,High Pass,,37.06211,,Incomplete,True,,,,,,Outswinging,,Corner,1,From Corner,Anderson Luís de Souza,19757.0,Left Center Midfield,28,Barcelona,217,['a5126875-a0a6-48d7-a365-5b4cc8adae23'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:16:39.351,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.5124,,,,,,,,,,,,,,22b980e5-9e8f-4485-b632-dae60bffd47f,719,,"[79.5, 57.1]",68364,16,,,,0.9773708,,Right Foot,,,,"[93.8, 78.3]",,Low Pass,,25.572056,,,,Anderson Luís de Souza,19757.0,,,,,,Recovery,1,From Corner,Carles Puyol i Saforcada,20125.0,Right Center Back,28,Barcelona,217,['5147288b-814a-49a2-9ae5-03dc44606ece'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:16:43.953,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.740807,,,,,,,,,,,,,,d84d8b79-3e0a-4d93-b4bf-68f02d9f1d80,727,,"[26.0, 1.6]",68364,16,,,,1.3344594,,Right Foot,,,,"[30.6, 20.7]",,Ground Pass,,19.64612,,,,Marcos Antonio Senna da Silva,20135.0,,,,,,,1,Regular Play,Joan Capdevila Méndez,20134.0,Left Back,29,Villarreal,222,"['d3fce3af-57f5-4478-a621-ced0847cd904', 'f1e4527a-c3d3-473f-99a9-6f431015dba4']",48,,,,,,,,,,,,,,,,,Villarreal,222,00:16:48.937,Pass,True,2007/2008
,,,,,,,,,,,,,,,,1.3658,,,,,,,,,,,,,,fdc60926-6ff0-4e89-b6f2-ccabad840483,730,,"[28.9, 21.6]",68364,16,,,,1.2830591,,Right Foot,,,,"[38.4, 53.7]",,Low Pass,,33.47626,,,,Rubén Gracia Calmache,25921.0,,,,,,,1,Regular Play,Marcos Antonio Senna da Silva,20135.0,Left Center Midfield,29,Villarreal,222,['6585eb68-4cc7-4ef4-8361-cbc74501b7c6'],51,,,,,,,,,,,,,,,,,Villarreal,222,00:16:51.975,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.2084,,,,,,,,,,,,,,4aec7746-e3ae-440e-9703-ba8174f0e5dd,734,,"[36.5, 49.1]",68364,16,,,,-1.0154525,,Right Foot,,,,"[46.8, 32.5]",,Ground Pass,,19.535864,,,,Robert Pirès,19312.0,,,,,,,1,Regular Play,Rubén Gracia Calmache,25921.0,Right Midfield,29,Villarreal,222,['8fe7a6bb-dbf9-41c1-93c2-d3ab62198d03'],53,,,,,,,,,,,,,,,,,Villarreal,222,00:16:53.790,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.820401,,,,,,,,,,,,,,87198554-6716-4c80-b97c-b20f1e5e0fcd,737,,"[46.8, 32.5]",68364,16,,,,1.1229577,,Right Foot,,,,"[56.6, 52.9]",,Ground Pass,,22.631836,,,,Rubén Gracia Calmache,25921.0,,,,,,,1,Regular Play,Robert Pirès,19312.0,Center Attacking Midfield,29,Villarreal,222,['4f9dfc3d-8ab7-43e4-bee3-768345f1599c'],55,,,,,,,,,,,,,,,,,Villarreal,222,00:16:55.119,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.120799,,,,,,,,,,,,,,84266af0-0d58-4ded-9492-7e67d6b6f57a,740,,"[64.2, 53.5]",68364,16,,,,-2.545937,,Right Foot,,,,"[55.2, 47.4]",,Ground Pass,,10.872442,,,,Robert Pirès,19312.0,,,,,,,1,Regular Play,Rubén Gracia Calmache,25921.0,Right Midfield,29,Villarreal,222,['ebf8424d-29f6-4c6c-b6dc-1d0e62936f19'],57,,,,,,,,,,,,,,,,,Villarreal,222,00:16:57.526,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.581301,,,,,,,,,,,,,,b5eb39b1-7881-4c90-8554-fe834139c7a7,743,,"[77.9, 57.7]",68364,17,,,,1.0739856,,Right Foot,,,,"[86.9, 74.3]",,Ground Pass,,18.882797,,,,Rubén Gracia Calmache,25921.0,,,,,,,1,Regular Play,Robert Pirès,19312.0,Center Attacking Midfield,29,Villarreal,222,['141be51e-6ead-4e71-b165-5af5601f15c0'],4,,,,,,,,,,,,,,,,,Villarreal,222,00:17:04.919,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.4408,,,,,,,,,,,,,,7d968c3d-5840-4302-bd70-31f4f6107754,746,,"[85.4, 68.0]",68364,17,,,,-2.819842,,Left Foot,,,,"[72.8, 63.8]",,Ground Pass,,13.281567,,,,Bruno Soriano Llido,22819.0,,,,,,,1,Regular Play,Rubén Gracia Calmache,25921.0,Right Midfield,29,Villarreal,222,['97b10daa-4973-41d0-bfc9-ed28829a3b98'],9,,,,,,,,,,,,,,,,,Villarreal,222,00:17:09.459,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.8215,,,,,,,,,,,,,,3abf99f8-a03b-41c0-9737-174cfece0376,750,,"[76.8, 63.4]",68364,17,,,,1.4019644,,Left Foot,,,,"[78.3, 72.2]",,Ground Pass,,8.926926,,,,Rubén Gracia Calmache,25921.0,,,,,,,1,Regular Play,Bruno Soriano Llido,22819.0,Right Center Midfield,29,Villarreal,222,"['1ac5fdea-1b9f-44f2-ae09-b2102762cced', 'cea02f3e-26bd-4927-8268-70f9bfe57849']",12,,,,,,,,,,,,,,,,,Villarreal,222,00:17:12.937,Pass,True,2007/2008
,,,,,,,,,,,,,,,,0.903501,,,,,,,,,,,,,,f3312e7e-f0ab-453b-86a7-b423e95b9380,754,,"[69.9, 71.4]",68364,17,,,,-1.0456878,,Left Foot,,,,"[77.2, 58.8]",,Ground Pass,,14.561936,,,,Bruno Soriano Llido,22819.0,,,,,,,1,Regular Play,Rubén Gracia Calmache,25921.0,Right Midfield,29,Villarreal,222,['299337e1-c9db-4b1e-9b17-1b447d1a2e22'],14,,,,,,,,,,,,,,,,,Villarreal,222,00:17:14.889,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.994699,,,,,,,,,,,,,,c46fe4af-a975-4518-a1ee-7a7bd029efd2,776,,"[47.0, 76.9]",68364,17,,,,-2.7981064,,Right Foot,,,,"[33.3, 72.0]",,Ground Pass,,14.549914,,,,Bruno Soriano Llido,22819.0,,,,,,,1,Regular Play,Marcos Antonio Senna da Silva,20135.0,Left Center Midfield,29,Villarreal,222,['a96da464-2234-4afe-91ef-578f00c0d2fa'],29,,,,,,,,,,,,,,,,,Villarreal,222,00:17:29.979,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.788501,,,,,,,,,,,,,,93a38746-aa8b-422e-a1c0-78ddca9e9b61,780,,"[30.2, 70.3]",68364,17,,,,-0.3366748,,Left Foot,,,,"[48.2, 64.0]",,Ground Pass,,19.070658,,,,Robert Pirès,19312.0,,,,,,,1,Regular Play,Bruno Soriano Llido,22819.0,Right Center Midfield,29,Villarreal,222,"['bfe94f36-7d20-4453-9ac9-6ea9e4d09bc4', 'c34b4749-bb3a-4d3c-af21-5cd5e7e67538']",31,,,,,,,,,,,,,,,,,Villarreal,222,00:17:31.014,Pass,True,2007/2008
,,,,,,,,,,,,,,,,2.2471,,,,,,,,,,,,,,2ee78865-adce-471a-8acc-713e12797f21,786,,"[56.8, 72.0]",68364,18,,,,0.041825812,,Right Foot,,,,"[102.2, 73.9]",,High Pass,,45.43974,,Incomplete,,Guillermo Luis Franco Farquarson,26198.0,,,,,,Free Kick,1,From Free Kick,Marcos Antonio Senna da Silva,20135.0,Left Center Midfield,30,Villarreal,222,"['2d95e6a2-0473-48ae-a395-254e797b3bf1', 'a91174f1-c466-4f7c-8cba-307895c5f0a5']",5,,,,,,,,,,,,,,,,,Villarreal,222,00:18:05.574,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.1348,,,,,,,,,,,,,,2d95e6a2-0473-48ae-a395-254e797b3bf1,789,,"[18.8, 7.1]",68364,18,,,True,-0.039978687,,,,,,"[23.8, 6.9]",,Low Pass,,5.0039983,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,Recovery,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,31,Barcelona,217,"['2ee78865-adce-471a-8acc-713e12797f21', 'a5f24621-1ef9-4b6e-a36b-73bc1131c1b9', 'be30ec35-2571-4fcc-a833-eeba75418a73']",7,,,,,,,,,,,,,,,,,Barcelona,217,00:18:07.821,Pass,True,2007/2008
,,,,,,,,,,,,,,,,1.7394,,,,,,,,,,,,,,f060b315-ba51-485c-8477-6a0c092fc7a4,792,,"[27.0, 6.9]",68364,18,,,,1.8990192,,Left Foot,,,,"[20.7, 25.4]",,Ground Pass,,19.543285,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,31,Barcelona,217,['65d63a8f-37f2-4cb1-8dca-f7a07a37bb5f'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:18:09.953,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.2805,,,,,,,,,,,,,,a2ce3ae4-4fa0-474d-ba75-0260625593c8,794,,"[20.4, 25.6]",68364,18,,,,0.635453,,Right Foot,,,,"[28.4, 31.5]",,Ground Pass,,9.940322,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,31,Barcelona,217,['f474cb62-b0c5-45f5-88cc-fb0ceb7a9fcf'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:18:11.693,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.6365,,,,,,,,,,,,,,6145037f-5f21-404d-a661-a5d3294c2c85,797,,"[28.4, 31.5]",68364,18,,,,1.1778462,,Right Foot,,,,"[36.4, 50.8]",,Ground Pass,,20.892344,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,31,Barcelona,217,['6bcb6387-ffba-42fe-b753-0ffd85f831e6'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:18:13.994,Pass,,2007/2008
,,,,,,,,,,,,,,,,2.329548,,,,,,,,,,,,,,4406d6f2-6b70-4109-a626-ad16bc1b5c8e,800,,"[44.4, 56.5]",68364,18,,,,1.0125896,,Right Foot,,,,"[58.7, 79.4]",,Ground Pass,,26.998148,,,,Oleguer Presas Renom,25873.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Center Defensive Midfield,31,Barcelona,217,['22b6109a-89a9-4ef8-84a2-acb8c5ffb114'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:18:17.301,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.3803,,,,,,,,,,,,,,4c7a28c1-2d5f-4980-a997-57a10e3aad09,803,,"[68.6, 79.0]",68364,18,,,,-2.330559,,Right Foot,,,,"[57.2, 67.0]",,Ground Pass,,16.551737,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Oleguer Presas Renom,25873.0,Right Back,31,Barcelona,217,['7c75f1eb-8f69-4b55-9587-d101d0db3b0c'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:18:21.859,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.8246,,,,,,,,,,,,,,b191f6ee-100c-4b68-9933-ebe3bad14282,806,,"[64.6, 69.3]",68364,18,,,,-0.5159255,,Right Foot,,,,"[78.0, 61.7]",,Ground Pass,,15.405194,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Center Defensive Midfield,31,Barcelona,217,['30bc514a-90d8-4727-b864-7fa97a30c183'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:18:24.901,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.1551,,,,,,,,,,,,,,c19e6cce-1444-4e21-aba6-88a7ab36967f,809,,"[33.1, 26.2]",68364,18,,,,1.3281486,,Left Foot,,,,"[38.1, 46.4]",,Ground Pass,,20.809612,,,,Marcos Antonio Senna da Silva,20135.0,,,,,,Recovery,1,Regular Play,Pascal Cygan,26194.0,Left Center Back,32,Villarreal,222,['e93f04ef-da10-4fc1-8054-2269c23b8912'],27,,,,,,,,,,,,,,,,,Villarreal,222,00:18:27.546,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.8955,,,,,,,,,,,,,,a1ef6aba-428f-4037-840e-524464709b1c,811,,"[38.1, 46.4]",68364,18,,,,-0.5880026,,Left Foot,,,,"[49.5, 38.8]",,Ground Pass,,13.701095,,,,Robert Pirès,19312.0,,,,,,,1,Regular Play,Marcos Antonio Senna da Silva,20135.0,Left Center Midfield,32,Villarreal,222,['5caa1b0c-18ef-4b4f-9f2e-df7f072088a3'],28,,,,,,,,,,,,,,,,,Villarreal,222,00:18:28.701,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.7273,,,,,,,,,,,,,,83c0d087-ed72-4a9f-9672-2b33050d5405,815,,"[49.5, 38.4]",68364,18,,,,2.2769954,,Right Foot,,,,"[35.0, 55.4]",,Ground Pass,,22.343903,,,,Bruno Soriano Llido,22819.0,,,,,,,1,Regular Play,Robert Pirès,19312.0,Center Attacking Midfield,32,Villarreal,222,"['00938905-78b9-470d-9b7c-1fdcbb95bd94', '77619a7f-6ee6-4ab1-855c-99502813719e']",29,,,,,,,,,,,,,,,,,Villarreal,222,00:18:29.636,Pass,True,2007/2008
,,,,,,,,,,,,,,,,1.9418,,,,,,,,,,,,,,6fcf26c7-7e5f-4b08-84a7-7428b20343e1,818,,"[50.1, 61.1]",68364,18,,,,1.4754976,,Right Foot,,,,"[51.4, 74.7]",,Ground Pass,,13.661991,,,,Rubén Gracia Calmache,25921.0,,,,,,,1,Regular Play,Bruno Soriano Llido,22819.0,Right Center Midfield,32,Villarreal,222,['8a456d5f-700e-4a06-9759-b279acdb6975'],33,,,,,,,,,,,,,,,,,Villarreal,222,00:18:33.490,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.1552,,,,,,,,,,,,,,ebc6bad9-3b94-4f79-aa6e-991bead80006,822,,"[52.4, 74.7]",68364,18,,,,-1.7218117,,Right Foot,,,,"[50.3, 60.9]",,Ground Pass,,13.958868,,,,Bruno Soriano Llido,22819.0,,,,,,,1,Regular Play,Rubén Gracia Calmache,25921.0,Right Midfield,32,Villarreal,222,['475be150-f51c-46ed-a391-454059f750cb'],36,,,,,,,,,,,,,,,,,Villarreal,222,00:18:36.347,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.0671,,,,,,,,,,,,,,8adaa19a-dadc-488a-ac5c-6ddcbfcc8be6,825,,"[50.1, 60.0]",68364,18,,,,2.3398025,,Right Foot,,,,"[41.1, 69.3]",,Ground Pass,,12.9417925,,,,Marcos Antonio Senna da Silva,20135.0,,,,,,,1,Regular Play,Bruno Soriano Llido,22819.0,Right Center Midfield,32,Villarreal,222,['3a3cb55b-d4f6-4261-bb8d-5167f95536a6'],37,,,,,,,,,,,,,,,,,Villarreal,222,00:18:37.502,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.1949,,,,,,,,,,,,,,f056d5ab-4e41-4e62-b147-4b33d9df8675,829,,"[40.2, 73.1]",68364,18,,,,-1.3803612,,Right Foot,,,,"[43.4, 56.5]",,Ground Pass,,16.90562,,,,Bruno Soriano Llido,22819.0,,,,,,,1,Regular Play,Marcos Antonio Senna da Silva,20135.0,Left Center Midfield,32,Villarreal,222,"['bbfab7f9-4e53-4b64-b797-54cfbe442ca2', 'd0f910ea-7978-4ecd-8eab-d0f4f27ea6a1']",39,,,,,,,,,,,,,,,,,Villarreal,222,00:18:39.359,Pass,True,2007/2008
,,,,,,,,,,,,,,,,0.8414,,,,,,,,,,,,,,07cba7c5-231b-4c80-a08f-2beb4a5abd25,833,,"[44.4, 56.9]",68364,18,,,,0.99812996,,Left Foot,,,,"[49.3, 64.5]",,Ground Pass,,9.042677,,,,Robert Pirès,19312.0,,,,,,,1,Regular Play,Bruno Soriano Llido,22819.0,Right Center Midfield,32,Villarreal,222,"['64662ee1-06a7-4e0d-b98a-21bc58697fa8', 'e479087a-5437-4620-8642-bf686e4951f0']",42,,,,,,,,,,,,,,,,,Villarreal,222,00:18:42.283,Pass,True,2007/2008
