50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.099602,,,,,,,,,,,,,761fc04d-84a9-4c3d-9e2e-f5ae35900398,18,,,"[25.4, 18.8]",68314,0,,,,1.4016951,,Right Foot,,,"[29.6, 43.4]",,Ground Pass,,24.955961,,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Kick Off,Oleguer Presas Renom,25873.0,Right Center Back,2,Barcelona,217,['4f116936-4723-4c53-be69-ec3c04f2e373'],10,,,,,,,,,,,,,,,,Barcelona,217,00:00:10.491,Pass,,2004/2005
,,,,,,,,,,,,,,,,1.622652,,,,,,,,,,,,,65b69e9e-6a43-42be-9609-c938d61a87bf,21,,,"[40.2, 47.8]",68314,0,,,,-1.550799,,Right Foot,,,"[40.7, 22.8]",,Ground Pass,,25.005,,,,,Oleguer Presas Renom,25873.0,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Left Center Back,2,Barcelona,217,['503c0d7b-9266-4a95-a85f-c4b70327a371'],14,,,,,,,,,,,,,,,,Barcelona,217,00:00:14.908,Pass,,2004/2005
,,,,,,,,,,,,,,,,1.955408,,,,,,,,,,,,,6493294b-91b0-4638-9a0a-090f74141917,24,,,"[56.2, 14.6]",68314,0,,,,1.6265007,,Right Foot,,,"[54.7, 41.5]",,Ground Pass,,26.94179,,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Kick Off,Oleguer Presas Renom,25873.0,Right Center Back,2,Barcelona,217,['76c91bc0-7998-409e-88fb-a30ea1adf00b'],20,,,,,,,,,,,,,,,,Barcelona,217,00:00:20.591,Pass,,2004/2005
,,,,,,,,,,,,,,,,1.65297,,,,,,,,,,,,,7e206162-5a7d-4157-846f-ff6adb82e099,27,,,"[53.7, 43.6]",68314,0,,,,-1.4216965,,Right Foot,,,"[57.2, 20.3]",,Low Pass,,23.561409,,,,,Oleguer Presas Renom,25873.0,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Left Center Back,2,Barcelona,217,['59e3584b-7c9d-44e7-989a-0e548968aadb'],22,,,,,,,,,,,,,,,,Barcelona,217,00:00:22.626,Pass,,2004/2005
,,,,,,,,,,,,,,,,1.330667,,,,,,,,,,,,,3b440475-9e68-4bb0-b7d8-91c8e696be33,30,,,"[63.2, 20.7]",68314,0,,,,-0.62444955,,Right Foot,,,"[87.9, 2.9]",,Low Pass,,30.445524,,,,,Ronaldo de Assis Moreira,25879.0,,,,,,1,From Kick Off,Oleguer Presas Renom,25873.0,Right Center Back,2,Barcelona,217,['d1053ec0-0039-4ce3-a3d6-bad7523a3e8b'],25,,,,,,,,,,,,,,,,Barcelona,217,00:00:25.759,Pass,,2004/2005
,,,,,,,,,,,,,,,,1.445294,,,,,,,,,,,,,08438da5-815e-4f0d-a125-88a66444d15a,35,,,"[91.9, 1.0]",68314,0,,,,0.38328415,,,,,"[104.3, 6.0]",,High Pass,,13.370116,,,Incomplete,,Xavier Hernández Creus,20131.0,,,,,Throw-in,1,From Throw In,Giovanni van Bronckhorst,17797.0,Left Back,3,Barcelona,217,"['e4fadcd0-2f62-4d30-8c93-ae7d07645eeb', 'f4e554f6-00b4-4759-9d62-c8cbe46c1b82']",38,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.665,Pass,,2004/2005
,,,,,,,,,,,,,,,,4.262697,,,,,,,,,,,,,8f5e2f8a-2e41-4f38-8675-5f5928781cc1,38,,,"[120.0, 1.0]",68314,0,,,,1.9082259,,Left Foot,,,"[99.3, 60.0]",,High Pass,,62.525913,,,Incomplete,True,Rafael Márquez Álvarez,5558.0,,True,Outswinging,,Corner,1,From Corner,Giovanni van Bronckhorst,17797.0,Left Back,4,Barcelona,217,"['6029bec5-b6f9-47b6-aa4c-7d82fcdec10a', 'd9f891b9-e434-47cc-9352-9013ed55e9c0']",58,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.654,Pass,,2004/2005
,,,,,,,,,,,,,,,,1.632,,,,,,,,,,,,,055150bc-a3e9-469d-bf52-f0c5436bab9a,43,,,"[18.1, 20.9]",68314,1,,,,-0.036793206,,Right Foot,,,"[34.4, 20.3]",,Ground Pass,,16.311039,,,,,Juan Antonio Rodríguez Villamuela,25881.0,,,,,,1,Regular Play,Edgar Patricio De Carvalho Pacheco,25882.0,Left Wing,5,Málaga,223,['8dc0e25c-82ff-4617-9bbe-da4b740ef30e'],5,,,,,,,,,,,,,,,,Málaga,223,00:01:05.380,Pass,,2004/2005
,,,,,,,,,,,,,,,,2.6972,,,,,,,,,,,,,8240b87e-be58-47e2-afc5-9e6b77058897,46,,,"[48.8, 25.1]",68314,1,,,,0.8993801,,Right Foot,,,"[75.1, 58.2]",,Ground Pass,,42.27647,,,,,Antonio Manuel Sánchez Gómez,25884.0,,,,,,1,Regular Play,Juan Antonio Rodríguez Villamuela,25881.0,Center Attacking Midfield,5,Málaga,223,['45ad1c93-d162-494f-bcf5-60a57ee15f3e'],9,,,,,,,,,,,,,,,,Málaga,223,00:01:09.612,Pass,,2004/2005
,,,,,,,,,,,,,,,,1.4319,,,,,,,,,,,,,35a28a7a-a816-4300-a76d-138370d9a881,50,,,"[83.1, 41.3]",68314,1,,,,-1.2966288,,Left Foot,,,"[89.4, 18.9]",,Ground Pass,,23.269077,,,,,Márcio Amoroso dos Santos,25877.0,,,,,,1,Regular Play,Antonio Manuel Sánchez Gómez,25884.0,Right Wing,5,Málaga,223,['b05b6df4-bcbf-4745-bd2d-68cb98676e08'],15,,,,,,,,,,,,,,,,Málaga,223,00:01:15.883,Pass,,2004/2005
,,,,,,,,,,,,,,,,2.7621,,,,,,,,,,,,,4a14ec92-8e9c-4503-bd9b-e1476bd353c0,53,,,"[89.4, 18.9]",68314,1,,,,1.1860225,7bae48d6-6021-4833-8560-230234f619e7,Right Foot,,,"[104.1, 55.2]",,High Pass,,39.1635,,,,,Miguel Ángel Lozano Ayala,25875.0,True,,,,,1,Regular Play,Márcio Amoroso dos Santos,25877.0,Center Forward,5,Málaga,223,['5f6b289a-3111-46af-8bdd-f7c60bbf5e33'],17,,,,,,,,,,,,,,,,Málaga,223,00:01:17.355,Pass,,2004/2005
,,,,,,,,,,,,,,,,1.64135,,,,,,,,,,,,,55b9969e-9020-4158-8a67-71519e005a98,57,,,"[6.0, 36.0]",68314,1,True,,,-0.49642277,,Right Foot,,,"[32.4, 21.7]",,Ground Pass,,30.024157,,,,,Oleguer Presas Renom,25873.0,,,,,Goal Kick,1,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,6,Barcelona,217,['d8f93bce-2364-430d-9818-e4d924a1a401'],38,,,,,,,,,,,,,,,,Barcelona,217,00:01:38.256,Pass,,2004/2005
,,,,,,,,,,,,,,,,0.874359,,,,,,,,,,,,,4b57aea3-2254-4397-8b5a-d9df268bdaa5,59,,,"[33.0, 25.1]",68314,1,,,,1.395058,,Left Foot,,,"[36.8, 46.5]",,Ground Pass,,21.734764,,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Goal Kick,Oleguer Presas Renom,25873.0,Right Center Back,6,Barcelona,217,['0350653c-5af5-4673-9786-6d2fb69d519a'],40,,,,,,,,,,,,,,,,Barcelona,217,00:01:40.101,Pass,,2004/2005
,,,,,,,,,,,,,,,,2.866316,,,,,,,,,,,,,e24d9182-8af2-40e7-83ab-2ba5ed27fdde,62,,,"[47.2, 49.1]",68314,1,,,,-0.8221781,,Right Foot,,,"[91.7, 1.2]",,High Pass,,65.38088,,,Out,,Ronaldo de Assis Moreira,25879.0,,True,,,,1,From Goal Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,6,Barcelona,217,['f72719c4-efa8-45c6-ba6d-25ea2e750a85'],44,,,,,,,,,,,,,,,,Barcelona,217,00:01:44.079,Pass,,2004/2005
,,,,,,,,,,,,,,,,1.6472,,,,,,,,,,,,,e885bcd7-d72d-4d7d-901e-f9c8a517cb65,64,,,"[31.0, 80.0]",68314,1,,,,-0.10722605,,,,,"[59.8, 76.9]",,High Pass,,28.96636,,,Incomplete,,Márcio Amoroso dos Santos,25877.0,,,,,Throw-in,1,From Throw In,Alexis Ruano Delgado,6614.0,Right Back,7,Málaga,223,"['69b4c924-aeb8-43e7-8c34-a33ae65aab2c', '7a8ce398-0c0e-416b-a93c-b0bcb8f2c3e7']",58,,,,,,,,,,,,,,,,Málaga,223,00:01:58.811,Pass,,2004/2005
,,,,,,,,,,,,,,,,1.07792,,,,,,,,,,,,,2da11162-7958-4da0-b7a4-cc3f5b602152,68,,,"[65.8, 80.0]",68314,2,,,,-0.198644,,,,,"[81.2, 76.9]",,High Pass,,15.708915,,,Incomplete,,Antonio Manuel Sánchez Gómez,25884.0,,,,,Throw-in,1,From Throw In,Alexis Ruano Delgado,6614.0,Right Back,8,Málaga,223,"['8927d940-9cfd-41c7-b51f-df850a029858', 'a593986d-52cb-42ce-9272-05f64f8acd20']",13,,,,,,,,,,,,,,,,Málaga,223,00:02:13.577,Pass,,2004/2005
,,,,,,,,,,,,,,,,4.68215,,,,,,,,,,,,,20c227c7-c737-47ac-b144-7f66d2178858,71,,,"[73.2, 76.8]",68314,2,,,,-0.044274844,,Right Foot,,,"[120.6, 74.7]",,High Pass,,47.446495,,,Out,,,,,,,,Recovery,1,From Throw In,Alexis Ruano Delgado,6614.0,Right Back,8,Málaga,223,,16,,,,,,,,,,,,,,,,Málaga,223,00:02:16.073,Pass,,2004/2005
,,,,,,,,,,,,,,,,1.559518,,,,,,,,,,,,,a7b31932-e733-48e8-82bb-66dd88a245ab,72,,,"[6.0, 44.0]",68314,2,True,,,0.23109066,,Right Foot,,,"[36.6, 51.2]",,Ground Pass,,31.435648,,,,,Carles Puyol i Saforcada,20125.0,,,,,Goal Kick,1,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,9,Barcelona,217,['f1528537-248a-4291-94b3-2734e249dd84'],42,,,,,,,,,,,,,,,,Barcelona,217,00:02:42.041,Pass,,2004/2005
,,,,,,,,,,,,,,,,0.343709,,,,,,,,,,,,,16d23cfe-892c-41c0-b187-4fa486deb087,74,,,"[41.9, 51.6]",68314,2,,,,1.2474759,,Left Foot,,,"[48.3, 70.7]",,Ground Pass,,20.143734,,,,,Juliano Haus Belletti,25863.0,,,,,,1,From Goal Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,9,Barcelona,217,['3d8d9e8e-4e11-4952-a54b-2217499d586a'],45,,,,,,,,,,,,,,,,Barcelona,217,00:02:45.979,Pass,,2004/2005
,,,,,,,,,,,,,,,,3.4506,,,,,,,,,,,,,6555095a-3182-4a47-823e-a838f6bd377b,77,,,"[60.1, 73.5]",68314,2,,,,-0.66348535,,Right Foot,,,"[108.2, 35.9]",,High Pass,,61.052193,,,Incomplete,,Samuel Eto''o Fils,19298.0,,,,,,1,From Goal Kick,Juliano Haus Belletti,25863.0,Right Back,9,Barcelona,217,"['d739a87f-2be9-4cbe-a8ec-5fd8fc85626f', 'dcb11af2-6a88-48e4-a9d8-265dbeab75a6']",48,,,,,,,,,,,,,,,,Barcelona,217,00:02:48.679,Pass,,2004/2005
,,,,,,,,,,,,,,,,2.3773,,,,,,,,,,,,,d463cc75-7b0b-4353-b11a-e87948f97b2d,80,,,"[14.3, 42.2]",68314,2,True,,,-0.9348772,,Keeper Arm,,,"[28.4, 23.1]",,Low Pass,,23.740683,,,,,Fernando Sanz Durán,25868.0,,,,,,1,Regular Play,Juan Jesús Calatayud Sánchez,25870.0,Goalkeeper,10,Málaga,223,['a8e3a171-bc0d-46e5-9163-0259451b527c'],54,,,,,,,,,,,,,,,,Málaga,223,00:02:54.977,Pass,,2004/2005
,,,,,,,,,,,,,,,,1.5164,,,,,,,,,,,,,d4a72eef-2e78-41d6-b5d7-c0a04b6fbc65,82,,,"[37.3, 24.1]",68314,2,,,,-1.5969684,,Right Foot,,,"[36.8, 5.0]",,Ground Pass,,19.106543,,,,,Raúl Iznata Zabala,25866.0,,,,,,1,Regular Play,Fernando Sanz Durán,25868.0,Left Center Back,10,Málaga,223,['252cf81a-6b3b-46d2-bca3-f4507fbff902'],59,,,,,,,,,,,,,,,,Málaga,223,00:02:59.423,Pass,,2004/2005
,,,,,,,,,,,,,,,,1.581563,,,,,,,,,,,,,d6745251-e6e9-4d17-bde3-c8351c3776a6,86,,,"[38.9, 5.2]",68314,3,,,,-0.26060238,,Left Foot,,,"[53.9, 1.2]",,Ground Pass,,15.524175,,,Out,,Edgar Patricio De Carvalho Pacheco,25882.0,,,,,,1,Regular Play,Raúl Iznata Zabala,25866.0,Left Back,10,Málaga,223,"['9825d8c1-e462-464c-ae37-a899d8d27bdf', 'd90eb48a-57b0-401d-b0e9-33f827ea259f']",1,,,,,,,,,,,,,,,,Málaga,223,00:03:01.472,Pass,True,2004/2005
,,,,,,,,,,,,,,,,1.737746,,,,,,,,,,,,,fc63a371-d23a-4d41-acf2-e1f081d917e2,88,,,"[71.3, 80.0]",68314,3,,,,-2.637255,,,,,"[55.9, 71.5]",,Low Pass,,17.590054,,,,,Carles Puyol i Saforcada,20125.0,,,,,Throw-in,1,From Throw In,Juliano Haus Belletti,25863.0,Right Back,11,Barcelona,217,['56fd50d0-e543-48f7-ae5b-0c01d3e2ed20'],20,,,,,,,,,,,,,,,,Barcelona,217,00:03:20.644,Pass,,2004/2005
,,,,,,,,,,,,,,,,2.655676,,,,,,,,,,,,,13475984-998b-4572-b142-b5ab637aa918,91,,,"[56.1, 68.0]",68314,3,,,,-1.6546329,,Right Foot,,,"[53.1, 32.3]",,Ground Pass,,35.82583,,,,,Oleguer Presas Renom,25873.0,,,,,,1,From Throw In,Carles Puyol i Saforcada,20125.0,Left Center Back,11,Barcelona,217,['eb0ac086-969c-41d4-ac43-888763d0b372'],23,,,,,,,,,,,,,,,,Barcelona,217,00:03:23.955,Pass,,2004/2005
,,,,,,,,,,,,,,,,1.104945,,,,,,,,,,,,,751e884a-c521-4caf-8372-c819fe9adcf4,94,,,"[53.1, 32.3]",68314,3,,,,-0.9461609,,Right Foot,,,"[62.4, 19.4]",,Ground Pass,,15.90283,,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Throw In,Oleguer Presas Renom,25873.0,Right Center Back,11,Barcelona,217,['d168349c-1663-42fa-8cd3-c943d4c1bf95'],26,,,,,,,,,,,,,,,,Barcelona,217,00:03:26.691,Pass,,2004/2005
,,,,,,,,,,,,,,,,1.171678,,,,,,,,,,,,,bd8e0b27-101b-49ea-ad29-b080db51c711,97,,,"[62.7, 19.3]",68314,3,,,,2.5276396,,Right Foot,,,"[46.1, 31.0]",,Low Pass,,20.308865,,,,,Oleguer Presas Renom,25873.0,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,11,Barcelona,217,['4886a284-3bd5-4396-a347-68c86c90aeae'],27,,,,,,,,,,,,,,,,Barcelona,217,00:03:27.835,Pass,,2004/2005
,,,,,,,,,,,,,,,,1.407465,,,,,,,,,,,,,485363b1-58c8-40bf-9033-c4a787cd3fd3,100,,,"[46.1, 31.0]",68314,3,,,,1.3082756,,Right Foot,,,"[52.2, 53.7]",,Ground Pass,,23.505318,,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Throw In,Oleguer Presas Renom,25873.0,Right Center Back,11,Barcelona,217,['645f74dd-4289-4b59-966a-67394b0b8818'],29,,,,,,,,,,,,,,,,Barcelona,217,00:03:29.915,Pass,,2004/2005
,,,,,,,,,,,,,,,,1.129349,,,,,,,,,,,,,badef6b4-afeb-4666-bdc7-c429d1c7eb7a,103,,,"[53.9, 54.4]",68314,3,,,,-0.8808923,,Right Foot,,,"[65.7, 40.1]",,Ground Pass,,18.539957,,,,,Rafael Márquez Álvarez,5558.0,,,,,,1,From Throw In,Carles Puyol i Saforcada,20125.0,Left Center Back,11,Barcelona,217,['80e9acc7-443e-4565-8341-3b6672cbc3ee'],33,,,,,,,,,,,,,,,,Barcelona,217,00:03:33.120,Pass,,2004/2005
,,,,,,,,,,,,,,,,1.093792,,,,,,,,,,,,,1195246d-c384-47f7-bc90-abcfb4e31649,106,,,"[65.7, 40.1]",68314,3,,,,-2.5415425,,Right Foot,,,"[56.2, 33.6]",,Ground Pass,,11.510864,,,,,Oleguer Presas Renom,25873.0,,,,,,1,From Throw In,Rafael Márquez Álvarez,5558.0,Center Defensive Midfield,11,Barcelona,217,['56c1f036-8406-44c4-8832-2fbc46f0d0b9'],34,,,,,,,,,,,,,,,,Barcelona,217,00:03:34.507,Pass,,2004/2005
,,,,,,,,,,,,,,,,0.968203,,,,,,,,,,,,,6a94c374-ca0f-40de-af63-36899c0a893e,109,,,"[55.9, 29.2]",68314,3,,,,-0.39633372,,Right Foot,,,"[74.3, 21.5]",,Ground Pass,,19.946178,,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Throw In,Oleguer Presas Renom,25873.0,Right Center Back,11,Barcelona,217,['edd4d09b-7c55-451e-b89b-7dda68eafeb0'],37,,,,,,,,,,,,,,,,Barcelona,217,00:03:37.253,Pass,,2004/2005
,,,,,,,,,,,,,,,,3.546277,,,,,,,,,,,,,5d328198-4146-4add-ad60-4764e6a88d1e,113,,,"[73.3, 21.3]",68314,3,,,,-2.686974,,Right Foot,,,"[37.7, 3.9]",,Low Pass,,39.62474,,,,,Oleguer Presas Renom,25873.0,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,11,Barcelona,217,"['4ad0adf0-c4cc-4b86-a6fc-ae9e313ff9eb', 'bbef9dfb-4b0b-4cc2-9ef7-08a93ffe445e']",38,,,,,,,,,,,,,,,,Barcelona,217,00:03:38.250,Pass,True,2004/2005
