50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,eb1316e7-752d-45d5-996f-68c2fd509f44,1,,,266045,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4691, 'name': 'Claudio Andrés Bravo Muñoz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 7068, 'name': 'Marc Bartra Aregall'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 22102, 'name': 'Adriano Correia Claro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6998, 'name': 'Rafael Alcântara do Nascimento'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2014/2015
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,99a1f90c-5939-4e4d-b7dc-b99fb2495abe,2,,,266045,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6694, 'name': 'Gerónimo Rulli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8724, 'name': 'Carlos Martínez Díez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 16622, 'name': 'Mikel González de Martín Martínez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 6674, 'name': 'Alberto De La Bella Madureño'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 6899, 'name': 'Rubén Pardo Gutiérrez'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6633, 'name': 'Markel Bergara Larrañaga'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6690, 'name': 'Xabier Prieto Argarate'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 6770, 'name': 'Esteban Félix Granero Molina'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 6673, 'name': 'Sergio Canales Madrazo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 16}, {'player': {'id': 5560, 'name': 'Carlos Alberto Vela Garrido'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Real Sociedad,210,00:00:00.000,Starting XI,,2014/2015
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,702a05f4-d152-4384-91a6-6f472d9e2c2f,3,,,266045,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['403d497e-f1ab-427f-a6fa-0561055ad665'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2014/2015
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,403d497e-f1ab-427f-a6fa-0561055ad665,4,,,266045,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['702a05f4-d152-4384-91a6-6f472d9e2c2f'],0,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.000,Half Start,,2014/2015
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b4686055-5202-49ae-862b-7431b2ef1e77,1704,,,266045,45,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,87,Barcelona,217,['6e726fe4-5c4e-4990-a66a-a4e643b5d492'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2014/2015
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6e726fe4-5c4e-4990-a66a-a4e643b5d492,1705,,,266045,45,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,87,Barcelona,217,['b4686055-5202-49ae-862b-7431b2ef1e77'],0,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.000,Half Start,,2014/2015
,,,,,,,,,,,,,,,,0.136813,,,,,,,,,,,,,60a7e3f2-a48c-4647-97f0-03fe3e25096d,5,,"[60.0, 40.0]",266045,0,,,,1.7681919,,Right Foot,,"[59.4, 43.0]",Ground Pass,,3.0594118,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Kick Off,1,From Kick Off,Luis Alberto Suárez Díaz,5246.0,Center Forward,2,Barcelona,217,['6ff096e1-d1e9-4985-b406-849acd158e46'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.640,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.156714,,,,,,,,,,,,,8e1d669f-0ef9-4542-b9eb-db0ce6be9ad3,8,,"[59.8, 43.6]",266045,0,,,,3.0053453,,Left Foot,,"[47.4, 45.3]",Ground Pass,,12.515989,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,2,Barcelona,217,['a5c911f8-75bf-4643-b23c-54b0200bf10a'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.012,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.627324,,,,,,,,,,,,,9f2fdaae-cb4a-4e48-9939-e48265192ec4,11,,"[52.9, 38.0]",266045,0,,,,-1.7437714,,Right Foot,,"[48.2, 11.1]",Ground Pass,,27.307508,,,,Adriano Correia Claro,22102.0,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,2,Barcelona,217,['3078eb4c-6ddb-4894-ba91-294febefbe10'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:03.426,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.599231,,,,,,,,,,,,,2f067ea8-329d-41b6-a842-9cb80b64bb83,14,,"[46.5, 11.1]",266045,0,,,,2.325435,,Left Foot,,"[33.9, 24.5]",Ground Pass,,18.393476,,,,Marc Bartra Aregall,7068.0,,,,,,1,From Kick Off,Adriano Correia Claro,22102.0,Left Back,2,Barcelona,217,['526142dd-2f56-41a0-a948-b70ffa824277'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:05.986,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.628387,,,,,,,,,,,,,be4d19c8-3bbe-4e6a-959e-81fd55899747,17,,"[38.4, 34.8]",266045,0,,,,1.3856745,,Right Foot,,"[43.4, 61.5]",Ground Pass,,27.164131,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Marc Bartra Aregall,7068.0,Left Center Back,2,Barcelona,217,['f07446b2-b264-4378-8cc8-125de924c04b'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.773,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.961682,,,,,,,,,,,,,e855d9b9-3fe8-4ce9-b353-b7208cab4cd2,20,,"[43.4, 61.5]",266045,0,,,,-1.6250561,,Right Foot,,"[41.7, 30.2]",Ground Pass,,31.346132,,,,Marc Bartra Aregall,7068.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['d7bcbd10-37fe-4d14-8c92-78905bb1cce0'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:13.067,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.137918,,,,,,,,,,,,,007ca05c-932c-4632-bd23-e7c0224f7474,24,,"[41.5, 22.6]",266045,0,,,,-1.6462343,,Right Foot,,"[40.2, 5.4]",Ground Pass,,17.249058,,,,Adriano Correia Claro,22102.0,,,,,,1,From Kick Off,Marc Bartra Aregall,7068.0,Left Center Back,2,Barcelona,217,"['04373519-38e8-47d5-aee7-35b150bc2093', '2bbdb435-8627-4db4-b030-bf82226e43c2']",15,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:15.429,Pass,True,2014/2015
,,,,,,,,,,,,,,,,2.420521,,,,,,,,,,,,,39e82415-8d41-410a-bf65-9bbdaa97be99,27,,"[33.7, 10.6]",266045,0,,,,2.4619439,,Left Foot,,"[13.9, 26.6]",Ground Pass,,25.45663,,,,Claudio Andrés Bravo Muñoz,4691.0,,,,,,1,From Kick Off,Adriano Correia Claro,22102.0,Left Back,2,Barcelona,217,['dd42b745-13e3-43d6-9c27-31c9a4883a8e'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:17.625,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.942829,,,,,,,,,,,,,343088a7-e138-469d-a0de-8cc25245c236,30,,"[12.9, 28.9]",266045,0,,,,-1.1167947,,Right Foot,,"[19.0, 16.4]",Ground Pass,,13.90899,,,,Marc Bartra Aregall,7068.0,,,,,,1,From Kick Off,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,2,Barcelona,217,['801bfdef-4c8d-4712-801b-a887b535da6d'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:22.805,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.482303,,,,,,,,,,,,,997e3fb7-9588-40c0-ad8b-3ca2ada13799,34,,"[15.3, 19.1]",266045,0,,,,1.9155692,,Right Foot,,"[8.8, 37.2]",Ground Pass,,19.231745,,,,Claudio Andrés Bravo Muñoz,4691.0,,,,,,1,From Kick Off,Marc Bartra Aregall,7068.0,Left Center Back,2,Barcelona,217,"['30084930-0292-4cd7-b15e-d829ad822fc9', '6475bb4e-1a68-4b01-a756-5d0203a9180d']",24,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:24.665,Pass,True,2014/2015
,,,,,,,,,,,,,,,,1.954576,,,,,,,,,,,,,29c18520-0a1c-4ec4-93b0-1e023ed75168,37,,"[8.9, 39.6]",266045,0,,,,1.3549799,,Left Foot,,"[14.6, 65.6]",Ground Pass,,26.617476,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,2,Barcelona,217,['16d223c8-2c95-4ba1-81d2-c4cba09d04af'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:27.764,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.58082,,,,,,,,,,,,,66bf7196-3dbd-4a4d-8263-fdc2a12635da,40,,"[20.2, 64.9]",266045,0,,,,-0.29115793,,Right Foot,,"[50.9, 55.7]",High Pass,,32.04887,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,"['8002ac7d-0be0-4dd7-b1fb-df0208256f69', 'b38129e7-8d1a-4971-9d39-c1ec4208e230']",32,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:32.092,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.40238,,,,,,,,,,,,,b38129e7-8d1a-4971-9d39-c1ec4208e230,42,,"[69.2, 24.4]",266045,0,,,,0.67474097,,Head,,"[86.7, 38.4]",High Pass,,22.410934,,,,Carlos Alberto Vela Garrido,5560.0,,,,,Recovery,1,From Kick Off,Íñigo Martínez Berridi,6665.0,Left Center Back,2,Barcelona,217,"['66bf7196-3dbd-4a4d-8263-fdc2a12635da', 'bdb73583-6b4c-4897-9986-8094dba987db']",33,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:33.672,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.022122,,,,,,,,,,,,,85065707-75c3-468a-9dfc-c58fafdaeaa3,46,,"[82.6, 42.0]",266045,0,,,,0.81103355,,Left Foot,,"[88.3, 48.0]",Ground Pass,,8.275868,,Incomplete,,Xabier Prieto Argarate,6690.0,,,,,,1,From Kick Off,Carlos Alberto Vela Garrido,5560.0,Center Forward,2,Barcelona,217,"['30308cb6-068c-404c-9925-57b84622475e', 'a439d3ff-fd4e-4863-ac61-ee8b3a8640df', 'f7180fba-22a1-475c-867e-3772785acd0b']",37,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:37.225,Pass,True,2014/2015
