50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b42e2f2c-7372-4aa3-89a1-c0e5bc80e881,1,,,16240,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Villarreal,222,,0,,,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 6755, 'name': 'Sergio Asenjo Andrés'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 4629, 'name': 'José Ramiro Funes Mori'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 6752, 'name': 'Víctor Ruíz Torre'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 6772, 'name': 'Mario Gaspar Pérez Martínez'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 6737, 'name': 'Alfonso Pedraza Sag'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 16}, {'player': {'id': 11384, 'name': 'Manuel Morlanes Ariño'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 11386, 'name': 'Santiago Cazorla González'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 16335, 'name': 'Samuel Chimerenka Chukwueze'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 30}, {'player': {'id': 3497, 'name': 'Vicente Iborra De La Fuente'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3551, 'name': 'Karl Brillant Toko Ekambi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Villarreal,222,00:00:00.000,Starting XI,,2018/2019
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7ea94dfd-7e7f-44b8-9a53-1dbc7deecfc0,2,,,16240,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Villarreal,222,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 8206, 'name': 'Arturo Erasmo Vidal Pardo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 11392, 'name': 'Arthur Henrique Ramos de Oliveira Melo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3109, 'name': 'Malcom Filipe Silva de Oliveira'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 3501, 'name': 'Philippe Coutinho Correia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2018/2019
,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,True,719b4eee-794a-4ca4-90a2-edd3dc2e85d2,3,,,16240,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Villarreal,222,['8d101bba-3e14-4d7e-886b-504eeb7076fd'],0,,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.000,Half Start,,2018/2019
,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,True,8d101bba-3e14-4d7e-886b-504eeb7076fd,4,,,16240,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Villarreal,222,['719b4eee-794a-4ca4-90a2-edd3dc2e85d2'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2018/2019
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,39d8115b-d354-4ca4-b0fb-de46881ddd3d,2001,,,16240,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,90,Barcelona,217,['d59d5e4b-8d79-4e9f-809b-84b3cf6420d6'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2018/2019
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d59d5e4b-8d79-4e9f-809b-84b3cf6420d6,2002,,,16240,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,90,Barcelona,217,['39d8115b-d354-4ca4-b0fb-de46881ddd3d'],0,,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.000,Half Start,,2018/2019
,,,,,,,,,,,,,,,,,,,0.973372,,,,,,,,,,,,502da02a-ed1a-4235-844f-df11ed7e47de,5,,"[61.0, 41.0]",16240,0,,,,-2.7233684,,Right Foot,,,,"[43.0, 33.0]",,Ground Pass,,19.697716,,,Santiago Cazorla González,11386.0,,,,,Kick Off,1,From Kick Off,Karl Brillant Toko Ekambi,3551.0,Center Forward,2,Villarreal,222,['18bc1627-6f30-48ec-8c1e-84a8f9bf5b12'],0,,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.100,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,,0.944417,,,,,,,,,,,,5797246f-e6cf-4ded-9e32-27fa92814599,8,,"[46.0, 37.0]",16240,0,,,,1.6814536,,Right Foot,,,,"[44.0, 55.0]",,Ground Pass,,18.110771,,,Manuel Morlanes Ariño,11384.0,,,,,,1,From Kick Off,Santiago Cazorla González,11386.0,Left Center Midfield,2,Villarreal,222,['c79fcef1-d356-49e8-9baf-52dc66fb6402'],3,,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:03.121,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,,1.857355,,,,,,,,,,,,d86ae3f3-0152-485b-ada6-70bedc205c02,11,,"[47.0, 54.0]",16240,0,,,,-2.1471715,,Right Foot,,,,"[34.0, 34.0]",,Ground Pass,,23.853722,,,José Ramiro Funes Mori,4629.0,,,,,,1,From Kick Off,Manuel Morlanes Ariño,11384.0,Right Defensive Midfield,2,Villarreal,222,['a9b28915-6a0d-40d5-90a1-079b3d76607c'],6,,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:06.993,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,,1.524591,,,,,,,,,,,,15000f0b-a4a2-42aa-b799-873f5fdf714b,14,,"[37.0, 45.0]",16240,0,,,,-1.670465,,Right Foot,,,,"[35.0, 25.0]",,Ground Pass,,20.09975,,,Víctor Ruíz Torre,6752.0,,,,,,1,From Kick Off,José Ramiro Funes Mori,4629.0,Center Back,2,Villarreal,222,['619ac76f-bf93-4430-a444-b1a2606d7662'],11,,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:11.317,Pass,,2018/2019
