50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,1.311108,,,,,,,,,,,,a7545f7a-6c63-4291-b170-120657c84a6e,18,,"[36.0, 25.0]",16240,0,,,,1.2120256,,Right Foot,,,,"[42.0, 41.0]",,Ground Pass,,17.088007,,,Manuel Morlanes Ariño,11384.0,,,,,,1,From Kick Off,Víctor Ruíz Torre,6752.0,Left Center Back,2,Villarreal,222,['ab001d30-8a85-429a-a33a-bcd2b25589ae'],15,,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:15.402,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,,0.5192,,,,,,,,,,,,7eb5bf57-fa10-436e-ba89-e34be8f9c53d,22,,"[40.0, 31.0]",16240,0,,,,-0.09966865,,Left Foot,,,,"[50.0, 30.0]",,Ground Pass,,10.049875,Incomplete,,Santiago Cazorla González,11386.0,,,,,,1,From Kick Off,Manuel Morlanes Ariño,11384.0,Right Defensive Midfield,2,Villarreal,222,"['3d9b28a0-c9e1-4644-8904-9946737723c4', '7343f1c0-97d6-4c40-8bc5-e475e786ba78']",18,,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:18.827,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,,0.70593,,,,,,,,,,,,457380c0-41f9-474f-b7a6-8697deffa936,31,,"[73.0, 50.0]",16240,0,,,,-1.4536875,,Left Foot,,,,"[75.0, 33.0]",,Ground Pass,,17.117243,,,Arthur Henrique Ramos de Oliveira Melo,11392.0,,,,,Recovery,1,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,3,Barcelona,217,['3487f7e9-df93-4da3-b2cc-68fc42f25539'],23,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:23.744,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,2e033d4d-2dff-4f5c-9233-01483b7435ea,35,,"[73.0, 39.0]",16240,0,,,,1.3554386,,Right Foot,,,,"[80.0, 71.0]",,Ground Pass,,32.75668,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,Arthur Henrique Ramos de Oliveira Melo,11392.0,Left Center Midfield,3,Barcelona,217,['f2ca9206-c76b-49e6-97c2-1e5213cc27dc'],25,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:25.992,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,5fd32841-4d12-4cd9-a618-aed3defa9c77,38,,"[85.0, 71.0]",16240,0,,,,0.49934673,,Right Foot,,,,"[96.0, 77.0]",,Ground Pass,,12.529964,,,Malcom Filipe Silva de Oliveira,3109.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,3,Barcelona,217,['7f8ae8de-615a-4e64-a3e1-1d27b7f132a5'],29,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.363,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,,1.32,,,,,,,,,,,,73157bcc-d45f-460f-83e1-db76769f4de2,42,,"[90.0, 77.0]",16240,0,,,,-2.5308666,,Left Foot,,,,"[70.0, 63.0]",,Ground Pass,,24.41311,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,1,Regular Play,Malcom Filipe Silva de Oliveira,3109.0,Right Wing,3,Barcelona,217,"['6acd2ddb-4969-4ca7-bb8f-40ef1b752c6a', 'a4b6e669-6ecd-4e51-80cb-3c72d5c16602']",32,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:32.047,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,,,2.383892,,,,,,,,,,,,7b4c43c2-1dcb-4854-88f2-3221a21d3ba8,45,,"[69.0, 64.0]",16240,0,,,,2.6779451,,Right Foot,,,,"[55.0, 71.0]",,Ground Pass,,15.652476,,,Samuel Yves Umtiti,5492.0,,,,,,1,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,3,Barcelona,217,['7c4af7b9-50c2-41c8-ad85-e4e8f64e1e28'],33,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:33.447,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,,2.28,,,,,,,,,,,,8aa26a63-e7fa-4b8a-8f19-d1ba409dd847,49,,"[48.0, 70.0]",16240,0,,,,-1.815775,,Left Foot,,,,"[40.0, 38.0]",,Ground Pass,,32.984844,,,Clément Lenglet,6826.0,,,,,,1,Regular Play,Samuel Yves Umtiti,5492.0,Right Center Back,3,Barcelona,217,"['16de8ee3-ad07-4408-8d07-893d6cc6c0de', '29e2eecc-3d9f-42c1-b6fe-288e64e6566d']",36,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.409,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,c1595a67-3a8d-4d22-9aef-139362fe0e4e,53,,"[37.0, 37.0]",16240,0,,,,2.695487,,Left Foot,,,,"[14.0, 48.0]",,Low Pass,,25.495098,,,Marc-André ter Stegen,20055.0,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,3,Barcelona,217,"['0f0f4842-0800-4e92-9611-a57409a4b168', '95df876f-b793-4c82-932c-a66b30836e7e']",38,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.894,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,,,1.76,,,,,,,,,,,,6138ac8e-2799-4965-b0e1-f2cb531bc0c8,57,,"[14.0, 50.0]",16240,0,,,,-1.3667784,,Right Foot,,,,"[20.0, 21.0]",,Ground Pass,,29.614185,,,Clément Lenglet,6826.0,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,3,Barcelona,217,"['433ec055-ff2b-4c85-8e8b-260b58db1bed', 'fcb309cd-d1c4-42ec-8687-bdfe41c5d6a6']",41,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.940,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,e24bfb0f-cf37-41d4-9210-fab458642f0b,61,,"[34.0, 17.0]",16240,0,,,,0.047583103,,Left Foot,,,,"[55.0, 18.0]",,Ground Pass,,21.023796,,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,3,Barcelona,217,"['1c95e30a-232a-4711-a123-a4386d3704f6', '24a7f473-5bc8-482d-8583-cd5a6fae8cb2']",46,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:46.851,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,,,1.6521,,,,,,,,,,,,2b9743f4-2acb-46b5-b100-3396e3814c3e,65,,"[55.0, 18.0]",16240,0,,,,-1.1341692,,Left Foot,,,,"[62.0, 3.0]",,Ground Pass,,16.552946,,,Philippe Coutinho Correia,3501.0,,,,,,1,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,3,Barcelona,217,"['6d75e67a-efd7-42d7-928f-3a058f0db7ba', '91245ebf-d733-49b4-8572-613c5131191e']",48,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:48.171,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,,,1.5114,,,,,,,,,,,,c2db11d6-a6fa-43e9-ab48-828c87813eed,69,,"[64.0, 4.0]",16240,0,,,,0.6202495,,Right Foot,,,,"[78.0, 14.0]",,Ground Pass,,17.20465,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,3,Barcelona,217,"['dda90c38-6194-415e-a3cf-3400834af412', 'e7291afa-f940-473b-9ce3-ab858db656aa']",50,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:50.359,Pass,,2018/2019
,,,,,,,,,,,,,True,,,,,,2.966945,,,,,,,,,,,,dda90c38-6194-415e-a3cf-3400834af412,71,,"[43.0, 67.0]",16240,0,,,,-2.4539213,,Left Foot,,,,"[15.0, 44.0]",,Ground Pass,,36.23534,,,Sergio Asenjo Andrés,6755.0,,,,,Interception,1,Regular Play,José Ramiro Funes Mori,4629.0,Center Back,4,Villarreal,222,"['8c341586-808e-4b62-9868-e2025bf816cf', 'c2db11d6-a6fa-43e9-ab48-828c87813eed']",51,,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:51.871,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,,1.399096,,,,,,,,,,,,96549efd-c9e8-4a93-8b8b-f93203eff665,74,,"[16.0, 46.0]",16240,0,,,,1.4056476,,Right Foot,,,,"[19.0, 64.0]",,Ground Pass,,18.248287,,,José Ramiro Funes Mori,4629.0,,,,,,1,Regular Play,Sergio Asenjo Andrés,6755.0,Goalkeeper,4,Villarreal,222,['9d8db263-cc20-4ce6-891e-dc09b4f84322'],56,,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:56.282,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,,2.344758,,,,,,,,,,,,115c81f5-b788-4f4a-9b89-4073a1d83051,78,,"[25.0, 70.0]",16240,1,,,,-0.6857295,,Right Foot,,,,"[58.0, 43.0]",,High Pass,,42.638012,,,Karl Brillant Toko Ekambi,3551.0,,,,,,1,Regular Play,José Ramiro Funes Mori,4629.0,Center Back,4,Villarreal,222,['6f66d475-db7c-4bec-a532-a78ae25c4aad'],0,,,,,,,,,,,,,,,,,,,Villarreal,222,00:01:00.332,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,,3.079152,,,,,,,,,,,,d561e020-61b7-44cf-9bfd-66da8fb97a51,84,,"[60.0, 42.0]",16240,1,True,,,2.714965,,Right Foot,,,,"[49.0, 47.0]",,Ground Pass,,12.083046,,,Santiago Cazorla González,11386.0,,,,,Free Kick,1,From Free Kick,Manuel Morlanes Ariño,11384.0,Right Defensive Midfield,5,Villarreal,222,['1e69652b-765e-4bba-9774-9aa89747b3e7'],12,,,,,,,,,,,,,,,,,,,Villarreal,222,00:01:12.960,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,,1.255495,,,,,,,,,,,,da5553f4-412d-45c6-9f43-d3a9050d511f,86,,"[52.0, 48.0]",16240,1,,,,1.1071488,,Right Foot,,,,"[61.0, 66.0]",,Ground Pass,,20.12461,,,Vicente Iborra De La Fuente,3497.0,,,,,,1,From Free Kick,Santiago Cazorla González,11386.0,Left Center Midfield,5,Villarreal,222,['8b97e915-496b-4611-b085-ddd6b2782536'],19,,,,,,,,,,,,,,,,,,,Villarreal,222,00:01:19.150,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,,1.210408,,,,,,,,,,,,70090bb4-61b9-434f-829e-ab0f386c603f,90,,"[56.0, 65.0]",16240,1,,,,2.2730532,,Right Foot,,,,"[45.0, 78.0]",,Ground Pass,,17.029387,,,Mario Gaspar Pérez Martínez,6772.0,,,,,,1,From Free Kick,Vicente Iborra De La Fuente,3497.0,Left Wing,5,Villarreal,222,['77cebdb9-f7fa-4858-a8f4-837791510bfd'],21,,,,,,,,,,,,,,,,,,,Villarreal,222,00:01:21.120,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,,4.0821,,,,,,,,,,,,c64c0bb0-f626-4674-8152-62252628ed3d,94,,"[41.0, 79.0]",16240,1,,,,-0.2758059,,Right Foot,,,,"[94.0, 64.0]",,High Pass,,55.081757,Incomplete,,Samuel Chimerenka Chukwueze,16335.0,,,,,,1,From Free Kick,Mario Gaspar Pérez Martínez,6772.0,Right Wing Back,5,Villarreal,222,"['3d00e6fa-27c0-4e3b-9f2c-a2173c1565df', '746fb9ef-cbc5-41d0-b9b4-cb5d28bfcb62', 'c55e9e59-cb96-4ae6-8420-5f9df9321693']",26,,,,,,,,,,,,,,,,,,,Villarreal,222,00:01:26.259,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,,,1.539533,,,,,,,,,,,,3d00e6fa-27c0-4e3b-9f2c-a2173c1565df,97,,"[27.0, 17.0]",16240,1,,,,2.406153,,Left Foot,,,,"[6.0, 36.0]",,Ground Pass,,28.319605,,,Marc-André ter Stegen,20055.0,,,,,Recovery,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,6,Barcelona,217,"['b4a6fb9f-ba98-4f6f-aec5-3abfcc87de1a', 'c64c0bb0-f626-4674-8152-62252628ed3d', 'ed6f14d5-719d-47e0-bb8b-28eda9e66ef7']",30,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:30.341,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,,,3.04,,,,,,,,,,,,f8089784-ce7a-4c6f-8507-67ad9adf9b03,101,,"[9.0, 46.0]",16240,1,,,,0.33745608,,Right Foot,,,,"[66.0, 66.0]",,High Pass,,60.40695,,,Malcom Filipe Silva de Oliveira,3109.0,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,6,Barcelona,217,['f16199a6-771a-4196-b1e9-3c356bab5670'],34,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:34.960,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,,1.667851,,,,,,,,,,,,8844889c-86ea-4995-9b95-f237ea2e5aa8,104,,"[66.0, 66.0]",16240,1,,,True,-0.82537687,,,,,,"[78.0, 53.0]",,High Pass,,17.691807,Incomplete,,,,,,,,,1,Regular Play,Malcom Filipe Silva de Oliveira,3109.0,Right Wing,6,Barcelona,217,"['25f39eda-0900-4ac9-863f-23e201569371', 'e5620291-9d7f-43e5-90a2-9ab12a2140b8']",38,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:38.080,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,,,1.133898,,,,,,,,,,,,e427e38a-c1ab-4f85-905e-e8db41f6e3ae,107,,"[47.0, 24.0]",16240,1,,,,-1.4601392,,Right Foot,,,,"[49.0, 6.0]",,Ground Pass,,18.110771,,,Víctor Ruíz Torre,6752.0,,,,,,1,Regular Play,José Ramiro Funes Mori,4629.0,Center Back,7,Villarreal,222,['df82f476-aae0-4a1b-b411-e705b226ac69'],41,,,,,,,,,,,,,,,,,,,Villarreal,222,00:01:41.523,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,,1.332367,,,,,,,,,,,,37322a8b-4621-41d0-84b1-c49427ef6296,114,,"[49.0, 12.0]",16240,1,,,,1.152572,,Left Foot,,,,"[53.0, 21.0]",,Ground Pass,,9.848858,,,Santiago Cazorla González,11386.0,,,,,,1,Regular Play,Víctor Ruíz Torre,6752.0,Left Center Back,7,Villarreal,222,['ce026d2c-9508-4f98-88c2-833793e08cbc'],45,,,,,,,,,,,,,,,,,,,Villarreal,222,00:01:45.196,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,,0.772418,,,,,,,,,,,,c25119bf-57bb-44ef-822d-d94ba89f9fdd,118,,"[57.0, 11.0]",16240,1,,,,0.5404195,,Left Foot,,,,"[72.0, 20.0]",,Ground Pass,,17.492855,,,Karl Brillant Toko Ekambi,3551.0,,,,,,1,Regular Play,Santiago Cazorla González,11386.0,Left Center Midfield,7,Villarreal,222,['6c2f56dd-6b54-4c65-91f5-b892353e28a8'],48,,,,,,,,,,,,,,,,,,,Villarreal,222,00:01:48.174,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,,1.936848,,,,,,,,,,,,7d47ae80-feb1-4697-acdb-a4cd24115fec,121,,"[65.0, 25.0]",16240,1,,,,2.0736396,,Right Foot,,,,"[54.0, 45.0]",,Ground Pass,,22.825424,Incomplete,,Álvaro González Soberón,6762.0,,,,,,1,Regular Play,Karl Brillant Toko Ekambi,3551.0,Center Forward,7,Villarreal,222,"['02d90c28-4e46-47eb-add9-30ba7767b206', '3e51abe9-50c7-4d7a-924d-774ccfca1e73']",49,,,,,,,,,,,,,,,,,,,Villarreal,222,00:01:49.946,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,,2.56,,,,,,,,,,,,f6d09822-1c24-4066-9f89-cf67a85ee953,125,,"[85.0, 39.0]",16240,1,,,,-0.8567056,23ab8432-f90d-4ef4-8a55-1cadffd35990,Right Foot,,,,"[98.0, 24.0]",,Ground Pass,,19.849434,,,Luis Alberto Suárez Díaz,5246.0,True,,,,,1,From Counter,Philippe Coutinho Correia,3501.0,Left Wing,8,Barcelona,217,['3d30d56e-b49e-4cd0-a390-45cf14193745'],54,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:54.135,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,,1.1274,,,,,,,,,,,,1c2dffb3-62fe-4da2-8ee0-6f0e83fddfa5,131,,"[120.0, 1.0]",16240,2,,,,1.7088023,,Right Foot,,,,"[115.0, 37.0]",,High Pass,True,36.345562,Incomplete,,,,,,Inswinging,,Corner,1,From Corner,Philippe Coutinho Correia,3501.0,Left Wing,9,Barcelona,217,['e306f62c-1403-4c5f-b559-7bc577e9089f'],28,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:28.617,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,,1.84689,,,,,,,,,,,,603cbdc7-6759-4b2f-893c-fae01e5b5261,133,,"[99.0, 1.0]",16240,2,,,,2.7367008,,,,,,"[78.0, 10.0]",,Low Pass,,22.847319,,,Sergio Busquets i Burgos,5203.0,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,10,Barcelona,217,['0d60b15a-b260-480c-b4d5-619c83a989f8'],42,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:42.334,Pass,,2018/2019
