50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.784206,,,,,,,,,,,,,8be6f1ba-b700-452d-bda9-cb8f95bad50f,1896,,,"[59.7, 14.7]",69296,36,,,,0.7803221,,Right Foot,,,"[69.6, 24.5]",,Ground Pass,,13.930183,,,,,Abel Enrique Aguilar Tapia,6192.0,,,,,,,1,Regular Play,Jorge López Marco,26744.0,Right Wing,79,Hércules,1218,['3a1ab45c-2d8c-4d1c-89aa-c4e7f9f4fbc6'],41,,,,,,,,,,,,,,,,,Hércules,1218,00:36:41.278,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.428092,,,,,,,,,,,,,05c58eee-f216-454e-b95c-78adc5de56d2,1902,,,"[54.7, 58.1]",69296,36,True,,,-1.5707964,,Right Foot,,,"[54.7, 40.9]",,Low Pass,,17.2,,,Incomplete,,,,,,,,,Free Kick,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,80,Barcelona,217,['5794e225-3ac2-447e-bc0c-c558b04f3149'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:36:52.564,Pass,,2010/2011
,,,,,,,,,,,,,,,,2.504436,,,,,,,,,,,,,90e0c37d-fb86-4efd-a4e8-91dc0e768198,1905,,,"[65.0, 36.3]",69296,36,,,,-1.1499467,,Left Foot,,,"[80.8, 1.0]",,Ground Pass,,38.674667,,,Out,,Francisco Femenía Far,3269.0,,,,,,,1,Regular Play,Matías Lionel Fritzler,26751.0,Right Defensive Midfield,81,Hércules,1218,"['4c4c34da-caf5-460c-bd3c-f25b8f42d0a4', 'ff4b8007-5eb5-4e14-b03f-9c2edcb202f0']",54,,,,,,,,,,,,,,,,,Hércules,1218,00:36:54.247,Pass,True,2010/2011
,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,23e8dbf4-7a59-46ef-8e21-bd0214e15d32,1907,,,"[27.2, 80.0]",69296,37,True,,,-0.7604034,,,,,"[35.4, 72.2]",,Low Pass,,11.317244,,,,,Xavier Hernández Creus,20131.0,,,,,,Throw-in,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,82,Barcelona,217,['4cd7731a-f0fe-45a7-8704-46ae50a64e9f'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:37:04.940,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.676,,,,,,,,,,,,,8bc8afa2-8f56-4ffb-bf7b-60d38ed441e4,1909,,,"[35.4, 72.2]",69296,37,,,,2.5003488,,Right Foot,,,"[28.3, 77.5]",,Ground Pass,,8.860023,,,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,82,Barcelona,217,['4aad7821-981a-484e-b130-d4e612b7a04b'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:37:05.846,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.699412,,,,,,,,,,,,,14001bb1-7936-46ca-8927-986184b558fc,1912,,,"[28.3, 77.5]",69296,37,,,,-1.2730961,,Right Foot,,,"[31.0, 68.7]",,Ground Pass,,9.20489,,,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,82,Barcelona,217,['5c8e69dd-0ac7-4f30-8589-c183ce1b944d'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:37:07.506,Pass,,2010/2011
,,,,,,,,,,,,,,,,2.04564,,,,,,,,,,,,,ece1df62-94b7-4778-94e4-d6839500a7f6,1919,,,"[56.8, 35.2]",69296,37,,,,-0.9752245,,Right Foot,,,"[75.3, 7.9]",,Ground Pass,,32.97787,,,,,David Villa Sánchez,12737.0,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,82,Barcelona,217,['bd7d7310-d979-4463-8671-8aedbbd8af86'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:37:15.053,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.094368,,,,,,,,,,,,,866e378e-5af8-4044-90d9-90f818666676,1922,,,"[84.0, 13.0]",69296,37,,,,2.154775,,Left Foot,,,"[76.4, 24.5]",,Ground Pass,,13.784411,,,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Throw In,David Villa Sánchez,12737.0,Left Wing,82,Barcelona,217,['138b509c-ad99-4974-9efc-adc54378f7ec'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:37:19.980,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.884636,,,,,,,,,,,,,a1d5d936-6484-4283-8f84-6f933457e01f,1925,,,"[76.4, 24.5]",69296,37,,,,2.3561945,,Right Foot,,,"[74.1, 26.8]",,Ground Pass,,3.2526913,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,82,Barcelona,217,['fe88de50-8a69-4007-ba5a-0397b94540fb'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:37:23.748,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.6283,,,,,,,,,,,,,72909742-350d-4bbc-8d78-f61d2b522d22,1928,,,"[75.1, 24.9]",69296,37,,,,-0.4241944,,Left Foot,,,"[84.4, 20.7]",,Ground Pass,,10.204411,,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,82,Barcelona,217,['83cc11d6-2f41-4e2c-974f-86b3de670e84'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:37:24.753,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.6215,,,,,,,,,,,,,9c1f8f3c-4848-483a-bf66-bc8511d0afe9,1931,,,"[84.0, 21.6]",69296,37,,,,-2.8926299,,Left Foot,,,"[78.1, 20.1]",,Ground Pass,,6.0876927,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,82,Barcelona,217,"['17d4ec82-7a4f-4afe-a254-2b32423d6db9', '3dd5bdb0-5e20-4faa-8417-37cb6182ad4f']",25,,,,,,,,,,,,,,,,,Barcelona,217,00:37:25.381,Pass,True,2010/2011
,,,,,,,,,,,,,,,,0.96875,,,,,,,,,,,,,43a0f005-c463-4efc-b5d0-ba241af3dc76,1934,,,"[85.8, 17.4]",69296,37,,,,-0.72016424,,Right Foot,,,"[96.4, 8.1]",,Ground Pass,,14.1014185,,,,,David Villa Sánchez,12737.0,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,82,Barcelona,217,['774ddba8-28af-4711-bb8e-9f36070da385'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:37:26.778,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.066511,,,,,,,,,,,,,025852b6-6ded-4230-83c6-aa77d31240c0,1938,,,"[92.4, 7.7]",69296,37,,,,2.4574513,,Right Foot,,,"[82.1, 16.1]",,Ground Pass,,13.290975,,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Throw In,David Villa Sánchez,12737.0,Left Wing,82,Barcelona,217,"['5b22922f-980c-494c-8162-ff0fac2412bf', 'fd2bbdae-484a-43e0-b51a-d6ccc50c069d']",28,,,,,,,,,,,,,,,,,Barcelona,217,00:37:28.691,Pass,True,2010/2011
,,,,,,,,,,,,,,,,0.7026,,,,,,,,,,,,,8d38b438-2f6f-4772-9bfa-fe45864d5986,1941,,,"[84.6, 22.0]",69296,37,,,,0.5382217,,Right Foot,,,"[98.0, 30.0]",,Ground Pass,,15.606409,,,,,David Villa Sánchez,12737.0,,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,82,Barcelona,217,['eac03605-ca15-45fd-b32b-cc6fc1035651'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:37:31.419,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.739288,,,,,,,,,,,,,10552e66-1064-4bd0-9df5-1f391fabe2ed,1944,,,"[98.0, 30.0]",69296,37,,,,-0.48344702,,Left Foot,,,"[106.0, 25.8]",,Ground Pass,,9.035485,,,Incomplete,,,,,,,,,,1,From Throw In,David Villa Sánchez,12737.0,Left Wing,82,Barcelona,217,['83ffc4b0-590f-4be4-933b-584f3e053d42'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:37:32.183,Pass,,2010/2011
,,,,,,,,,,,,,,,,3.01342,,,,,,,,,,,,,eebc1da6-51e3-4246-ab62-9e604b64485c,1946,,,"[76.0, 37.6]",69296,37,,,,-1.4524097,,Right Foot,,,"[78.7, 14.9]",,Low Pass,,22.860008,,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,Recovery,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,82,Barcelona,217,['8fa45641-96b2-4151-b982-b174a4692efd'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:37:34.577,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.6987,,,,,,,,,,,,,27097249-5d88-4eaf-a503-e9d4b24a287c,1949,,,"[84.2, 19.3]",69296,37,,,,-0.028977394,,Left Foot,,,"[91.1, 19.1]",,Ground Pass,,6.902898,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,82,Barcelona,217,['f4cafa85-a45f-4c27-951b-eb9c0b336b65'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:37:40.110,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.284609,,,,,,,,,,,,,37260e01-8b4d-4623-9872-266b88793758,1952,,,"[91.1, 19.1]",69296,37,,,,2.1910458,,Left Foot,,,"[87.1, 24.7]",,Ground Pass,,6.8818603,,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,82,Barcelona,217,['cd2dc05e-01bb-4383-984f-327a09a69bd1'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:37:41.458,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.894217,,,,,,,,,,,,,db8b2757-e983-475b-9ed6-a26b06f065a0,1958,,,"[69.9, 24.7]",69296,37,,,,0.0,,Head,,,"[78.3, 24.7]",,High Pass,,8.4,,,,,Andrés Iniesta Luján,5216.0,,,,,,Recovery,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,82,Barcelona,217,['942d8d7b-a363-403e-a12f-cd37c18016af'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:37:46.037,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.257818,,,,,,,,,,,,,5729b18b-ddb9-4253-b552-adc256a1d01c,1965,,,"[49.2, 64.5]",69296,37,,,,-0.29849893,,Right Foot,,,"[58.3, 61.7]",,Low Pass,,9.521029,,,,,Jorge López Marco,26744.0,,,,,,,1,From Throw In,Matías Lionel Fritzler,26751.0,Right Defensive Midfield,82,Barcelona,217,['b7399302-223a-4f33-98a0-a8641071555c'],54,,,,,,,,,,,,,,,,,Hércules,1218,00:37:54.857,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.366302,,,,,,,,,,,,,c595b747-ee44-492b-ab00-937674927385,1971,,,"[52.9, 7.3]",69296,37,,,,0.9569243,,Right Foot,,,"[63.4, 22.2]",,Ground Pass,,18.228,,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,82,Barcelona,217,['1e42429e-734c-4e6c-9194-683be90ae184'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:37:58.421,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.122415,,,,,,,,,,,,,495fb877-5bf4-4cee-a38f-f4a6d64448af,1974,,,"[63.4, 22.2]",69296,38,,,,0.7441517,,Right Foot,,,"[79.8, 37.3]",,Ground Pass,,22.292824,,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,82,Barcelona,217,['99f125d5-0635-4ae8-b679-8240a7986f31'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:38:00.687,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.8438,,,,,,,,,,,,,6d86f16c-061f-47dc-8052-0e8601516b65,1978,,,"[80.2, 37.3]",69296,38,,,,-1.5454853,,Right Foot,,,"[80.4, 29.4]",,Low Pass,,7.902531,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,82,Barcelona,217,"['9ff502fa-acb4-49a7-a36d-7ff13f94c322', 'b2259565-6958-4d14-abff-0867f0140a99']",1,,,,,,,,,,,,,,,,,Barcelona,217,00:38:01.890,Pass,True,2010/2011
,,,,,,,,,,,,,,,,2.215423,,,,,,,,,,,,,e8fec160-8db7-44dd-9466-665e58b4be87,1981,,,"[84.6, 32.5]",69296,38,,,,1.3577664,,Left Foot,,,"[90.7, 60.7]",,Ground Pass,,28.85221,,,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,82,Barcelona,217,['141e1c04-dd01-4512-a860-7f468b8e4c12'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:38:04.419,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.320927,,,,,,,,,,,,,00d3adc4-a042-4fb4-8920-e60b71144474,1987,,,"[42.1, 4.8]",69296,38,,True,,-1.6756732,,Left Foot,,,"[41.7, 1.0]",,Ground Pass,,3.8209946,,,Injury Clearance,,,,,,,,,,1,From Throw In,Francisco Peña Romero,25900.0,Left Back,82,Barcelona,217,,18,,,,,,,,,,,,,,,,,Hércules,1218,00:38:18.243,Pass,,2010/2011
,,,,,,,,,,,,,,,,2.248201,,,,,,,,,,,,,50e9ea65-e6bc-452a-b35f-61d719fd2e66,1989,,,"[64.6, 80.0]",69296,39,,,,-0.51136416,,,,,"[78.5, 72.2]",,High Pass,,15.938946,,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,Throw-in,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,83,Barcelona,217,['a93fb1d2-a380-4e35-9700-28b97d16f685'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:39:00.066,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.326381,,,,,,,,,,,,,47d6a0e2-3b4c-489e-bc0b-e01e9b2d2238,1992,,,"[78.5, 72.2]",69296,39,,True,,1.3921653,,Right Foot,,,"[79.8, 79.4]",,Ground Pass,,7.31642,,,Injury Clearance,,,,,,,,,,1,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,83,Barcelona,217,,3,,,,,,,,,,,,,,,,,Barcelona,217,00:39:03.189,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.3512,,,,,,,,,,,,,0ba456e0-b20b-472d-a3ab-6d35b70f07c2,1993,,,"[40.6, 1.0]",69296,39,,,,0.60091704,,,,,"[65.4, 18.0]",,High Pass,,30.067259,,,,,Nelson Antonio Haedo Valdez,26748.0,,,,,,Throw-in,1,From Throw In,Francisco Peña Romero,25900.0,Left Back,84,Hércules,1218,['d0eedab9-2069-4376-bbe5-dbf62afcd8b8'],17,,,,,,,,,,,,,,,,,Hércules,1218,00:39:17.046,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.940935,,,,,,,,,,,,,1ec0d206-5bff-40c6-9e09-67c3ddeb81fd,1996,,,"[65.4, 18.0]",69296,39,,,,3.0781858,,Other,,,"[59.1, 18.4]",,Low Pass,,6.3126855,,,,,David Sergio Trézéguet,19311.0,,,,,,,1,From Throw In,Nelson Antonio Haedo Valdez,26748.0,Center Attacking Midfield,84,Hércules,1218,['08e5a4d5-55b1-480b-93e6-2eb4116b202d'],18,,,,,,,,,,,,,,,,,Hércules,1218,00:39:18.597,Pass,,2010/2011
,,,,,,,,,,,,,,,,2.480749,,,,,,,,,,,,,9c399f60-4f63-4de5-9a5c-948a2dc42b71,1999,,,"[63.7, 17.2]",69296,39,,,,1.3226829,,Right Foot,,,"[77.0, 69.7]",,High Pass,,54.15847,,,,,Jorge López Marco,26744.0,,,True,,,,1,From Throw In,David Sergio Trézéguet,19311.0,Center Forward,84,Hércules,1218,['6fecc9e2-312f-490f-854b-6f3e9ccb35a4'],19,,,,,,,,,,,,,,,,,Hércules,1218,00:39:19.818,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.849652,,,,,,,,,,,,,e1f42b59-abb3-4e77-9756-aaf1b4e54876,2002,,,"[77.0, 69.7]",69296,39,,,,3.0535853,,Left Foot,,,"[70.2, 70.3]",,Low Pass,,6.8264194,,,,,David Cortés Caballero,25994.0,,,,,,,1,From Throw In,Jorge López Marco,26744.0,Right Wing,84,Hércules,1218,['68de6abb-9db3-46cb-af5a-c3ce5122f1a2'],22,,,,,,,,,,,,,,,,,Hércules,1218,00:39:22.531,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.712811,,,,,,,,,,,,,6d1ccfd4-ff1f-4a3d-9959-48c0bbc7464a,2006,,,"[79.1, 67.2]",69296,39,,,,-0.9242832,,Right Foot,,,"[83.1, 61.9]",,Ground Pass,,6.64003,,,,,Jorge López Marco,26744.0,,,,,,,1,From Throw In,David Cortés Caballero,25994.0,Right Back,84,Hércules,1218,"['67876f98-f2d9-4b8e-baef-f60a3f370419', 'bc91d4f2-9b20-4895-8cea-ce1490e499b1']",26,,,,,,,,,,,,,,,,,Hércules,1218,00:39:26.672,Pass,True,2010/2011
,,,,,,,,,,,,,,,,3.08479,,,,,,,,,,,,,5f436d66-64ca-45ee-922c-cfd5052a9dff,2009,,,"[83.1, 61.9]",69296,39,,,,0.89894277,,Right Foot,,,"[93.2, 74.6]",,High Pass,,16.226522,,,,,David Cortés Caballero,25994.0,,,,,,,1,From Throw In,Jorge López Marco,26744.0,Right Wing,84,Hércules,1218,['6a231c11-101c-4185-8ccb-4a431a5468d4'],27,,,,,,,,,,,,,,,,,Hércules,1218,00:39:27.545,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.751034,,,,,,,,,,,,,7037b4fb-abd1-43d0-9a3e-5d88685d7c3c,2012,,,"[104.5, 76.0]",69296,39,,,,-2.3561945,,Right Foot,,,"[100.1, 71.6]",,Ground Pass,,6.22254,,,,,Jorge López Marco,26744.0,,,,,,,1,From Throw In,David Cortés Caballero,25994.0,Right Back,84,Hércules,1218,['5dcef780-5bbe-4a2b-ad2c-810a31dec61d'],32,,,,,,,,,,,,,,,,,Hércules,1218,00:39:32.215,Pass,,2010/2011
,,,,,,,,,,,,,,,,2.593,,,,,,,,,,,,,ecc8ccbe-10b7-414c-852b-78b9b1048b59,2017,,,"[85.2, 72.2]",69296,39,,,,-1.0682462,,Left Foot,True,,"[106.8, 32.9]",,High Pass,,44.84473,,,Incomplete,,Francisco Femenía Far,3269.0,,,,,,,1,From Throw In,Jorge López Marco,26744.0,Right Wing,84,Hércules,1218,"['60106c0d-28b4-4729-a891-d71cc6c5c12c', '6974fda7-702a-4786-85a4-e69cddc13b42']",39,,,,,,,,,,,,,,,,,Hércules,1218,00:39:39.520,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.3998,,,,,,,,,,,,,cfec7c5f-ecc0-471a-9b65-700a04218eda,2023,,,"[101.6, 20.5]",69296,39,,,,0.94469273,,Left Foot,,,"[114.4, 38.2]",,High Pass,,21.843306,,,Incomplete,,David Sergio Trézéguet,19311.0,,,,,,,1,From Throw In,Francisco Peña Romero,25900.0,Left Back,84,Hércules,1218,"['247d1817-03db-441e-93e4-c1877edd9b05', '49e6d1da-b587-4e6e-b394-79158a39efaa', '5818f323-07d5-469c-9402-38f48acbfc10']",45,,,,,,,,,,,,,,,,,Hércules,1218,00:39:45.872,Pass,True,2010/2011
,,,,,,,,,,,,,,,,0.951758,,,,,,,,,,,,,a2b7af12-c7f6-489e-b25f-f33fe3991c54,2026,,,"[120.0, 1.0]",69296,40,,,,1.7053496,,Right Foot,,,"[116.9, 23.9]",,Ground Pass,,23.108873,,,,,Jorge López Marco,26744.0,,,,,,Corner,1,From Corner,Francisco Femenía Far,3269.0,Left Wing,85,Hércules,1218,['bbb6536c-e2fe-46af-aec9-09777a4e9a9c'],7,,,,,,,,,,,,,,,,,Hércules,1218,00:40:07.897,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.1105,,,,,,,,,,,,,89bb584f-8829-40c6-a955-b9378b84572e,2030,,,"[118.4, 23.7]",69296,40,,,,-2.3444302,,Right Foot,,,"[110.0, 15.1]",,Ground Pass,,12.021647,,,Incomplete,,Francisco Femenía Far,3269.0,,,,,,,1,From Corner,Jorge López Marco,26744.0,Right Wing,85,Hércules,1218,"['52ef7777-c390-4882-958b-eb9f1bda7217', '7a7fde9a-8153-42e5-8895-ead63e0df022', '86eb4b1c-13ea-4e1c-94a0-dab3c3cfe752']",9,,,,,,,,,,,,,,,,,Hércules,1218,00:40:09.815,Pass,True,2010/2011
,,,,,,,,,,,,,,,,2.6351,,,,,,,,,,,,,0da83d9f-408b-49f4-9828-8765225abd25,2035,,,"[1.6, 71.0]",69296,40,,,,-0.36387122,,Right Foot,,,"[40.2, 56.3]",,High Pass,,41.30436,,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,86,Barcelona,217,"['6a285e0d-dc0b-4474-a1f9-aeb6039019a0', '77a63551-fec8-4c5e-8cbd-52cb0cddf012']",12,,,,,,,,,,,,,,,,,Barcelona,217,00:40:12.392,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.424951,,,,,,,,,,,,,a8a631b7-f4fa-494e-9757-2e1fb5b57475,2041,,,"[40.9, 74.1]",69296,40,,,,0.13203976,,Right Foot,,,"[53.7, 75.8]",,Ground Pass,,12.912397,,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,86,Barcelona,217,['9a752632-c51e-4a52-92e9-044151fa9323'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:40:19.901,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.184788,,,,,,,,,,,,,bfffadd6-7d51-4bdd-94c6-120df900bc60,2049,,,"[40.0, 71.4]",69296,40,,,,-2.2215307,,Right Foot,,,"[33.3, 62.6]",,Ground Pass,,11.060289,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,86,Barcelona,217,"['150db6b2-03f9-40c9-b47d-2e0fefea05e1', 'a12c14d3-9642-4855-bf05-cea2ab20d7ee']",22,,,,,,,,,,,,,,,,,Barcelona,217,00:40:22.984,Pass,True,2010/2011
,,,,,,,,,,,,,,,,2.014064,,,,,,,,,,,,,d93e1787-4d53-477b-bd43-80014be7aec5,2052,,,"[33.3, 62.6]",69296,40,,,,-1.526757,,Right Foot,,,"[34.6, 33.1]",,Ground Pass,,29.52863,,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,86,Barcelona,217,['4a48d058-ff91-49b5-8319-270d4325e666'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:40:27.283,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.795033,,,,,,,,,,,,,06eb5a28-0f50-44df-bc1b-51bd130925ba,2055,,,"[33.3, 27.0]",69296,40,,,,-0.9710526,,Right Foot,,,"[41.3, 15.3]",,Ground Pass,,14.173567,,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,86,Barcelona,217,['6b530d49-c63a-4a4f-8d13-263689f4094c'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:40:30.052,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.497101,,,,,,,,,,,,,75a8a389-6e68-4dd5-ab86-33d153f0faf6,2058,,,"[62.5, 14.2]",69296,40,,,,1.0098474,,Left Foot,,,"[74.5, 33.3]",,Ground Pass,,22.556818,,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,86,Barcelona,217,['62a470af-63fd-4e16-a55b-944855a049ad'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:40:37.235,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.472794,,,,,,,,,,,,,6bdccc1b-ef34-48a8-8406-959d454794df,2061,,,"[83.3, 43.2]",69296,40,,,,1.4651307,,Right Foot,,,"[85.4, 63.0]",,Ground Pass,,19.911053,,,,,Daniel Alves da Silva,4324.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,86,Barcelona,217,['ea2794c3-e878-4015-a0e1-a17a82f11449'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:40:41.565,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.536804,,,,,,,,,,,,,07472e9f-ee3a-4834-8f57-e70278b7c72b,2064,,,"[99.9, 57.5]",69296,40,,,,0.64200413,,Right Foot,,,"[110.6, 65.5]",,Ground Pass,,13.360015,,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,86,Barcelona,217,['86b10ad3-d52b-4929-827e-6a607af94f9f'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:40:45.062,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.192637,,,,,,,,,,,,,8f789f8a-a41e-483e-8d0d-05531b93c955,2067,,,"[110.6, 65.5]",69296,40,,,,-1.8267394,,Right Foot,True,,"[105.0, 44.1]",,Ground Pass,,22.120579,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,86,Barcelona,217,['3906f756-c849-4d1e-9b2f-48f2241bf794'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:40:46.771,Pass,,2010/2011
