bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,2.039,,,,,,,,,,,,,,,7386f909-48c7-46e0-8e62-a7298d1bde1c,2581,,"[37.3, 20.2]",266240,66,,,,,1.3007923,,Left Foot,,,,"[47.9, 58.5]",Ground Pass,,39.73978,,,,,Javier Alejandro Mascherano,5506.0,,,,,,,2,From Throw In,Jérémy Mathieu,10609.0,Left Center Back,126,Barcelona,217,['bd162031-0353-4e7d-a6a3-4c183de73c6d'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:21:34.751,Pass,,2014/2015
,,,,,,,,,,,,,,1.392895,,,,,,,,,,,,,,,070b2054-bbcc-48ec-bb2e-7583d92aca7f,2584,,"[47.5, 57.5]",266240,66,,,,,-0.12970254,,Right Foot,,,,"[65.9, 55.1]",Ground Pass,,18.555862,,,,,Xavier Hernández Creus,20131.0,,,,,,,2,From Throw In,Javier Alejandro Mascherano,5506.0,Right Center Back,126,Barcelona,217,['84fa9518-2b04-4c2c-9b1e-a98489e1562e'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:21:38.242,Pass,,2014/2015
,,,,,,,,,,,,,,0.873,,,,,,,,,,,,,,,18edfa47-0e74-484b-afac-aa348ff545d7,2587,,"[75.2, 57.7]",266240,66,,,,,0.06027174,,Right Foot,,,,"[86.8, 58.4]",Ground Pass,,11.621101,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,2,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,126,Barcelona,217,['2971372f-535d-4a37-8b30-834caeb40419'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:21:42.635,Pass,,2014/2015
,,,,,,,,,,,,,,1.090613,,,,,,,,,,,,,,,51be82d2-7892-4a90-bb2b-e1b44c80ace3,2590,,"[87.6, 59.5]",266240,66,,,,,1.2924967,,Right Foot,,,,"[92.4, 76.3]",Ground Pass,,17.472263,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Throw In,Luis Alberto Suárez Díaz,5246.0,Center Forward,126,Barcelona,217,['9521b99b-1d5e-4c6c-8d8f-61a4e3034630'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:21:44.092,Pass,,2014/2015
,,,,,,,,,,,,,,1.608626,,,,,,,,,,,,,,,f3f1ca13-ea75-4a94-bb51-6f6af8f4ab74,2593,,"[87.6, 54.7]",266240,66,,,,,-1.3864719,,Left Foot,,,,"[92.0, 31.1]",Ground Pass,,24.006666,,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,126,Barcelona,217,['52bbf942-17a1-4ba1-a9ec-5bd33764484d'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:21:49.443,Pass,,2014/2015
,,,,,,,,,,,,,,1.2753,,,,,,,,,,,,,,,1cb786fc-afb6-4b79-b731-e5240e3615db,2596,,"[92.0, 29.1]",266240,66,,,,,-0.5880026,,Right Foot,,,,"[104.9, 20.5]",Ground Pass,,15.50387,,,,,Jordi Alba Ramos,5211.0,,,,,,,2,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,126,Barcelona,217,['39496a17-3de3-4c30-a3fb-1699e0293f4a'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:21:52.008,Pass,,2014/2015
,,,,,,,,,,,,,,0.7557,,,,,,,,,,,,,,,01ea4c79-5140-40b4-8b62-6979a82fc0d4,2599,,"[108.5, 20.2]",266240,66,,,,,1.8123621,f7fff567-3933-48e6-9ae5-ebd44a446862,Left Foot,True,,,"[105.1, 34.0]",Ground Pass,,14.21267,,,,,Xavier Hernández Creus,20131.0,True,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,126,Barcelona,217,['9e8957b0-3e7a-4651-95aa-58d04f42f0a3'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:21:53.483,Pass,,2014/2015
,,,,,,,,,,,,,,0.6408,,,,,,,,,,,,,,,d42d0896-0892-4124-9c90-869fc3ee1351,2603,,"[12.9, 48.6]",266240,67,,True,,,-0.123466894,,Drop Kick,,,,"[82.2, 40.0]",High Pass,,69.83158,,,Incomplete,,,,,,,,,,2,From Keeper,Gerónimo Rulli,6694.0,Goalkeeper,128,Real Sociedad,210,['7b582cf4-da4c-426d-8369-1b4838aec859'],14,,,,,,,,,,,,,,,,,Real Sociedad,210,00:22:14.579,Pass,,2014/2015
,,,,,,,,,,,,,,1.703574,,,,,,,,,,,,,,,1c4a274d-2a2f-4897-98c6-20bc995e3a1f,2605,,"[45.6, 51.8]",266240,67,,,,,-0.49506056,,Head,,,,"[66.9, 40.3]",High Pass,,24.206198,,,,,Sergio Canales Madrazo,6673.0,,,,,,Recovery,2,From Keeper,Carlos Martínez Díez,8724.0,Right Back,128,Real Sociedad,210,['67551e46-6a77-411c-8f77-5597ce93ac22'],17,,,,,,,,,,,,,,,,,Real Sociedad,210,00:22:17.027,Pass,,2014/2015
,,,,,,,,,,,,,,0.2209,,,,,,,,,,,,,,,c6d156af-17f5-4614-bff9-385770a2fa1b,2608,,"[66.9, 40.3]",266240,67,,,,True,1.8736812,,,,,,"[66.4, 41.9]",Low Pass,,1.6763054,,,Incomplete,,,,,,,,,,2,From Keeper,Sergio Canales Madrazo,6673.0,Center Attacking Midfield,128,Real Sociedad,210,"['8a356b1d-3cd2-4270-95b6-5823e08acd0c', 'b1832160-e44e-4cf5-b55d-572e7981d3a8']",18,,,,,,,,,,,,,,,,,Real Sociedad,210,00:22:18.731,Pass,True,2014/2015
,,,,,,,,,,,,,,2.53286,,,,,,,,,,,,,,,4eb81443-a9c7-40d3-91be-1d75abca2722,2614,,"[60.8, 43.7]",266240,67,,,,,-1.2633628,,Right Foot,,,,"[73.5, 3.7]",High Pass,,41.967724,,,,,Alberto De La Bella Madureño,6674.0,,,True,,,Free Kick,2,From Free Kick,Esteban Félix Granero Molina,6770.0,Left Defensive Midfield,129,Real Sociedad,210,['06661ac3-21b1-4c02-aebc-576e3d903260'],47,,,,,,,,,,,,,,,,,Real Sociedad,210,00:22:47.491,Pass,,2014/2015
,,,,,,,,,,,,,,2.006555,,,,,,,,,,,,,,,64ddd949-4ea5-4b10-bcc7-557244367584,2617,,"[74.9, 3.7]",266240,67,,,,,0.2701532,,Left Foot,,,,"[100.9, 10.9]",Ground Pass,,26.97851,,,,,Sergio Canales Madrazo,6673.0,,,,,,,2,From Free Kick,Alberto De La Bella Madureño,6674.0,Left Back,129,Real Sociedad,210,['c97bf4a8-ed55-41aa-a687-8ed5e208cf03'],51,,,,,,,,,,,,,,,,,Real Sociedad,210,00:22:51.336,Pass,,2014/2015
,,,,,,,,,,,,,,0.607336,,,,,,,,,,,,,,,4fdf3c20-2895-423e-b389-3be283eef931,2630,,"[102.2, 5.5]",266240,67,,,,,0.38633722,,Left Foot,,,,"[108.1, 7.9]",Low Pass,,6.369458,,,,,Alberto De La Bella Madureño,6674.0,,,,,,,2,From Free Kick,Sergio Canales Madrazo,6673.0,Center Attacking Midfield,129,Real Sociedad,210,['9bbb06a7-54f6-469b-9beb-966a092691c9'],57,,,,,,,,,,,,,,,,,Real Sociedad,210,00:22:57.802,Pass,,2014/2015
,,,,,,,,,,,,,,1.4623,,,,,,,,,,,,,,,1ea8bcc9-7fd1-4afe-b26a-79f6176dc5a9,2634,,"[118.1, 10.0]",266240,68,,,,,1.8370484,,Left Foot,True,,,"[108.8, 44.1]",High Pass,,35.34544,,,Incomplete,,Xabier Prieto Argarate,6690.0,,,,,,,2,From Free Kick,Alberto De La Bella Madureño,6674.0,Left Back,129,Real Sociedad,210,"['90506dec-3976-4032-ba4c-d8f22870b6a8', 'a3cb5635-dd76-4af0-96b5-46b814751fe3']",1,,,,,,,,,,,,,,,,,Real Sociedad,210,00:23:01.461,Pass,,2014/2015
,,,,,,,,,,,,,,1.386238,,,,,,,,,,,,,,,8de80cd5-ee89-4f50-b009-d5b06b81a300,2643,,"[32.3, 78.0]",266240,68,,,,,-1.394308,,Right Foot,,,,"[35.1, 62.3]",Ground Pass,,15.947727,,,,,Xavier Hernández Creus,20131.0,,,,,,Free Kick,2,From Free Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,131,Barcelona,217,['1a128810-7d69-4fda-9574-ff70d3c618bc'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:23:11.845,Pass,,2014/2015
,,,,,,,,,,,,,,1.3963,,,,,,,,,,,,,,,a4669ed4-0369-4770-9bfa-9ff2632a2356,2646,,"[39.0, 60.8]",266240,68,,,,,0.8997618,,Right Foot,,,,"[52.1, 77.3]",Ground Pass,,21.067986,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,131,Barcelona,217,['d8fa9b05-d868-406c-8002-8aad56286992'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:23:13.747,Pass,,2014/2015
,,,,,,,,,,,,,,6.4815,,,,,,,,,,,,,,,a9bd6364-728f-4965-a5cc-9c4d0b08e41e,2650,,"[48.7, 5.2]",266240,68,,,,,0.10684235,,Left Foot,,,,"[114.9, 12.3]",High Pass,,66.57965,,,Unknown,,Alfreð Finnbogason,5514.0,,,,,,Recovery,2,From Free Kick,Íñigo Martínez Berridi,6665.0,Left Center Back,131,Barcelona,217,['71f13314-b4ec-4c4c-9b63-0f6e0cf49336'],17,,,,,,,,,,,,,,,,,Real Sociedad,210,00:23:17.650,Pass,,2014/2015
,,,,,,,,,,,,,,1.439066,,,,,,,,,,,,,,,617fed9a-278d-494b-b153-b2215fa7fbe6,2654,,"[6.5, 67.7]",266240,68,,,,,-0.14648418,,Right Foot,,,,"[24.8, 65.0]",Ground Pass,,18.498108,,,,,Sergio Busquets i Burgos,5203.0,,,,,,Free Kick,2,From Free Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,132,Barcelona,217,['a6cec62f-a936-43eb-9556-799056d89334'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:23:29.287,Pass,,2014/2015
,,,,,,,,,,,,,,1.884031,,,,,,,,,,,,,,,65b0dd4e-e57b-4461-b1c3-a3826f852834,2656,,"[41.7, 59.9]",266240,68,,True,,,-2.0442476,,Right Foot,,,,"[31.3, 39.6]",Ground Pass,,22.808989,,,,,Jérémy Mathieu,10609.0,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,132,Barcelona,217,['a1b7fea8-0d94-4e40-8dd8-c4b37925e4a0'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:23:32.829,Pass,,2014/2015
,,,,,,,,,,,,,,1.4611,,,,,,,,,,,,,,,893fe92c-3242-41b3-80a2-0a15d760b26d,2658,,"[40.9, 38.2]",266240,68,,,,,-0.26125062,,Left Foot,,,,"[69.7, 30.5]",Ground Pass,,29.811575,,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,From Free Kick,Jérémy Mathieu,10609.0,Left Center Back,132,Barcelona,217,['cca6629b-49c7-496b-a5f2-7c8eeac868ee'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:23:36.264,Pass,,2014/2015
,,,,,,,,,,,,,,1.8281,,,,,,,,,,,,,,,17ac2f3e-05d1-4873-8fa9-6600eef46953,2662,,"[71.4, 27.1]",266240,68,,,,,-0.5293963,,Right Foot,,,,"[90.2, 16.1]",Ground Pass,,21.781643,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,132,Barcelona,217,['a71d3ad5-20b6-43e3-8762-957f3cb38054'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:23:38.318,Pass,,2014/2015
,,,,,,,,,,,,,,0.5045,,,,,,,,,,,,,,,e0773526-d056-42a7-8c91-ba94fe325cd5,2668,,"[100.6, 21.9]",266240,68,,,,,1.9631364,,Right Foot,,,,"[98.2, 27.7]",Ground Pass,,6.276942,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,2,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,132,Barcelona,217,['5bcdf426-b49e-4a46-8406-a5d6c0ccfd52'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:23:43.335,Pass,,2014/2015
,,,,,,,,,,,,,,1.6336,,,,,,,,,,,,,,,f6422d15-7d58-4dd2-84a3-212ad757afe7,2671,,"[98.2, 27.8]",266240,68,,,,,0.25318867,,Right Foot,,,,"[112.5, 31.5]",Ground Pass,,14.770917,,,Incomplete,,Neymar da Silva Santos Junior,4320.0,,,,,,,2,From Free Kick,Luis Alberto Suárez Díaz,5246.0,Center Forward,132,Barcelona,217,"['538db400-b6c5-4fdd-a112-9ba19e510f72', 'b8834f28-20aa-40a9-bea2-da343d8b4295']",43,,,,,,,,,,,,,,,,,Barcelona,217,00:23:43.959,Pass,,2014/2015
,,,,,,,,,,,,,,3.0326,,,,,,,,,,,,,,,3db0abb2-487f-48bd-aba3-39a8398bc8cd,2675,,"[7.4, 47.6]",266240,69,,,,,0.36063254,,Drop Kick,,,,"[72.1, 72.0]",High Pass,,69.14803,,,Incomplete,,Xabier Prieto Argarate,6690.0,,,,,,,2,From Keeper,Gerónimo Rulli,6694.0,Goalkeeper,133,Real Sociedad,210,"['26e9b054-0e5b-4039-9fc0-bc9313594a87', 'e0a953d6-3548-4a78-b813-df7c4bec9264']",0,,,,,,,,,,,,,,,,,Real Sociedad,210,00:24:00.065,Pass,,2014/2015
,,,,,,,,,,,,,,3.0139,,,,,,,,,,,,,,,e0a953d6-3548-4a78-b813-df7c4bec9264,2677,,"[48.0, 8.1]",266240,69,,,,True,-0.07982998,,,,,,"[73.0, 6.1]",High Pass,,25.079872,,,Incomplete,,,,,,,,,Recovery,2,From Keeper,Jérémy Mathieu,10609.0,Left Center Back,133,Real Sociedad,210,"['3db0abb2-487f-48bd-aba3-39a8398bc8cd', '921d1a21-48ce-4b3e-a382-078861256ed2', 'cd0c1885-7838-4ef2-b7e2-3576355410bc']",3,,,,,,,,,,,,,,,,,Barcelona,217,00:24:03.098,Pass,True,2014/2015
,,,,,,,,,,,,,,1.7461,,,,,,,,,,,,,,,cd0c1885-7838-4ef2-b7e2-3576355410bc,2679,,"[47.1, 74.0]",266240,69,,,,,-0.42692292,,Right Foot,,,,"[72.6, 62.4]",High Pass,,28.01446,,,Incomplete,,,,,,,,,Recovery,2,From Keeper,Carlos Martínez Díez,8724.0,Right Back,133,Real Sociedad,210,"['203ea79c-eeef-4d2f-974d-d43f6ec107f7', 'e0a953d6-3548-4a78-b813-df7c4bec9264']",6,,,,,,,,,,,,,,,,,Real Sociedad,210,00:24:06.112,Pass,,2014/2015
,,,,,,,,,,,,,,2.5814,,,,,,,,,,,,,,,203ea79c-eeef-4d2f-974d-d43f6ec107f7,2680,,"[47.5, 17.7]",266240,69,,,,,0.465718,,Head,,,,"[66.8, 27.4]",High Pass,,21.600464,,,Incomplete,,Xavier Hernández Creus,20131.0,,,,,,Recovery,2,From Keeper,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,133,Real Sociedad,210,"['5fd425e7-0d41-44d9-b5f0-bc807a1a5b58', 'ab7a5218-f223-4b88-829a-a57acc4406f6', 'cd0c1885-7838-4ef2-b7e2-3576355410bc']",7,,,,,,,,,,,,,,,,,Barcelona,217,00:24:07.858,Pass,,2014/2015
,,,,,,,,,,,,,,1.6475,,,,,,,,,,,,,,,ab7a5218-f223-4b88-829a-a57acc4406f6,2682,,"[53.3, 52.7]",266240,69,,,,,2.2896264,,Right Foot,,,,"[47.0, 59.9]",Ground Pass,,9.567131,,,,,Carlos Martínez Díez,8724.0,,,,,,Recovery,2,From Keeper,Markel Bergara Larrañaga,6633.0,Right Defensive Midfield,133,Real Sociedad,210,"['203ea79c-eeef-4d2f-974d-d43f6ec107f7', '20a38e69-3f69-4e63-b69c-f33e9770b2d3']",10,,,,,,,,,,,,,,,,,Real Sociedad,210,00:24:10.439,Pass,,2014/2015
,,,,,,,,,,,,,,2.0132,,,,,,,,,,,,,,,4be81cb0-60b1-4da6-8420-478ba87ecb05,2685,,"[47.1, 59.9]",266240,69,,,,,-0.07326313,,Right Foot,,,,"[79.8, 57.5]",High Pass,,32.787956,,,,,Carlos Alberto Vela Garrido,5560.0,,,,,,,2,From Keeper,Carlos Martínez Díez,8724.0,Right Back,133,Real Sociedad,210,['0f594881-b00a-4019-9611-392cfa7ba650'],12,,,,,,,,,,,,,,,,,Real Sociedad,210,00:24:12.127,Pass,,2014/2015
,,,,,,,,,,,,,,1.2297,,,,,,,,,,,,,,,0efac617-061e-473e-9b59-0445de76d298,2688,,"[80.2, 57.5]",266240,69,,,,True,-0.32175055,,,,,,"[89.5, 54.4]",High Pass,,9.803061,,,Pass Offside,,Alfreð Finnbogason,5514.0,,,,,,,2,From Keeper,Carlos Alberto Vela Garrido,5560.0,Center Forward,133,Real Sociedad,210,"['20abf577-6e4b-4fc5-a455-d64141237ba6', 'f3ebb6e4-1623-41f2-bb1f-dce48403ed43']",14,,,,,,,,,,,,,,,,,Real Sociedad,210,00:24:14.180,Pass,True,2014/2015
,,,,,,,,,,,,,,2.519814,,,,,,,,,,,,,,,1b5bd495-78ad-4cc9-926b-9c773f2cdb3c,2692,,"[33.1, 25.0]",266240,69,,True,,,1.3997273,,Right Foot,,,,"[38.3, 55.1]",Ground Pass,,30.545868,,,,,Javier Alejandro Mascherano,5506.0,,,,,,Free Kick,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,134,Barcelona,217,['4a113023-ade4-4228-abe2-9738ea0b2a94'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:24:41.108,Pass,,2014/2015
,,,,,,,,,,,,,,1.4946,,,,,,,,,,,,,,,54ed09f7-6f74-49a1-953f-f0bc0c212497,2694,,"[44.7, 52.2]",266240,69,,,,,-1.7071295,,Right Foot,,,,"[40.9, 24.5]",Ground Pass,,27.959435,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,From Free Kick,Javier Alejandro Mascherano,5506.0,Left Center Back,134,Barcelona,217,['f8b9ac52-5a9b-42c1-bbeb-5de9a909cc0c'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:24:47.396,Pass,,2014/2015
,,,,,,,,,,,,,,1.7681,,,,,,,,,,,,,,,4f5ec933-474f-4989-8308-564862f9bc53,2697,,"[40.9, 24.3]",266240,69,,,,,-0.6489956,,Right Foot,,,,"[55.4, 13.3]",Ground Pass,,18.200275,,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,134,Barcelona,217,['b3d7e854-a8d0-4eb8-ae1b-b3ef767180a0'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:24:48.971,Pass,,2014/2015
,,,,,,,,,,,,,,1.354092,,,,,,,,,,,,,,,a8031399-94be-4ccc-95db-6279837d67fe,2700,,"[68.2, 17.7]",266240,69,,,,,-0.807421,,Right Foot,,,,"[79.3, 6.1]",Ground Pass,,16.055218,,,,,Jordi Alba Ramos,5211.0,,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,134,Barcelona,217,['e6b1b7b2-462f-42b7-a86f-4afa6ee4a15b'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:24:53.757,Pass,,2014/2015
,,,,,,,,,,,,,,0.983564,,,,,,,,,,,,,,,888c7ccf-f502-4abf-bedf-748904ace0ab,2703,,"[79.3, 6.1]",266240,69,,,,,2.8616428,,Left Foot,,,,"[71.3, 8.4]",Ground Pass,,8.324061,,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,134,Barcelona,217,['8a5099cb-445d-4cf7-b0f4-2c1fbcd9e229'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:24:55.191,Pass,,2014/2015
,,,,,,,,,,,,,,3.571,,,,,,,,,,,,,,,2ab9c120-95ed-4f6a-90d5-8abfa3ebd193,2707,,"[68.7, 26.8]",266240,70,,,,,1.3302146,,Right Foot,,,,"[77.9, 64.3]",High Pass,,38.612045,,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,134,Barcelona,217,"['25d5e447-0c2e-44a5-812f-315da4bedbe3', '8a20bc14-f902-4c3d-a661-cff6e83db8bd']",2,,,,,,,,,,,,,,,,,Barcelona,217,00:25:02.055,Pass,,2014/2015
,,,,,,,,,,,,,,4.3625,,,,,,,,,,,,,,,25d5e447-0c2e-44a5-812f-315da4bedbe3,2709,,"[42.2, 15.8]",266240,70,,,,,0.47511938,,Left Foot,,,,"[104.6, 47.9]",High Pass,,70.17243,,,Incomplete,,Alfreð Finnbogason,5514.0,,,,,,Recovery,2,From Free Kick,Sergio Canales Madrazo,6673.0,Left Wing,134,Barcelona,217,"['2ab9c120-95ed-4f6a-90d5-8abfa3ebd193', '8958b85b-eca5-4a1f-93d7-27a481708f5a', '8e2e6497-4451-4183-b60d-6a87ef658b85']",5,,,,,,,,,,,,,,,,,Real Sociedad,210,00:25:05.626,Pass,,2014/2015
,,,,,,,,,,,,,,2.025824,,,,,,,,,,,,,,,6dec8300-e6e6-4c6c-bd4b-cef0259db1fe,2713,,"[14.4, 32.5]",266240,70,,,,,1.2640043,,Keeper Arm,,,,"[22.7, 58.7]",Ground Pass,,27.483267,,,,,Martín Montoya Torralbo,6593.0,,,,,,,2,From Free Kick,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,134,Barcelona,217,['d418d0a6-a109-4958-9b9a-dff7d401e7f8'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:25:10.895,Pass,,2014/2015
,,,,,,,,,,,,,,1.2326,,,,,,,,,,,,,,,6874a3a9-52e9-4ac0-b10f-6ff13c402ee3,2716,,"[31.3, 57.0]",266240,70,,,,,-0.32414863,,Right Foot,,,,"[43.8, 52.8]",Ground Pass,,13.186736,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,From Free Kick,Martín Montoya Torralbo,6593.0,Right Center Back,134,Barcelona,217,['3d7f0f5e-b2fe-4d67-b3f5-fd1b82a452be'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:25:13.896,Pass,,2014/2015
,,,,,,,,,,,,,,1.29521,,,,,,,,,,,,,,,bd4dd08a-6668-4c2c-97c3-252a32b9e21d,2719,,"[45.5, 52.9]",266240,70,,,,,1.1160771,,Right Foot,,,,"[49.9, 61.9]",Ground Pass,,10.017983,,,,,Xavier Hernández Creus,20131.0,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,134,Barcelona,217,['acc2cbb3-5175-4f4c-94d4-34bd06ba2512'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:25:17.215,Pass,,2014/2015
,,,,,,,,,,,,,,1.26037,,,,,,,,,,,,,,,b1c4fb1e-9dbc-488a-82aa-c6b6316abc73,2722,,"[59.7, 56.1]",266240,70,,,,,-0.13352905,,Right Foot,,,,"[73.1, 54.3]",Ground Pass,,13.520355,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,134,Barcelona,217,['0be1bf2e-24d5-40aa-be92-199d93652a88'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:25:22.233,Pass,,2014/2015
,,,,,,,,,,,,,,1.380024,,,,,,,,,,,,,,,5822fa33-8983-4c60-9aff-aeabb7c00fd9,2725,,"[73.5, 54.7]",266240,70,,,,,2.0499067,,Right Foot,,,,"[65.5, 70.1]",Ground Pass,,17.353962,,,,,Xavier Hernández Creus,20131.0,,,,,,,2,From Free Kick,Luis Alberto Suárez Díaz,5246.0,Center Forward,134,Barcelona,217,['b744def3-7b09-4ea2-b924-68696b58f52d'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:25:23.613,Pass,,2014/2015
,,,,,,,,,,,,,,1.2163,,,,,,,,,,,,,,,aeb9916f-c05f-4ae6-b264-09e3e2bdcefd,2729,,"[65.4, 73.2]",266240,70,,,,,-1.6110971,,Left Foot,,,,"[64.9, 60.8]",Ground Pass,,12.410076,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,134,Barcelona,217,['e20ed181-1530-4cfb-ba8e-a3d0bd0daef2'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:25:26.799,Pass,,2014/2015
,,,,,,,,,,,,,,2.712125,,,,,,,,,,,,,,,9d42a680-5eda-42a2-a21c-7fa3ca3fd80a,2732,,"[64.9, 60.5]",266240,70,,,,,-0.9753386,,Left Foot,,,,"[96.2, 14.3]",High Pass,,55.80439,,,,,Jordi Alba Ramos,5211.0,,,True,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,134,Barcelona,217,['2cc2625a-ae19-418b-9e24-12de34814608'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:25:30.933,Pass,,2014/2015
,,,,,,,,,,,,,,0.7885,,,,,,,,,,,,,,,83cb6110-26bf-4dd9-b1d1-756d2dc43596,2735,,"[98.8, 19.5]",266240,70,,,,,1.406488,,Left Foot,,,,"[102.0, 38.8]",Ground Pass,,19.563486,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,134,Barcelona,217,['3fde3662-70d4-4e2e-bbd9-ef5fd8a552e1'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:25:36.888,Pass,,2014/2015
,,,,,,,,,,,,,,0.6707,,,,,,,,,,,,,,,cc93408d-b4d6-496e-ad3a-2038c3136d05,2738,,"[102.0, 39.2]",266240,70,,,,,-2.6779451,f8f7562f-3e2d-45bd-b865-57d60ceeeaab,Right Foot,,,,"[100.0, 38.2]",Low Pass,,2.236068,,,,,Lionel Andrés Messi Cuccittini,5503.0,True,,,,,,2,From Free Kick,Luis Alberto Suárez Díaz,5246.0,Center Forward,134,Barcelona,217,['70d7fa0f-82b6-4870-9686-c0ed1de83630'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:25:37.717,Pass,,2014/2015
