bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a1172eef-cd1a-432a-be42-082a4a50ec8b,927,,"[51.6, 26.4]",266240,23,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jérémy Mathieu,10609.0,Left Center Back,49,Barcelona,217,['5db11abd-95c7-457c-8c67-439416fa6bc1'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:23:12.661,Ball Receipt*,,2014/2015
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,baddd59d-a947-43b2-96de-623a43c53144,930,,"[104.7, 77.4]",266240,23,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Martín Montoya Torralbo,6593.0,Right Back,49,Barcelona,217,['84e3903c-ffde-4dcd-be4d-adfb0d4446fe'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:23:22.049,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fbb7af8b-82e3-491f-8010-b32fd3d6cb28,932,,"[17.1, 11.9]",266240,23,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gonzalo Castro Irizábal,6740.0,Left Wing,50,Real Sociedad,210,['554eacdb-3faf-4ffa-ae93-a1188f6f6bfe'],36,,,,,,,,,,,,,,,,,Real Sociedad,210,00:23:36.108,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28f64e63-fb78-46b3-a9de-99ec88718157,943,,"[9.8, 10.1]",266240,23,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alberto De La Bella Madureño,6674.0,Left Back,50,Real Sociedad,210,['e3cbc441-2d61-4ba2-b839-11c7cc796cd1'],42,,,,,,,,,,,,,,,,,Real Sociedad,210,00:23:42.921,Ball Receipt*,,2014/2015
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,0d8b19d2-b827-42f5-8486-2fddc6f9812e,947,,"[49.0, 7.8]",266240,23,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergio Canales Madrazo,6673.0,Center Attacking Midfield,50,Real Sociedad,210,['45027c9e-f072-4d4a-804f-9f9171a27685'],46,,,,,,,,,,,,,,,,,Real Sociedad,210,00:23:46.299,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0a8d73a9-f479-416e-aeb3-554096333b27,951,,"[68.8, 30.2]",266240,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Markel Bergara Larrañaga,6633.0,Right Defensive Midfield,51,Real Sociedad,210,['62a6b3bf-c6c6-47ba-96ea-804fd1d26b37'],18,,,,,,,,,,,,,,,,,Real Sociedad,210,00:24:18.800,Ball Receipt*,,2014/2015
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,c83f7bc1-ed42-4028-a213-240072612204,955,,"[86.0, 37.7]",266240,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sergio Canales Madrazo,6673.0,Center Attacking Midfield,51,Real Sociedad,210,['78dd0238-ed0e-41ca-b4ed-347f8714985a'],20,,,,,,,,,,,,,,,,,Real Sociedad,210,00:24:20.572,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a82f49d5-82d8-40c1-af41-48d268faa67b,957,,"[56.4, 38.4]",266240,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Luis Alberto Suárez Díaz,5246.0,Center Forward,52,Barcelona,217,['62d17195-b609-4d41-8846-41cdaa63d770'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:24:22.106,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f744fa11-a05a-4606-b77b-33c3c95ebf61,962,,"[108.2, 26.6]",266240,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,52,Barcelona,217,['04759b3e-cbc9-4390-8fce-636bce8eff9b'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:24:28.457,Ball Receipt*,,2014/2015
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b8cc008-a7ee-4f40-82de-83aa03ae8a20,971,,"[79.9, 14.7]",266240,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,54,Barcelona,217,['bf2f2012-b4df-4e67-b486-00a0d39dcf00'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:25:04.266,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2b6a875c-7de3-4b79-9b21-066129e732ff,975,,"[63.5, 45.5]",266240,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,55,Barcelona,217,['a4696194-147a-44d1-b1ca-fc1365454fbe'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:25:20.500,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1463cd37-562b-4225-88d2-11bef5865a21,977,,"[76.8, 55.4]",266240,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,55,Barcelona,217,['8c3de221-6a64-4858-88f0-e5650f0a44db'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:25:21.820,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8d42ec72-39ef-4148-af08-5b41f7c89f6c,980,,"[84.3, 74.3]",266240,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Martín Montoya Torralbo,6593.0,Right Back,55,Barcelona,217,"['d28f89c8-4a00-4803-a287-cd2ddceccd54', 'f9c0dcbc-3a4d-4207-9bf9-c286e6bd578a']",24,,,,,,,,,,,,,,,,,Barcelona,217,00:25:24.426,Ball Receipt*,True,2014/2015
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,b6bda656-44e0-464a-a3ec-93d081402789,984,,"[104.3, 76.0]",266240,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Munir El Haddadi Mohamed,6616.0,Right Wing,55,Barcelona,217,['343a6c9e-6f28-4799-ab67-9b6125c97bca'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:25:28.461,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e2e37889-bd20-4ee7-9044-9cc1fe50b50c,989,,"[9.6, 23.8]",266240,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Íñigo Martínez Berridi,6665.0,Left Center Back,55,Barcelona,217,['3b492d6c-7fcb-4a72-b779-3957fe4cd639'],30,,,,,,,,,,,,,,,,,Real Sociedad,210,00:25:30.382,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d12de17-7593-4073-ba7e-e565a0077698,995,,"[48.6, 15.4]",266240,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,55,Barcelona,217,['df14be10-7fa6-45fa-973b-ecf13291681e'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:25:38.246,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fd3a8a81-ca83-4f2d-9e3c-9705413564d5,998,,"[84.1, 12.1]",266240,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Luis Alberto Suárez Díaz,5246.0,Center Forward,55,Barcelona,217,['0340a9e3-43f3-4eba-9feb-4424d768b373'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:25:40.955,Ball Receipt*,,2014/2015
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,2b78b2d7-28fa-4b7f-a510-672d944ba99a,1001,,"[72.9, 9.8]",266240,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,55,Barcelona,217,['2e82b230-9ef5-4a59-ba87-4522f6364380'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:25:42.607,Ball Receipt*,,2014/2015
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,cb609a11-0242-4c8c-8976-e6e5bbc914d0,1003,,"[37.1, 78.1]",266240,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Carlos Martínez Díez,8724.0,Right Back,55,Barcelona,217,['4ebde1fa-de89-4dfc-bb17-0e693ca15c16'],43,,,,,,,,,,,,,,,,,Real Sociedad,210,00:25:43.667,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f58a7ffb-f743-4948-8f8b-0e14534fbb47,1005,,"[72.3, 8.4]",266240,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,56,Barcelona,217,['b4dc691c-c828-4a9f-b819-717365190f5c'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:25:50.611,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27720797-727b-475c-9a5f-37abc53049fa,1009,,"[57.8, 12.3]",266240,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jérémy Mathieu,10609.0,Left Center Back,56,Barcelona,217,['40234456-6db2-478e-8abb-fb34b9f413f8'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:25:54.051,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4954c534-9903-4c8f-9d53-26d5d40d8a3a,1012,,"[52.7, 37.8]",266240,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Right Center Back,56,Barcelona,217,['4ffd3285-92a8-4814-80ad-372ef6071f4a'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:25:55.251,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6b6fd458-e9d5-4db2-8967-7acbb8394e4a,1015,,"[65.0, 60.2]",266240,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,56,Barcelona,217,['93d5040a-8905-4ccd-85ee-1c05933735f6'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:25:58.345,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28ffb0c8-e1d9-4532-9aeb-d46ecdd5de31,1019,,"[65.2, 14.7]",266240,26,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,56,Barcelona,217,"['589e2e14-4472-40c9-bcb3-b6f8e547f317', 'd0958fca-cbab-4bc9-9295-1d879457a995']",4,,,,,,,,,,,,,,,,,Barcelona,217,00:26:04.002,Ball Receipt*,True,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de6b45ed-d5c9-40bc-826d-f0f41d750349,1024,,"[65.4, 18.0]",266240,26,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jérémy Mathieu,10609.0,Left Center Back,57,Barcelona,217,['e9b8e202-5d25-4843-b27f-d18e0c57ff1d'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:26:15.413,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8e46c175-4a53-4233-9ddb-da2b16da20fc,1027,,"[74.0, 11.4]",266240,26,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,57,Barcelona,217,"['aeec9452-0567-46b9-9516-6ba2944e24d2', 'f3125dc8-c887-4621-9687-ea63d6bbd3dc']",17,,,,,,,,,,,,,,,,,Barcelona,217,00:26:17.227,Ball Receipt*,True,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244fc554-8d9e-49f7-bea9-5afad55bb674,1030,,"[85.6, 12.5]",266240,26,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Luis Alberto Suárez Díaz,5246.0,Center Forward,57,Barcelona,217,['34622abb-0c32-4212-bea2-90f8d97d7f1b'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:26:19.140,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68ff447c-8169-415b-9be5-ab73989adb7b,1033,,"[82.8, 18.2]",266240,26,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,57,Barcelona,217,['06a55845-d6cd-4d98-9103-0905f05c398a'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:26:20.020,Ball Receipt*,,2014/2015
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,ea5c151f-06c7-4f5e-a52e-51ffdf8f197e,1036,,"[102.9, 14.1]",266240,26,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Luis Alberto Suárez Díaz,5246.0,Center Forward,57,Barcelona,217,['4f10965d-c1a0-4bf0-953b-765c442f5f16'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:26:22.921,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8ac1fca5-eeb5-4a38-ad13-ef2ce5d53775,1046,,"[66.3, 26.8]",266240,26,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,58,Barcelona,217,"['bb7d6333-1357-4875-be9d-25a708d7412a', 'c67cdd6c-a639-446e-8c39-8976951b4a92']",36,,,,,,,,,,,,,,,,,Barcelona,217,00:26:36.552,Ball Receipt*,True,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66b22203-94dc-4c4b-9d99-7ef70240dd65,1049,,"[73.7, 20.4]",266240,26,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Luis Alberto Suárez Díaz,5246.0,Center Forward,58,Barcelona,217,['a1e66581-ac9c-48c4-8d9e-714a9a9cb8ec'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:26:37.785,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34e7f3f6-572f-4021-bdc2-ce57f2925ea5,1053,,"[80.1, 28.2]",266240,26,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,58,Barcelona,217,"['ba2a8392-b9df-45b0-9c74-3dc9bda6138b', 'ea7720ea-1092-4d8c-8d79-de4b2c9e13d4']",38,,,,,,,,,,,,,,,,,Barcelona,217,00:26:38.624,Ball Receipt*,True,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,969fb67e-62b0-4ffc-9052-b99860db6410,1061,,"[90.5, 48.2]",266240,26,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,58,Barcelona,217,['a928b3cb-205a-4ae9-96be-fa5e616caa90'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:26:41.381,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ff8aafa4-c240-452d-9a6f-45eaba6702b6,1064,,"[107.6, 57.2]",266240,26,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Martín Montoya Torralbo,6593.0,Right Back,58,Barcelona,217,['cb9f4545-13ec-4501-ba9f-15a9e637c324'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:26:44.112,Ball Receipt*,,2014/2015
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,a009f9ca-d16d-43fa-86b4-757822349f28,1067,,"[112.7, 40.6]",266240,26,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Munir El Haddadi Mohamed,6616.0,Right Wing,58,Barcelona,217,['f6a4fb7f-c6f6-4c99-a515-4f9dce02a2e3'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:26:45.436,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f4ecb967-e8ae-4b55-970f-9bf95ed5ad6c,1074,,"[112.1, 40.7]",266240,27,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Jérémy Mathieu,10609.0,Left Center Back,59,Barcelona,217,['854e19ec-766d-4ca2-9bd5-58246435f76a'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:27:12.908,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1c7ee1f-33c6-464b-8342-326f54fb5e33,1083,,"[111.1, 4.2]",266240,27,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,60,Barcelona,217,['916cc44d-2c84-4942-a583-dba303e05646'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:27:33.883,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5025a9d7-5e63-4d44-bbc1-3a0f9a5074b7,1086,,"[86.8, 14.1]",266240,27,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Andrés Iniesta Luján,5216.0,Left Center Midfield,60,Barcelona,217,['d6e1e02d-ac04-4704-ad68-3cc4e522dcc3'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:27:36.652,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06621e1d-8b4a-4de6-9af1-98facbf70386,1089,,"[82.3, 55.1]",266240,27,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Jordi Alba Ramos,5211.0,Left Back,60,Barcelona,217,['f8edffef-eef7-4899-acf1-412bd155142c'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:27:46.782,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fe4ec008-052f-4319-a602-a3363672ff44,1092,,"[88.2, 69.2]",266240,27,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Martín Montoya Torralbo,6593.0,Right Back,60,Barcelona,217,['11a06514-0f51-4509-865e-21f050bd0b2d'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:27:48.229,Ball Receipt*,,2014/2015
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,f5c90646-42c2-4865-82db-78ffed4f3447,1095,,"[85.8, 54.1]",266240,27,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,60,Barcelona,217,['d6d70bbd-5d76-4362-bd3c-39efaf493909'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:27:49.971,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355ccfb2-2d22-4561-911e-2bc03cc7a3ad,1099,,"[25.5, 23.4]",266240,27,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alberto De La Bella Madureño,6674.0,Left Back,61,Real Sociedad,210,['de0d7ee0-e0ce-41f9-bec5-25af3dd2debe'],51,,,,,,,,,,,,,,,,,Real Sociedad,210,00:27:51.986,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7a67cbeb-c9fd-4b1a-987f-6961eac5a56e,1103,,"[44.5, 26.0]",266240,27,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Canales Madrazo,6673.0,Center Attacking Midfield,61,Real Sociedad,210,"['384ab1be-db15-48d5-899e-5d42e71aa005', 'a05077fd-9868-4f38-aa36-46e82aa16fb5']",53,,,,,,,,,,,,,,,,,Real Sociedad,210,00:27:53.282,Ball Receipt*,True,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4b23c690-feb0-4171-b7b2-86284e413f2e,1106,,"[38.8, 5.4]",266240,27,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gonzalo Castro Irizábal,6740.0,Left Wing,61,Real Sociedad,210,['c77859f2-9a5d-42a2-9b94-d6ee46206bec'],55,,,,,,,,,,,,,,,,,Real Sociedad,210,00:27:55.244,Ball Receipt*,,2014/2015
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,0d1db5d2-c712-4a2d-bf04-5ed489141a71,1109,,"[24.4, 10.1]",266240,27,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alberto De La Bella Madureño,6674.0,Left Back,61,Real Sociedad,210,['7a9aa5bb-4ca4-4012-8e9c-952bfc70bde2'],56,,,,,,,,,,,,,,,,,Real Sociedad,210,00:27:56.964,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1505ad0-16e5-4116-bfa4-3bfb85164db7,1111,,"[97.2, 61.5]",266240,28,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Munir El Haddadi Mohamed,6616.0,Right Wing,62,Barcelona,217,['0c6191a8-bf0f-49e2-b2f6-a456af96bc9f'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:28:01.623,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d8be3cec-848f-42a7-96cd-e2182be0a3e3,1114,,"[88.5, 68.8]",266240,28,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,62,Barcelona,217,['64bf0120-e119-47e2-afee-4bb55947036d'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:28:04.012,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ca67056-ef59-4e8d-9dbc-3e0549489aef,1117,,"[97.4, 55.6]",266240,28,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Luis Alberto Suárez Díaz,5246.0,Center Forward,62,Barcelona,217,['606a340d-0f45-4fa0-b345-c034681c7214'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:28:06.213,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148ccbe6-0e27-423d-bce6-47b8f5daa133,1120,,"[90.0, 55.6]",266240,28,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,62,Barcelona,217,['71c745be-aecb-4e30-b0bd-24e5f1f5e285'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:28:07.000,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ca38612-a8ad-4102-8893-4fb4b280a977,1129,,"[88.7, 51.2]",266240,28,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Luis Alberto Suárez Díaz,5246.0,Center Forward,62,Barcelona,217,['c4b7fb7c-b46a-4705-b125-580e492d600f'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:28:13.362,Ball Receipt*,,2014/2015
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,e7a0d13a-e253-4fff-b9fb-41cee4c4d23a,1132,,"[102.5, 45.7]",266240,28,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,62,Barcelona,217,['862c238e-0ff0-4d46-a2a5-956a952e6ca3'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:28:15.131,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b4e74e52-cb39-4317-8867-0d2db8831680,1138,,"[41.7, 39.9]",266240,28,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Carlos Alberto Vela Garrido,5560.0,Center Forward,63,Real Sociedad,210,"['097327b6-c693-4f56-b72c-220fc278fbc7', '5db923a9-0361-4060-b8b8-589d07a647f5']",18,,,,,,,,,,,,,,,,,Real Sociedad,210,00:28:18.918,Ball Receipt*,True,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ac3c4ba8-231e-489d-9fee-ef4f12d1424b,1143,,"[92.9, 65.2]",266240,28,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Xabier Prieto Argarate,6690.0,Right Wing,64,Real Sociedad,210,['45ba94ad-47de-425d-b12b-6e8dd85ae038'],48,,,,,,,,,,,,,,,,,Real Sociedad,210,00:28:48.017,Ball Receipt*,,2014/2015
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,e9a51530-9bc2-429d-a422-daa4a6bc6893,1145,,"[107.0, 59.4]",266240,28,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Carlos Alberto Vela Garrido,5560.0,Center Forward,64,Real Sociedad,210,['d1f82f33-5c3f-4a9f-ae86-9437098e0106'],50,,,,,,,,,,,,,,,,,Real Sociedad,210,00:28:50.011,Ball Receipt*,,2014/2015
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,63a5ff60-3f7a-4acb-b4bd-b35216a3f1b2,1151,,"[52.5, 4.7]",266240,29,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Luis Alberto Suárez Díaz,5246.0,Center Forward,65,Barcelona,217,['64700483-3410-408a-8cdd-59036255ff75'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:29:06.072,Ball Receipt*,,2014/2015
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,18995be3-0d91-413f-a023-8e1c25ae094b,1154,,"[44.8, 6.4]",266240,29,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,65,Barcelona,217,['a56c53b4-8c14-493a-9368-89b82ca54d32'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:29:09.448,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de010186-3791-4d69-b32f-71c1c0bb0ed5,1157,,"[87.6, 52.3]",266240,29,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Munir El Haddadi Mohamed,6616.0,Right Wing,65,Barcelona,217,['4a9119cb-286f-4e05-ae9d-6b26fcfcb206'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:29:17.055,Ball Receipt*,,2014/2015
