50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e02fefb6-b19e-4e85-ba8d-9cb3585f7984,1,,,267567,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 26005, 'name': 'José Manuel Pinto Colorado'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 7068, 'name': 'Marc Bartra Aregall'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 22102, 'name': 'Adriano Correia Claro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 27053, 'name': 'Alexandre Dimitri Song-Billong'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Barcelona,217,00:00:00.000,Starting XI,,2013/2014
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,023a31d9-8145-44ea-a968-6e8e18e688a5,2,,,267567,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6576, 'name': 'Gorka Iraizoz Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 10}, {'player': {'id': 6389, 'name': 'Mikel San José Domínguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6789, 'name': 'Mikel Balenziaga Oruesagasti'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 6388, 'name': 'Ander Iturraspe Derteano'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 10753, 'name': 'Erik Morán Arribas'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 6390, 'name': 'Markel Susaeta Laskurain'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 3606, 'name': 'Ander Herrera Agüera'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 6842, 'name': 'Iker Muniain Goñi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 6394, 'name': 'Aritz Aduriz Zubeldia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Athletic Club,215,00:00:00.000,Starting XI,,2013/2014
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4ff35368-3e68-489b-b6e2-0757c2d83b30,3,,,267567,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['25229d6d-4f32-4686-a41e-d78bec91db54'],0,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,,2013/2014
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,25229d6d-4f32-4686-a41e-d78bec91db54,4,,,267567,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['4ff35368-3e68-489b-b6e2-0757c2d83b30'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2013/2014
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a0a41901-eead-4bbc-91a5-5e2413e50ac5,1843,,,267567,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,106,Athletic Club,215,['b9699ac8-a380-4377-becc-f55953dea5db'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2013/2014
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b9699ac8-a380-4377-becc-f55953dea5db,1844,,,267567,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,106,Athletic Club,215,['a0a41901-eead-4bbc-91a5-5e2413e50ac5'],0,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,,2013/2014
,,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,5321ad1f-fe47-4029-9dab-ef63dcbc1a56,5,,"[60.0, 40.0]",267567,0,,,,,-1.9117752,,Right Foot,,"[58.9, 36.9]",,Ground Pass,,3.2893767,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Kick Off,1,From Kick Off,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,2,Barcelona,217,['d2b064c8-f430-4b52-9fbe-7c66ff323d8a'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.980,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.180152,,,,,,,,,,,,,69d94432-3b81-4b57-bfa5-8ab527b7baf8,7,,"[59.3, 36.6]",267567,0,,,,,-2.878598,,Left Foot,,"[48.9, 33.8]",,Ground Pass,,10.770329,,,Alexandre Dimitri Song-Billong,27053.0,,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,2,Barcelona,217,['0173dc45-5332-4610-a47d-b4177682fbc2'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.140,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.820877,,,,,,,,,,,,,dee7e839-3824-498e-b53c-4e8f57db8885,10,,"[48.9, 33.4]",267567,0,,,,,1.5707964,,Right Foot,,"[48.9, 47.4]",,Ground Pass,,14.0,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Kick Off,Alexandre Dimitri Song-Billong,27053.0,Center Defensive Midfield,2,Barcelona,217,['0d492348-057b-461e-a417-11437a7d5053'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:00:02.667,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.945714,,,,,,,,,,,,,a3bbb181-f25f-4bcd-bf3a-89786e6b743f,13,,"[48.9, 47.4]",267567,0,,,,,2.9429069,,Right Foot,,"[34.0, 50.4]",,Ground Pass,,15.199013,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Left Center Midfield,2,Barcelona,217,['1d2a1904-3434-485a-aab4-6753e77c274f'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:00:03.685,Pass,,2013/2014
