50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ecb5275b-a8a3-4fb6-b0e6-502ac6859eef,1,,,266236,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6576, 'name': 'Gorka Iraizoz Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 10}, {'player': {'id': 12191, 'name': 'Gorka Elustondo Urkola'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6789, 'name': 'Mikel Balenziaga Oruesagasti'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 6656, 'name': 'Mikel Rico Moreno'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 6396, 'name': 'Beñat Etxebarria Urkiaga'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 6390, 'name': 'Markel Susaeta Laskurain'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 6606, 'name': 'Javier Eraso Goñi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 5}, {'player': {'id': 6666, 'name': 'Sabin Merino Zuloaga'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 25}, {'player': {'id': 6394, 'name': 'Aritz Aduriz Zubeldia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Athletic Club,215,00:00:00.000,Starting XI,,2015/2016
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,645fa3e0-256b-4feb-9e7a-ab32b03b96e8,2,,,266236,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4691, 'name': 'Claudio Andrés Bravo Muñoz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 6}, {'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 6332, 'name': 'Thomas Vermaelen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 6998, 'name': 'Rafael Alcântara do Nascimento'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 12}, {'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2015/2016
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,772f9af1-3b25-4425-881f-a5a1551b180c,3,,,266236,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,['9bd4f06f-edc2-4d15-bd42-2ec4f2dcaaed'],0,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2015/2016
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,9bd4f06f-edc2-4d15-bd42-2ec4f2dcaaed,4,,,266236,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,['772f9af1-3b25-4425-881f-a5a1551b180c'],0,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,,2015/2016
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,89876ea9-304d-491e-93b0-3a69645be02d,1841,,,266236,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,80,Barcelona,217,['ecce56f1-ef53-47c1-a870-f6877ec0c22e'],0,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,,2015/2016
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ecce56f1-ef53-47c1-a870-f6877ec0c22e,1842,,,266236,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,80,Barcelona,217,['89876ea9-304d-491e-93b0-3a69645be02d'],0,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2015/2016
,,,,,,,,,,,,,,,,,,0.3519,,,,,,,,,,,,,,6450cfa2-b523-41ff-8083-21948f45f80d,5,,"[61.0, 40.1]",266236,0,,,,,1.7251151,,Right Foot,,,,"[60.3, 44.6]",,Ground Pass,,4.554119,,,,,Javier Eraso Goñi,6606.0,,,,,Kick Off,1,From Kick Off,Mikel Rico Moreno,6656.0,Right Center Midfield,2,Athletic Club,215,['499d9948-a35e-4210-b3f4-1a61ca50508d'],0,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.255,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.461184,,,,,,,,,,,,,,a84cb47b-ddb4-4f93-9118-f95082a371ed,8,,"[58.8, 45.5]",266236,0,,,,,-2.6620734,,Right Foot,,,,"[28.8, 29.9]",,Ground Pass,,33.813606,,,,,Aymeric Laporte,4353.0,,,,,,1,From Kick Off,Javier Eraso Goñi,6606.0,Center Attacking Midfield,2,Athletic Club,215,['bd92e1aa-ef8e-49a9-804e-5582382261dd'],1,,,,,,,,,,,,,,,,Athletic Club,215,00:00:01.415,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,5.583953,,,,,,,,,,,,,,8265f15b-025e-4c79-9e5c-e99c2e0b5e2f,11,,"[35.3, 30.4]",266236,0,,,,,0.2069922,,Left Foot,,,,"[105.3, 45.1]",,High Pass,,71.52685,,,Incomplete,,,,,,,,,1,From Kick Off,Aymeric Laporte,4353.0,Left Center Back,2,Athletic Club,215,['4d6e0649-ba71-4721-b042-1c106600350c'],5,,,,,,,,,,,,,,,,Athletic Club,215,00:00:05.766,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.7139,,,,,,,,,,,,,,6ada4540-409c-465f-b805-e592345eb06c,14,,"[14.8, 35.5]",266236,0,,,,,1.5263052,,Left Foot,,,,"[16.1, 64.7]",,Ground Pass,,29.228924,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,3,Barcelona,217,['b2c96c8e-c5f7-4224-85b5-a2841e1d1fa3'],16,,,,,,,,,,,,,,,,Barcelona,217,00:00:16.691,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,2.211526,,,,,,,,,,,,,,996411c1-0a3d-4fa8-a2b9-2816a6ee25a1,17,,"[15.9, 64.5]",266236,0,,,,,-1.925215,,Right Foot,,,,"[7.5, 41.8]",,Ground Pass,,24.204338,,,,,Claudio Andrés Bravo Muñoz,4691.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,3,Barcelona,217,['8de3b190-68db-4344-82e7-cff97f31486a'],18,,,,,,,,,,,,,,,,Barcelona,217,00:00:18.445,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.9182,,,,,,,,,,,,,,a453664e-d532-4b61-b3d8-842e0038ef23,20,,"[7.7, 42.6]",266236,0,,,,,-1.5882618,,Right Foot,,,,"[7.3, 19.7]",,Ground Pass,,22.903494,,,,,Thomas Vermaelen,6332.0,,,,,,1,Regular Play,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,3,Barcelona,217,['5ab1aee8-08fc-4f5d-bc3f-8f990914a467'],21,,,,,,,,,,,,,,,,Barcelona,217,00:00:21.944,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.368649,,,,,,,,,,,,,,bbe04d84-30ce-4bf1-b56c-6ded2571380d,24,,"[9.8, 21.6]",266236,0,,,,,-1.1818395,,Left Foot,,,,"[17.3, 3.3]",,Ground Pass,,19.77726,,,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Thomas Vermaelen,6332.0,Left Center Back,3,Barcelona,217,"['b32ef428-d644-4552-a1d4-28e28f961ddd', 'bb2dc4b5-44e5-40d7-93a1-7dba08ad4f93']",24,,,,,,,,,,,,,,,,Barcelona,217,00:00:24.811,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,,1.988,,,,,,,,,,,,,,1c1c2cf9-7316-479e-a7d7-806f660cd639,28,,"[17.1, 4.3]",266236,0,,,,,0.029117981,,Left Foot,,,,"[48.0, 5.2]",,Ground Pass,,30.913103,,,,,Rafael Alcântara do Nascimento,6998.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,"['2fab7abb-44af-44fd-859b-30baac02b4c5', '725a9389-6cbb-43ee-b1f7-2679d99fd799']",27,,,,,,,,,,,,,,,,Barcelona,217,00:00:27.109,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,,1.0361,,,,,,,,,,,,,,c0bc32fa-0568-4165-88be-c9ed2138b0db,32,,"[47.8, 4.6]",266236,0,,,,,1.670465,,Left Foot,,,,"[46.8, 14.6]",,Ground Pass,,10.049875,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Rafael Alcântara do Nascimento,6998.0,Left Wing,3,Barcelona,217,"['0d9ccd99-61b8-4394-8be9-56d99cceaad5', 'cdd1ed6b-b3e6-45af-8345-3d523421dc69']",30,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.331,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,,3.4068,,,,,,,,,,,,,,e6ce8a51-91f7-437f-8ef5-68ed4e0894f6,35,,"[47.0, 14.9]",266236,0,,,,,-0.16211608,,Right Foot,,,,"[89.8, 7.9]",,High Pass,,43.368652,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,3,Barcelona,217,"['2df2fd70-a809-4208-aa82-22db25a40c49', 'b09b215c-a7fe-4abe-85ca-5e8fdc7fce69']",31,,,,,,,,,,,,,,,,Barcelona,217,00:00:31.436,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,2.0121,,,,,,,,,,,,,,2df2fd70-a809-4208-aa82-22db25a40c49,37,,"[30.3, 72.2]",266236,0,,,,,-2.4410343,,Right Foot,,,,"[11.8, 56.6]",,Ground Pass,,24.19938,,,,,Gorka Iraizoz Moreno,6576.0,,,,,Recovery,1,Regular Play,Gorka Elustondo Urkola,12191.0,Right Center Back,4,Athletic Club,215,"['db2814ec-8a02-4ec9-aaaa-6756aa79ecd4', 'e6ce8a51-91f7-437f-8ef5-68ed4e0894f6']",34,,,,,,,,,,,,,,,,Athletic Club,215,00:00:34.843,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,3.046,,,,,,,,,,,,,,36d650d7-5d6b-49a0-b7d8-67b9d9fe86c0,40,,"[12.0, 56.6]",266236,0,,,,,-0.24379988,,Right Foot,,,,"[71.9, 41.7]",,High Pass,,61.72536,,,Incomplete,,,,,,,,,1,Regular Play,Gorka Iraizoz Moreno,6576.0,Goalkeeper,4,Athletic Club,215,['b4ea92d3-e605-4079-9546-e7431e979dd2'],36,,,,,,,,,,,,,,,,Athletic Club,215,00:00:36.895,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.995488,,,,,,,,,,,,,,5eca1df8-5831-489a-ac2b-9fe1734a80bd,42,,"[34.7, 57.9]",266236,0,,,,,-0.13293234,,Left Foot,,,,"[69.1, 53.3]",,High Pass,,34.706196,,,Incomplete,,Aritz Aduriz Zubeldia,6394.0,,,,,Recovery,1,Regular Play,Gorka Elustondo Urkola,12191.0,Right Center Back,4,Athletic Club,215,"['a7ce7d82-f6d7-4e92-9965-6e1fdb181df8', 'f5c9aa5c-8292-431d-894d-355603c1276d']",42,,,,,,,,,,,,,,,,Athletic Club,215,00:00:42.699,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,0.8775,,,,,,,,,,,,,,4766e977-b1c6-4bd8-bfc9-3f48efe55256,49,,"[66.2, 52.4]",266236,0,,,,,2.0458071,,Left Foot,,,,"[62.6, 59.4]",,Ground Pass,,7.8714676,,,,,Markel Susaeta Laskurain,6390.0,,,,,,1,Regular Play,Mikel Rico Moreno,6656.0,Right Center Midfield,4,Athletic Club,215,"['7521f4fb-f059-4bce-8a1f-21e5dc29e081', 'd55ad486-d5bc-4ede-9d3d-abcd6db5b33f']",46,,,,,,,,,,,,,,,,Athletic Club,215,00:00:46.506,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,,1.4262,,,,,,,,,,,,,,164fdeae-a941-4ba7-b2c5-27f93630d6b3,52,,"[63.7, 58.7]",266236,0,,,,,-2.2039428,,Left Foot,,,,"[55.7, 47.8]",,Ground Pass,,13.520725,,,,,Beñat Etxebarria Urkiaga,6396.0,,,,,,1,Regular Play,Markel Susaeta Laskurain,6390.0,Right Wing,4,Athletic Club,215,['e40b4731-64e7-4780-b9d8-352e61962404'],47,,,,,,,,,,,,,,,,Athletic Club,215,00:00:47.423,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.746194,,,,,,,,,,,,,,83bdee91-8f2f-4d22-857d-05ed5524fa06,55,,"[56.9, 45.7]",266236,0,,,,,-1.2157248,,Right Foot,,,,"[66.8, 19.0]",,Ground Pass,,28.476305,,,,,Mikel Balenziaga Oruesagasti,6789.0,,,,,,1,Regular Play,Beñat Etxebarria Urkiaga,6396.0,Left Center Midfield,4,Athletic Club,215,['64fb157a-cd83-4e8b-9de4-efc8059de3a8'],50,,,,,,,,,,,,,,,,Athletic Club,215,00:00:50.288,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.5851,,,,,,,,,,,,,,4903b398-b97e-4c33-bf37-5cec678e01e8,59,,"[64.1, 12.5]",266236,0,,,,,2.9840846,,Right Foot,,,,"[47.1, 15.2]",,Ground Pass,,17.213076,,,,,Aymeric Laporte,4353.0,,,,,,1,Regular Play,Mikel Balenziaga Oruesagasti,6789.0,Left Back,4,Athletic Club,215,['2fb4344a-2255-487d-9905-90db79604b0a'],54,,,,,,,,,,,,,,,,Athletic Club,215,00:00:54.869,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.5769,,,,,,,,,,,,,,0f89d7ed-4fe4-4404-a4eb-26a4f127e240,63,,"[50.4, 12.9]",266236,0,,,,,0.0077819442,,Left Foot,,,,"[76.1, 13.1]",,Ground Pass,,25.700779,,,,,Sabin Merino Zuloaga,6666.0,,,,,,1,Regular Play,Aymeric Laporte,4353.0,Left Center Back,4,Athletic Club,215,['5bd165eb-13a3-4d03-b5bc-29bb342604e0'],58,,,,,,,,,,,,,,,,Athletic Club,215,00:00:58.082,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.045373,,,,,,,,,,,,,,5d19122f-c7c4-4153-8181-a132367c34fa,66,,"[76.1, 13.1]",266236,0,,,,,-2.4069982,,Right Foot,,,,"[66.8, 4.7]",,Low Pass,,12.53196,,,,,Mikel Balenziaga Oruesagasti,6789.0,,,,,,1,Regular Play,Sabin Merino Zuloaga,6666.0,Left Wing,4,Athletic Club,215,['3355e50a-530b-433c-85a1-910802a3920b'],59,,,,,,,,,,,,,,,,Athletic Club,215,00:00:59.745,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.8752,,,,,,,,,,,,,,9b789f8f-069c-43a2-b9ae-35ce91cae6e4,69,,"[65.1, 4.5]",266236,1,,,,,2.7744188,,Left Foot,,,,"[44.3, 12.5]",,Ground Pass,,22.285421,,,,,Aymeric Laporte,4353.0,,,,,,1,Regular Play,Mikel Balenziaga Oruesagasti,6789.0,Left Back,4,Athletic Club,215,['d644e83d-5912-4287-b577-2b6da5f162f1'],2,,,,,,,,,,,,,,,,Athletic Club,215,00:01:02.025,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,2.0346,,,,,,,,,,,,,,0352f3b1-e326-436b-b324-f317a46830dc,72,,"[44.5, 12.5]",266236,1,,,,,1.8446383,,Left Foot,,,,"[37.0, 39.2]",,Ground Pass,,27.733374,,,,,Gorka Elustondo Urkola,12191.0,,,,,,1,Regular Play,Aymeric Laporte,4353.0,Left Center Back,4,Athletic Club,215,['0bea9e73-8f23-40e8-9ae3-91fa6531c081'],3,,,,,,,,,,,,,,,,Athletic Club,215,00:01:03.940,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.0456,,,,,,,,,,,,,,7f869493-dfe4-41a5-8b9b-24b171f65246,75,,"[57.2, 53.3]",266236,1,,,,,0.57806504,,Right Foot,,,,"[75.9, 65.5]",,High Pass,,22.327785,,,Incomplete,,Óscar de Marcos Arana,6649.0,,,,,,1,Regular Play,Gorka Elustondo Urkola,12191.0,Right Center Back,4,Athletic Club,215,"['3fefd876-255b-4b5d-9fff-78e3559a2e2b', '5c1a5d2c-a8ad-4ba3-a07f-e5d02581f00e']",13,,,,,,,,,,,,,,,,Athletic Club,215,00:01:13.673,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,2.5155,,,,,,,,,,,,,,3fefd876-255b-4b5d-9fff-78e3559a2e2b,77,,"[44.2, 14.6]",266236,1,,,,,-2.6975503,,Head,,,,"[23.6, 4.8]",,High Pass,,22.812277,,,,,Jordi Alba Ramos,5211.0,,,,,Interception,1,Regular Play,Rafael Alcântara do Nascimento,6998.0,Left Wing,5,Barcelona,217,"['6086ab1c-8f03-4bea-ab59-714e6c4e91d5', '7f869493-dfe4-41a5-8b9b-24b171f65246']",14,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.719,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.9875,,,,,,,,,,,,,,50c3e49e-75ce-4859-a1a9-0c8b96df9a5a,81,,"[23.4, 5.2]",266236,1,,,,,-0.006060532,,Left Foot,,,,"[56.4, 5.0]",,High Pass,,33.000607,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,5,Barcelona,217,"['8469785d-dbf6-4252-90ea-d72b8f93a305', '8eb8bc69-b5d0-4374-9198-75a2570e425a']",17,,,,,,,,,,,,,,,,Barcelona,217,00:01:17.322,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,0.751445,,,,,,,,,,,,,,a77c85de-a11a-4295-84d8-1fd592527b26,84,,"[55.0, 0.1]",266236,1,,True,,,2.9135478,,,,,,"[25.7, 6.9]",,Low Pass,,30.07873,,,,,Thomas Vermaelen,6332.0,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,6,Barcelona,217,['88772f14-48ff-4d71-b6ef-16deebf632fa'],36,,,,,,,,,,,,,,,,Barcelona,217,00:01:36.389,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.777152,,,,,,,,,,,,,,0adb311c-8f75-4e29-a2ad-ecfa19a2cd2a,86,,"[27.8, 5.6]",266236,1,,True,,,2.3773553,,Right Foot,,,,"[8.5, 24.1]",,Ground Pass,,26.734621,,,,,Claudio Andrés Bravo Muñoz,4691.0,,,,,,1,From Throw In,Thomas Vermaelen,6332.0,Left Center Back,6,Barcelona,217,['3514ab29-2a66-47be-b61e-92021b00d8fd'],38,,,,,,,,,,,,,,,,Barcelona,217,00:01:38.281,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.887177,,,,,,,,,,,,,,e29667cc-15c6-4de0-b308-2ddfe8bb2167,88,,"[9.4, 31.0]",266236,1,,,,,1.1354431,,Right Foot,,,,"[19.4, 52.5]",,Ground Pass,,23.711811,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Throw In,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,6,Barcelona,217,['7dcc0630-d425-456f-a6fd-57ac3c0e74b7'],41,,,,,,,,,,,,,,,,Barcelona,217,00:01:41.311,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.7574,,,,,,,,,,,,,,07178d08-7961-4d0b-bd4f-e06a3e2a570b,91,,"[20.3, 53.1]",266236,1,,,,,0.18998829,,Right Foot,,,,"[48.9, 58.6]",,Ground Pass,,29.124044,,,,,Ivan Rakitić,5470.0,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Right Center Back,6,Barcelona,217,['1225f15b-ca7c-47f6-af9d-55b181d8fd61'],44,,,,,,,,,,,,,,,,Barcelona,217,00:01:44.273,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.826,,,,,,,,,,,,,,f27edb30-49a5-4cdf-b9a5-acd6dd5934cc,95,,"[48.9, 58.8]",266236,1,,,,,2.5239575,,Right Foot,,,,"[34.4, 69.1]",,Ground Pass,,17.78595,,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Right Center Midfield,6,Barcelona,217,"['74e99004-616f-4367-bd01-359c213abf73', 'b6902a79-2977-4b48-96fa-f1e35db362d7']",46,,,,,,,,,,,,,,,,Barcelona,217,00:01:46.071,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,,1.9182,,,,,,,,,,,,,,949b7b6b-1cde-486b-8791-f8256f67a9e4,98,,"[34.2, 68.9]",266236,1,,,,,-2.1663516,,Right Foot,,,,"[23.9, 53.7]",,Ground Pass,,18.3611,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,6,Barcelona,217,['0c967089-9711-4032-ad19-900a5c93e6f9'],47,,,,,,,,,,,,,,,,Barcelona,217,00:01:47.937,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.5006,,,,,,,,,,,,,,10cd28d0-12c2-4ae7-bc18-3b720b740ecb,101,,"[22.4, 55.0]",266236,1,,,,,0.006389689,,Right Foot,,,,"[53.7, 55.2]",,Low Pass,,31.300638,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Right Center Back,6,Barcelona,217,['f92a12ec-d27d-4f66-a4db-93c25c08847c'],50,,,,,,,,,,,,,,,,Barcelona,217,00:01:50.937,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.3543,,,,,,,,,,,,,,15065d9e-66ef-47bb-93a5-97ec5d76e4d6,105,,"[52.6, 54.4]",266236,1,,,,,-2.6454656,,Left Foot,,,,"[41.7, 48.5]",,Ground Pass,,12.394354,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,6,Barcelona,217,"['6356e452-7f45-414f-a0c3-661d4695e0e6', 'e293f6b8-3842-4c50-ae0d-928a6d87fdec']",52,,,,,,,,,,,,,,,,Barcelona,217,00:01:52.960,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,,0.9955,,,,,,,,,,,,,,0dd4ecb8-ff5d-4cf1-adca-d73f4f5948bf,109,,"[41.3, 48.3]",266236,1,,,,,2.4444003,,Right Foot,,,,"[33.3, 55.0]",,Ground Pass,,10.435037,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,6,Barcelona,217,"['c8a6337a-b875-4155-a607-87efb70fa4f4', 'e4af3528-1b13-4596-8860-9e63fdbbf2ff']",55,,,,,,,,,,,,,,,,Barcelona,217,00:01:55.332,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,,1.9064,,,,,,,,,,,,,,0197b435-f2a8-4fd0-bb02-14b59651c8e7,111,,"[33.3, 55.0]",266236,1,,,,,-1.5951817,,Right Foot,,,,"[32.5, 22.2]",,Ground Pass,,32.809753,,,,,Thomas Vermaelen,6332.0,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Right Center Back,6,Barcelona,217,['77ec27ab-2270-4119-8c29-a5ae0df5421e'],56,,,,,,,,,,,,,,,,Barcelona,217,00:01:56.328,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.5724,,,,,,,,,,,,,,1e7b10ca-41ab-415b-a110-8b2efe71b1f6,114,,"[27.2, 25.8]",266236,1,,,,,1.3860127,,Left Foot,,,,"[31.2, 47.2]",,Ground Pass,,21.770622,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Throw In,Thomas Vermaelen,6332.0,Left Center Back,6,Barcelona,217,['10da6783-9d48-4754-94b5-09fbc4576346'],59,,,,,,,,,,,,,,,,Barcelona,217,00:01:59.831,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,0.8154,,,,,,,,,,,,,,94e69ca8-6589-4e2e-ac63-7aec87983c7e,117,,"[47.8, 60.5]",266236,2,,,,,-0.5456551,,Right Foot,,,,"[56.2, 55.4]",,Ground Pass,,9.8270035,,,,,Ivan Rakitić,5470.0,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Right Center Back,6,Barcelona,217,['3b2dc1f9-6d97-4c7c-8ffa-7ac7a0f4697c'],5,,,,,,,,,,,,,,,,Barcelona,217,00:02:05.741,Pass,,2015/2016
