50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.81775,,,,,,,,,,,,bfbaa72b-a05c-4151-8286-ce340973c943,1228,,"[68.7, 54.9]",303596,26,,,,,-2.1208706,,Right Foot,,,"[55.7, 33.7]",Ground Pass,,24.868454,,,,Clément Lenglet,6826.0,,,,,,1,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Center Midfield,60,Barcelona,217,['5f5b2def-cc0d-47d0-92c0-95570759ec70'],40,,,,,,,,,,,,,,,,Barcelona,217,00:26:40.334,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.601543,,,,,,,,,,,,ee178645-84e9-44a3-9aef-762df56056a6,1231,,"[56.1, 33.1]",303596,26,,,,,-0.96684295,,Left Foot,,,"[71.9, 10.2]",Ground Pass,,27.821754,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Free Kick,Clément Lenglet,6826.0,Left Center Back,60,Barcelona,217,['35c6f261-b671-4ce6-a30d-eaf16ea81eba'],42,,,,,,,,,,,,,,,,Barcelona,217,00:26:42.903,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.950384,,,,,,,,,,,,134c51a1-096a-4018-9725-bd9ad65a2381,1234,,"[67.9, 11.9]",303596,26,,,,,-3.0880723,,Left Foot,,,"[56.7, 11.3]",Ground Pass,,11.21606,,,,Ivan Rakitić,5470.0,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,60,Barcelona,217,['94556d81-e8f9-4ef7-9ef5-6ed5a09d679b'],45,,,,,,,,,,,,,,,,Barcelona,217,00:26:45.953,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.044083,,,,,,,,,,,,da4f7671-560c-4fcd-a24d-49ec680ca5f6,1237,,"[55.0, 14.5]",303596,26,,,,,1.7220389,,Right Foot,,,"[49.3, 51.9]",Ground Pass,,37.831863,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Free Kick,Ivan Rakitić,5470.0,Center Defensive Midfield,60,Barcelona,217,['52589ec7-9350-48d2-900e-08f7ff0b2916'],48,,,,,,,,,,,,,,,,Barcelona,217,00:26:48.094,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.428399,,,,,,,,,,,,b87b37ee-1fc0-40dc-9a61-f289541fa101,1240,,"[56.5, 59.2]",303596,26,,,,,1.0502155,,Right Foot,,,"[65.1, 74.2]",Ground Pass,,17.29046,,,,Nélson Cabral Semedo,6374.0,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,60,Barcelona,217,['785548f6-633c-49a7-91d5-a2391dd43d1d'],54,,,,,,,,,,,,,,,,Barcelona,217,00:26:54.543,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.553414,,,,,,,,,,,,2861782b-0d1a-4333-9208-f0e7aef1cb65,1244,,"[66.6, 73.5]",303596,26,,,,,0.60916346,,Right Foot,,,"[70.9, 76.5]",Ground Pass,,5.2430906,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Nélson Cabral Semedo,6374.0,Right Back,60,Barcelona,217,"['45144df1-7640-4305-9119-7491964aeefb', '6d966ff0-ffd1-4df4-8b59-a2c9e29d32be']",56,,,,,,,,,,,,,,,,Barcelona,217,00:26:56.589,Pass,True,2019/2020
,,,,,,,,,,,,,,,,1.462774,,,,,,,,,,,,5f04f430-ffd5-4a21-8c8e-32ff11c94fce,1246,,"[71.3, 76.5]",303596,26,,,,,-0.94200003,,Left Foot,,,"[76.9, 68.8]",Ground Pass,,9.521029,,,,Nélson Cabral Semedo,6374.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,60,Barcelona,217,['be0e6c7b-223d-421b-bd1a-63bece3a5010'],57,,,,,,,,,,,,,,,,Barcelona,217,00:26:57.142,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.984784,,,,,,,,,,,,27b9b25e-503a-4ca7-8986-62ab388b0328,1249,,"[85.0, 69.2]",303596,26,,,,,-1.3111666,,Right Foot,,,"[88.4, 56.4]",Ground Pass,,13.243867,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Free Kick,Nélson Cabral Semedo,6374.0,Right Back,60,Barcelona,217,['a54655ca-a201-452b-8e34-8fdb1f4f5d91'],59,,,,,,,,,,,,,,,,Barcelona,217,00:26:59.494,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.534291,,,,,,,,,,,,a1c48027-1518-4bcd-9652-9be0bc725a23,1252,,"[92.0, 56.8]",303596,27,,,,,-0.11915123,,Right Foot,,,"[106.2, 55.1]",Ground Pass,,14.301398,,Pass Offside,,Nélson Cabral Semedo,6374.0,,,,,,1,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Center Midfield,60,Barcelona,217,['7818804c-9061-4fb0-be7d-a76b80df1d83'],1,,,,,,,,,,,,,,,,Barcelona,217,00:27:01.527,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.715912,,,,,,,,,,,,744c7d6d-4b3f-4538-b68d-37770042fe50,1254,,"[11.4, 30.8]",303596,27,,True,,,-0.4392622,,Right Foot,,,"[19.7, 26.9]",Ground Pass,,9.170606,,,,Sergio Ramos García,5201.0,,,,,Free Kick,1,From Free Kick,Thibaut Courtois,3509.0,Goalkeeper,61,Real Madrid,220,['055554eb-40b4-4ba9-846e-ad4fdd4e3c6c'],30,,,,,,,,,,,,,,,,Real Madrid,220,00:27:30.772,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.415495,,,,,,,,,,,,7067f1e8-b1b1-4040-9fe2-40034d732a4a,1256,,"[21.2, 25.8]",303596,27,,,,,-0.23082332,,Right Foot,,,"[62.9, 16.0]",High Pass,,42.836082,,Incomplete,,Karim Benzema,19677.0,,,,,,1,From Free Kick,Sergio Ramos García,5201.0,Left Center Back,61,Real Madrid,220,"['20a783c6-26a7-4820-8005-e26e09e561cf', '319b27c6-9742-4168-ba37-12294a7e9462']",33,,,,,,,,,,,,,,,,Real Madrid,220,00:27:33.283,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.309238,,,,,,,,,,,,319b27c6-9742-4168-ba37-12294a7e9462,1258,,"[57.2, 64.1]",303596,27,,,,,0.31160435,,Head,,,"[83.9, 72.7]",Low Pass,,28.050846,,Incomplete,,Nélson Cabral Semedo,6374.0,,,,,Recovery,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,61,Real Madrid,220,"['7067f1e8-b1b1-4040-9fe2-40034d732a4a', '9dccbe84-07a0-458f-88d0-7a2cbf7c2cc6', 'de8069bc-6b44-4824-a0ec-af2c2acba45f']",35,,,,,,,,,,,,,,,,Barcelona,217,00:27:35.698,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.098631,,,,,,,,,,,,64e17070-2f63-4d6c-aedf-d97a76d6d227,1262,,"[40.5, 8.7]",303596,27,,,,,-0.2093854,,Left Foot,,,"[56.5, 5.3]",Ground Pass,,16.357262,,,,Francisco Román Alarcón Suárez,4926.0,,,,,,1,From Free Kick,Ferland Mendy,3804.0,Left Back,61,Real Madrid,220,['9efd8321-d445-435d-af81-2283937cae69'],40,,,,,,,,,,,,,,,,Real Madrid,220,00:27:40.073,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.718842,,,,,,,,,,,,145f3c73-01eb-4acc-945f-6cb7d2b4ba85,1265,,"[56.1, 6.4]",303596,27,,,,,2.0837314,,Right Foot,,,"[51.2, 15.1]",Ground Pass,,9.984989,,,,Toni Kroos,5574.0,,,,,,1,From Free Kick,Francisco Román Alarcón Suárez,4926.0,Center Attacking Midfield,61,Real Madrid,220,['07dc58b1-8b23-433a-8e7e-f0e2489f5d27'],42,,,,,,,,,,,,,,,,Real Madrid,220,00:27:42.152,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.257063,,,,,,,,,,,,c1706127-42d6-44bd-a624-eadac8a051ca,1268,,"[55.4, 18.1]",303596,27,,,,,2.1829488,,Left Foot,,,"[48.8, 27.5]",Ground Pass,,11.485643,,,,Carlos Henrique Casimiro,5539.0,,,,,,1,From Free Kick,Toni Kroos,5574.0,Left Center Midfield,61,Real Madrid,220,['c60634e4-d4c6-4887-9db4-e261be656627'],43,,,,,,,,,,,,,,,,Real Madrid,220,00:27:43.924,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.823246,,,,,,,,,,,,4124ce9d-4fc6-4780-a042-d6702c1dbb68,1271,,"[50.1, 30.3]",303596,27,,,,,1.3032192,,Right Foot,,,"[60.6, 68.6]",Low Pass,,39.713223,,,,Daniel Carvajal Ramos,5721.0,,,,,,1,From Free Kick,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,61,Real Madrid,220,['16c26db2-6910-4dc9-8f6f-2b34232e0d46'],46,,,,,,,,,,,,,,,,Real Madrid,220,00:27:46.395,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.082846,,,,,,,,,,,,7a2adaa2-c80d-497f-a471-a10e7d930dbf,1274,,"[70.2, 56.0]",303596,27,,,,,-1.801887,,Right Foot,,,"[63.8, 28.8]",Ground Pass,,27.942799,,,,Toni Kroos,5574.0,,,,,,1,From Free Kick,Daniel Carvajal Ramos,5721.0,Right Back,61,Real Madrid,220,['26c90563-3eb3-4ff7-84c1-9e452cab751c'],50,,,,,,,,,,,,,,,,Real Madrid,220,00:27:50.523,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.571198,,,,,,,,,,,,b264489a-2f4a-4cce-ab2e-6396572e3fa0,1277,,"[64.9, 28.6]",303596,27,,,,,-0.8748143,,Right Foot,,,"[84.7, 4.9]",Low Pass,,30.882519,,,,Karim Benzema,19677.0,,,,,,1,From Free Kick,Toni Kroos,5574.0,Left Center Midfield,61,Real Madrid,220,['1bea8953-d700-4920-b836-8e1f7a637f8d'],53,,,,,,,,,,,,,,,,Real Madrid,220,00:27:53.688,Pass,,2019/2020
,,,,,,,,,,,,,,,,3.855583,,,,,,,,,,,,559ab348-2279-4ee4-a223-5a69939accf4,1280,,"[90.1, 5.5]",303596,27,,,,,0.03844259,,Right Foot,,,"[108.3, 6.2]",Ground Pass,,18.213457,,,,Ferland Mendy,3804.0,,,,,,1,From Free Kick,Karim Benzema,19677.0,Left Center Forward,61,Real Madrid,220,['d45b19a7-6513-4c59-a309-699f3271094f'],56,,,,,,,,,,,,,,,,Real Madrid,220,00:27:56.662,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.239499,,,,,,,,,,,,656b61e1-1543-43f2-98cb-b2c382d098ed,1282,,"[118.3, 7.0]",303596,28,,,,,1.8568478,,Left Foot,,,"[116.8, 12.1]",High Pass,,5.3160133,,Incomplete,,Karim Benzema,19677.0,,,,,,1,From Free Kick,Ferland Mendy,3804.0,Left Back,61,Real Madrid,220,"['18616a34-eaed-447e-9516-ed88c2930a7f', '7fcf2d61-5691-44f8-b882-e2bc45cc3ccb']",0,,,,,,,,,,,,,,,,Real Madrid,220,00:28:00.518,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.033172,,,,,,,,,,,,5285f1d6-be8c-4cea-b3b2-7d28e88953f6,1285,,"[120.0, 0.1]",303596,28,,,,,1.7963198,,Right Foot,,,"[110.8, 40.2]",High Pass,True,41.141827,,Incomplete,,,,,True,Inswinging,,Corner,1,From Corner,Toni Kroos,5574.0,Left Center Midfield,62,Real Madrid,220,['813cf732-8cde-470b-985d-758581d04d95'],29,,,,,,,,,,,,,,,,Real Madrid,220,00:28:29.716,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.185886,,,,,,,,,,,,c65f90cc-25e4-44b8-a3b8-bfcdfce56d0b,1289,,"[98.0, 69.9]",303596,28,,,,,-1.1755223,,Right Foot,True,,"[116.4, 25.8]",High Pass,,47.784622,,,,Carlos Henrique Casimiro,5539.0,,True,,,,1,From Corner,Daniel Carvajal Ramos,5721.0,Right Back,62,Real Madrid,220,['5a42487c-b56e-4b6c-a596-542622df0958'],36,,,,,,,,,,,,,,,,Real Madrid,220,00:28:36.790,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.712327,,,,,,,,,,,,8664e1b5-733a-4d49-872d-ebcba566aa44,1291,,"[116.4, 25.6]",303596,28,,,,,1.539061,,Head,True,,"[116.8, 38.2]",High Pass,,12.606348,,Incomplete,,Karim Benzema,19677.0,,,,,,1,From Corner,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,62,Real Madrid,220,"['34ddf29d-1385-4055-b2a5-fef1a940bf92', 'c31e7f27-5dd6-456b-9fe5-e63ec3dffcda']",38,,,,,,,,,,,,,,,,Real Madrid,220,00:28:38.976,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.058205,,,,,,,,,,,,904c395e-efb8-43ea-ac5c-8ba6fceaf6c9,1295,,"[13.1, 43.4]",303596,28,,,,,-1.064,,Keeper Arm,,,"[28.7, 15.3]",Low Pass,,32.13985,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,63,Barcelona,217,['16dd62e6-bbd7-49d8-b11e-226a0c5e57c0'],43,,,,,,,,,,,,,,,,Barcelona,217,00:28:43.075,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.152134,,,,,,,,,,,,e62eb093-0a28-4601-bd8d-4f1b49d62021,1298,,"[63.4, 19.6]",303596,28,,,,,0.7488291,,Right Foot,,,"[71.9, 27.5]",Ground Pass,,11.604309,,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Center Midfield,63,Barcelona,217,['5b4365a1-1a8b-4ebd-abb2-9468765ecdac'],52,,,,,,,,,,,,,,,,Barcelona,217,00:28:52.146,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.68573,,,,,,,,,,,,c9daf5ae-444a-4668-9951-2bcfecb4c734,1301,,"[76.6, 20.7]",303596,28,,,,,-2.3286786,,Right Foot,,,"[71.3, 15.1]",Ground Pass,,7.7103825,,,,Antoine Griezmann,5487.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,63,Barcelona,217,['aebafa5e-2277-4bc1-9ca1-36662e9167ad'],56,,,,,,,,,,,,,,,,Barcelona,217,00:28:56.247,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.613886,,,,,,,,,,,,3f211b47-27a5-428b-a726-b43f4a3774af,1305,,"[72.4, 27.3]",303596,28,,,,,1.8526499,,Left Foot,,,"[63.8, 57.0]",Ground Pass,,30.920057,,,,Nélson Cabral Semedo,6374.0,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Left Wing,63,Barcelona,217,"['0673456c-18a6-4e7e-96c9-18e1e57acd83', 'aa682f1e-4975-4b96-bb6c-254cf4b25c45']",59,,,,,,,,,,,,,,,,Barcelona,217,00:28:59.247,Pass,True,2019/2020
,,,,,,,,,,,,,,,,0.994548,,,,,,,,,,,,73680f4d-73ab-4fa8-b561-cfd790c7eea8,1308,,"[66.2, 61.3]",303596,29,,,,,-1.2833331,,Right Foot,,,"[69.6, 49.8]",Ground Pass,,11.992081,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,Nélson Cabral Semedo,6374.0,Right Back,63,Barcelona,217,['461564d6-ce2c-4b26-a882-331a12b05e6e'],2,,,,,,,,,,,,,,,,Barcelona,217,00:29:02.651,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.83971,,,,,,,,,,,,c52c4fb3-84a1-4c62-be91-12570409136a,1311,,"[71.1, 51.9]",303596,29,,,,,0.14932266,,Right Foot,,,"[82.4, 53.6]",Ground Pass,,11.42716,,,,Antoine Griezmann,5487.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Center Midfield,63,Barcelona,217,['4f9aa130-5e79-4d52-8e1e-090ea8fff97d'],5,,,,,,,,,,,,,,,,Barcelona,217,00:29:05.400,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.731855,,,,,,,,,,,,fff9b38d-287e-4af8-b078-a8543db626c6,1314,,"[82.4, 53.6]",303596,29,,,,,-2.2499967,,Left Foot,,,"[73.6, 42.7]",Ground Pass,,14.008925,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Left Wing,63,Barcelona,217,['8b7aa5fe-1883-4898-9dd1-eed1bba37ec7'],6,,,,,,,,,,,,,,,,Barcelona,217,00:29:06.278,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.979816,,,,,,,,,,,,12ddf162-0885-43f6-b385-ce3b60bcd168,1318,,"[76.6, 36.3]",303596,29,,,,,-2.2714307,,Left Foot,,,"[69.6, 28.0]",Ground Pass,,10.857717,,,,Ivan Rakitić,5470.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,63,Barcelona,217,['4e750c69-e1a4-4a4f-8002-0823c2c65546'],9,,,,,,,,,,,,,,,,Barcelona,217,00:29:09.015,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.650666,,,,,,,,,,,,fb216455-ef4f-4493-a7ae-77affc436260,1321,,"[69.6, 28.0]",303596,29,,,,,-1.4932821,,Right Foot,,,"[70.4, 17.7]",Ground Pass,,10.331021,,,,Frenkie de Jong,8118.0,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Center Defensive Midfield,63,Barcelona,217,['4303ef4b-6a97-4fee-914e-d3a918029a57'],10,,,,,,,,,,,,,,,,Barcelona,217,00:29:10.502,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.746272,,,,,,,,,,,,5b703aa8-714b-4035-90dd-70402d0f39fc,1325,,"[71.1, 23.9]",303596,29,,,,,1.5707964,,Right Foot,,,"[71.1, 52.3]",Ground Pass,,28.4,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Left Center Midfield,63,Barcelona,217,"['0b0aecfc-8b88-4c35-b55d-c85f2cc1be92', 'f8e14270-ef84-49b0-a961-1dfce0130e7d']",13,,,,,,,,,,,,,,,,Barcelona,217,00:29:13.355,Pass,True,2019/2020
,,,,,,,,,,,,,,,,0.790409,,,,,,,,,,,,4bfe92cc-07b1-44bc-bb4a-95f50e9ea3c7,1329,,"[71.1, 50.4]",303596,29,,,,,-2.0899425,,Right Foot,,,"[65.1, 39.9]",Ground Pass,,12.093387,,,,Ivan Rakitić,5470.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Center Midfield,63,Barcelona,217,"['c8220742-43c8-45b2-8cfc-a06adc8c4c49', 'f391e387-9ee4-4458-8833-8c8d6e30ae48']",16,,,,,,,,,,,,,,,,Barcelona,217,00:29:16.672,Pass,True,2019/2020
,,,,,,,,,,,,,,,,1.491857,,,,,,,,,,,,c95a2aba-70b8-44d8-85e6-d94a7276786c,1332,,"[63.6, 36.3]",303596,29,,,,,-1.5229287,,Right Foot,,,"[64.4, 19.6]",Ground Pass,,16.71915,,,,Clément Lenglet,6826.0,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Center Defensive Midfield,63,Barcelona,217,['6536b97c-18d5-4b6b-a438-58e1669a433d'],18,,,,,,,,,,,,,,,,Barcelona,217,00:29:18.867,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.032778,,,,,,,,,,,,12680dc6-3ced-493d-aac8-d8bb9574cd30,1335,,"[64.4, 19.6]",303596,29,,,,,-1.0709529,,Left Foot,,,"[72.1, 5.5]",Ground Pass,,16.06549,,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,63,Barcelona,217,['a03e6835-0580-4fd1-8eae-051c8bcb9617'],21,,,,,,,,,,,,,,,,Barcelona,217,00:29:21.112,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.169696,,,,,,,,,,,,cdfdd365-3e5e-4111-829e-6d659e767348,1338,,"[72.1, 5.5]",303596,29,,,,,2.720776,,Left Foot,,,"[57.8, 11.9]",Ground Pass,,15.666844,,,,Clément Lenglet,6826.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,63,Barcelona,217,['c40369d3-332e-405c-96a4-a0b1afb4209c'],23,,,,,,,,,,,,,,,,Barcelona,217,00:29:23.284,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.791353,,,,,,,,,,,,27aa7133-a158-440c-a5fb-326303ce29b2,1341,,"[57.4, 16.0]",303596,29,,,,,1.7214322,,Left Foot,,,"[52.3, 49.6]",Ground Pass,,33.984848,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,63,Barcelona,217,['b3201ddb-d76e-483c-a28e-046f2a75c35e'],25,,,,,,,,,,,,,,,,Barcelona,217,00:29:25.537,Pass,,2019/2020
,,,,,,,,,,,,,,,,3.593009,,,,,,,,,,,,da051276-2e2f-47cb-91f8-7991be9c6d02,1345,,"[63.2, 52.1]",303596,29,,,,,-1.9671301,,Right Foot,,,"[47.8, 15.3]",Ground Pass,,39.892357,,,,Frenkie de Jong,8118.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,63,Barcelona,217,"['68d5da39-9d24-4168-9a5d-7b8643682a93', '967574d7-0727-4b0e-ac5f-fad731fc3028']",31,,,,,,,,,,,,,,,,Barcelona,217,00:29:31.756,Pass,True,2019/2020
,,,,,,,,,,,,,,,,1.095265,,,,,,,,,,,,287a1f0f-5a3c-4222-a77f-6451444d9bad,1348,,"[42.6, 21.5]",303596,29,,,,,0.7306584,,Right Foot,,,"[50.3, 28.4]",Ground Pass,,10.339246,,,,Ivan Rakitić,5470.0,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Left Center Midfield,63,Barcelona,217,['4039d214-2a13-4fab-91b5-46836ff52af6'],39,,,,,,,,,,,,,,,,Barcelona,217,00:29:39.310,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.667376,,,,,,,,,,,,f27635f2-49d9-414a-86d0-515d1496df3b,1351,,"[50.1, 28.0]",303596,29,,,,,-3.0942595,,Left Foot,,,"[31.1, 27.1]",Ground Pass,,19.021303,,,,Clément Lenglet,6826.0,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Center Defensive Midfield,63,Barcelona,217,['eca7de01-a441-467b-87fb-7b4cce5c9df0'],40,,,,,,,,,,,,,,,,Barcelona,217,00:29:40.473,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.780279,,,,,,,,,,,,73a8f260-4627-41ce-98b7-06d930c6cba0,1354,,"[35.1, 29.2]",303596,29,,,,,-0.36339313,,Other,,,"[42.2, 26.5]",Ground Pass,,7.5960517,,,,Frenkie de Jong,8118.0,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,63,Barcelona,217,['56aa5af8-32ee-404a-a089-1ab92101e75c'],44,,,,,,,,,,,,,,,,Barcelona,217,00:29:44.620,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.149214,,,,,,,,,,,,6ce4c12c-338b-412b-9153-1871f4bc0f9f,1358,,"[43.3, 25.6]",303596,29,,,,,2.8134727,,Right Foot,,,"[33.9, 28.8]",Ground Pass,,9.929753,,,,Clément Lenglet,6826.0,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Left Center Midfield,63,Barcelona,217,"['243f3b9a-51e5-4560-a564-acfc7fda83e7', 'b57db595-91c9-4de4-aca8-f9d5f08ef5ac']",46,,,,,,,,,,,,,,,,Barcelona,217,00:29:46.232,Pass,True,2019/2020
,,,,,,,,,,,,,,,,1.029677,,,,,,,,,,,,f6dc1abc-e07c-4db5-992d-453e134810a1,1362,,"[34.1, 35.4]",303596,29,,,,,0.59030676,,Left Foot,,,"[44.1, 42.1]",Ground Pass,,12.037026,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,63,Barcelona,217,"['45cc00c8-b877-4d34-b7b3-1705bac736ec', 'a22e75de-19d6-4aae-bb6e-9834c011b498']",48,,,,,,,,,,,,,,,,Barcelona,217,00:29:48.081,Pass,True,2019/2020
,,,,,,,,,,,,,,,,0.502176,,,,,,,,,,,,797023ee-848a-4b77-9277-f5207bc7b942,1365,,"[43.9, 42.7]",303596,29,,,,,-1.7033478,,Right Foot,,,"[43.1, 36.7]",Ground Pass,,6.053098,,,,Frenkie de Jong,8118.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Center Midfield,63,Barcelona,217,"['d9257592-8560-4ce1-811a-c3187f26b948', 'ea213fbb-1f8d-4b73-b090-1e203b557ccb']",49,,,,,,,,,,,,,,,,Barcelona,217,00:29:49.110,Pass,True,2019/2020
,,,,,,,,,,,,,,,,1.255689,,,,,,,,,,,,2bb94b9d-b931-4791-99a1-2e1e431f9ecc,1368,,"[43.1, 36.7]",303596,29,,,,,0.37255427,,Right Foot,,,"[51.8, 40.1]",Ground Pass,,9.340771,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Left Center Midfield,63,Barcelona,217,['1b3216d6-4e09-4b55-a37d-d4ee0ef4e3cc'],49,,,,,,,,,,,,,,,,Barcelona,217,00:29:49.648,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.044404,,,,,,,,,,,,29c58986-e5b9-4499-8490-92e58efa6f11,1373,,"[56.7, 36.5]",303596,29,,,,,-0.8539182,,Right Foot,,,"[66.2, 25.6]",Ground Pass,,14.458907,,,,Antoine Griezmann,5487.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Center Midfield,63,Barcelona,217,"['03524071-b5c3-44c3-8b69-9cce56827a60', 'cfcac83c-449d-46fb-aacc-0b23dd642619']",51,,,,,,,,,,,,,,,,Barcelona,217,00:29:51.729,Pass,True,2019/2020
,,,,,,,,,,,,,,,,1.703565,,,,,,,,,,,,a90a0500-2223-43ea-b7f5-27401b070cf8,1377,,"[64.9, 23.9]",303596,29,,,,,-0.37327442,,Left Foot,,,"[91.2, 13.6]",Ground Pass,,28.244999,,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Left Wing,63,Barcelona,217,['dab6db9b-05c6-411a-a721-9b2dd1e560f7'],53,,,,,,,,,,,,,,,,Barcelona,217,00:29:53.604,Pass,,2019/2020
