bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,21e8b625-3428-41c9-9a23-123097f14b5e,1,,,3773565,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Granada,1049,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 24140, 'name': 'Rui Tiago Dantas da Silva'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4546, 'name': 'Dimitri Foulquier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 23807, 'name': 'Domingos Sousa Coutinho Meneses Duarte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 24134, 'name': 'Germán Sánchez Barahona'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 25702, 'name': 'Carlos Neva Tey'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 16249, 'name': 'Yangel Clemente Herrera Ravelo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 24052, 'name': 'Yan Brice Eteki'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 24126, 'name': 'José Antonio Rodríguez Díaz'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 24144, 'name': 'Ángel Montoro Sánchez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 11501, 'name': 'Darwin Daniel Machís Marcano'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 26009, 'name': 'Roberto Soldado Rillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Granada,1049,00:00:00.000,Starting XI,,2020/2021
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,48d929f7-34f5-4bbb-93bd-febfa94ceec8,2,,,3773565,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Granada,1049,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 21881, 'name': 'Sergino Dest'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 43728, 'name': 'Óscar Mingueza García'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 28}, {'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 30486, 'name': 'Pedro González López'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Barcelona,217,00:00:00.000,Starting XI,,2020/2021
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,71abfc51-39a9-4e83-8dc2-3b566b67187b,3,,,3773565,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Granada,1049,['0ac02dc3-4924-462e-bb52-6475e88c7664'],0,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2020/2021
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0ac02dc3-4924-462e-bb52-6475e88c7664,4,,,3773565,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Granada,1049,['71abfc51-39a9-4e83-8dc2-3b566b67187b'],0,,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,,2020/2021
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,ed1ae9ab-21b5-46aa-ba42-389ddae6b74b,1714,,,3773565,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,77,Barcelona,217,['043b2574-434c-4051-9bf6-3d6158412f65'],0,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2020/2021
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,043b2574-434c-4051-9bf6-3d6158412f65,1715,,,3773565,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,77,Barcelona,217,['ed1ae9ab-21b5-46aa-ba42-389ddae6b74b'],0,,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,,2020/2021
,,,,,,,,,,,,,,,1.0,,,,,,,,,,,ed41e519-cb15-4ee3-ba31-d833f0182a7d,5,,"[60.0, 40.0]",3773565,0,,,,-2.937085,,Left Foot,,,"[46.5, 37.2]",,Ground Pass,,13.787313,,,Sergio Busquets i Burgos,5203.0,,,,,,Kick Off,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,2,Barcelona,217,['01a8babb-95a9-4bb1-b7a1-489a8fd3d95d'],0,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.747,Pass,,2020/2021
,,,,,,,,,,,,,,,0.674666,,,,,,,,,,,4f7dd7d2-7958-4d48-bdce-723d5335d8b3,8,,"[47.0, 40.8]",3773565,0,,,,1.7515959,,Right Foot,,,"[45.3, 50.1]",,Ground Pass,,9.4541,,,Frenkie de Jong,8118.0,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['c524e897-0289-4537-a307-6e8df18783a0'],3,,,,,,,,,,,,,,,,Barcelona,217,00:00:03.810,Pass,,2020/2021
,,,,,,,,,,,,,,,0.945528,,,,,,,,,,,02eebbdc-0ce4-45c9-8e5b-571829c685df,11,,"[44.1, 51.8]",3773565,0,,,,-2.9996955,,Right Foot,,,"[30.8, 49.9]",,Ground Pass,,13.435029,,,Óscar Mingueza García,43728.0,,,,,,,1,From Kick Off,Frenkie de Jong,8118.0,Right Center Midfield,2,Barcelona,217,['6a8b7b60-b85d-49b7-93aa-f66fb1b86b63'],6,,,,,,,,,,,,,,,,Barcelona,217,00:00:06.249,Pass,,2020/2021
,,,,,,,,,,,,,,,1.457914,,,,,,,,,,,b2b36594-6765-4b16-ab60-3fbd8761cdee,14,,"[29.3, 49.2]",3773565,0,,,,-1.6178819,,Right Foot,,,"[28.4, 30.1]",,Ground Pass,,19.121193,,,Samuel Yves Umtiti,5492.0,,,,,,,1,From Kick Off,Óscar Mingueza García,43728.0,Right Center Back,2,Barcelona,217,['702a6da3-ea99-489d-bd58-8b0d2088c2da'],7,,,,,,,,,,,,,,,,Barcelona,217,00:00:07.692,Pass,,2020/2021
,,,,,,,,,,,,,,,0.789398,,,,,,,,,,,670ec4a4-35eb-401f-a3f2-dc57e621a50d,17,,"[28.4, 30.1]",3773565,0,,,,0.16839015,,Left Foot,,,"[38.4, 31.8]",,Ground Pass,,10.143471,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Kick Off,Samuel Yves Umtiti,5492.0,Left Center Back,2,Barcelona,217,['5b3e022e-df39-4a5a-9527-3cb698ec9a6e'],9,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.893,Pass,,2020/2021
,,,,,,,,,,,,,,,1.962173,,,,,,,,,,,4c97d57c-7d70-4797-9b1f-bc3c46849b93,19,,"[38.9, 32.2]",3773565,0,,,,-1.464206,,Left Foot,,,"[41.5, 7.9]",,Ground Pass,,24.4387,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['c80d9bc0-ab0f-4666-a9b7-9bee1770f1c7'],10,,,,,,,,,,,,,,,,Barcelona,217,00:00:10.682,Pass,,2020/2021
,,,,,,,,,,,,,,,0.180169,,,,,,,,,,,7f6b19dd-b355-46fb-9667-294e597e1b32,22,,"[40.8, 8.2]",3773565,0,,,,0.047583103,,Left Foot,,,"[45.0, 8.4]",,Low Pass,,4.204759,,Incomplete,Antoine Griezmann,5487.0,,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,"['66a3f123-ddfb-4a7f-9252-6d6050189455', '99334ece-25ac-4ee9-8d33-ea7c77df4718']",13,,,,,,,,,,,,,,,,Barcelona,217,00:00:13.715,Pass,,2020/2021
,,,,,,,,,,,,,,,0.760084,,,,,,,,,,,77337edc-6b48-4e4d-b4dd-a51cf8a82481,25,,"[46.5, 0.1]",3773565,0,,,,1.1485451,,,,,"[49.6, 7.0]",,Low Pass,,7.56439,,,Antoine Griezmann,5487.0,,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,['b2335238-fd7c-4014-9abb-7850a131ea6f'],32,,,,,,,,,,,,,,,,Barcelona,217,00:00:32.090,Pass,,2020/2021
,,,,,,,,,,,,,,,0.943232,,,,,,,,,,,98d64484-f4b2-4caa-8473-b68b08ea8c8d,27,,"[49.6, 7.0]",3773565,0,,,,-2.3765998,,Left Foot,,,"[44.6, 2.2]",,Ground Pass,,6.9310894,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Throw In,Antoine Griezmann,5487.0,Left Wing,3,Barcelona,217,['373c22b2-0f0a-43ce-855c-d961f7385b19'],32,,,,,,,,,,,,,,,,Barcelona,217,00:00:32.850,Pass,,2020/2021
,,,,,,,,,,,,,,,0.749497,,,,,,,,,,,a06232ee-4b47-4ba7-8d73-16cde0c4a097,30,,"[44.6, 2.2]",3773565,0,,,,2.566168,,Left Foot,,,"[37.2, 7.0]",,Ground Pass,,8.820431,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,['7e7a4d61-df29-4f6f-a31e-947ddbbfe632'],33,,,,,,,,,,,,,,,,Barcelona,217,00:00:33.860,Pass,,2020/2021
,,,,,,,,,,,,,,,6.048444,,,,,,,,,,,8fc7583b-4653-48d4-b6ae-b7bf07f58468,32,,"[37.2, 7.0]",3773565,0,,,,0.17707315,,Left Foot,,,"[103.7, 18.9]",,High Pass,,67.55634,,Incomplete,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,"['88586a44-4b5d-4724-9836-61a2d634b536', '88965395-a669-4d5d-b28b-b3910e12265e']",34,,,,,,,,,,,,,,,,Barcelona,217,00:00:34.609,Pass,,2020/2021
,,,,,,,,,,,,,,,2.43057,,,,,,,,,,,b6efc644-8184-416f-87d6-c9c0506faeb1,36,,"[9.8, 54.5]",3773565,0,,,,-1.4162748,,Left Foot,,,"[14.8, 22.4]",,Ground Pass,,32.487076,,,Germán Sánchez Barahona,24134.0,,,,,,,1,Regular Play,Rui Tiago Dantas da Silva,24140.0,Goalkeeper,4,Granada,1049,['ea26a9dd-6e65-4df1-99fa-ca2a4e303017'],43,,,,,,,,,,,,,,,,Granada,1049,00:00:43.253,Pass,,2020/2021
,,,,,,,,,,,,,,,1.465949,,,,,,,,,,,b0cb546a-aa60-412c-adb7-8a40780711e4,39,,"[20.0, 19.3]",3773565,0,,,,-0.09966865,,Right Foot,,,"[35.0, 17.8]",,Ground Pass,,15.074814,,,Yangel Clemente Herrera Ravelo,16249.0,,,,,,,1,Regular Play,Germán Sánchez Barahona,24134.0,Left Center Back,4,Granada,1049,['31f96332-1b42-4532-abbe-5e5b359b1eb5'],46,,,,,,,,,,,,,,,,Granada,1049,00:00:46.929,Pass,,2020/2021
,,,,,,,,,,,,,,,1.694356,,,,,,,,,,,3a1c4b89-bccc-4689-b7a4-f23f260d969a,41,,"[35.0, 17.8]",3773565,0,,,,-2.5945654,,Right Foot,,,"[21.7, 9.7]",,Ground Pass,,15.572412,,,Germán Sánchez Barahona,24134.0,,,,,,,1,Regular Play,Yangel Clemente Herrera Ravelo,16249.0,Right Center Midfield,4,Granada,1049,['1f6b86bc-ba2a-49a5-9177-11ea9cdd51e0'],48,,,,,,,,,,,,,,,,Granada,1049,00:00:48.395,Pass,,2020/2021
,,,,,,,,,,,,,,,1.599999,,,,,,,,,,,f120c5df-14a7-49f5-8691-720e4a994aa3,44,,"[19.1, 10.9]",3773565,0,,,,2.053832,,Right Foot,,,"[4.1, 39.5]",,Ground Pass,,32.29489,,,Rui Tiago Dantas da Silva,24140.0,,,,,,,1,Regular Play,Germán Sánchez Barahona,24134.0,Left Center Back,4,Granada,1049,['059be2d4-665c-46cc-9446-e46c11c092ac'],52,,,,,,,,,,,,,,,,Granada,1049,00:00:52.656,Pass,,2020/2021
,,,,,,,,,,,,,,,2.953904,,,,,,,,,,,fb400d3f-b7e5-4b5d-b16f-1e7050dd41e6,47,,"[6.9, 41.4]",3773565,0,,,,0.6825873,,Left Foot,,,"[48.6, 75.3]",,High Pass,,53.741047,,,Dimitri Foulquier,4546.0,,,,,,,1,Regular Play,Rui Tiago Dantas da Silva,24140.0,Goalkeeper,4,Granada,1049,['c75445ba-590a-421c-8814-0f31b08ca3f5'],56,,,,,,,,,,,,,,,,Granada,1049,00:00:56.121,Pass,,2020/2021
,,,,,,,,,,,,,,,0.113252,,,,,,,,,,,30f7229c-d0c6-4656-994c-f9b74564d56b,52,,"[55.8, 2.2]",3773565,1,,,,0.20539539,,Left Foot,,,"[58.2, 2.7]",,High Pass,,2.4515302,,Incomplete,Pedro González López,30486.0,,,,,,Recovery,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,4,Granada,1049,"['0d257910-7a01-4e43-b2cb-08171d142995', '3b33e002-8f60-419e-8dc3-dc089a6ec3cd', 'd330fee9-c93f-4a4f-95b6-470567cfb0f9']",0,,,,,,,,,,,,,,,,Barcelona,217,00:01:00.855,Pass,True,2020/2021
,,,,,,,,,,,,,,,1.840982,,,,,,,,,,,8fd04824-8a34-445e-acaa-e9996f00a5a9,55,,"[67.0, 0.1]",3773565,1,,,,2.739406,,,,,"[53.6, 5.8]",,Low Pass,,14.561936,,,Frenkie de Jong,8118.0,,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,5,Barcelona,217,['09111b39-0b2e-4503-a8bc-ebd3e12b6a05'],17,,,,,,,,,,,,,,,,Barcelona,217,00:01:17.509,Pass,,2020/2021
,,,,,,,,,,,,,,,1.322272,,,,,,,,,,,9ce3a18e-8f37-427d-9fca-2b9dd954409f,58,,"[51.7, 6.3]",3773565,1,,,,3.0699208,,Right Foot,,,"[32.2, 7.7]",,Ground Pass,,19.550192,,,Samuel Yves Umtiti,5492.0,,,,,,,1,From Throw In,Frenkie de Jong,8118.0,Right Center Midfield,5,Barcelona,217,"['7f113b8a-8070-41ee-abd6-c941fbef78d3', 'b6a7ef36-144a-493e-a466-c155861d1330']",19,,,,,,,,,,,,,,,,Barcelona,217,00:01:19.350,Pass,True,2020/2021
,,,,,,,,,,,,,,,2.028367,,,,,,,,,,,32cfaf5f-64d0-46b8-8b63-f4fd9d12731e,61,,"[32.2, 7.7]",3773565,1,,,,1.9264323,,Left Foot,,,"[20.5, 39.2]",,Ground Pass,,33.60268,,,Óscar Mingueza García,43728.0,,,,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,5,Barcelona,217,['79ac9980-4dc0-4679-a86e-34f59625ff93'],21,,,,,,,,,,,,,,,,Barcelona,217,00:01:21.947,Pass,,2020/2021
,,,,,,,,,,,,,,,1.238377,,,,,,,,,,,a8f287bb-6dd5-44e1-84ee-e639aeafdaf1,64,,"[21.2, 48.2]",3773565,1,,,,-2.5127964,,Right Foot,,,"[9.1, 39.4]",,Ground Pass,,14.961617,,,Marc-André ter Stegen,20055.0,,,,,,,1,From Throw In,Óscar Mingueza García,43728.0,Right Center Back,5,Barcelona,217,['f4e5d8ee-26b8-4de9-9e59-a382c6d61225'],27,,,,,,,,,,,,,,,,Barcelona,217,00:01:27.210,Pass,,2020/2021
,,,,,,,,,,,,,,,1.6,,,,,,,,,,,5fbd1cb1-69ce-4cfb-82f7-118f163aff29,67,,"[9.1, 39.4]",3773565,1,,,,1.2183387,,Left Foot,,,"[15.5, 56.8]",,Ground Pass,,18.539688,,,Óscar Mingueza García,43728.0,,,,,,,1,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,5,Barcelona,217,['6ac333c5-cb99-42bf-ba6c-3ef6ab3bdcf2'],29,,,,,,,,,,,,,,,,Barcelona,217,00:01:29.075,Pass,,2020/2021
,,,,,,,,,,,,,,,1.143653,,,,,,,,,,,a4412acf-5b24-4e8d-a118-43a56effbf9f,70,,"[18.1, 57.7]",3773565,1,,,,0.05580791,,Right Foot,,,"[36.0, 58.7]",,Ground Pass,,17.927912,,,Frenkie de Jong,8118.0,,,,,,,1,From Throw In,Óscar Mingueza García,43728.0,Right Center Back,5,Barcelona,217,['ddf3ad02-62fe-40d8-ade2-4187d20ebb68'],32,,,,,,,,,,,,,,,,Barcelona,217,00:01:32.363,Pass,,2020/2021
,,,,,,,,,,,,,,,1.675559,,,,,,,,,,,d9918736-1148-4577-af41-a99ea7fd649e,73,,"[36.0, 58.7]",3773565,1,,,,-2.0158846,,Right Foot,,,"[27.7, 41.3]",,Ground Pass,,19.278227,,Incomplete,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Throw In,Frenkie de Jong,8118.0,Right Center Midfield,5,Barcelona,217,"['26afeba0-9e2a-4e6d-aba6-efd6491921be', '7ba248d2-6265-48e4-991e-ac90cee852f9']",33,,,,,,,,,,,,,,,,Barcelona,217,00:01:33.513,Pass,,2020/2021
,,,,,,,,,,,,,,,1.157041,,,,,,,,,,,636560a6-0110-4cc9-84fa-3d40cbb3c203,87,,"[120.0, 0.1]",3773565,2,,,,1.797358,,Right Foot,,,"[112.9, 30.9]",,Low Pass,,31.607752,,,Roberto Soldado Rillo,26009.0,,True,,Straight,,Corner,1,From Corner,Ángel Montoro Sánchez,24144.0,Center Attacking Midfield,7,Granada,1049,['2c5cabb0-a9e0-4dd9-9145-e0704d3a33ab'],22,,,,,,,,,,,,,,,,Granada,1049,00:02:22.579,Pass,,2020/2021
,,,,,,,,,,,,,,,0.412617,,,,,,,,,,,c75b9d49-1e49-4b03-bdb9-71a17a3c0b8f,89,,"[112.5, 30.9]",3773565,2,,,,1.6936315,,Right Foot,,,"[111.5, 39.0]",,Low Pass,,8.161495,,Incomplete,Yangel Clemente Herrera Ravelo,16249.0,,,,,,,1,From Corner,Roberto Soldado Rillo,26009.0,Center Forward,7,Granada,1049,"['d8285ec4-525d-40a1-9440-699c8efb548f', 'df7d83a8-64ee-45ff-b337-80ad6edb3373']",23,,,,,,,,,,,,,,,,Granada,1049,00:02:23.736,Pass,,2020/2021
,,,,,,,,,,,,,,,2.718881,,,,,,,,,,,3bc67dfc-69d0-4890-a6a3-358b680ba172,94,,"[16.2, 38.9]",3773565,2,,,,0.73557067,,Keeper Arm,,,"[56.2, 75.1]",,High Pass,,53.948494,,,Ousmane Dembélé,5477.0,,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,8,Barcelona,217,['875e08c0-4ca1-4047-9896-0d3281079602'],32,,,,,,,,,,,,,,,,Barcelona,217,00:02:32.410,Pass,,2020/2021
,,,,,,,,,,,,,,,1.898503,,,,,,,,,,,af26c7f6-2412-449b-9233-3fa7efa06746,97,,"[53.4, 71.6]",3773565,2,,,,2.8651674,,Left Foot,,,"[39.3, 75.6]",,Low Pass,,14.656398,,,Sergino Dest,21881.0,,,,,,,1,Regular Play,Ousmane Dembélé,5477.0,Right Wing,8,Barcelona,217,['4feaf7e1-06be-4c55-affc-d4eb5cc44619'],35,,,,,,,,,,,,,,,,Barcelona,217,00:02:35.833,Pass,,2020/2021
,,,,,,,,,,,,,,,1.929509,,,,,,,,,,,4f4c9bfe-deba-4b98-aec6-9286d9043bea,100,,"[36.0, 74.7]",3773565,2,,,,-1.7139158,,Left Foot,,,"[32.7, 51.8]",,Ground Pass,,23.13655,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Sergino Dest,21881.0,Right Back,8,Barcelona,217,['fa1874dc-eb79-40bb-a6b3-4977effce326'],38,,,,,,,,,,,,,,,,Barcelona,217,00:02:38.577,Pass,,2020/2021
,,,,,,,,,,,,,,,1.916988,,,,,,,,,,,1716ff45-4e73-495e-ad52-41c48a5da6ba,103,,"[35.8, 48.0]",3773565,2,,,,-1.5554129,,Right Foot,,,"[36.2, 22.0]",,Ground Pass,,26.003077,,,Samuel Yves Umtiti,5492.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,8,Barcelona,217,['6292e51e-87a7-4d33-ab60-9368bb228dae'],45,,,,,,,,,,,,,,,,Barcelona,217,00:02:45.666,Pass,,2020/2021
,,,,,,,,,,,,,,,1.366932,,,,,,,,,,,ab913e0e-74ea-4bf7-82ad-459c43293105,106,,"[43.1, 18.9]",3773565,2,,,,-1.0095103,,Right Foot,,,"[53.6, 2.2]",,Ground Pass,,19.726631,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,8,Barcelona,217,['3f6fe68a-0541-4ccc-a498-eb6e583e810d'],48,,,,,,,,,,,,,,,,Barcelona,217,00:02:48.981,Pass,,2020/2021
,,,,,,,,,,,,,,,0.771883,,,,,,,,,,,ca7dbebf-fd25-45ba-8b1b-d258403705ed,109,,"[54.8, 2.2]",3773565,2,,,,1.4448837,,Left Foot,,,"[55.8, 10.1]",,Ground Pass,,7.9630394,,,Jordi Alba Ramos,5211.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,8,Barcelona,217,['4e548d1e-e3e6-48fb-82ae-36089e320c52'],51,,,,,,,,,,,,,,,,Barcelona,217,00:02:51.356,Pass,,2020/2021
,,,,,,,,,,,,,,,0.654364,,,,,,,,,,,1d6a2917-6530-4453-a7c8-21c013b0fdd5,112,,"[55.8, 8.7]",3773565,2,,,,-1.8880626,,Left Foot,,,"[53.6, 2.0]",,Ground Pass,,7.05195,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,8,Barcelona,217,['eef990fc-df45-4469-a9c0-6af3e4a7e02c'],52,,,,,,,,,,,,,,,,Barcelona,217,00:02:52.677,Pass,,2020/2021
,,,,,,,,,,,,,,,1.389583,,,,,,,,,,,d55976d1-3fea-42a4-aace-c492c047b8b0,115,,"[53.6, 2.0]",3773565,2,,,,2.5148497,,Left Foot,,,"[36.2, 14.6]",,Ground Pass,,21.483017,,,Samuel Yves Umtiti,5492.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,8,Barcelona,217,['849abe0b-7591-4396-9da9-5e41d19030a3'],53,,,,,,,,,,,,,,,,Barcelona,217,00:02:53.495,Pass,,2020/2021
,,,,,,,,,,,,,,,1.789546,,,,,,,,,,,b262487c-854f-4595-84c2-e7faadba9a19,118,,"[37.7, 14.9]",3773565,2,,,,1.7671292,,Left Foot,,,"[34.1, 33.0]",,Ground Pass,,18.454538,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,8,Barcelona,217,['c439664d-854c-4111-a316-185c5390937c'],56,,,,,,,,,,,,,,,,Barcelona,217,00:02:56.128,Pass,,2020/2021
,,,,,,,,,,,,,,,1.50753,,,,,,,,,,,17c6db3e-620a-4a6b-bd22-6bceea137fd9,121,,"[34.1, 39.6]",3773565,2,,,,1.3565619,,Right Foot,,,"[39.3, 63.5]",,Ground Pass,,24.45915,,,Óscar Mingueza García,43728.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,8,Barcelona,217,['c263e313-2895-4ec5-ad67-13391d7e459d'],59,,,,,,,,,,,,,,,,Barcelona,217,00:02:59.743,Pass,,2020/2021
,,,,,,,,,,,,,,,1.167828,,,,,,,,,,,827c7a7f-9808-47bb-a3aa-e903b588d46d,124,,"[58.2, 66.8]",3773565,3,,,,0.54547507,,Left Foot,,,"[72.7, 75.6]",,Ground Pass,,16.961428,,,Sergino Dest,21881.0,,,,,,,1,Regular Play,Óscar Mingueza García,43728.0,Right Center Back,8,Barcelona,217,['348593f5-a994-4da5-97b7-0c0f2e74759f'],4,,,,,,,,,,,,,,,,Barcelona,217,00:03:04.998,Pass,,2020/2021
,,,,,,,,,,,,,,,0.545612,,,,,,,,,,,dfa2bca4-7f8e-44d9-bbe6-98f07fd7883f,127,,"[72.0, 73.7]",3773565,3,,,,-1.4130276,,Right Foot,,,"[73.4, 64.9]",,Ground Pass,,8.910667,,,Ousmane Dembélé,5477.0,,,,,,,1,Regular Play,Sergino Dest,21881.0,Right Back,8,Barcelona,217,['e753c6fe-b538-49f3-a278-0af937d59d6d'],6,,,,,,,,,,,,,,,,Barcelona,217,00:03:06.969,Pass,,2020/2021
,,,,,,,,,,,,,,,1.074934,,,,,,,,,,,b3e71bfb-7ab2-4614-8171-7a69be7f22c8,130,,"[73.4, 64.9]",3773565,3,,,,-1.4361324,,No Touch,,,"[75.5, 49.4]",,Ground Pass,,15.641611,True,Incomplete,Frenkie de Jong,8118.0,,,,,,,1,Regular Play,Ousmane Dembélé,5477.0,Right Wing,8,Barcelona,217,"['6e44657a-4b46-41de-9139-b36c92e80789', 'e14c9835-e570-4d68-950d-9c701ea977b1']",7,,,,,,,,,,,,,,,,Barcelona,217,00:03:07.555,Pass,,2020/2021
