ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,3.1394,,,,,,,,,,,,,,,cba3311f-8cce-4742-a99d-7dc8b6dd2655,4047,,"[26.6, 25.7]",69282,87,,,,-1.5173713,,Right Foot,,,"[27.6, 7.0]",,Ground Pass,,18.726719,,,,,Koikili Lertxundi Del Campo,26479.0,,,,,,,2,Regular Play,David López Moreno,25869.0,Right Wing,160,Athletic Club,215,"['10474e0f-0cb4-43cc-8b61-88ec514d838e', '32892731-a568-4422-b318-0d5b0808de84']",42,,,,,,,,,,,,,,,,,Athletic Club,215,00:42:42.463,Pass,True,2010/2011
,,,,,,,,,,,,,,,1.735376,,,,,,,,,,,,,,,d1a82f0e-a5c2-4fbd-bb3b-f08016243160,4051,,"[30.6, 5.5]",69282,87,,,,2.301617,,Left Foot,,,"[10.7, 27.7]",,Low Pass,,29.813587,,,,,Gorka Iraizoz Moreno,6576.0,,,,,,,2,Regular Play,Koikili Lertxundi Del Campo,26479.0,Left Back,160,Athletic Club,215,['60ca3a4a-b62e-4f89-ae27-714e46a56b5f'],47,,,,,,,,,,,,,,,,,Athletic Club,215,00:42:47.249,Pass,,2010/2011
,,,,,,,,,,,,,,,2.338937,,,,,,,,,,,,,,,0dba7b16-771f-4fd0-b11c-57e41f156f43,4054,,"[10.7, 27.7]",69282,87,,,,-0.62074846,,Right Foot,,,"[48.6, 0.6]",,Low Pass,,46.59206,,,Out,,,,,,,,,,2,Regular Play,Gorka Iraizoz Moreno,6576.0,Goalkeeper,160,Athletic Club,215,,49,,,,,,,,,,,,,,,,,Athletic Club,215,00:42:49.065,Pass,,2010/2011
,,,,,,,,,,,,,,,1.359092,,,,,,,,,,,,,,,835e5fd4-d44b-4b12-a2e5-ec7aafe8b34a,4055,,"[68.8, 80.0]",69282,88,,,,-1.5091462,,,,,"[69.3, 71.9]",,Low Pass,,8.1154175,,,,,Xavier Hernández Creus,20131.0,,,,,,Throw-in,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,161,Barcelona,217,['2fb89776-8f1b-409b-93ad-b6970382fb43'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:43:04.426,Pass,,2010/2011
,,,,,,,,,,,,,,,0.74278,,,,,,,,,,,,,,,b25af160-015d-4cfc-9e79-9e652940fc0b,4059,,"[69.9, 72.3]",69282,88,,,,2.2111528,,Right Foot,,,"[66.1, 77.4]",,Ground Pass,,6.3600316,,,,,Daniel Alves da Silva,4324.0,,,,,,,2,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,161,Barcelona,217,"['7f406b36-0015-4bd4-b64e-dd1212a982df', 'f7edf14f-017a-4856-8cfd-b9ceccf50644']",5,,,,,,,,,,,,,,,,,Barcelona,217,00:43:05.922,Pass,True,2010/2011
,,,,,,,,,,,,,,,1.545162,,,,,,,,,,,,,,,c0a51859-33a8-434e-9423-1c3ae4587a45,4062,,"[65.9, 77.6]",69282,88,,,,-2.702992,,Right Foot,,,"[46.5, 68.5]",,Ground Pass,,21.428253,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,161,Barcelona,217,['9c531857-df47-4414-921e-c7e39aada013'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:43:06.785,Pass,,2010/2011
,,,,,,,,,,,,,,,1.692197,,,,,,,,,,,,,,,be7e15c0-6145-4fd7-8b90-ec529beede1c,4065,,"[46.5, 68.5]",69282,88,,,,-2.1689405,,Right Foot,,,"[31.1, 45.9]",,Ground Pass,,27.348125,,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,161,Barcelona,217,['6bdae2d8-3cb3-43f8-a942-701b73633fd6'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:43:10.127,Pass,,2010/2011
,,,,,,,,,,,,,,,1.673584,,,,,,,,,,,,,,,a3bc5aed-9c67-44e6-8d44-6bb7e590eb4d,4068,,"[29.6, 42.1]",69282,88,,,,-0.25452036,,Left Foot,,,"[54.2, 35.7]",,Ground Pass,,25.41889,,,,,Seydou Kéita,20169.0,,,,,,,2,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,161,Barcelona,217,['b95291f6-74b8-4a15-8dd8-d044987b2eab'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:43:13.085,Pass,,2010/2011
,,,,,,,,,,,,,,,0.697966,,,,,,,,,,,,,,,ed873bfe-205c-4b66-9d3b-957ef3682ddd,4071,,"[54.2, 35.7]",69282,88,,,,2.5426815,,Left Foot,,,"[47.9, 40.0]",,Ground Pass,,7.6275816,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,From Throw In,Seydou Kéita,20169.0,Left Center Midfield,161,Barcelona,217,['dd7afd69-51a3-4654-b44d-247e386ada1d'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:43:15.003,Pass,,2010/2011
,,,,,,,,,,,,,,,1.098497,,,,,,,,,,,,,,,42795cae-298a-46cc-b22d-2dd9820e3d41,4075,,"[48.6, 40.0]",69282,88,,,,0.44707453,,Right Foot,,,"[55.9, 43.5]",,Ground Pass,,8.095678,,,,,Seydou Kéita,20169.0,,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,161,Barcelona,217,['9693aef0-2e07-4de1-8761-e6efad78cfde'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:43:15.756,Pass,,2010/2011
,,,,,,,,,,,,,,,1.001028,,,,,,,,,,,,,,,7b47be62-296f-43ec-a436-79fd85b6b259,4079,,"[60.2, 44.8]",69282,88,,,,2.224101,,Left Foot,,,"[54.0, 52.9]",,Ground Pass,,10.20049,,,,,Xavier Hernández Creus,20131.0,,,,,,,2,From Throw In,Seydou Kéita,20169.0,Left Center Midfield,161,Barcelona,217,['282e14a2-6b38-48be-8595-169b1d0e6d29'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:43:17.360,Pass,,2010/2011
,,,,,,,,,,,,,,,3.29089,,,,,,,,,,,,,,,7f6ca6a6-b6fa-4719-8a66-50fc1baa2c6a,4082,,"[56.8, 57.0]",69282,88,,,,0.6150896,,Right Foot,,,"[84.4, 76.5]",,Low Pass,,33.79364,,,,,Daniel Alves da Silva,4324.0,,,,,,,2,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,161,Barcelona,217,['2b2b4e15-8813-426a-9a2f-d73e28f94816'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:43:19.267,Pass,,2010/2011
,,,,,,,,,,,,,,,0.986285,,,,,,,,,,,,,,,68a65b94-5b87-4e7e-b8ee-0bd44f914413,4085,,"[90.9, 75.5]",69282,88,,,,-2.104146,,Right Foot,,,"[79.8, 56.7]",,Ground Pass,,21.832315,,,,,Xavier Hernández Creus,20131.0,,,,,,,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,161,Barcelona,217,['0d357726-991a-42dd-a625-decdc58696b0'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:43:24.111,Pass,,2010/2011
,,,,,,,,,,,,,,,3.499441,,,,,,,,,,,,,,,3ff71776-2e11-427b-84d0-1faea9933675,4088,,"[83.3, 54.8]",69282,88,,,,-0.7719861,,Right Foot,,,"[117.3, 21.7]",,High Pass,,47.451134,,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,2,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,161,Barcelona,217,['68388d69-a5b9-41d1-a138-01feaab3851b'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:43:27.962,Pass,,2010/2011
,,,,,,,,,,,,,,,2.435366,,,,,,,,,,,,,,,a7a9a5e5-d285-4782-977d-90b53eaea9a4,4091,,"[108.4, 13.9]",69282,88,,,,2.3490005,,Right Foot,,,"[94.6, 27.9]",,Ground Pass,,19.658077,,,,,Seydou Kéita,20169.0,,,,,,,2,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,161,Barcelona,217,['7ab441b6-1f5e-447e-be6e-04fd5e80e470'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:43:36.771,Pass,,2010/2011
,,,,,,,,,,,,,,,0.675914,,,,,,,,,,,,,,,c962fc24-7476-45e1-b28a-efccc08a5371,4094,,"[93.3, 27.9]",69282,88,,,,1.9394922,,Left Foot,,,"[88.2, 41.1]",,Ground Pass,,14.150971,,,,,Xavier Hernández Creus,20131.0,,,,,,,2,From Throw In,Seydou Kéita,20169.0,Left Center Midfield,161,Barcelona,217,['bb9858ba-4dc1-4892-a500-416f47fe454c'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:43:39.366,Pass,,2010/2011
,,,,,,,,,,,,,,,1.486112,,,,,,,,,,,,,,,922dbc56-4e32-43ce-8811-d549f9044a94,4097,,"[88.2, 41.1]",69282,88,,,,-2.3158123,,Right Foot,,,"[78.7, 30.8]",,Ground Pass,,14.012137,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,161,Barcelona,217,['776e461f-279d-47bf-88af-183e04d72b7a'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:43:40.112,Pass,,2010/2011
,,,,,,,,,,,,,,,1.811042,,,,,,,,,,,,,,,d0a0680b-e05c-4d66-8e9c-e9fc0be9b842,4100,,"[80.6, 31.9]",69282,88,,,,-0.77069336,,Right Foot,,,"[101.3, 11.8]",,High Pass,,28.853077,,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,161,Barcelona,217,['2201a862-3179-4d19-a2b7-93b0e6923044'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:43:42.480,Pass,,2010/2011
,,,,,,,,,,,,,,,0.6494,,,,,,,,,,,,,,,3cefca1b-3754-42ea-a2ed-98f3557771bf,4103,,"[102.7, 13.3]",69282,88,,,,-0.8528632,,Right Foot,,,"[109.6, 5.4]",,Ground Pass,,10.489042,,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,2,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,161,Barcelona,217,['e3696408-7371-4c0a-93ac-092fee8ee38d'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:43:47.699,Pass,,2010/2011
,,,,,,,,,,,,,,,0.738138,,,,,,,,,,,,,,,3acc8d14-8989-4a58-a13c-5ab482418f3f,4106,,"[101.7, 8.5]",69282,88,,,,3.102243,,Right Foot,,,"[89.0, 9.0]",,Ground Pass,,12.709839,,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,2,From Throw In,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,161,Barcelona,217,['c73d41e3-7c32-4fae-bf31-5b7062e5fe5d'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:43:51.194,Pass,,2010/2011
,,,,,,,,,,,,,,,0.999784,,,,,,,,,,,,,,,84a0931e-bf99-40e9-916f-a5b90c28b629,4110,,"[90.9, 9.7]",69282,88,,,,2.073415,,Right Foot,,,"[81.5, 26.8]",,Ground Pass,,19.513329,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,161,Barcelona,217,['57b75544-0420-4ab9-9af9-4456cbb10d12'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:43:52.722,Pass,,2010/2011
,,,,,,,,,,,,,,,2.700343,,,,,,,,,,,,,,,1c193bb3-5a43-406c-bc74-c0863fbae5b4,4113,,"[81.5, 26.8]",69282,88,,,,-0.4984594,,Right Foot,,,"[97.3, 18.2]",,Ground Pass,,17.988886,,,Incomplete,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,161,Barcelona,217,"['29a17bea-2253-42c4-bdd1-8c3e950c2fea', 'e18bbfc8-173f-449a-b638-c319d83bd08c']",53,,,,,,,,,,,,,,,,,Barcelona,217,00:43:53.843,Pass,,2010/2011
,,,,,,,,,,,,,,,2.169457,,,,,,,,,,,,,,,e18bbfc8-173f-449a-b638-c319d83bd08c,4115,,"[22.8, 61.9]",69282,88,,,,-2.425849,,Left Foot,,,"[6.7, 47.9]",,Ground Pass,,21.335651,,,,,Gorka Iraizoz Moreno,6576.0,,,,,,Recovery,2,From Throw In,Andoni Iraola Sagarna,26031.0,Right Back,161,Barcelona,217,"['1c193bb3-5a43-406c-bc74-c0863fbae5b4', '3ae20178-8318-4572-af90-8a98f4080430']",56,,,,,,,,,,,,,,,,,Athletic Club,215,00:43:56.543,Pass,,2010/2011
,,,,,,,,,,,,,,,3.2286,,,,,,,,,,,,,,,195e5057-ade1-442d-aba1-48f41eb4bbc4,4118,,"[9.3, 47.6]",69282,89,,,,-0.0034423273,,Right Foot,,,"[67.4, 47.4]",,High Pass,,58.100346,,,Incomplete,,,,,,,,,,2,From Throw In,Gorka Iraizoz Moreno,6576.0,Goalkeeper,161,Barcelona,217,['e5f0afc0-f8c8-4846-a115-f35fe3d19556'],0,,,,,,,,,,,,,,,,,Athletic Club,215,00:44:00.471,Pass,,2010/2011
,,,,,,,,,,,,,,,1.417572,,,,,,,,,,,,,,,e5f0afc0-f8c8-4846-a115-f35fe3d19556,4119,,"[52.7, 32.7]",69282,89,,,,-0.38050637,,Head,,,"[71.2, 25.3]",,Low Pass,,19.92511,,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,Recovery,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,161,Barcelona,217,"['195e5057-ade1-442d-aba1-48f41eb4bbc4', 'e396da83-d6d2-4356-9e14-a6472d9c94bb']",3,,,,,,,,,,,,,,,,,Barcelona,217,00:44:03.699,Pass,,2010/2011
,,,,,,,,,,,,,,,1.353397,,,,,,,,,,,,,,,cca087e5-ca06-4157-ba93-457822a5634b,4121,,"[71.2, 25.3]",69282,89,,,,0.86718255,,Head,,,"[79.6, 35.2]",,Low Pass,,12.983451,,,Incomplete,,Andrés Iniesta Luján,5216.0,,,,,,,2,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,161,Barcelona,217,"['3c575e32-54f1-4528-b35c-77613e92637d', 'b8f7ca3e-7949-4e90-ac47-87414ad7d039']",5,,,,,,,,,,,,,,,,,Barcelona,217,00:44:05.277,Pass,,2010/2011
,,,,,,,,,,,,,,,1.182068,,,,,,,,,,,,,,,1e4a3407-f3c3-4a69-be22-b067a1914d79,4125,,"[49.1, 30.1]",69282,89,,,,-1.5477589,,Right Foot,,,"[49.6, 8.4]",,Ground Pass,,21.70576,,,,,Koikili Lertxundi Del Campo,26479.0,,,,,,,2,Regular Play,Borja Ekiza Imaz,26736.0,Right Center Back,162,Athletic Club,215,['24d332bb-5ec7-433d-8f9e-c1f0f3b032e9'],9,,,,,,,,,,,,,,,,,Athletic Club,215,00:44:09.172,Pass,,2010/2011
,,,,,,,,,,,,,,,1.7376,,,,,,,,,,,,,,,22384707-3ad8-4dcc-89a7-ba359c24fead,4129,,"[52.3, 7.5]",69282,89,,,,-0.07006058,,Left Foot,,,"[80.8, 5.5]",,Ground Pass,,28.57009,,,,,Gaizka Toquero Pinedo,26619.0,,,,,,,2,Regular Play,Koikili Lertxundi Del Campo,26479.0,Left Back,162,Athletic Club,215,['1b489396-3641-4f38-a6ce-22ae0c706dce'],11,,,,,,,,,,,,,,,,,Athletic Club,215,00:44:11.408,Pass,,2010/2011
,,,,,,,,,,,,,,,1.69706,,,,,,,,,,,,,,,f714fc29-89ea-4167-9f44-a57f9a64f0bc,4136,,"[36.3, 72.8]",69282,89,,,,-0.8122374,,Right Foot,,,"[50.8, 57.5]",,Ground Pass,,21.079374,,,,,Daniel Alves da Silva,4324.0,,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,163,Barcelona,217,['fd2a7fb0-ed77-4382-8a13-eff56864e3b8'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:44:20.151,Pass,,2010/2011
,,,,,,,,,,,,,,,1.546851,,,,,,,,,,,,,,,d8220da1-ee64-4a87-9f39-af192d3bcb01,4143,,"[62.3, 57.2]",69282,89,,,,-1.4490986,,Right Foot,,,"[64.0, 43.3]",,Ground Pass,,14.003571,,,,,Seydou Kéita,20169.0,,,,,,Free Kick,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,164,Barcelona,217,['8889cdd4-c69b-4a65-a006-b0326159650b'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:44:41.863,Pass,,2010/2011
,,,,,,,,,,,,,,,1.516302,,,,,,,,,,,,,,,271ea00d-3c86-47cf-91fe-c2714eaa05c6,4146,,"[64.0, 43.3]",69282,89,,,,-1.5707964,,Left Foot,,,"[64.0, 21.7]",,Ground Pass,,21.6,,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,2,From Free Kick,Seydou Kéita,20169.0,Left Center Midfield,164,Barcelona,217,['70f72a0c-7bb9-4834-80bb-43c5cf93b7dd'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:44:44.450,Pass,,2010/2011
,,,,,,,,,,,,,,,1.117589,,,,,,,,,,,,,,,fe5d6478-f7f9-4a6e-b7e6-9fa939c2e3dd,4149,,"[64.2, 19.6]",69282,89,,,,0.14981246,,Left Foot,,,"[74.8, 21.2]",,Ground Pass,,10.720075,,,Incomplete,,Andrés Iniesta Luján,5216.0,,,,,,,2,From Free Kick,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,164,Barcelona,217,"['9c3523e3-0adb-46a6-a29c-f85053d7ce22', 'fc6dbf00-8860-4efe-8651-87282432e94f']",46,,,,,,,,,,,,,,,,,Barcelona,217,00:44:46.909,Pass,,2010/2011
,,,,,,,,,,,,,,,1.585204,,,,,,,,,,,,,,,2a17f1b5-ffc0-4f51-9d58-18f52238e84a,4153,,"[52.3, 57.6]",69282,89,,,,-0.517858,,Right Foot,,,"[77.4, 43.3]",,Ground Pass,,28.887714,,,,,Fernando Llorente Torres,3486.0,,,,,,,2,From Free Kick,Andoni Iraola Sagarna,26031.0,Right Back,164,Barcelona,217,['fd8ec7ce-4d79-4e4a-ab27-164b627d7cc5'],49,,,,,,,,,,,,,,,,,Athletic Club,215,00:44:49.300,Pass,,2010/2011
,,,,,,,,,,,,,,,1.328854,,,,,,,,,,,,,,,77475370-f35e-4ca6-a67a-031f73a27d3a,4159,,"[26.6, 38.7]",69282,89,,,,1.1760052,,Left Foot,,,"[29.6, 45.9]",,Ground Pass,,7.8,,,,,Xavier Hernández Creus,20131.0,,,,,,Recovery,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,164,Barcelona,217,['7d19b6fc-ab18-445d-a8be-a7ca2c79c036'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:44:54.952,Pass,,2010/2011
,,,,,,,,,,,,,,,2.282163,,,,,,,,,,,,,,,9e419893-27ed-4970-ace6-62469a03a628,4163,,"[29.0, 44.8]",69282,89,,,,-3.072316,,Right Foot,,,"[4.5, 43.1]",,Ground Pass,,24.558908,,,,,José Manuel Pinto Colorado,26005.0,,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,164,Barcelona,217,"['29c5050e-680e-4b6a-a219-32aa738fe9bd', '3cc5752d-1b7f-4bad-bafe-49a7c1412156']",56,,,,,,,,,,,,,,,,,Barcelona,217,00:44:56.959,Pass,True,2010/2011
,,,,,,,,,,,,,,,3.485135,,,,,,,,,,,,,,,51aff5ad-4657-4f75-a6e8-3f7568223573,4167,,"[6.9, 41.4]",69282,90,,,,-1.3202233,,Right Foot,,,"[15.5, 7.8]",,Ground Pass,,34.683136,,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,2,From Free Kick,José Manuel Pinto Colorado,26005.0,Goalkeeper,164,Barcelona,217,"['b114707c-3ef4-4a3e-aa02-92741f6b2ce9', 'f93a0178-11a9-47e4-8e3a-90ed543bcfd0']",0,,,,,,,,,,,,,,,,,Barcelona,217,00:45:00.070,Pass,True,2010/2011
,,,,,,,,,,,,,,,3.275054,,,,,,,,,,,,,,,96c66b65-0356-4955-92cf-4ac9eba178b5,4170,,"[15.8, 4.0]",69282,90,,,,-0.068358056,,Left Foot,,,"[64.0, 0.7]",,High Pass,,48.312836,,,Out,,,,,,,,,,2,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,164,Barcelona,217,,5,,,,,,,,,,,,,,,,,Barcelona,217,00:45:05.893,Pass,,2010/2011
,,,,,,,,,,,,,,,1.8945,,,,,,,,,,,,,,,3106dd62-3df1-4737-aa50-598795c8351f,4171,,"[90.0, 80.0]",69282,90,True,,,-0.92037493,,,,,"[107.5, 57.0]",,High Pass,,28.900692,,,,,Fernando Llorente Torres,3486.0,,,,,,Throw-in,2,From Throw In,David López Moreno,25869.0,Right Wing,165,Athletic Club,215,['e9e088b3-8044-4025-b10b-8a554d793587'],42,,,,,,,,,,,,,,,,,Athletic Club,215,00:45:42.196,Pass,,2010/2011
,,,,,,,,,,,,,,,0.514969,,,,,,,,,,,,,,,c68ae63e-8d02-45dd-acdb-d7f6ae92dc6f,4173,,"[108.0, 54.8]",69282,90,,,,0.0,,Right Foot,,,"[113.7, 54.8]",,Low Pass,,5.7,,,Incomplete,,Andoni Iraola Sagarna,26031.0,,,,,,,2,From Throw In,Fernando Llorente Torres,3486.0,Center Forward,165,Athletic Club,215,"['709f039b-c65b-4b49-889f-8c3167ce47a1', 'fd01b424-5df6-4e65-9a65-bb2f43f298fb']",44,,,,,,,,,,,,,,,,,Athletic Club,215,00:45:44.739,Pass,,2010/2011
,,,,,,,,,,,,,,,3.254469,,,,,,,,,,,,,,,5d7823f4-397a-4264-a77b-4b23fdbe353c,4177,,"[8.1, 26.3]",69282,90,,,,0.1104276,,Right Foot,,,"[55.9, 31.6]",,High Pass,,48.09293,,,Incomplete,,,,,,,,,,2,Regular Play,Seydou Kéita,20169.0,Left Center Midfield,166,Barcelona,217,['3b0463b0-4d2f-49d9-a69e-08ee9fafcd53'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:45:46.470,Pass,,2010/2011
,,,,,,,,,,,,,,,1.284095,,,,,,,,,,,,,,,57670b28-d7ff-4901-9847-1aebc4bfec51,4179,,"[31.4, 29.5]",69282,90,,,,-1.2295496,,Right Foot,,,"[35.2, 18.8]",,Ground Pass,,11.354734,,,,,Andrés Iniesta Luján,5216.0,,,,,,Recovery,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,166,Barcelona,217,['3c256b4f-71a5-4a03-b294-25b1585136f9'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:45:51.280,Pass,,2010/2011
,,,,,,,,,,,,,,,0.782861,,,,,,,,,,,,,,,ea89d399-1812-4a78-8440-1dae499e25a1,4189,,"[39.3, 21.7]",69282,90,,,,0.42927718,,Right Foot,,,"[53.5, 28.2]",,Ground Pass,,15.616978,,,,,Xavier Hernández Creus,20131.0,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing,166,Barcelona,217,['00f12364-29a0-439d-8ce2-e2f6e5c4bcbc'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:45:54.741,Pass,,2010/2011
,,,,,,,,,,,,,,,1.410782,,,,,,,,,,,,,,,0637ba5b-2d21-481d-911b-bc476ee6ce43,4192,,"[53.5, 28.2]",69282,90,,,,0.87308484,,Right Foot,,,"[61.8, 38.1]",,Ground Pass,,12.918979,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,166,Barcelona,217,['d400f6be-37bd-4efd-9083-ebf226777b71'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:45:56.367,Pass,,2010/2011
,,,,,,,,,,,,,,,2.028123,,,,,,,,,,,,,,,29e67f3f-7398-4182-b060-518e3d87af22,4195,,"[92.5, 38.1]",69282,91,,,,0.8996525,,Left Foot,,,"[106.0, 55.1]",,Ground Pass,,21.708294,,,,,Daniel Alves da Silva,4324.0,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,166,Barcelona,217,['4ccad29d-c534-45e1-8e56-fd35b6090a3e'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:46:00.824,Pass,,2010/2011
,,,,,,,,,,,,,,,3.745844,,,,,,,,,,,,,,,fc722ed4-eb6c-46f6-bcc5-ac4bf124cd3e,4198,,"[109.4, 53.9]",69282,91,,,,-1.3939309,,Right Foot,,,"[117.3, 9.7]",,Ground Pass,,44.900444,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,True,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,166,Barcelona,217,['d9a9ee83-d29d-4d3b-839e-05d6aa77204b'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:46:03.193,Pass,,2010/2011
,,,,,,,,,,,,,,,0.789775,,,,,,,,,,,,,,,204331b9-b862-4dd6-b702-ff18226d7277,4208,,"[112.9, 6.6]",69282,92,,,,-0.76499283,6a283553-daf2-40e8-938f-f754a6cf9cf6,Right Foot,,,"[115.4, 4.2]",,Ground Pass,,3.4655447,,,,,Lionel Andrés Messi Cuccittini,5503.0,True,,,,,Free Kick,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,167,Barcelona,217,['d34626ea-9ac5-4fff-80c0-9e48cf141e72'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:47:28.313,Pass,,2010/2011
,,,,,,,,,,,,,,,0.877876,,,,,,,,,,,,,,,50cde9ae-3417-4cd9-bf98-ca7f44dde081,4217,,"[120.0, 0.1]",69282,92,,,,2.5421402,,Right Foot,,,"[114.0, 4.2]",,Ground Pass,,7.267049,,,,,Andrés Iniesta Luján,5216.0,,,,,,Corner,2,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,168,Barcelona,217,['7d53627a-d3e5-463c-9210-4301cbad79d5'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:47:59.763,Pass,,2010/2011
