ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.178505,,,,,,,,,,,,,,80eab3bc-3b5d-49d6-9b03-c296678dcb43,2154,,"[46.2, 56.1]",9726,47,,,,1.2726197,,Right Foot,,,,"[52.9, 77.9]",,Ground Pass,,22.806358,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,107,Barcelona,217,['9d5dc3bf-adcd-4612-a85e-639dfa4d5676'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:02:46.476,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.160403,,,,,,,,,,,,,,cf7504a4-308f-469e-97a7-d5c9306f91d8,2157,,"[52.9, 77.9]",9726,47,,,,-1.56286,,Right Foot,,,,"[53.0, 65.3]",,Ground Pass,,12.600397,,,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,,2,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Back,107,Barcelona,217,['c040ec16-d2d9-486a-af1b-3802f37fb071'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:02:49.269,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.802818,,,,,,,,,,,,,,e105b928-10c0-4757-bfea-dd3e3be9dc5e,2160,,"[53.0, 65.3]",9726,47,,,,-2.7216434,,Right Foot,,,,"[31.5, 55.7]",,Ground Pass,,23.545912,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Free Kick,José Paulo Bezzera Maciel Júnior,5542.0,Left Defensive Midfield,107,Barcelona,217,['3455ae34-78c6-40fb-afb4-10755f12bc65'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:02:51.079,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.380079,,,,,,,,,,,,,,6809ac8e-de7a-46f5-97b5-2d88af28b1ec,2163,,"[28.6, 54.9]",9726,47,,,,-1.4809228,,Right Foot,,,,"[31.7, 20.5]",,Ground Pass,,34.5394,,,,Thomas Vermaelen,6332.0,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,107,Barcelona,217,['48f13396-cba3-4d7b-8d46-390f87e5bb51'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:02:54.296,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.624717,,,,,,,,,,,,,,4880c144-8195-41a3-93d5-dcaec53b6d6d,2166,,"[31.5, 24.6]",9726,47,,,,-0.13255154,,Left Foot,,,,"[45.0, 22.8]",,Ground Pass,,13.619472,,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Free Kick,Thomas Vermaelen,6332.0,Left Center Back,107,Barcelona,217,['bee3aa24-7b9f-45f9-880e-3c1f6a3a6f55'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:02:57.016,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.542627,,,,,,,,,,,,,,91998dab-9613-4289-9a47-f0a12b2af188,2168,,"[45.1, 23.1]",9726,47,,,,-2.0656838,,Left Foot,,,,"[34.9, 4.2]",,High Pass,,21.476732,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Midfield,107,Barcelona,217,['bdc6ea17-b082-432d-8c5f-07d84d7b275d'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:02:57.640,Pass,,2017/2018
,,,,,,,,,,,,,,,,2.666058,,,,,,,,,,,,,,1bd7905a-6ea0-4faf-9d56-5adb379ffc7b,2171,,"[37.5, 4.2]",9726,47,,,,0.73134965,,Right Foot,,,,"[67.7, 31.3]",,High Pass,,40.57647,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,107,Barcelona,217,"['1ee359a3-d293-4066-80d1-4d2ac8be37fb', '306c30fb-b58f-48a1-b22c-edbd97c4b1e3']",59,,,,,,,,,,,,,,,,,Barcelona,217,00:02:59.304,Pass,,2017/2018
,,,,,,,,,,True,,,,,,2.072113,,,,,,,,,,,,,,306c30fb-b58f-48a1-b22c-edbd97c4b1e3,2173,,"[52.4, 48.8]",9726,48,,,,0.8064921,,Right Foot,,,,"[64.0, 60.9]",,High Pass,,16.76216,,,,Guilherme dos Santos Torres,6729.0,,,,,Interception,2,Regular Play,Sidnei Rechel da Silva Júnior,6777.0,Left Center Back,108,RC Deportivo La Coruña,219,"['1bd7905a-6ea0-4faf-9d56-5adb379ffc7b', 'e20152a9-21c8-4c47-97ff-5481d05f1640']",1,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:03:01.970,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.477451,,,,,,,,,,,,,,4bed0cc4-ebc6-4434-8096-8c229941c167,2177,,"[64.0, 65.4]",9726,48,,,,1.7294515,,Right Foot,,,,"[62.4, 75.4]",,Low Pass,,10.127192,,,,Juan Francisco Moreno Fuertes,6738.0,,,,,,2,Regular Play,Guilherme dos Santos Torres,6729.0,Right Defensive Midfield,108,RC Deportivo La Coruña,219,"['6cf439ed-330d-41f3-9669-ef11eacf8a43', 'b63f8660-7a0d-4506-9769-80b7410f0944']",4,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:03:04.498,Pass,True,2017/2018
,,,,,,,,,,,,,,,,0.445779,,,,,,,,,,,,,,6ece065d-bf86-43cd-9b36-0133098d975f,2182,,"[66.3, 77.7]",9726,48,,,,0.0,,Right Foot,,,,"[73.2, 77.7]",,Low Pass,,6.9,,Incomplete,,Carles Gil de Pareja Vicent,6800.0,,,,,,2,Regular Play,Juan Francisco Moreno Fuertes,6738.0,Right Back,108,RC Deportivo La Coruña,219,"['a18235f2-f051-44de-93c2-c06cbed0095c', 'c0e2de53-361e-4b89-b29d-05539350358d', 'f01f0b9a-ff16-454e-bc2e-08211e9a1156']",9,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:03:09.358,Pass,True,2017/2018
,,,,,,,,,,,,,,,,0.361371,,,,,,,,,,,,,,4d4aff16-e0e0-4159-b425-9db11e8be9d0,2187,,"[49.2, 12.8]",9726,48,,,,1.550799,,Left Foot,,,,"[49.3, 17.8]",,Ground Pass,,5.001,,Incomplete,,,,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,108,RC Deportivo La Coruña,219,['96e45341-bb82-46c8-8250-4abdccbb26f7'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:03:13.383,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.078046,,,,,,,,,,,,,,e43a1248-fa47-41d8-aa78-d7e166af5ad8,2190,,"[70.8, 61.4]",9726,48,,,,3.0951145,,Left Foot,,,,"[62.2, 61.8]",,Ground Pass,,8.609298,,,,Guilherme dos Santos Torres,6729.0,,,,,,2,Regular Play,Carles Gil de Pareja Vicent,6800.0,Right Wing,108,RC Deportivo La Coruña,219,['cdb4f187-f284-4dcd-a19c-aef382acd38c'],15,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:03:15.853,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.351235,,,,,,,,,,,,,,1d7ba737-a2b1-4a3d-b274-16c353801a0b,2193,,"[62.2, 61.0]",9726,48,,,,-2.433848,,Right Foot,,,,"[43.5, 45.0]",,Ground Pass,,24.61077,,,,Sidnei Rechel da Silva Júnior,6777.0,,,,,,2,Regular Play,Guilherme dos Santos Torres,6729.0,Right Defensive Midfield,108,RC Deportivo La Coruña,219,['d8c2f711-a96e-45e4-a6b2-14b26f9c3f1b'],17,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:03:17.711,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.761628,,,,,,,,,,,,,,513c3b5b-8d0f-4615-9bc6-e3509a2dd7a7,2196,,"[47.0, 22.7]",9726,48,,,,-1.7764052,,Right Foot,,,,"[43.1, 4.0]",,Ground Pass,,19.102356,,,,Fernando Navarro i Corbacho,6913.0,,,,,,2,Regular Play,Sidnei Rechel da Silva Júnior,6777.0,Left Center Back,108,RC Deportivo La Coruña,219,['253181d6-9f53-4a75-a9d4-9f1b74f0881e'],24,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:03:24.074,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.010098,,,,,,,,,,,,,,25d059e0-786a-4a24-bd36-d4a60b346117,2199,,"[43.1, 3.3]",9726,48,,,,0.7922946,,Left Foot,,,,"[50.3, 10.6]",,Ground Pass,,10.253292,,,,Adrián López Álvarez,6735.0,,,,,,2,Regular Play,Fernando Navarro i Corbacho,6913.0,Left Back,108,RC Deportivo La Coruña,219,['ce1e7b06-5e98-48b3-a770-79ac42f85e4d'],26,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:03:26.422,Pass,,2017/2018
,,,,,,,,,,,,,,,,2.082287,,,,,,,,,,,,,,ecaf5671-77e8-4501-883f-f631606570c5,2202,,"[47.5, 10.8]",9726,48,,,,2.6542342,,Right Foot,,,,"[27.5, 21.4]",,Ground Pass,,22.63537,,,,Sidnei Rechel da Silva Júnior,6777.0,,,,,,2,Regular Play,Adrián López Álvarez,6735.0,Left Wing,108,RC Deportivo La Coruña,219,['8cb1ec4a-f97b-439b-8cfd-d8e28f177b3e'],28,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:03:28.500,Pass,,2017/2018
,,,,,,,,,,,,,,,,2.352065,,,,,,,,,,,,,,3b31b28c-209a-4cab-8b6b-60cb2e083168,2205,,"[15.4, 39.2]",9726,48,,,,1.7040231,,Right Foot,,,,"[12.8, 58.6]",,Ground Pass,,19.573452,,,,Fabian Lukas Schär,5537.0,,,,,,2,Regular Play,Sidnei Rechel da Silva Júnior,6777.0,Left Center Back,108,RC Deportivo La Coruña,219,['5f0ae7c9-f65b-41fd-b414-bf196016f217'],34,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:03:34.123,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.028806,,,,,,,,,,,,,,b2248666-5087-4c8f-adc8-8f3f7856e94a,2208,,"[9.2, 58.0]",9726,48,,,,-0.40970936,,Left Foot,,,,"[26.7, 50.4]",,Ground Pass,,19.079046,,Incomplete,,Celso Borges Mora,5582.0,,,,,,2,Regular Play,Fabian Lukas Schär,5537.0,Right Center Back,108,RC Deportivo La Coruña,219,"['1e3bef94-a7c3-4083-8ceb-2c034c49f703', '430b0a7a-f663-4372-b32d-8bf995e5f43a']",39,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:03:39.791,Pass,,2017/2018
,,,,,,,,,,True,,,,,,1.157548,,,,,,,,,,,,,,430b0a7a-f663-4372-b32d-8bf995e5f43a,2210,,"[93.4, 29.7]",9726,48,,,,-0.560232,,Right Foot,,,,"[104.4, 22.8]",,Ground Pass,,12.984991,,,,Luis Alberto Suárez Díaz,5246.0,,,,,Interception,2,Regular Play,Ivan Rakitić,5470.0,Right Defensive Midfield,109,Barcelona,217,"['4875dd70-ce08-45f0-89ff-f4e67a0953d8', 'b2248666-5087-4c8f-adc8-8f3f7856e94a']",40,,,,,,,,,,,,,,,,,Barcelona,217,00:03:40.820,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.7573,,,,,,,,,,,,,,3fbfd2ac-e7d8-4dd6-9f03-b4071a427542,2213,,"[104.6, 23.7]",9726,48,,,,1.5909956,,Right Foot,,,,"[104.4, 33.6]",,Ground Pass,,9.90202,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,109,Barcelona,217,['c1fc16b4-08c0-4cc4-ae13-80664ddd3a93'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:03:42.921,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.363217,,,,,,,,,,,,,,4d644608-1cc9-4891-9698-6b1800f02bec,2216,,"[104.4, 33.6]",9726,48,,,,-0.83868104,,Left Foot,,,,"[111.5, 25.7]",,Ground Pass,,10.6216755,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,109,Barcelona,217,['1b5fd0ae-3d2d-41c6-a581-85b7a2340170'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:03:44.347,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.93441,,,,,,,,,,,,,,5b5e359a-056d-499b-8ed7-a3707e73c418,2219,,"[111.5, 25.7]",9726,48,,,,2.313966,aa4d918b-d44c-4e90-8720-9febed38c4bd,Right Foot,,,,"[108.1, 29.4]",,Ground Pass,,5.0249376,,,,Lionel Andrés Messi Cuccittini,5503.0,True,,,,,2,Regular Play,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,109,Barcelona,217,['8c634637-3edd-4110-b47e-628391c0d508'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:03:46.532,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.720924,,,,,,,,,,,,,,cdc8f0f8-60bc-453e-939f-f606110e0319,2225,,"[66.6, 0.1]",9726,48,,,,0.7454195,,,,,,"[73.1, 6.1]",,Low Pass,,8.845903,,,,Andrés Iniesta Luján,5216.0,,,,,Throw-in,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,110,Barcelona,217,['0252f8db-16dc-4990-83ac-0e45238ac05c'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:03:57.131,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.758336,,,,,,,,,,,,,,ac1ee6f8-6c97-4d43-8b88-2e4127db021d,2228,,"[73.1, 6.1]",9726,48,,,,-2.7000003,,Right Foot,,,,"[67.6, 3.5]",,Low Pass,,6.0835843,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Throw In,Andrés Iniesta Luján,5216.0,Left Midfield,110,Barcelona,217,['98428abc-a178-475f-a616-93015fa2c888'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:03:59.077,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.393861,,,,,,,,,,,,,,fefd01eb-5d00-462b-94e8-718e836891fb,2230,,"[66.6, 3.7]",9726,48,,,,1.6007873,,Left Foot,,,,"[66.0, 23.7]",,High Pass,,20.008999,,,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,110,Barcelona,217,['d9f501f8-6545-4c4e-aca1-c693167160ba'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:03:59.835,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.334722,,,,,,,,,,,,,,dd66866d-2af0-4040-9199-fc0bef51903a,2233,,"[52.9, 27.0]",9726,49,,,,2.0718098,,Right Foot,,,,"[43.7, 43.8]",,Ground Pass,,19.154112,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Throw In,José Paulo Bezzera Maciel Júnior,5542.0,Left Defensive Midfield,110,Barcelona,217,['c3676e21-472e-443f-9444-65624437af5a'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:04:02.393,Pass,,2017/2018
,,,,,,,,,,,,,,,,3.225862,,,,,,,,,,,,,,b0edbdd1-2ee6-42ba-8e9d-f95255a63b8d,2237,,"[44.3, 49.0]",9726,49,,,,1.0495683,,Right Foot,,,,"[62.1, 80.0]",,Ground Pass,,35.746887,,Out,,Sergi Roberto Carnicer,6379.0,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,110,Barcelona,217,"['6d3b7ebf-98fd-4383-9932-74b3aba143ab', '8ffb15fd-d3cb-49bf-8eef-2ff65b46d84a']",4,,,,,,,,,,,,,,,,,Barcelona,217,00:04:04.859,Pass,True,2017/2018
,,,,,,,,,,,,,,,,0.571208,,,,,,,,,,,,,,a2de238d-34dc-40b1-9ce7-1d8991e302bd,2239,,"[53.8, 0.1]",9726,49,True,,,0.20456675,,,,,,"[77.9, 5.1]",,Low Pass,,24.613209,,,,Adrián López Álvarez,6735.0,,,,,Throw-in,2,From Throw In,Fernando Navarro i Corbacho,6913.0,Left Back,111,RC Deportivo La Coruña,219,['cfb99805-6dc9-4719-a1fe-2ff5d5e20315'],40,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:04:40.176,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.39951,,,,,,,,,,,,,,3007964a-bebc-44b6-a5fd-974752a02d71,2242,,"[38.5, 72.2]",9726,49,True,,,-2.9357586,,Left Foot,,,,"[29.4, 70.3]",,Ground Pass,,9.296236,,,,Sergi Roberto Carnicer,6379.0,,,,,Recovery,2,Regular Play,Aleix Vidal Parreu,6400.0,Right Midfield,112,Barcelona,217,['f83b846b-58bf-48f6-a2d9-ba94cb91532e'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:04:41.363,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.02761,,,,,,,,,,,,,,531ecf7a-8659-429a-960f-8e719fc141ee,2244,,"[30.9, 69.2]",9726,49,,,,-1.2745805,,Right Foot,,,,"[35.6, 53.8]",,Ground Pass,,16.101242,,,,Ivan Rakitić,5470.0,,,,,,2,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,112,Barcelona,217,['b389b979-ea02-4fcd-93b2-778a1e970ccd'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:04:43.574,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.125639,,,,,,,,,,,,,,37d7e3d8-f66d-4922-a7fd-982d5eb470bc,2248,,"[34.8, 55.7]",9726,49,,,,1.9811611,,Right Foot,,,,"[28.1, 71.1]",,Ground Pass,,16.794344,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,Regular Play,Ivan Rakitić,5470.0,Right Defensive Midfield,112,Barcelona,217,"['346d7547-e919-4d8b-81c1-c5ebf9adb87f', '9a629cb9-61b7-434a-b3f8-a335279dad7b']",45,,,,,,,,,,,,,,,,,Barcelona,217,00:04:45.528,Pass,True,2017/2018
,,,,,,,,,,,,,,,,1.300189,,,,,,,,,,,,,,0296930f-02f9-49d6-8939-24aa76812259,2250,,"[28.1, 71.1]",9726,49,,,,-2.435612,,Right Foot,,,,"[12.5, 57.8]",,Ground Pass,,20.5,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,112,Barcelona,217,['f0618062-e919-4b74-af41-76873c080847'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:04:46.654,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.271334,,,,,,,,,,,,,,0a480ad4-5904-43bf-86a1-9edd9fe21d98,2253,,"[3.9, 71.3]",9726,49,,,,-1.6715182,,Right Foot,,,,"[2.0, 52.5]",,Ground Pass,,18.895767,,,,Marc-André ter Stegen,20055.0,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,112,Barcelona,217,['61d64a13-4680-4114-a648-daff60e8e8b5'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:04:52.323,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.673172,,,,,,,,,,,,,,71441729-8c67-4a21-ad40-9c31559aedef,2256,,"[2.0, 52.5]",9726,49,,,,-1.3452625,,Right Foot,,,,"[7.3, 29.4]",,Ground Pass,,23.70021,,,,Thomas Vermaelen,6332.0,,,,,,2,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,112,Barcelona,217,['9d3632ec-8709-4d3a-8e29-22cbc2f93b5b'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:04:55.346,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.49715,,,,,,,,,,,,,,c7754961-5c35-4f01-ad24-60279a81e753,2259,,"[10.2, 27.8]",9726,49,,,,-1.1071488,,Left Foot,,,,"[19.9, 8.4]",,Ground Pass,,21.68986,,,,Jordi Alba Ramos,5211.0,,,,,,2,Regular Play,Thomas Vermaelen,6332.0,Left Center Back,112,Barcelona,217,['af8b2994-1568-4ace-8d10-f7fb405b067e'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:04:57.723,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.038275,,,,,,,,,,,,,,ff817374-08d9-4bc8-bfd3-746babe4846a,2262,,"[19.4, 8.2]",9726,49,,,,1.1516538,,Left Foot,,,,"[23.9, 18.3]",,Ground Pass,,11.057124,,,,Andrés Iniesta Luján,5216.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,112,Barcelona,217,['197bcbe6-9b50-4da3-866e-73fc02e64c5a'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:04:59.968,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.8758,,,,,,,,,,,,,,a96627d7-3cd8-470f-8f2d-88547f05c1df,2264,,"[23.9, 18.3]",9726,50,,,,-0.5567113,,Right Foot,,,,"[38.2, 9.4]",,Ground Pass,,16.843397,,,,Jordi Alba Ramos,5211.0,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Midfield,112,Barcelona,217,['7ac31b71-ea2a-4c86-9648-e83c9adcea76'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:05:01.007,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.919601,,,,,,,,,,,,,,082093fd-3761-45df-9058-765a4af211f9,2267,,"[87.3, 14.2]",9726,50,,,,1.6352232,,Right Foot,,,,"[86.3, 29.7]",,Ground Pass,,15.532225,,,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,112,Barcelona,217,['8dd8806a-a427-470c-a8c0-ff554f1ea028'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:05:08.603,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.576012,,,,,,,,,,,,,,e654fb8c-8a15-41f8-98dc-8cc0155593c8,2270,,"[93.8, 29.7]",9726,50,,,,1.3769978,,Right Foot,,,,"[95.9, 40.4]",,Ground Pass,,10.904128,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,José Paulo Bezzera Maciel Júnior,5542.0,Left Defensive Midfield,112,Barcelona,217,['033c0b1d-d79e-4784-a1dd-5f676e73efbd'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:05:11.592,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.484668,,,,,,,,,,,,,,56448e08-9305-496e-a1ea-2ec6ee77b47d,2276,,"[19.6, 40.7]",9726,50,,,,0.9272952,,Left Foot,,,,"[20.2, 41.5]",,Low Pass,,1.0,,,,Guilherme dos Santos Torres,6729.0,,,,,Recovery,2,Regular Play,Sidnei Rechel da Silva Júnior,6777.0,Left Center Back,113,RC Deportivo La Coruña,219,['5c73196d-ddb6-48ec-ae23-0d19af9b3b3f'],14,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:05:14.390,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.390861,,,,,,,,,,,,,,0190cb3d-c7b9-4876-b57c-9e693324db66,2278,,"[19.9, 41.8]",9726,50,,,,-2.709185,,Left Foot,,,,"[18.6, 41.2]",,Ground Pass,,1.4317821,,,,Sidnei Rechel da Silva Júnior,6777.0,,,,,,2,Regular Play,Guilherme dos Santos Torres,6729.0,Right Defensive Midfield,113,RC Deportivo La Coruña,219,['334f9c72-86d0-45aa-af07-3afedd296fb2'],14,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:05:14.875,Pass,,2017/2018
,,,,,,,,,,,,,,,,2.066313,,,,,,,,,,,,,,f5014281-4bec-441a-8cb1-7d6374afb451,2285,,"[44.8, 47.5]",9726,50,,,,0.9552383,,Right Foot,,,,"[63.4, 73.8]",,Ground Pass,,32.212574,,,,Carles Gil de Pareja Vicent,6800.0,,,,,,2,Regular Play,Sidnei Rechel da Silva Júnior,6777.0,Left Center Back,113,RC Deportivo La Coruña,219,['d9685a78-0d8a-449c-bb88-267dd8e8e708'],19,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:05:19.922,Pass,,2017/2018
,,,,,,,,,,,,,,,,2.012707,,,,,,,,,,,,,,e02c874b-df82-4c22-a611-fbf4169478ea,2288,,"[92.0, 51.7]",9726,50,,,,-1.152572,,Left Foot,,,,"[103.6, 25.6]",,Ground Pass,,28.561687,,,,Adrián López Álvarez,6735.0,,,,,,2,Regular Play,Carles Gil de Pareja Vicent,6800.0,Right Wing,113,RC Deportivo La Coruña,219,['e1242857-1120-45a7-8fa8-28e4edc1ec20'],26,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:05:26.681,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.881745,,,,,,,,,,,,,,59f60cdc-cdaf-4913-a24b-2646c8385b45,2291,,"[103.8, 24.5]",9726,50,,,,2.1560135,57f5094d-88a2-41d5-be9f-116a725ad6ed,Right Foot,,,,"[98.3, 32.8]",,Low Pass,,9.956907,,,,Emre Çolak,6779.0,True,,,,,2,Regular Play,Adrián López Álvarez,6735.0,Left Wing,113,RC Deportivo La Coruña,219,['5de26ad6-a3b2-4ddf-bb9c-dfa2c53351e5'],29,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:05:29.587,Pass,,2017/2018
,,,,,,,,,,,,,,,,2.469941,,,,,,,,,,,,,,e0f219d3-ee3b-459b-ade1-32023827a90e,2296,,"[9.7, 33.4]",9726,50,True,,,0.15188245,,Drop Kick,,,,"[58.7, 40.9]",,High Pass,,49.570656,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Keeper,Marc-André ter Stegen,20055.0,Goalkeeper,114,Barcelona,217,['21358e22-a150-4009-8784-7c6cb310edf1'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:05:49.578,Pass,,2017/2018
,,,,,,,,,,,,,,,,4.022818,,,,,,,,,,,,,,1643cb2e-4023-44f3-8921-e75a803e1fa9,2298,,"[64.3, 42.2]",9726,50,,,,0.40556023,,Left Foot,,,,"[100.4, 57.7]",,Ground Pass,,39.286892,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,From Keeper,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,114,Barcelona,217,"['5a612140-d2b9-4084-a703-0e5036633445', 'e39d1d62-2192-4cdf-994f-584169671465']",52,,,,,,,,,,,,,,,,,Barcelona,217,00:05:52.996,Pass,,2017/2018
