bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,3.1458,,,,,,,,,,,,,,0eac4c80-0a9b-4411-96c4-257c8cd094d7,3208,,"[17.7, 75.6]",69256,72,,,,,0.1260881,,Right Foot,,,,"[53.2, 80.1]",,Low Pass,,35.784073,,Out,,,,,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,164,Barcelona,217,,42,,,,,,,,,,,,,,,,,Barcelona,217,00:27:42.908,Pass,,2009/2010
,,,,,,,,,,,,,,,1.2755,,,,,,,,,,,,,,c4eff10e-6eca-4523-bdb5-10685d6227c8,3209,,"[69.2, 1.0]",69256,72,,,,,0.24870999,,,,,,"[81.8, 4.2]",,High Pass,,13.0,,,,Guilherme Oliveira Santos,26650.0,,,,,,Throw-in,2,From Throw In,Domingo Cisma González,26238.0,Left Back,165,Almería,403,['36bf5097-e63d-4f6f-b217-fd54d37fca65'],52,,,,,,,,,,,,,,,,,Almería,403,00:27:52.143,Pass,,2009/2010
,,,,,,,,,,,,,,,0.8642,,,,,,,,,,,,,,2f6b6e21-d0d8-4e81-9efb-d2cb0d730c9a,3215,,"[44.1, 75.1]",69256,72,,,,,-1.0679531,,Right Foot,,,,"[52.9, 59.1]",,Ground Pass,,18.26034,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Recovery,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,166,Barcelona,217,['909dd710-f888-4ad2-978e-72f7e119a288'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:27:55.817,Pass,,2009/2010
,,,,,,,,,,,,,,,2.0033,,,,,,,,,,,,,,f380686d-cee0-42e5-9bd1-8dc09d423492,3219,,"[87.6, 49.1]",69256,73,,,,,1.0647597,,Left Foot,,,,"[100.9, 73.1]",,Ground Pass,,27.43884,,,,Daniel Alves da Silva,4324.0,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,166,Barcelona,217,['9ceda9ba-c94e-4f51-bb4d-917dc4296880'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:28:01.466,Pass,,2009/2010
,,,,,,,,,,,,,,,0.3103,,,,,,,,,,,,,,90e9d2a3-fa67-4d29-a8b3-17b05d1b1b44,3222,,"[105.0, 73.0]",69256,73,,,,,-1.297137,,Right Foot,,,,"[106.6, 67.3]",,Low Pass,,5.920304,,Incomplete,,,,,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,166,Barcelona,217,['34b3a61c-9ebb-4ee7-84e4-8264b3907834'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:28:04.321,Pass,,2009/2010
,,,,,,,,,,,,,,,1.6405,,,,,,,,,,,,,,b6337568-6e3a-4c9d-afd4-a1b3bd3f083b,3227,,"[17.2, 26.1]",69256,73,,,,,-1.4446406,,Left Foot,,,,"[19.8, 5.6]",,Ground Pass,,20.66422,,,,Domingo Cisma González,26238.0,,,,,,,2,Regular Play,Hernán Darío Bernardello,26651.0,Left Defensive Midfield,167,Almería,403,"['14650a7b-bb9c-46fa-9c1d-bf3a2ab4f4b9', 'da617f16-4547-4d92-b750-758ce700524c']",9,,,,,,,,,,,,,,,,,Almería,403,00:28:09.199,Pass,True,2009/2010
,,,,,,,,,,,,,,,1.2379,,,,,,,,,,,,,,b6397e56-971d-4f11-a5b9-299f76681652,3235,,"[39.4, 9.7]",69256,73,,,,,1.4870234,,Left Foot,,,,"[40.5, 22.8]",,Ground Pass,,13.146102,,,,Hernán Darío Bernardello,26651.0,,,,,,,2,Regular Play,Domingo Cisma González,26238.0,Left Back,167,Almería,403,['5d3cccce-3441-421c-8eaa-442c7cbe718d'],15,,,,,,,,,,,,,,,,,Almería,403,00:28:15.939,Pass,,2009/2010
,,,,,,,,,,,,,,,1.7095,,,,,,,,,,,,,,c27e3274-2024-4bae-a872-7aa1569f4c8f,3239,,"[41.9, 21.3]",69256,73,,,,,-1.8265108,,Right Foot,,,,"[37.9, 6.0]",,Ground Pass,,15.814234,,,,Domingo Cisma González,26238.0,,,,,,,2,Regular Play,Hernán Darío Bernardello,26651.0,Left Defensive Midfield,167,Almería,403,['eab1f821-64ee-42f1-bedc-a27b25dc4e79'],17,,,,,,,,,,,,,,,,,Almería,403,00:28:17.738,Pass,,2009/2010
,,,,,,,,,,,,,,,1.9222,,,,,,,,,,,,,,73bdef16-1d9d-4dce-96fc-105455c8ebbd,3243,,"[41.1, 4.8]",69256,73,,,,,0.15991312,,Left Foot,,,,"[75.2, 10.3]",,High Pass,,34.5407,,,,Miguel Ángel Nieto de la Calle,26709.0,,,,,,,2,Regular Play,Domingo Cisma González,26238.0,Left Back,167,Almería,403,['dc2b2c92-cda2-49b9-8a00-dec4ebd228f4'],20,,,,,,,,,,,,,,,,,Almería,403,00:28:20.384,Pass,,2009/2010
,,,,,,,,,,,,,,,0.4356,,,,,,,,,,,,,,38bd1160-e205-4746-b004-3de7906eb6f5,3247,,"[70.4, 3.4]",69256,73,,,,,3.1180675,,Right Foot,,,,"[61.9, 3.6]",,Ground Pass,,8.502353,,Incomplete,,,,,,,,,,2,Regular Play,Miguel Ángel Nieto de la Calle,26709.0,Center Attacking Midfield,167,Almería,403,['696a802c-7317-43f6-995e-5a3ee6531038'],25,,,,,,,,,,,,,,,,,Almería,403,00:28:25.792,Pass,,2009/2010
,,,,,,,,,,,,,,,3.2055,,,,,,,,,,,,,,22796039-c7a1-474c-99e4-b96c8d8361ce,3252,,"[67.7, 75.0]",69256,73,,True,,,-2.682662,,Right Foot,,,,"[50.7, 66.6]",,Ground Pass,,18.962067,,,,Gerard Piqué Bernabéu,5213.0,,,,,,Free Kick,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,169,Barcelona,217,['48a61934-a9aa-4713-b6ff-c44d27ba8e91'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:28:38.314,Pass,,2009/2010
,,,,,,,,,,,,,,,2.0633,,,,,,,,,,,,,,6400de36-b0ea-4367-ba03-627d29e1f214,3254,,"[52.9, 60.9]",69256,73,,,,,-1.5561346,,Right Foot,,,,"[53.4, 26.8]",,Ground Pass,,34.103664,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,169,Barcelona,217,['3494993e-240a-4db0-ba9b-ec47a4ae3269'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:28:43.341,Pass,,2009/2010
,,,,,,,,,,,,,,,1.2498,,,,,,,,,,,,,,d49ddb26-f9b6-4061-89bf-03eedb86c3d0,3257,,"[56.4, 27.5]",69256,73,,,,,0.77257836,,Left Foot,,,,"[64.3, 35.2]",,Ground Pass,,11.031773,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,From Free Kick,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,169,Barcelona,217,['1e67d504-9546-4fa8-afa4-7d89690fb981'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:28:49.113,Pass,,2009/2010
,,,,,,,,,,,,,,,2.2336,,,,,,,,,,,,,,d316aee5-c305-4619-8105-a758b2d0d7e8,3261,,"[72.8, 46.1]",69256,73,,,,,1.5420502,,Left Foot,,,,"[73.7, 77.4]",,Ground Pass,,31.312937,,,,Daniel Alves da Silva,4324.0,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,169,Barcelona,217,"['5eb55764-965c-41ca-bf4b-45ab1de693fb', 'e61c32b1-61be-4774-a63f-174dca95f6d9']",53,,,,,,,,,,,,,,,,,Barcelona,217,00:28:53.113,Pass,True,2009/2010
,,,,,,,,,,,,,,,1.0777,,,,,,,,,,,,,,754263df-b636-46e9-b165-be5b3ae8e25b,3264,,"[77.1, 77.4]",69256,73,,,,,0.116261646,,Left Foot,,,,"[90.8, 79.0]",,Ground Pass,,13.793115,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,169,Barcelona,217,['9149ae7b-be22-4202-9d48-81df1a416de2'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:28:55.998,Pass,,2009/2010
,,,,,,,,,,,,,,,1.0387,,,,,,,,,,,,,,8c5302d1-3c1e-4554-aa3d-13acae145dc7,3268,,"[88.8, 78.4]",69256,73,,,,,-3.1235766,,Right Foot,,,,"[77.7, 78.2]",,Ground Pass,,11.101802,,,,Daniel Alves da Silva,4324.0,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,169,Barcelona,217,"['d6ae48ff-3fef-408b-8f42-11ec912c2eb1', 'f3cd8b43-a9cb-4222-a76e-f59417e8041b']",57,,,,,,,,,,,,,,,,,Barcelona,217,00:28:57.515,Pass,True,2009/2010
,,,,,,,,,,,,,,,1.7772,,,,,,,,,,,,,,80c5ad47-9637-4b6e-b89a-bc65de54a6b7,3271,,"[74.5, 77.7]",69256,73,,,,,-2.547277,,Right Foot,,,,"[56.3, 65.4]",,Ground Pass,,21.966566,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,169,Barcelona,217,['8631745d-2ecb-4437-b249-bf84b9a1ac5f'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:28:59.011,Pass,,2009/2010
,,,,,,,,,,,,,,,1.3455,,,,,,,,,,,,,,16a36a82-3e6c-445e-a094-f6f4491e7822,3274,,"[60.6, 62.9]",69256,74,,,,,-0.77452904,,Right Foot,,,,"[69.9, 53.8]",,Ground Pass,,13.011534,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,169,Barcelona,217,['66deffd1-525a-4f4a-9e50-063727ae1c73'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:29:01.269,Pass,,2009/2010
,,,,,,,,,,,,,,,1.1737,,,,,,,,,,,,,,3bf78ab8-fab7-442d-ab7e-8535ef84b54d,3277,,"[69.9, 53.8]",69256,74,,,,,2.7427008,,Right Foot,,,,"[57.8, 58.9]",,Ground Pass,,13.130879,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,169,Barcelona,217,['8f6bc525-bc82-4508-ad76-27bfb17674e1'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:29:02.655,Pass,,2009/2010
,,,,,,,,,,,,,,,1.3472,,,,,,,,,,,,,,563cba69-92cb-4329-9c67-1356c0982052,3280,,"[57.8, 58.5]",69256,74,,,,,-1.8357133,,Right Foot,,,,"[49.2, 26.8]",,Ground Pass,,32.84585,,,,Carles Puyol i Saforcada,20125.0,,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,169,Barcelona,217,['4b496526-024a-4747-a6e2-03580a7aac51'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:29:04.965,Pass,,2009/2010
,,,,,,,,,,,,,,,2.0815,,,,,,,,,,,,,,1a70d336-8f7f-4961-9bae-e550890acaff,3283,,"[52.9, 32.2]",69256,74,,,,,1.5076934,,Right Foot,,,,"[55.2, 68.6]",,Ground Pass,,36.47259,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,169,Barcelona,217,['55ca2f34-ee90-45f5-9509-df679d4e2db6'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:29:11.959,Pass,,2009/2010
,,,,,,,,,,,,,,,3.3042,,,,,,,,,,,,,,fc953166-acf8-4cbb-aa37-e49a01cc35d5,3286,,"[54.6, 74.4]",69256,74,,,,,-1.6840436,,Right Foot,,,,"[49.3, 27.8]",,Ground Pass,,46.900425,,,,Carles Puyol i Saforcada,20125.0,,,True,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,169,Barcelona,217,['ef335f4e-0e3d-4df0-9883-dc07502fb512'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:29:16.147,Pass,,2009/2010
,,,,,,,,,,,,,,,0.7297,,,,,,,,,,,,,,688b6b24-3178-433b-bf65-e6d72564e4ff,3290,,"[50.1, 28.5]",69256,74,,,,,-0.22402364,,Left Foot,,,,"[58.0, 26.7]",,Ground Pass,,8.1024685,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,169,Barcelona,217,['08ba9db9-4677-4d59-a301-885bc3ad5a9e'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:29:19.491,Pass,,2009/2010
,,,,,,,,,,,,,,,2.1009,,,,,,,,,,,,,,71cde7d3-a5e5-48f9-9461-99801439aada,3293,,"[71.9, 33.8]",69256,74,,,,,-0.23472261,,Right Foot,,,,"[85.7, 30.5]",,Ground Pass,,14.18908,,,,Xavier Hernández Creus,20131.0,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,169,Barcelona,217,['a5efe03b-a095-4a6c-8bdd-9450b16fb412'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:29:25.292,Pass,,2009/2010
,,,,,,,,,,,,,,,1.5586,,,,,,,,,,,,,,75ba1e11-a19b-4566-b8b8-6f4323c810a3,3297,,"[86.8, 30.4]",69256,74,,,,,-1.644257,,Right Foot,,,,"[85.1, 7.3]",,Ground Pass,,23.16247,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,169,Barcelona,217,['bade960b-f802-4a34-a676-659ddfcc6253'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:29:27.531,Pass,,2009/2010
,,,,,,,,,,,,,,,1.0178,,,,,,,,,,,,,,ece99ce4-c665-4d6a-a303-eb74da819994,3300,,"[88.8, 8.5]",69256,74,,,,,-0.15431878,,Right Foot,,,,"[97.8, 7.1]",,Ground Pass,,9.108238,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,2,From Free Kick,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,169,Barcelona,217,['a60a07d8-fd21-4fda-b485-2db81fe60abc'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:29:29.827,Pass,,2009/2010
,,,,,,,,,,,,,,,1.2195,,,,,,,,,,,,,,10706e12-7f3a-4097-92a9-a9346072a204,3303,,"[96.7, 7.3]",69256,74,,,,,2.9722888,,Left Foot,,,,"[85.0, 9.3]",,Ground Pass,,11.869709,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,2,From Free Kick,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,169,Barcelona,217,['615329a9-ffd7-412f-b786-f44422e47042'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:29:31.088,Pass,,2009/2010
,,,,,,,,,,,,,,,1.5503,,,,,,,,,,,,,,36be05cd-54ba-44b1-bdd2-fb49962a6367,3306,,"[87.6, 20.4]",69256,74,,,,,2.4475727,,Left Foot,,,,"[73.9, 31.8]",,Ground Pass,,17.822739,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,From Free Kick,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,169,Barcelona,217,['d9435892-a5ae-4be4-9735-90e31ef60fc0'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:29:34.136,Pass,,2009/2010
,,,,,,,,,,,,,,,1.2366,,,,,,,,,,,,,,8d1a17af-4caf-4604-b57d-69df6500544b,3309,,"[73.9, 36.1]",69256,74,,,,,0.77038425,,Right Foot,,,,"[90.8, 52.5]",,Ground Pass,,23.54931,,,,Zlatan Ibrahimović,3672.0,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,169,Barcelona,217,['94005604-9d44-476b-9e98-e0682da09787'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:29:37.183,Pass,,2009/2010
,,,,,,,,,,,,,,,2.6712,,,,,,,,,,,,,,53295033-d8a1-48d2-8ecd-715167d29d21,3318,,"[27.8, 26.5]",69256,75,,,,,0.52597606,,Left Foot,,,,"[81.2, 57.5]",,High Pass,,61.74593,,Incomplete,,Miguel Ángel Nieto de la Calle,26709.0,,,,,,Free Kick,2,From Free Kick,Domingo Cisma González,26238.0,Left Back,170,Almería,403,"['5b1bbd59-b61c-4a60-97df-abb28067c0f0', '83b55861-f060-492c-8e2a-cf3e4db2a8f5']",24,,,,,,,,,,,,,,,,,Almería,403,00:30:24.107,Pass,,2009/2010
,,,,,,,,,,,,,,,1.3888,,,,,,,,,,,,,,e1c3b7d7-f456-416a-a4f0-f9961d7771b0,3324,,"[50.0, 19.1]",69256,75,,,,,3.0033498,,Right Foot,,,,"[38.5, 20.7]",,Ground Pass,,11.610771,,,,Seydou Kéita,20169.0,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,171,Barcelona,217,['f120500f-b16a-4487-9a01-f9c368ab08ca'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:30:32.206,Pass,,2009/2010
,,,,,,,,,,,,,,,1.1811,,,,,,,,,,,,,,8498c75c-6980-4cd5-8db7-9e8f20ccfa17,3328,,"[38.4, 20.8]",69256,75,,,,,2.283331,,Left Foot,,,,"[25.7, 35.5]",,Ground Pass,,19.426271,,,,Carles Puyol i Saforcada,20125.0,,,,,,,2,Regular Play,Seydou Kéita,20169.0,Center Defensive Midfield,171,Barcelona,217,"['8293231f-ae71-4e38-8ee0-d21def3893fb', 'aa436e15-4fd5-4d83-8cc6-a746c8578fc0']",33,,,,,,,,,,,,,,,,,Barcelona,217,00:30:33.816,Pass,True,2009/2010
,,,,,,,,,,,,,,,1.3926,,,,,,,,,,,,,,70aceec3-7f82-4797-81d5-fc15505dd7f3,3331,,"[19.9, 30.7]",69256,75,,,,,0.40623948,,Right Foot,,,,"[37.8, 38.4]",,Ground Pass,,19.485893,,,,Gnégnéri Yaya Touré,3087.0,,,,,,,2,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,171,Barcelona,217,['1fefa4ad-ec37-46fe-8785-efa8f0865bdc'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:30:38.070,Pass,,2009/2010
,,,,,,,,,,,,,,,1.5179,,,,,,,,,,,,,,011de6cc-becd-4068-87d1-5b3c701715d3,3334,,"[64.8, 46.7]",69256,75,,,,,0.9260933,,Right Foot,,,,"[74.8, 60.0]",,Ground Pass,,16.640013,,,,Zlatan Ibrahimović,3672.0,,,,,,,2,Regular Play,Gnégnéri Yaya Touré,3087.0,Left Wing,171,Barcelona,217,['6fd03bd9-7b9a-4976-ab8e-9bd7eaba58a8'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:30:44.373,Pass,,2009/2010
,,,,,,,,,,,,,,,0.638,,,,,,,,,,,,,,90fc614b-6f08-4379-b521-58fdf97c773e,3338,,"[72.2, 72.2]",69256,75,,,,,2.166581,,Right Foot,,,,"[68.2, 78.1]",,Ground Pass,,7.1281133,,,,Daniel Alves da Silva,4324.0,,,,,,,2,Regular Play,Zlatan Ibrahimović,3672.0,Center Forward,171,Barcelona,217,"['4a5c4cd4-23e3-4ae6-947c-d20149796f1f', 'cd050e24-b7b9-431d-ba51-fcfb67d1ae31']",50,,,,,,,,,,,,,,,,,Barcelona,217,00:30:50.042,Pass,True,2009/2010
,,,,,,,,,,,,,,,1.4908,,,,,,,,,,,,,,838a2504-f4ed-442a-8355-cd1b14cb34bf,3341,,"[66.2, 78.2]",69256,75,,,,,-2.4632752,,Right Foot,,,,"[49.2, 64.5]",,Ground Pass,,21.833231,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,171,Barcelona,217,['486623a3-2b5c-4ed5-8cee-aa585b4a64a6'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:30:51.815,Pass,,2009/2010
,,,,,,,,,,,,,,,1.5208,,,,,,,,,,,,,,337292b2-a571-46de-a0d0-f2f8b328770d,3344,,"[66.0, 68.5]",69256,75,,,,,-1.998131,,Right Foot,,,,"[56.3, 47.2]",,Ground Pass,,23.404701,,,,Gnégnéri Yaya Touré,3087.0,,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,171,Barcelona,217,['a2c1cf7e-31a7-40fe-a7e7-d11245b3b1c6'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:30:57.642,Pass,,2009/2010
,,,,,,,,,,,,,,,1.5061,,,,,,,,,,,,,,704cc41c-d70b-4af9-a867-bd8600906acf,3347,,"[65.7, 47.8]",69256,76,,,,,0.17324567,,Right Foot,,,,"[81.7, 50.6]",,Ground Pass,,16.243153,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Gnégnéri Yaya Touré,3087.0,Left Wing,171,Barcelona,217,['69590396-6a57-4a47-907a-5fb4c4fec815'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:31:01.338,Pass,,2009/2010
,,,,,,,,,,,,,,,1.2535,,,,,,,,,,,,,,4f29b5ea-3fe4-4dce-ad6f-c523dd12e090,3351,,"[82.5, 51.4]",69256,76,,,,,-1.6295521,,Left Foot,,,,"[81.7, 37.8]",,Ground Pass,,13.623509,,,,Gnégnéri Yaya Touré,3087.0,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,171,Barcelona,217,"['138ce736-b797-4edd-9f54-c250d7125ddd', 'cf3f411d-6a2d-40db-b53e-f033b5073cbb']",2,,,,,,,,,,,,,,,,,Barcelona,217,00:31:02.856,Pass,True,2009/2010
,,,,,,,,,,,,,,,0.9358,,,,,,,,,,,,,,d06acf9e-e223-45cf-a9a2-b0a424f7da61,3354,,"[82.4, 37.8]",69256,76,,,,,-0.35544565,faa381c1-bde3-4bf2-aae1-7d5f151f82dd,Right Foot,,,,"[95.6, 32.9]",,Ground Pass,,14.080128,,,,Zlatan Ibrahimović,3672.0,True,,,,,,2,Regular Play,Gnégnéri Yaya Touré,3087.0,Left Wing,171,Barcelona,217,['62ebf884-370d-4716-80dc-e8352404e384'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:31:04.149,Pass,,2009/2010
,,,,,,,,,,,,,,,3.7936,,,,,,,,,,,,,,4ccad28b-1edf-4eb4-bab4-cd19a6035f11,3360,,"[120.0, 80.0]",69256,76,,,,,-3.0080636,,Right Foot,,,,"[106.6, 78.2]",,Ground Pass,,13.520355,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Corner,2,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,172,Barcelona,217,['0ca14cfb-8a33-4e65-9cb0-693adf3b63fd'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:31:21.988,Pass,,2009/2010
,,,,,,,,,,,,,,,0.7709,,,,,,,,,,,,,,236de524-52ed-407a-81ad-79d3d05ef63a,3364,,"[100.4, 70.0]",69256,76,,,,,-1.7371826,,Left Foot,,,,"[98.2, 56.9]",,Ground Pass,,13.283448,,,,Gnégnéri Yaya Touré,3087.0,,,,,,,2,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,172,Barcelona,217,"['06bd6ac8-df2c-4cb3-a13e-5603ad6064bc', '57cc16fe-2034-4e6d-911a-af348b9fe013']",31,,,,,,,,,,,,,,,,,Barcelona,217,00:31:31.158,Pass,True,2009/2010
,,,,,,,,,,,,,,,2.2832,,,,,,,,,,,,,,34501d4d-1c99-44f2-9012-3b89ba3216db,3368,,"[94.4, 53.2]",69256,76,,,,,-0.2489627,,Left Foot,,,,"[118.0, 47.2]",,Ground Pass,,24.35077,,Incomplete,,Carles Puyol i Saforcada,20125.0,,,,,,,2,From Corner,Gnégnéri Yaya Touré,3087.0,Left Wing,172,Barcelona,217,"['c964a3fc-c83c-43d9-a6a4-040eb277c055', 'ed276f4e-d90f-4870-887d-fe26dc301568']",33,,,,,,,,,,,,,,,,,Barcelona,217,00:31:33.507,Pass,,2009/2010
,,,,,,,,,,,,,,,6.552,,,,,,,,,,,,,,48447904-520b-42be-ab1c-0e1a70ef2c3c,3372,,"[14.7, 41.5]",69256,76,,,,,-0.0344691,,Drop Kick,,,,"[87.2, 39.0]",,High Pass,,72.54309,,Incomplete,,,,,,,,,,2,Regular Play,Diego Alves Carreira,25144.0,Goalkeeper,173,Almería,403,['1b30cabe-5497-4f62-bc54-683112e6dd93'],41,,,,,,,,,,,,,,,,,Almería,403,00:31:41.354,Pass,,2009/2010
,,,,,,,,,,,,,,,2.9453,,,,,,,,,,,,,,16bf55ec-14d4-47dd-8ce1-11181088a14e,3377,,"[67.6, 44.9]",69256,76,,,,,0.31514272,,Right Foot,,,,"[94.9, 53.8]",,Low Pass,,28.714108,,Incomplete,,Juan Manuel Ortiz Palazón,26440.0,,,,,,,2,Regular Play,Miguel Ángel Nieto de la Calle,26709.0,Center Attacking Midfield,173,Almería,403,"['520985a6-3802-4c60-aa85-4b3e5fa057a2', 'ec161e9d-2548-4912-897d-54deb39c34a0']",49,,,,,,,,,,,,,,,,,Almería,403,00:31:49.763,Pass,,2009/2010
,,,,,,,,,,,,,,,1.714,,,,,,,,,,,,,,d88bf5c6-74e6-4da8-b9c7-cee59b346d10,3382,,"[2.9, 13.9]",69256,76,,,,,1.0527278,,Right Foot,,,,"[8.6, 23.9]",,Ground Pass,,11.51043,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,174,Barcelona,217,['6541b62a-27f9-493e-8709-6896349ba2ae'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:31:59.257,Pass,,2009/2010
,,,,,,,,,,,,,,,1.1461,,,,,,,,,,,,,,38d24ef3-db6b-4740-ac7b-e4dfcc39db96,3386,,"[7.1, 26.5]",69256,77,,,,,-0.40335333,,Left Foot,,,,"[22.8, 19.8]",,Low Pass,,17.069857,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,174,Barcelona,217,"['68439b23-4b71-4b65-923e-e5b78706a851', '8c783c2c-4c8b-41d4-8e18-b2cc14094163']",1,,,,,,,,,,,,,,,,,Barcelona,217,00:32:01.374,Pass,True,2009/2010
