ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,1.0881,,,,,,,,,,,,,,488444f4-78ea-4d50-92ea-1671a3070613,3897,,"[49.9, 1.0]",69340,88,,,,,0.56538934,,,,,,"[64.4, 10.2]",,High Pass,,17.172361,Incomplete,,Francesc Fàbregas i Soler,3478.0,,,,,Throw-in,2,From Throw In,Adriano Correia Claro,22102.0,Left Back,167,Barcelona,217,"['5bed785c-419d-405b-9491-abe4affb0056', '6797ba88-1634-4b6b-b8c0-19e059d153fe']",23,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:23.112,Pass,,2011/2012
,,,,,,,,,,,,,,1.508595,,,,,,,,,,,,,,6797ba88-1634-4b6b-b8c0-19e059d153fe,3899,,"[56.6, 70.8]",69340,88,,,,,-0.070970654,,Right Foot,,,,"[77.7, 69.3]",,High Pass,,21.15325,,,Sebastián Bruno Fernández Miglierina,26806.0,,,,,Interception,2,From Throw In,Sergio Sánchez Ortega,6904.0,Right Center Back,167,Barcelona,217,"['488444f4-78ea-4d50-92ea-1671a3070613', '6da0bde6-28fa-40e2-91c0-06dbbfaf495c']",24,,,,,,,,,,,,,,,,,,Málaga,223,00:43:24.200,Pass,,2011/2012
,,,,,,,,,,,,,,0.7502,,,,,,,,,,,,,,17ebe890-f633-43e1-8083-60ea4f0cce56,3902,,"[43.1, 12.1]",69340,88,,,,,0.06241881,,Head,,,,"[51.1, 12.6]",,High Pass,,8.01561,,,Ibrahim Afellay,4891.0,,,,,Recovery,2,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,167,Barcelona,217,['2d926609-41e3-4d42-8c7f-9bd2bad7194a'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:26.375,Pass,,2011/2012
,,,,,,,,,,,,,,2.083104,,,,,,,,,,,,,,eabb0a88-0546-4e1f-940c-3c2e6f8f39e9,3909,,"[53.2, 12.6]",69340,88,,,,,2.0729413,,Right Foot,,,,"[38.1, 40.1]",,Ground Pass,,31.37292,,,Marc Bartra Aregall,7068.0,,,,,Free Kick,2,From Free Kick,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,168,Barcelona,217,['f2143e25-f309-4a6b-ba1e-a54db6d9db0d'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:41.205,Pass,,2011/2012
,,,,,,,,,,,,,,1.024636,,,,,,,,,,,,,,b9580f3e-1ad6-4a56-b507-1d9395a34d80,3912,,"[38.9, 40.1]",69340,88,,,,,-0.75837773,,Right Foot,,,,"[46.5, 32.9]",,Ground Pass,,10.469002,,,Seydou Kéita,20169.0,,,,,,2,From Free Kick,Marc Bartra Aregall,7068.0,Right Center Back,168,Barcelona,217,['13543521-b461-49bf-aae5-c982982db094'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:47.361,Pass,,2011/2012
,,,,,,,,,,,,,,2.0499,,,,,,,,,,,,,,425211ee-c326-4a7f-a6e9-000a391fc24b,3915,,"[52.0, 41.8]",69340,88,,,,,1.0158851,,Left Foot,,,,"[73.2, 76.0]",,High Pass,,40.237793,,,Daniel Alves da Silva,4324.0,,,,,,2,From Free Kick,Seydou Kéita,20169.0,Center Defensive Midfield,168,Barcelona,217,['91dbe436-3b62-49eb-8af6-e1ddc6809386'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:50.509,Pass,,2011/2012
,,,,,,,,,,,,,,0.8906,,,,,,,,,,,,,,6ac7f177-3df4-48da-b78c-3fd364138294,3918,,"[88.3, 72.7]",69340,88,,,,,-1.5995654,,Right Foot,,,,"[87.9, 58.8]",,Ground Pass,,13.905754,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,168,Barcelona,217,"['78ffe032-3fa1-4725-943f-c729c00dee61', 'fb4d52b4-a203-407d-b0ec-d6b06e56981f']",55,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:55.571,Pass,,2011/2012
,,,,,,,,,,,,,,1.4161,,,,,,,,,,,,,,790e0769-408a-4145-8a83-0f8c04255b75,3922,,"[44.4, 33.8]",69340,88,,,,,1.3663751,,Right Foot,,,,"[47.8, 50.2]",,Ground Pass,,16.748732,,,Francisco Portillo Soler,6873.0,,,,,,2,Regular Play,Ignacio Camacho Barnola,8234.0,Left Defensive Midfield,169,Málaga,223,['faf26a38-ec41-401a-aa9f-49968ad4add4'],58,,,,,,,,,,,,,,,,,,Málaga,223,00:43:58.886,Pass,,2011/2012
,,,,,,,,,,,,,,1.870278,,,,,,,,,,,,,,c095d62b-91ce-4b74-86da-bc0b3f53cb28,3925,,"[73.0, 45.1]",69340,89,,,,,-1.3807142,,Right Foot,,,,"[80.6, 5.6]",,Low Pass,,40.224495,,,Eliseu Pereira dos Santos,10798.0,,,,,,2,Regular Play,Francisco Portillo Soler,6873.0,Right Midfield,169,Málaga,223,['92513264-480a-4d3c-ad18-c9bf50b6832c'],5,,,,,,,,,,,,,,,,,,Málaga,223,00:44:05.936,Pass,,2011/2012
,,,,,,,,,,,,,,0.647752,,,,,,,,,,,,,,f1462bca-838c-408a-9395-8286cac8f7dc,3928,,"[80.6, 5.6]",69340,89,,,,,1.5304142,,Left Foot,,,,"[81.0, 15.5]",,Ground Pass,,9.908077,,,Sérgio Paulo Barbosa Valente,25859.0,,,,,,2,Regular Play,Eliseu Pereira dos Santos,10798.0,Left Back,169,Málaga,223,['eec95821-0ce2-42d4-b503-5da53dd390d5'],10,,,,,,,,,,,,,,,,,,Málaga,223,00:44:10.358,Pass,,2011/2012
,,,,,,,,,,,,,,1.322864,,,,,,,,,,,,,,3d74cf73-e278-415a-bfd3-0ab20d55405a,3931,,"[81.0, 15.7]",69340,89,,,,,-2.185046,,Left Foot,,,,"[74.3, 6.2]",,Ground Pass,,11.624973,,,Eliseu Pereira dos Santos,10798.0,,,,,,2,Regular Play,Sérgio Paulo Barbosa Valente,25859.0,Left Midfield,169,Málaga,223,['bd11e549-6ad4-4458-8dca-1e4d1b18622e'],11,,,,,,,,,,,,,,,,,,Málaga,223,00:44:11.050,Pass,,2011/2012
,,,,,,,,,,,,,,1.059034,,,,,,,,,,,,,,468f17cc-e22e-4d09-8df9-fdf2b0cd9428,3934,,"[74.3, 6.2]",69340,89,,,,,1.6889929,,Right Foot,,,,"[72.4, 22.2]",,Ground Pass,,16.112417,,,José Luis García del Pozo,6580.0,,,,,,2,Regular Play,Eliseu Pereira dos Santos,10798.0,Left Back,169,Málaga,223,['bd974298-aca0-45b8-ac6b-db5232575280'],13,,,,,,,,,,,,,,,,,,Málaga,223,00:44:13.235,Pass,,2011/2012
,,,,,,,,,,,,,,1.736486,,,,,,,,,,,,,,72ce0689-e3fd-4a29-801d-28c521cbf2ce,3937,,"[73.9, 28.5]",69340,89,,,,,1.7385179,,Right Foot,,,,"[70.7, 47.4]",,Ground Pass,,19.168985,,,Ignacio Camacho Barnola,8234.0,,,,,,2,Regular Play,José Luis García del Pozo,6580.0,Right Defensive Midfield,169,Málaga,223,['7c160219-c388-40c6-a4ec-31101be77605'],16,,,,,,,,,,,,,,,,,,Málaga,223,00:44:16.966,Pass,,2011/2012
,,,,,,,,,,,,,,1.069,,,,,,,,,,,,,,bd9872ee-4cea-45d8-a7b6-701dc0a560ec,3940,,"[70.7, 47.0]",69340,89,,,,,0.5427505,,Right Foot,,,,"[83.3, 54.6]",,Ground Pass,,14.714619,,,Ruud van Nistelrooy,19729.0,,,,,,2,Regular Play,Ignacio Camacho Barnola,8234.0,Left Defensive Midfield,169,Málaga,223,['dee43280-17ae-4b1d-893d-f2a551404878'],20,,,,,,,,,,,,,,,,,,Málaga,223,00:44:20.085,Pass,,2011/2012
,,,,,,,,,,,,,,0.873254,,,,,,,,,,,,,,4a237f9f-6faa-4f2f-a985-08dc893e601a,3943,,"[83.3, 54.6]",69340,89,,,,,-2.8012106,,Right Foot,,,,"[73.7, 51.2]",,Ground Pass,,10.184301,,,Ignacio Camacho Barnola,8234.0,,,,,,2,Regular Play,Ruud van Nistelrooy,19729.0,Right Center Forward,169,Málaga,223,['90a4375f-a59a-4e4e-a0e6-8314cb232df7'],21,,,,,,,,,,,,,,,,,,Málaga,223,00:44:21.194,Pass,,2011/2012
,,,,,,,,,,,,,,1.111973,,,,,,,,,,,,,,6615e93c-e0d3-437a-9e4c-efa7dd17ea25,3946,,"[73.2, 55.6]",69340,89,,,,,0.9197196,,Right Foot,,,,"[89.2, 76.6]",,Ground Pass,,26.400757,,,Jesús Gámez Duarte,4788.0,,,,,,2,Regular Play,Ignacio Camacho Barnola,8234.0,Left Defensive Midfield,169,Málaga,223,['7a43fce4-c0a5-43b0-a463-318daeb213cb'],23,,,,,,,,,,,,,,,,,,Málaga,223,00:44:23.567,Pass,,2011/2012
,,,,,,,,,,,,,,1.017143,,,,,,,,,,,,,,51dfc974-9a11-46fa-80e1-693b43045948,3949,,"[82.5, 75.2]",69340,89,,,,,-1.5063695,,Left Foot,,,,"[83.3, 62.8]",,Ground Pass,,12.425779,,,José Luis García del Pozo,6580.0,,,,,,2,Regular Play,Jesús Gámez Duarte,4788.0,Right Back,169,Málaga,223,['0e3fcee2-515e-499a-bd77-603674f2de0e'],26,,,,,,,,,,,,,,,,,,Málaga,223,00:44:26.220,Pass,,2011/2012
,,,,,,,,,,,,,,1.725312,,,,,,,,,,,,,,8597c6d1-eebc-4ea8-bfd6-6ad9f48b6374,3952,,"[71.3, 55.4]",69340,89,,,,,-1.8274517,,Right Foot,,,,"[65.5, 33.3]",,Ground Pass,,22.848413,,,Martín Gastón Demichelis,19288.0,,,,,,2,Regular Play,José Luis García del Pozo,6580.0,Right Defensive Midfield,169,Málaga,223,['de138643-e501-4042-b8b7-b8f29b730e48'],30,,,,,,,,,,,,,,,,,,Málaga,223,00:44:30.973,Pass,,2011/2012
,,,,,,,,,,,,,,0.9389,,,,,,,,,,,,,,2c5ab260-0a4b-435c-9ad5-d68ac4a68c2d,3955,,"[65.5, 33.3]",69340,89,,,,,-0.4246603,,Right Foot,,,,"[77.0, 28.1]",,Ground Pass,,12.621015,,,Sérgio Paulo Barbosa Valente,25859.0,,,,,,2,Regular Play,Martín Gastón Demichelis,19288.0,Left Center Back,169,Málaga,223,['9a40e68a-fac3-439b-bb86-e09294996fae'],33,,,,,,,,,,,,,,,,,,Málaga,223,00:44:33.972,Pass,,2011/2012
,,,,,,,,,,,,,,2.5036,,,,,,,,,,,,,,6d637599-0b5d-444f-b004-af83b6c4885f,3958,,"[76.0, 27.0]",69340,89,,,,,0.50801593,776f48bd-7201-4582-bc0c-116749d61ba5,Left Foot,,,,"[113.0, 47.6]",,High Pass,,42.34808,,,Ruud van Nistelrooy,19729.0,True,,Through Ball,True,,2,Regular Play,Sérgio Paulo Barbosa Valente,25859.0,Left Midfield,169,Málaga,223,['39d4095a-bbc8-441e-a2d3-b79d2f593a8e'],36,,,,,,,,,,,,,,,,,,Málaga,223,00:44:36.061,Pass,,2011/2012
,,,,,,,,,,,,,,1.961863,,,,,,,,,,,,,,70f141c2-ef0d-4d90-95b4-8ac2774d228b,3962,,"[8.7, 43.7]",69340,89,,,,,-0.08367513,,Keeper Arm,,,,"[24.2, 42.4]",,Ground Pass,,15.55442,,,Seydou Kéita,20169.0,,,,,,2,From Keeper,José Manuel Pinto Colorado,26005.0,Goalkeeper,171,Barcelona,217,['3cd3a338-7d17-453b-8ec4-a39397931da4'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:42.671,Pass,,2011/2012
,,,,,,,,,,,,,,2.050916,,,,,,,,,,,,,,3fe1d241-0b3d-4444-85ce-5d832842550d,3965,,"[38.1, 43.7]",69340,89,,,,,1.1488439,,Left Foot,,,,"[52.6, 76.0]",,High Pass,,35.405365,,,Daniel Alves da Silva,4324.0,,,,,,2,Regular Play,Seydou Kéita,20169.0,Center Defensive Midfield,172,Barcelona,217,['bcd8a92b-3900-4e02-94fb-ab3bba8b6820'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:47.907,Pass,,2011/2012
,,,,,,,,,,,,,,0.5961,,,,,,,,,,,,,,0ad0efb1-0f1f-4649-9121-c869732a3013,3972,,"[83.1, 69.9]",69340,89,,,,,-0.8567056,,Right Foot,,,,"[89.6, 62.4]",,Ground Pass,,9.924717,,,Cristian Tello Herrera,6658.0,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,173,Barcelona,217,['f46080cc-9377-43bb-9cea-bef0bd42621d'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:59.936,Pass,,2011/2012
,,,,,,,,,,,,,,0.951893,,,,,,,,,,,,,,3885b501-00b5-421c-b07a-afb0948c7acc,3975,,"[90.2, 62.2]",69340,90,,,,,1.9832067,,Right Foot,,,,"[88.1, 67.0]",,Ground Pass,,5.239275,,,Daniel Alves da Silva,4324.0,,,,,,2,Regular Play,Cristian Tello Herrera,6658.0,Right Wing,174,Barcelona,217,['d545742e-1d40-413c-8644-709863582721'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:00.616,Pass,,2011/2012
,,,,,,,,,,,,,,0.786814,,,,,,,,,,,,,,3fd5d812-af95-42f6-b675-d222912cc367,3979,,"[89.4, 65.5]",69340,90,,,,,-1.3769978,,Right Foot,,,,"[91.5, 54.8]",,Low Pass,,10.904128,,,Cristian Tello Herrera,6658.0,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,175,Barcelona,217,"['448b51b1-b3a3-467f-8e64-8170f4778a1c', 'e2005395-0d59-4c6a-b39a-733f5b19883f']",3,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:03.173,Pass,True,2011/2012
,,,,,,,,,,,,,,0.2713,,,,,,,,,,,,,,810ac88c-5fda-4552-9133-60d5a6e9d603,3982,,"[92.7, 54.2]",69340,90,,,,,0.21501487,,Right Foot,,,,"[101.4, 56.1]",,Ground Pass,,8.905055,Incomplete,,,,,,,,,2,Regular Play,Cristian Tello Herrera,6658.0,Right Wing,176,Barcelona,217,['ac9f729a-d027-46d8-a26d-8529e2497b60'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:05.657,Pass,,2011/2012
,,,,,,,,,,,,,,2.5223,,,,,,,,,,,,,,3e677dda-7c7c-434d-9bd4-301835312072,3985,,"[44.9, 28.1]",69340,90,,,,,-1.6610268,,Right Foot,,,,"[43.0, 7.1]",,Ground Pass,,21.085777,,,Sérgio Paulo Barbosa Valente,25859.0,,,,,,2,Regular Play,Martín Gastón Demichelis,19288.0,Left Center Back,176,Barcelona,217,['a6feb3e0-ba78-462d-8a3e-ffae47d029db'],10,,,,,,,,,,,,,,,,,,Málaga,223,00:45:10.648,Pass,,2011/2012
,,,,,,,,,,,,,,0.2314,,,,,,,,,,,,,,6c511427-4219-41ad-be87-3f6e5870d9b7,3989,,"[41.5, 6.2]",69340,90,,,,,0.20304522,,Left Foot,,,,"[44.9, 6.9]",,Low Pass,,3.471311,Incomplete,,Sebastián Bruno Fernández Miglierina,26806.0,,,,,,2,Regular Play,Sérgio Paulo Barbosa Valente,25859.0,Left Midfield,176,Barcelona,217,"['6d226ad2-ca74-4d0c-8460-b01b7c4bcbb1', 'a7ca006c-c5b1-4410-86ef-1fa7bbd46a5e']",14,,,,,,,,,,,,,,,,,,Málaga,223,00:45:14.157,Pass,,2011/2012
,,,,,,,,,,,,,,3.1058,,,,,,,,,,,,,,5d6443aa-db65-4c8d-8c8c-3d10b797fcd1,4003,,"[15.9, 41.3]",69340,90,,,,,0.25703186,,Drop Kick,,,,"[66.5, 54.6]",,High Pass,,52.318733,,,Ruud van Nistelrooy,19729.0,,,,,,2,Regular Play,Idriss Carlos Kameni,26103.0,Goalkeeper,176,Barcelona,217,['46eeff4c-b84b-427c-9de3-e77ab116198c'],31,,,,,,,,,,,,,,,,,,Málaga,223,00:45:31.710,Pass,,2011/2012
,,,,,,,,,,,,,,2.7263,,,,,,,,,,,,,,a2c06668-eac9-4062-b6bd-7a00b5ea64fb,4006,,"[66.3, 54.4]",69340,90,,,,True,-0.41125438,,,,,,"[89.0, 44.5]",,Low Pass,,24.764894,Pass Offside,,Sebastián Bruno Fernández Miglierina,26806.0,,,,,,2,Regular Play,Ruud van Nistelrooy,19729.0,Right Center Forward,176,Barcelona,217,"['6e7cb3b0-7139-4e06-bb7f-3d4380bc2cd9', 'e76839fa-3ae5-46f9-be98-2925396bfed6']",34,,,,,,,,,,,,,,,,,,Málaga,223,00:45:34.816,Pass,True,2011/2012
,,,,,,,,,,,,,,1.4206,,,,,,,,,,,,,,529d6e67-f813-4ad0-a81c-f82f48d02260,4008,,"[34.3, 34.2]",69340,90,,True,,,1.3134726,,Left Foot,,,,"[35.8, 39.9]",,Ground Pass,,5.894065,,,Francesc Fàbregas i Soler,3478.0,,,,,Free Kick,2,From Free Kick,Seydou Kéita,20169.0,Center Defensive Midfield,177,Barcelona,217,['c39a4efd-3460-4874-859d-c7ec4a1e259a'],51,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:51.412,Pass,,2011/2012
,,,,,,,,,,,,,,4.813146,,,,,,,,,,,,,,b76ae7bb-fb6e-460c-bc8b-2db792029d8e,4010,,"[37.3, 40.3]",69340,90,,True,,,0.689661,,Right Foot,,,,"[80.1, 75.6]",,Ground Pass,,55.479095,,,Cristian Tello Herrera,6658.0,,,,,,2,From Free Kick,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,177,Barcelona,217,['0de0c047-e343-452f-be95-94acf6d472eb'],54,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:54.363,Pass,,2011/2012
,,,,,,,,,,,,,,1.072664,,,,,,,,,,,,,,aaa16b54-1526-44ac-8d9c-a8974bfb14d4,4012,,"[89.4, 77.1]",69340,91,,,,,-2.56112,,Right Foot,,,,"[74.0, 67.0]",,Ground Pass,,18.416569,,,Daniel Alves da Silva,4324.0,,,,,,2,From Free Kick,Cristian Tello Herrera,6658.0,Right Wing,177,Barcelona,217,['456f39f9-43dc-4032-a264-dab599f64543'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:01.390,Pass,,2011/2012
,,,,,,,,,,,,,,0.8609,,,,,,,,,,,,,,adf5d5ab-354b-40e2-89ee-f8c6a35ee9c9,4015,,"[74.9, 66.8]",69340,91,,,,,-0.76499283,,Right Foot,,,,"[82.4, 59.6]",,Ground Pass,,10.396634,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,177,Barcelona,217,['a6f3b606-dc2c-438c-8505-e4e697e33c45'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:03.392,Pass,,2011/2012
,,,,,,,,,,,,,,0.680972,,,,,,,,,,,,,,16555ac6-8131-40d5-b0d4-5bcee23db017,4017,,"[82.6, 59.4]",69340,91,,,,,-2.6285348,,Right Foot,,,,"[75.5, 55.4]",,Ground Pass,,8.149233,,,Francesc Fàbregas i Soler,3478.0,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,177,Barcelona,217,['0d71f19c-ed6d-4d37-9b63-cfb190b50c88'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:04.253,Pass,,2011/2012
,,,,,,,,,,,,,,0.654238,,,,,,,,,,,,,,ee09a1b2-9121-4118-a5dd-b6716a981398,4020,,"[76.1, 55.4]",69340,91,,,,,-1.1861916,,Right Foot,,,,"[81.2, 42.8]",,Ground Pass,,13.593013,,,Ibrahim Afellay,4891.0,,,,,,2,From Free Kick,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,177,Barcelona,217,['f9322bcb-f614-4060-b43a-d9d07c91e258'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:06.763,Pass,,2011/2012
,,,,,,,,,,,,,,0.808367,,,,,,,,,,,,,,3e92407e-03a1-431f-801a-b2cb3e4cab02,4023,,"[81.2, 42.8]",69340,91,,,,,1.927016,,Right Foot,,,,"[78.0, 51.4]",,Ground Pass,,9.176056,,,Francesc Fàbregas i Soler,3478.0,,,,,,2,From Free Kick,Ibrahim Afellay,4891.0,Left Center Midfield,177,Barcelona,217,['629ad77f-f355-4f43-85fb-8914dff21ad1'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:07.457,Pass,,2011/2012
,,,,,,,,,,,,,,1.3152,,,,,,,,,,,,,,11fd7f08-c9ac-4ccc-b60b-b2152a6c0d75,4026,,"[78.0, 51.4]",69340,91,,,,,1.3521274,,Right Foot,,,,"[80.8, 64.0]",,Ground Pass,,12.907362,,,Daniel Alves da Silva,4324.0,,,,,,2,From Free Kick,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,177,Barcelona,217,['3ea2c551-f843-4f00-adcc-ebe07b28856c'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:08.610,Pass,,2011/2012
,,,,,,,,,,,,,,1.0997,,,,,,,,,,,,,,06afd0e1-086a-4c22-b62e-08c6a71e6df2,4029,,"[80.8, 64.0]",69340,91,,,,,-1.7010077,,Right Foot,,,,"[79.7, 55.6]",,Ground Pass,,8.471718,,,Francesc Fàbregas i Soler,3478.0,,,,,,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,177,Barcelona,217,['40634b6c-33ac-41cd-872f-f970f7036514'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:10.584,Pass,,2011/2012
,,,,,,,,,,,,,,0.4176,,,,,,,,,,,,,,f6727b63-fbbe-468d-a08e-4cd19f4fe6ea,4032,,"[83.5, 51.2]",69340,91,,,,,-0.05258306,,Left Foot,,,,"[87.3, 51.0]",,High Pass,,3.8052595,Incomplete,,,,,,,,,2,From Free Kick,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,177,Barcelona,217,['79bf914e-fb19-44e2-8acb-ca1c383f1f26'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:13.188,Pass,,2011/2012
,,,,,,,,,,,,,,0.8402,,,,,,,,,,,,,,3b91da8f-b114-4abc-8a6d-958d99d62230,4034,,"[85.4, 51.4]",69340,91,,,,,0.2156417,,Right Foot,,,,"[95.9, 53.7]",,Low Pass,,10.748954,Incomplete,,,,,,,,Interception,2,From Free Kick,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,177,Barcelona,217,['92cca900-dfa4-41df-8aea-8fba864a1c78'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:14.537,Pass,,2011/2012
,,,,,,,,,,,,,,2.101866,,,,,,,,,,,,,,45369427-f528-4301-8977-ab0f0199f103,4036,,"[15.0, 80.0]",69340,91,,,,,-1.478166,,,,,,"[16.7, 61.7]",,Low Pass,,18.378792,,,José Manuel Pinto Colorado,26005.0,,,,,Throw-in,2,From Throw In,Marc Bartra Aregall,7068.0,Right Center Back,178,Barcelona,217,['89c9048f-b084-4d6c-aea4-6093a29ff97e'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:25.595,Pass,,2011/2012
,,,,,,,,,,,,,,1.994066,,,,,,,,,,,,,,f10bbb5e-0a89-4372-b654-40900af24839,4039,,"[22.1, 56.7]",69340,91,,,,,-1.2033566,,Right Foot,,,,"[31.8, 31.5]",,Ground Pass,,27.002407,,,Javier Alejandro Mascherano,5506.0,,,,,,2,From Throw In,José Manuel Pinto Colorado,26005.0,Goalkeeper,178,Barcelona,217,['d360f7f6-171e-48a8-8063-1b0c411f6a1d'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:30.128,Pass,,2011/2012
,,,,,,,,,,,,,,1.7536,,,,,,,,,,,,,,57c64bfa-4226-425d-bb02-422f43bb7e5a,4042,,"[31.8, 31.5]",69340,91,,,,,-1.0383639,,Right Foot,,,,"[42.7, 13.0]",,Ground Pass,,21.472307,,,Adriano Correia Claro,22102.0,,,,,,2,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,178,Barcelona,217,['9a0eabb3-b446-4f75-9768-fb448fed7f11'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:33.621,Pass,,2011/2012
,,,,,,,,,,,,,,1.3477,,,,,,,,,,,,,,e5aae028-4514-4799-a183-9e62275ecb8a,4045,,"[44.2, 13.4]",69340,91,,,,,-0.18152387,,Right Foot,,,,"[60.0, 10.5]",,Ground Pass,,16.063934,,,Ibrahim Afellay,4891.0,,,,,,2,From Throw In,Adriano Correia Claro,22102.0,Left Back,178,Barcelona,217,['c37ccf56-5561-42ba-9846-7f81de6b0867'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:35.739,Pass,,2011/2012
,,,,,,,,,,,,,,0.1197,,,,,,,,,,,,,,fbae29fd-91cd-4869-b86a-a457e83e4c06,4049,,"[53.3, 74.5]",69340,91,,,,,0.05258306,,Right Foot,,,,"[57.1, 74.7]",,Low Pass,,3.8052595,Incomplete,,,,,,,,Recovery,2,From Throw In,Jesús Gámez Duarte,4788.0,Right Back,178,Barcelona,217,['29fb41a1-79e9-4af5-aec3-1cbc25e37b71'],38,,,,,,,,,,,,,,,,,,Málaga,223,00:46:38.083,Pass,,2011/2012
,,,,,,,,,,,,,,1.349831,,,,,,,,,,,,,,2ec99123-8629-496b-97e1-103fb15b2e46,4051,,"[52.6, 54.8]",69340,91,,,,,0.67980164,,Head,,,,"[64.6, 64.5]",,Low Pass,,15.430165,Incomplete,,Francisco Portillo Soler,6873.0,,,,,Recovery,2,From Throw In,Ignacio Camacho Barnola,8234.0,Left Defensive Midfield,178,Barcelona,217,"['42861ad8-4834-4ccb-853e-3f22f8241951', 'f35c9bc5-2b4d-4a7f-b521-ad0b6f75aa8b']",40,,,,,,,,,,,,,,,,,,Málaga,223,00:46:40.585,Pass,,2011/2012
,,,,,,,,,,,,,,1.8822,,,,,,,,,,,,,,42861ad8-4834-4ccb-853e-3f22f8241951,4053,,"[56.4, 16.5]",69340,91,,,,,0.09065989,,Left Foot,,,,"[66.3, 17.4]",,High Pass,,9.9408245,Incomplete,,,,,,,,Recovery,2,From Throw In,Adriano Correia Claro,22102.0,Left Back,178,Barcelona,217,"['2ec99123-8629-496b-97e1-103fb15b2e46', 'a84fe2dd-3a67-4d3b-92e6-d3ea4cc4a9b1']",41,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:41.934,Pass,,2011/2012
