bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,3.758701,,,,,,,,,,,,,,f729faa4-01c5-4c51-8dd1-70e2f8e7dd56,2531,,"[69.1, 24.3]",266731,62,,,,0.027770637,,Right Foot,,,,"[101.5, 25.2]",,Ground Pass,,32.4125,,,,Neymar da Silva Santos Junior,4320.0,,,,,,2,From Throw In,Arda Turan,11094.0,Left Center Midfield,134,Barcelona,217,"['41b2ce75-8e0f-4dfa-9a9c-fc099b3a983a', 'c808a46b-2b88-4122-8d4d-722a8749ea25']",19,,,,,,,,,,,,,,,,,Barcelona,217,00:17:19.691,Pass,True,2016/2017
,,,,,,,,,,,,,,,1.4283,,,,,,,,,,,,,,d42a2d01-ca96-4721-9a3d-1f938e7e976d,2534,,"[110.0, 23.3]",266731,62,,,,2.1112158,,Left Foot,True,,,"[104.6, 32.3]",,Ground Pass,,10.495713,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,134,Barcelona,217,"['0d5d8c34-1d4a-490c-852d-5be3dfcd014f', '79cd43f2-31c8-4896-ac09-4808b05b3107', 'dd9f38af-efe9-4ee4-b950-2d15dc0c34ed']",23,,,,,,,,,,,,,,,,,Barcelona,217,00:17:23.450,Pass,True,2016/2017
,,,,,,,,,,,,,,,2.94667,,,,,,,,,,,,,,4b89e66e-911a-432a-bd51-b6cc378131b3,2538,,"[33.4, 62.0]",266731,62,,,,0.19522165,,Left Foot,,,,"[86.5, 72.5]",,High Pass,,54.12818,,Incomplete,,Pedro León Sánchez Gil,6907.0,,,,,,2,From Throw In,Daniel García Carrillo,6775.0,Left Defensive Midfield,134,Barcelona,217,"['8c417e63-081b-4567-a0c3-5c182eaf6797', 'bc663041-66eb-4a01-9996-1a6d9771e9af']",31,,,,,,,,,,,,,,,,,Eibar,322,00:17:31.109,Pass,,2016/2017
,,,,,,,,,,,,,,,0.9619,,,,,,,,,,,,,,5cc6433b-b4ac-439c-b559-ea7356164e39,2543,,"[88.9, 80.0]",266731,62,,,,-2.2913504,,,,,,"[78.1, 67.7]",,Low Pass,,16.368567,,,,Gonzalo Escalante,6712.0,,,,,Throw-in,2,From Throw In,Ander Capa Rodríguez,6699.0,Right Back,135,Eibar,322,['868c8b10-96b5-44c6-a7dd-bd12b7339ac9'],45,,,,,,,,,,,,,,,,,Eibar,322,00:17:45.867,Pass,,2016/2017
,,,,,,,,,,,,,,,1.7878,,,,,,,,,,,,,,ffc45f09-7e90-4035-9424-efc4f1abfdcc,2545,,"[78.1, 67.7]",266731,62,,,,-0.3042085,,Right Foot,,,,"[95.3, 62.3]",,Ground Pass,,18.027756,,,,Pedro León Sánchez Gil,6907.0,,,,,,2,From Throw In,Gonzalo Escalante,6712.0,Right Defensive Midfield,135,Eibar,322,['ce855fbf-1625-49c8-944d-70cea3f3ee8d'],46,,,,,,,,,,,,,,,,,Eibar,322,00:17:46.829,Pass,,2016/2017
,,,,,,,,,,,,,,,2.3752,,,,,,,,,,,,,,a0278a84-73da-415b-b321-04c2963e44f1,2549,,"[86.5, 50.3]",266731,62,,,,-1.568404,,Left Foot,,,,"[86.6, 8.5]",,Low Pass,,41.80012,,,,Takashi Inui,5687.0,,True,,,,2,From Throw In,Pedro León Sánchez Gil,6907.0,Right Wing,135,Eibar,322,['82922aa1-7334-4df2-9c21-66bef26ff870'],50,,,,,,,,,,,,,,,,,Eibar,322,00:17:50.380,Pass,,2016/2017
,,,,,,,,,,,,,,,1.8953,,,,,,,,,,,,,,cb581857-662e-4fa0-83f6-4ad1b5490a25,2555,,"[7.0, 44.1]",266731,63,,,,1.6508138,,Right Foot,,,,"[5.3, 65.3]",,Ground Pass,,21.268051,,,,Samuel Yves Umtiti,5492.0,,,,,Goal Kick,2,From Goal Kick,Marc-André ter Stegen,20055.0,Goalkeeper,136,Barcelona,217,['98700663-018c-4ef0-adfe-e7f0922ddf1b'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:18:15.949,Pass,,2016/2017
,,,,,,,,,,,,,,,2.8097,,,,,,,,,,,,,,750ecf48-d792-4f46-8023-4690d3baa352,2558,,"[12.7, 52.8]",266731,63,,,,-1.0974872,,Left Foot,,,,"[33.8, 11.6]",,High Pass,,46.28877,,,,Jordi Alba Ramos,5211.0,,True,,,,2,From Goal Kick,Samuel Yves Umtiti,5492.0,Right Center Back,136,Barcelona,217,['0a258cb7-1e19-4d69-9748-d32d5c8ba0b8'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:18:24.648,Pass,,2016/2017
,,,,,,,,,,,,,,,0.691513,,,,,,,,,,,,,,659a2a56-e9ea-4a9d-9449-abc84519a7db,2560,,"[33.8, 11.6]",266731,63,,,,-0.9199961,,Head,,,,"[42.1, 0.7]",,High Pass,,13.700365,,Out,,,,,,,,,2,From Goal Kick,Jordi Alba Ramos,5211.0,Left Back,136,Barcelona,217,,27,,,,,,,,,,,,,,,,,Barcelona,217,00:18:27.457,Pass,,2016/2017
,,,,,,,,,,,,,,,1.7595,,,,,,,,,,,,,,fc8f4dc3-78b3-4d19-adde-c0097d3c1d8a,2562,,"[77.5, 80.0]",266731,64,,,,-1.0035212,,,,,,"[92.6, 56.3]",,High Pass,,28.1016,,Incomplete,,,,,,,,Throw-in,2,From Throw In,Ander Capa Rodríguez,6699.0,Right Back,137,Eibar,322,['90418cd8-6811-4a82-a81e-8a42bd35a87a'],14,,,,,,,,,,,,,,,,,Eibar,322,00:19:14.199,Pass,,2016/2017
,,,,,,,,,,,,,,,3.7436,,,,,,,,,,,,,,90418cd8-6811-4a82-a81e-8a42bd35a87a,2563,,"[27.5, 23.8]",266731,64,,,,0.5758869,,Right Foot,,,,"[56.3, 42.5]",,High Pass,,34.338463,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,Recovery,2,From Throw In,Jérémy Mathieu,10609.0,Left Center Back,137,Eibar,322,"['996f6868-6090-4e27-88b1-cde738fc4943', 'dfa886d4-c664-44b1-bb10-7340f5129412', 'fc8f4dc3-78b3-4d19-adde-c0097d3c1d8a']",15,,,,,,,,,,,,,,,,,Barcelona,217,00:19:15.958,Pass,,2016/2017
,,,,,,,,,,,,,,,2.4704,,,,,,,,,,,,,,dfa886d4-c664-44b1-bb10-7340f5129412,2565,,"[63.8, 37.6]",266731,64,,,,-2.086722,,Head,,,,"[56.2, 24.2]",,Low Pass,,15.405194,,,,Antonio Manuel Luna Rodríguez,6675.0,,,,,Recovery,2,From Throw In,Florian Grégoire Claude Lejeune,3093.0,Left Center Back,137,Eibar,322,"['90418cd8-6811-4a82-a81e-8a42bd35a87a', 'd7fea38e-052e-47ad-87b7-16548265748d']",19,,,,,,,,,,,,,,,,,Eibar,322,00:19:19.702,Pass,,2016/2017
,,,,,,,,,,,,,,,1.5932,,,,,,,,,,,,,,3cb5c91b-f209-48de-ac11-a168f0b644f4,2569,,"[56.7, 11.1]",266731,64,,,,-0.30232102,,Left Foot,,,,"[76.9, 4.8]",,High Pass,,21.159632,,,,Takashi Inui,5687.0,,,,,,2,From Throw In,Antonio Manuel Luna Rodríguez,6675.0,Left Back,137,Eibar,322,['2f63b444-63a4-4f90-a30c-d3c808a511c2'],22,,,,,,,,,,,,,,,,,Eibar,322,00:19:22.564,Pass,,2016/2017
,,,,,,,,,,,,,,,0.3747,,,,,,,,,,,,,,88e09624-9fd2-4b70-9c9b-f2cafaac686e,2572,,"[76.3, 4.0]",266731,64,,,,0.24084646,,Right Foot,,,,"[82.0, 5.4]",,Low Pass,,5.8694124,,Incomplete,,Adrián González Morales,6557.0,,,,,,2,From Throw In,Takashi Inui,5687.0,Left Wing,137,Eibar,322,"['7127bbd8-fe2d-4995-a6c7-510cc51b6b86', 'e45b9b70-c084-45d7-8d03-90c67806e6c6']",24,,,,,,,,,,,,,,,,,Eibar,322,00:19:24.596,Pass,,2016/2017
,,,,,,,,,,,,,,,0.7748,,,,,,,,,,,,,,1502164f-d77a-4d23-833e-0a0113eb0a3d,2575,,"[69.8, 8.5]",266731,64,,,,-0.49555168,,Left Foot,,,,"[77.2, 4.5]",,Low Pass,,8.411897,,Incomplete,,Takashi Inui,5687.0,,,,,Recovery,2,From Throw In,Antonio Manuel Luna Rodríguez,6675.0,Left Back,137,Eibar,322,"['3cd6b72f-376a-4d74-9089-ad18e0ef386f', '4469c118-e8fb-4e07-8a07-6e932ee9f9f5']",26,,,,,,,,,,,,,,,,,Eibar,322,00:19:26.417,Pass,,2016/2017
,,,,,,,,,,,,,,,2.0721,,,,,,,,,,,,,,3cd6b72f-376a-4d74-9089-ad18e0ef386f,2577,,"[42.9, 75.6]",266731,64,,,,-0.10857606,,Right Foot,,,,"[64.0, 73.3]",,Low Pass,,21.224985,,,,Luis Alberto Suárez Díaz,5246.0,,,,,Recovery,2,From Counter,Aleix Vidal Parreu,6400.0,Right Back,138,Barcelona,217,"['1502164f-d77a-4d23-833e-0a0113eb0a3d', '28c80255-a6ab-422d-96c1-f92af3b88338']",27,,,,,,,,,,,,,,,,,Barcelona,217,00:19:27.192,Pass,,2016/2017
,,,,,,,,,,,,,,,2.250417,,,,,,,,,,,,,,cd3e498c-0e4e-4adb-b60f-a2a51a48030a,2581,,"[68.7, 73.0]",266731,64,,,,-0.8960554,,Right Foot,,,,"[89.9, 46.5]",,High Pass,,33.936558,,,,Neymar da Silva Santos Junior,4320.0,,,,,,2,From Counter,Luis Alberto Suárez Díaz,5246.0,Center Forward,138,Barcelona,217,"['7ac42bf6-a916-4be7-8e4d-d51b33907bbc', 'bc159a49-8846-4cc6-9e74-57b75cb593e6']",30,,,,,,,,,,,,,,,,,Barcelona,217,00:19:30.445,Pass,True,2016/2017
,,,,,,,,,,,,,,,2.2885,,,,,,,,,,,,,,8d6b2f53-7f09-4eba-93e3-2ebad7ea92c9,2593,,"[37.4, 33.9]",266731,64,,,,0.75197595,,Left Foot,,,,"[54.4, 49.8]",,Ground Pass,,23.276812,,,,Adrián González Morales,6557.0,,,,,,2,Regular Play,Mauro Javier Dos Santos,6837.0,Right Center Back,139,Eibar,322,['5e7042f9-bff2-4021-baa1-276c9147b784'],40,,,,,,,,,,,,,,,,,Eibar,322,00:19:40.698,Pass,,2016/2017
,,,,,,,,,,,,,,,2.3686,,,,,,,,,,,,,,f9982cdf-2a83-41a2-b00c-6e9303d67697,2596,,"[63.2, 55.1]",266731,64,,,,0.64958006,,Left Foot,,,,"[89.4, 75.0]",,Ground Pass,,32.900608,,,,Pedro León Sánchez Gil,6907.0,,,,,,2,Regular Play,Adrián González Morales,6557.0,Center Attacking Midfield,139,Eibar,322,['4fb25bde-5f2c-4200-a55e-d3465c4e80a8'],44,,,,,,,,,,,,,,,,,Eibar,322,00:19:44.056,Pass,,2016/2017
,,,,,,,,,,,,,,,1.6565,,,,,,,,,,,,,,8ff4e397-0d04-4023-931d-1ce1eb7b1f59,2599,,"[92.9, 62.3]",266731,64,,,,-2.2952015,,Right Foot,,,,"[80.6, 48.4]",,Ground Pass,,18.56071,,,,Gonzalo Escalante,6712.0,,,,,,2,Regular Play,Pedro León Sánchez Gil,6907.0,Right Wing,139,Eibar,322,['8cd037ec-3ba4-47db-9a8a-cf4d6afd8f89'],50,,,,,,,,,,,,,,,,,Eibar,322,00:19:50.327,Pass,,2016/2017
,,,,,,,,,,,,,,,1.3409,,,,,,,,,,,,,,ccb11227-bc33-419c-9abe-6e5762feb10b,2606,,"[27.9, 31.5]",266731,64,,,,-0.03173537,,Right Foot,,,,"[46.8, 30.9]",,Ground Pass,,18.909521,,,,Neymar da Silva Santos Junior,4320.0,,,,,,2,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,139,Eibar,322,['4100ad4a-1364-4f77-acd7-e2eff2e33aae'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:19:55.693,Pass,,2016/2017
,,,,,,,,,,,,,,,3.3175,,,,,,,,,,,,,,fec467af-26a1-4973-9a15-5a6c738f6133,2609,,"[49.2, 30.9]",266731,64,,,,0.042398818,,Right Foot,,,,"[98.7, 33.0]",,Low Pass,,49.544525,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,139,Eibar,322,"['377cd31d-6dfa-4c2c-b4f6-a34f68214880', '4e09ed42-4cfd-4f3d-98ab-e9ed64054cbb']",58,,,,,,,,,,,,,,,,,Barcelona,217,00:19:58.550,Pass,,2016/2017
,,,,,,,,,,,,,,,1.3756,,,,,,,,,,,,,,6cabef13-96cd-4dfc-8110-d04183e8f069,2612,,"[23.2, 46.1]",266731,65,True,,,0.42415255,,Drop Kick,,,,"[87.2, 75.0]",,High Pass,,70.22257,,,,Pedro León Sánchez Gil,6907.0,,,,,,2,Regular Play,Yoel Rodríguez Oterino,10612.0,Goalkeeper,139,Eibar,322,['f6af379f-d7f6-4e8d-80a8-e223f35687da'],11,,,,,,,,,,,,,,,,,Eibar,322,00:20:11.096,Pass,,2016/2017
,,,,,,,,,,,,,,,2.4337,,,,,,,,,,,,,,a57faa8c-43c8-4dd3-bf85-2a355c406775,2614,,"[102.5, 70.7]",266731,65,,,,-1.2183164,,Right Foot,True,,,"[119.2, 25.3]",,High Pass,,48.37406,,Out,,,,,True,,,,2,Regular Play,Pedro León Sánchez Gil,6907.0,Right Wing,139,Eibar,322,,14,,,,,,,,,,,,,,,,,Eibar,322,00:20:14.573,Pass,,2016/2017
,,,,,,,,,,,,,,,3.135809,,,,,,,,,,,,,,8139c4ea-3cb0-48d1-a084-31490e90b685,2615,,"[7.0, 44.1]",266731,65,,,,-1.4956691,,Right Foot,,,,"[9.1, 16.2]",,Ground Pass,,27.97892,,,,Jérémy Mathieu,10609.0,,,,,Goal Kick,2,From Goal Kick,Marc-André ter Stegen,20055.0,Goalkeeper,140,Barcelona,217,['715b5197-3b4e-419d-99b8-bdd456bcfff8'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:20:28.106,Pass,,2016/2017
,,,,,,,,,,,,,,,2.8205,,,,,,,,,,,,,,a59db8ce-e851-4422-a13e-61f1c9a37922,2618,,"[23.9, 16.8]",266731,65,,,,1.9389024,,Left Foot,,,,"[4.5, 67.1]",,High Pass,,53.911503,,,,Samuel Yves Umtiti,5492.0,,True,,,,2,From Goal Kick,Jérémy Mathieu,10609.0,Left Center Back,140,Barcelona,217,['d94bc65d-445f-476b-9cc2-edc81e6bb871'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:20:38.348,Pass,,2016/2017
,,,,,,,,,,,,,,,1.333168,,,,,,,,,,,,,,ec8e5c91-99fe-480c-bb32-4665b6b4d77a,2621,,"[5.6, 65.6]",266731,65,,,,-0.13285337,,Left Foot,,,,"[27.3, 62.7]",,Ground Pass,,21.892921,,,,Denis Suárez Fernández,6609.0,,,,,,2,From Goal Kick,Samuel Yves Umtiti,5492.0,Right Center Back,140,Barcelona,217,['0c0ea699-2800-4b7e-9c43-6831aa6bbaca'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:20:43.192,Pass,,2016/2017
,,,,,,,,,,,,,,,1.68512,,,,,,,,,,,,,,b9cc4a8c-1aa4-4089-b884-2430aaed4cc3,2624,,"[27.3, 62.7]",266731,65,,,,-2.317454,,Right Foot,,,,"[8.7, 42.6]",,High Pass,,27.38558,,,,Marc-André ter Stegen,20055.0,,,,,,2,From Goal Kick,Denis Suárez Fernández,6609.0,Center Defensive Midfield,140,Barcelona,217,['998029a6-fc7f-4b05-8a8c-b609fa58f181'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:20:44.574,Pass,,2016/2017
,,,,,,,,,,,,,,,2.837647,,,,,,,,,,,,,,f50f59e5-637e-4bbb-9d0c-e04dda590782,2628,,"[10.7, 36.6]",266731,65,,,,0.41793615,,Right Foot,,,,"[42.9, 50.9]",,High Pass,,35.232513,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Goal Kick,Marc-André ter Stegen,20055.0,Goalkeeper,140,Barcelona,217,"['0e6ae8c6-dbd4-4ef8-83a1-2e2561d1bb6b', '241bd995-36b1-40a6-acd0-b3c075eb66c6']",47,,,,,,,,,,,,,,,,,Barcelona,217,00:20:47.645,Pass,True,2016/2017
,,,,,,,,,,,,,,,1.4569,,,,,,,,,,,,,,dd260aad-9998-4892-9067-3b3de74d1d57,2638,,"[39.5, 59.3]",266731,65,,,,-0.8461927,,Right Foot,,,,"[50.3, 47.1]",,Ground Pass,,16.293556,,Incomplete,,,,,,,,Recovery,2,From Goal Kick,Ivan Rakitić,5470.0,Right Center Midfield,140,Barcelona,217,"['c132c45c-f61b-43ce-8b40-fbecfa96b3f3', 'feab1378-87c3-4fbb-a399-16588f06d8e4']",56,,,,,,,,,,,,,,,,,Barcelona,217,00:20:56.197,Pass,True,2016/2017
,,,,,,,,,,,,,,,1.7228,,,,,,,,,,,,,,aef3e42f-4be1-41f5-ac94-b8bed12a510c,2641,,"[63.6, 36.4]",266731,65,,,,0.8133479,,Right Foot,,,,"[86.2, 60.3]",,Ground Pass,,32.89331,,,,Ander Capa Rodríguez,6699.0,,,,,,2,Regular Play,Gonzalo Escalante,6712.0,Right Defensive Midfield,141,Eibar,322,['185fc94a-71a8-4b4a-9bb2-e3ef228db75d'],58,,,,,,,,,,,,,,,,,Eibar,322,00:20:58.562,Pass,,2016/2017
,,,,,,,,,,,,,,,2.645184,,,,,,,,,,,,,,b95057b5-6ba8-43bc-8411-369d64397f46,2644,,"[91.1, 57.7]",266731,66,,,,-0.7294222,,Right Foot,,,,"[115.6, 35.8]",,High Pass,,32.861225,,Incomplete,,Adrián González Morales,6557.0,,,,,,2,Regular Play,Ander Capa Rodríguez,6699.0,Right Back,141,Eibar,322,"['556950a8-3b9a-4ab4-b12f-736337da552b', '6c657011-9df2-412a-b169-a167311e5d5d']",2,,,,,,,,,,,,,,,,,Eibar,322,00:21:02.093,Pass,,2016/2017
,,,,,,,,,,,,,,,1.8296,,,,,,,,,,,,,,cf51db8a-0015-4b38-b31a-598f055234e1,2647,,"[120.0, 0.1]",266731,66,,,,2.6430755,,Left Foot,,,,"[103.1, 9.3]",,Ground Pass,,19.241882,,,,Antonio Manuel Luna Rodríguez,6675.0,,,,,Corner,2,From Corner,Pedro León Sánchez Gil,6907.0,Right Wing,142,Eibar,322,['1a8b5b48-0ec6-4bad-99c7-6f60d160afe6'],25,,,,,,,,,,,,,,,,,Eibar,322,00:21:25.407,Pass,,2016/2017
,,,,,,,,,,,,,,,1.5476,,,,,,,,,,,,,,78d9e644-4e29-402b-9718-3ea0a620c2ee,2650,,"[95.9, 12.4]",266731,66,,,,-0.4890045,,Left Foot,,,,"[106.8, 6.6]",,Ground Pass,,12.347064,,,,Pedro León Sánchez Gil,6907.0,,,,,,2,From Corner,Antonio Manuel Luna Rodríguez,6675.0,Left Back,142,Eibar,322,['bccb585d-88ad-4cb6-ad92-d98b946a050c'],31,,,,,,,,,,,,,,,,,Eibar,322,00:21:31.807,Pass,,2016/2017
,,,,,,,,,,,,,,,1.4335,,,,,,,,,,,,,,d1188980-d2b6-4004-9037-a90c16b74fee,2653,,"[105.0, 6.8]",266731,66,,,,1.529269,,Left Foot,True,,,"[106.5, 42.9]",,Low Pass,,36.13115,,,,Florian Grégoire Claude Lejeune,3093.0,,,,,,2,From Corner,Pedro León Sánchez Gil,6907.0,Right Wing,142,Eibar,322,['ea2174ca-af06-4673-a852-3f262a9728ed'],33,,,,,,,,,,,,,,,,,Eibar,322,00:21:33.700,Pass,,2016/2017
,,,,,,,,,,,,,,,2.205326,,,,,,,,,,,,,,da752992-8739-4e8a-8472-3d7637bb0d41,2660,,"[7.0, 44.1]",266731,67,,,,-0.4962275,,Right Foot,,,,"[56.5, 17.3]",,High Pass,,56.28934,,Incomplete,,,,,,,,Goal Kick,2,From Goal Kick,Marc-André ter Stegen,20055.0,Goalkeeper,143,Barcelona,217,['ae0568ae-93d1-41b4-83a2-63ae8c6bac5c'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:22:09.105,Pass,,2016/2017
,,,,,,,,,,,,,,,2.345274,,,,,,,,,,,,,,ae0568ae-93d1-41b4-83a2-63ae8c6bac5c,2661,,"[63.6, 62.8]",266731,67,,,,-2.1079414,,Right Foot,,,,"[50.2, 40.3]",,High Pass,,26.187975,,,,Florian Grégoire Claude Lejeune,3093.0,,,,,Recovery,2,Regular Play,Ander Capa Rodríguez,6699.0,Right Back,144,Eibar,322,"['da752992-8739-4e8a-8472-3d7637bb0d41', 'fca58724-fcae-4f9e-805e-1eb3488c1441']",11,,,,,,,,,,,,,,,,,Eibar,322,00:22:11.310,Pass,,2016/2017
,,,,,,,,,,,,,,,2.2819,,,,,,,,,,,,,,dd0a068a-e086-43b7-ada4-13e52a8afa86,2663,,"[46.4, 40.1]",266731,67,,,,0.4843124,,Head,,,,"[71.3, 53.2]",,High Pass,,28.135742,,,,Takashi Inui,5687.0,,,,,,2,Regular Play,Florian Grégoire Claude Lejeune,3093.0,Left Center Back,144,Eibar,322,['ea8ae4fd-eeba-48ae-a8e7-02b8a9d99c22'],13,,,,,,,,,,,,,,,,,Eibar,322,00:22:13.656,Pass,,2016/2017
,,,,,,,,,,,,,,,1.2689,,,,,,,,,,,,,,e36efe3f-babd-4541-86f5-084b2b55afd1,2666,,"[71.3, 53.7]",266731,67,,,,-1.4382448,,Right Foot,,,,"[72.1, 47.7]",,Low Pass,,6.053098,,,,Adrián González Morales,6557.0,,,,,,2,Regular Play,Takashi Inui,5687.0,Left Wing,144,Eibar,322,['2349ca9d-6a43-4ba6-98e1-598b0936e14a'],15,,,,,,,,,,,,,,,,,Eibar,322,00:22:15.985,Pass,,2016/2017
,,,,,,,,,,,,,,,1.3139,,,,,,,,,,,,,,5771dd4e-df55-41af-b5da-680e5cf59083,2669,,"[65.3, 44.1]",266731,67,,,,-2.6201582,,Left Foot,,,,"[55.9, 38.7]",,Ground Pass,,10.840664,,,,Daniel García Carrillo,6775.0,,,,,,2,Regular Play,Adrián González Morales,6557.0,Center Attacking Midfield,144,Eibar,322,['48b6783c-1ba0-4ee4-9ef5-d0a650674071'],18,,,,,,,,,,,,,,,,,Eibar,322,00:22:18.134,Pass,,2016/2017
,,,,,,,,,,,,,,,1.6067,,,,,,,,,,,,,,be927d93-a150-42f3-9bfe-ce4ade891683,2673,,"[63.3, 33.2]",266731,67,,,,-2.7421997,,Left Foot,,,,"[47.9, 26.7]",,Ground Pass,,16.71556,,,,Florian Grégoire Claude Lejeune,3093.0,,,,,,2,Regular Play,Daniel García Carrillo,6775.0,Left Defensive Midfield,144,Eibar,322,"['45428362-6afc-467f-83f9-2700e16bf63b', 'e111f497-aec9-4591-995f-3a11e6df1083']",22,,,,,,,,,,,,,,,,,Eibar,322,00:22:22.245,Pass,True,2016/2017
,,,,,,,,,,,,,,,0.5149,,,,,,,,,,,,,,36894ca2-b1b2-4e1e-accb-38b75f0f8fb5,2682,,"[60.0, 40.0]",266731,68,True,,,-3.0107653,,Right Foot,,,,"[52.4, 39.0]",,Ground Pass,,7.6655073,,,,Gonzalo Escalante,6712.0,,,,,Kick Off,2,From Kick Off,Sergio Enrich Ametller,6700.0,Center Forward,145,Eibar,322,['e6615dda-c9f1-44d7-ad4b-1fe0b597fad5'],44,,,,,,,,,,,,,,,,,Eibar,322,00:23:44.402,Pass,,2016/2017
,,,,,,,,,,,,,,,0.685406,,,,,,,,,,,,,,c4af3d91-d55e-4699-b1dc-ceb2fad8a85c,2684,,"[50.1, 39.3]",266731,68,,,,1.4722791,,Right Foot,,,,"[51.8, 56.5]",,Ground Pass,,17.283808,,,,Daniel García Carrillo,6775.0,,,,,,2,From Kick Off,Gonzalo Escalante,6712.0,Right Defensive Midfield,145,Eibar,322,['30973e9b-cd06-4a8f-86e6-c3842c36d585'],45,,,,,,,,,,,,,,,,,Eibar,322,00:23:45.067,Pass,,2016/2017
,,,,,,,,,,,,,,,1.2563,,,,,,,,,,,,,,93b352e3-8426-46e3-9c1e-dac268fe15cf,2686,,"[52.7, 62.6]",266731,68,True,,,-1.6143199,,Left Foot,,,,"[50.1, 2.9]",,Ground Pass,,59.756588,,Out,,,,,True,,,,2,From Kick Off,Daniel García Carrillo,6775.0,Left Defensive Midfield,145,Eibar,322,,46,,,,,,,,,,,,,,,,,Eibar,322,00:23:46.181,Pass,,2016/2017
,,,,,,,,,,,,,,,1.2396,,,,,,,,,,,,,,01df8680-8300-48da-9338-28afcc763513,2687,,"[70.3, 80.0]",266731,68,,,,-0.7356055,,,,,,"[86.1, 65.7]",,Low Pass,,21.310326,,,,Luis Alberto Suárez Díaz,5246.0,,,,,Throw-in,2,From Throw In,Aleix Vidal Parreu,6400.0,Right Back,146,Barcelona,217,['f950665e-fa5a-4359-b7bf-662912723b10'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:23:50.628,Pass,,2016/2017
,,,,,,,,,,,,,,,2.2588,,,,,,,,,,,,,,18b1aa4b-fe2a-4867-a3ba-616e9b24c24c,2690,,"[85.3, 64.8]",266731,68,,,,2.7640624,,Right Foot,,,,"[79.5, 67.1]",,Low Pass,,6.239391,,Incomplete,,,,,,,,,2,From Throw In,Luis Alberto Suárez Díaz,5246.0,Center Forward,146,Barcelona,217,['0272bb20-42c2-4b7b-af4e-4e50ba22a384'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:23:51.900,Pass,,2016/2017
,,,,,,,,,,,,,,,0.5999,,,,,,,,,,,,,,3ce19113-f35c-4875-928b-e0055767359a,2693,,"[75.6, 80.0]",266731,69,,,,-1.9499002,,,,,,"[70.7, 67.7]",,High Pass,,13.24009,,,,Ivan Rakitić,5470.0,,,,,Throw-in,2,From Throw In,Aleix Vidal Parreu,6400.0,Right Back,147,Barcelona,217,['293b256f-242a-46e1-b4a4-539c96f526f3'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:24:05.308,Pass,,2016/2017
,,,,,,,,,,,,,,,1.1499,,,,,,,,,,,,,,08170ff0-73f6-42ad-a19e-ed21ba44f239,2696,,"[69.1, 69.8]",266731,69,,,,1.3020933,,Right Foot,,,,"[71.0, 76.7]",,Low Pass,,7.156815,,,,Aleix Vidal Parreu,6400.0,,,,,,2,From Throw In,Ivan Rakitić,5470.0,Right Center Midfield,147,Barcelona,217,"['3e665419-9b60-43d1-b72f-2583cc14aff5', 'daaafc66-d789-418a-b6c9-0f49b5035ad3']",5,,,,,,,,,,,,,,,,,Barcelona,217,00:24:05.908,Pass,True,2016/2017
