50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,36abc61b-276a-4c87-ae31-d684eabc33dd,1,,,68354,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 25863, 'name': 'Juliano Haus Belletti'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 5558, 'name': 'Rafael Márquez Álvarez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 25854, 'name': 'Sylvio Mendes Campos Junior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 16}, {'player': {'id': 25910, 'name': 'José Edmílson Gomes de Moraes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 19757, 'name': 'Anderson Luís de Souza'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 30}, {'player': {'id': 25879, 'name': 'Ronaldo de Assis Moreira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 19298, 'name': ""Samuel Eto''o Fils""}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2005/2006
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,dcc8b9ac-2c75-4aa1-be57-e7ea5dd1ef7e,2,,,68354,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,"{'formation': 451, 'lineup': [{'player': {'id': 26146, 'name': 'Dudú Aouate'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 25889, 'name': 'Pablo Pinillos Caro'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 14}, {'player': {'id': 26148, 'name': 'José Moratón Taeño'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 26145, 'name': 'Francisco Borja Enrique Ayesa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 26147, 'name': 'Ayoze Díaz Díaz'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 26071, 'name': 'Víctor Javier Añino Bermúdez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 26064, 'name': 'Antonio Tomás González'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 35}, {'player': {'id': 26149, 'name': 'Stephane Dalmat'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 25430, 'name': 'Felipe Melo de Carvalho'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 26137, 'name': 'Óscar Serrano Rodriguez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 26066, 'name': 'Juan José Expósito Ruíz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 32}]}",Racing Santander,1217,00:00:00.000,Starting XI,,2005/2006
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,60355826-94e7-4d98-911d-0ab229fbc336,3,,,68354,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['006c2e2e-79d0-44e5-95d3-113244738233'],0,,,,,,,,,,,,,,,,,Racing Santander,1217,00:00:00.000,Half Start,,2005/2006
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,006c2e2e-79d0-44e5-95d3-113244738233,4,,,68354,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['60355826-94e7-4d98-911d-0ab229fbc336'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2005/2006
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,f0435a88-7f79-4f67-904a-f06a89438b36,1861,,,68354,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,83,Barcelona,217,['fb3137cf-50cc-4ecc-a986-49d3c9ef1025'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2005/2006
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,fb3137cf-50cc-4ecc-a986-49d3c9ef1025,1862,,,68354,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,83,Barcelona,217,['f0435a88-7f79-4f67-904a-f06a89438b36'],0,,,,,,,,,,,,,,,,,Racing Santander,1217,00:00:00.000,Half Start,,2005/2006
,,,,,,,,,,,,,,,,1.035,,,,,,,,,,,,,,,f6da591f-7be0-482d-a043-ad829f497990,5,,"[60.0, 40.0]",68354,0,,True,,,-2.432072,,Right Foot,,,,"[50.8, 32.1]",,Ground Pass,,12.126417,,,,Anderson Luís de Souza,19757.0,,,,,Kick Off,1,From Kick Off,Ronaldo de Assis Moreira,25879.0,Left Wing,2,Barcelona,217,['7e6bc3fc-4bb6-4a0b-8f95-c849489a6340'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.080,Pass,,2005/2006
,,,,,,,,,,,,,,,,1.524788,,,,,,,,,,,,,,,72ac9f17-9994-44b7-8cff-08d13c2ed5c0,7,,"[49.5, 31.3]",68354,0,,,,,-2.0945375,,Right Foot,,,,"[38.7, 12.6]",,Ground Pass,,21.594675,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,1,From Kick Off,Anderson Luís de Souza,19757.0,Left Center Midfield,2,Barcelona,217,['d24fc702-4db9-4086-a50f-3c44fb818ba9'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.282,Pass,,2005/2006
,,,,,,,,,,,,,,,,2.06057,,,,,,,,,,,,,,,be07636e-31ea-4acc-9019-fe0803160697,10,,"[35.7, 18.1]",68354,0,,,,,2.0093596,,Left Foot,,,,"[30.4, 29.4]",,Ground Pass,,12.481186,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Kick Off,Sylvio Mendes Campos Junior,25854.0,Left Back,2,Barcelona,217,['bc144702-813a-46cc-be05-d66b6e0fd94c'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:00:03.680,Pass,,2005/2006
,,,,,,,,,,,,,,,,1.420725,,,,,,,,,,,,,,,312cb638-3f88-47b9-954d-2c451bae2efa,13,,"[33.2, 33.2]",68354,0,,,,,1.5947438,,Left Foot,,,,"[32.8, 49.9]",,Ground Pass,,16.70479,,,,Rafael Márquez Álvarez,5558.0,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Right Center Back,2,Barcelona,217,['e8114f1d-6818-4e1a-b906-ced5da3ec023'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:00:06.747,Pass,,2005/2006
,,,,,,,,,,,,,,,,1.941871,,,,,,,,,,,,,,,f34ac3e3-ed04-40e2-bf5b-056c52845057,16,,"[35.3, 49.7]",68354,0,,,,,-1.6693135,,Right Foot,,,,"[33.6, 32.5]",,Ground Pass,,17.283808,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Kick Off,Rafael Márquez Álvarez,5558.0,Left Center Back,2,Barcelona,217,['52187113-6f68-4bae-80f6-00d09974264d'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:00:10.676,Pass,,2005/2006
,,,,,,,,,,,,,,,,1.712735,,,,,,,,,,,,,,,fde7475f-9e3d-416d-b00d-60e34aaeed82,19,,"[34.7, 32.3]",68354,0,,,,,1.3765553,,Left Foot,,,,"[38.3, 50.6]",,Ground Pass,,18.650738,,,,Rafael Márquez Álvarez,5558.0,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Right Center Back,2,Barcelona,217,['b19c63d7-8d92-4f0b-9967-88320eae0f05'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:00:13.785,Pass,,2005/2006
,,,,,,,,,,,,,,,,1.097139,,,,,,,,,,,,,,,1170393a-5c48-4db8-837c-67916f30372b,23,,"[48.3, 57.1]",68354,0,,,,,-0.3583196,,Right Foot,,,,"[72.6, 48.0]",,Low Pass,,25.948025,,,,Samuel Eto''o Fils,19298.0,,,,,,1,From Kick Off,Rafael Márquez Álvarez,5558.0,Left Center Back,2,Barcelona,217,"['df7f2e9c-c32d-4db4-94fd-26319ebfd29a', 'f8494847-6e3f-4c10-b2a2-8b83512bf8e1']",17,,,,,,,,,,,,,,,,,Barcelona,217,00:00:17.873,Pass,True,2005/2006
,,,,,,,,,,,,,,,,1.0767,,,,,,,,,,,,,,,92433a40-fdad-457d-ba44-8825c326b055,27,,"[66.5, 50.6]",68354,0,,,,,0.61466295,,Right Foot,,,,"[76.7, 57.8]",,Ground Pass,,12.485191,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Kick Off,Samuel Eto''o Fils,19298.0,Center Forward,2,Barcelona,217,"['de401bf2-4d4c-4770-8480-1f2b1ac910bc', 'fadd42dd-82eb-467f-915c-128a521d9409']",20,,,,,,,,,,,,,,,,,Barcelona,217,00:00:20.481,Pass,True,2005/2006
,,,,,,,,,,,,,,,,1.090656,,,,,,,,,,,,,,,5523d3e6-9016-400d-a396-2acd55ecb1db,30,,"[75.6, 58.8]",68354,0,,,,,2.782822,,Right Foot,,,,"[66.0, 62.4]",,Ground Pass,,10.252805,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Center Midfield,2,Barcelona,217,['9cfc648a-d4b5-445e-ab61-b6734cd6c95f'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:00:21.638,Pass,,2005/2006
,,,,,,,,,,,,,,,,1.208454,,,,,,,,,,,,,,,45bc8c1a-c605-46f6-9350-13ab04b68a6f,33,,"[72.8, 53.1]",68354,0,,,,,-1.3815973,,Left Foot,,,,"[76.4, 34.3]",,Ground Pass,,19.141579,,,,Anderson Luís de Souza,19757.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,2,Barcelona,217,['79fbf34f-c431-425f-b1ba-93600ea7c893'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:00:24.642,Pass,,2005/2006
,,,,,,,,,,,,,,,,2.184422,,,,,,,,,,,,,,,dd0e6cfb-1e87-461d-afe3-2c76f11be944,38,,"[77.9, 31.1]",68354,0,,,,,-2.1025205,,Right Foot,,,,"[67.9, 14.1]",,Ground Pass,,19.723083,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,1,From Kick Off,Anderson Luís de Souza,19757.0,Left Center Midfield,2,Barcelona,217,"['49aac32d-8ecc-475a-a92d-fbeab7d5bea2', '6ec7b553-321e-4873-bf2c-e9becc4c90ab', 'f9a9d5a4-ec41-43a8-a7b0-71388db07d67']",26,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.925,Pass,True,2005/2006
,,,,,,,,,,,,,,,,0.862307,,,,,,,,,,,,,,,5139397a-2b11-4c68-8eac-cded04953306,41,,"[75.4, 15.4]",68354,0,,,,,-1.2961024,,Left Foot,,,,"[78.5, 4.4]",,Ground Pass,,11.428473,,,,Ronaldo de Assis Moreira,25879.0,,,,,,1,From Kick Off,Sylvio Mendes Campos Junior,25854.0,Left Back,2,Barcelona,217,['f312831c-a5a7-437b-8254-6519031e9fbe'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.876,Pass,,2005/2006
,,,,,,,,,,,,,,,,0.808502,,,,,,,,,,,,,,,a7c7dd81-f84a-4e2a-9436-1c56539dfab1,46,,"[75.2, 8.2]",68354,0,,,,,2.5348256,,Right Foot,,,,"[66.7, 14.1]",,Ground Pass,,10.34698,,,,José Edmílson Gomes de Moraes,25910.0,,,,,,1,From Kick Off,Ronaldo de Assis Moreira,25879.0,Left Wing,2,Barcelona,217,['3995af49-6048-408b-8943-92cf709f2e96'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:00:32.486,Pass,,2005/2006
,,,,,,,,,,,,,,,,1.150062,,,,,,,,,,,,,,,12163406-c168-4186-a6d8-191ea79234d5,49,,"[65.0, 19.6]",68354,0,,,,,1.2076494,,Right Foot,,,,"[68.8, 29.6]",,Ground Pass,,10.697663,,,,Anderson Luís de Souza,19757.0,,,,,,1,From Kick Off,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,2,Barcelona,217,['95c45f1e-6ea5-4c32-a56e-10945dcca18c'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:00:34.075,Pass,,2005/2006
,,,,,,,,,,,,,,,,0.865974,,,,,,,,,,,,,,,31d3dba9-45a3-4919-8002-557f45aec172,53,,"[69.2, 29.8]",68354,0,,,,,0.6391627,,Right Foot,,,,"[76.6, 35.3]",,Ground Pass,,9.220087,,,,Samuel Eto''o Fils,19298.0,,,,,,1,From Kick Off,Anderson Luís de Souza,19757.0,Left Center Midfield,2,Barcelona,217,"['4ead3ccd-906b-4587-9726-bf5fd960d327', 'ea223608-c9c9-4e27-8c38-a4f3cdd7ea5a']",36,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.502,Pass,True,2005/2006
,,,,,,,,,,,,,,,,0.7425,,,,,,,,,,,,,,,44c7f3ad-4378-4b5c-9435-5d3a7224ef1c,56,,"[76.9, 37.9]",68354,0,,,,,-1.8090411,,Right Foot,,,,"[75.2, 30.9]",,Low Pass,,7.203471,,Incomplete,,Anderson Luís de Souza,19757.0,,,,,,1,From Kick Off,Samuel Eto''o Fils,19298.0,Center Forward,2,Barcelona,217,"['1dd46987-ad43-4adf-a9d5-16bcef0bd945', '61cfd98a-927d-4bc4-b137-42237f91a7ea']",37,,,,,,,,,,,,,,,,,Barcelona,217,00:00:37.568,Pass,,2005/2006
,,,,,,,,,,,,,,,,1.278013,,,,,,,,,,,,,,,78f1e69f-3777-4838-8fd1-26d56b7b1a4f,59,,"[60.7, 14.3]",68354,0,,,,,-0.8339038,,Head,,,,"[70.5, 3.5]",,Low Pass,,14.583552,,,,Sylvio Mendes Campos Junior,25854.0,,,,,Recovery,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Right Center Back,2,Barcelona,217,['e826b936-3afd-4570-a59b-36c77c212cb4'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.499,Pass,,2005/2006
,,,,,,,,,,,,,,,,1.027055,,,,,,,,,,,,,,,c0f8e932-ea6e-45f9-b532-cbc27dd0c464,62,,"[76.6, 4.1]",68354,0,,,,,-0.097253196,,Left Foot,,,,"[88.9, 2.9]",,Low Pass,,12.3583975,,,,Anderson Luís de Souza,19757.0,,,,,,1,From Kick Off,Sylvio Mendes Campos Junior,25854.0,Left Back,2,Barcelona,217,['c6691c6a-0bbb-4d02-a624-4f92962c2487'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:00:45.432,Pass,,2005/2006
,,,,,,,,,,,,,,,,0.658231,,,,,,,,,,,,,,,c808edd3-7aba-4778-aba6-ea8b80abec8d,71,,"[109.9, 10.7]",68354,0,,,,,2.1361327,,Left Foot,,,,"[104.0, 20.0]",,Ground Pass,,11.013628,,Incomplete,,Ronaldo de Assis Moreira,25879.0,,,,,,1,From Kick Off,Anderson Luís de Souza,19757.0,Left Center Midfield,2,Barcelona,217,"['4ec456cd-66e4-4e8b-b038-aa5d9e65775e', '5cf0db39-84b8-4c06-9ace-5a4f4bf9b9ec', 'b121532c-9b9e-4eb6-9aa8-0ced93d78cd9']",51,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.239,Pass,True,2005/2006
,,,,,,,,,,,,,,,,3.423558,,,,,,,,,,,,,,,7feb0a5d-994f-4fbb-899b-f1949c762f56,75,,"[16.8, 61.4]",68354,0,,,,,0.40114024,,Right Foot,,,,"[45.8, 73.7]",,High Pass,,31.500635,,Incomplete,,Felipe Melo de Carvalho,25430.0,,,,,,1,From Kick Off,José Moratón Taeño,26148.0,Right Center Back,2,Barcelona,217,"['f1b2e3d3-21ba-436e-b3a8-17ffbf8ada36', 'ff71dfea-9df0-4856-b813-512674416935']",52,,,,,,,,,,,,,,,,,Racing Santander,1217,00:00:52.985,Pass,,2005/2006
,,,,,,,,,,,,,,,,0.7828,,,,,,,,,,,,,,,e0ad95e4-a22e-4006-aca2-1b04b9c50671,82,,"[63.9, 11.6]",68354,1,,,,,2.7069225,,Right Foot,,,,"[49.9, 18.1]",,Ground Pass,,15.435349,,,,Carles Puyol i Saforcada,20125.0,,,,,Free Kick,1,From Free Kick,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,3,Barcelona,217,['2893138a-ede9-4593-9a5f-e70a66f9bc70'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.492,Pass,,2005/2006
,,,,,,,,,,,,,,,,2.777001,,,,,,,,,,,,,,,5411a00b-9e2f-4f1f-85ed-496689c96244,85,,"[48.9, 21.7]",68354,1,,,,,1.525471,,Right Foot,,,,"[51.0, 68.0]",,Ground Pass,,46.3476,,,,Juliano Haus Belletti,25863.0,,True,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Right Center Back,3,Barcelona,217,['390f9746-f6a3-4402-9b80-e635606165a2'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:01:05.930,Pass,,2005/2006
,,,,,,,,,,,,,,,,1.30099,,,,,,,,,,,,,,,1cd85abc-2f81-4e06-9efd-ecbb682aa41e,88,,"[50.4, 67.3]",68354,1,,,,,-1.052809,,Right Foot,,,,"[55.7, 58.0]",,Ground Pass,,10.704205,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Free Kick,Juliano Haus Belletti,25863.0,Right Back,3,Barcelona,217,['6ee94a95-1010-4a51-814e-13407f8f26d2'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:01:09.727,Pass,,2005/2006
,,,,,,,,,,,,,,,,0.955475,,,,,,,,,,,,,,,b5ae87f1-21a8-4218-903c-62d4f93fe385,91,,"[56.3, 60.7]",68354,1,,,,,2.2396085,,Left Foot,,,,"[51.4, 66.9]",,Ground Pass,,7.902531,,,,Juliano Haus Belletti,25863.0,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,3,Barcelona,217,['b5826a1c-9b3b-4933-bab5-73619aa83240'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:01:11.997,Pass,,2005/2006
,,,,,,,,,,,,,,,,2.597468,,,,,,,,,,,,,,,4da5b0c9-5555-4427-95bc-de13fd43d859,94,,"[50.8, 64.4]",68354,1,,,,,-1.6871909,,Right Foot,,,,"[47.0, 31.9]",,Ground Pass,,32.7214,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Free Kick,Juliano Haus Belletti,25863.0,Right Back,3,Barcelona,217,['50814d30-642f-4f5a-b808-778f3c2ea774'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.563,Pass,,2005/2006
,,,,,,,,,,,,,,,,0.938248,,,,,,,,,,,,,,,f5f3bd04-e98f-4a59-89f6-7641ebf83ca8,97,,"[56.1, 17.3]",68354,1,,,,,1.8985348,,Left Foot,,,,"[52.7, 27.3]",,Ground Pass,,10.562197,,,,José Edmílson Gomes de Moraes,25910.0,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Right Center Back,3,Barcelona,217,['e90eddb1-d3b7-49dd-8646-83b1b93939d0'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:01:22.868,Pass,,2005/2006
,,,,,,,,,,,,,,,,1.119509,,,,,,,,,,,,,,,beafd0a5-40b8-4a81-8054-2da680d71e51,101,,"[53.5, 23.9]",68354,1,,,,,-1.3586526,,Right Foot,,,,"[56.3, 10.9]",,Ground Pass,,13.2981205,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Free Kick,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,3,Barcelona,217,"['733302cf-c26b-4527-b37c-ec43b0503c80', '847deaa6-d690-4408-982a-f69991a3138a']",25,,,,,,,,,,,,,,,,,Barcelona,217,00:01:25.961,Pass,True,2005/2006
,,,,,,,,,,,,,,,,1.2762,,,,,,,,,,,,,,,fc8c75fe-a2ae-46f9-a44c-221ae89bb6bf,104,,"[62.2, 12.6]",68354,1,,,,,-0.03173537,,Right Foot,,,,"[87.4, 11.8]",,Ground Pass,,25.212696,,,,Ronaldo de Assis Moreira,25879.0,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Right Center Back,3,Barcelona,217,['a4b6bacf-9e7f-4076-9ef3-47b45a46f385'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:01:28.534,Pass,,2005/2006
,,,,,,,,,,,,,,,,1.722622,,,,,,,,,,,,,,,212c0eb2-41dc-4ace-b88d-f9935aa7f9c1,107,,"[87.4, 11.8]",68354,1,,,,,-0.48154852,,Right Foot,,,,"[102.9, 3.7]",,Ground Pass,,17.488853,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,1,From Free Kick,Ronaldo de Assis Moreira,25879.0,Left Wing,3,Barcelona,217,['36cd00cd-4760-41b1-bcac-c0cce41de97a'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:01:29.890,Pass,,2005/2006
,,,,,,,,,,,,,,,,1.5153,,,,,,,,,,,,,,,d714395e-f249-4ed3-a81c-220b5625a35b,111,,"[116.5, 7.5]",68354,1,,,,,1.6365243,,Left Foot,True,,,"[113.9, 47.0]",,High Pass,,39.585476,,Incomplete,,Samuel Eto''o Fils,19298.0,,,,,,1,From Free Kick,Sylvio Mendes Campos Junior,25854.0,Left Back,3,Barcelona,217,"['1e2219cf-1db5-4076-9cff-8936d2b418a1', '2a97e77e-c249-4c1b-b666-0a0626cc63c9', '9830022e-c686-494d-85d7-b0541d5f8edf']",33,,,,,,,,,,,,,,,,,Barcelona,217,00:01:33.748,Pass,True,2005/2006
,,,,,,,,,,,,,,,,1.5534,,,,,,,,,,,,,,,b780d4db-1d64-46d0-b55f-2ae5393923ae,114,,"[120.0, 80.0]",68354,1,,,,,-2.3693516,,Right Foot,,,,"[104.6, 65.0]",,Ground Pass,,21.497908,,,,Xavier Hernández Creus,20131.0,,,,,Corner,1,From Corner,Anderson Luís de Souza,19757.0,Left Center Midfield,4,Barcelona,217,['ba62bfca-094f-41fb-8cb5-fb2cfcc389d4'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:01:57.591,Pass,,2005/2006
,,,,,,,,,,,,,,,,0.764482,,,,,,,,,,,,,,,c492e4ee-ae81-4279-b00e-a8a60c3d8dbe,117,,"[104.8, 65.8]",68354,1,,,,,0.8748143,,Right Foot,,,,"[111.4, 73.7]",,Low Pass,,10.294173,,,,Anderson Luís de Souza,19757.0,,,,,,1,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,4,Barcelona,217,['2d6a4526-1146-4f07-b735-409d5e784b07'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:01:59.265,Pass,,2005/2006
,,,,,,,,,,,,,,,,1.5697,,,,,,,,,,,,,,,e7219fb2-de77-4ef3-85f2-30d2253d5f3f,120,,"[112.2, 71.3]",68354,2,,,,,-1.9466201,,Right Foot,True,,,"[99.1, 38.1]",,High Pass,,35.691036,,,,Ronaldo de Assis Moreira,25879.0,,,,,,1,From Corner,Anderson Luís de Souza,19757.0,Left Center Midfield,4,Barcelona,217,['8640d4c4-d392-46ee-90a9-c8d441e9b029'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:02:01.610,Pass,,2005/2006
,,,,,,,,,,,,,,,,1.5502,,,,,,,,,,,,,,,3f375e0a-f932-4c1e-8fc2-78e584684291,123,,"[99.1, 38.7]",68354,2,,,,,1.0382922,,Other,,,,"[105.7, 49.9]",,Low Pass,,13.0,,,,Rafael Márquez Álvarez,5558.0,,,,,,1,From Corner,Ronaldo de Assis Moreira,25879.0,Left Wing,4,Barcelona,217,['0c063e4a-9c65-42a4-ae10-619acac76c71'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:02:03.219,Pass,,2005/2006
,,,,,,,,,,,,,,,,2.75062,,,,,,,,,,,,,,,29a77f78-f653-41c8-9c71-80633cfd2d54,135,,"[5.4, 74.3]",68354,3,,,,,-0.084901795,,Right Foot,,,,"[52.4, 70.3]",,High Pass,,47.169907,,Incomplete,,Antonio Tomás González,26064.0,,,,,,1,Other,Francisco Borja Enrique Ayesa,26145.0,Left Center Back,5,Barcelona,217,"['00896746-f0e5-4925-b2da-f3e6c5937dda', '12c06b8d-fa50-4bc3-89f4-4b7aa3d7545d']",12,,,,,,,,,,,,,,,,,Racing Santander,1217,00:03:12.560,Pass,,2005/2006
,,,,,,,,,,,,,,,,4.207663,,,,,,,,,,,,,,,57137ec3-5373-4c89-8c5d-37cda8af54be,140,,"[69.2, 10.9]",68354,3,,,,,0.4823529,,Right Foot,,,,"[115.8, 35.3]",,High Pass,,52.60152,,Incomplete,,,,,,,,,1,Other,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,5,Barcelona,217,['567a70df-4b51-4e1f-b6a3-44a950af040d'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:03:16.270,Pass,,2005/2006
,,,,,,,,,,,,,,,,2.321539,,,,,,,,,,,,,,,3211f52a-e6a4-47a8-8e57-015ba29358fb,143,,"[6.8, 48.0]",68354,3,,,,,-0.21841623,,Drop Kick,,,,"[90.6, 29.4]",,High Pass,,85.839386,,,,Juan José Expósito Ruíz,26066.0,,,,,,1,From Counter,Dudú Aouate,26146.0,Goalkeeper,6,Racing Santander,1217,['39db99b7-2f0e-41c2-8c37-f5b23a3b9acd'],35,,,,,,,,,,,,,,,,,Racing Santander,1217,00:03:35.201,Pass,,2005/2006
