ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7aa12d2a-aad3-4d6a-8999-ae76ab0400f2,1,,,69300,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 25919, 'name': 'Gabriel Alejandro Milito'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 26613, 'name': 'Maxwell Scherrer Cabelino Andrade'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 20169, 'name': 'Seydou Kéita'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 4913, 'name': 'Bojan Krkíc Pérez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2010/2011
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f54ef8b4-5069-4b27-a349-c42d4ced553c,2,,,69300,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 26484, 'name': 'Antonio Baltasar Doblas Santana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 26715, 'name': 'Maurizio Lanzaro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 26655, 'name': 'Jirí Jarošík'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 21}, {'player': {'id': 26761, 'name': 'Paulo César Da Silva Barrios'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 26022, 'name': 'Carlos Andrés Diogo Enseñat'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 23651, 'name': 'Ivan Obradović'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 24}, {'player': {'id': 10815, 'name': 'Ádám Pintér'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 26760, 'name': ""Guirane N''Daw""}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 3606, 'name': 'Ander Herrera Agüera'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 26762, 'name': 'Nicolás Santiago Bertolo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 26083, 'name': 'Florent Sinama-Pongolle'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Real Zaragoza,395,00:00:00.000,Starting XI,,2010/2011
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,96966ec5-7bed-4ba6-98db-5e058e4fd628,3,,,69300,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['c72d0f49-c3ad-4c1d-bab5-bebd89e9fde2'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2010/2011
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c72d0f49-c3ad-4c1d-bab5-bebd89e9fde2,4,,,69300,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['96966ec5-7bed-4ba6-98db-5e058e4fd628'],0,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:00:00.000,Half Start,,2010/2011
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8f860c0e-1eab-485a-b1c0-952adfff9056,1946,,,69300,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,82,Barcelona,217,['9904cf69-0238-4ae7-acce-16d3a35b1075'],0,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:00:00.000,Half Start,,2010/2011
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9904cf69-0238-4ae7-acce-16d3a35b1075,1947,,,69300,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,82,Barcelona,217,['8f860c0e-1eab-485a-b1c0-952adfff9056'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2010/2011
,,,,,,,,,,,,,,,,,0.3171,,,,,,,,,,,,,bb870fd6-a371-4e12-83f1-3f380e8c2832,5,,"[61.0, 40.1]",69300,0,,,,,1.6506263,,Right Foot,,,,"[60.8, 42.6]",Ground Pass,,2.5079873,,,,Nicolás Santiago Bertolo,26762.0,,,,,Kick Off,1,From Kick Off,Florent Sinama-Pongolle,26083.0,Left Center Forward,2,Real Zaragoza,395,['002efeb1-2c8b-439a-9110-a335e510f55f'],1,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:00:01.299,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.2495,,,,,,,,,,,,,5e8003de-7070-45e9-8ed3-c4e03af330c0,8,,"[61.2, 42.5]",69300,0,,,,,3.0256107,,Right Foot,,,,"[50.9, 43.7]",Ground Pass,,10.369667,,,,Ander Herrera Agüera,3606.0,,,,,,1,From Kick Off,Nicolás Santiago Bertolo,26762.0,Right Center Forward,2,Real Zaragoza,395,['02c5021b-b97b-4fda-a52f-7c5bf0713e91'],1,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:00:01.696,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.6222,,,,,,,,,,,,,beea2bca-1758-4ad2-b998-5aba9285b353,11,,"[50.9, 42.9]",69300,0,,,,,-0.8414724,,Right Foot,,,,"[73.6, 17.5]",High Pass,,34.06538,,Incomplete,,,,,,,,,1,From Kick Off,Ander Herrera Agüera,3606.0,Center Attacking Midfield,2,Real Zaragoza,395,['8c3a4141-8b63-4b32-9eb3-c02399ff827e'],2,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:00:02.985,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.7839,,,,,,,,,,,,,8c3a4141-8b63-4b32-9eb3-c02399ff827e,12,,"[46.5, 62.6]",69300,0,,,,,-0.088007376,,Right Foot,,,,"[53.3, 62.0]",Ground Pass,,6.8264194,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Recovery,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,"['450317a9-fd11-468e-b3d0-0db1cf24f6c3', 'beea2bca-1758-4ad2-b998-5aba9285b353']",4,,,,,,,,,,,,,,,,,Barcelona,217,00:00:04.608,Pass,,2010/2011
,,,,,,,,,,,,,,,,,2.8992,,,,,,,,,,,,,bfdb29ed-94b4-46cb-81db-55f13669b4d9,16,,"[45.7, 72.4]",69300,0,,,,,-2.3767939,,Left Foot,,,,"[13.5, 41.5]",Ground Pass,,44.627907,,,,Víctor Valdés Arribas,20176.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,['030fe648-8c8a-4b68-9a9f-395348445f74'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.228,Pass,,2010/2011
,,,,,,,,,,,,,,,,,2.4141,,,,,,,,,,,,,4afc5cd1-1673-4c0a-b07d-c8a409dec6bc,19,,"[13.5, 41.4]",69300,0,,,,,-0.9359739,,Right Foot,,,,"[25.8, 24.7]",Ground Pass,,20.740782,,,,Gabriel Alejandro Milito,25919.0,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,3,Barcelona,217,['fb7176c8-cbbb-44e9-ac96-797b3bf2de8c'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:00:12.293,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.8499,,,,,,,,,,,,,c5b46e9a-81d6-496b-9ce4-534ebb29ae60,22,,"[40.5, 22.7]",69300,0,,,,,0.45215386,,Left Foot,,,,"[51.0, 27.8]",Ground Pass,,11.673046,,,,Seydou Kéita,20169.0,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,3,Barcelona,217,['f13c23d1-272d-4ff9-942b-aaa7f36dfbe3'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:00:16.647,Pass,,2010/2011
,,,,,,,,,,,,,,,,,2.1163,,,,,,,,,,,,,2111458b-3d1c-4922-ba0b-ce27f6d97d11,25,,"[61.9, 18.1]",69300,0,,,,,-0.9291802,,Left Foot,,,,"[74.6, 1.1]",Ground Pass,,21.220037,,Out,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,Regular Play,Seydou Kéita,20169.0,Right Center Midfield,3,Barcelona,217,['48f77ebd-0ba0-48b6-813b-ef1fda6a1ef8'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:00:20.704,Pass,,2010/2011
,,,,,,,,,,,,,,,,,2.273,,,,,,,,,,,,,8534b841-e17b-4a71-a94e-842c831a8bed,27,,"[33.6, 80.0]",69300,0,,,,,-0.3425046,,,,,,"[58.0, 71.3]",High Pass,,25.904633,,Incomplete,,Florent Sinama-Pongolle,26083.0,,,,,Throw-in,1,From Throw In,Carlos Andrés Diogo Enseñat,26022.0,Right Wing Back,4,Real Zaragoza,395,"['148f3ba6-9423-43cc-b0fd-06d517ef365f', 'e04e27fe-3ad7-4e76-8cf9-c9bced6651bd']",42,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:00:42.782,Pass,,2010/2011
,,,,,,,,,,,,,,,,,2.019,,,,,,,,,,,,,0bf55fa6-e06a-4d43-bfb0-ef5bd6e034c7,31,,"[62.1, 11.3]",69300,0,,,,,2.8070633,,Left Foot,,,,"[43.4, 17.8]",Ground Pass,,19.797474,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,5,Barcelona,217,['b8520629-58fe-4ca0-b3e3-377bc640c7fa'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:00:46.444,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.4622,,,,,,,,,,,,,127301d4-6cc3-4423-a8b3-86702d261675,34,,"[42.0, 26.9]",69300,0,,,,,1.2158825,,Right Foot,,,,"[53.6, 58.2]",Ground Pass,,33.380383,,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,5,Barcelona,217,['cedaa551-06fc-4da2-acd4-e4116f07c54b'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:00:50.381,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.9489,,,,,,,,,,,,,ea7aa494-4ccf-4b07-9515-49d4781a7388,37,,"[55.0, 58.9]",69300,0,,,,,-1.1341692,,Right Foot,,,,"[61.3, 45.4]",Ground Pass,,14.897651,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,5,Barcelona,217,['a81792d0-9f8f-4329-a8a2-be4e7d2e1f5c'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:00:52.773,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.443271,,,,,,,,,,,,,b9703dfb-1966-40b5-862b-cb83718e02fd,44,,"[55.7, 40.1]",69300,0,,,,,2.5625184,,Right Foot,,,,"[53.1, 41.8]",Ground Pass,,3.1064448,,,,Ander Herrera Agüera,3606.0,,,,,,1,Regular Play,Florent Sinama-Pongolle,26083.0,Left Center Forward,6,Real Zaragoza,395,"['578bde54-10bc-45a6-bdf3-7aad0cd3240c', 'fe1dd8dd-812b-432c-93bf-ca2aa6f0c9c0']",55,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:00:55.954,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,2.3365,,,,,,,,,,,,,6366a70f-bf5b-46cc-b79e-c067261ff93c,47,,"[53.1, 41.7]",69300,0,,,,,-2.2497284,,Right Foot,,,,"[41.4, 27.2]",Ground Pass,,18.631693,,,,Maurizio Lanzaro,26715.0,,,,,,1,Regular Play,Ander Herrera Agüera,3606.0,Center Attacking Midfield,6,Real Zaragoza,395,"['e6f13681-5db7-4abd-8961-bc9b560b071a', 'fe1dd8dd-812b-432c-93bf-ca2aa6f0c9c0']",56,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:00:56.518,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,2.0208,,,,,,,,,,,,,e992bb97-1edf-404e-9790-911e0cf71dbe,51,,"[44.9, 31.7]",69300,1,,,,,0.7694421,,Right Foot,,,,"[64.0, 50.2]",High Pass,,26.5906,,,,Ander Herrera Agüera,3606.0,,,,,,1,Regular Play,Maurizio Lanzaro,26715.0,Right Center Back,6,Real Zaragoza,395,['fe1a0a86-68af-41f5-ae1e-32093cf4969a'],0,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:01:00.704,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.8648,,,,,,,,,,,,,92020cac-c647-4ac6-b2e3-e34a28a496ad,55,,"[63.6, 59.3]",69300,1,,,,,1.4796517,,Right Foot,,,,"[65.3, 77.9]",Ground Pass,,18.677526,,,,Carlos Andrés Diogo Enseñat,26022.0,,,,,,1,Regular Play,Ander Herrera Agüera,3606.0,Center Attacking Midfield,6,Real Zaragoza,395,['d46de7b9-1110-4647-9c7c-fae3e0135b56'],3,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:01:03.933,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.9943,,,,,,,,,,,,,3fcc512f-eafa-4883-aff0-f93a903190e4,66,,"[36.0, 5.3]",69300,1,,,,,-0.43662715,,Left Foot,,,,"[45.0, 1.1]",Ground Pass,,9.931767,,,,Bojan Krkíc Pérez,4913.0,,,,,,1,Regular Play,Seydou Kéita,20169.0,Right Center Midfield,7,Barcelona,217,['b0ad9ee4-c4f3-45f8-8e64-52d59e300fc9'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:01:13.810,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.5845,,,,,,,,,,,,,6c629a46-b1c0-45cc-9ddd-5eaeb2539b54,69,,"[42.7, 1.6]",69300,1,,,,,2.5715523,,Right Foot,,,,"[34.9, 6.6]",Ground Pass,,9.264988,,,,Seydou Kéita,20169.0,,,,,,1,Regular Play,Bojan Krkíc Pérez,4913.0,Center Forward,7,Barcelona,217,['de30a0b6-4964-40f6-837f-7f3eb9dd2da9'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.954,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.908801,,,,,,,,,,,,,2d0c8dcd-7fc0-4669-affa-5f3f299be4b8,72,,"[37.3, 4.6]",69300,1,,,,,2.5757384,,Left Foot,,,,"[29.9, 9.3]",Ground Pass,,8.766413,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,1,Regular Play,Seydou Kéita,20169.0,Right Center Midfield,7,Barcelona,217,['a8660abb-b75f-47f3-89e7-68212212b10b'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:01:17.673,Pass,,2010/2011
,,,,,,,,,,,,,,,,,2.305113,,,,,,,,,,,,,c4b9d942-1c87-4c51-a593-83e3481701c5,75,,"[31.7, 18.4]",69300,1,,,,,1.6350353,,Left Foot,,,,"[29.5, 52.6]",Ground Pass,,34.270687,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,7,Barcelona,217,['9c8985b7-7670-422d-b250-9fba2362693f'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:01:20.576,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.9338,,,,,,,,,,,,,206bbe9f-8101-438e-9d2b-d77cf5774fb8,78,,"[55.3, 62.9]",69300,1,,,,,-0.047963187,,Right Foot,,,,"[67.8, 62.3]",Ground Pass,,12.514392,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,7,Barcelona,217,['317d8c9d-44c5-4e73-adbf-e705486fb0e4'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:01:27.508,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.7311,,,,,,,,,,,,,8f1dc4f5-0bd8-4abf-bada-c2ee140e2a71,81,,"[65.3, 59.4]",69300,1,,,,,-1.5313431,,Left Foot,,,,"[65.6, 51.8]",Ground Pass,,7.605919,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,7,Barcelona,217,['29aece2d-aaa5-4c1b-a105-a41945cbe276'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:01:29.044,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.4746,,,,,,,,,,,,,dbce29c0-5567-452f-b1ca-d06af2dc24a5,84,,"[65.9, 48.1]",69300,1,,,,,-2.531336,,Right Foot,,,,"[51.6, 38.1]",Ground Pass,,17.449642,,,,Gabriel Alejandro Milito,25919.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,7,Barcelona,217,['45e7ec6d-473c-4779-825e-3f0775a5fead'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:01:30.443,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.1497,,,,,,,,,,,,,4b1e23f2-d274-4574-a716-8126d30c7e1c,87,,"[52.7, 34.4]",69300,1,,,,,-0.8732543,,Left Foot,,,,"[61.5, 23.9]",Ground Pass,,13.7,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,7,Barcelona,217,['3f7f3624-c807-4818-b231-f953fef39600'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:01:33.146,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.1225,,,,,,,,,,,,,f8466821-a511-4bc0-834b-33a00eedef91,90,,"[60.7, 24.7]",69300,1,,,,,2.9572682,,Left Foot,,,,"[54.8, 25.8]",Ground Pass,,6.0016665,,,,Gabriel Alejandro Milito,25919.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,7,Barcelona,217,['5ad175e5-beec-4d6b-90b9-842135f37e86'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:01:34.376,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.7612,,,,,,,,,,,,,72955c95-7ffa-4cdd-ab0d-8273d94ef550,93,,"[54.8, 25.9]",69300,1,,,,,-0.9783044,,Left Foot,,,,"[68.6, 5.4]",Ground Pass,,24.712143,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,7,Barcelona,217,['74ce3d12-414d-4c21-b830-ed28e4490d89'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:01:35.618,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.9506,,,,,,,,,,,,,08d17c87-d4ec-402c-9016-c7f488b9a8dd,96,,"[68.6, 15.9]",69300,1,,,,,1.442473,,Left Foot,,,,"[69.8, 25.2]",Ground Pass,,9.3771,,,,Seydou Kéita,20169.0,,,,,,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,7,Barcelona,217,['2e538eba-3dc9-4b9f-8e97-ac621b282f0d'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:01:39.338,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.9641,,,,,,,,,,,,,58af45ed-a21b-481b-870d-195b5033baf5,100,,"[69.2, 25.2]",69300,1,,,,,-1.6482275,,Left Foot,,,,"[68.3, 13.6]",Ground Pass,,11.634861,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,1,Regular Play,Seydou Kéita,20169.0,Right Center Midfield,7,Barcelona,217,['6ab4fa9b-c235-4d90-bfb4-9d5fbdd62f2c'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:01:40.329,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.8137,,,,,,,,,,,,,2b322987-cbd4-4682-888d-924cba02ef03,103,,"[70.1, 10.3]",69300,1,,,,,2.0913773,,Left Foot,,,,"[61.5, 25.3]",Ground Pass,,17.29046,,,,Gabriel Alejandro Milito,25919.0,,,,,,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,7,Barcelona,217,['67fa7fc8-8198-487f-ba67-c870dadd16ff'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:01:42.615,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.9722,,,,,,,,,,,,,4b0b9050-49af-487c-928d-c68fc1264469,106,,"[63.3, 25.3]",69300,1,,,,,1.240499,,Left Foot,,,,"[66.9, 35.8]",Ground Pass,,11.1,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,7,Barcelona,217,['6c64223b-5ccb-49a0-8a56-af33d8dfee7c'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:01:45.014,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.1278,,,,,,,,,,,,,c7fb5f02-97e7-4f17-8d75-b0aef93c66ac,111,,"[65.0, 34.6]",69300,1,,,,,2.1604223,,Right Foot,,,,"[55.5, 48.8]",Ground Pass,,17.08479,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,7,Barcelona,217,['9498269e-3224-4c80-9096-ed8598630c91'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:01:48.228,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.9407,,,,,,,,,,,,,518388ab-1af2-4219-b317-c3ccd1c664ca,114,,"[63.2, 60.2]",69300,1,,,,,0.05212665,,Right Foot,,,,"[74.7, 60.8]",Ground Pass,,11.515641,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,7,Barcelona,217,['16cc55a8-8419-43c1-9576-efd8188b962c'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:01:53.147,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.281494,,,,,,,,,,,,,02f892d5-9bde-42bf-ba8b-754e68e0c692,118,,"[72.9, 62.0]",69300,1,,,,,-1.7699555,,Left Foot,,,,"[70.7, 51.1]",Ground Pass,,11.119802,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,7,Barcelona,217,"['31e789c7-b2a3-4f1e-ad83-1134b13c013a', '6a3f78dc-2a0f-48de-88f3-c9162e878acc']",54,,,,,,,,,,,,,,,,,Barcelona,217,00:01:54.128,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,1.4617,,,,,,,,,,,,,b8cb8c70-2dd4-4965-84a2-1ffa49cbb342,121,,"[65.8, 41.0]",69300,1,,,,,-1.0361074,,Right Foot,,,,"[78.0, 20.4]",Ground Pass,,23.941595,,,,Seydou Kéita,20169.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,7,Barcelona,217,['1cf08a30-2aa0-4378-98e5-cffa0534e6c9'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:01:58.158,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.617286,,,,,,,,,,,,,ae8db824-43d6-4c53-84be-5b25db51084f,124,,"[86.9, 18.1]",69300,2,,,,,-0.8960554,,Left Foot,,,,"[98.5, 3.6]",Ground Pass,,18.56906,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,1,Regular Play,Seydou Kéita,20169.0,Right Center Midfield,7,Barcelona,217,['cf357f17-84eb-4168-8e30-4a3f0500802c'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:02:01.211,Pass,,2010/2011
,,,,,,,,,,,,,,,,,1.2657,,,,,,,,,,,,,3612b67f-96ec-4fd7-88d6-ee28a9232f30,127,,"[96.8, 7.9]",69300,2,,,,,2.1359458,,Left Foot,,,,"[83.8, 28.4]",Ground Pass,,24.274471,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,7,Barcelona,217,['80d5a8b8-a3be-4493-8375-9cb6b471e6c0'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:02:03.526,Pass,,2010/2011
,,,,,,,,,,,,,,,,,0.889,,,,,,,,,,,,,116ba075-f1c2-4720-b9cd-257164c532ff,131,,"[84.0, 29.6]",69300,2,,,,,2.0959604,,Right Foot,,,,"[77.8, 40.3]",Ground Pass,,12.366487,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,7,Barcelona,217,"['76947e16-c78d-47b1-8165-511f3671199e', '9f96f918-ec28-4b02-b50d-0ed366c9eb4c']",7,,,,,,,,,,,,,,,,,Barcelona,217,00:02:07.746,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,1.731564,,,,,,,,,,,,,5abed8d3-de61-41b1-b504-9be5c94126af,134,,"[73.3, 40.4]",69300,2,,,,,2.0953705,,Right Foot,,,,"[63.0, 58.2]",Ground Pass,,20.565262,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,7,Barcelona,217,['8f5e918f-7bd6-4f39-b40a-92e80971d8d1'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:02:09.739,Pass,,2010/2011
