bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,1.342635,,,,,,,,,,,,,3b92df8a-f8cd-4e7e-9d42-4369bec4098e,1528,,"[92.7, 4.9]",68315,48,,,,,2.6888142,,Right Foot,,,"[81.6, 10.3]",,Ground Pass,,12.343824,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Goal Kick,Ronaldo de Assis Moreira,25879.0,Left Wing,105,Barcelona,217,['4bdc5c70-807d-4836-bc4f-24e63cf2b72a'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:48:12.511,Pass,,2004/2005
,,,,,,,,,,,,,,,,,0.689761,,,,,,,,,,,,,35398f23-e536-4c71-ba3a-3252a25289ae,1531,,"[81.6, 10.3]",68315,48,,,,,-0.98279375,,Right Foot,,,"[87.2, 1.9]",,Ground Pass,,10.095544,,,,Ronaldo de Assis Moreira,25879.0,,,,,,1,From Goal Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,105,Barcelona,217,['c2ef7941-b974-4416-868b-8dc41d38d8ec'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:48:14.817,Pass,,2004/2005
,,,,,,,,,,,,,,,,,1.087044,,,,,,,,,,,,,485189bf-9360-478b-8c89-22a2efe9eda6,1534,,"[87.2, 1.9]",68315,48,,,,,1.4213806,,Right Foot,,,"[90.0, 20.5]",,Ground Pass,,18.809572,,,,Anderson Luís de Souza,19757.0,,,,,,1,From Goal Kick,Ronaldo de Assis Moreira,25879.0,Left Wing,105,Barcelona,217,['bda235fa-a167-435d-bcef-cd00fe8985c9'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:48:15.924,Pass,,2004/2005
,,,,,,,,,,,,,,,,,1.301297,,,,,,,,,,,,,a20bccd1-c2b2-479a-bf12-1e25b8f1854a,1536,,"[90.0, 20.5]",68315,48,,,,,3.0806925,,Left Foot,,,"[81.8, 21.0]",,Ground Pass,,8.21523,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Goal Kick,Anderson Luís de Souza,19757.0,Right Center Midfield,105,Barcelona,217,['428b5dfe-c601-448b-8c5a-443dfb8c89fe'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:48:16.874,Pass,,2004/2005
,,,,,,,,,,,,,,,,,0.8375,,,,,,,,,,,,,08c83702-06c6-4070-aa38-0c0a690cbd18,1539,,"[81.8, 21.0]",68315,48,,,,,1.0863184,,Right Foot,,,"[87.8, 32.4]",,Ground Pass,,12.882546,,Incomplete,,Samuel Eto''o Fils,19298.0,,,,,,1,From Goal Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,105,Barcelona,217,"['3bd55364-a166-46e9-9cbb-f851ae671352', '6ac9480f-f9c5-4ec0-bf61-a0d2335dd658']",18,,,,,,,,,,,,,,,,,Barcelona,217,00:48:18.313,Pass,,2004/2005
,,,,,,,,,,,,,,,,,0.871177,,,,,,,,,,,,,705b9df7-04a3-47d8-86dd-182b83a11d08,1545,,"[32.5, 53.4]",68315,48,,,,,2.4633098,,Left Foot,,,"[22.2, 61.7]",,Ground Pass,,13.228001,,,,Pablo Pinillos Caro,25889.0,,,,,,1,Regular Play,Ignacio Pérez Santamaría,25892.0,Center Attacking Midfield,106,Levante UD,221,"['bec17d29-b09e-4bd8-9ef3-a35a16140853', 'caae0222-602c-496f-94ee-583a7f04bcc9']",21,,,,,,,,,,,,,,,,,Levante UD,221,00:48:21.640,Pass,True,2004/2005
,,,,,,,,,,,,,,,,,0.7873,,,,,,,,,,,,,b9f1f70a-9fc8-4b44-bcf1-889e600dedf3,1548,,"[22.9, 62.0]",68315,48,,,,,-0.014149999,,Right Foot,,,"[44.1, 61.7]",,Ground Pass,,21.202122,,,,Alberto Rivera Pizarro,25893.0,,,,,,1,Regular Play,Pablo Pinillos Caro,25889.0,Right Back,106,Levante UD,221,['f19959e9-2861-4c50-8256-bfb42ccddf6b'],23,,,,,,,,,,,,,,,,,Levante UD,221,00:48:23.726,Pass,,2004/2005
,,,,,,,,,,,,,,,,,1.019013,,,,,,,,,,,,,80d97804-356c-459b-91a4-bbb2e62d0dd9,1551,,"[50.8, 59.0]",68315,48,,,,,-0.41325173,,Right Foot,,,"[69.5, 50.8]",,Ground Pass,,20.418863,,Incomplete,,,,,,,,,1,Regular Play,Alberto Rivera Pizarro,25893.0,Left Defensive Midfield,106,Levante UD,221,['90f1f5cd-2622-4349-9605-b595ed8c8d30'],26,,,,,,,,,,,,,,,,,Levante UD,221,00:48:26.188,Pass,,2004/2005
,,,,,,,,,,,,,,,,,0.734057,,,,,,,,,,,,,edf4e9a7-03ec-40d8-bacf-22215e7d56c4,1554,,"[48.1, 28.2]",68315,48,,,,,0.32175055,,Right Foot,,,"[55.3, 30.6]",,Ground Pass,,7.5894666,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,107,Barcelona,217,['85ece9d6-9913-467b-b262-3e8362052d57'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:48:28.339,Pass,,2004/2005
,,,,,,,,,,,,,,,,,1.755701,,,,,,,,,,,,,56d89cc3-2669-40c4-b406-64a44e68af62,1558,,"[53.2, 33.9]",68315,48,,,,,1.6801149,,Right Foot,,,"[50.5, 58.5]",,Ground Pass,,24.747726,,,,Damià Abella Pérez,25896.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Center Defensive Midfield,107,Barcelona,217,['6451ff0f-5ef1-4194-aff5-74fd2b55aac2'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:48:31.212,Pass,,2004/2005
,,,,,,,,,,,,,,,,,2.730897,,,,,,,,,,,,,4f6edf52-c00a-4019-aa87-4ac259d0f639,1569,,"[46.9, 29.8]",68315,48,,,,,-0.3731276,,Right Foot,,,"[100.8, 8.7]",,High Pass,,57.882812,,,,Jofre González Mateu,25890.0,,,,,,1,Regular Play,Fabio Celestini,20321.0,Right Defensive Midfield,108,Levante UD,221,['68d37a16-298c-4a97-9b82-4ce9a690cc6e'],39,,,,,,,,,,,,,,,,,Levante UD,221,00:48:39.247,Pass,,2004/2005
,,,,,,,,,,,,,,,,,3.8606,,,,,,,,,,,,,fa6bfa57-4fbd-45a1-a67d-24aaa4a7205f,1580,,"[8.2, 62.6]",68315,48,,,,,-0.3799178,,Right Foot,,,"[66.8, 39.2]",,High Pass,,63.099285,,Incomplete,,Samuel Eto''o Fils,19298.0,,,,,,1,Regular Play,Damià Abella Pérez,25896.0,Right Back,109,Barcelona,217,"['35bb31d9-e12a-43db-9c10-d7506e6a2582', '8da26094-c106-49b9-a3c7-ce0cfe55d752']",49,,,,,,,,,,,,,,,,,Barcelona,217,00:48:49.365,Pass,,2004/2005
,,,,,,,,,,,,,,,,,1.796476,,,,,,,,,,,,,8da26094-c106-49b9-a3c7-ce0cfe55d752,1582,,"[54.2, 41.8]",68315,48,,,,,0.7374644,,Head,,,"[68.4, 54.7]",,High Pass,,19.18463,,Incomplete,,,,,,,,Recovery,1,Regular Play,Jose Antonio Culebras Arenas,25888.0,Right Center Back,109,Barcelona,217,"['7be5ef3d-84c8-4ab2-907d-7d898634dff8', 'fa6bfa57-4fbd-45a1-a67d-24aaa4a7205f']",53,,,,,,,,,,,,,,,,,Levante UD,221,00:48:53.225,Pass,,2004/2005
,,,,,,,,,,,,,,,,,1.01342,,,,,,,,,,,,,b3f90216-4d49-49ca-8c69-61fa4917d059,1588,,"[85.5, 24.0]",68315,49,,,,,-1.3487145,,Right Foot,,,"[90.4, 2.3]",,Ground Pass,,22.246347,,,,Samuel Eto''o Fils,19298.0,,,,,,1,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,109,Barcelona,217,['3a1fd4dd-980e-44c2-abc9-850ba9604da0'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:49:00.851,Pass,,2004/2005
,,,,,,,,,,,,,,,,,1.293132,,,,,,,,,,,,,df14f5f6-862b-40f1-b3a0-46aa2f018f4d,1591,,"[94.6, 11.6]",68315,49,,,,,1.987749,,Right Foot,,,"[84.9, 33.5]",,Ground Pass,,23.952036,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Samuel Eto''o Fils,19298.0,Center Forward,109,Barcelona,217,['3770cdc3-0e87-43fd-a0c5-7a7eb48e0a72'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:49:05.774,Pass,,2004/2005
,,,,,,,,,,,,,,,,,1.1947,,,,,,,,,,,,,d02a0ab3-efec-4539-bcad-f4de1897bf7d,1594,,"[84.9, 33.5]",68315,49,,,,,0.69899964,,Right Foot,,,"[98.7, 45.1]",,Ground Pass,,18.027756,,Incomplete,,,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Center Defensive Midfield,109,Barcelona,217,['20c536f0-1892-482e-8823-d622fc2aa0b3'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:49:07.076,Pass,,2004/2005
,,,,,,,,,,,,,,,,,0.997785,,,,,,,,,,,,,20c536f0-1892-482e-8823-d622fc2aa0b3,1595,,"[22.3, 35.9]",68315,49,,,,,0.35650137,,Right Foot,,,"[36.8, 41.3]",,Ground Pass,,15.472879,,,,Fabio Celestini,20321.0,,,,,Recovery,1,Regular Play,Iñaki Descarga Retegi,25894.0,Left Back,110,Levante UD,221,"['466fde40-97b3-4429-a604-d732818b8f87', 'd02a0ab3-efec-4539-bcad-f4de1897bf7d']",8,,,,,,,,,,,,,,,,,Levante UD,221,00:49:08.271,Pass,,2004/2005
,,,,,,,,,,,,,,,,,2.86669,,,,,,,,,,,,,45b92d37-cbb2-4140-990d-0784c111a26d,1598,,"[36.8, 37.7]",68315,49,,,,,-1.3363357,,Right Foot,,,"[44.3, 6.3]",,Ground Pass,,32.283276,,,,Jofre González Mateu,25890.0,,,,,,1,Regular Play,Fabio Celestini,20321.0,Right Defensive Midfield,110,Levante UD,221,['6e8185f2-82b7-49ed-8175-3dbaa84d177a'],9,,,,,,,,,,,,,,,,,Levante UD,221,00:49:09.612,Pass,,2004/2005
,,,,,,,,,,,,,,,,,1.46,,,,,,,,,,,,,97af6879-87c0-4385-aba9-2a8e355c0240,1601,,"[50.4, 7.8]",68315,49,,,,,0.8894981,,Left Foot,,,"[65.4, 26.3]",,Ground Pass,,23.81701,,,,Ignacio Pérez Santamaría,25892.0,,,,,,1,Regular Play,Jofre González Mateu,25890.0,Left Wing,110,Levante UD,221,['cbfb8516-a950-4772-a420-77192586c9f7'],15,,,,,,,,,,,,,,,,,Levante UD,221,00:49:15.374,Pass,,2004/2005
,,,,,,,,,,,,,,,,,1.14591,,,,,,,,,,,,,cb72a7a7-f07e-4e05-bb2e-d80f25649855,1607,,"[54.1, 64.4]",68315,49,,,,,-3.1350992,,Left Foot,,,"[38.7, 64.3]",,Ground Pass,,15.400325,,,,Damià Abella Pérez,25896.0,,,,,Recovery,1,Regular Play,Juliano Haus Belletti,25863.0,Right Wing,111,Barcelona,217,['b9126cef-19c0-4dfa-8a3d-15611cb84d8b'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:49:19.578,Pass,,2004/2005
,,,,,,,,,,,,,,,,,0.514862,,,,,,,,,,,,,48b12bc9-9337-414e-9d4e-a57e55a4e3da,1610,,"[41.8, 71.6]",68315,49,,,,,-1.3415644,,Right Foot,,,"[44.6, 59.6]",,Ground Pass,,12.322337,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Damià Abella Pérez,25896.0,Right Back,111,Barcelona,217,['5b5d112c-09eb-4934-8af4-9a9c839a508a'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:49:22.900,Pass,,2004/2005
,,,,,,,,,,,,,,,,,1.372458,,,,,,,,,,,,,bc1d502b-4d33-4cc3-ac1c-4b85c614bf4a,1613,,"[44.4, 59.6]",68315,49,,,,,-0.3053586,,Right Foot,,,"[62.8, 53.8]",,Ground Pass,,19.292486,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Center Defensive Midfield,111,Barcelona,217,['3ec2c713-08b2-4713-a41e-8383ea26bd51'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:49:24.265,Pass,,2004/2005
,,,,,,,,,,,,,,,,,1.094064,,,,,,,,,,,,,e98bf750-3c4d-4a5d-a266-685480044f3c,1618,,"[56.2, 47.4]",68315,49,,,,,-1.753451,,Right Foot,,,"[53.3, 31.7]",,Ground Pass,,15.965588,,,,Anderson Luís de Souza,19757.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,111,Barcelona,217,"['08a3e014-5ac3-495c-9f2d-c10f4f361e28', 'c2e39066-3db9-40e5-a7c8-21e4c1fae6b1']",28,,,,,,,,,,,,,,,,,Barcelona,217,00:49:28.483,Pass,True,2004/2005
,,,,,,,,,,,,,,,,,1.242972,,,,,,,,,,,,,d6a1c8bd-daa3-4d0b-b95a-2661cf21726a,1621,,"[53.3, 31.7]",68315,49,,,,,-3.0975037,,Right Foot,,,"[39.7, 31.1]",,Ground Pass,,13.613229,,,,Oleguer Presas Renom,25873.0,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Right Center Midfield,111,Barcelona,217,['2f0e8291-6895-404a-abaf-55349aee0e3d'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:49:29.763,Pass,,2004/2005
,,,,,,,,,,,,,,,,,1.129508,,,,,,,,,,,,,eaec62ba-fd7a-40d3-9e90-848b5ecb8c83,1624,,"[39.7, 31.1]",68315,49,,,,,-1.1426069,,Right Foot,,,"[50.7, 7.0]",,Ground Pass,,26.491697,,,,Giovanni van Bronckhorst,17797.0,,,,,,1,Regular Play,Oleguer Presas Renom,25873.0,Left Center Back,111,Barcelona,217,['7fddcc74-a8e0-4017-b021-8e3f0e0b7ef4'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:49:31.032,Pass,,2004/2005
,,,,,,,,,,,,,,,,,0.99714,,,,,,,,,,,,,306e1034-21b7-47b3-8b2a-e03685ef73c3,1627,,"[53.9, 5.9]",68315,49,,,,,1.6647221,,Left Foot,,,"[52.6, 19.7]",,Ground Pass,,13.861096,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Giovanni van Bronckhorst,17797.0,Left Back,111,Barcelona,217,['9940019c-0627-4a0b-b43c-605ca19f03bc'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:49:34.080,Pass,,2004/2005
,,,,,,,,,,,,,,,,,1.327813,,,,,,,,,,,,,86f5fd2f-59de-4f4a-af31-0cc339e6c205,1630,,"[55.6, 28.1]",68315,49,,,,,1.7542312,,Right Foot,,,"[51.5, 50.2]",,Ground Pass,,22.4771,,,,Anderson Luís de Souza,19757.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Center Defensive Midfield,111,Barcelona,217,['dde8a94f-e923-4070-afaa-87a068f4b81b'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:49:36.911,Pass,,2004/2005
,,,,,,,,,,,,,,,,,0.945554,,,,,,,,,,,,,95fe5c54-20fb-4e76-aadb-499b234fcb1e,1633,,"[64.2, 59.6]",68315,49,,,,,0.096473776,,Right Foot,,,"[82.8, 61.4]",,Ground Pass,,18.686893,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Right Center Midfield,111,Barcelona,217,['5b62a75b-aa03-4a52-b4ca-eb2b750ca577'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:49:43.523,Pass,,2004/2005
,,,,,,,,,,,,,,,,,1.826685,,,,,,,,,,,,,259ce02f-0c88-45a8-937c-4486fc396fb2,1640,,"[98.4, 57.5]",68315,49,,,,,0.2712884,,Right Foot,,,"[113.5, 61.7]",,Ground Pass,,15.673225,,,,Juliano Haus Belletti,25863.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,111,Barcelona,217,"['3b372b25-8d1d-45f9-b7b0-696cc5d7fe8d', 'd64d4ec5-41a0-40cb-9849-887647276370']",48,,,,,,,,,,,,,,,,,Barcelona,217,00:49:48.057,Pass,True,2004/2005
,,,,,,,,,,,,,,,,,0.950136,,,,,,,,,,,,,3483b64b-aa8b-4cc9-a9f7-923a1c2de6bf,1643,,"[113.8, 58.8]",68315,49,,,,,-1.8513331,,Right Foot,True,,"[110.4, 47.0]",,High Pass,,12.280066,,Incomplete,,Anderson Luís de Souza,19757.0,,,,,,1,Regular Play,Juliano Haus Belletti,25863.0,Right Wing,111,Barcelona,217,"['8febe3cd-ba1f-41eb-ba30-d9dab560fb6c', 'e27e85b8-2077-4017-a754-40d392029e30']",51,,,,,,,,,,,,,,,,,Barcelona,217,00:49:51.003,Pass,,2004/2005
,,,,,,,,,,,,,,,,,1.334214,,,,,,,,,,,,,d0a5114a-1a31-4ca3-bbca-0c86cee2a0b0,1648,,"[22.9, 26.5]",68315,49,,,,,-1.1236566,,Right Foot,,,"[31.1, 9.4]",,Ground Pass,,18.964441,,,,Jofre González Mateu,25890.0,,,,,,1,Regular Play,Fabio Celestini,20321.0,Right Defensive Midfield,111,Barcelona,217,['d9bf5ff5-7fad-4c58-b159-024096abf340'],53,,,,,,,,,,,,,,,,,Levante UD,221,00:49:53.799,Pass,,2004/2005
,,,,,,,,,,,,,,,,,2.7705,,,,,,,,,,,,,edfcb6fd-fb04-44ad-b24d-4f8706936be5,1651,,"[33.4, 9.4]",68315,49,,,,,0.12216095,,Left Foot,,,"[83.9, 15.6]",,High Pass,,50.87917,,Incomplete,,Vladimir Manchev,20182.0,,,,,,1,Regular Play,Jofre González Mateu,25890.0,Left Wing,111,Barcelona,217,"['a00dee71-8d50-4d6e-a77f-64abae859dfe', 'e1bc6c0e-b11d-4f1a-9983-f0b04e8e2e91']",56,,,,,,,,,,,,,,,,,Levante UD,221,00:49:56.700,Pass,,2004/2005
,,,,,,,,,,,,,,,,,0.9559,,,,,,,,,,,,,ae23c96e-7f61-4ce6-8468-dc7f3472c48f,1664,,"[68.4, 24.2]",68315,50,,,,,1.318841,,Right Foot,,,"[71.0, 34.3]",,Ground Pass,,10.429286,,,,Alberto Rivera Pizarro,25893.0,,,,,,1,Regular Play,Iñaki Descarga Retegi,25894.0,Left Back,111,Barcelona,217,['c6d4e1b4-4f4e-495a-9b5b-4f3829f4a1e2'],11,,,,,,,,,,,,,,,,,Levante UD,221,00:50:11.376,Pass,,2004/2005
,,,,,,,,,,,,,,,,,0.710852,,,,,,,,,,,,,56c160f4-6c7f-444e-8762-3a312539f3d4,1668,,"[71.0, 34.3]",68315,50,,,,,-0.39644128,,Left Foot,,,"[83.9, 28.9]",,Ground Pass,,13.984634,,Incomplete,,Iñaki Descarga Retegi,25894.0,,,,,,1,Regular Play,Alberto Rivera Pizarro,25893.0,Left Defensive Midfield,111,Barcelona,217,"['02b2f3a8-67f8-480c-9149-1995af86f070', '4505542c-a795-4372-b17a-e49fd4f8d29e', 'fa8b4ad5-f138-432e-956e-072226dab564']",13,,,,,,,,,,,,,,,,,Levante UD,221,00:50:13.120,Pass,True,2004/2005
,,,,,,,,,,,,,,,,,1.327801,,,,,,,,,,,,,f93f732e-674a-41b1-9679-8d0bd6f97b78,1672,,"[42.7, 56.4]",68315,50,,,,,-1.1309538,,Right Foot,,,"[50.7, 39.4]",,Ground Pass,,18.788294,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,111,Barcelona,217,['863b4733-2baf-4584-b449-36a18e582b9c'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:50:15.176,Pass,,2004/2005
,,,,,,,,,,,,,,,,,0.82915,,,,,,,,,,,,,3caab806-a6c6-4127-b5a7-bbde6cb4949a,1675,,"[50.7, 39.4]",68315,50,,,,,-2.429235,,Right Foot,,,"[48.5, 37.5]",,Ground Pass,,2.9068885,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,111,Barcelona,217,['fd7f5f7e-7378-485b-986d-9d61ad26c168'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:50:16.602,Pass,,2004/2005
,,,,,,,,,,,,,,,,,2.261768,,,,,,,,,,,,,06be3640-3309-41a0-a307-80253c0ff695,1678,,"[48.5, 37.5]",68315,50,,,,,-1.0960995,,Right Foot,,,"[67.0, 1.5]",,Ground Pass,,40.4753,,,,Samuel Eto''o Fils,19298.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Center Defensive Midfield,111,Barcelona,217,['f3f28037-09c9-42d3-95be-7224bae49150'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:50:17.500,Pass,,2004/2005
,,,,,,,,,,,,,,,,,1.051318,,,,,,,,,,,,,a3695bd9-aa92-4cd9-96ac-47ad256c7f76,1681,,"[93.6, 20.8]",68315,50,,,,,2.4727805,,Right Foot,,,"[87.4, 25.7]",,Ground Pass,,7.902531,,,,Ronaldo de Assis Moreira,25879.0,,,,,,1,Regular Play,Samuel Eto''o Fils,19298.0,Center Forward,111,Barcelona,217,['7a115c2c-b4de-4dd7-bf45-b3d402af648d'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:50:26.253,Pass,,2004/2005
,,,,,,,,,,,,,,,,,0.8897,,,,,,,,,,,,,9cc01f06-f51c-4709-9cf9-c3323aab3baf,1684,,"[87.4, 25.7]",68315,50,,,,,0.9976978,,Right Foot,,,"[98.5, 42.9]",,Ground Pass,,20.47071,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,111,Barcelona,217,['31dbfa2b-9b5d-4428-8ceb-c5d77ec186d7'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:50:27.708,Pass,,2004/2005
,,,,,,,,,,,,,,,,,1.3048,,,,,,,,,,,,,749d7d07-71d5-4c3b-9063-29f1d7107cb0,1687,,"[98.5, 42.9]",68315,50,,,,,-0.7288547,,Right Foot,,,"[106.9, 35.4]",,Ground Pass,,11.260995,,Incomplete,,Samuel Eto''o Fils,19298.0,,,Through Ball,True,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,111,Barcelona,217,"['0b7abf36-2447-40d9-85be-95004b0bdc51', '6db0ca27-57a1-409b-b8aa-ba0c8443fb52']",28,,,,,,,,,,,,,,,,,Barcelona,217,00:50:28.638,Pass,,2004/2005
,,,,,,,,,,,,,,,,,1.082567,,,,,,,,,,,,,5a0a13ed-1dc3-4a5b-851f-d6e41bffb0c5,1690,,"[120.0, 1.0]",68315,50,,,,,2.9241552,,Right Foot,,,"[111.4, 2.9]",,Ground Pass,,8.807384,,,,Ronaldo de Assis Moreira,25879.0,,,,,Corner,1,From Corner,Anderson Luís de Souza,19757.0,Right Center Midfield,112,Barcelona,217,['4e5a3cab-90a2-4ffc-98b5-f923a266a468'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:50:48.398,Pass,,2004/2005
,,,,,,,,,,,,,,,,,1.3464,,,,,,,,,,,,,2d612f05-8cc5-48f2-ac49-9b63f10c2641,1693,,"[111.4, 2.9]",68315,50,,,,,1.7602764,,Right Foot,True,,"[105.8, 32.1]",,High Pass,,29.732138,,Incomplete,,,,,,,,,1,From Corner,Ronaldo de Assis Moreira,25879.0,Left Wing,112,Barcelona,217,['f2115bd4-3337-48e0-9425-6c88b6f0183b'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:50:52.406,Pass,,2004/2005
,,,,,,,,,,,,,,,,,0.546513,,,,,,,,,,,,,73073f9f-8c3b-4cc9-ad57-c7a0975007f0,1703,,"[61.0, 41.0]",68315,45,,,,,1.735945,,Right Foot,,,"[60.8, 42.2]",,Ground Pass,,1.2165525,,,,Andrés Iniesta Luján,5216.0,,,,,Kick Off,2,From Kick Off,Samuel Eto''o Fils,19298.0,Center Forward,113,Barcelona,217,['00213a8a-c54c-43df-a1a3-f86c6a22ab34'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.109,Pass,,2004/2005
,,,,,,,,,,,,,,,,,1.868304,,,,,,,,,,,,,06d29930-5066-4476-abfd-283dfabbb456,1706,,"[61.6, 42.5]",68315,45,,,,,2.9855678,,Right Foot,,,"[52.7, 43.9]",,Ground Pass,,9.009439,,,,Xavier Hernández Creus,20131.0,,,,,,2,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,113,Barcelona,217,['0f33e070-a31f-4e5a-baef-647792b78bd3'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.682,Pass,,2004/2005
,,,,,,,,,,,,,,,,,1.013638,,,,,,,,,,,,,7c027f58-e7c8-49f8-8132-cb09801c181c,1708,,"[52.7, 43.9]",68315,45,,,,,-1.5707964,,Right Foot,,,"[52.7, 30.7]",,Ground Pass,,13.2,,,,Anderson Luís de Souza,19757.0,,,,,,2,From Kick Off,Xavier Hernández Creus,20131.0,Center Defensive Midfield,113,Barcelona,217,['83726478-234e-43de-9703-bdec67025daa'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:00:02.551,Pass,,2004/2005
,,,,,,,,,,,,,,,,,1.367021,,,,,,,,,,,,,8f2ab4fe-342f-43a1-882a-ee4c2f5ff692,1711,,"[54.0, 30.7]",68315,45,,,,,-1.5707964,,Right Foot,,,"[54.0, 10.9]",,Ground Pass,,19.8,,,,Giovanni van Bronckhorst,17797.0,,,,,,2,From Kick Off,Anderson Luís de Souza,19757.0,Right Center Midfield,113,Barcelona,217,['804fe335-3f16-4c18-b762-f25359b1873a'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:00:04.557,Pass,,2004/2005
,,,,,,,,,,,,,,,,,2.160232,,,,,,,,,,,,,7899d627-0ec3-4f6c-9ebb-92df209442fb,1714,,"[54.0, 11.1]",68315,45,,,,,0.44640794,,Right Foot,,,"[89.1, 27.9]",,High Pass,,38.913364,,Incomplete,,Samuel Eto''o Fils,19298.0,,,,,,2,From Kick Off,Giovanni van Bronckhorst,17797.0,Left Back,113,Barcelona,217,"['54a50702-e68a-4f99-ba2b-25976e9a124f', 'b71d2368-b3ee-4e04-8e83-9dc20695fa69']",7,,,,,,,,,,,,,,,,,Barcelona,217,00:00:07.541,Pass,,2004/2005
