bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,6.560392,,,,,,,,,,,,8d631e34-7488-4d13-9344-f08a22755536,1211,,"[39.8, 38.7]",266467,26,,True,,,-0.2878096,,Right Foot,,,,"[95.2, 22.3]",,High Pass,,57.776466,Incomplete,,,,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,54,Barcelona,217,['7da3aeb8-7cd8-48b7-8a96-e0eacaf021fa'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:26:35.009,Pass,,2015/2016
,,,,,,,,,,,,,,,,,5.153184,,,,,,,,,,,,7da3aeb8-7cd8-48b7-8a96-e0eacaf021fa,1212,,"[25.8, 58.7]",266467,26,,True,,,0.7072965,,Right Foot,,,,"[38.2, 69.3]",,Ground Pass,,16.313185,,,Hugo Mallo Novegil,6805.0,,,,,,Recovery,1,Regular Play,Sergio Álvarez Conde,6884.0,Goalkeeper,55,Celta Vigo,209,"['8d631e34-7488-4d13-9344-f08a22755536', 'c9abd5ce-05b2-4e84-b2cd-adbb5248824d']",41,,,,,,,,,,,,,,,,,Celta Vigo,209,00:26:41.569,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.852127,,,,,,,,,,,,9eeb30c3-c466-4801-beba-f6ba0dcdf1d7,1215,,"[39.3, 65.9]",266467,26,,,,,-1.9535893,,Right Foot,,,,"[30.2, 43.3]",,Ground Pass,,24.363293,,,Sergi Gómez Solà,6804.0,,,,,,,1,Regular Play,Hugo Mallo Novegil,6805.0,Right Back,55,Celta Vigo,209,['9199198a-faac-4de7-a1ae-bb5f98e66dac'],51,,,,,,,,,,,,,,,,,Celta Vigo,209,00:26:51.046,Pass,,2015/2016
,,,,,,,,,,,,,,,,,3.4808,,,,,,,,,,,,ba7daae2-dbf1-43fb-9b60-4b0c50db9ab6,1218,,"[31.1, 41.7]",266467,26,,,,,0.064708136,,Right Foot,,,,"[88.2, 45.4]",,High Pass,,57.219753,Incomplete,,Iago Aspas Juncal,5217.0,,,,,,,1,Regular Play,Sergi Gómez Solà,6804.0,Left Center Back,55,Celta Vigo,209,"['92133f67-46ed-4fa4-b018-d25464f2768e', 'd063040e-cddc-431a-b31e-140a3279cbbd']",54,,,,,,,,,,,,,,,,,Celta Vigo,209,00:26:54.333,Pass,,2015/2016
,,,,,,,,,,,,,,,,,5.342645,,,,,,,,,,,,cbc90428-e045-431d-92f9-8c4d6a731eb4,1221,,"[83.3, 80.0]",266467,27,,True,,,0.010344459,,,,,,"[112.3, 80.3]",,Low Pass,,29.001553,Out,,Daniel Wass,6797.0,,,,,,Throw-in,1,From Throw In,Hugo Mallo Novegil,6805.0,Right Back,56,Celta Vigo,209,['988ba684-4b75-4843-91b4-47097d8080dc'],17,,,,,,,,,,,,,,,,,Celta Vigo,209,00:27:17.318,Pass,,2015/2016
,,,,,,,,,,,,,,,,,2.945103,,,,,,,,,,,,e1b40914-8f90-4014-874d-b7a5283c5de0,1224,,"[6.0, 44.0]",266467,27,,,,,0.39479113,,Right Foot,,,,"[60.0, 66.5]",,High Pass,,58.5,Incomplete,,,,,,,,,Goal Kick,1,From Goal Kick,Marc-André ter Stegen,20055.0,Goalkeeper,57,Barcelona,217,['f102b143-e551-4d35-b3f3-a484519b06a0'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:27:40.833,Pass,,2015/2016
,,,,,,,,,,,,,,,,,2.3165,,,,,,,,,,,,211f9d10-e71f-4fee-ae11-46425a8c5312,1227,,"[64.5, 16.6]",266467,27,,,,,0.30782843,,Right Foot,,,,"[101.3, 28.3]",,High Pass,,38.615154,Incomplete,,Daniel Wass,6797.0,,,,,,,1,Regular Play,Jonathan Castro Otto,6802.0,Left Back,58,Celta Vigo,209,"['0204b152-0f85-4b67-92da-3f6dc6ffe3ac', 'a0fd3a4b-20b5-43cd-8d1a-8844c160ed33']",46,,,,,,,,,,,,,,,,,Celta Vigo,209,00:27:46.927,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.546,,,,,,,,,,,,a0fd3a4b-20b5-43cd-8d1a-8844c160ed33,1229,,"[19.7, 52.7]",266467,27,,,,True,-0.10626486,,,,,,"[34.7, 51.1]",,High Pass,,15.085092,Incomplete,,,,,,,,,Recovery,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,58,Celta Vigo,209,"['211f9d10-e71f-4fee-ae11-46425a8c5312', '47979c66-cd0b-4598-b3a6-9b596436483d', 'ea32cc13-96f3-4e0f-bca4-59f593b28c45']",49,,,,,,,,,,,,,,,,,Barcelona,217,00:27:49.243,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,1.0047,,,,,,,,,,,,47979c66-cd0b-4598-b3a6-9b596436483d,1231,,"[86.3, 29.9]",266467,27,,,,,-0.16753246,,Head,,,,"[99.9, 27.6]",,High Pass,,13.793115,Incomplete,,Manuel Agudo Durán,6724.0,,,,,,Recovery,1,Regular Play,Nemanja Radoja,6796.0,Left Defensive Midfield,58,Celta Vigo,209,"['3e65a406-fa21-49ab-9572-105e29e92917', 'a0fd3a4b-20b5-43cd-8d1a-8844c160ed33', 'c6201894-5886-4d76-95b5-e539f056a33c']",50,,,,,,,,,,,,,,,,,Celta Vigo,209,00:27:50.789,Pass,,2015/2016
,,,,,,,,,,,,,,,,,2.169766,,,,,,,,,,,,20ff8bea-7f95-4bc6-9390-b3a4390f95f2,1236,,"[81.0, 21.0]",266467,27,,,,,-0.9661286,,Right Foot,,,,"[93.3, 3.2]",,Ground Pass,,21.636312,,,Manuel Agudo Durán,6724.0,,,,,,,1,Regular Play,Augusto Matías Fernández,19668.0,Right Defensive Midfield,58,Celta Vigo,209,['10da1a13-c74d-4003-8aab-9a307ecb3ef6'],54,,,,,,,,,,,,,,,,,Celta Vigo,209,00:27:54.885,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.2935,,,,,,,,,,,,ea547f52-11f1-4455-96b5-dc69173a1326,1243,,"[17.0, 70.2]",266467,28,,,,,-1.0343609,,Right Foot,,,,"[23.6, 59.1]",,Ground Pass,,12.913946,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Center Midfield,59,Barcelona,217,['1714c0e7-2187-4151-afa6-159598a40cf2'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:28:04.790,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.4545,,,,,,,,,,,,e0fa8981-a105-4266-93f0-605eb19e549f,1246,,"[23.6, 59.1]",266467,28,,,,,-2.5882983,,Right Foot,,,,"[20.2, 57.0]",,Ground Pass,,3.9962482,,,Daniel Alves da Silva,4324.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,59,Barcelona,217,['18da3728-8ea5-420a-874e-32fe763c8cf6'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:28:06.164,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.600313,,,,,,,,,,,,e6058b56-8c4b-4922-a4b1-d4f673a8e53f,1250,,"[20.4, 57.5]",266467,28,,,,,0.2931869,,Right Foot,,,,"[25.7, 59.1]",,Ground Pass,,5.5362444,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,59,Barcelona,217,"['1a174f53-5dc7-432f-959e-aa14a9d7ae6e', '7e964bb5-3464-4d91-a904-35bc541476eb']",6,,,,,,,,,,,,,,,,,Barcelona,217,00:28:06.658,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,1.244,,,,,,,,,,,,5d872d7f-7f06-426b-a7aa-cc61f530db83,1253,,"[25.7, 59.1]",266467,28,,,,,-1.610775,,Right Foot,,,,"[25.4, 51.6]",,Ground Pass,,7.5059977,,,Daniel Alves da Silva,4324.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,59,Barcelona,217,['0f847a64-43d1-46e5-80c6-adbd93dcd529'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:28:07.338,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.7038,,,,,,,,,,,,28139b7e-8f71-4cde-ac24-3dc295d720b5,1257,,"[29.6, 38.6]",266467,28,,,,,-0.9999545,,Right Foot,,,,"[42.7, 18.2]",,Ground Pass,,24.243969,,,Jérémy Mathieu,10609.0,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,59,Barcelona,217,['db214131-edc1-4565-a1d4-398221226b1f'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:28:10.776,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.391936,,,,,,,,,,,,2479db66-1670-4a82-8583-e3325ad02b30,1261,,"[81.2, 17.7]",266467,28,,,,,-1.3793708,,Right Foot,,,,"[83.7, 4.8]",,Ground Pass,,13.140016,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,Regular Play,Jérémy Mathieu,10609.0,Left Back,59,Barcelona,217,['c8d7cc00-2ea4-4c7b-b084-e307219ab629'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:28:16.314,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.404025,,,,,,,,,,,,fd16e6de-282e-4334-9cc4-41e9794cde3b,1268,,"[103.8, 3.4]",266467,28,,,,,0.9249804,,Right Foot,,,,"[109.0, 10.3]",,Low Pass,,8.640023,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,59,Barcelona,217,['b897d3eb-b0cf-443c-b373-245b14feb904'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:28:23.742,Pass,,2015/2016
,,,,,,,,,,,,,,,,,2.070627,,,,,,,,,,,,1bd7e9b3-628d-4bce-bd1e-ab2c85378668,1273,,"[12.2, 80.0]",266467,28,,True,,,-0.25889638,,,,,,"[34.1, 74.2]",,High Pass,,22.655022,Incomplete,,,,,,,,,Throw-in,1,From Throw In,Hugo Mallo Novegil,6805.0,Right Back,60,Celta Vigo,209,['cea40b36-7d2b-4701-b69b-e64c68597de3'],48,,,,,,,,,,,,,,,,,Celta Vigo,209,00:28:48.185,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.5572,,,,,,,,,,,,cea40b36-7d2b-4701-b69b-e64c68597de3,1274,,"[86.9, 6.8]",266467,28,,,,,0.008474373,,Head,,,,"[98.7, 6.9]",,High Pass,,11.800424,Incomplete,,,,,,,,,Recovery,1,From Throw In,Jérémy Mathieu,10609.0,Left Back,60,Celta Vigo,209,"['0eaddbaa-047b-48f0-afda-00349fa807cf', '1bd7e9b3-628d-4bce-bd1e-ab2c85378668']",50,,,,,,,,,,,,,,,,,Barcelona,217,00:28:50.256,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.9614,,,,,,,,,,,,0eaddbaa-047b-48f0-afda-00349fa807cf,1275,,"[22.3, 74.1]",266467,28,,,,,-0.22112997,,Head,,,,"[35.2, 71.2]",,High Pass,,13.2219515,Incomplete,,Daniel Wass,6797.0,,,,,,Recovery,1,From Throw In,Hugo Mallo Novegil,6805.0,Right Back,60,Celta Vigo,209,"['9c7a8697-1431-44b1-b53d-50e256a23712', 'cea40b36-7d2b-4701-b69b-e64c68597de3', 'e943827b-1573-45d2-a6bd-fc7a4f38e84c']",51,,,,,,,,,,,,,,,,,Celta Vigo,209,00:28:51.813,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.7504,,,,,,,,,,,,e943827b-1573-45d2-a6bd-fc7a4f38e84c,1278,,"[85.8, 9.8]",266467,28,,,,True,1.3125441,,,,,,"[88.6, 20.4]",,High Pass,,10.963576,,,Sergi Roberto Carnicer,6379.0,,,,,,Recovery,1,Regular Play,Jérémy Mathieu,10609.0,Left Back,61,Barcelona,217,"['0eaddbaa-047b-48f0-afda-00349fa807cf', '5a679c49-4986-4711-ae34-501cc0e1b3a4', '7786a6c8-3f94-48ef-b4cf-cd02e89c7302']",52,,,,,,,,,,,,,,,,,Barcelona,217,00:28:52.775,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,0.912916,,,,,,,,,,,,91a8b87b-bc5c-4666-a830-8f0328b01360,1281,,"[88.6, 19.8]",266467,28,,,,,-0.24726176,,Right Foot,,,,"[98.9, 17.2]",,Low Pass,,10.623088,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Center Midfield,61,Barcelona,217,"['83551a03-d388-4f84-b894-5053ba61b3ff', 'dc939ea0-96d4-4025-8ec9-bb3c2b8830ce']",53,,,,,,,,,,,,,,,,,Barcelona,217,00:28:53.527,Pass,,2015/2016
,,,,,,,,,,,,,,,,,2.043576,,,,,,,,,,,,59c144ec-aac9-4cbd-b907-4302ef9bc1cc,1286,,"[78.7, 13.1]",266467,28,,,,,2.3371491,,Right Foot,,,,"[58.1, 34.5]",,High Pass,,29.703873,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,61,Barcelona,217,['daa8394c-d5c0-4afc-8c18-39f5084c2295'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:28:57.568,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.1081,,,,,,,,,,,,84013c75-968a-42bf-b777-2e8afb56882f,1290,,"[60.2, 36.1]",266467,29,,,,,1.19029,,Right Foot,,,,"[61.2, 38.6]",,Low Pass,,2.6925824,Incomplete,,Daniel Alves da Silva,4324.0,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,61,Barcelona,217,"['c2a7aebe-c760-4b85-bf67-51f8afba4636', 'c37939c7-d3ad-4a97-a4e6-94c0a7920b81', 'e6ba0ff7-27e3-4aa0-851d-0457cbcd2114']",0,,,,,,,,,,,,,,,,,Barcelona,217,00:29:00.524,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,0.717861,,,,,,,,,,,,0e738478-26f4-482b-b647-1385bbb733c4,1295,,"[57.8, 43.3]",266467,29,,,,,0.16023068,ff3fe7ba-3263-45c3-9450-d4d1e11efda7,Head,,,,"[67.7, 44.9]",True,High Pass,,10.02846,,,Iago Aspas Juncal,5217.0,,,,Through Ball,True,Recovery,1,From Counter,Manuel Agudo Durán,6724.0,Left Midfield,62,Celta Vigo,209,['3c1c9c36-8c00-4f5c-9d28-2fafca396497'],1,,,,,,,,,,,,,,,,,Celta Vigo,209,00:29:01.340,Pass,,2015/2016
,,,,,,,,,,,,,,,,,3.0264,,,,,,,,,,,,0e683138-1827-4c6d-90af-b87fc97208ad,1301,,"[60.0, 40.0]",266467,30,,True,,,-2.3561945,,Right Foot,,,,"[38.1, 18.1]",,Ground Pass,,30.971277,,,Javier Alejandro Mascherano,5506.0,,,,,,Kick Off,1,From Kick Off,Luis Alberto Suárez Díaz,5246.0,Center Forward,63,Barcelona,217,['08adef82-f316-48a0-bb35-3c81b7c89725'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:30:15.973,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.532392,,,,,,,,,,,,95c9c30e-9327-4019-8e2e-fedb9960a90f,1303,,"[38.1, 18.1]",266467,30,,,,,1.6754545,,Right Foot,,,,"[35.6, 41.9]",,Ground Pass,,23.930943,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Left Center Back,63,Barcelona,217,['fd32713c-58f2-4cd2-8008-ed79a84bc785'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:30:19.014,Pass,,2015/2016
,,,,,,,,,,,,,,,,,2.306127,,,,,,,,,,,,08b5ac7a-b300-4bcc-b56c-885e2e8e66c3,1307,,"[45.5, 59.8]",266467,30,,,,,-0.3526375,,Right Foot,,,,"[84.9, 45.3]",,Ground Pass,,41.983448,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,63,Barcelona,217,"['5b2c1ca6-0084-425d-872a-a447bea6fd3b', '67333f12-da62-422f-9037-ceeb91083302']",25,,,,,,,,,,,,,,,,,Barcelona,217,00:30:25.209,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.971748,,,,,,,,,,,,38984fd4-606a-41b1-9387-cc3c40c6225c,1311,,"[35.5, 35.4]",266467,30,,,,,-1.138044,,Right Foot,,,,"[44.0, 17.0]",,Ground Pass,,20.268448,,,Jonathan Castro Otto,6802.0,,,,,,,1,From Kick Off,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,63,Barcelona,217,['527d81a0-f221-4611-b3b8-411bb03fe7f0'],30,,,,,,,,,,,,,,,,,Celta Vigo,209,00:30:30.323,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.505394,,,,,,,,,,,,1e8d2d73-512b-4a1e-9a0d-887bd59add8d,1314,,"[43.9, 17.0]",266467,30,,,,,-0.08163634,,Left Foot,,,,"[65.9, 15.2]",,Ground Pass,,22.073513,Incomplete,,Nemanja Radoja,6796.0,,,,,,,1,From Kick Off,Jonathan Castro Otto,6802.0,Left Back,63,Barcelona,217,"['2fd6d906-5f2a-4e5e-a101-3d754568a7dd', 'c964c318-9a55-4bde-8413-b738cf99273c']",31,,,,,,,,,,,,,,,,,Celta Vigo,209,00:30:31.523,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.6335,,,,,,,,,,,,c9e2600e-bbf4-400d-9fae-9f433985f1fe,1318,,"[55.1, 60.0]",266467,30,,,,,-0.44117948,,Right Foot,,,,"[62.3, 56.6]",,Ground Pass,,7.962412,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,63,Barcelona,217,['ac231580-6c04-457b-af0d-aafeb0ac3342'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:30:34.101,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.17826,,,,,,,,,,,,2422942d-fe2c-4199-a9be-a59d7e0bd1ff,1325,,"[63.4, 61.2]",266467,30,,,,,2.7000003,,Left Foot,,,,"[57.9, 63.8]",,Ground Pass,,6.0835843,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,63,Barcelona,217,['e5bc8343-449e-433e-b1e8-a59bbd01e096'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:30:36.094,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.6856,,,,,,,,,,,,b7bcf867-fcb6-4ddd-8ca4-12828e430473,1328,,"[56.5, 64.2]",266467,30,,,,,-0.5579616,,Right Foot,,,,"[70.6, 55.4]",,Ground Pass,,16.62077,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,63,Barcelona,217,['553602bd-5d28-41d8-8822-d0877f3d420a'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:30:37.975,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.7725,,,,,,,,,,,,23c3fc75-83d5-48b3-8626-956f2f76f710,1332,,"[70.8, 56.4]",266467,30,,,,,-2.6516354,,Left Foot,,,,"[64.8, 53.2]",,Ground Pass,,6.8,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,63,Barcelona,217,['0a50e257-b172-40ae-9390-ad81991579ba'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:30:39.550,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.672,,,,,,,,,,,,d5737f51-a806-4901-9045-6ef2b921aa99,1335,,"[65.3, 54.8]",266467,30,,,,,1.2722974,,Right Foot,,,,"[66.5, 58.7]",,Ground Pass,,4.080441,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,63,Barcelona,217,['23fa07bb-bef9-4dc0-8f0d-1bf52a3ea969'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:30:40.402,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.621598,,,,,,,,,,,,71154a59-5545-4ef9-adc2-e90575cf9a18,1343,,"[57.1, 35.4]",266467,30,,,,,-0.50066775,,Left Foot,,,,"[62.4, 32.5]",,Ground Pass,,6.041523,,,Iago Aspas Juncal,5217.0,,,,,,,1,Regular Play,Jonathan Castro Otto,6802.0,Left Back,64,Celta Vigo,209,['9dfab80a-69e1-4ab0-9048-3836715b015f'],43,,,,,,,,,,,,,,,,,Celta Vigo,209,00:30:43.794,Pass,,2015/2016
,,,,,,,,,,,,,,,,,2.136378,,,,,,,,,,,,9cfe89cc-d74e-4908-b9b6-463438df3aa0,1347,,"[64.0, 25.1]",266467,30,,,,,-0.7072965,,Left Foot,,,,"[82.6, 9.2]",,Ground Pass,,24.469778,,,Manuel Agudo Durán,6724.0,,,,,,,1,Regular Play,Iago Aspas Juncal,5217.0,Left Center Forward,64,Celta Vigo,209,['0ae4bbec-4dce-4e4a-9b30-5f155f616e2e'],45,,,,,,,,,,,,,,,,,Celta Vigo,209,00:30:45.866,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.2061,,,,,,,,,,,,070c5a0f-f65c-4a06-85a2-5702957651a6,1351,,"[107.5, 15.7]",266467,30,,,,,1.5124211,,Left Foot,True,,,"[108.4, 31.1]",,Ground Pass,,15.426276,,,Jonathan Castro Otto,6802.0,,,,,,,1,Regular Play,Manuel Agudo Durán,6724.0,Left Midfield,64,Celta Vigo,209,"['684aabcf-5de4-4977-a753-33d16a901bec', 'b3300b3e-5d9d-4644-b355-7438b6e2b65c']",50,,,,,,,,,,,,,,,,,Celta Vigo,209,00:30:50.625,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,1.575731,,,,,,,,,,,,86923b1d-cc12-4157-b266-de51edd24c07,1355,,"[116.5, 28.5]",266467,30,,,,,2.9648838,,Left Foot,,True,,"[113.7, 29.0]",,Ground Pass,,2.8442926,Incomplete,,Manuel Agudo Durán,6724.0,,,,,,,1,Regular Play,Jonathan Castro Otto,6802.0,Left Back,64,Celta Vigo,209,"['42d49add-2c8e-415f-9795-a8c6fd7d5aba', 'b9e93d95-0b32-42b7-bba9-30edf611f301', 'cbbe4fb6-74c4-489d-85fc-bbf93f9d2fd3']",52,,,,,,,,,,,,,,,,,Celta Vigo,209,00:30:52.802,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,1.567773,,,,,,,,,,,,0aa4f12f-1150-482e-b804-a70127400c03,1359,,"[10.9, 51.3]",266467,30,,,,,0.9552926,,Right Foot,,,,"[20.8, 65.3]",,Ground Pass,,17.146719,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,65,Barcelona,217,['c926e180-f941-4296-9d06-106a74d113bb'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:30:55.252,Pass,,2015/2016
,,,,,,,,,,,,,,,,,2.2074,,,,,,,,,,,,f3a1e56d-ca74-41f0-930f-c0041e5e490a,1362,,"[33.0, 64.2]",266467,30,,,,,0.26660755,,Right Foot,,,,"[56.8, 70.7]",,Ground Pass,,24.671644,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Center Midfield,65,Barcelona,217,['85b4c6bb-4212-4305-91f3-22edad7bcf70'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:30:58.437,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.121241,,,,,,,,,,,,3d5c45fd-fb16-4561-a426-e1f86f0afe91,1373,,"[60.8, 7.1]",266467,31,,,,,2.4139814,,Left Foot,,,,"[41.6, 24.2]",,Ground Pass,,25.710892,,,Gustavo Daniel Cabral Cáceres,6794.0,,,,,,Recovery,1,Regular Play,Sergi Gómez Solà,6804.0,Left Center Back,66,Celta Vigo,209,"['301b7b0e-042a-4711-8df8-afaac4b935ee', 'c4249145-f07e-4188-bcdd-04740b0f1d3a']",7,,,,,,,,,,,,,,,,,Celta Vigo,209,00:31:07.094,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,2.004943,,,,,,,,,,,,981982e7-06fc-41b6-94dd-a51c31550584,1377,,"[30.1, 26.2]",266467,31,,,,,2.4965093,,Right Foot,,,,"[9.9, 41.4]",,Ground Pass,,25.280031,,,Sergio Álvarez Conde,6884.0,,,,,,,1,Regular Play,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,66,Celta Vigo,209,"['4d827a67-1708-4f6d-a1af-281dc43b6ffa', 'ec4e781f-2088-4804-b417-fb09930643eb']",13,,,,,,,,,,,,,,,,,Celta Vigo,209,00:31:13.046,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,5.5262,,,,,,,,,,,,3fd8eade-c840-4fb1-89c7-da0348066060,1381,,"[10.6, 42.3]",266467,31,,,,,0.11871789,,Right Foot,,,,"[82.7, 50.9]",,High Pass,,72.611084,Incomplete,,Daniel Wass,6797.0,,,,,,,1,Regular Play,Sergio Álvarez Conde,6884.0,Goalkeeper,66,Celta Vigo,209,"['45fc2e7d-5eec-4663-ac86-375c0a3cef5e', 'a60ee800-9665-4731-91ee-eee59af4c2be']",16,,,,,,,,,,,,,,,,,Celta Vigo,209,00:31:16.717,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.010983,,,,,,,,,,,,5312d373-1b0d-4ed9-8c15-b0d5d7276658,1387,,"[57.5, 55.5]",266467,31,,,,,0.35877067,,Right Foot,,,,"[67.9, 59.4]",,Ground Pass,,11.107204,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,,1,Regular Play,Augusto Matías Fernández,19668.0,Right Defensive Midfield,66,Celta Vigo,209,"['50cf3498-8f58-44e4-a102-525e87c017a9', 'f2bb11f5-4825-4484-a4ac-97673de91edf']",25,,,,,,,,,,,,,,,,,Celta Vigo,209,00:31:25.115,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,1.429545,,,,,,,,,,,,a1bbebf2-83ad-4168-a105-b69d6c72bc0b,1396,,"[77.4, 50.7]",266467,31,,,,,0.7022569,08f2db62-ec50-4f51-bf86-fc0615e7e7c5,Right Foot,,,,"[89.1, 60.6]",,Ground Pass,,15.3264475,,,Daniel Wass,6797.0,True,,,,,,1,Regular Play,Fabián Ariel Orellana Valenzuela,7105.0,Right Midfield,66,Celta Vigo,209,['c24dcffa-816e-4e25-998d-6393ef8cb5a1'],29,,,,,,,,,,,,,,,,,Celta Vigo,209,00:31:29.421,Pass,,2015/2016
