ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,0.85719,,,,,,,,,,,,725fce68-2e58-457a-9fc2-d4ee06897ea1,17,,,"[61.0, 32.0]",9673,0,,,,,1.401018,,Right Foot,,,"[63.4, 46.0]",,Ground Pass,,14.204225,,Incomplete,,,,,,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Midfield,2,Barcelona,217,['b4af3300-b8dd-4a58-9974-fcb392ce1cff'],9,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.570,Pass,,2017/2018
,,,,,,,,,,,,,,,1.145548,,,,,,,,,,,,4104e64f-72f2-4bf2-8a05-da076ee40c81,21,,,"[63.2, 20.8]",9673,0,,,,,-2.331809,,Right Foot,,,"[57.2, 14.5]",,Ground Pass,,8.7,,Incomplete,,Sergio Escudero Palomo,6718.0,,,,,,1,From Kick Off,Pablo Sarabia García,6720.0,Left Wing,2,Barcelona,217,"['411c257b-9d6b-4358-b1cf-947648ba3cf5', 'b3fe1706-c635-4001-b5db-7e6aab4ae879', 'd47cc7c7-9aee-4266-a9a8-72051aa158e0']",13,,,,,,,,,,,,,,,,Sevilla,213,00:00:13.228,Pass,True,2017/2018
,,,,,,,,,True,,,,,,0.409844,,,,,,,,,,,,d47cc7c7-9aee-4266-a9a8-72051aa158e0,23,,,"[62.9, 65.6]",9673,0,,,,,3.034857,,Left Foot,,,"[54.5, 66.5]",,Ground Pass,,8.448076,,Incomplete,,,,,,,,Interception,1,From Kick Off,Francisco Alcácer García,6402.0,Right Midfield,2,Barcelona,217,"['306d44c5-01a4-43f1-a916-e1b017918373', '4104e64f-72f2-4bf2-8a05-da076ee40c81']",14,,,,,,,,,,,,,,,,Barcelona,217,00:00:14.373,Pass,,2017/2018
,,,,,,,,,,,,,,,1.419779,,,,,,,,,,,,5975a11c-f6d9-4f4f-99f1-933227ca6264,31,,,"[45.8, 71.1]",9673,0,,,,,-2.8617756,,Left Foot,,,"[28.4, 66.1]",,Ground Pass,,18.104143,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Francisco Alcácer García,6402.0,Right Midfield,2,Barcelona,217,['2c0d6a4c-28aa-4a2a-a31b-9ac424535e58'],17,,,,,,,,,,,,,,,,Barcelona,217,00:00:17.594,Pass,,2017/2018
,,,,,,,,,,,,,,,2.439734,,,,,,,,,,,,c968da87-132d-4cfa-a0a2-dc1473db0228,34,,,"[31.3, 65.3]",9673,0,,,,,-1.5627751,,Right Foot,,,"[31.6, 27.9]",,Ground Pass,,37.401203,,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['c7577b00-e092-402e-a744-a6e82370e37c'],21,,,,,,,,,,,,,,,,Barcelona,217,00:00:21.281,Pass,,2017/2018
,,,,,,,,,,,,,,,2.439998,,,,,,,,,,,,dfb6416e-09b9-4844-80d7-0f27ac2e380d,37,,,"[31.3, 27.9]",9673,0,,,,,1.4288993,,Left Foot,,,"[33.3, 41.9]",,Ground Pass,,14.142136,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Samuel Yves Umtiti,5492.0,Left Center Back,2,Barcelona,217,['ffa08b1e-502e-4d44-8076-760169800069'],26,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.595,Pass,,2017/2018
,,,,,,,,,,,,,,,1.106921,,,,,,,,,,,,80a90ca0-8c82-45f4-9d8a-91090a296cd7,40,,,"[35.4, 44.3]",9673,0,,,,,0.41106454,,Right Foot,,,"[58.8, 54.5]",,Ground Pass,,25.526457,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['b2e4580b-2d47-4ac5-8c0c-7f591daff154'],31,,,,,,,,,,,,,,,,Barcelona,217,00:00:31.844,Pass,,2017/2018
,,,,,,,,,,,,,,,0.550261,,,,,,,,,,,,904bcba3-f580-4ca4-a417-5cfe730cb0bf,43,,,"[63.7, 55.9]",9673,0,,,,,-1.3734008,,Left Foot,,,"[64.9, 49.9]",,Ground Pass,,6.1188235,,,,Francisco Alcácer García,6402.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,2,Barcelona,217,['8df52015-0ea7-44ba-b6df-81a8ccbf2ffe'],33,,,,,,,,,,,,,,,,Barcelona,217,00:00:33.211,Pass,,2017/2018
,,,,,,,,,,,,,,,0.908243,,,,,,,,,,,,e384b44e-dd67-415a-976b-ae7fcad78b3b,46,,,"[65.8, 50.1]",9673,0,,,,,0.26269335,,Right Foot,,,"[77.7, 53.3]",,Ground Pass,,12.322743,,Incomplete,,,,,,,,,1,From Kick Off,Francisco Alcácer García,6402.0,Right Midfield,2,Barcelona,217,['889b133d-6452-40f4-bbee-c82d576b940a'],33,,,,,,,,,,,,,,,,Barcelona,217,00:00:33.875,Pass,,2017/2018
,,,,,,,,,True,,,,,,1.159999,,,,,,,,,,,,889b133d-6452-40f4-bbee-c82d576b940a,47,,,"[42.4, 26.8]",9673,0,,,,,-0.045014616,,Left Foot,,,"[53.5, 26.3]",,High Pass,,11.111256,,,,Pablo Sarabia García,6720.0,,,,,Interception,1,Regular Play,Sergio Escudero Palomo,6718.0,Left Back,3,Sevilla,213,"['743229de-b546-4a67-a2b9-91e12d4756a4', 'e384b44e-dd67-415a-976b-ae7fcad78b3b']",34,,,,,,,,,,,,,,,,Sevilla,213,00:00:34.783,Pass,,2017/2018
,,,,,,,,,,,,,,,1.319999,,,,,,,,,,,,302474ad-71db-459d-83f6-5019a002becc,51,,,"[53.3, 28.3]",9673,0,,,,,2.2073045,,Right Foot,,,"[49.9, 32.9]",,Ground Pass,,5.72014,,,,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,,,,,,1,Regular Play,Pablo Sarabia García,6720.0,Left Wing,3,Sevilla,213,"['1a5a1333-919e-4e04-aea9-65c14cc924fa', '5d41af39-529f-4c20-b132-50b3808d4b9a']",37,,,,,,,,,,,,,,,,Sevilla,213,00:00:37.143,Pass,True,2017/2018
,,,,,,,,,,,,,,,0.799998,,,,,,,,,,,,9f6fd442-e2e8-4759-8cfb-1a8d6b55c1c9,54,,,"[52.1, 31.2]",9673,0,,,,,0.5217218,,Right Foot,,,"[68.8, 40.8]",,Ground Pass,,19.26266,,,,Luis Fernando Muriel Fruto,6334.0,,,,,,1,Regular Play,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,Right Defensive Midfield,3,Sevilla,213,['f41c37b9-5375-4d5d-840b-d28e39953d64'],38,,,,,,,,,,,,,,,,Sevilla,213,00:00:38.503,Pass,,2017/2018
,,,,,,,,,,,,,,,0.679991,,,,,,,,,,,,8d1f945d-124d-476b-803e-460d29d98a47,58,,,"[62.0, 36.7]",9673,0,,,,,-2.730528,,Left Foot,,,"[58.1, 35.0]",,Low Pass,,4.2544093,,,,Éver Maximiliano David Banega,5504.0,,,,,,1,Regular Play,Luis Fernando Muriel Fruto,6334.0,Center Forward,3,Sevilla,213,['de915959-988b-4cb6-9b8f-55a8730ad376'],39,,,,,,,,,,,,,,,,Sevilla,213,00:00:39.423,Pass,,2017/2018
,,,,,,,,,,,,,,,2.159996,,,,,,,,,,,,db5f46f1-56d5-4124-aea5-c1687222fadd,63,,,"[58.1, 37.0]",9673,0,,,,,1.7058188,,Right Foot,,,"[54.5, 63.5]",,Ground Pass,,26.74341,,,,Sébastien Corchia,6716.0,,,,,,1,Regular Play,Éver Maximiliano David Banega,5504.0,Center Attacking Midfield,3,Sevilla,213,['e1d9f992-7a32-4989-ad35-21f5df693eeb'],43,,,,,,,,,,,,,,,,Sevilla,213,00:00:43.303,Pass,,2017/2018
,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,740bf241-2346-460b-b98c-105543a5e338,66,,,"[54.0, 63.5]",9673,0,,,,,0.7612483,,Right Foot,,,"[64.6, 73.6]",,Ground Pass,,14.641379,,,,Jesús Navas González,6821.0,,,,,,1,Regular Play,Sébastien Corchia,6716.0,Right Back,3,Sevilla,213,['0ed35f1b-5840-48f4-9374-26e39db626f9'],47,,,,,,,,,,,,,,,,Sevilla,213,00:00:47.183,Pass,,2017/2018
,,,,,,,,,,,,,,,2.039994,,,,,,,,,,,,3f0b6f4d-4950-4fe9-b099-5bdce8f7c32e,69,,,"[62.7, 71.2]",9673,0,,,,,-2.6046002,,Right Foot,,,"[41.2, 58.4]",,Ground Pass,,25.02179,,,,Simon Thorup Kjær,5534.0,,,,,,1,Regular Play,Jesús Navas González,6821.0,Right Wing,3,Sevilla,213,['e838c683-299f-4a31-b29a-443dab4ff010'],48,,,,,,,,,,,,,,,,Sevilla,213,00:00:48.663,Pass,,2017/2018
,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,ba7574ac-0569-4c8b-a7d3-5c2dbec1c2fd,72,,,"[41.2, 58.4]",9673,0,,,,,-0.54756224,,Left Foot,,,"[49.4, 53.4]",,Ground Pass,,9.604166,,,,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,,,,,,1,Regular Play,Simon Thorup Kjær,5534.0,Right Center Back,3,Sevilla,213,['785c9eff-2803-45f9-b200-d83e04f54e2d'],50,,,,,,,,,,,,,,,,Sevilla,213,00:00:50.783,Pass,,2017/2018
,,,,,,,,,,,,,,,0.999999,,,,,,,,,,,,586b83dd-d340-4d24-9b06-873f830edc2b,75,,,"[48.5, 52.9]",9673,0,,,,,-0.86459726,,Right Foot,,,"[51.4, 49.5]",,Ground Pass,,4.4687805,,,,Guido Hernán Pizarro,6715.0,,,,,,1,Regular Play,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,Right Defensive Midfield,3,Sevilla,213,['40cfa460-2e38-4aff-9840-fbdd1df3f4d6'],52,,,,,,,,,,,,,,,,Sevilla,213,00:00:52.663,Pass,,2017/2018
,,,,,,,,,,,,,,,2.839981,,,,,,,,,,,,5a6bb5a5-0ac8-4f5a-af4e-4647133aafa1,78,,,"[57.2, 57.2]",9673,0,,,,,0.6104707,,Right Foot,,,"[83.5, 75.6]",,High Pass,,32.097507,,,,Sébastien Corchia,6716.0,,,,,,1,Regular Play,Guido Hernán Pizarro,6715.0,Left Defensive Midfield,3,Sevilla,213,['12a773c3-b8dd-4ee3-b575-0ce0724cc846'],55,,,,,,,,,,,,,,,,Sevilla,213,00:00:55.463,Pass,,2017/2018
,,,,,,,,,,,,,,,0.799996,,,,,,,,,,,,f836d64f-9ca7-49e3-9215-04af277294fd,81,,,"[83.5, 75.6]",9673,0,,,,,-1.9993706,,Right Foot,,,"[78.2, 64.0]",,Ground Pass,,12.753431,,,,Éver Maximiliano David Banega,5504.0,,,,,,1,Regular Play,Sébastien Corchia,6716.0,Right Back,3,Sevilla,213,['ab96669f-e812-4440-9644-8d733ade1400'],59,,,,,,,,,,,,,,,,Sevilla,213,00:00:59.383,Pass,,2017/2018
,,,,,,,,,,,,,,,1.698256,,,,,,,,,,,,efe01da1-3a60-4b66-9b01-3a85a2316c60,90,,,"[26.7, 30.6]",9673,1,,,,,1.6680496,,Right Foot,,,"[25.5, 42.9]",,Ground Pass,,12.3583975,,,,Nélson Cabral Semedo,6374.0,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Left Defensive Midfield,4,Barcelona,217,['391b9e84-2d29-45ef-a18a-f94b622093ee'],5,,,,,,,,,,,,,,,,Barcelona,217,00:01:05.447,Pass,,2017/2018
,,,,,,,,,,,,,,,2.779159,,,,,,,,,,,,aaa93139-686c-40f2-83e5-8de5bf40fb8d,96,,,"[75.0, 80.0]",9673,1,,,,,-2.8604488,,,,,"[51.8, 73.3]",,Low Pass,,24.148085,,,,Gerard Piqué Bernabéu,5213.0,,,,,Throw-in,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,5,Barcelona,217,['90c0da01-612f-4769-95b5-06b9369cff55'],24,,,,,,,,,,,,,,,,Barcelona,217,00:01:24.108,Pass,,2017/2018
,,,,,,,,,,,,,,,2.041938,,,,,,,,,,,,6260d209-9463-4134-99bd-e5f8679e6837,99,,,"[59.6, 70.2]",9673,1,,,,,-1.6758139,,Right Foot,,,"[55.7, 33.2]",,Ground Pass,,37.20497,,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,5,Barcelona,217,['c542aeff-c381-43f9-ac26-40ce7814eff5'],28,,,,,,,,,,,,,,,,Barcelona,217,00:01:28.652,Pass,,2017/2018
,,,,,,,,,,,,,,,0.958537,,,,,,,,,,,,877ffa23-265b-46af-8f8b-affdd05d025d,102,,,"[66.6, 15.6]",9673,1,,,,,0.34097895,,Left Foot,,,"[72.8, 17.8]",,Ground Pass,,6.5787535,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,5,Barcelona,217,['54c41308-131d-4d26-8e59-9207b4a84c59'],32,,,,,,,,,,,,,,,,Barcelona,217,00:01:32.904,Pass,,2017/2018
,,,,,,,,,,,,,,,0.654688,,,,,,,,,,,,ac564255-3bfa-47b8-a2cf-85389d6f98ed,105,,,"[72.8, 16.8]",9673,1,,,,,-1.3325516,,Right Foot,,,"[74.5, 9.8]",,Ground Pass,,7.203471,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Midfield,5,Barcelona,217,['2a2346f3-71ca-4b35-be91-334d69262fbb'],35,,,,,,,,,,,,,,,,Barcelona,217,00:01:35.424,Pass,,2017/2018
,,,,,,,,,,,,,,,1.063592,,,,,,,,,,,,6208ce68-81f2-45c8-8a85-0dfedbd648c1,108,,,"[75.7, 8.4]",9673,1,,,,,2.427502,,Left Foot,,,"[63.7, 18.8]",,Ground Pass,,15.879546,,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,5,Barcelona,217,['ac11868a-6ca5-4575-84b3-04fe67c41c69'],38,,,,,,,,,,,,,,,,Barcelona,217,00:01:38.249,Pass,,2017/2018
,,,,,,,,,,,,,,,2.364735,,,,,,,,,,,,65d2a3c2-43ba-4513-b359-2d6cc7f235e7,111,,,"[64.1, 20.7]",9673,1,,,,,1.6961855,,Left Foot,,,"[59.6, 56.4]",,Ground Pass,,35.982494,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,5,Barcelona,217,['203c5ac8-42bd-43a7-8e59-ab95b137f811'],40,,,,,,,,,,,,,,,,Barcelona,217,00:01:40.709,Pass,,2017/2018
,,,,,,,,,,,,,,,0.83931,,,,,,,,,,,,90b4789a-14dc-4c00-9cd3-ba7df0e6b1f2,114,,,"[57.9, 53.8]",9673,1,,,,,-0.14116013,,Right Foot,,,"[76.9, 51.1]",,Ground Pass,,19.190884,,,,Ivan Rakitić,5470.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,5,Barcelona,217,['97a51282-1473-4aa7-9a8b-b718f7aec634'],45,,,,,,,,,,,,,,,,Barcelona,217,00:01:45.173,Pass,,2017/2018
,,,,,,,,,,,,,,,0.880636,,,,,,,,,,,,9b5a0c85-2ea9-404f-852a-24e11dd74994,117,,,"[77.2, 50.9]",9673,1,,,,,-1.8513331,,Right Foot,,,"[72.1, 33.2]",,Ground Pass,,18.420097,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Left Defensive Midfield,5,Barcelona,217,['48862a13-b170-4643-89b9-96d7934110a7'],47,,,,,,,,,,,,,,,,Barcelona,217,00:01:47.142,Pass,,2017/2018
,,,,,,,,,,,,,,,1.229658,,,,,,,,,,,,509bc903-bec7-4819-9e57-195484993726,122,,,"[70.2, 36.6]",9673,1,,,,,-0.07719437,,Left Foot,,,"[88.3, 35.2]",,Ground Pass,,18.154062,,Unknown,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,5,Barcelona,217,['7f49f10f-cd7f-4507-82d0-e9d99c3193fb'],50,,,,,,,,,,,,,,,,Barcelona,217,00:01:50.279,Pass,,2017/2018
,,,,,,,,,,,,,,,2.458881,,,,,,,,,,,,d2adc2ff-ad59-490b-adf2-17ec7b7ea708,131,,,"[87.1, 35.2]",9673,2,,,,,2.2193735,,Right Foot,,,"[75.2, 50.9]",,High Pass,,19.700254,,,,Nélson Cabral Semedo,6374.0,,,,,Recovery,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,6,Barcelona,217,['34e67768-8fde-49b0-ab5d-55dc323dc088'],41,,,,,,,,,,,,,,,,Barcelona,217,00:02:41.908,Pass,,2017/2018
,,,,,,,,,,,,,,,1.013476,,,,,,,,,,,,f68b1dd4-c426-4553-aed7-aa078906a8b0,134,,,"[71.9, 48.9]",9673,2,,,,,0.1308274,,Head,,,"[87.1, 50.9]",,Low Pass,,15.331015,,Incomplete,,,,,,,,,1,From Free Kick,Nélson Cabral Semedo,6374.0,Right Back,6,Barcelona,217,"['31933f77-b6d1-4f56-8958-90a35a919a71', '3c04805d-f1b0-4b21-a3a0-b938f24b4123']",44,,,,,,,,,,,,,,,,Barcelona,217,00:02:44.407,Pass,True,2017/2018
