50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.0227,,,,,,,,,,,,,fefac401-6577-40f7-8b2d-ad0de01c73af,981,,"[46.1, 24.2]",266420,22,,,,,-0.015871683,,Right Foot,,,"[58.7, 24.0]",,Ground Pass,,12.601587,,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,40,Barcelona,217,['b83521cc-66ef-4b92-82f9-d9d79327f9e4'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:22:08.960,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.514577,,,,,,,,,,,,,8cdb91af-6890-4bbd-861e-66f61f47f424,985,,"[58.2, 23.0]",266420,22,,,,,2.6110349,,Right Foot,,,"[50.7, 27.4]",,Low Pass,,8.695401,,,Incomplete,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,40,Barcelona,217,"['4acbdc7d-f845-4eb3-b259-68cd928c6498', '96d83ae2-2e41-4c4d-abe4-a3b831b0a132', 'b612ee13-945e-4c83-90f5-6a1dd5533166']",10,,,,,,,,,,,,,,,,,Barcelona,217,00:22:10.023,Pass,True,2013/2014
,,,,,,,,,,,,,,,,0.940427,,,,,,,,,,,,,2b6c7582-be41-4157-ac60-071b5546d383,990,,"[66.7, 55.6]",266420,22,,,,,0.70023876,,Right Foot,,,"[75.6, 63.1]",,Ground Pass,,11.638728,,,,Jesús Joaquín Fernández Sáez de la Torre,7022.0,,,,,,1,Regular Play,José Antonio García Rabasco,24149.0,Right Center Midfield,41,Almería,403,"['075c4f06-98ba-4cba-934d-98a2ae13a005', '9e99bd98-c0ee-444a-86b8-df698a340a22']",12,,,,,,,,,,,,,,,,,Almería,403,00:22:12.291,Pass,True,2013/2014
,,,,,,,,,,,,,,,,0.961958,,,,,,,,,,,,,e4d81632-4a39-4386-8a93-af2fc082ebf5,994,,"[73.8, 65.0]",266420,22,,,,,-0.9491364,,Left Foot,,,"[78.6, 58.3]",,Ground Pass,,8.241966,,,Unknown,Rodrigo Ríos Lozano,24145.0,,,,,,1,Regular Play,Jesús Joaquín Fernández Sáez de la Torre,7022.0,Right Wing,41,Almería,403,"['01b45050-1cda-4eb8-861e-2be49f8c0211', 'c6f42272-4036-490d-ac1a-5c87ded8a78d']",14,,,,,,,,,,,,,,,,,Almería,403,00:22:14.116,Pass,True,2013/2014
,,,,,,,,,,,,,,,,2.94831,,,,,,,,,,,,,3a02323d-dcd2-4218-9829-14421c8aa964,998,,"[74.3, 56.5]",266420,22,,,,,-0.76909524,,Right Foot,,,"[111.7, 20.3]",,High Pass,,52.049976,,,,Aleix Vidal Parreu,6400.0,,,,,Free Kick,1,From Free Kick,José Antonio García Rabasco,24149.0,Right Center Midfield,42,Almería,403,['5f1ead07-2884-40de-ba42-75d1bdff828f'],43,,,,,,,,,,,,,,,,,Almería,403,00:22:43.827,Pass,,2013/2014
,,,,,,,,,,,,,,,,2.18701,,,,,,,,,,,,,6f3b1732-b563-4ea4-93e2-0a4b11dc68a2,1005,,"[9.4, 43.0]",266420,23,,True,,,0.34668392,,Left Foot,,,"[94.1, 73.6]",,High Pass,,90.05804,,,,Jesús Joaquín Fernández Sáez de la Torre,7022.0,,,,,,1,From Free Kick,Esteban Andrés Suárez,25971.0,Goalkeeper,42,Almería,403,['9c5d7104-b41c-4259-8103-00d405494051'],28,,,,,,,,,,,,,,,,,Almería,403,00:23:28.385,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.296198,,,,,,,,,,,,,60f79b15-683e-4ac7-b6bd-f09993c1a387,1009,,"[95.4, 73.6]",266420,24,,,,,-1.1180179,091642a7-7c6f-42be-b9a3-f294da10d861,Right Foot,True,,"[108.0, 47.7]",,High Pass,,28.802258,,,,Fernando Soriano Marco,26435.0,True,,,,Free Kick,1,From Free Kick,José Antonio García Rabasco,24149.0,Right Center Midfield,43,Almería,403,['3a85c66d-83c3-4554-a96e-b957573a19eb'],0,,,,,,,,,,,,,,,,,Almería,403,00:24:00.476,Pass,,2013/2014
,,,,,,,,,,,,,,,,3.0065,,,,,,,,,,,,,8b9ab5ec-578c-4c21-999a-b896dd8ba529,1014,,"[7.0, 45.0]",266420,24,,True,,,0.41552463,,Right Foot,,,"[82.7, 78.4]",,High Pass,,82.74086,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,Goal Kick,1,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,44,Barcelona,217,['dbfe16f3-ffda-4ef9-aecb-cd021cea6bb6'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:24:13.444,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.440862,,,,,,,,,,,,,e5c5f093-6494-4d84-bf83-945c8d7ade33,1016,,"[104.9, 67.9]",266420,24,,,,,-1.9290049,,Right Foot,,,"[97.6, 48.4]",,Ground Pass,,20.821623,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,From Goal Kick,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,44,Barcelona,217,['0f5a36f7-74d0-4fbd-87b4-943f35fae836'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:24:19.282,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.346045,,,,,,,,,,,,,627dcd8b-9798-4373-90a0-10959997bd6e,1020,,"[95.5, 45.9]",266420,24,,,,,-2.7349403,,Right Foot,,,"[81.8, 40.0]",,Ground Pass,,14.916434,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Goal Kick,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,44,Barcelona,217,"['133b79f6-fa86-45a6-97b8-0a5f805b2390', 'ed7c58a5-2cad-41a6-a225-7c5a708316e1']",21,,,,,,,,,,,,,,,,,Barcelona,217,00:24:21.371,Pass,True,2013/2014
,,,,,,,,,,,,,,,,1.112758,,,,,,,,,,,,,51eefac8-4afd-43ac-b2b8-ed6d6a24feb9,1023,,"[81.8, 40.0]",266420,24,,,,,-0.9786096,,Right Foot,,,"[85.5, 34.5]",,Ground Pass,,6.6287255,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Goal Kick,Andrés Iniesta Luján,5216.0,Right Center Midfield,44,Barcelona,217,['9be1d1d2-25b3-4b87-a488-1d9d52aa005a'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:24:22.860,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.367044,,,,,,,,,,,,,637d51c7-e072-48f0-941d-e824b525f50a,1026,,"[85.5, 34.5]",266420,24,,,,,2.6078844,,Left Foot,,,"[81.1, 37.1]",,Low Pass,,5.110773,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,44,Barcelona,217,['e5fc42d9-3fac-486f-a066-add70afa2c45'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:24:24.004,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.245881,,,,,,,,,,,,,ba96cb87-a114-4c93-a262-276fb72807a3,1029,,"[81.1, 37.1]",266420,24,,,,,-1.5707964,,Right Foot,,,"[81.1, 24.8]",,Ground Pass,,12.3,,,,Adriano Correia Claro,22102.0,,,,,,1,From Goal Kick,Andrés Iniesta Luján,5216.0,Right Center Midfield,44,Barcelona,217,['df5d177f-a98d-4845-bf0d-e09dcb538138'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:24:24.411,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.227429,,,,,,,,,,,,,23c3d8c9-dc8c-4e85-90e8-bdbe5572b576,1032,,"[81.1, 24.8]",266420,24,,,,,1.6412677,,Left Foot,,,"[80.5, 33.3]",,Ground Pass,,8.521151,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Goal Kick,Adriano Correia Claro,22102.0,Left Back,44,Barcelona,217,['42da4c9e-8684-4bdc-95ea-515ea9bd153e'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:24:26.146,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.774663,,,,,,,,,,,,,98e56b68-4b6c-4289-a8d2-daff62fe6ddd,1036,,"[79.4, 31.3]",266420,24,,,,,-1.6373645,,Right Foot,,,"[78.9, 23.8]",,Ground Pass,,7.5166483,,,,Adriano Correia Claro,22102.0,,,,,,1,From Goal Kick,Andrés Iniesta Luján,5216.0,Right Center Midfield,44,Barcelona,217,"['389d6c0e-b72e-4a5b-9834-983c51b5e03f', '7952f0fd-e970-4f40-aed1-969afa62b37b']",28,,,,,,,,,,,,,,,,,Barcelona,217,00:24:28.254,Pass,True,2013/2014
,,,,,,,,,,,,,,,,1.402773,,,,,,,,,,,,,4e2c56f0-9356-4780-b81e-e1e2c6ae558b,1040,,"[79.6, 18.4]",266420,24,,,,,2.2283685,,Left Foot,,,"[65.7, 36.4]",,Low Pass,,22.742252,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Goal Kick,Adriano Correia Claro,22102.0,Left Back,44,Barcelona,217,"['07944b0b-965d-4e23-897f-ce30fb5ad825', 'eac2fb50-1c2d-4cc5-9c66-44b50fccd2d8']",29,,,,,,,,,,,,,,,,,Barcelona,217,00:24:29.796,Pass,True,2013/2014
,,,,,,,,,,,,,,,,1.825557,,,,,,,,,,,,,2950e00a-7e8d-439d-b55e-f372b0f1dd73,1043,,"[66.1, 38.0]",266420,24,,,,,1.7645378,,Right Foot,,,"[63.0, 53.8]",,Ground Pass,,16.101242,,,,Marc Bartra Aregall,7068.0,,,,,,1,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,44,Barcelona,217,['bb448fca-d7c6-4bcd-8d17-84ee09861929'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:24:32.279,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.786241,,,,,,,,,,,,,ba4b2869-f98f-443a-af78-bd7219e31a68,1046,,"[65.3, 57.8]",266420,24,,,,,0.37874582,,Right Foot,,,"[75.1, 61.7]",,Ground Pass,,10.547511,,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,From Goal Kick,Marc Bartra Aregall,7068.0,Right Center Back,44,Barcelona,217,['6bc2c35c-f7e8-4b27-bee1-11abce5ffba4'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:24:35.386,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.039232,,,,,,,,,,,,,e01c37f4-0893-422f-bc96-3e4bf725a180,1049,,"[75.6, 61.8]",266420,24,,,,,3.0110266,,Right Foot,,,"[65.7, 63.1]",,Ground Pass,,9.984989,,,,Marc Bartra Aregall,7068.0,,,,,,1,From Goal Kick,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,44,Barcelona,217,['a54bb1b1-70d8-4f0d-91fa-234f3bdfc4d4'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:24:36.252,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.636247,,,,,,,,,,,,,0156d370-6509-429a-8d77-918c44db8889,1052,,"[65.7, 63.1]",266420,24,,,,,0.85860044,,Right Foot,,,"[79.6, 79.2]",,Ground Pass,,21.270166,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Goal Kick,Marc Bartra Aregall,7068.0,Right Center Back,44,Barcelona,217,['af265953-22ba-4866-885b-856e2ebd8b23'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:24:37.331,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.574632,,,,,,,,,,,,,a3fa30c7-f2c0-4572-8ccb-668a3fdfb5e8,1055,,"[79.7, 79.4]",266420,24,,,,,-1.5033313,,Right Foot,,,"[80.2, 72.0]",,Ground Pass,,7.4168725,,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,From Goal Kick,Daniel Alves da Silva,4324.0,Right Back,44,Barcelona,217,['f6d57b77-74c2-4603-ab70-d73298fe0e50'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:24:39.961,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.971,,,,,,,,,,,,,824a4420-f7f4-4c1a-a810-6e8f1c28b94b,1059,,"[78.8, 70.0]",266420,24,,,,,2.1934671,,Right Foot,,,"[73.2, 77.8]",,Ground Pass,,9.602083,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Goal Kick,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,44,Barcelona,217,"['1437e6f3-77e9-4f67-be0d-e249b0e446fb', 'dccdc36f-46f6-4d86-b2a5-b226835b8806']",40,,,,,,,,,,,,,,,,,Barcelona,217,00:24:40.753,Pass,True,2013/2014
,,,,,,,,,,,,,,,,1.692258,,,,,,,,,,,,,00203e75-336d-47ed-afb7-8bfca111fc3b,1062,,"[73.0, 77.8]",266420,24,,,,,-2.6360977,,Left Foot,,,"[57.1, 69.0]",,Ground Pass,,18.172781,,,,Marc Bartra Aregall,7068.0,,,,,,1,From Goal Kick,Daniel Alves da Silva,4324.0,Right Back,44,Barcelona,217,['9a1bfc42-f215-46ab-a732-974d909bcd80'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:24:41.764,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.86539,,,,,,,,,,,,,e6745d6b-fd39-4b0d-a591-8415ac6cc562,1065,,"[64.2, 65.8]",266420,24,,,,,0.016573068,,Right Foot,,,"[82.3, 66.1]",,Ground Pass,,18.102486,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Goal Kick,Marc Bartra Aregall,7068.0,Right Center Back,44,Barcelona,217,['06e9f725-c40b-4803-b3c8-51aadc61f60e'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:24:46.890,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.203826,,,,,,,,,,,,,92723cd1-ac19-44a9-8f75-5d0b0629e177,1068,,"[88.8, 63.4]",266420,24,,,,,0.6202495,,Right Foot,,,"[101.4, 72.4]",,Ground Pass,,15.484185,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,1,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,44,Barcelona,217,['4442b4f4-7100-46b1-979c-56ffec4970cb'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:24:49.976,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.7879,,,,,,,,,,,,,696a3bed-f7fd-4d2c-8951-c4d00ee650dd,1073,,"[119.8, 59.3]",266420,24,,,,,-1.761171,,Right Foot,True,,"[116.1, 40.1]",,Low Pass,,19.55326,,,Incomplete,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,From Goal Kick,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,44,Barcelona,217,"['12bf5bc8-31e3-40a7-9081-91ecc507d394', 'd9e82276-8918-4619-bd6e-6eaed8570a6a']",56,,,,,,,,,,,,,,,,,Barcelona,217,00:24:56.508,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.110036,,,,,,,,,,,,,a8296c1a-905d-4252-9340-551ad39634c1,1076,,"[102.9, 62.1]",266420,25,,,,,3.009041,,Head,,,"[95.4, 63.1]",,Low Pass,,7.566373,,,,Daniel Alves da Silva,4324.0,,,,,Recovery,1,From Goal Kick,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,44,Barcelona,217,['848e6048-d523-4eb1-a77d-079d01a82e8b'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:25:01.554,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.73449,,,,,,,,,,,,,b7fe171c-871a-483a-a215-14060e910e28,1080,,"[90.1, 62.1]",266420,25,,,,,-1.9607142,,Left Foot,,,"[87.1, 54.8]",,Ground Pass,,7.892401,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Goal Kick,Daniel Alves da Silva,4324.0,Right Back,44,Barcelona,217,"['048bf343-5ee5-4f17-94b4-265d9fad0f2f', '21cc629a-1186-42f2-a653-1c4f863d08e0']",3,,,,,,,,,,,,,,,,,Barcelona,217,00:25:03.558,Pass,True,2013/2014
,,,,,,,,,,,,,,,,1.01361,,,,,,,,,,,,,c164dcc4-1110-4fd7-a5fd-f925fe52df8e,1083,,"[87.1, 54.8]",266420,25,,,,,0.72199124,,Right Foot,,,"[100.5, 66.6]",,Ground Pass,,17.85497,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,1,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,44,Barcelona,217,['26091e56-f709-4732-b933-5966774b55ab'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:25:04.333,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.3209,,,,,,,,,,,,,e85edcb2-362d-4d0d-b213-32e79685a064,1087,,"[114.5, 60.1]",266420,25,,,,,-2.1390173,,Right Foot,True,True,"[106.2, 47.1]",,Ground Pass,,15.423683,,,Incomplete,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Goal Kick,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,44,Barcelona,217,"['42cdd86d-56c0-4a64-b901-ca6a6ee44562', '5d93e082-a37b-4063-aa61-37833f2947a8', '6baa1077-4c82-4a74-94ad-c88656444f42']",8,,,,,,,,,,,,,,,,,Barcelona,217,00:25:08.330,Pass,True,2013/2014
,,,,,,,,,,,,,,,,1.545523,,,,,,,,,,,,,7d1a74e2-ab50-4dc3-9582-7d084639def9,1095,,"[6.0, 36.0]",266420,25,,True,,,0.5644775,,Right Foot,,,"[31.9, 52.4]",,Ground Pass,,30.655668,,,,José Antonio García Rabasco,24149.0,,,,,Goal Kick,1,From Goal Kick,Esteban Andrés Suárez,25971.0,Goalkeeper,45,Almería,403,['38e28081-aa66-41a0-975d-b19bb2bc845f'],29,,,,,,,,,,,,,,,,,Almería,403,00:25:29.250,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.367,,,,,,,,,,,,,dd02d9b1-8d34-40aa-a301-7911b9086c92,1097,,"[28.7, 34.3]",266420,25,,,,,-0.42178726,,Right Foot,,,"[52.1, 23.8]",,Ground Pass,,25.647806,,,,Fernando Soriano Marco,26435.0,,,,,,1,From Goal Kick,José Antonio García Rabasco,24149.0,Right Center Midfield,45,Almería,403,['03d3e2fd-6476-4554-ac83-75a9da505d6c'],37,,,,,,,,,,,,,,,,,Almería,403,00:25:37.750,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.76577,,,,,,,,,,,,,9f37d372-1500-4464-9d1f-159b62ec66ae,1103,,"[49.9, 23.3]",266420,26,,True,,,1.2433962,,Left Foot,,,"[51.7, 28.6]",,Ground Pass,,5.5973206,,,,José Antonio García Rabasco,24149.0,,,,,Free Kick,1,From Free Kick,Christian Fernández Salas,24075.0,Left Back,46,Almería,403,['650f6c19-078b-4bb6-9a6f-f07a910e9819'],23,,,,,,,,,,,,,,,,,Almería,403,00:26:23.604,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.979931,,,,,,,,,,,,,21b5fa54-a6ea-4418-be2a-ffddf174dd28,1105,,"[52.3, 30.2]",266420,26,,,,,1.4801364,,Left Foot,,,"[53.3, 41.2]",,Ground Pass,,11.045361,,,,Marcos Tébar Ramiro,27247.0,,,,,,1,From Free Kick,José Antonio García Rabasco,24149.0,Right Center Midfield,46,Almería,403,['55ce72ec-1d9f-40fb-8116-5db6c1165383'],25,,,,,,,,,,,,,,,,,Almería,403,00:26:25.022,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.007399,,,,,,,,,,,,,0b13307d-fb68-4be2-ac85-ee2e7c279127,1108,,"[58.0, 48.2]",266420,26,,,,,1.184619,,Right Foot,,,"[65.4, 66.4]",,Ground Pass,,19.646883,,,,Nélson Augusto Tomar Marcos,26589.0,,,,,,1,From Free Kick,Marcos Tébar Ramiro,27247.0,Left Center Midfield,46,Almería,403,['4f02c2b4-b180-4b7e-854d-293cc950c0a0'],30,,,,,,,,,,,,,,,,,Almería,403,00:26:30.367,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.199243,,,,,,,,,,,,,ffa23e6e-ac3f-456b-9f61-f7298f728319,1111,,"[65.5, 67.1]",266420,26,,,,,0.48369506,,Left Foot,,,"[81.3, 75.4]",,Ground Pass,,17.847408,,,,Jesús Joaquín Fernández Sáez de la Torre,7022.0,,,,,,1,From Free Kick,Nélson Augusto Tomar Marcos,26589.0,Right Back,46,Almería,403,['b6310eeb-4a27-4d85-afa7-926368f30455'],31,,,,,,,,,,,,,,,,,Almería,403,00:26:31.953,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.224807,,,,,,,,,,,,,38e9c6f1-a88e-4e7e-baa8-529d0d646535,1114,,"[80.5, 74.4]",266420,26,,,,,0.0,,Left Foot,,,"[93.6, 74.4]",,Ground Pass,,13.1,,,,Rodrigo Ríos Lozano,24145.0,,,,,,1,From Free Kick,Jesús Joaquín Fernández Sáez de la Torre,7022.0,Right Wing,46,Almería,403,['6d58cdb2-b68a-48d0-8b96-348cfdaeb8b1'],33,,,,,,,,,,,,,,,,,Almería,403,00:26:33.691,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.681232,,,,,,,,,,,,,21c576b9-b85a-4b9d-bf60-e2ab0ab26c25,1122,,"[105.4, 76.6]",266420,26,,,,,-2.97569,,Left Foot,,,"[83.9, 73.0]",,Ground Pass,,21.799313,,,,Nélson Augusto Tomar Marcos,26589.0,,,,,,1,From Free Kick,Rodrigo Ríos Lozano,24145.0,Center Forward,46,Almería,403,['a4c79b27-978c-4bf0-bbd6-9e80d6be3f81'],39,,,,,,,,,,,,,,,,,Almería,403,00:26:39.378,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.952978,,,,,,,,,,,,,c51d42be-d84e-4b6b-ad38-4a8df8b2bacb,1130,,"[36.9, 13.3]",266420,26,,,,,-1.060308,,Left Foot,,,"[41.1, 5.8]",,Ground Pass,,8.595929,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,46,Almería,403,"['35348e7c-4287-4b2b-8b5b-ee2e7fc89d2f', 'a8d82ba9-c728-4013-9784-ed7dc0ed3334']",45,,,,,,,,,,,,,,,,,Barcelona,217,00:26:45.584,Pass,True,2013/2014
,,,,,,,,,,,,,,,,0.2592,,,,,,,,,,,,,bd5d7ed3-eff1-4b33-b0c9-70ce916973bd,1134,,"[44.8, 4.7]",266420,26,,,,,0.6202495,,Left Foot,,,"[48.3, 7.2]",,Low Pass,,4.3011627,,,Incomplete,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,46,Almería,403,"['3bf21898-e826-4bb8-8cf8-25b1ebfdebe2', 'a7a51f8c-f9ba-4251-a7cb-adbcb572b856']",49,,,,,,,,,,,,,,,,,Barcelona,217,00:26:49.848,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.990288,,,,,,,,,,,,,6df0ba45-7d26-401c-a55c-171036d85bde,1141,,"[72.1, 67.1]",266420,26,,,,,-2.1854594,,Right Foot,,,"[67.3, 60.3]",,Ground Pass,,8.323461,,,,Marcos Tébar Ramiro,27247.0,,,,,,1,From Free Kick,Nélson Augusto Tomar Marcos,26589.0,Right Back,46,Almería,403,['94c567f3-e110-4c8d-95fe-0964ee7d2240'],53,,,,,,,,,,,,,,,,,Almería,403,00:26:53.041,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.176795,,,,,,,,,,,,,35a2b4ae-b0ab-47b8-846b-0cb2b08535e3,1144,,"[67.3, 60.3]",266420,26,,,,,-2.0017452,,Right Foot,,,"[63.3, 51.6]",,Ground Pass,,9.57549,,,,José Antonio García Rabasco,24149.0,,,,,,1,From Free Kick,Marcos Tébar Ramiro,27247.0,Left Center Midfield,46,Almería,403,['092733c4-2b63-41d7-bad2-da2c6e843f0c'],54,,,,,,,,,,,,,,,,,Almería,403,00:26:54.900,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.295,,,,,,,,,,,,,23863ce3-f6a2-4e60-961a-33e2878a5035,1147,,"[62.2, 46.5]",266420,26,,,,,-1.1053725,,Left Foot,,,"[73.5, 24.0]",,Ground Pass,,25.178165,,,,Aleix Vidal Parreu,6400.0,,,,,,1,From Free Kick,José Antonio García Rabasco,24149.0,Right Center Midfield,46,Almería,403,['8360a8dc-103b-4bd5-9151-625ed44daf32'],57,,,,,,,,,,,,,,,,,Almería,403,00:26:57.478,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.8168,,,,,,,,,,,,,1ad2090d-4138-4c61-8505-30ce8b28c9e5,1157,,"[59.0, 47.8]",266420,27,,True,,,2.1910458,,Right Foot,,,"[46.0, 66.0]",,Ground Pass,,22.366045,,,,Marc Bartra Aregall,7068.0,,,,,Free Kick,1,From Free Kick,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,48,Barcelona,217,['ff987f2a-34e5-4212-94ce-350a1741e6f2'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:27:40.280,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.0333,,,,,,,,,,,,,2a60340e-f50f-496c-b8fc-726df733c8a5,1159,,"[51.0, 68.0]",266420,27,,True,,,0.8891905,,Right Foot,,,"[59.6, 78.6]",,Ground Pass,,13.649908,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Free Kick,Marc Bartra Aregall,7068.0,Right Center Back,48,Barcelona,217,['157b4e98-137d-4351-ac8f-d0e3a3c8d761'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:27:42.145,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.2569,,,,,,,,,,,,,34a56c50-b029-412f-849f-dcfb4848b9c8,1162,,"[58.5, 78.1]",266420,27,,,,,3.0309355,,Right Foot,,,"[55.8, 78.4]",,Ground Pass,,2.7166154,,,Incomplete,Marc Bartra Aregall,7068.0,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,48,Barcelona,217,"['1aabce7d-2ad3-4700-92d4-541b539330c4', '4a824e58-1d37-4678-a2f4-eeb9dad73605', '6cceff24-b9d4-4fac-b58d-306ba30f6129']",44,,,,,,,,,,,,,,,,,Barcelona,217,00:27:44.704,Pass,True,2013/2014
