50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,player_off_permanent,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,1.1383,,,,,,,,,,,,,90dd76bc-debc-43de-82c3-dc8a44ae507a,3571,,,"[38.4, 17.0]",69299,82,,,,,1.7719846,,Left Foot,,,,"[35.3, 32.2]",,Ground Pass,,15.5128975,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Goal Kick,Eric-Sylvain Bilal Abidal,20177.0,,Left Back,166,Barcelona,217,['311708f7-8a33-46c5-a643-b0561010f9a6'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:12.852,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.785158,,,,,,,,,,,,,f62b2c42-467b-4e64-ada5-83e21af8e611,3574,,,"[54.6, 30.1]",69299,82,,,,,-1.1686823,,Right Foot,,,,"[58.3, 21.4]",,Ground Pass,,9.4541,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Goal Kick,Gerard Piqué Bernabéu,5213.0,,Right Center Back,166,Barcelona,217,['122745c0-2a24-4ebd-be15-b6e646c80606'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:17.347,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.9113,,,,,,,,,,,,,a3e0d361-dba4-4dff-b5f0-4467d2ffe403,3577,,,"[57.8, 21.0]",69299,82,,,,,2.5440361,,Left Foot,,,,"[50.6, 25.9]",,Ground Pass,,8.70919,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,,Center Forward,166,Barcelona,217,['3afe9c18-03c8-49ac-947b-9ccf434f9843'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:18.271,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.065359,,,,,,,,,,,,,a29a57cf-713a-451a-92bd-71e05a2efa08,3580,,,"[51.4, 27.3]",69299,82,,,,,1.0460006,,Right Foot,,,,"[54.7, 33.0]",,Ground Pass,,6.5863495,,,,Xavier Hernández Creus,20131.0,,,,,,2,From Goal Kick,Sergio Busquets i Burgos,5203.0,,Center Defensive Midfield,166,Barcelona,217,['be8260be-5f94-404e-a483-c831b475afa5'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:20.222,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.307518,,,,,,,,,,,,,6cf1514a-0e7b-421c-8f9a-290f515f6981,3584,,,"[56.4, 40.6]",69299,82,,,,,2.4815836,,Right Foot,,,,"[49.7, 45.8]",,Ground Pass,,8.481155,,,,Carles Puyol i Saforcada,20125.0,,,,,,2,From Goal Kick,Xavier Hernández Creus,20131.0,,Right Center Midfield,166,Barcelona,217,"['77eed301-d34e-4864-aa6d-6b923fd6ef52', '855e72e7-bc2c-4588-9b32-3d31a9532564']",22,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:22.626,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,,5.620376,,,,,,,,,,,,,24093856-ea78-4310-a56f-c80759e70c7b,3587,,,"[54.1, 53.1]",69299,82,,,,,-0.6498247,,Right Foot,,,,"[109.5, 11.0]",,High Pass,,69.58139,,Incomplete,,Bojan Krkíc Pérez,4913.0,,True,,,,2,From Goal Kick,Carles Puyol i Saforcada,20125.0,,Left Center Back,166,Barcelona,217,"['3157abcb-453e-475f-a600-26ee7ff826ee', '54475563-f114-45a1-a429-6c2c347d1efd']",27,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:27.016,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.938018,,,,,,,,,,,,,0378d6fe-ed61-468e-b2f5-6a95b041a1a4,3596,,,"[68.0, 12.5]",69299,82,,,,,1.5378412,,Left Foot,,,,"[68.3, 21.6]",,Low Pass,,9.104943,,,,Sergio Busquets i Burgos,5203.0,,,,,Recovery,2,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,,Center Forward,166,Barcelona,217,['afdd29fc-ef5e-416b-b61b-eb34048f0b12'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:37.871,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.7143,,,,,,,,,,,,,176486dc-ece3-43e1-adfd-945abc96bdcd,3599,,,"[68.3, 23.3]",69299,82,,,,,-1.9082524,,Right Foot,,,,"[66.3, 17.6]",,Ground Pass,,6.040695,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Goal Kick,Sergio Busquets i Burgos,5203.0,,Center Defensive Midfield,166,Barcelona,217,['de7de01a-eb59-475b-a53b-8b60b5a1a83c'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:38.876,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.162656,,,,,,,,,,,,,59248814-a41f-4256-8f87-09c7b1d86f4c,3602,,,"[65.4, 17.7]",69299,82,,,,,1.5707964,,Left Foot,,,,"[65.4, 29.2]",,Ground Pass,,11.5,,,,Xavier Hernández Creus,20131.0,,,,,,2,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,,Center Forward,166,Barcelona,217,['a9043c2a-5c39-417b-a358-2f254739d5f2'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:39.630,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.012529,,,,,,,,,,,,,8aee2b81-f299-4415-bd45-09771d02d0e3,3605,,,"[70.5, 33.9]",69299,82,,,,,1.4948556,,Right Foot,,,,"[71.9, 52.3]",,Ground Pass,,18.453184,,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Goal Kick,Xavier Hernández Creus,20131.0,,Right Center Midfield,166,Barcelona,217,['97a36592-a933-418f-9042-4e554ac8aba9'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:41.864,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.667177,,,,,,,,,,,,,7e1e41fc-b5a2-466a-83bf-74a180c7152d,3608,,,"[71.9, 52.3]",69299,82,,,,,-1.4357018,,Right Foot,,,,"[73.3, 42.0]",,Ground Pass,,10.394711,,,,Xavier Hernández Creus,20131.0,,,,,,2,From Goal Kick,Andrés Iniesta Luján,5216.0,,Left Center Midfield,166,Barcelona,217,['fdd99281-29db-4285-96a2-cd91995bc296'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:42.889,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.363022,,,,,,,,,,,,,45c42ac9-39d2-4c26-9316-5cfed293ffba,3612,,,"[73.7, 42.6]",69299,82,,,,,1.9916685,,Right Foot,,,,"[64.3, 63.6]",,Ground Pass,,23.007824,,,,Daniel Alves da Silva,4324.0,,,,,,2,From Goal Kick,Xavier Hernández Creus,20131.0,,Right Center Midfield,166,Barcelona,217,['fdcf6192-baf6-4657-8654-fe942aa41d06'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:44.505,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.840881,,,,,,,,,,,,,83af3e7c-ea37-4451-9e31-b1f85ec50307,3615,,,"[64.3, 63.6]",69299,82,,,,,-0.97303796,,Right Foot,,,,"[67.5, 58.9]",,Ground Pass,,5.6859474,,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Goal Kick,Daniel Alves da Silva,4324.0,,Right Back,166,Barcelona,217,['3906062c-d0f3-4b21-8e69-c1c605ce27ad'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:45.908,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.640258,,,,,,,,,,,,,20235424-ea73-4a14-8540-86552f4bc088,3618,,,"[66.9, 58.9]",69299,82,,,,,2.5973122,,Right Foot,,,,"[63.1, 61.2]",,Ground Pass,,4.4418464,,,,Daniel Alves da Silva,4324.0,,,,,,2,From Goal Kick,Andrés Iniesta Luján,5216.0,,Left Center Midfield,166,Barcelona,217,['0c8b1c48-8d30-4d88-9761-bdb37127bb94'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:46.789,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.157277,,,,,,,,,,,,,4a799bcb-8f77-4ef5-99a0-7ec2592c372d,3622,,,"[63.8, 54.9]",69299,82,,,,,-1.5872784,,Right Foot,,,,"[63.5, 36.7]",,Ground Pass,,18.202473,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Goal Kick,Daniel Alves da Silva,4324.0,,Right Back,166,Barcelona,217,['62979c7c-00fa-410b-9312-55d073803c8e'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:48.210,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.1762,,,,,,,,,,,,,a7dbf2c1-846e-40e6-8f18-b07ea0b04f61,3625,,,"[63.5, 36.7]",69299,82,,,,,-2.8054545,,Right Foot,,,,"[55.2, 33.8]",,Ground Pass,,8.792042,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Goal Kick,Sergio Busquets i Burgos,5203.0,,Center Defensive Midfield,166,Barcelona,217,['9a4865e4-6a38-4791-b868-eaf3ca251f35'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:49.519,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.404628,,,,,,,,,,,,,7e0a532a-1f2a-48c1-9f7c-28131c40dc3b,3628,,,"[57.7, 31.2]",69299,82,,,,,-1.0554445,,Right Foot,,,,"[72.2, 5.6]",,Low Pass,,29.421251,,,,Bojan Krkíc Pérez,4913.0,,,,,,2,From Goal Kick,Gerard Piqué Bernabéu,5213.0,,Right Center Back,166,Barcelona,217,['67f5129e-399f-46b1-9cc4-2d27504c3b32'],51,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:51.834,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.098313,,,,,,,,,,,,,2f296ae7-72e5-435f-85a5-e6f3a82acae9,3631,,,"[77.9, 17.6]",69299,82,,,,,2.1218698,,Right Foot,,,,"[72.0, 27.2]",,Ground Pass,,11.268097,,,,Xavier Hernández Creus,20131.0,,,,,,2,From Goal Kick,Bojan Krkíc Pérez,4913.0,,Left Wing,166,Barcelona,217,['cdb832ad-4a22-473c-ba3a-4009a153432c'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:57.098,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.947651,,,,,,,,,,,,,b25a05f4-0e1c-4adb-852e-a882a0163cbf,3634,,,"[73.4, 37.2]",69299,83,,,,,1.1572902,,Right Foot,,,,"[88.1, 70.7]",,High Pass,,36.58333,,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Goal Kick,Xavier Hernández Creus,20131.0,,Right Center Midfield,166,Barcelona,217,['25e3e3fc-65d4-467b-a055-3741177da946'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:00.053,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.716246,,,,,,,,,,,,,02350a71-e10a-40da-a461-3f442a90e60a,3637,,,"[91.9, 63.2]",69299,83,,,,,-1.2722974,,Right Foot,,,,"[93.5, 58.0]",,Ground Pass,,5.440588,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,2,From Goal Kick,Andrés Iniesta Luján,5216.0,,Left Center Midfield,166,Barcelona,217,['dabab413-c0ad-4252-a566-09cf7d80db66'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:04.003,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.192,,,,,,,,,,,,,b9343d81-0ef4-49d3-8372-568d78febbf2,3640,,,"[93.5, 58.0]",69299,83,,,,,2.4506495,,Right Foot,,,,"[83.1, 66.6]",,Ground Pass,,13.495184,,,,Daniel Alves da Silva,4324.0,,,,,,2,From Goal Kick,Pedro Eliezer Rodríguez Ledesma,3958.0,,Right Wing,166,Barcelona,217,['ea7b763b-b640-4a32-8bda-f02bddcd2ae7'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:04.733,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.412679,,,,,,,,,,,,,fc56e7b8-3002-43f9-9b5a-7d37c7dd69b5,3644,,,"[82.4, 65.1]",69299,83,,,,,-0.42848623,,Right Foot,,,,"[90.5, 61.4]",,Ground Pass,,8.905055,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Goal Kick,Daniel Alves da Silva,4324.0,,Right Back,166,Barcelona,217,['e5a68632-a33a-48cd-a9eb-ed7c88946f2c'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:08.106,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.500105,,,,,,,,,,,,,63ebd2aa-b063-4800-a398-27c60cb058a2,3647,,,"[85.7, 62.0]",69299,83,,,,,1.6835239,,Left Foot,,,,"[85.1, 67.3]",,Ground Pass,,5.333854,,,,Daniel Alves da Silva,4324.0,,,,,,2,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,,Center Forward,166,Barcelona,217,['789c1574-d08e-47ec-acaa-0b5086ae68e8'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:09.546,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,2.9284,,,,,,,,,,,,,ca3d2881-ccc0-48c0-8877-7fc933df6a36,3650,,,"[85.1, 68.6]",69299,83,,,,,-0.5381364,,Right Foot,,,,"[110.9, 53.2]",,Low Pass,,30.04663,,Incomplete,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,2,From Goal Kick,Daniel Alves da Silva,4324.0,,Right Back,166,Barcelona,217,"['103477f6-3b5f-4cc8-8b0d-a17acdd87b27', 'b3ce4e94-2ddc-461d-b538-322f8ed73d15']",10,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:10.303,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,3.1888,,,,,,,,,,,,,b3ce4e94-2ddc-461d-b538-322f8ed73d15,3652,,,"[10.1, 27.8]",69299,83,,,,,-0.06595922,,Left Foot,,,,"[64.6, 24.2]",,High Pass,,54.61877,,Incomplete,,Karim Benzema,19677.0,,,,,Recovery,2,From Goal Kick,Iker Casillas Fernández,11179.0,,Goalkeeper,166,Barcelona,217,"['a50d0072-9c1f-45f3-9bb2-970d99145f66', 'c23ee0a1-4f2c-4eb2-bb63-6de2fa9966ca', 'ca3d2881-ccc0-48c0-8877-7fc933df6a36']",13,,,,,,,,,,,,,,,,,,Real Madrid,220,00:38:13.232,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.137957,,,,,,,,,,,,,6309c293-e693-41e4-932d-c7a3d13de4b0,3656,,,"[55.4, 57.4]",69299,83,,,,,0.10626486,,Right Foot,,,,"[62.9, 58.2]",,Low Pass,,7.542546,,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Goal Kick,Carles Puyol i Saforcada,20125.0,,Left Center Back,166,Barcelona,217,['53e8433c-8b91-4da4-8c31-c50e29c2e771'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:16.898,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.043383,,,,,,,,,,,,,5de6c860-b622-4e38-8988-41330985480c,3658,,,"[63.5, 58.0]",69299,83,,,,,-1.6839473,,Left Foot,,,,"[62.5, 49.2]",,Ground Pass,,8.856636,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Goal Kick,Andrés Iniesta Luján,5216.0,,Left Center Midfield,166,Barcelona,217,['fb332d3b-f120-498e-b2e2-c51839d15cce'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:17.830,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.925673,,,,,,,,,,,,,d27743fc-56b2-48bc-8a8f-40e746bf8872,3661,,,"[63.5, 41.5]",69299,83,,,,,-1.5237722,,Right Foot,,,,"[64.3, 24.5]",,Ground Pass,,17.018812,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,2,From Goal Kick,Sergio Busquets i Burgos,5203.0,,Center Defensive Midfield,166,Barcelona,217,['10147446-a890-4b93-ae9c-5c5156708865'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:20.680,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.591458,,,,,,,,,,,,,1d992d5a-b344-4535-9af8-a5c95a137a02,3664,,,"[66.3, 24.1]",69299,83,,,,,-0.8407352,,Left Foot,,,,"[82.5, 6.0]",,Ground Pass,,24.290945,,,,Bojan Krkíc Pérez,4913.0,,,,,,2,From Goal Kick,Eric-Sylvain Bilal Abidal,20177.0,,Left Back,166,Barcelona,217,['4acb84d6-aba6-49b3-9350-014dbfa73032'],23,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:23.189,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.137645,,,,,,,,,,,,,3393c0e9-ba91-4e00-a27f-db9d5c84b848,3667,,,"[75.7, 8.0]",69299,83,,,,,2.474806,,Right Foot,,,,"[64.9, 16.5]",,Ground Pass,,13.743726,,,,Xavier Hernández Creus,20131.0,,,,,,2,From Goal Kick,Bojan Krkíc Pérez,4913.0,,Left Wing,166,Barcelona,217,['304c8263-bf8c-4d16-a629-5d1e923e55d8'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:27.673,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.852453,,,,,,,,,,,,,82f56fc3-2a20-4dc4-928d-0ad878dfbf93,3670,,,"[66.0, 24.2]",69299,83,,,,,2.1833339,,Right Foot,,,,"[63.4, 27.9]",,Ground Pass,,4.5221677,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Goal Kick,Xavier Hernández Creus,20131.0,,Right Center Midfield,166,Barcelona,217,['f2fb22db-0974-4b9a-9531-9803d4993a2f'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:29.479,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.2548,,,,,,,,,,,,,003bbf5e-f5f6-4356-a857-e8a384514259,3673,,,"[64.9, 30.7]",69299,83,,,,,0.72617894,,Right Foot,,,,"[78.3, 42.6]",,Ground Pass,,17.921217,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Goal Kick,Sergio Busquets i Burgos,5203.0,,Center Defensive Midfield,166,Barcelona,217,"['0d6401d9-486b-49e1-85b8-72b7060129e6', '3a578b96-60eb-41fb-af88-27a011c4f558']",31,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:31.702,Pass,,2010/2011
,,,,,,,,,,,,True,,,,,,1.5013,,,,,,,,,,,,,0d6401d9-486b-49e1-85b8-72b7060129e6,3675,,,"[42.7, 38.4]",69299,83,,,,,0.4266275,,Right Foot,,,,"[48.2, 40.9]",,Ground Pass,,6.041523,,,,Lassana Diarra,3181.0,,,,,Interception,2,Regular Play,Ricardo Alberto Silveira de Carvalho,10805.0,,Left Center Back,167,Real Madrid,220,"['003bbf5e-f5f6-4356-a857-e8a384514259', '79dcc65d-b403-44ff-8195-7ae72507cf4b']",32,,,,,,,,,,,,,,,,,,Real Madrid,220,00:38:32.957,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.060846,,,,,,,,,,,,,0fdb39dd-a0ef-4eaf-8802-af9518e85863,3679,,,"[56.2, 76.1]",69299,83,,,,,-0.18069953,,Right Foot,,,,"[66.6, 74.2]",,Ground Pass,,10.572133,,,,Ángel Fabián Di María Hernández,2995.0,,,,,,2,Regular Play,Lassana Diarra,3181.0,,Center Attacking Midfield,167,Real Madrid,220,['f76d7b7c-8d13-44a1-9ccb-663492a1706e'],38,,,,,,,,,,,,,,,,,,Real Madrid,220,00:38:38.746,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,2.5436,,,,,,,,,,,,,82b12839-f838-41ba-bde4-c02e38267d07,3683,,,"[65.3, 76.1]",69299,83,,,,,-3.0674047,,Left Foot,,,,"[50.5, 75.0]",,Ground Pass,,14.840822,,Incomplete,,Lassana Diarra,3181.0,,,,,,2,Regular Play,Ángel Fabián Di María Hernández,2995.0,,Left Wing,167,Real Madrid,220,"['2fa4bef0-83ea-4c51-8e1b-f77d298fa398', '51d12062-e4d5-4145-8523-927ed4238267', 'c1d26040-1e40-4e53-9fec-a688b85b8c34']",40,,,,,,,,,,,,,,,,,,Real Madrid,220,00:38:40.185,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,,0.8244,,,,,,,,,,,,,b7ef5b59-05bb-4906-9253-874e35e23f7f,3690,,,"[49.6, 65.9]",69299,83,,,,,-1.0180992,,Right Foot,,,,"[56.2, 55.2]",,Ground Pass,,12.571794,,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,2,Regular Play,Xabier Alonso Olano,20133.0,,Left Defensive Midfield,167,Real Madrid,220,['ddb3939b-1eb3-40fc-b633-ae860ab0051f'],45,,,,,,,,,,,,,,,,,,Real Madrid,220,00:38:45.755,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.705014,,,,,,,,,,,,,a35351aa-d51f-4c77-86fb-f8af68000826,3696,,,"[53.6, 54.3]",69299,83,,,,,-1.1830262,,Right Foot,,,,"[56.5, 47.2]",,Ground Pass,,7.66942,,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,Free Kick,2,From Free Kick,Lassana Diarra,3181.0,,Center Attacking Midfield,168,Real Madrid,220,['51fb8f27-ecf0-4f2f-9d97-de744a92bcf6'],52,,,,,,,,,,,,,,,,,,Real Madrid,220,00:38:52.283,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.664375,,,,,,,,,,,,,8a871ac6-e847-463a-a27c-01ef9b8fe5b9,3699,,,"[56.8, 39.7]",69299,83,,,,,-1.0246915,,Left Foot,,,,"[70.9, 16.5]",,Ground Pass,,27.148664,,,,Karim Benzema,19677.0,,,,,,2,From Free Kick,Cristiano Ronaldo dos Santos Aveiro,5207.0,,Right Wing,168,Real Madrid,220,['95cc7537-7997-4f34-bb6b-c922a6917fde'],54,,,,,,,,,,,,,,,,,,Real Madrid,220,00:38:54.318,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.079487,,,,,,,,,,,,,b6d23f72-50ab-4fbf-bc39-5bce86513c0b,3703,,,"[66.9, 21.9]",69299,83,,,,,1.2333403,,Right Foot,,,,"[72.9, 39.0]",,Low Pass,,18.122086,,,,Sami Khedira,5566.0,,,,,,2,From Free Kick,Karim Benzema,19677.0,,Center Forward,168,Real Madrid,220,['c45534e0-197a-44fd-9ece-6915769da9eb'],58,,,,,,,,,,,,,,,,,,Real Madrid,220,00:38:58.659,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.007055,,,,,,,,,,,,,68119fbb-23fd-488f-a0c8-de04d872d823,3707,,,"[73.3, 39.0]",69299,84,,,,,-1.3554386,,Left Foot,,,,"[74.0, 35.8]",,Ground Pass,,3.275668,,Incomplete,,Karim Benzema,19677.0,,,,,,2,From Free Kick,Sami Khedira,5566.0,,Right Defensive Midfield,168,Real Madrid,220,"['2854b398-9da5-49b5-b428-b560702094dc', 'f9086ee3-c627-453f-a3c2-e6c4eb028d16']",0,,,,,,,,,,,,,,,,,,Real Madrid,220,00:39:00.625,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,2.073473,,,,,,,,,,,,,e4962a49-c9fd-46f6-a67e-c1025c992ac8,3713,,,"[43.5, 46.7]",69299,84,,,,,0.9664908,,Head,,,,"[49.3, 55.1]",,Low Pass,,10.20784,,,,Andrés Iniesta Luján,5216.0,,,,,Recovery,2,Regular Play,Carles Puyol i Saforcada,20125.0,,Left Center Back,169,Barcelona,217,['700e42b4-c129-404a-ab13-2ec2b7030ebf'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:02.220,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.17881,,,,,,,,,,,,,f9450fd0-2272-4fee-9626-2c4733589fa7,3717,,,"[51.5, 56.3]",69299,84,,,,,1.6642731,,Left Foot,,,,"[50.6, 65.9]",,Ground Pass,,9.642096,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,,Left Center Midfield,169,Barcelona,217,"['4cda70f3-562f-473e-a116-4c301c7c0a7e', '913b69c4-37ee-4d39-af68-37a9b95c1fb9']",5,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:05.188,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,,0.8916,,,,,,,,,,,,,bf521f6c-50e2-4b98-a552-68f2612e7311,3719,,,"[50.3, 65.7]",69299,84,,,,,-2.566168,,Right Foot,,,,"[42.9, 60.9]",,Ground Pass,,8.820431,,,,Daniel Alves da Silva,4324.0,,,,,,2,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,,Right Wing,169,Barcelona,217,['41c6f149-e615-4784-afde-93954fabe0d2'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:06.367,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.1184,,,,,,,,,,,,,cc6919fe-160d-4ad1-9b99-56ea52df015f,3722,,,"[53.8, 64.8]",69299,84,,,,,1.1250039,,Right Foot,,,,"[59.2, 76.1]",,Ground Pass,,12.523977,,,,Andrés Iniesta Luján,5216.0,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,,Right Back,169,Barcelona,217,['1ecbab68-6b5c-4708-a3c0-508d8888c616'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:10.220,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,3.5752,,,,,,,,,,,,,f614a623-87c0-447b-bbf0-530f3c62ee37,3726,,,"[67.1, 78.1]",69299,84,,,,,-0.14415438,,Right Foot,,,,"[91.9, 74.5]",,Ground Pass,,25.059929,,Incomplete,,Daniel Alves da Silva,4324.0,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,,Left Center Midfield,169,Barcelona,217,"['76899d9d-afa2-49cf-9c9f-559735fb5588', '8c294dc0-2dc5-460c-a558-a3791efbf024']",13,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:13.281,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.873878,,,,,,,,,,,,,6d597c67-9f77-4174-af7f-af7d93dd235a,3731,,,"[10.7, 4.2]",69299,84,,,,,1.8316624,,Right Foot,,,,"[4.4, 27.8]",,Low Pass,,24.42642,,,,Iker Casillas Fernández,11179.0,,,,,,2,Regular Play,Kléper Laveran Lima Ferreira,20016.0,,Right Center Back,170,Real Madrid,220,['f02b91a9-d7ad-48f5-8c67-26aa2cd83689'],18,,,,,,,,,,,,,,,,,,Real Madrid,220,00:39:18.313,Pass,,2010/2011
