ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,player_off_permanent,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,6dec0c8c-948f-4053-bd72-b01d660c568d,1,,,69151,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Levante UD,221,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 26208, 'name': 'Marco Storari'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 25894, 'name': 'Iñaki Descarga Retegi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 25913, 'name': 'Álvaro Luiz Maior de Aquino'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 26213, 'name': 'Bruno Cirillo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 25956, 'name': 'David Castedo Escudero'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 25875, 'name': 'Miguel Ángel Lozano Ayala'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 26179, 'name': 'Mathieu Berson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 25885, 'name': 'Juan Manuel Gómez Sánchez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 22}, {'player': {'id': 25915, 'name': 'Sávio Bortolini Pimentel'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 26210, 'name': 'Christian Riganò'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 26181, 'name': 'Rahamat Riga Mustapha'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Levante UD,221,00:00:00.000,Starting XI,,2007/2008
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,d8e8e6fc-9b2a-46da-a053-b512a48652f3,2,,,69151,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Levante UD,221,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 25873, 'name': 'Oleguer Presas Renom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 15071, 'name': 'Lilian Thuram'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 21}, {'player': {'id': 25919, 'name': 'Gabriel Alejandro Milito'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 20177, 'name': 'Eric-Sylvain Bilal Abidal'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 3087, 'name': 'Gnégnéri Yaya Touré'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 19757, 'name': 'Anderson Luís de Souza'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 15516, 'name': 'Thierry Henry'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Barcelona,217,00:00:00.000,Starting XI,,2007/2008
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,5d1b4b7e-18ca-4fe6-8506-3a2508bfb4e4,3,,,69151,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Levante UD,221,['c64173fd-9d5e-4301-a465-cda8da65299b'],0,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,,2007/2008
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,c64173fd-9d5e-4301-a465-cda8da65299b,4,,,69151,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Levante UD,221,['5d1b4b7e-18ca-4fe6-8506-3a2508bfb4e4'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2007/2008
,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,True,fac92ff6-6e92-45cc-9496-e2abc5d05dbc,1555,,,69151,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,,98,Barcelona,217,['5c8b4bd9-47a0-4c66-8b1d-afbc30c13fb5'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2007/2008
,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,True,5c8b4bd9-47a0-4c66-8b1d-afbc30c13fb5,1556,,,69151,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,,98,Barcelona,217,['fac92ff6-6e92-45cc-9496-e2abc5d05dbc'],0,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,,2007/2008
,,,,,,,,,,,,,,,1.3943,,,,,,,,,,,,,,,839700a0-10d4-47e9-8e99-3dfce72cc7e1,5,,"[60.0, 40.0]",69151,0,,,,,3.0212097,,Right Foot,,"[47.6, 41.5]",,Ground Pass,,12.4903965,,,,Mathieu Berson,26179.0,,,,,,Kick Off,1,From Kick Off,Rahamat Riga Mustapha,26181.0,,Left Center Forward,2,Levante UD,221,['ba9210f2-7d7a-4b34-8db5-401bc1bcff28'],0,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.869,Pass,,2007/2008
,,,,,,,,,,,,,,,2.0532,,,,,,,,,,,,,,,6e320b4a-5e2c-4147-9ff3-2e53be229031,8,,"[45.9, 42.3]",69151,0,,,,,2.6976912,,Right Foot,,"[23.4, 53.0]",,Ground Pass,,24.914654,,,,Álvaro Luiz Maior de Aquino,25913.0,,,,,,,1,From Kick Off,Mathieu Berson,26179.0,,Left Defensive Midfield,2,Levante UD,221,['15abbee6-57d5-4487-89e9-e44961f8b1f6'],3,,,,,,,,,,,,,,,,,Levante UD,221,00:00:03.935,Pass,,2007/2008
,,,,,,,,,,,,,,,2.106703,,,,,,,,,,,,,,,2a77ab84-31b4-4c9b-a712-099a53e7bb83,12,,"[23.0, 50.0]",69151,0,,,,,-1.4346573,,Right Foot,,"[26.0, 28.1]",,Ground Pass,,22.104525,,,,Bruno Cirillo,26213.0,,,,,,,1,From Kick Off,Álvaro Luiz Maior de Aquino,25913.0,,Right Center Back,2,Levante UD,221,"['dae1e4cb-a348-4a92-9d09-6a03031f1c23', 'fd2edd51-1dcf-4e30-8d8a-2e51ee49eb28']",7,,,,,,,,,,,,,,,,,Levante UD,221,00:00:07.168,Pass,True,2007/2008
,,,,,,,,,,,,,,,1.6837,,,,,,,,,,,,,,,3fd24c19-a8f3-4917-9e28-e9ec60b9bcf1,15,,"[31.0, 33.4]",69151,0,,,,,0.5354663,,Right Foot,,"[57.8, 49.3]",,Ground Pass,,31.161674,,,,Christian Riganò,26210.0,,,,,,,1,From Kick Off,Bruno Cirillo,26213.0,,Left Center Back,2,Levante UD,221,['f2eb1471-3aad-48b5-b1c8-e68809b6520b'],12,,,,,,,,,,,,,,,,,Levante UD,221,00:00:12.477,Pass,,2007/2008
,,,,,,,,,,,,,,,3.812657,,,,,,,,,,,,,,,5fb75f01-2bb4-4201-b575-c82edccd92b6,18,,"[63.6, 52.5]",69151,0,,,,,0.45028964,,Right Foot,,"[105.8, 72.9]",,High Pass,,46.872166,,Incomplete,,Juan Manuel Gómez Sánchez,25885.0,,,,,,,1,From Kick Off,Christian Riganò,26210.0,,Right Center Forward,2,Levante UD,221,"['29760684-6ea1-438e-9c2e-d095f505a4d8', '99f5d348-77cd-43aa-8bc4-0c84d21e13e8']",15,,,,,,,,,,,,,,,,,Levante UD,221,00:00:15.689,Pass,,2007/2008
,,,,,,,,,,,,,,,2.07938,,,,,,,,,,,,,,,57a289f8-1ff9-4c83-9c27-acaa3f43ba53,21,,"[102.0, 80.0]",69151,0,,,,,-0.9964915,,,,"[113.0, 63.0]",,High Pass,,20.248457,,,,Rahamat Riga Mustapha,26181.0,,,,,,Throw-in,1,From Throw In,Iñaki Descarga Retegi,25894.0,,Right Back,3,Levante UD,221,['db0f90a0-4c76-4794-aa58-d79a4c3abe42'],30,,,,,,,,,,,,,,,,,Levante UD,221,00:00:30.969,Pass,,2007/2008
,,,,,,,,,,,,,,,0.9422,,,,,,,,,,,,,,,91aa82e2-007e-42b5-8547-5e8af67b1e13,25,,"[111.3, 64.5]",69151,0,,,,,1.4382448,,Left Foot,,"[112.7, 75.0]",,Ground Pass,,10.592922,,,,Iñaki Descarga Retegi,25894.0,,,,,,,1,From Throw In,Rahamat Riga Mustapha,26181.0,,Left Center Forward,3,Levante UD,221,"['0cf47955-2f99-463a-8d67-0f8a93ae7de7', 'f260a157-3834-41f7-89f3-8a30144767f6']",33,,,,,,,,,,,,,,,,,Levante UD,221,00:00:33.870,Pass,True,2007/2008
,,,,,,,,,,,,,,,1.981331,,,,,,,,,,,,,,,d4d88127-d8b2-405a-8b96-b360f3542e5a,29,,"[113.4, 75.2]",69151,0,,,,,-1.5834539,,Right Foot,True,"[113.0, 43.6]",,High Pass,,31.602531,,Incomplete,,,,,,,,,,1,From Throw In,Iñaki Descarga Retegi,25894.0,,Right Back,3,Levante UD,221,"['3acb0e55-5914-454d-a037-dd81e04e259d', '440e6f29-5165-452d-94fe-1199d220e07f']",34,,,,,,,,,,,,,,,,,Levante UD,221,00:00:34.853,Pass,True,2007/2008
,,,,,,,,,,,,,,,1.023138,,,,,,,,,,,,,,,3c97b4ee-12db-4299-b9be-f74f09304f45,32,,"[10.9, 30.8]",69151,0,,,,,-0.2676163,,Right Foot,,"[23.3, 27.4]",,Ground Pass,,12.857682,,,,Anderson Luís de Souza,19757.0,,,,,,,1,Regular Play,Lilian Thuram,15071.0,,Right Center Back,4,Barcelona,217,['53bda95c-1e7d-4bf0-9f37-546cc039e8bc'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.076,Pass,,2007/2008
,,,,,,,,,,,,,,,1.2701,,,,,,,,,,,,,,,9b4a5f27-47c5-4840-98f4-b3c5cbbae654,43,,"[58.6, 30.1]",69151,0,,,,,-0.9817455,,Right Foot,,"[73.3, 8.1]",,Ground Pass,,26.459213,,,,Thierry Henry,15516.0,,,,,,,1,Regular Play,Lilian Thuram,15071.0,,Right Center Back,4,Barcelona,217,['38ea9c07-931c-411a-99f6-313579e02fbc'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:00:45.627,Pass,,2007/2008
,,,,,,,,,,,,,,,1.183021,,,,,,,,,,,,,,,ffe69fea-40de-4806-94d7-38102a342ebd,47,,"[71.9, 4.1]",69151,0,,,,,2.24714,,Right Foot,,"[65.8, 11.7]",,Ground Pass,,9.745255,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Thierry Henry,15516.0,,Center Forward,4,Barcelona,217,"['78dea026-fc49-4c4a-91c7-81b49883bb34', 'cc9c88a2-4ce6-4013-acbc-0f96d5f4e29a']",48,,,,,,,,,,,,,,,,,Barcelona,217,00:00:48.692,Pass,True,2007/2008
,,,,,,,,,,,,,,,0.8408,,,,,,,,,,,,,,,3c0f7d5e-be92-449a-959f-0f035624bcad,50,,"[66.2, 12.7]",69151,0,,,,,1.3494819,,Right Foot,,"[68.9, 24.7]",,Ground Pass,,12.3,,,,Anderson Luís de Souza,19757.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,,Left Wing,4,Barcelona,217,['2756c634-c5ac-4406-a233-df186aaba7a0'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.677,Pass,,2007/2008
