ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,2.1834,,,,,,,,,,,,,,,490e831b-4358-4d40-b6ab-45f67e8b20f0,2636,,"[68.7, 66.9]",69141,60,,,,,-1.2422432,,Right Foot,,,,"[73.2, 53.7]",,Low Pass,,13.945967,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,135,Barcelona,217,['08b836be-3742-4ba8-8299-934e5cac9dc7'],23,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:23.759,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.4395,,,,,,,,,,,,,,,2a99f58f-ac86-4f01-a676-4f0826f4b487,2639,,"[77.2, 44.2]",69141,60,,,,,-0.6365082,,Left Foot,,,,"[91.0, 34.0]",,Ground Pass,,17.16042,,,Samuel Eto''o Fils,19298.0,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,135,Barcelona,217,['95cf15d2-4fb5-47b0-b520-a89c9ce234a1'],28,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:28.126,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.4152,,,,,,,,,,,,,,,efc787cb-4df3-448d-b408-00b0ff563883,2646,,"[96.5, 31.9]",69141,60,,,,,1.070861,,Right Foot,,,,"[103.0, 43.8]",,Ground Pass,,13.559499,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Free Kick,Samuel Eto''o Fils,19298.0,Center Forward,135,Barcelona,217,"['094e7d93-055b-4a12-be97-060b73142fdc', '4a241b13-4f6c-4667-a299-c3ae179eff14']",33,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:33.956,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.142238,,,,,,,,,,,,,,,4a241b13-4f6c-4667-a299-c3ae179eff14,2648,,"[18.0, 37.2]",69141,60,,,,,0.23425521,,Right Foot,,,,"[35.6, 41.4]",,Ground Pass,,18.094198,,,David Josué Jiménez Silva,3064.0,,,,,,Recovery,2,Regular Play,Alexis Ruano Delgado,6614.0,Left Back,136,Valencia,207,"['9279ccd5-333d-4470-8610-a83c28ef6649', 'efc787cb-4df3-448d-b408-00b0ff563883']",35,,,,,,,,,,,,,,,,,,Valencia,207,00:15:35.371,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.435126,,,,,,,,,,,,,,,14446f5e-1450-4261-9ab7-47abe020c19e,2652,,"[43.3, 36.3]",69141,60,,,,,-0.865583,,Left Foot,,,,"[53.6, 24.2]",,Ground Pass,,15.890248,,,Carlos Marchena López,20127.0,,,,,,,2,Regular Play,David Josué Jiménez Silva,3064.0,Center Attacking Midfield,136,Valencia,207,"['ec476759-cc99-4209-acb5-c9e1be433ff6', 'f5cd3830-31af-413b-8c14-22538b55c66e']",43,,,,,,,,,,,,,,,,,,Valencia,207,00:15:43.607,Pass,True,2007/2008
,,,,,,,,,,,,,,,,,0.9667,,,,,,,,,,,,,,,b7d1e4a9-9338-413b-be82-80c0a8800027,2655,,"[53.6, 19.8]",69141,60,,,,,-1.9195673,,Left Foot,,,,"[48.8, 6.6]",,Ground Pass,,14.04564,,,Alexis Ruano Delgado,6614.0,,,,,,,2,Regular Play,Carlos Marchena López,20127.0,Left Center Midfield,136,Valencia,207,['3d84d8c9-8fb2-460a-9986-fe5564c4d7d8'],46,,,,,,,,,,,,,,,,,,Valencia,207,00:15:46.273,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.373176,,,,,,,,,,,,,,,4d630c89-11b4-4ba5-aefd-896cde68bbeb,2658,,"[51.6, 3.3]",69141,60,,,,,1.5552937,,Right Foot,,,,"[51.8, 16.2]",,Ground Pass,,12.90155,,,Carlos Marchena López,20127.0,,,,,,,2,Regular Play,Alexis Ruano Delgado,6614.0,Left Back,136,Valencia,207,['96d47ddc-a651-4852-9242-67f7d70593ae'],49,,,,,,,,,,,,,,,,,,Valencia,207,00:15:49.652,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.475652,,,,,,,,,,,,,,,dee7d09c-81bf-4a92-a793-ef594473a00b,2661,,"[51.8, 16.2]",69141,60,,,,,0.084012315,,Left Foot,,,,"[61.3, 17.0]",,Ground Pass,,9.533625,,,David Josué Jiménez Silva,3064.0,,,,,,,2,Regular Play,Carlos Marchena López,20127.0,Left Center Midfield,136,Valencia,207,['9c0fbc16-2be6-430a-bc27-fb3ef487fb96'],51,,,,,,,,,,,,,,,,,,Valencia,207,00:15:51.157,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.641578,,,,,,,,,,,,,,,445d283a-1072-4e85-933c-d1def5f8598c,2664,,"[62.2, 16.4]",69141,60,,,,,-2.0494242,,Left Foot,,,,"[56.7, 5.8]",,Ground Pass,,11.941943,,,Carlos Marchena López,20127.0,,,,,,,2,Regular Play,David Josué Jiménez Silva,3064.0,Center Attacking Midfield,136,Valencia,207,['9c7e6026-83ff-487c-b616-3c23224f7b28'],51,,,,,,,,,,,,,,,,,,Valencia,207,00:15:51.965,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.2217,,,,,,,,,,,,,,,8bfc6391-8c53-4695-a2cc-e05b2de9e0fb,2667,,"[62.9, 4.1]",69141,60,,,,,0.023805026,,Left Foot,,,,"[67.1, 4.2]",,Ground Pass,,4.2011905,Incomplete,,Juan Manuel Mata García,3294.0,,,,,,,2,Regular Play,Carlos Marchena López,20127.0,Left Center Midfield,136,Valencia,207,"['aee6c8fc-daf5-4f67-9ed3-1cc121d98d41', 'cd38cf4c-4578-4083-a059-f97db003ed91']",55,,,,,,,,,,,,,,,,,,Valencia,207,00:15:55.189,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.923993,,,,,,,,,,,,,,,936f1657-3a68-4dc0-943c-a81652f58756,2670,,"[31.9, 73.4]",69141,60,,,,,-2.16501,,Right Foot,,,,"[21.9, 58.6]",,Ground Pass,,17.86169,,,Carles Puyol i Saforcada,20125.0,,,,,,Recovery,2,Regular Play,Lilian Thuram,15071.0,Right Center Back,137,Barcelona,217,['14b573ca-e0bf-4454-aa05-ce0adb2a674e'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:58.180,Pass,,2007/2008
,,,,,,,,,,,,,,,,,2.332856,,,,,,,,,,,,,,,474522c0-87b2-48e5-9111-118564c44d44,2673,,"[24.0, 52.9]",69141,61,,,,,-1.4234349,,Right Foot,,,,"[27.8, 27.3]",,Ground Pass,,25.880495,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,2,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,137,Barcelona,217,['22a87d4d-9881-46e3-84bd-26a7d42ef088'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:01.666,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.295845,,,,,,,,,,,,,,,47b85d95-71b6-4486-824e-f2b94c5b1db1,2676,,"[34.4, 21.6]",69141,61,,,,,-0.9079895,,Left Foot,,,,"[49.7, 2.0]",,Ground Pass,,24.864634,,,Thierry Henry,15516.0,,,,,,,2,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,137,Barcelona,217,['a7fc9db6-4266-45fc-a128-b41e8a592aaa'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:05.035,Pass,,2007/2008
,,,,,,,,,,,,,,,,,2.576476,,,,,,,,,,,,,,,99db6b03-5e4c-4919-b0d7-f7b4cf58d34b,2679,,"[51.8, 7.1]",69141,61,,,,,1.580697,,Right Foot,,,,"[51.6, 27.3]",,Ground Pass,,20.20099,,,Anderson Luís de Souza,19757.0,,,,,,,2,Regular Play,Thierry Henry,15516.0,Left Wing,137,Barcelona,217,['0579c1bd-36d9-40b5-b900-7b99e1466284'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:09.577,Pass,,2007/2008
,,,,,,,,,,,,,,,,,3.2239,,,,,,,,,,,,,,,9b0511ae-1d4d-4cf1-b2a1-661a46e17174,2682,,"[55.2, 31.6]",69141,61,,,,,-0.42047015,,Right Foot,,,,"[100.6, 11.3]",,High Pass,,49.73178,,,Thierry Henry,15516.0,,,,,,,2,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,137,Barcelona,217,['0a698678-69ba-4d30-9833-a39c5d78fd88'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:12.194,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.97713,,,,,,,,,,,,,,,62b191ad-3929-494c-ad89-690b7a09d4dd,2684,,"[101.0, 11.0]",69141,61,,,,,1.5941839,,Left Foot,,,,"[100.6, 28.1]",,High Pass,,17.104677,Incomplete,,Samuel Eto''o Fils,19298.0,,,,,,,2,Regular Play,Thierry Henry,15516.0,Left Wing,137,Barcelona,217,"['6c16dedc-a7de-4c60-a233-9e36de58cbb5', '70f9f302-474a-4263-bb5c-8da06613b451']",15,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:15.417,Pass,,2007/2008
,,,,,,,,,,,,,,,,,2.82222,,,,,,,,,,,,,,,70f9f302-474a-4263-bb5c-8da06613b451,2686,,"[20.4, 52.9]",69141,61,,,,,1.0126039,,Head,,,,"[34.2, 75.0]",,Low Pass,,26.05475,,,Joaquín Sánchez Rodríguez,6651.0,,,,,,Recovery,2,Regular Play,Eduardo César Daude Gaspar,26014.0,Left Center Back,138,Valencia,207,"['62b191ad-3929-494c-ad89-690b7a09d4dd', 'd59168df-7c78-4351-930b-4b9032c6e23a']",17,,,,,,,,,,,,,,,,,,Valencia,207,00:16:17.395,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.832739,,,,,,,,,,,,,,,ed1f1977-9a89-49f2-a578-49f5962c204e,2689,,"[44.8, 74.9]",69141,61,,,,,-1.8091671,,Right Foot,,,,"[39.6, 53.5]",,Ground Pass,,22.022715,,,David Albelda Aliqués,20128.0,,,,,,,2,Regular Play,Joaquín Sánchez Rodríguez,6651.0,Right Wing,138,Valencia,207,['108f6bd5-3bd8-4f9b-a71b-54d19c022ab4'],24,,,,,,,,,,,,,,,,,,Valencia,207,00:16:24.825,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.847257,,,,,,,,,,,,,,,39c12a78-5cdc-4b0e-accb-99c571fde9c5,2692,,"[39.6, 53.5]",69141,61,,,,,-1.6164498,,Right Foot,,,,"[38.7, 33.8]",,Ground Pass,,19.720547,,,Carlos Marchena López,20127.0,,,,,,,2,Regular Play,David Albelda Aliqués,20128.0,Right Center Midfield,138,Valencia,207,['ca62a0c6-3576-4779-8e5b-e82f78081055'],27,,,,,,,,,,,,,,,,,,Valencia,207,00:16:27.400,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.52725,,,,,,,,,,,,,,,f6829375-d84a-495b-965e-f9c7fd9d06a1,2696,,"[40.2, 33.6]",69141,61,,,,,-1.0000186,,Left Foot,,,,"[57.6, 6.5]",,Ground Pass,,32.205124,,,Juan Manuel Mata García,3294.0,,,,,,,2,Regular Play,Carlos Marchena López,20127.0,Left Center Midfield,138,Valencia,207,['4d5aa85e-b831-4d0f-a411-1203cf375b18'],29,,,,,,,,,,,,,,,,,,Valencia,207,00:16:29.703,Pass,,2007/2008
,,,,,,,,,,,,,,,,,2.926483,,,,,,,,,,,,,,,f0ee1d24-6f75-49ff-9a47-8adb5d8c5ae4,2700,,"[54.2, 8.0]",69141,61,,,,,2.9198117,,Left Foot,,,,"[44.0, 10.3]",,Ground Pass,,10.456099,,,Alexis Ruano Delgado,6614.0,,,,,,,2,Regular Play,Juan Manuel Mata García,3294.0,Left Wing,138,Valencia,207,"['2828fb22-ac05-424d-aabc-c893061fa5a5', '2eb7d524-38ff-48ac-9520-8e3b186e4cd7']",32,,,,,,,,,,,,,,,,,,Valencia,207,00:16:32.148,Pass,True,2007/2008
,,,,,,,,,,,,,,,,,0.693971,,,,,,,,,,,,,,,55656a0b-06c6-407c-a678-89f63b93e851,2703,,"[35.5, 13.9]",69141,61,,,,,1.3935709,,Right Foot,,,,"[39.1, 34.0]",,Ground Pass,,20.419844,,,Eduardo César Daude Gaspar,26014.0,,,,,,,2,Regular Play,Alexis Ruano Delgado,6614.0,Left Back,138,Valencia,207,['c71c7bf0-6411-4f92-9462-c867e4a3ebe0'],35,,,,,,,,,,,,,,,,,,Valencia,207,00:16:35.623,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.45405,,,,,,,,,,,,,,,dc3009c0-145c-479c-a3e1-bdc19a7d1fab,2707,,"[41.0, 36.2]",69141,61,,,,,-0.9069336,,Right Foot,,,,"[52.5, 21.5]",,Ground Pass,,18.663868,,,David Josué Jiménez Silva,3064.0,,,,,,,2,Regular Play,Eduardo César Daude Gaspar,26014.0,Left Center Back,138,Valencia,207,"['87aab958-028a-4f47-82b8-88dd2c7ca9c5', 'ba01746e-2f8c-4f11-8545-27522b9facde']",38,,,,,,,,,,,,,,,,,,Valencia,207,00:16:38.248,Pass,True,2007/2008
,,,,,,,,,,,,,,,,,1.315686,,,,,,,,,,,,,,,b19d9554-3ac5-4dbc-a46f-8a8176bd2b89,2710,,"[55.2, 22.4]",69141,61,,,,,-1.1027142,,Right Foot,,,,"[64.3, 4.4]",,Ground Pass,,20.16953,,,Juan Manuel Mata García,3294.0,,,,,,,2,Regular Play,David Josué Jiménez Silva,3064.0,Center Attacking Midfield,138,Valencia,207,['01305644-48b4-4704-a7da-54dd6836f116'],42,,,,,,,,,,,,,,,,,,Valencia,207,00:16:42.045,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.764174,,,,,,,,,,,,,,,4378c657-9364-4fcc-9bb6-15f38e0ac5c9,2713,,"[64.1, 4.4]",69141,61,,,,,1.9609678,,Left Foot,,,,"[54.6, 27.5]",,Ground Pass,,24.97719,,,David Albelda Aliqués,20128.0,,,,,,,2,Regular Play,Juan Manuel Mata García,3294.0,Left Wing,138,Valencia,207,['ca08ebc1-95f0-4f01-9326-53b16f2c877a'],44,,,,,,,,,,,,,,,,,,Valencia,207,00:16:44.543,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.74801,,,,,,,,,,,,,,,e9acef68-9749-463c-8155-e6f702034a38,2716,,"[53.3, 34.9]",69141,61,,,,,1.3258177,,Right Foot,,,,"[55.9, 45.3]",,Ground Pass,,10.720075,,,Carlos Marchena López,20127.0,,,,,,,2,Regular Play,David Albelda Aliqués,20128.0,Right Center Midfield,138,Valencia,207,['fd92d162-556a-49f4-9cb1-b72f0b5d232b'],47,,,,,,,,,,,,,,,,,,Valencia,207,00:16:47.922,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.853655,,,,,,,,,,,,,,,1d4f6284-7b0a-4808-b622-7c0a7bc47d92,2719,,"[63.9, 41.7]",69141,61,,,,,-0.14001736,,Left Foot,,,,"[78.8, 39.6]",,Ground Pass,,15.047259,,,David Villa Sánchez,12737.0,,,,,,,2,Regular Play,Carlos Marchena López,20127.0,Left Center Midfield,138,Valencia,207,['3256bd39-f1cc-4fc8-82e7-610988258363'],51,,,,,,,,,,,,,,,,,,Valencia,207,00:16:51.672,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.343501,,,,,,,,,,,,,,,bb31c6df-35f3-46c7-bd6d-e29173fc08eb,2724,,"[49.3, 37.2]",69141,61,,,,,3.1415927,,Right Foot,,,,"[39.0, 37.2]",,Ground Pass,,10.3,,,Carles Puyol i Saforcada,20125.0,,,,,,Recovery,2,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,139,Barcelona,217,['8a45e46f-9ecb-4f8e-b837-5119fbb2befc'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:53.467,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.970488,,,,,,,,,,,,,,,34988da2-011f-4b0b-9227-26a804bb3e56,2727,,"[38.7, 37.5]",69141,61,,,,,1.161236,,Left Foot,,,,"[44.3, 50.4]",,Ground Pass,,14.063072,,,Rafael Márquez Álvarez,5558.0,,,,,,,2,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,139,Barcelona,217,['e30d3f92-a82d-42bf-abfd-6ec57e212b3d'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:55.610,Pass,,2007/2008
,,,,,,,,,,,,,,,,,2.6255,,,,,,,,,,,,,,,21d5a105-f21e-4671-8861-d7b5a6cc1e84,2730,,"[44.3, 49.3]",69141,61,,,,,-0.2952826,,Right Foot,,,,"[94.6, 34.0]",,High Pass,,52.57547,Incomplete,,Samuel Eto''o Fils,19298.0,,,,,,,2,Regular Play,Rafael Márquez Álvarez,5558.0,Center Defensive Midfield,139,Barcelona,217,"['0b666ba8-4bc3-4494-8db9-80856cea6a65', '638419eb-7a36-4100-b541-b3d9f780cb0b']",58,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:58.652,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.657372,,,,,,,,,,,,,,,638419eb-7a36-4100-b541-b3d9f780cb0b,2732,,"[26.4, 47.0]",69141,62,,,,,-1.4102844,,Head,,,,"[29.8, 26.0]",,Low Pass,,21.273458,,,Eduardo César Daude Gaspar,26014.0,,,,,,Recovery,2,Regular Play,Raúl Albiol i Tortajada,7030.0,Right Center Back,140,Valencia,207,"['21d5a105-f21e-4671-8861-d7b5a6cc1e84', '7226b462-6bd0-4ca2-8e0f-fbe608ca95b3']",1,,,,,,,,,,,,,,,,,,Valencia,207,00:17:01.277,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.394796,,,,,,,,,,,,,,,42cca11c-b0f5-4c2d-9cd7-22e4b5336cfb,2735,,"[28.8, 22.2]",69141,62,,,,,0.01694753,,Right Foot,,,,"[40.6, 22.4]",,Ground Pass,,11.801695,,,David Albelda Aliqués,20128.0,,,,,,,2,Regular Play,Eduardo César Daude Gaspar,26014.0,Left Center Back,140,Valencia,207,['1eb6f661-963f-4ac7-afff-2de90213bf12'],4,,,,,,,,,,,,,,,,,,Valencia,207,00:17:04.125,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.989705,,,,,,,,,,,,,,,e6eb4d2b-a3d0-4d56-af5f-e4897324e988,2738,,"[64.4, 39.3]",69141,62,,,,,2.230979,,Right Foot,,,,"[51.9, 55.4]",,High Pass,,20.382835,,,Carlos Marchena López,20127.0,,,,,,,2,Regular Play,David Albelda Aliqués,20128.0,Right Center Midfield,140,Valencia,207,['20167adc-6e89-43fa-a4c6-f515e05ddef2'],11,,,,,,,,,,,,,,,,,,Valencia,207,00:17:11.451,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.508028,,,,,,,,,,,,,,,b1c9e51c-63a8-42de-8e87-c7554885a8b5,2741,,"[54.2, 59.3]",69141,62,,,,,1.5182133,,Left Foot,,,,"[55.0, 74.5]",,Ground Pass,,15.221038,,,Joaquín Sánchez Rodríguez,6651.0,,,,,,,2,Regular Play,Carlos Marchena López,20127.0,Left Center Midfield,140,Valencia,207,['562a9bf8-1999-48a3-bc3b-265a6a75b41b'],14,,,,,,,,,,,,,,,,,,Valencia,207,00:17:14.989,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.733764,,,,,,,,,,,,,,,fe85d85f-fc83-46b7-92d1-6ea4fe45d4db,2749,,"[56.9, 52.3]",69141,62,,,,,-0.94115114,,Right Foot,,,,"[67.1, 38.3]",,Ground Pass,,17.321663,,,David Josué Jiménez Silva,3064.0,,,,,,,2,Regular Play,Joaquín Sánchez Rodríguez,6651.0,Right Wing,140,Valencia,207,['b5bed180-ad77-4446-85f7-7c4e35c73c33'],22,,,,,,,,,,,,,,,,,,Valencia,207,00:17:22.015,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.969771,,,,,,,,,,,,,,,4eb5efa9-a1c5-4d8e-a9c5-bdecf97be185,2755,,"[58.1, 35.9]",69141,62,,,,,-0.6340227,,Right Foot,,,,"[78.5, 20.9]",,Ground Pass,,25.321136,Incomplete,,Samuel Eto''o Fils,19298.0,,,,,,Recovery,2,Regular Play,Rafael Márquez Álvarez,5558.0,Center Defensive Midfield,140,Valencia,207,"['187431af-c3dd-4aec-8498-888b7c73d0bf', '84f98edd-a1ce-437e-b638-dd97e348a710']",25,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:25.248,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.076002,,,,,,,,,,,,,,,f4cfe476-99a5-491b-a0d1-3319d5b7ab67,2759,,"[41.7, 60.1]",69141,62,,,,,-0.34464732,,Right Foot,,,,"[49.5, 57.3]",,Ground Pass,,8.28734,,,Carlos Marchena López,20127.0,,,,,,,2,Regular Play,Luís Miguel Brito Garcia Monteiro,20070.0,Right Back,140,Valencia,207,['d074dc8e-abdd-482a-b2f2-b65cbe9ed914'],28,,,,,,,,,,,,,,,,,,Valencia,207,00:17:28.253,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.724944,,,,,,,,,,,,,,,35a38073-dcff-4f57-b477-e56878e88857,2762,,"[62.9, 44.9]",69141,62,,,,,-0.3083585,,Left Foot,,,,"[76.4, 40.6]",,Ground Pass,,14.168275,,,David Villa Sánchez,12737.0,,,,,,,2,Regular Play,Carlos Marchena López,20127.0,Left Center Midfield,140,Valencia,207,['67f1c015-277a-4d1f-a2d6-223bf4e807b9'],32,,,,,,,,,,,,,,,,,,Valencia,207,00:17:32.470,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.0314,,,,,,,,,,,,,,,9a5f5636-62bd-444a-a788-b62ff725e352,2768,,"[85.8, 39.8]",69141,62,,,,,0.13477129,,Right Foot,,,,"[91.7, 40.6]",,High Pass,,5.9539905,Incomplete,,David Josué Jiménez Silva,3064.0,,,,,,,2,Regular Play,David Villa Sánchez,12737.0,Center Forward,140,Valencia,207,"['a5594299-7aa3-4a69-b7ad-203434322a72', 'fc3875ee-0042-4517-a83f-e10ed2382068']",39,,,,,,,,,,,,,,,,,,Valencia,207,00:17:39.647,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.0719,,,,,,,,,,,,,,,b6099320-9830-4415-bbbf-33a3f4432eea,2772,,"[31.4, 53.1]",69141,62,,,,,3.0738997,,Right Foot,,,,"[25.5, 53.5]",,Low Pass,,5.9135437,,,Lilian Thuram,15071.0,,,,,,Recovery,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,141,Barcelona,217,['714161d3-1e5d-43a4-9c6e-258429f1fee4'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:44.011,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.812977,,,,,,,,,,,,,,,4c7f0952-0fb1-4bb1-85cf-88e3809ccd88,2776,,"[23.6, 57.1]",69141,62,,,,,-1.6879051,,Right Foot,,,,"[23.0, 52.0]",,Ground Pass,,5.135173,,,Gianluca Zambrotta,15774.0,,,,,,,2,Regular Play,Lilian Thuram,15071.0,Right Center Back,141,Barcelona,217,['e5450526-2509-4560-874b-30d43b965721'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:46.366,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.701004,,,,,,,,,,,,,,,0f8673e0-e4dd-4d5c-be38-8b0de920c0c0,2779,,"[23.0, 52.0]",69141,62,,,,,0.20095426,,Left Foot,,,,"[33.8, 54.2]",,Ground Pass,,11.021796,,,Xavier Hernández Creus,20131.0,,,,,,,2,Regular Play,Gianluca Zambrotta,15774.0,Right Back,141,Barcelona,217,['6ebd030a-7f48-454a-a5c0-838a1834b183'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:47.219,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.907315,,,,,,,,,,,,,,,922ad648-8609-464b-9cbb-7dd176aafe96,2782,,"[35.7, 53.7]",69141,62,,,,,-1.133091,,Right Foot,,,,"[45.2, 33.4]",,Ground Pass,,22.412943,,,Anderson Luís de Souza,19757.0,,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,141,Barcelona,217,['063cf0f4-b3ab-40c0-9a63-a6307736e8bf'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:48.225,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.653729,,,,,,,,,,,,,,,68d5590c-e9d3-4035-9b16-0a7078a5c2fe,2785,,"[50.3, 32.6]",69141,62,,,,,-0.4742573,,Right Foot,,,,"[65.3, 24.9]",,Ground Pass,,16.8609,,,Thierry Henry,15516.0,,,,,,,2,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,141,Barcelona,217,['18f16b6b-5cc5-4f89-ac72-26166033a30e'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:50.926,Pass,,2007/2008
,,,,,,,,,,,,,,,,,2.09659,,,,,,,,,,,,,,,062f16ed-3b0b-4acc-bc5b-e770a5fb0bc9,2789,,"[82.9, 26.2]",69141,62,,,,,-0.90027475,,Right Foot,,,,"[99.0, 5.9]",,Ground Pass,,25.909458,,,Samuel Eto''o Fils,19298.0,,,,,,,2,Regular Play,Thierry Henry,15516.0,Left Wing,141,Barcelona,217,"['9cb9cdfe-ed94-4135-a8e2-4df03f1a874e', 'f3ca2387-063e-44c8-af74-856bff7b6465']",53,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:53.867,Pass,True,2007/2008
,,,,,,,,,,,,,,,,,0.676408,,,,,,,,,,,,,,,1924428e-a176-4371-9922-9d83335d1ded,2792,,"[113.7, 14.8]",69141,63,,,,,1.8310304,,Right Foot,True,,,"[109.2, 31.7]",,Ground Pass,,17.488853,Incomplete,,Thierry Henry,15516.0,,,,,,,2,Regular Play,Samuel Eto''o Fils,19298.0,Center Forward,141,Barcelona,217,"['7bfb1ca1-aa44-42a9-9d33-e4a56625cc47', '8c22ee43-678e-4b06-b2d8-3c9e03dff041']",0,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:00.395,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.117234,,,,,,,,,,,,,,,f73c99f4-8295-4a70-ad34-bb8852ace214,2800,,"[27.0, 71.5]",69141,63,,,,,-1.3142797,,Right Foot,,,,"[30.2, 59.3]",,Ground Pass,,12.612692,,,David Albelda Aliqués,20128.0,,,,,,,2,Regular Play,Joaquín Sánchez Rodríguez,6651.0,Right Wing,142,Valencia,207,['48832d3f-94bc-43f3-8010-2fbaa339f73f'],8,,,,,,,,,,,,,,,,,,Valencia,207,00:18:08.138,Pass,,2007/2008
