ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,ae40c7ab-542a-41b4-8c2b-2964f4f954e4,1,,,266653,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rayo Vallecano,360,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 24255, 'name': 'Juan Carlos Martín Corral'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 24138, 'name': 'Joaquín José Marín Ruiz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 6713, 'name': 'Diego Javier Llorente Ríos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 27}, {'player': {'id': 18404, 'name': 'José Ángel Crespo Rincón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 6914, 'name': 'Roberto Román Triguero'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 6743, 'name': 'Manuel Rolando Iturra Urrutia'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 26848, 'name': 'Roberto Trashorras Gayoso'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 11539, 'name': 'Adrián Embarba Blázquez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 26797, 'name': 'Francisco Medina Luna'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 12}, {'player': {'id': 7900, 'name': 'Tiago Manuel Dias Correia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 26690, 'name': 'Alberto Mateus Contreiras Gonçalves'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Rayo Vallecano,360,00:00:00.000,Starting XI,,2015/2016
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,dab083c4-c397-4d0b-b129-ad642dd7c45b,2,,,266653,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rayo Vallecano,360,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4691, 'name': 'Claudio Andrés Bravo Muñoz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 10609, 'name': 'Jérémy Mathieu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2015/2016
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,85d7f5e8-7173-419b-b390-11b37b040661,3,,,266653,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rayo Vallecano,360,['2b066806-8a14-4b65-af1f-8df75558e319'],0,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.000,Half Start,,2015/2016
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,2b066806-8a14-4b65-af1f-8df75558e319,4,,,266653,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rayo Vallecano,360,['85d7f5e8-7173-419b-b390-11b37b040661'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2015/2016
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,7fe284b8-2f0c-49cf-be27-880b86e4ffcd,1610,,,266653,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,99,Rayo Vallecano,360,['7d2cd9c6-f0dd-473f-8003-73c611f77360'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2015/2016
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,7d2cd9c6-f0dd-473f-8003-73c611f77360,1611,,,266653,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,99,Rayo Vallecano,360,['7fe284b8-2f0c-49cf-be27-880b86e4ffcd'],0,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.000,Half Start,,2015/2016
,,,,,,,,,,,,,,,,0.5382,,,,,,,,,,,,,,,,d0fb449b-394c-4765-8067-94970ed07b52,5,,"[60.0, 40.0]",266653,0,,,,1.5232133,,Right Foot,,,,"[60.1, 42.1]",,Ground Pass,,2.1023796,,,,,Alberto Mateus Contreiras Gonçalves,26690.0,,,,,Kick Off,1,From Kick Off,Francisco Medina Luna,26797.0,Center Attacking Midfield,2,Rayo Vallecano,360,['aad2e223-c124-4b07-93b6-5d0e366b3398'],0,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.613,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.118832,,,,,,,,,,,,,,,,88f0af4b-5dff-4f99-b263-bb7a525a8c5c,8,,"[59.8, 37.0]",266653,0,,,,2.4845178,,Left Foot,,,,"[42.3, 50.5]",,Ground Pass,,22.102036,,,,,Manuel Rolando Iturra Urrutia,6743.0,,,,,,1,From Kick Off,Alberto Mateus Contreiras Gonçalves,26690.0,Center Forward,2,Rayo Vallecano,360,['cec0decc-cda3-437d-8f56-30b25c4e5577'],1,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:01.316,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.454859,,,,,,,,,,,,,,,,0ac3305e-43c0-4e45-88a2-0c1d472ae8bb,11,,"[42.0, 52.3]",266653,0,,,,1.5199144,,Right Foot,,,,"[43.1, 73.9]",,Ground Pass,,21.62799,,,,,Joaquín José Marín Ruiz,24138.0,,,,,,1,From Kick Off,Manuel Rolando Iturra Urrutia,6743.0,Right Center Midfield,2,Rayo Vallecano,360,['ba5424db-af02-40df-8604-3f0a48b2b320'],3,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:03.503,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.278654,,,,,,,,,,,,,,,,e29866f9-381c-4bc7-988c-daaac1af3580,14,,"[41.3, 75.4]",266653,0,,,,-2.2306447,,Right Foot,,,,"[27.8, 58.0]",,Ground Pass,,22.022943,,,,,Diego Javier Llorente Ríos,6713.0,,,,,,1,From Kick Off,Joaquín José Marín Ruiz,24138.0,Right Back,2,Rayo Vallecano,360,['6825ad58-4644-46ba-a26f-5ba07d128faa'],7,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:07.224,Pass,,2015/2016
