ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,2.181727,,,,,,,,,,,,,,,,8388852f-0c0d-4059-9161-98e9d078c34e,17,,"[30.5, 58.3]",266653,0,,,,-2.6363745,,Right Foot,,,,"[7.9, 45.8]",,Ground Pass,,25.826536,,,,,Juan Carlos Martín Corral,24255.0,,,,,,1,From Kick Off,Diego Javier Llorente Ríos,6713.0,Right Center Back,2,Rayo Vallecano,360,['79521b1c-1549-4782-aa94-94a6978f40e3'],11,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:11.344,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.125631,,,,,,,,,,,,,,,,23760b5c-e9f8-476b-aff0-707746b07db1,21,,"[8.4, 46.4]",266653,0,,,,1.3247628,,Right Foot,,,,"[14.0, 68.7]",,Ground Pass,,22.99239,,,,,Diego Javier Llorente Ríos,6713.0,,,,,,1,From Kick Off,Juan Carlos Martín Corral,24255.0,Goalkeeper,2,Rayo Vallecano,360,"['e26907ea-e76a-41d2-b10e-30dab56554e6', 'fee7b656-1797-4269-9104-adfa235393a1']",14,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:14.445,Pass,True,2015/2016
,,,,,,,,,,,,,,,,1.1039,,,,,,,,,,,,,,,,1cee45f5-c3c8-48a3-8451-15b5cfe6955a,25,,"[13.5, 75.0]",266653,0,,,,-0.26060238,,Right Foot,,,,"[42.0, 67.4]",,Ground Pass,,29.495932,,,,,Francisco Medina Luna,26797.0,,,,,,1,From Kick Off,Diego Javier Llorente Ríos,6713.0,Right Center Back,2,Rayo Vallecano,360,"['08729d6d-7c4c-40b4-858a-130bd0a7c075', '531f9fd7-07aa-4e6a-862a-9a49ac20edfd']",16,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:16.798,Pass,True,2015/2016
,,,,,,,,,,,,,,,,0.682462,,,,,,,,,,,,,,,,e30b696e-395a-4f80-8238-2918b270de17,28,,"[42.0, 67.4]",266653,0,,,,1.7741324,,Right Foot,,,,"[40.0, 77.1]",,Ground Pass,,9.904039,,,,,Joaquín José Marín Ruiz,24138.0,,,,,,1,From Kick Off,Francisco Medina Luna,26797.0,Center Attacking Midfield,2,Rayo Vallecano,360,['31a32e57-924c-4034-8617-86bb1bc332e1'],17,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:17.982,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.780864,,,,,,,,,,,,,,,,0c5c6aa5-32a2-4ce2-ae47-45fd2dbdfd2b,32,,"[77.0, 0.1]",266653,0,,,,2.780259,,,,,,"[47.1, 11.4]",,Low Pass,,31.964043,,,,,Javier Alejandro Mascherano,5506.0,,,,,Throw-in,1,From Throw In,Jérémy Mathieu,10609.0,Left Back,3,Barcelona,217,['0b1319d2-22b6-4385-8ac9-2c156f89d287'],27,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:27.048,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.882876,,,,,,,,,,,,,,,,84488a7a-1015-4996-8775-1b7026b8c870,36,,"[43.2, 13.5]",266653,0,,,,1.7831424,,Right Foot,,,,"[33.8, 57.1]",,Ground Pass,,44.601795,,,,,Gerard Piqué Bernabéu,5213.0,,True,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,3,Barcelona,217,"['46474df4-2962-43b3-bfc8-760ada4829c8', 'ed7cff70-ec8f-4f22-9b5a-b78345d6bdbf']",30,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.680,Pass,True,2015/2016
,,,,,,,,,,,,,,,,1.225641,,,,,,,,,,,,,,,,018bce13-906c-4e4d-af21-f57c3319c71e,39,,"[34.3, 58.0]",266653,0,,,,-0.033163194,,Right Foot,,,,"[55.4, 57.3]",,Ground Pass,,21.111609,,,,,Ivan Rakitić,5470.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['5d24af2c-7ca1-4cb3-9632-d03e08dc1e37'],34,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:34.853,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.34846,,,,,,,,,,,,,,,,fa5d36a0-d483-4960-be8c-78cfa1a25b0f,42,,"[55.4, 57.3]",266653,0,,,,2.8313842,,Right Foot,,,,"[26.7, 66.5]",,Low Pass,,30.138514,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Left Center Midfield,3,Barcelona,217,['16d11c96-3b0f-47a9-8c63-008fa217201b'],36,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.158,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.526994,,,,,,,,,,,,,,,,a6f8f950-76cc-4fdd-9e3c-774a81a626d1,45,,"[21.5, 67.7]",266653,0,,,,-2.1631,,Left Foot,,,,"[7.1, 46.3]",,Ground Pass,,25.793798,,,,,Claudio Andrés Bravo Muñoz,4691.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['857f4cd1-3464-4960-864c-f1d78599de4d'],39,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:39.327,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.252329,,,,,,,,,,,,,,,,279519c9-766a-49f9-b82b-3d47d0d0a5e7,48,,"[8.8, 42.9]",266653,0,,,,1.5029992,,Left Foot,,,,"[9.9, 59.1]",,Ground Pass,,16.237303,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,3,Barcelona,217,['d7a3cbc9-3724-4b17-a605-db0a2e86b8ce'],45,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:45.263,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.049313,,,,,,,,,,,,,,,,df2b029d-6f62-4120-96d8-c13d1c6b7268,51,,"[9.9, 59.1]",266653,0,,,,0.44642913,,Right Foot,,,,"[42.7, 74.8]",,High Pass,,36.363857,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['9ae932f2-fe03-4ca9-8f9b-3b696a326580'],48,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:48.018,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.049984,,,,,,,,,,,,,,,,0c154637-f075-4c21-b1db-e13233d47278,55,,"[36.7, 75.3]",266653,0,,,,-2.475035,,Left Foot,,,,"[29.2, 69.4]",,Low Pass,,9.542537,,,,,Ivan Rakitić,5470.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,"['6b4bc84a-475e-40e0-b09b-4b5880bb63ea', '95069414-22a1-4790-b880-667b34cedebb']",51,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.306,Pass,True,2015/2016
,,,,,,,,,,,,,,,,0.533669,,,,,,,,,,,,,,,,ff5be066-75db-445d-921a-f835ad477e66,59,,"[29.6, 71.3]",266653,0,,,,1.7421755,,Right Foot,,,,"[28.7, 76.5]",,Low Pass,,5.27731,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Left Center Midfield,3,Barcelona,217,['f41eb195-1aba-4000-b556-bc6953bc59ea'],52,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:52.731,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.133581,,,,,,,,,,,,,,,,687c5414-f717-4a9f-80a9-c906362fe3b9,63,,"[24.5, 77.5]",266653,0,,,,-2.1563659,,Left Foot,,,,"[11.9, 58.5]",,Ground Pass,,22.798246,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,['cb404396-39ec-40e9-8562-bc1756aec8ff'],54,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:54.916,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.684436,,,,,,,,,,,,,,,,42846961-9c43-450c-a3c4-e1e091437ba7,66,,"[11.9, 58.5]",266653,0,,,,-1.985702,,Right Foot,,,,"[4.5, 41.7]",,Ground Pass,,18.35756,,,,,Claudio Andrés Bravo Muñoz,4691.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['ef08e041-44a1-4e06-ba11-417b3331500e'],57,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:57.089,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.517034,,,,,,,,,,,,,,,,f508db3b-85c5-49d2-a669-d226843d17b6,69,,"[4.5, 41.7]",266653,0,,,,-1.5550908,,Right Foot,,,,"[4.8, 22.6]",,Ground Pass,,19.102356,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Throw In,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,3,Barcelona,217,['e01a1cc8-6422-4784-9783-017292da1baf'],58,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.814,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.709459,,,,,,,,,,,,,,,,7196d674-b4a5-480e-9004-a1ec17330100,72,,"[4.8, 22.6]",266653,1,,,,-1.0380625,,Right Foot,,,,"[15.0, 5.3]",,Ground Pass,,20.083078,,,,,Jérémy Mathieu,10609.0,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,3,Barcelona,217,['5f413a51-b38f-48ed-b03e-561404468015'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:00.611,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.797799,,,,,,,,,,,,,,,,20624fc6-2607-42c8-af75-645e6cd1a9a2,76,,"[14.4, 4.4]",266653,1,,,,-0.17782511,,Left Foot,,,,"[36.1, 0.5]",,Ground Pass,,22.047676,,,Out,,Andrés Iniesta Luján,5216.0,,,,,,1,From Throw In,Jérémy Mathieu,10609.0,Left Back,3,Barcelona,217,"['a4a75d9b-d6af-48fd-9d54-1693491f3190', 'f794c552-c4a8-44e4-8717-9da6f19cefa3']",2,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:02.617,Pass,True,2015/2016
,,,,,,,,,,,,,,,,1.822931,,,,,,,,,,,,,,,,fab21ac6-9847-4e75-a0aa-dc59b1ed8205,78,,"[84.0, 80.0]",266653,1,True,,,-0.41658095,,,,,,"[95.3, 75.0]",,High Pass,,12.356779,,,,,Tiago Manuel Dias Correia,7900.0,,,,,Throw-in,1,From Throw In,Joaquín José Marín Ruiz,24138.0,Right Back,4,Rayo Vallecano,360,['abb2ac3b-7d7f-493c-95ef-b2ef6febdba1'],10,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:10.995,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.583,,,,,,,,,,,,,,,,e5b97adc-e869-42ff-9bd0-196b8ed7f116,84,,"[98.5, 80.0]",266653,1,,,,-0.94281507,,,,,,"[109.1, 65.4]",,High Pass,,18.042173,,,,,Tiago Manuel Dias Correia,7900.0,,,,,Throw-in,1,From Throw In,Joaquín José Marín Ruiz,24138.0,Right Back,5,Rayo Vallecano,360,['32516e49-3ebd-4748-a9a2-a059bdc34935'],23,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:23.161,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.1799,,,,,,,,,,,,,,,,0ac414eb-98af-473e-8737-f9adecea2d15,90,,"[49.7, 26.9]",266653,1,,,,2.218008,,Other,,,,"[43.2, 35.5]",,Low Pass,,10.780074,,,,,Ivan Rakitić,5470.0,,,,,Recovery,1,From Throw In,Luis Alberto Suárez Díaz,5246.0,Center Forward,5,Rayo Vallecano,360,"['1b520ef7-41e6-4b0d-89c1-207a453bad71', '7609b4d4-3989-4a5f-86c9-439a8bbb0016']",28,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:28.131,Pass,True,2015/2016
,,,,,,,,,,,,,,,,3.8689,,,,,,,,,,,,,,,,6ca86384-e1c1-4926-9756-03ee97bf5269,93,,"[43.2, 35.5]",266653,1,,,,0.10022175,,Right Foot,,,,"[79.0, 39.1]",,High Pass,,35.98055,,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Left Center Midfield,5,Rayo Vallecano,360,"['30280882-896b-4451-9e1e-72067eb2a964', 'd941c0e9-81f1-42ea-bbd8-c49228f7c56e']",29,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:29.391,Pass,,2015/2016
,,,,,,,,,,,True,,,,,0.988,,,,,,,,,,,,,,,,30280882-896b-4451-9e1e-72067eb2a964,95,,"[41.1, 41.0]",266653,1,,,,-1.9126015,,Head,,,,"[37.4, 30.6]",,High Pass,,11.0385685,,,,,Roberto Román Triguero,6914.0,,,,,Interception,1,From Throw In,José Ángel Crespo Rincón,18404.0,Left Center Back,5,Rayo Vallecano,360,"['6ca86384-e1c1-4926-9756-03ee97bf5269', 'efa85f56-885d-4745-bfb4-4ad2dfd7e061']",33,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:33.260,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.8432,,,,,,,,,,,,,,,,2152ca2a-1fcb-43c0-bc38-72d19f430f57,99,,"[36.6, 29.9]",266653,1,,,,-0.32603014,,Right Foot,,,,"[57.6, 22.8]",,High Pass,,22.167768,,,Incomplete,,Alberto Mateus Contreiras Gonçalves,26690.0,,,,,,1,From Throw In,Roberto Román Triguero,6914.0,Left Back,5,Rayo Vallecano,360,"['0d2e9ea5-865d-4d1e-ba4f-29c4f7a1f3c2', '4baea0fe-b1df-4db0-903a-0e24db9625f8', '65cb59b4-77f0-4e4e-ba4a-264646435236']",34,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:34.288,Pass,True,2015/2016
,,,,,,,,,,,,,,,,1.2728,,,,,,,,,,,,,,,,4baea0fe-b1df-4db0-903a-0e24db9625f8,101,,"[62.5, 57.3]",266653,1,,,,0.22879885,,Head,,,,"[77.1, 60.7]",,High Pass,,14.990664,,,Incomplete,,Ivan Rakitić,5470.0,,,,,Recovery,1,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,5,Rayo Vallecano,360,"['00be4af7-04f6-4112-bacd-fa17afa4d6bd', '2152ca2a-1fcb-43c0-bc38-72d19f430f57', 'b10ad1ed-5a8c-4453-92eb-c7656879da74']",37,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:37.131,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.229,,,,,,,,,,,,,,,,ff173a2f-aaa4-430e-b60f-335327182293,106,,"[47.9, 21.9]",266653,1,,,,0.38777018,,Right Foot,,,,"[55.0, 24.8]",,Ground Pass,,7.66942,,,,,Alberto Mateus Contreiras Gonçalves,26690.0,,,,,,1,From Throw In,Roberto Román Triguero,6914.0,Left Back,5,Rayo Vallecano,360,"['6cb33c27-0ef3-4eb1-b7e4-a9282efb5543', 'd7ce6fe0-0a51-4084-b89c-d8792705ef27']",39,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:39.311,Pass,True,2015/2016
,,,,,,,,,,,,,,,,4.254722,,,,,,,,,,,,,,,,ed6a920b-9e99-468e-b31f-09c33a5f2c9c,113,,"[51.8, 52.0]",266653,1,,,,-0.7195716,,Left Foot,,,,"[99.5, 10.2]",,High Pass,,63.42342,,,,,Neymar da Silva Santos Junior,4320.0,,True,,,,1,From Throw In,Ivan Rakitić,5470.0,Left Center Midfield,5,Rayo Vallecano,360,['40e700ff-6697-4756-8496-83d7572e2a28'],44,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:44.190,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.7605,,,,,,,,,,,,,,,,ef78286a-4ccf-41a6-ba9e-5f57d111fba8,120,,"[4.6, 75.1]",266653,1,,,,-0.16514868,,Right Foot,,,,"[40.6, 69.1]",,High Pass,,36.496574,,,Incomplete,,Francisco Medina Luna,26797.0,,,,,,1,From Throw In,Tiago Manuel Dias Correia,7900.0,Left Wing,5,Rayo Vallecano,360,"['505717c0-8496-4405-b617-bc65418c25be', '7621bcb4-12d3-4231-b647-79d3dc35d31e']",54,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:54.759,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.199659,,,,,,,,,,,,,,,,7621bcb4-12d3-4231-b647-79d3dc35d31e,122,,"[79.5, 11.0]",266653,1,,,,0.009615088,,Head,,,,"[89.9, 11.1]",,Low Pass,,10.400481,,,,,Andrés Iniesta Luján,5216.0,,,,,Recovery,1,Regular Play,Ivan Rakitić,5470.0,Left Center Midfield,6,Barcelona,217,"['0f53587b-e80f-4de6-b261-c9e019ae8578', 'ef78286a-4ccf-41a6-ba9e-5f57d111fba8']",56,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:56.520,Pass,,2015/2016
